E(MeV)	pendfb7/Gd154:1
1.000000E-11	4406.53494
1.029990E-11	4341.92315
1.060870E-11	4278.27901
1.092690E-11	4215.53905
1.125440E-11	4153.75774
1.159200E-11	4092.84744
1.193950E-11	4032.86242
1.229760E-11	3973.72577
1.266620E-11	3915.48751
1.304620E-11	3858.06543
1.343720E-11	3801.53055
1.384030E-11	3745.78283
1.425520E-11	3690.89206
1.468270E-11	3636.7743
1.512290E-11	3583.47545
1.557650E-11	3530.92566
1.604340E-11	3479.18697
1.652460E-11	3428.17109
1.701990E-11	3377.93554
1.753040E-11	3328.40964
1.805590E-11	3279.63281
1.859750E-11	3231.54642
1.915500E-11	3184.19294
1.972950E-11	3137.5087
2.032090E-11	3091.53261
2.093050E-11	3046.20262
2.155790E-11	3001.57095
2.220450E-11	2957.56318
2.287010E-11	2914.22941
2.355610E-11	2871.50204
2.426220E-11	2829.43173
2.498990E-11	2787.9516
2.573900E-11	2747.10391
2.651100E-11	2706.83394
2.662290E-11	2701.24823
2.730570E-11	2667.17533
2.753720E-11	2656.12174
2.812470E-11	2628.07848
2.848290E-11	2611.71661
2.896780E-11	2589.57403
2.946100E-11	2568.02397
2.983670E-11	2551.61294
3.047280E-11	2525.02546
3.073110E-11	2514.23233
3.151920E-11	2482.71906
3.165280E-11	2477.37846
3.260170E-11	2441.08457
3.357950E-11	2405.30515
3.372130E-11	2400.34025
3.458610E-11	2370.06993
3.487930E-11	2360.24965
3.562350E-11	2335.33139
3.607710E-11	2320.79732
3.669130E-11	2301.12327
3.731600E-11	2281.9772
3.779190E-11	2267.39598
3.859750E-11	2243.77533
3.892470E-11	2234.18448
3.992300E-11	2206.18567
4.009230E-11	2201.43879
4.129410E-11	2169.19521
4.253270E-11	2137.40458
4.271220E-11	2132.99609
4.380760E-11	2106.1014
4.417900E-11	2097.37595
4.512160E-11	2075.23772
4.569620E-11	2062.32441
4.647420E-11	2044.84518
4.726540E-11	2027.83491
4.786810E-11	2014.88111
4.888860E-11	1993.89329
4.930300E-11	1985.37316
5.056750E-11	1960.49674
5.078180E-11	1956.28207
5.230410E-11	1927.63346
5.387290E-11	1899.39036
5.410030E-11	1895.473
5.548780E-11	1871.57805
5.595820E-11	1863.82635
5.715210E-11	1844.15798
5.787990E-11	1832.68488
5.886530E-11	1817.15555
5.986760E-11	1802.0414
6.063100E-11	1790.5331
6.192350E-11	1771.88819
6.244840E-11	1764.31846
6.405010E-11	1742.21669
