E(MeV)	mcnp/Cu-63:1
0.000573124	7.742496538
0.000573297	8.304463535
0.000573469	8.934376495
0.000573641	9.642604009
0.000573813	10.44153768
0.000573985	11.34608413
0.000574158	12.37430278
0.00057433	13.54824337
0.000574502	14.8950596
0.000574674	16.4485111
0.000574846	18.25103616
0.000575019	20.35661469
0.000575191	22.83489766
0.000575363	25.77708939
0.000575535	29.30458964
0.000575707	33.58166654
0.000575793	36.06871441
0.00057588	38.83381232
0.000575966	41.91902245
0.000576052	45.37405039
0.000576138	49.25762483
0.000576224	53.63905967
0.00057631	58.59994517
0.000576396	64.23593073
0.000576482	70.65852512
0.000576568	77.99676407
0.000576654	86.39858949
0.000576741	96.03169916
0.000576827	107.0835938
0.000576913	119.7604857
0.000576999	134.2846989
0.000577085	150.8902047
0.000577171	169.8159386
0.000577257	191.296627
0.000577343	215.5510022
0.000577429	242.7674362
0.000577515	273.0873125
0.000577602	306.5867139
0.000577688	343.2573315
0.000577774	382.9878163
0.00057786	425.5470453
0.000578032	517.5546271
0.00057829	663.1382848
0.00057853	787.3672727
0.000578597	817.2444333
0.000578698	856.1006394
0.000578798	886.5437589
0.000578866	901.5832846
0.000579	917.9632646
0.000579067	919.0513552
0.000579202	907.0569652
0.000579269	894.2428664
0.00057947	831.8161112
0.000579675	740.5375443
0.000579881	633.6037063
0.000580018	560.5990557
0.000580224	456.428514
0.00058043	364.994624
0.000580498	337.9927231
0.000580636	289.5351271
0.000580773	248.2681573
0.00058091	213.5966691
0.000581047	184.8167693
0.000581185	161.0457476
0.000581322	141.4891074
0.000581459	125.3591826
0.000581596	112.0127633
0.000581734	100.8999136
0.000581871	91.58043319
0.000582008	83.68538804
0.000582145	76.94688689
0.000582283	71.13631036
0.00058242	66.0912591
0.000582557	61.67030527
0.000582695	57.77161303
0.000582832	54.31115067
0.000583106	48.45054628
0.000583381	43.68574157
0.000583655	39.74673728
0.00058393	36.44371052
0.000584204	33.64304942
0.000584479	31.24296144
0.000584753	29.16763391
0.000585028	27.35816688
0.000585303	25.77018604
0.000585577	24.36652138
0.000585852	23.11770573
0.000586126	21.9995087
0.000586675	20.08402868
0.000587224	18.50620349
0.000587773	17.18929689
0.000588322	16.07636199
0.000588871	15.12567625
0.00058942	14.3052198
0.000589969	13.59117453
0.000590519	12.96463136
0.000591068	12.41123814
0.000591617	11.91942067
0.000592166	11.48063078
0.000592715	11.08733959
0.000593813	10.40860104
0.000594911	9.84222104
0.000596009	9.365322146
0.000597107	8.959011903
0.000598205	8.609092063
0.000599303	8.304788901
0.000600402	8.037887588
0.0006015	7.802003135
0.000602598	7.592103156
0.000603696	7.404172513
0.000604794	7.235066136
0.000605892	7.083180393
0.000608088	6.8178968
0.000610285	6.593654226
0.000612481	6.402670327
0.000614677	6.237992047
0.000616873	6.094470257
0.000619069	5.968180885
0.000621266	5.856100533
0.000623462	5.75585749
0.000625658	5.66556404
0.000627854	5.583698047
0.00063005	5.50901906
0.000632247	5.440508243
0.000634443	5.377351088
0.000636639	5.318811508
0.000637737	5.291156214
0.000638835	5.264723273
0.000639933	5.239512434
0.000641032	5.215745427
0.00064213	5.193900481
0.000642679	5.184043104
0.000643228	5.17525489
0.000643777	5.167971447
0.000644326	5.162883041
0.000644875	5.161184477
0.000645149	5.162236482
0.000645424	5.16510873
0.000645699	5.170446645
0.000645973	5.179220549
0.000646248	5.192961027
0.000646522	5.214303351
0.000646797	5.248232007
0.000646934	5.272816128
0.000647071	5.30523744
0.000647208	5.348775839
0.000647346	5.408431613
0.000647483	5.491387392
0.000647552	5.544629154
0.00064762	5.607921575
0.000647689	5.682983414
0.000647757	5.772094041
0.000647826	5.877759493
0.000647895	6.003004293
0.000647963	6.150612897
0.000648032	6.324200655
0.000648101	6.527483532
0.000648169	6.764762831
0.000648238	7.039417183
0.000648306	7.355861475
0.000648375	7.718090667
0.000648444	8.130480408
0.000648512	8.595133266
0.000648581	9.116071535
0.00064865	9.693585287
0.000648718	10.33008976
0.000648787	11.02317008
0.000648924	12.57185246
0.000649061	14.30485101
0.000649233	16.62484536
0.000649473	19.8065372
0.000649645	21.70880696
0.000649748	22.58788203
0.000649839	23.16116044
0.00065	23.62861479
0.000650069	23.60800353
0.000650203	23.19078545
0.000650317	22.46426589
0.000650489	20.84259314
0.000650719	18.03288992
0.000650948	15.00083085
0.000651024	14.02898405
0.000651177	12.22299941
0.000651254	11.40683242
0.00065133	10.65731329
0.000651407	9.974941593
0.000651483	9.361828679
0.00065156	8.814904415
0.000651636	8.332706369
0.000651712	7.910001594
0.000651789	7.543197201
0.000651865	7.226195139
0.000651942	6.954524142
0.000652018	6.722205264
0.000652095	6.524792782
0.000652171	6.357032782
0.000652248	6.215036268
0.000652324	6.094540998
0.0006524	5.992435599
0.000652477	5.905470003
0.000652553	5.831318871
0.00065263	5.767621523
0.000652783	5.665053921
0.000652936	5.586552114
0.000653088	5.524724537
0.000653241	5.474622896
0.000653394	5.432982576
0.000653547	5.397632361
0.000653853	5.340363221
0.000654159	5.295519402
0.000654465	5.259162699
0.00065477	5.2289175
0.000655076	5.203227817
0.000655688	5.161520861
0.000656299	5.128565288
0.000656911	5.101441086
0.000657522	5.078437919
0.000658134	5.058473066
0.000658746	5.040804257
0.000659969	5.010202324
0.000661192	4.983909098
0.000662415	4.960669555
0.000663638	4.939650811
0.000664861	4.920401016
0.000667308	4.885453723
0.000669754	4.853956985
0.0006722	4.8251141
0.000674647	4.798429328
0.000679539	4.749768339
0.000684432	4.705998043
0.000689325	4.666135045
0.000694217	4.629455359
0.00069911	4.595498412
0.000708895	4.53400577
0.000718681	4.479311266
0.000728466	4.429942996
0.000738251	4.38477606
0.000748036	4.342947024
0.000757822	4.30374212
0.000767607	4.266491237
0.000777392	4.230405736
0.000782285	4.212424351
0.000787178	4.194144054
0.000789624	4.184745938
0.00079207	4.17504635
0.000794517	4.164961656
0.00079574	4.159750061
0.000796963	4.154422365
0.000798186	4.149057901
0.000799409	4.143866673
0.000800632	4.139431898
0.000801244	4.13800992
0.000801856	4.137795714
0.000802467	4.139967658
0.000802773	4.142716687
0.000803079	4.147434107
0.000803384	4.155475538
0.00080369	4.169607537
0.000803996	4.19575368
0.000804149	4.216853458
0.000804302	4.24645737
0.000804455	4.288082316
0.000804608	4.34640568
0.000804761	4.427384912
0.000804913	4.538217222
0.00080499	4.607301456
0.000805066	4.687041925
0.000805143	4.778287735
0.000805219	4.882292939
0.000805296	4.999712218
0.000805372	5.131646213
0.000805449	5.278354474
0.000805525	5.440583833
0.000805678	5.810704712
0.000805754	6.017585747
0.000805984	6.71170323
0.000806213	7.466823872
0.000806442	8.194147619
0.000806557	8.513362252
0.00080671	8.86333933
0.000806874	9.114658681
0.000807	9.205546915
0.000807095	9.2121986
0.000807252	9.10707523
0.000807343	8.98393137
0.00080748	8.723796764
0.000807616	8.389715449
0.000807753	8.003448264
0.000808072	7.02233325
0.000808163	6.748116509
0.000808345	6.237575719
0.000808436	6.006974645
0.000808527	5.794875215
0.000808618	5.602330217
0.000808709	5.429446861
0.0008088	5.275925394
0.000808891	5.140528389
0.000808982	5.022332804
0.000809073	4.919645844
0.000809164	4.831148769
0.000809255	4.755068868
0.000809347	4.689963812
0.000809438	4.634367007
0.00080962	4.546456869
0.000809802	4.482072661
0.000809984	4.434214011
0.000810166	4.397815254
0.000810348	4.369418014
0.00081053	4.346639643
0.000810895	4.31216602
0.000811259	4.287026889
0.000811623	4.267680691
0.000812352	4.239523672
0.00081308	4.219698141
0.000813808	4.204821535
0.000814537	4.193175603
0.000815994	4.175576947
0.000817451	4.162369457
0.000818908	4.151832663
0.000821822	4.135293809
0.000824736	4.121990041
0.00082765	4.110385049
0.000830564	4.099903962
0.000836391	4.080859906
0.000842219	4.063361964
0.000853875	4.030932231
0.000865531	4.000514395
0.000877186	3.971392915
0.000900498	3.915568045
0.000923809	3.861356327
0.000935465	3.834165715
0.000947121	3.806267544
0.000952948	3.791743301
0.00096169	3.768563167
0.000964604	3.760226619
0.000970432	3.742036318
0.000973346	3.731822499
0.00097626	3.72053402
0.000977717	3.714359588
0.000979174	3.707695642
0.000980631	3.700493311
0.000982088	3.692681474
0.000983545	3.68423359
0.000985002	3.675287003
0.00098573	3.670797183
0.000986459	3.666541498
0.000987187	3.662940041
0.000987916	3.660840353
0.00098828	3.660865262
0.000988644	3.662111804
0.000989008	3.665248598
0.000989373	3.67141073
0.000989737	3.682691397
0.000990101	3.703429514
0.000990283	3.720031686
0.000990465	3.743442897
0.000990647	3.777004971
0.00099083	3.825800841
0.000991012	3.897235407
0.000991194	4.001978432
0.000991285	4.071187079
0.000991376	4.154615219
0.000991467	4.254712571
0.000991558	4.374270337
0.000991649	4.516155331
0.00099174	4.683910171
0.000991831	4.880519511
0.000991922	5.10980457
0.000992013	5.374555661
0.000992104	5.678414585
0.000992195	6.023763076
0.000992287	6.412652883
0.000992378	6.845832181
0.000992469	7.324495278
0.00099256	7.846634795
0.000992742	9.01272066
0.000992969	10.64424517
0.000993197	12.34648051
0.00099347	14.22956597
0.000993652	15.23109965
0.00099384	15.9363349
0.000994	16.22697556
0.000994096	16.25241206
0.000994225	16.11230575
0.00099438	15.69218103
0.000994564	14.88102132
0.000994809	13.41440521
0.000995178	10.87001595
0.000995362	9.641743874
0.000995485	8.884440181
0.000995607	8.191517645
0.00099573	7.568650553
0.000995853	7.019410404
0.000995976	6.541940615
0.000996098	6.133051117
0.000996221	5.787189861
0.000996344	5.497892593
0.000996467	5.257530818
0.000996589	5.059371293
0.000996712	4.89634915
0.000996835	4.762620602
0.000996958	4.652601931
0.00099708	4.561832292
0.000997203	4.486494395
0.000997326	4.423516953
0.000997449	4.370292984
0.000997694	4.285749957
0.00099794	4.221676797
0.000998185	4.171187667
0.000998431	4.130166567
0.000998677	4.095982968
0.000999168	4.041969462
0.000999659	4.001007304
0.00100015	3.968782261
0.001000641	3.942768266
0.001001132	3.921300351
0.001002114	3.887763014
0.001003096	3.862529565
0.001004078	3.842777664
0.00100506	3.826869775
0.001006042	3.813787295
0.001008006	3.793004194
0.001009971	3.776832756
0.001011935	3.763767434
0.001013899	3.752782106
0.001017828	3.734851867
0.001021757	3.720190729
0.001025686	3.70744697
0.001029614	3.696010349
0.001033543	3.685489741
0.0010414	3.666190632
0.001049257	3.648376214
0.001057115	3.631530133
0.001072829	3.599601692
0.001088544	3.569126185
0.001119974	3.510652268
0.001182833	3.398889602
0.001245692	3.290947571
0.001308551	3.18572519
0.00137141	3.083543763
0.001434269	2.986234432
0.001465698	2.940628528
0.001497128	2.898207925
0.001528557	2.860307661
0.001559987	2.828881119
0.001591416	2.806802718
0.001622846	2.798347438
0.001654275	2.809996961
0.001685705	2.851586858
0.001701419	2.888237409
0.001717134	2.939210662
0.001732849	3.00801097
0.001748564	3.099401574
0.001764278	3.219675026
0.001779993	3.377292555
0.001795708	3.583737871
0.001811423	3.854904921
0.001827137	4.213171264
0.001842852	4.690845141
0.001858567	5.333288789
0.001866424	5.737145081
0.001874282	6.213960914
0.001882139	6.777594969
0.001889996	7.447891163
0.001897853	8.250348595
0.001905711	9.218353736
0.001913568	10.39560409
0.001921426	11.8413157
0.001929283	13.63536401
0.001937141	15.8780747
0.001941069	17.21228547
0.001944998	18.73323971
0.001948926	20.46236301
0.001952855	22.43771744
0.001956783	24.70377162
0.001960712	27.31769101
0.001964641	30.34840006
0.00196857	33.88268349
0.001972498	38.02867346
0.001976427	42.92703856
0.001980356	48.75394192
0.001984285	55.73750072
0.001988213	64.17113615
0.001992142	74.44435094
0.001996071	87.05824053
0.002	102.5512748
0.002002052	112.055274
0.002004104	122.8226507
0.002006156	134.9405174
0.002008208	148.5789842
0.00201026	163.9264245
0.002012312	181.1766607
0.002014364	200.521427
0.002016417	222.1851588
0.002019114	254.194922
0.002021812	290.2804084
0.002029906	410.129278
0.002032604	445.4788754
0.002035302	472.0913044
0.002038	486.2685901
0.002040697	486.0698147
0.002043395	471.9582972
0.002046093	446.5657642
0.002048791	413.6865759
0.002054187	340.2978418
0.002056885	305.0295344
0.002059583	272.5271399
0.002061846	247.8225542
0.00206411	225.5454182
0.002066373	205.5926413
0.002068637	187.7814726
0.0020709	171.9314284
0.002073164	157.824138
0.002075427	145.2742738
0.002077691	134.0871154
0.002079954	124.1105029
0.002082218	115.2614335
0.002086745	100.1302265
0.002091272	87.76122095
0.0020958	77.61775591
0.002100327	69.2184038
0.002104854	62.19390884
0.002109381	56.26540298
0.002113909	51.21808529
0.002118436	46.88879819
0.002122963	43.14723598
0.00212749	39.89161909
0.002132018	37.04040328
0.002136545	34.52989972
0.002141072	32.31917662
0.002150127	28.58090591
0.002159181	25.55522981
0.002168236	23.07772933
0.00217729	21.0210892
0.002186345	19.29227639
0.002195399	17.82333646
0.002204454	16.56260259
0.002213508	15.47117681
0.002222563	14.51849049
0.002231617	13.68097768
0.002240672	12.93958854
0.002249726	12.27936053
0.002258781	11.68941899
0.00227689	10.67591261
0.002294999	9.836557407
0.002313108	9.130620854
0.002331217	8.527340429
0.002349326	8.004023772
0.002367435	7.543504386
0.002385544	7.132454721
0.002403653	6.760227498
0.002421762	6.418025871
0.002439871	6.098275578
0.00245798	5.794113106
0.002476089	5.498938436
0.002485143	5.352625961
0.002494198	5.205997899
0.002503252	5.058088619
0.002512307	4.907848772
0.002521361	4.754230908
0.002530416	4.596075974
0.00253947	4.432425912
0.002543997	4.348242867
0.002548525	4.262218635
0.002553052	4.174465067
0.002557579	4.085023858
0.002562106	3.994089228
0.002566634	3.902045248
0.002571161	3.80966848
0.002575688	3.718200321
0.002580215	3.629747625
0.002584743	3.547780769
0.00258927	3.47736212
0.002591533	3.449185791
0.002593797	3.428433649
0.00259606	3.417082902
0.002598324	3.41814878
0.002600588	3.435740607
0.002602852	3.475424288
0.002605115	3.5448103
0.002607379	3.654612493
0.002609642	3.819815677
0.002611906	4.061794692
0.002614169	4.408362295
0.002615301	4.63558442
0.002616433	4.9107401
0.002617565	5.243989207
0.002618697	5.64784825
0.002619829	6.138819478
0.002620961	6.738543568
0.002622092	7.474703017
0.002623224	8.386086247
0.002624356	9.521783165
0.002625488	10.94873316
0.002626619	12.76045547
0.002627185	13.85363875
0.002627751	15.10064882
0.002628317	16.52915379
0.002628883	18.17258763
0.002629449	20.07184289
0.002630015	22.27756854
0.00263058	24.84822775
0.002631146	27.87276896
0.002631712	31.44862512
0.002632278	35.70591247
0.002632844	40.81232863
0.00263341	46.98532098
0.002633976	54.50825404
0.002634542	63.75136621
0.002635108	75.19675079
0.002635674	89.46300608
0.002635957	97.88827042
0.00263624	107.3178346
0.002636523	117.8674804
0.002636806	129.6561379
0.002637089	142.8007854
0.002637372	157.4093298
0.002637655	173.5712557
0.002638221	210.7497997
0.002638504	231.7403758
0.00263907	277.9358869
0.002639802	342.8264741
0.002640351	390.8149974
0.002640901	433.1925147
0.002641267	455.8071095
0.002641633	472.4588182
0.002642	482.2300004
0.002642366	484.5696541
0.002642732	479.5132413
0.002643098	467.5478961
0.002643465	449.5227973
0.002644197	400.5354733
0.002645585	292.3944177
0.002645912	268.7508207
0.002646567	226.2452944
0.002646895	207.6065315
0.002647222	190.7740131
0.00264755	175.5628555
0.002647877	161.9498131
0.002648205	149.7171796
0.002648532	138.7999454
0.00264886	128.9938736
0.002649515	112.3357522
0.00265017	98.84651482
0.002650825	87.81867911
0.00265148	78.71108625
0.002652135	71.11333223
0.00265279	64.71345301
0.002653445	59.27295473
0.0026541	54.60829255
0.002654755	50.57719569
0.002655411	47.06354738
0.002656066	43.99045319
0.002656721	41.28247839
0.002657376	38.8830813
0.002658031	36.74545441
0.002659341	33.10571626
0.002660651	30.12728906
0.002661961	27.65478752
0.002663271	25.57867801
0.002664581	23.81628244
0.002665892	22.30389343
0.002667202	20.99618619
0.002668512	19.85527863
0.002669822	18.85260122
0.002671132	17.96587999
0.002672442	17.17835039
0.002673752	16.47646092
0.002676373	15.27103719
0.002678993	14.27198302
0.002681614	13.43612983
0.002684234	12.72836485
0.002686855	12.12156253
0.002689475	11.59634819
0.002692095	11.13741094
0.002694715	10.73311568
0.002697336	10.37421877
0.002699956	10.0538705
0.002702577	9.768187488
0.002707818	9.273587352
0.002713058	8.859700516
0.002718299	8.509884176
0.00272354	8.210099383
0.002728781	7.950046463
0.002734021	7.722089636
0.002739262	7.520310272
0.002744502	7.340281037
0.002749743	7.178400528
0.002754983	7.031923565
0.002760224	6.899097361
0.002770706	6.665092876
0.002781187	6.464760308
0.002791669	6.291019662
0.00280215	6.138321408
0.002812632	6.002532761
0.002823113	5.880596313
0.002833594	5.770136636
0.002854557	5.576839302
0.00287552	5.41177517
0.002896483	5.267789721
0.002917446	5.140325123
0.002938409	5.025978675
0.002959372	4.922261804
0.002980335	4.827306316
0.00302226	4.658324292
0.003064186	4.510716834
0.003106112	4.379048619
0.003148038	4.259656082
0.003189963	4.14968476
0.003231889	4.046469654
0.003263333	3.970963623
0.003273815	3.945177346
0.003289537	3.903423529
0.003294778	3.887360542
0.003300018	3.868557368
0.003302638	3.857228576
0.003305259	3.843726884
0.003307879	3.827275133
0.003309189	3.819142087
0.003309844	3.818030332
0.0033105	3.825422022
0.003311155	3.855892702
0.003311482	3.888393023
0.00331181	3.939681569
0.003312137	4.01628991
0.003312465	4.126280106
0.003312792	4.276340693
0.00331312	4.473188243
0.003313447	4.718100103
0.003313775	5.00998279
0.003314593	5.863356814
0.003314921	6.201925321
0.003315249	6.498880123
0.003315618	6.750527831
0.0033157	6.791578788
0.003316	6.889340038
0.003316226	6.905839767
0.003316446	6.874366988
0.003316634	6.811878331
0.003316916	6.662635931
0.003317198	6.458060462
0.003317762	5.945877201
0.003318138	5.580417028
0.003318514	5.234247876
0.00331889	4.929469855
0.003319266	4.677235967
0.003319641	4.479697419
0.003320017	4.330887622
0.003320393	4.222958785
0.003320769	4.146521471
0.003321145	4.092953186
0.003321521	4.055237961
0.003322273	4.008054717
0.003323024	3.980138936
0.003323776	3.960980095
0.00332528	3.934915765
0.003328288	3.903991648
0.003331295	3.884487796
0.00333731	3.857790582
0.003340318	3.847481052
0.003352348	3.81369296
0.003376408	3.75883415
0.003388438	3.733634233
0.003436557	3.637770193
0.003460617	3.590134399
0.003472647	3.56520761
0.003484677	3.537626243
0.003490692	3.521346037
0.003493699	3.51183711
0.003496707	3.500577196
0.003499714	3.486757769
0.003501218	3.478784362
0.00350197	3.47520934
0.003502722	3.474109452
0.003503473	3.482075484
0.003503849	3.494356423
0.003504225	3.517019705
0.003504601	3.555588223
0.003504977	3.617124261
0.003505353	3.709750807
0.003505729	3.841529746
0.003506105	4.018647312
0.003506481	4.243097617
0.003506857	4.510353694
0.003507421	4.961514837
0.003507985	5.403001818
0.003508361	5.643808907
0.003508643	5.776527425
0.003509	5.870787185
0.003509197	5.884222039
0.003509414	5.866763231
0.00350964	5.813954662
0.003509867	5.728320973
0.003510169	5.571514767
0.003510773	5.162181274
0.003511075	4.938668971
0.003511377	4.720083679
0.00351168	4.515757438
0.003511982	4.333825084
0.003512284	4.17716917
0.003512586	4.046617143
0.003512889	3.940577121
0.003513191	3.857079531
0.003513493	3.792368293
0.003514098	3.705316749
0.003514702	3.655289378
0.003515307	3.625320843
0.003516516	3.592021686
0.003518934	3.558975631
0.003521351	3.539848209
0.003523769	3.526620518
0.003528605	3.507617881
0.003538276	3.480796628
0.003547948	3.459395871
0.003567291	3.421685044
0.003586634	3.386654595
0.003664006	3.25404206
0.00376072	3.092065739
0.003780063	3.059118937
0.003799406	3.024852511
0.003804241	3.015603233
0.003809077	3.00553246
0.003811495	3.00011642
0.003812704	2.998250066
0.003813308	2.998819299
0.003813913	3.002271224
0.003814517	3.011508159
0.003815122	3.030926751
0.003815726	3.065484023
0.003816331	3.118783456
0.00381754	3.268524656
0.003818144	3.340399686
0.003818749	3.387193528
0.003819	3.395847695
0.003819251	3.397435924
0.003819801	3.376746399
0.003820076	3.355469051
0.003820901	3.264754195
0.003821452	3.197949268
0.003822002	3.138557438
0.003822552	3.091725398
0.003823102	3.058206168
0.003823653	3.035867735
0.003824203	3.02166763
0.003824753	3.012673311
0.003825854	3.00258912
0.003828055	2.992531287
0.003832457	2.980347657
0.003836859	2.970770241
0.003854468	2.937867244
0.003889686	2.875546001
0.003924903	2.812695988
0.003960121	2.748246257
0.004030556	2.612000864
0.004065774	2.538717506
0.0041186	2.419417381
0.004136209	2.376324081
0.004171427	2.283448195
0.004206645	2.178727984
0.004224254	2.120428984
0.004241863	2.056950096
0.004250667	2.022873027
0.004268275	1.949178325
0.00427708	1.909131626
0.004285884	1.866654643
0.004294689	1.821517964
0.004307895	1.748643841
0.004312298	1.722862133
0.004321102	1.669617901
0.004329907	1.615194342
0.004334309	1.58839331
0.004338711	1.562783344
0.004343113	1.539564916
0.004347516	1.520640275
0.004351918	1.508671618
0.004354119	1.506752321
0.004358521	1.516404244
0.004360722	1.530643537
0.004362923	1.55387768
0.004365125	1.589144968
0.004367326	1.640629564
0.004369527	1.714166376
0.004371728	1.818248471
0.004373929	1.968194599
0.004375029	2.0688341
0.00437613	2.19694075
0.00437668	2.277274639
0.00437723	2.375110121
0.00437778	2.498889805
0.004378331	2.660622948
0.004378881	2.873523296
0.004379431	3.15028745
0.004379981	3.49609252
0.004380532	3.902663418
0.004381357	4.557530944
0.004381908	4.955316996
0.004382183	5.122118777
0.004382458	5.260453919
0.0043828	5.387509044
0.004383	5.437636797
0.004383327	5.482106722
0.004383634	5.485580603
0.004384003	5.45112441
0.004384495	5.36748145
0.004384987	5.281873555
0.004385725	5.237986759
0.004386217	5.30556317
0.004386709	5.465761447
0.004387201	5.719862671
0.004387692	6.063034633
0.004388184	6.491860295
0.004388676	7.003380948
0.004389168	7.599468093
0.00438966	8.286831627
0.004390152	9.077084424
0.004390644	9.986748322
0.004391136	11.03752448
0.004391627	12.25430568
0.004392119	13.67655022
0.004392611	15.34512772
0.004393103	17.31384256
0.004393595	19.64948492
