E(MeV)	mcnp/Cu-65:1
0.000221788	11.96896592
0.000222237	11.94778522
0.000222686	11.92533024
0.000223135	11.90158336
0.000223584	11.87657427
0.000224033	11.85045178
0.000224482	11.82356783
0.000224706	11.8100479
0.00022493	11.79665044
0.000225155	11.7835967
0.000225379	11.77116997
0.000225604	11.75979456
0.000225828	11.75004332
0.000226053	11.74274935
0.000226277	11.73909937
0.000226502	11.74081492
0.000226726	11.7504587
0.000226951	11.77194839
0.000227063	11.78895514
0.000227175	11.81154259
0.000227287	11.84109091
0.000227399	11.87947563
0.000227512	11.9291715
0.000227624	11.99360704
0.000227736	12.07737327
0.000227848	12.18744202
0.000227961	12.33392073
0.000228073	12.53338888
0.000228129	12.66063778
0.000228185	12.81236008
0.000228241	12.99488532
0.000228297	13.21649902
0.000228353	13.4880314
0.00022841	13.82357607
0.000228466	14.24134139
0.000228522	14.76566496
0.000228578	15.42416267
0.000228634	16.25431204
0.00022869	17.30093213
0.000228746	18.61773843
0.000228802	20.26762961
0.000228858	22.3223088
0.000228915	24.86099277
0.000228971	27.97406937
0.000229027	31.73617023
0.000229083	36.23394836
0.000229139	41.53849026
0.000229195	47.70252516
0.000229251	54.75188603
0.000229307	62.67688159
0.000229392	76.08505952
0.000229476	90.94173498
0.00022956	106.5683303
0.000229644	122.1195083
0.0002297	131.882439
0.000229784	144.8128816
0.000229869	154.781969
0.00022991	158.2776873
0.00023	162.4133808
0.000230066	162.1725364
0.000230166	156.6560442
0.00023027	145.2540349
0.000230356	132.4908025
0.000230442	117.9214911
0.000230546	99.71251368
0.000230615	87.91782324
0.000230718	71.71412563
0.000230753	66.83876144
0.000230822	57.96243679
0.000230891	50.30723618
0.000230926	46.93665611
0.00023096	43.84714678
0.000230995	41.04437046
0.000231029	38.50456418
0.000231064	36.21169223
0.000231098	34.14301378
0.000231133	32.29283008
0.000231167	30.63259083
0.000231202	29.15440254
0.000231237	27.83270011
0.000231271	26.65897965
0.000231306	25.61404159
0.00023134	24.6837882
0.000231375	23.85297675
0.000231409	23.11454911
0.000231444	22.45526656
0.000231513	21.3353446
0.000231582	20.43175674
0.000231651	19.6915496
0.00023172	19.07775707
0.000231789	18.56148266
0.000231858	18.12175437
0.000231927	17.74126676
0.000231996	17.4087317
0.000232065	17.11515259
0.000232203	16.61942566
0.000232342	16.21516496
0.00023248	15.87901621
0.000232618	15.59473426
0.000232756	15.35117683
0.000232894	15.1401024
0.000233032	14.95574994
0.00023317	14.79319546
0.000233309	14.64903445
0.000233447	14.520159
0.000233723	14.29976166
0.000233999	14.1180779
0.000234276	13.96576437
0.000234552	13.83634755
0.000234828	13.72516311
0.000235104	13.62859711
0.000235381	13.54399221
0.000235657	13.46926445
0.000235933	13.40281456
0.00023621	13.34332974
0.000236486	13.28983018
0.000236762	13.24145762
0.000237315	13.15711349
0.000237867	13.08575657
0.00023842	13.02470426
0.000238972	12.97187497
0.000239525	12.92566587
0.000240078	12.88483868
0.00024063	12.84846855
0.000241183	12.81580918
0.000241735	12.78632203
0.000242288	12.75966073
0.000243393	12.71266756
0.000244498	12.67232445
0.000245603	12.63732559
0.000246708	12.60652916
0.000247814	12.5790864
0.000248919	12.55437106
0.000250024	12.53202094
0.000252234	12.49246462
0.000254444	12.45814463
0.000256655	12.42781622
0.000258865	12.40052091
0.000261075	12.37564441
0.000265496	12.33106272
0.000269916	12.29142469
0.000274337	12.25533344
0.000283178	12.19011065
0.000292019	12.13091723
0.00030086	12.07565825
0.000318542	11.97254897
0.000345065	11.82900354
0.000371588	11.69366785
0.000424635	11.43874006
0.000442317	11.3573515
0.000513046	11.04589357
0.000583774	10.75318565
0.000654503	10.47597126
0.000760595	10.08417995
0.000902053	9.597635755
0.001043509	9.14159457
0.001078874	9.031108664
0.001184966	8.705265927
0.001220331	8.597646256
0.001255695	8.489756192
0.001273377	8.435342298
0.001291059	8.380185508
0.001308741	8.323468788
0.001317582	8.293960995
0.001326423	8.262955611
0.001330843	8.246515535
0.001337474	8.219924756
0.001341894	8.199972086
0.001344105	8.188929854
0.001346315	8.176877515
0.001348525	8.163461556
0.001350735	8.148289601
0.00135184	8.139878318
0.001352946	8.130808813
0.001354051	8.121218715
0.001355156	8.111609013
0.001355708	8.107274926
0.001356261	8.103900785
0.001356814	8.102718423
0.001357367	8.106919219
0.001357643	8.113623147
0.001357919	8.126747792
0.001358195	8.151655629
0.001358472	8.198350471
0.00135861	8.234669311
0.001358748	8.283480065
0.001358886	8.348547935
0.001359024	8.43446469
0.001359162	8.546684299
0.0013593	8.691493978
0.001359438	8.875896241
0.001359577	9.109244893
0.001359715	9.395834155
0.001359853	9.744381118
0.001359991	10.16107898
0.001360129	10.65035092
0.001360267	11.21404595
0.001360405	11.85064617
0.001360682	13.32137337
0.001361096	15.77639764
0.001361338	17.13958659
0.001361545	18.12312344
0.001361718	18.74754984
0.00136192	19.19127933
0.001362	19.27319283
0.001362106	19.296651
0.001362282	19.12308391
0.001362494	18.58531933
0.00136267	17.90748453
0.001362988	16.32020506
0.001363342	14.34674246
0.001363483	13.58712205
0.001363624	12.87191629
0.001363765	12.2141051
0.001363907	11.6179103
0.001364048	11.09552258
0.00136419	10.63955855
0.001364331	10.25350109
0.001364473	9.926762272
0.001364614	9.657551555
0.001364755	9.436370547
0.001364896	9.256156103
0.001365038	9.109246413
0.001365179	8.991541549
0.00136532	8.896509917
0.001365461	8.819567829
0.001365603	8.756511838
0.001365885	8.662485265
0.001366168	8.595966225
0.001366451	8.546619169
0.001366734	8.508203845
0.001367299	8.451289369
0.001367864	8.410231904
0.001368429	8.378850933
0.001368995	8.353894099
0.001370126	8.316366826
0.001371257	8.288958039
0.001372387	8.267810313
0.001374648	8.236663449
0.001375779	8.224650331
0.00137804	8.204701553
0.001380302	8.18825815
0.001382563	8.174191904
0.001387085	8.150388185
0.00139387	8.120638097
0.001398393	8.102851311
0.001407438	8.070009069
0.001416484	8.039191423
0.001434575	7.980439318
0.001452665	7.923506641
0.001470756	7.867350749
0.001506938	7.755806017
0.001579301	7.53146005
0.001651664	7.301256035
0.001724027	7.06118059
0.00179639	6.806639727
0.001868753	6.531648684
0.001904934	6.383985094
0.001941116	6.227723834
0.001977297	6.061231997
0.002013479	5.882418274
0.00204966	5.688683599
0.002085842	5.476705034
0.002122023	5.242231915
0.002158205	4.979833837
0.002176295	4.835984257
0.002194386	4.682071514
0.002212477	4.516907569
0.002230568	4.338975897
0.002248658	4.146534604
0.002266749	3.937548666
0.00228484	3.709745576
0.002302931	3.460608075
0.002321021	3.187739403
0.002330066	3.041657857
0.002339112	2.888545505
0.002348157	2.728506588
0.002357203	2.561563391
0.002366248	2.388096265
0.002375294	2.208865395
0.002384339	2.025430504
0.002393384	1.840439841
0.002402429	1.658403226
0.002411475	1.486809503
0.00242052	1.337300474
0.002425043	1.27669913
0.002429566	1.230955308
0.002434088	1.204520737
0.002438611	1.203877721
0.002443134	1.236245187
0.002445395	1.268141837
0.002447657	1.314192187
0.002449918	1.375580962
0.002452179	1.454720597
0.00245444	1.554503227
0.002456702	1.678400868
0.002458963	1.830348334
0.002461224	2.015204852
0.002463485	2.238714755
0.002465747	2.507898208
0.002468008	2.83083421
0.002470269	3.217715413
0.00247253	3.68083703
0.002474792	4.23554614
0.002477053	4.899995881
0.002479315	5.697973309
0.002481576	6.657844758
0.002483838	7.817218342
0.002486099	9.221925271
0.00248836	10.93274446
0.002490621	13.02624472
0.002492883	15.59057451
0.002494013	17.09076675
0.002495144	18.77325114
0.002496275	20.66034808
0.002497406	22.77830988
0.002498536	25.15777693
0.002499667	27.84261785
0.002500798	30.8779232
0.002501929	34.31957684
0.002503059	38.23046273
0.00250419	42.69703281
0.00250532	47.80670442
0.002506451	53.68342846
0.002507581	60.45542939
0.002508712	68.30268648
0.002509843	77.42344422
0.002510974	88.06490772
0.002512104	100.5143689
0.002513235	115.1537756
0.002514366	132.4023279
0.002515497	152.7633664
0.002516627	176.7869659
0.002517758	205.1361777
0.002518889	238.4098387
0.00252002	277.1362796
0.002521142	321.2175518
0.002522265	370.6656863
0.002523948	451.3761052
0.002525632	531.2769209
0.002526755	577.3026131
0.002527877	611.9727278
0.002529	631.4216134
0.002530122	633.7241532
0.002531245	619.5242976
0.002532367	591.6776226
0.00253349	554.2390517
0.002535735	467.3399154
0.002536857	424.2124249
0.00253798	383.7574488
0.002539159	345.1094806
0.002540338	310.6752864
0.002541517	280.3482018
0.002542697	253.7844786
0.002543876	230.6175485
0.002545055	210.3982375
0.002546234	192.7259644
0.002547414	177.229011
0.002548593	163.6199623
0.002549772	151.6159204
0.002550951	140.9888203
0.002552131	131.5420061
0.00255331	123.1411969
0.00255449	115.640891
0.002556849	102.8012288
0.002559207	92.22626114
0.002561566	83.45354206
0.002563924	76.10368081
0.002566283	69.87586264
0.002568641	64.55292851
0.002571	59.96011179
0.002573359	55.96782425
0.002575718	52.47263119
0.002578076	49.39381307
0.002580435	46.66316744
0.002582793	44.23120432
0.002585152	42.06946644
0.002589869	38.34780123
0.002594587	35.2607788
0.002599304	32.68259073
0.002604022	30.50093979
0.002608739	28.63494083
0.002613457	27.02244554
0.002618174	25.617344
0.002622891	24.38305021
0.002627608	23.29112448
0.002632326	22.31876808
0.002637043	21.44822746
0.00264176	20.6685146
0.002651195	19.31835727
0.002660629	18.1908687
0.002670064	17.23891317
0.002679499	16.42497708
0.002688934	15.72129809
0.002698368	15.10704714
0.002707803	14.56609608
0.002717237	14.08611614
0.002726672	13.65718863
0.002736106	13.27156385
0.002745541	12.92368818
0.002764411	12.31789052
0.00278328	11.80752642
0.00280215	11.37159741
0.002821019	10.99425616
0.002839889	10.66374981
0.002858758	10.37129864
0.002877627	10.11012665
0.002896496	9.874967936
0.002915366	9.661903452
0.002953105	9.288302587
0.002990844	8.969125721
0.003028582	8.690997454
0.003066321	8.443755154
0.00310406	8.218097105
0.003118211	8.134959221
0.003122929	8.105962739
0.003130005	8.057928703
0.003132364	8.038638208
0.003134722	8.015393079
0.003135901	8.001716022
0.003136491	7.995560303
0.003137081	7.993036681
0.00313767	8.000851395
0.00313826	8.031838224
0.003138555	8.061830627
0.00313885	8.105052316
0.003139145	8.163949049
0.00313944	8.24022729
0.003139734	8.333956714
0.003140029	8.444396629
0.003140914	8.828057222
0.003141356	9.002085757
0.003141577	9.071669876
0.003141799	9.125473586
0.003142	9.158244128
0.003142201	9.174692627
0.003142476	9.170186084
0.003142751	9.135759502
0.003143302	8.993036316
0.003143964	8.750375104
0.003144405	8.586433614
0.003144846	8.442715387
0.003145287	8.327837999
0.003145728	8.242469771
0.003146169	8.182333838
0.00314661	8.141260369
0.003147492	8.093851712
0.003148374	8.068607131
0.003149256	8.051887119
0.00315102	8.028183786
0.003156312	7.982474306
0.00315984	7.958933601
0.003170424	7.898787221
0.003177479	7.862247356
0.003198647	7.759404174
0.00322687	7.630835047
0.003255093	7.508703551
0.003311539	7.277965013
0.003367986	7.059674378
0.003424432	6.848875382
0.003452655	6.744943338
0.003480878	6.64129305
0.003509101	6.537356167
0.003523212	6.485035407
0.003537324	6.432232626
0.003551435	6.378598056
0.003565547	6.323158323
0.003572603	6.294060212
0.003576131	6.278941142
0.003579659	6.263393876
0.003583187	6.248096937
0.003584951	6.241831442
0.003586715	6.241118234
0.003587597	6.250959887
0.003588038	6.264830511
0.003588479	6.291915869
0.00358892	6.342725601
0.003589361	6.43385345
0.003589581	6.501497077
0.003589802	6.58899896
0.003590022	6.699471141
0.003590243	6.837983987
0.003590463	7.007219962
0.003590684	7.212252767
0.003590904	7.45394022
0.003591125	7.735981291
0.003591345	8.055669482
0.003591566	8.413705559
0.003592007	9.217940164
0.003592668	10.50557109
0.003592889	10.90592706
0.003593219	11.42462459
0.00359355	11.80799503
0.003593715	11.93586607
0.003594	12.04586773
0.003594229	12.02846581
0.003594458	11.917969
0.003594764	11.63595766
0.003594994	11.3367446
0.003595453	10.57887888
0.003596065	9.427347611
0.003596371	8.87101313
0.003596677	8.362774344
0.003596983	7.918038363
0.003597289	7.5436573
0.003597595	7.239346728
0.003597901	6.999649296
0.003598207	6.815996866
0.003598513	6.67853075
0.003598819	6.577486413
0.003599126	6.503884543
0.003599738	6.412314045
0.00360035	6.362550587
0.003600962	6.332737903
0.003601575	6.312512641
0.003602799	6.285112403
0.003604024	6.265867784
0.003606473	6.238626163
0.003608922	6.219141393
0.00361382	6.189482532
0.003618717	6.165121419
0.003623615	6.143417402
0.003633411	6.103592363
0.003653002	6.030486545
0.003672594	5.962953381
0.003692185	5.90171032
0.003711776	5.850369202
0.003721571	5.83036467
0.003731367	5.815675705
0.003741163	5.807987822
0.003750959	5.809584014
0.003760754	5.823593088
0.00377055	5.854368624
0.003780345	5.908046366
0.003790141	5.993470292
0.003799936	6.122251296
0.003804834	6.208440117
0.003809732	6.314645986
0.00381463	6.444060075
0.003819528	6.601876925
0.003824426	6.794723621
0.003829324	7.031139117
0.003834221	7.322189767
0.003839119	7.682681035
0.003844017	8.13221402
0.003848915	8.69749944
0.003853813	9.4154582
0.003858711	10.33807821
0.003863609	11.52713522
0.003866058	12.2530699
0.003868507	13.10038937
0.003870955	14.08486588
0.003873404	15.23443634
0.003875853	16.58402305
0.003878302	18.17840717
0.003880751	20.07485893
0.0038832	22.34729735
0.003885649	25.09202308
0.003888098	28.43565031
0.003890547	32.5458439
0.003892996	37.63875858
0.003895445	43.9791687
0.003896669	47.74189281
0.003897894	51.99772786
0.003899118	56.81095901
0.003900343	62.26550176
0.003901567	68.4403294
0.003902792	75.44532612
0.003904016	83.37758214
0.003905241	92.36367214
0.003906465	102.4998874
0.00390769	113.8980785
0.003909228	130.0769765
0.003910767	148.2991496
0.003915383	208.4766647
0.003916922	226.33481
0.003918461	240.2646987
0.00392	248.546525
0.003921538	250.1673025
0.003923077	245.1195889
0.003924616	234.3482792
0.003926155	219.4368609
0.003930771	166.5861518
0.00393231	150.1010362
0.003934442	129.7313639
0.003936575	112.3892006
0.003938708	97.90015354
0.003940841	85.88446695
0.003942974	75.92525598
0.003945107	67.64374698
0.00394724	60.72060038
0.003949373	54.8959629
0.003951505	49.96410405
0.003953638	45.75526239
0.003955771	42.14078296
0.003957904	39.0163554
0.003960037	36.2986457
0.00396217	33.92071723
0.003964303	31.82848631
0.003966436	29.9781194
0.003968568	28.33671588
0.003970701	26.88099316
0.003974967	24.38975746
0.003979233	22.3390607
0.003983499	20.64113684
0.003987765	19.21779652
0.003992031	18.01129081
0.003996297	16.97834159
0.004000563	16.08600627
0.004004828	15.30902961
0.004009094	14.62716683
0.00401336	14.02487626
0.004017626	13.4895771
0.004021891	13.01123796
0.004026157	12.58426666
0.004034689	11.84626471
0.00404322	11.23119519
0.004051752	10.71332584
0.004060284	10.27140093
0.004068816	9.889702693
0.004077347	9.556462913
0.004085879	9.262585007
0.004102942	8.76656981
0.004111473	8.55453868
0.004120005	8.362048729
0.004137069	8.022278328
0.004154132	7.729216746
0.004171195	7.471310142
0.004188258	7.239602642
0.004205322	7.027351491
0.004222385	6.829340735
0.004239448	6.641322983
0.004256511	6.459741942
0.004273575	6.281485885
0.004290638	6.103788433
0.004307701	5.924170951
0.004324764	5.740422961
0.004333296	5.646470629
0.004350359	5.454288867
0.004358891	5.356566169
0.004367422	5.258753273
0.004375954	5.162432245
0.004384485	5.070510117
0.004393017	4.987551594
0.004397283	4.951931838
0.004401549	4.922711256
0.004410081	4.892553016
0.004414346	4.898938476
0.004418612	4.926959653
0.004422878	4.984961186
0.004427144	5.08491581
0.004431409	5.244222311
0.004435675	5.48475727
0.004439941	5.848693291
0.004442074	6.096945822
0.004444207	6.402223215
0.004446339	6.778334225
0.004448472	7.243883242
0.004450605	7.822724726
0.004452738	8.54684089
0.004454871	9.459391042
0.004457004	10.61910224
0.004459137	12.10418226
0.00446127	14.02251868
0.004462336	15.19460928
0.004463403	16.5477869
0.004464469	18.11333374
0.004465536	19.93406534
0.004466602	22.05534108
0.004467669	24.54179477
0.004468735	27.46390941
0.004469802	30.9202111
0.004470868	35.01878495
0.004471935	39.90790977
0.004473001	45.74852643
0.004474068	52.75363762
0.004475134	61.14120822
0.004476201	71.17702356
0.004477267	83.08475142
0.004478334	97.06691216
0.004479292	111.3982345
0.00448025	127.2181121
0.004481687	152.6423997
0.004483125	177.5106581
0.004484083	191.8317552
0.004485041	202.9071066
0.004486	209.7120605
0.004486958	211.648115
0.004487916	208.7244401
0.004488874	201.508279
0.004489833	190.9649067
0.004492707	150.6604382
0.004493666	137.284907
0.004494998	120.2688385
0.00449633	105.4475091
0.004497662	92.8364377
0.004498994	82.23050936
0.004500326	73.34536329
0.004501658	65.89388999
0.00450299	59.62006503
0.004504323	54.30495386
0.004505655	49.78059283
0.004506987	45.90097317
0.004508319	42.55248657
0.004509651	39.64410199
0.004510983	37.10296901
0.004512315	34.8713009
0.004513647	32.90329744
0.00451498	31.15846668
0.004517644	28.20253288
0.004520308	25.79259418
0.004522972	23.80726152
0.004525637	22.15105591
0.004528301	20.75370921
0.004530965	19.56153417
0.004533629	18.53458257
0.004536294	17.6419747
0.004538958	16.86066381
0.004544286	15.56078296
0.004546951	15.01966128
0.004552279	14.09204872
0.004557608	13.32499115
0.004562936	12.68566984
0.004568265	12.14505524
0.004573594	11.682349
0.004584251	10.93242045
0.00458958	10.62437732
0.004600237	10.10657061
0.004610894	9.689074089
0.004621552	9.344001408
0.004632209	9.052449223
0.004642866	8.803273989
0.004653523	8.587416564
0.004674838	8.230624809
0.00470681	7.823752399
0.004728124	7.609268387
0.004749439	7.425878653
0.004770753	7.266428434
0.004813382	6.999402032
0.004877326	6.684007927
0.004919955	6.509988372
0.005005213	6.214964621
0.005047842	6.085472846
0.0051331	5.849420618
0.005175729	5.73950957
0.005260987	5.529896946
0.005346245	5.328250534
0.005516761	4.928253785
0.005602019	4.720746349
0.005729906	4.385500368
0.005804506	4.165496155
0.005831149	4.074583866
0.005841806	4.029058269
0.00584447	4.014822677
0.005847135	3.997723212
0.005848467	3.98759322
0.005849799	3.976755686
0.005850465	3.972322842
0.005851131	3.971000311
0.005851797	3.977269654
0.005852464	3.999212701
0.00585313	4.049017703
0.005853796	4.141935866
0.005854462	4.291822834
0.005855128	4.503621196
0.00585646	5.043161285
0.005856793	5.173116583
0.005857126	5.28797555
0.005857667	5.426348675
0.005858	5.474198748
0.005858207	5.487979054
0.005858508	5.485695623
0.005858809	5.457618084
0.005859412	5.332894275
0.005860014	5.142326393
0.005860617	4.92175649
0.005861219	4.705875985
0.005861822	4.517925167
0.005862425	4.369570836
0.005863028	4.261266674
0.00586363	4.186899281
0.005864233	4.137580343
0.005864836	4.10529167
0.005865439	4.083709934
0.005866644	4.057192641
0.00586785	4.040408684
0.005872672	4.000055305
0.005882315	3.95079571
0.005896781	3.892529445
0.005935355	3.747130114
0.005973929	3.595932339
0.006012503	3.433054681
0.006070364	3.159184031
0.006089651	3.057875015
0.006128225	2.836161664
0.006137868	2.775830794
0.006152333	2.679222391
0.006157155	2.643687622
0.006159566	2.626463461
0.006160771	2.624679701
0.006161374	2.630181583
0.006161977	2.643729234
0.006162579	2.668855424
0.006163182	2.708906044
0.006163785	2.765412924
0.006164388	2.836661804
0.00616499	2.916446557
0.006165894	3.029402312
0.006166497	3.081927433
0.006166799	3.097257681
0.006167	3.102797426
0.006167201	3.104454116
0.006167707	3.091462969
0.006168719	3.002685273
0.006169225	2.938637408
0.006170237	2.805676101
0.006171249	2.698522244
0.006172261	2.629567896
0.006173273	2.590586033
0.006174285	2.568568224
0.006175298	2.554292393
0.006179346	2.515535041
0.006183395	2.482377038
0.00619959	2.355515925
0.006215784	2.224858306
0.006231979	2.087408197
0.006248173	1.942060682
0.00625627	1.866082384
0.006264368	1.787599657
0.006272465	1.706107432
0.006276513	1.663806454
0.006280562	1.619925826
0.00628461	1.574595891
0.006286634	1.552631872
0.006287646	1.543865227
0.006288659	1.542127076
0.006289671	1.564532653
0.006290177	1.59786459
0.006290683	1.659235924
0.006291189	1.764027321
0.006291695	1.932078349
0.006292201	2.186244422
0.006292708	2.54979471
0.006292961	2.777541416
0.006293214	3.037741732
0.00629372	3.654022069
0.006294226	4.381991551
0.006295238	5.985484875
0.006295617	6.543800502
0.00629587	6.875094706
0.00629625	7.284784203
0.00629663	7.563030599
0.00629706	7.693970481
0.006297462	7.630073346
0.00629783	7.419365033
0.006298123	7.158358958
0.006298563	6.64022256
0.006299004	6.015004413
0.006300179	4.237956095
0.006300472	3.840109493
0.006300766	3.476169117
0.006301059	3.152450212
0.006301353	2.868194078
0.006301647	2.624006695
0.006301941	2.417752398
0.006302234	2.246725702
0.006302528	2.105877135
0.006303115	1.900241719
0.006303702	1.769109239
0.00630429	1.686189234
0.006304877	1.632891575
0.006305465	1.596752842
0.00630664	1.550062027
0.006308989	1.493352662
0.006311338	1.453653326
0.006313687	1.421772878
0.006320735	1.34837184
0.006330132	1.278419103
0.006334831	1.254087209
0.006344228	1.231566684
0.006348926	1.237180286
0.006353625	1.257679673
0.006358323	1.296817044
0.006363022	1.359481728
0.00636772	1.451982789
0.006372419	1.582656778
0.006377117	1.762336602
0.006381816	2.003023804
0.006384165	2.152192377
0.006386514	2.32623877
0.006388863	2.528059235
0.006391213	2.761616114
0.006393562	3.031690434
0.006395911	3.344348145
0.00639826	3.706722475
0.00640061	4.127562833
0.006402959	4.616836396
0.006405308	5.187227463
0.006407657	5.85399998
0.006410007	6.63623903
0.006412356	7.556413952
0.006414705	8.643585859
0.006417054	9.93374311
0.006419404	11.47296947
0.006421753	13.31761564
0.006424102	15.54205479
0.006426451	18.24130913
0.006428801	21.53901791
0.00643115	25.58499048
0.006433499	30.57878465
0.006434673	33.51622298
0.006435848	36.80954949
0.006437023	40.50556552
0.006438198	44.65762594
0.006439372	49.32104163
0.006440547	54.57079054
0.006441721	60.47252754
0.006442896	67.11781627
0.00644407	74.58196827
0.006445245	82.96644658
0.00644642	92.35052995
0.006447595	102.8076815
0.00644927	119.6551424
0.006450946	138.7165266
0.006455972	202.1588369
0.006457648	221.2626793
0.006459324	236.5688886
0.006461	246.4132703
0.006462566	249.7303842
0.006463384	249.1276794
0.006466008	237.5888833
0.006468807	214.1882721
0.006471606	186.3776294
0.006474405	159.1840166
0.006476114	144.0986637
0.006477823	130.4998783
0.006479532	118.4126514
0.006481242	107.7404168
0.006482951	98.36129184
0.00648466	90.12275344
0.006486369	82.88186703
0.006488079	76.50299765
0.006489788	70.87573703
0.006491497	65.89336763
0.006493206	61.46778596
0.006494916	57.52322541
0.006496625	54.00425821
0.006498334	50.8544166
0.006501753	45.44223523
0.006505171	40.96885281
0.00650859	37.24358007
0.006512008	34.11168682
0.006515427	31.45017173
0.006518845	29.16861555
0.006522264	27.19500294
0.006525682	25.4755514
0.006529101	23.96604874
0.006535938	21.44824987
0.006539356	20.39076417
0.006542775	19.44855354
0.006549612	17.82121362
0.006556449	16.4653511
0.006563286	15.32718433
0.006570123	14.3566135
0.00657525	13.71484143
0.00657696	13.51809707
0.006577814	13.42772622
0.006578669	13.34830311
0.006579523	13.2870353
0.006580378	13.2505291
0.006581232	13.24020065
0.006582514	13.24946391
0.006583369	13.23869703
0.00658369	13.22489888
0.006584	13.20511579
0.006584203	13.18850045
0.006584696	13.13595254
0.00658552	13.01358699
0.006586178	12.8946285
0.006586837	12.76878923
0.006587495	12.6466811
0.006588154	12.53472262
0.006588812	12.43597954
0.006589471	12.34964648
0.006590788	12.20511811
0.006592105	12.08156854
0.00659474	11.85801817
0.006605277	11.07951313
0.006615814	10.42638945
0.006626352	9.866435637
0.006636889	9.382377151
0.006647426	8.959244351
0.006668501	8.253211799
0.006700112	7.439628045
0.006731725	6.8138864
0.006742262	6.628487138
0.006744896	6.581129515
0.006746213	6.559045674
0.006747531	6.545890565
0.006748848	6.558119955
0.006750165	6.612645817
0.006751811	6.719429299
0.00675247	6.752533957
0.0067528	6.76291633
0.006753	6.766751131
0.006753264	6.768758161
0.006753971	6.756587036
0.006755259	6.680179015
0.006756288	6.597409905
0.006757318	6.522439898
0.006758347	6.466349299
0.006759377	6.427595711
0.006760406	6.400115065
0.006761436	6.378507854
0.006765554	6.309476015
0.006786147	6.026473082
0.006802621	5.826004774
0.006852042	5.306441982
0.00688499	5.006943794
0.006917937	4.732255053
0.006950885	4.473253721
0.006975595	4.281729274
0.006983832	4.215607278
0.006996187	4.107266691
0.007000306	4.064296264
0.007004424	4.012634446
0.007006483	3.980249966
0.007007513	3.961690625
0.007008543	3.943088056
0.007009572	3.931463772
0.007010602	3.94793113
