E(MeV)	"ENDF/B-VIII.b5: SE-76(N,TOT)"	
1.62239E-06	28.8152	
1.78956E-06	28.2914	
1.97395E-06	27.7905	
2.16219E-06	27.3472	
2.40169E-06	26.8562	
2.63072E-06	26.4476	
2.88146E-06	26.0548	
3.17835E-06	25.6471	
3.50584E-06	25.2576	
3.86707E-06	24.8819	
4.23585E-06	24.5464	
4.73822E-06	24.15	
5.18982E-06	23.8384	
5.64492E-06	23.5591	
6.13994E-06	23.2872	
6.72547E-06	22.999	
7.41844E-06	22.6985	
8.18281E-06	22.4046	
8.90038E-06	22.1609	
9.54619E-06	21.9572	
1.03833E-05	21.7169	
1.12938E-05	21.4799	
1.21982E-05	21.2644	
1.32678E-05	21.0304	
1.46349E-05	20.7585	
1.60306E-05	20.5056	
1.66016E-05	20.4111	
1.73142E-05	20.2985	
1.88325E-05	20.0735	
2.06284E-05	19.8291	
2.24374E-05	19.6009	
2.42340E-05	19.3888	
2.59924E-05	19.193	
2.78784E-05	18.9938	
3.03231E-05	18.7489	
3.29822E-05	18.4984	
3.56249E-05	18.2617	
3.58744E-05	18.241	
3.82098E-05	18.0576	
4.09823E-05	17.8464	
4.45761E-05	17.5856	
4.78105E-05	17.3602	
5.12797E-05	17.127	
5.50005E-05	16.8852	
5.61672E-05	16.8116	
5.85781E-05	16.673	
6.23915E-05	16.4602	
6.64498E-05	16.2396	
7.17742E-05	15.9585	
7.64429E-05	15.7186	
7.80682E-05	15.637	
8.19895E-05	15.4593	
8.79387E-05	15.1964	
9.43195E-05	14.9213	
1.01877E-04	14.603	
1.09269E-04	14.3294	
1.15567E-04	14.1007	
1.21372E-04	13.8929	
1.28368E-04	13.6458	
1.36724E-04	13.3851	
1.43592E-04	13.1741	
1.52940E-04	12.8903	
1.57286E-04	12.7601	
1.61755E-04	12.6397	
1.69880E-04	12.4236	
1.78422E-04	12.1987	
1.86080E-04	11.9988	
1.91368E-04	11.8621	
1.95427E-04	11.7666	
2.05253E-04	11.5375	
2.14064E-04	11.3341	
2.21689E-04	11.1591	
2.31204E-04	10.9422	
2.39276E-04	10.7595	
2.40952E-04	10.7218	
2.51295E-04	10.4911	
2.62082E-04	10.252	
2.72646E-04	10.0196	
2.80393E-04	9.85055	
2.84094E-04	9.75985	
2.93657E-04	9.52732	
2.99886E-04	9.37716	
3.01629E-04	9.32802	
3.07652E-04	9.15936	
3.11472E-04	9.05313	
3.13669E-04	8.99248	
3.15866E-04	8.91928	
3.19680E-04	8.79304	
3.24000E-04	8.65142	
3.27240E-04	8.52488	
3.30480E-04	8.3996	
3.33720E-04	8.25035	
3.35880E-04	8.15202	
3.36960E-04	8.10347	
3.38148E-04	8.03775	
3.39931E-04	7.94031	
3.41714E-04	7.84428	
3.42200E-04	7.81283	
3.43657E-04	7.71968	
3.45114E-04	7.62779	
3.45600E-04	7.59762	
3.46545E-04	7.52762	
3.47962E-04	7.42423	
3.48435E-04	7.39042	
3.49380E-04	7.31016	
3.50798E-04	7.19212	
3.51270E-04	7.15355	
3.51742E-04	7.10671	
3.52687E-04	7.01448	
3.53632E-04	6.92396	
3.54105E-04	6.87968	
3.54578E-04	6.82642	
3.55522E-04	6.7222	
3.55995E-04	6.67146	
3.56467E-04	6.61148	
3.57413E-04	6.49477	
3.57885E-04	6.43808	
3.58121E-04	6.40475	
3.58830E-04	6.30725	
3.59303E-04	6.24418	
3.59539E-04	6.2074	
3.60248E-04	6.10042	
3.60720E-04	6.03173	
3.60956E-04	5.99101	
3.61665E-04	5.87348	
3.62138E-04	5.79812	
3.62610E-04	5.71278	
3.63082E-04	5.63053	
3.63555E-04	5.53983	
3.64028E-04	5.45308	
3.64500E-04	5.35817	
3.64837E-04	5.29426	
3.65006E-04	5.25787	
3.65513E-04	5.15581	
3.66019E-04	5.04851	
3.66188E-04	5.01539	
3.66356E-04	4.97729	
3.66694E-04	4.90593	
3.66862E-04	4.87299	
3.67031E-04	4.83451	
3.67352E-04	4.76709	
3.67538E-04	4.7316	
3.67656E-04	4.70473	
3.67959E-04	4.64198	
3.68212E-04	4.59564	
3.68263E-04	4.58464	
3.68567E-04	4.52669	
3.68719E-04	4.50232	
3.68871E-04	4.4732	
3.69174E-04	4.42547	
3.69225E-04	4.41952	
3.69478E-04	4.38161	
3.69731E-04	4.35436	
3.69740E-04	4.35319	
3.69959E-04	4.33165	
3.70178E-04	4.31923	
3.70204E-04	4.31898	
3.70398E-04	4.31161	
3.70617E-04	4.31478	
3.70659E-04	4.31789	
3.70837E-04	4.3268	
3.71056E-04	4.35256	
3.71115E-04	4.364	
3.71275E-04	4.39273	
3.71469E-04	4.44332	
3.71638E-04	4.5009	
3.71807E-04	4.57262	
3.71976E-04	4.66012	
3.72060E-04	4.71272	
3.72144E-04	4.76698	
3.72296E-04	4.88255	
3.72313E-04	4.89577	
3.72465E-04	5.03494	
3.72482E-04	5.05079	
3.72592E-04	5.1704	
3.72651E-04	5.23633	
3.72718E-04	5.32264	
3.72802E-04	5.43273	
3.72904E-04	5.58419	
3.72938E-04	5.63564	
3.72971E-04	5.69293	
3.73039E-04	5.80925	
3.73073E-04	5.86831	
3.73098E-04	5.91751	
3.73148E-04	6.0172	
3.73199E-04	6.11818	
3.73207E-04	6.13524	
3.73250E-04	6.22959	
3.73292E-04	6.32507	
3.73338E-04	6.43145	
3.73343E-04	6.44211	
3.73376E-04	6.5283	
3.73410E-04	6.6153	
3.73454E-04	6.73077	
3.73465E-04	6.75857	
3.73484E-04	6.81387	
3.73513E-04	6.90062	
3.73541E-04	6.98184	
3.73579E-04	7.09542	
3.73604E-04	7.1719	
3.73608E-04	7.18478	
3.73640E-04	7.29112	
3.73656E-04	7.34472	
3.73682E-04	7.43463	
3.73714E-04	7.54355	
3.73731E-04	7.60227	
3.73745E-04	7.65851	
3.73777E-04	7.78023	
3.73809E-04	7.90324	
3.73840E-04	8.02759	
3.73857E-04	8.09462	
3.73869E-04	8.14512	
3.73897E-04	8.27026	
3.73926E-04	8.39665	
3.73954E-04	8.52432	
3.73983E-04	8.65335	
3.73984E-04	8.65818	
3.74009E-04	8.78551	
3.74034E-04	8.91401	
3.74060E-04	9.04372	
3.74088E-04	9.19115	
3.74117E-04	9.34023	
3.74119E-04	9.35139	
3.74146E-04	9.51033	
3.74178E-04	9.69586	
3.74209E-04	9.88375	
3.74235E-04	10.0387	
3.74244E-04	10.0941	
3.74279E-04	10.3304	
3.74315E-04	10.5701	
3.74343E-04	10.7668	
3.74362E-04	10.8957	
3.74372E-04	10.9726	
3.74401E-04	11.1931	
3.74429E-04	11.4164	
3.74465E-04	11.6962	
3.74482E-04	11.8316	
3.74500E-04	11.9928	
3.74536E-04	12.3055	
3.74571E-04	12.6234	
3.74578E-04	12.685	
3.74605E-04	12.9494	
3.74638E-04	13.2853	
3.74672E-04	13.6268	
3.74674E-04	13.6442	
3.74706E-04	13.9993	
3.74746E-04	14.4561	
3.74773E-04	14.7672	
3.74787E-04	14.9351	
3.74828E-04	15.4494	
3.74868E-04	15.975	
3.74875E-04	16.0645	
3.74903E-04	16.4756	
3.74939E-04	16.9933	
3.74974E-04	17.5216	
3.74976E-04	17.5473	
3.75010E-04	18.1035	
3.75045E-04	18.6996	
3.75077E-04	19.2507	
3.75081E-04	19.3128	
3.75116E-04	19.9785	
3.75145E-04	20.5295	
3.75151E-04	20.6665	
3.75187E-04	21.4021	
3.75212E-04	21.9399	
3.75222E-04	22.1675	
3.75259E-04	23.0221	
3.75280E-04	23.5009	
3.75300E-04	24.0079	
3.75341E-04	25.0507	
3.75347E-04	25.2297	
3.75381E-04	26.1784	
3.75415E-04	27.1559	
3.75422E-04	27.3636	
3.75462E-04	28.6476	
3.75482E-04	29.3106	
3.75503E-04	30.0157	
3.75543E-04	31.4718	
3.75550E-04	31.723	
3.75584E-04	33.0601	
3.75617E-04	34.4442	
3.75624E-04	34.7399	
3.75665E-04	36.5771	
3.75685E-04	37.5307	
3.75705E-04	38.5415	
3.75735E-04	40.1165	
3.75746E-04	40.6696	
3.75786E-04	42.9696	
3.75826E-04	45.4957	
3.75837E-04	46.1549	
3.75867E-04	48.2415	
3.75887E-04	49.6839	
3.75894E-04	50.1923	
3.75921E-04	52.2864	
3.75938E-04	53.6359	
3.75948E-04	54.4932	
3.75975E-04	56.8503	
3.75988E-04	58.0672	
3.76002E-04	59.3571	
3.76029E-04	62.0206	
3.76039E-04	63.0535	
3.76056E-04	64.88	
3.76083E-04	67.9012	
3.76090E-04	68.6833	
3.76110E-04	71.1751	
3.76137E-04	74.6146	
3.76140E-04	75.0604	
3.76164E-04	78.3766	
3.76191E-04	82.3049	
3.76218E-04	86.5949	
3.76225E-04	87.7084	
3.76245E-04	91.19	
3.76259E-04	93.5997	
3.76272E-04	96.1131	
3.76292E-04	100.028	
3.76299E-04	101.389	
3.76326E-04	107.045	
3.76353E-04	113.177	
3.76360E-04	114.771	
3.76380E-04	119.757	
3.76393E-04	123.215	
3.76407E-04	126.82	
3.76427E-04	132.444	
3.76434E-04	134.399	
3.76461E-04	142.53	
3.76488E-04	151.346	
3.76495E-04	153.639	
3.76515E-04	160.805	
3.76529E-04	165.774	
3.76542E-04	170.95	
3.76562E-04	179.021	
3.76569E-04	181.823	
3.76596E-04	193.468	
3.76623E-04	206.126	
3.76639E-04	213.689	
3.76650E-04	219.559	
3.76677E-04	233.897	
3.76681E-04	236.131	
3.76704E-04	249.396	
3.76724E-04	261.137	
3.76731E-04	265.8	
3.76758E-04	283.376	
3.76766E-04	288.863	
3.76790E-04	306.06	
3.76809E-04	319.509	
3.76823E-04	330.371	
3.76842E-04	345.454	
3.76855E-04	356.602	
3.76880E-04	377.473	
3.76888E-04	384.677	
3.76917E-04	412.114	
3.76920E-04	414.693	
3.76955E-04	449.566	
3.76958E-04	452.344	
3.76998E-04	495.793	
3.77001E-04	498.814	
3.77039E-04	542.497	
3.77041E-04	545.744	
3.77079E-04	592.466	
3.77082E-04	595.927	
3.77120E-04	645.836	
3.77136E-04	667.955	
3.77160E-04	702.123	
3.77190E-04	745.363	
3.77214E-04	781.621	
3.77244E-04	827.476	
3.77268E-04	865.859	
3.77325E-04	958.2	
3.77336E-04	976.046	
3.77444E-04	1159.51	
3.77514E-04	1279.37	
3.77552E-04	1342.34	
3.77595E-04	1412.34	
3.77633E-04	1471.51	
3.77649E-04	1495.8	
3.77687E-04	1550.19	
3.77703E-04	1572.37	
3.77735E-04	1614.35	
3.77757E-04	1640.61	
3.77784E-04	1671.11	
3.77811E-04	1699.18	
3.77830E-04	1717.21	
3.77854E-04	1738.01	
3.77876E-04	1754.61	
3.77903E-04	1772.23	
3.77930E-04	1787.06	
3.77957E-04	1798.28	
3.77984E-04	1806.84	
3.77998E-04	1809.79	
3.78016E-04	1811.88	
3.78043E-04	1812.14	
3.78065E-04	1810.14	
3.78097E-04	1803.03	
3.78113E-04	1797.88	
3.78141E-04	1785.45	
3.78168E-04	1770.9	
3.78192E-04	1755.04	
3.78223E-04	1731.43	
3.78242E-04	1714.18	
3.78275E-04	1682.44	
3.78292E-04	1665.24	
3.78324E-04	1628.33	
3.78356E-04	1588.22	
3.78389E-04	1545.85	
3.78421E-04	1500.31	
3.78464E-04	1437.08	
3.78518E-04	1354.09	
3.78540E-04	1320.3	
3.78691E-04	1077.54	
3.78756E-04	975.369	
3.78761E-04	967.047	
3.78821E-04	878.288	
3.78842E-04	846.843	
3.78869E-04	808.835	
3.78896E-04	771.884	
3.78923E-04	736.165	
3.78950E-04	701.48	
3.78964E-04	684.783	
3.79001E-04	640.126	
3.79004E-04	636.23	
3.79045E-04	590.857	
3.79052E-04	583.541	
3.79091E-04	542.334	
3.79102E-04	531.513	
3.79125E-04	510.282	
3.79153E-04	484.012	
3.79158E-04	479.858	
3.79191E-04	451.631	
3.79204E-04	441.003	
3.79224E-04	425.067	
3.79245E-04	408.582	
3.79257E-04	400.215	
3.79283E-04	381.855	
3.79290E-04	377.065	
3.79320E-04	357.19	
3.79323E-04	355.502	
3.79356E-04	335.588	
3.79358E-04	334.5	
3.79389E-04	317.148	
3.79395E-04	313.679	
3.79422E-04	300.02	
3.79433E-04	294.548	
3.79455E-04	284.126	
3.79470E-04	276.99	
3.79488E-04	269.444	
3.79520E-04	255.774	
3.79553E-04	243.135	
3.79570E-04	236.991	
3.79586E-04	231.416	
3.79619E-04	220.464	
3.79620E-04	220.192	
3.79652E-04	210.531	
3.79671E-04	205.121	
3.79687E-04	200.521	
3.79721E-04	191.656	
3.79728E-04	189.995	
3.79768E-04	180.415	
3.79772E-04	179.646	
3.79809E-04	171.723	
3.79823E-04	168.946	
3.79850E-04	163.735	
3.79873E-04	159.337	
3.79890E-04	156.386	
3.79924E-04	150.687	
3.79931E-04	149.624	
3.79971E-04	143.464	
3.79991E-04	140.467	
3.79998E-04	139.542	
3.80052E-04	132.383	
3.80059E-04	131.523	
3.80106E-04	125.944	
3.80126E-04	123.636	
3.80152E-04	120.952	
3.80194E-04	116.619	
3.80197E-04	116.295	
3.80258E-04	110.671	
3.80261E-04	110.37	
3.80319E-04	105.583	
3.80329E-04	104.768	
3.80379E-04	100.943	
3.80396E-04	99.7106	
3.80440E-04	96.7371	
3.80497E-04	92.9754	
3.80501E-04	92.7718	
3.80562E-04	89.2264	
3.80599E-04	87.1279	
3.80632E-04	85.367	
3.80700E-04	81.9696	
3.80713E-04	81.3391	
3.80794E-04	77.6942	
3.80801E-04	77.4004	
3.80875E-04	74.3962	
3.80902E-04	73.3382	
3.80957E-04	71.3638	
3.81004E-04	69.6889	
3.81038E-04	68.5856	
3.81119E-04	66.017	
3.81156E-04	64.8718	
3.81199E-04	63.6391	
3.81291E-04	61.1527	
3.81308E-04	60.7058	
3.81392E-04	58.6614	
3.81459E-04	57.0755	
3.81493E-04	56.3411	
3.81586E-04	54.3814	
3.81594E-04	54.2157	
3.81696E-04	52.2842	
3.81738E-04	51.5005	
3.81797E-04	50.4845	
3.81890E-04	48.9291	
3.81898E-04	48.7976	
3.81999E-04	47.2598	
3.82042E-04	46.6345	
3.82109E-04	45.7173	
3.82227E-04	44.154	
3.82269E-04	43.6093	
3.82345E-04	42.7223	
3.82463E-04	41.3765	
3.82497E-04	41.0007	
3.82582E-04	40.1461	
3.82700E-04	38.9769	
3.82725E-04	38.7328	
3.82877E-04	37.4011	
3.82978E-04	36.5362	
3.82995E-04	36.4049	
3.83147E-04	35.251	
3.83231E-04	34.6252	
3.83299E-04	34.1675	
3.83451E-04	33.162	
3.83484E-04	32.9433	
3.83603E-04	32.2412	
3.83737E-04	31.4559	
3.83754E-04	31.3665	
3.83906E-04	30.5792	
3.84075E-04	29.7256	
3.84134E-04	29.4571	
3.84311E-04	28.6725	
3.84446E-04	28.0878	
3.84514E-04	27.8249	
3.84716E-04	27.0548	
3.84818E-04	26.6778	
3.84919E-04	26.3371	
3.85121E-04	25.6701	
3.85189E-04	25.452	
3.85324E-04	25.0558	
3.85526E-04	24.4728	
3.85560E-04	24.3773	
3.85729E-04	23.9481	
3.85965E-04	23.3586	
3.86066E-04	23.111	
3.86235E-04	22.7435	
3.86505E-04	22.168	
3.86573E-04	22.0269	
3.86775E-04	21.6411	
3.86910E-04	21.3887	
3.87045E-04	21.1609	
3.87315E-04	20.714	
3.87585E-04	20.2747	
3.87855E-04	19.8956	
3.88159E-04	19.4763	
3.88260E-04	19.3389	
3.88496E-04	19.0554	
3.88834E-04	18.6576	
3.88935E-04	18.5402	
3.89171E-04	18.2961	
3.89509E-04	17.9531	
3.89610E-04	17.8517	
3.89846E-04	17.6446	
3.90184E-04	17.3532	
3.90623E-04	16.9808	
3.90690E-04	16.9308	
3.91129E-04	16.612	
3.91432E-04	16.3948	
3.91568E-04	16.3092	
3.92006E-04	16.0354	
3.92377E-04	15.8069	
3.92445E-04	15.771	
3.92884E-04	15.5414	
3.93323E-04	15.3148	
3.93795E-04	15.0743	
3.93981E-04	14.9943	
3.94673E-04	14.7016	
3.95212E-04	14.4769	
3.95381E-04	14.4166	
3.96090E-04	14.1675	
3.96630E-04	13.9804	
3.96799E-04	13.9307	
3.97508E-04	13.7248	
3.98216E-04	13.5215	
3.98520E-04	13.4354	
3.98925E-04	13.3395	
3.99634E-04	13.1737	
4.00343E-04	13.0097	
4.00680E-04	12.9324	
4.01288E-04	12.8158	
4.02300E-04	12.6241	
4.02840E-04	12.5231	
4.03380E-04	12.4365	
4.04460E-04	12.2654	
4.05000E-04	12.1808	
4.05540E-04	12.1097	
4.06620E-04	11.9692	
4.07700E-04	11.83	
4.08240E-04	11.7609	
4.08780E-04	11.7038	
4.10400E-04	11.5341	
4.11480E-04	11.4222	
4.12020E-04	11.376	
4.13640E-04	11.2388	
4.15395E-04	11.0917	
4.15800E-04	11.0581	
4.17420E-04	10.947	
4.19445E-04	10.8092	
4.20120E-04	10.7637	
4.21470E-04	10.6878	
4.22820E-04	10.6125	
4.25520E-04	10.4629	
4.28760E-04	10.3158	
4.32000E-04	10.1699	
4.35351E-04	10.0485	
4.38923E-04	9.91986	
4.41183E-04	9.83902	
4.43442E-04	9.77311	
4.47962E-04	9.64216	
4.52481E-04	9.5119	
4.57000E-04	9.40626	
4.63447E-04	9.25628	
4.66717E-04	9.18064	
4.73301E-04	9.05356	
4.79979E-04	8.92527	
4.86750E-04	8.79558	
4.97988E-04	8.61341	
5.08551E-04	8.44274	
5.12139E-04	8.38496	
5.19364E-04	8.28208	
5.34122E-04	8.07251	
5.49299E-04	7.8576	
5.58250E-04	7.73117	
5.62188E-04	7.67677	
5.74113E-04	7.51234	
5.86320E-04	7.34428	
6.02980E-04	7.11541	
6.14500E-04	6.95743	
6.29500E-04	6.73345	
6.44500E-04	6.50996	
6.55750E-04	6.3244	
6.59500E-04	6.2626	
6.67000E-04	6.13923	
6.71652E-04	6.0536	
6.82000E-04	5.86352	
6.85750E-04	5.79477	
6.89500E-04	5.71808	
6.97000E-04	5.56496	
7.00750E-04	5.48856	
7.04500E-04	5.40445	
7.12000E-04	5.23659	
7.19500E-04	5.05069	
7.23250E-04	4.95801	
7.27000E-04	4.85578	
7.32625E-04	4.70287	
7.34500E-04	4.65204	
7.38250E-04	4.53939	
7.42000E-04	4.42711	
7.43875E-04	4.36602	
7.49500E-04	4.18335	
7.53250E-04	4.05054	
7.57000E-04	3.91811	
7.60750E-04	3.77288	
7.64500E-04	3.62815	
7.68250E-04	3.47048	
7.70125E-04	3.39199	
7.72000E-04	3.30739	
7.75750E-04	3.139	
7.79500E-04	2.95805	
7.80906E-04	2.89055	
7.82312E-04	2.81821	
7.85125E-04	2.67425	
7.87937E-04	2.52204	
7.89344E-04	2.44641	
7.90750E-04	2.36608	
7.93563E-04	2.20654	
7.95672E-04	2.08067	
7.97781E-04	1.95564	
7.99891E-04	1.82487	
8.02000E-04	1.6952	
8.04109E-04	1.56122	
8.06219E-04	1.4287	
8.08328E-04	1.29502	
8.10437E-04	1.16331	
8.11844E-04	1.07675	
8.13250E-04	0.991335	
8.15359E-04	0.869406	
8.16766E-04	0.793187	
8.17879E-04	0.736921	
8.18172E-04	0.722799	
8.18758E-04	0.69529	
8.19373E-04	0.667796	
8.19461E-04	0.664001	
8.20164E-04	0.63533	
8.20750E-04	0.612892	
8.20867E-04	0.608699	
8.21336E-04	0.592815	
8.21863E-04	0.576334	
8.22303E-04	0.563706	
8.22361E-04	0.562153	
8.22654E-04	0.55502	
8.23006E-04	0.547212	
8.23328E-04	0.540755	
8.23621E-04	0.5355	
8.23797E-04	0.532678	
8.23855E-04	0.531883	
8.24119E-04	0.528797	
8.24339E-04	0.526639	
8.24559E-04	0.524875	
8.24771E-04	0.523557	
8.24954E-04	0.522738	
8.25101E-04	0.522301	
8.25247E-04	0.522063	
8.25262E-04	0.522059	
8.25379E-04	0.522348	
8.25525E-04	0.522907	
8.25643E-04	0.523509	
8.25760E-04	0.524251	
8.25877E-04	0.525136	
8.25965E-04	0.525895	
8.26053E-04	0.526738	
8.26141E-04	0.527665	
8.26214E-04	0.528502	
8.26287E-04	0.529401	
8.26360E-04	0.53036	
8.26434E-04	0.531381	
8.26492E-04	0.532243	
8.26551E-04	0.533145	
8.26580E-04	0.533617	
8.26609E-04	0.534177	
8.26668E-04	0.535338	
8.26719E-04	0.536387	
8.26770E-04	0.53747	
8.26822E-04	0.538584	
8.26873E-04	0.539732	
8.26924E-04	0.540912	
8.26976E-04	0.542126	
8.27027E-04	0.543374	
8.27078E-04	0.544655	
8.27133E-04	0.546067	
8.27188E-04	0.547518	
8.27243E-04	0.549009	
8.27284E-04	0.550154	
8.27320E-04	0.551164	
8.27342E-04	0.551795	
8.27386E-04	0.553076	
8.27435E-04	0.554549	
8.27485E-04	0.556056	
8.27518E-04	0.557079	
8.27569E-04	0.558702	
8.27620E-04	0.560361	
8.27671E-04	0.562059	
8.27723E-04	0.563794	
8.27767E-04	0.565312	
8.27811E-04	0.566858	
8.27854E-04	0.568433	
8.27869E-04	0.568968	
8.27898E-04	0.570129	
8.27950E-04	0.572198	
8.28001E-04	0.574307	
8.28052E-04	0.576456	
8.28104E-04	0.578645	
8.28155E-04	0.580875	
8.28206E-04	0.583147	
8.28283E-04	0.586632	
8.28345E-04	0.589523	
8.28418E-04	0.593005	
8.28492E-04	0.596575	
8.28565E-04	0.600234	
8.28638E-04	0.603983	
8.28711E-04	0.607824	
8.28785E-04	0.611757	
8.28858E-04	0.615785	
8.28939E-04	0.620324	
8.28953E-04	0.621172	
8.29026E-04	0.625616	
8.29114E-04	0.63109	
8.29202E-04	0.636706	
8.29297E-04	0.642955	
8.29400E-04	0.649878	
8.29502E-04	0.657005	
8.29605E-04	0.66434	
8.29729E-04	0.673533	
8.29744E-04	0.674649	
8.29839E-04	0.682211	
8.29986E-04	0.694238	
8.30132E-04	0.706726	
8.30286E-04	0.720349	
8.30418E-04	0.732453	
8.30550E-04	0.744959	
8.30726E-04	0.762278	
8.30828E-04	0.772823	
8.30901E-04	0.780641	
8.31048E-04	0.796874	
8.31202E-04	0.814517	
8.31355E-04	0.832791	
8.31561E-04	0.858168	
8.31766E-04	0.884739	
8.31795E-04	0.888699	
8.31941E-04	0.909176	
8.32117E-04	0.934687	
8.32352E-04	0.970212	
8.32586E-04	1.00753	
8.32776E-04	1.03922	
8.32937E-04	1.0672	
8.32996E-04	1.07767	
8.33216E-04	1.11871	
8.33436E-04	1.16158	
8.33655E-04	1.20637	
8.33816E-04	1.24067	
8.33875E-04	1.25344	
8.34095E-04	1.3034	
8.34388E-04	1.37339	
8.34681E-04	1.44743	
8.34695E-04	1.45134	
8.34974E-04	1.52734	
8.35223E-04	1.59888	
8.35486E-04	1.67836	
8.35574E-04	1.70619	
8.35750E-04	1.76301	
8.36014E-04	1.85248	
8.36277E-04	1.94642	
8.36453E-04	2.01218	
8.36544E-04	2.04684	
8.36816E-04	2.15603	
8.37089E-04	2.27079	
8.37332E-04	2.37846	
8.37361E-04	2.39166	
8.37634E-04	2.5206	
8.37906E-04	2.65608	
