E(MeV)	Xe-124
5.318090E-11	24.8684796
5.387290E-11	24.7293971
5.500720E-11	24.5040484
5.548780E-11	24.4122736
5.689630E-11	24.1464323
5.715210E-11	24.1000217
5.885020E-11	23.7955312
5.886530E-11	23.7929284
6.063100E-11	23.492161
6.087120E-11	23.4517117
6.244840E-11	23.1965077
6.296160E-11	23.1144217
6.432150E-11	22.9054153
6.512380E-11	22.7835322
6.624960E-11	22.619192
6.736030E-11	22.458946
6.823680E-11	22.3374253
6.967350E-11	22.1405715
7.028220E-11	22.0604264
7.206620E-11	21.8283112
7.239030E-11	21.7877886
7.454110E-11	21.5220723
7.456030E-11	21.5197927
7.679670E-11	21.2574587
7.710100E-11	21.2221783
7.909870E-11	20.9996914
7.974870E-11	20.9281473
8.147120E-11	20.746031
8.248740E-11	20.6398565
8.391340E-11	20.496736
8.532020E-11	20.3572211
8.643040E-11	20.2514532
8.825020E-11	20.0801577
8.902120E-11	20.0104416
9.128090E-11	19.808579
9.169130E-11	19.7733586
9.441560E-11	19.5424047
9.443990E-11	19.5404257
9.727250E-11	19.3125611
9.765800E-11	19.2819174
1.001880E-10	19.0888121
1.010120E-10	19.026677
1.031930E-10	18.8687452
1.044810E-10	18.7766022
1.062870E-10	18.6525309
1.080690E-10	18.5315954
1.094750E-10	18.4399618
1.117800E-10	18.2915789
1.127560E-10	18.2312492
1.156190E-10	18.0564833
1.161390E-10	18.0259955
1.195890E-10	17.8262415
1.196200E-10	17.824518
1.232080E-10	17.6275429
1.236960E-10	17.6010797
1.269010E-10	17.4342496
1.279440E-10	17.3806277
1.307070E-10	17.2442761
1.323380E-10	17.1647905
1.346260E-10	17.0577398
1.368820E-10	16.953503
1.386640E-10	16.8746784
1.421830E-10	16.7210001
1.428200E-10	16.6944283
1.471040E-10	16.5180287
1.476870E-10	16.4943215
1.515130E-10	16.3457812
1.534060E-10	16.2732226
1.560580E-10	16.1761696
1.593440E-10	16.0574555
1.607360E-10	16.0094343
1.655150E-10	15.8467188
1.655570E-10	15.8453531
1.705200E-10	15.6861064
1.719210E-10	15.6417295
1.756350E-10	15.5294426
1.785790E-10	15.4415927
1.808990E-10	15.3754984
1.854910E-10	15.2464139
1.863250E-10	15.2240315
1.919110E-10	15.0761289
1.926750E-10	15.056163
1.976670E-10	14.9316581
2.001320E-10	14.870992
2.035920E-10	14.7897265
2.078830E-10	14.6902997
2.096990E-10	14.6501309
2.159290E-10	14.5142074
2.159850E-10	14.5130411
2.224630E-10	14.3799863
2.242910E-10	14.3429459
2.291320E-10	14.2493433
2.329730E-10	14.1760892
2.360040E-10	14.1209215
2.419950E-10	14.0133951
2.430790E-10	13.9948248
2.503700E-10	13.8716822
2.513620E-10	13.8551573
2.578750E-10	13.7519159
2.621980E-10	13.6843461
2.656100E-10	13.633717
2.735010E-10	13.5182985
2.735720E-10	13.5173124
2.817770E-10	13.4050101
2.852920E-10	13.3575821
2.902240E-10	13.2944127
2.975910E-10	13.2014207
2.989290E-10	13.1853835
3.078900E-10	13.0795689
3.104200E-10	13.0501224
3.171250E-10	12.9760525
3.238020E-10	12.9033772
3.266310E-10	12.8741411
3.364280E-10	12.7744145
3.377610E-10	12.7610437
3.465130E-10	12.6777267
3.523220E-10	12.6232505
3.569060E-10	12.582434
3.675100E-10	12.4894579
3.676050E-10	12.4886688
3.786310E-10	12.3985111
3.849780E-10	12.3474034
3.899810E-10	12.3093461
4.016780E-10	12.2217588
4.032700E-10	12.2100194
4.137190E-10	12.1372468
4.224370E-10	12.0774781
4.261280E-10	12.053564
4.389010E-10	11.9721384
4.425080E-10	11.9495046
4.520660E-10	11.8928383
4.635410E-10	11.8258998
4.656170E-10	11.8144497
4.795830E-10	11.7386957
4.855650E-10	11.7067701
4.939590E-10	11.6645285
5.087750E-10	11.5912065
5.107910E-10	11.5813906
5.240260E-10	11.5207878
5.373280E-10	11.4608951
5.397440E-10	11.4506543
5.559230E-10	11.3832569
5.652430E-10	11.3450848
5.725980E-10	11.3167258
5.897620E-10	11.2516929
5.946090E-10	11.2336384
6.074520E-10	11.1887106
6.256610E-10	11.126126
6.281510E-10	11.1177136
6.444270E-10	11.0661899
6.635740E-10	11.0066502
6.637440E-10	11.0061541
6.836530E-10	10.9491284
7.010070E-10	10.9003101
7.041460E-10	10.8920212
7.252670E-10	10.8372857
7.405380E-10	10.7984266
7.470070E-10	10.7830053
7.694130E-10	10.7305985
7.856140E-10	10.6934002
7.924770E-10	10.6786647
8.162470E-10	10.6286058
8.334340E-10	10.5930857
8.407150E-10	10.5790372
8.659320E-10	10.5313299
8.879120E-10	10.4905371
8.918890E-10	10.4836558
9.186410E-10	10.4382883
9.459350E-10	10.3929001
9.461780E-10	10.3925229
9.745580E-10	10.3493701
1.003771E-09	10.3058304
1.007767E-09	10.29999
1.033879E-09	10.2644612
1.064871E-09	10.2231471
1.078172E-09	10.2057666
1.096811E-09	10.1831137
1.129689E-09	10.1439853
1.153496E-09	10.1162269
1.163573E-09	10.1053057
1.198452E-09	10.0683102
1.234399E-09	10.0309764
1.239290E-09	10.0260001
1.271402E-09	9.99575566
1.309537E-09	9.9606092
1.337110E-09	9.93573036
1.348791E-09	9.92597306
1.389247E-09	9.89292843
1.430892E-09	9.8596498
1.442650E-09	9.85045297
1.473810E-09	9.82792015
1.517989E-09	9.79668856
1.563119E-09	9.7654843
1.563521E-09	9.76522766
1.610389E-09	9.73600176
1.658691E-09	9.70656647
1.700795E-09	9.68147953
1.708412E-09	9.67729177
1.759655E-09	9.64978411
1.812403E-09	9.62212353
1.850597E-09	9.60254849
1.866765E-09	9.5949053
1.922723E-09	9.569088
1.980394E-09	9.5431072
2.022092E-09	9.52475594
2.039758E-09	9.51759858
2.100939E-09	9.49341988
2.163917E-09	9.46913036
2.218845E-09	9.44844579
2.228823E-09	9.44499148
2.295634E-09	9.42244394
2.364490E-09	9.39977996
2.435368E-09	9.37701547
2.445062E-09	9.3739759
2.508415E-09	9.35579903
2.583608E-09	9.3347737
2.661102E-09	9.31364575
2.717133E-09	9.2987436
2.740871E-09	9.29297548
2.823082E-09	9.27352398
2.907706E-09	9.25401858
2.994921E-09	9.23442591
3.032277E-09	9.22624282
3.084697E-09	9.21576487
3.177221E-09	9.19776578
3.272461E-09	9.17972568
3.370617E-09	9.16161387
3.398316E-09	9.15663257
3.471655E-09	9.14462412
3.575785E-09	9.12804048
3.682973E-09	9.11142934
3.793441E-09	9.09476282
3.840757E-09	9.0878098
3.907154E-09	9.07894971
4.024346E-09	9.06375121
4.144980E-09	9.04853942
4.269306E-09	9.03328912
4.377676E-09	9.02035206
4.397283E-09	9.01822894
4.529177E-09	9.00436157
4.664944E-09	8.99049521
4.804866E-09	8.976607
4.948897E-09	8.96270732
5.031862E-09	8.95491922
5.097336E-09	8.94935743
5.250134E-09	8.9367626
5.407609E-09	8.9241617
5.569708E-09	8.91156445
5.736768E-09	8.89895
5.832941E-09	8.89189099
5.908733E-09	8.88686755
6.085962E-09	8.87547861
6.268395E-09	8.86410742
6.456412E-09	8.85273542
6.649949E-09	8.84137145
6.847650E-09	8.83009715
6.849411E-09	8.83000668
7.054729E-09	8.81979076
7.266331E-09	8.80958942
7.484147E-09	8.79941078
7.708630E-09	8.78923832
7.939704E-09	8.77908005
8.175748E-09	8.76900903
8.177850E-09	8.76892853
8.422990E-09	8.7598437
8.675632E-09	8.75078035
8.935694E-09	8.74174572
9.203714E-09	8.73272539
9.479605E-09	8.72372651
9.763940E-09	8.71473454
9.927627E-09	8.70971351
1.005663E-08	8.70617731
1.035827E-08	8.69818256
1.066877E-08	8.69022301
1.098877E-08	8.68228599
1.131817E-08	8.67437799
1.165765E-08	8.66648634
1.200710E-08	8.65861739
1.231189E-08	8.65196698
1.236725E-08	8.65088963
1.273797E-08	8.64392183
1.312004E-08	8.63698424
1.351332E-08	8.63008267
1.391865E-08	8.62320623
1.433587E-08	8.61636061
1.476587E-08	8.60953496
1.520849E-08	8.60273488
1.566063E-08	8.5960094
1.566466E-08	8.59595608
1.613423E-08	8.58995845
1.661816E-08	8.58399365
1.711631E-08	8.57806682
1.762970E-08	8.57216873
1.815817E-08	8.56630441
1.870281E-08	8.56046467
1.926345E-08	8.55465442
1.984125E-08	8.54886448
2.043601E-08	8.54309966
2.051735E-08	8.54233677
2.104897E-08	8.53784645
2.167994E-08	8.5327065
2.233022E-08	8.52759602
2.299959E-08	8.52251938
2.368945E-08	8.51746869
2.439956E-08	8.51244822
2.526550E-08	8.50655321
2.526874E-08	8.50653206
2.530000E-08	8.50633267
2.605886E-08	8.50186151
2.684000E-08	8.49742932
2.764505E-08	8.49302937
2.847374E-08	8.48866554
2.932779E-08	8.48433111
3.020692E-08	8.48002983
3.111296E-08	8.47575501
3.204560E-08	8.47151027
3.300679E-08	8.467289
3.399621E-08	8.46309477
3.501590E-08	8.45892106
3.606554E-08	8.45477145
3.714730E-08	8.45114762
3.826083E-08	8.44755987
3.940844E-08	8.44400284
4.058975E-08	8.44047977
4.180722E-08	8.43698537
4.306043E-08	8.43352276
4.435200E-08	8.4300867
4.568150E-08	8.42668024
4.705169E-08	8.42329819
4.846211E-08	8.41994354
4.991571E-08	8.41661115
5.141198E-08	8.41330395
5.295405E-08	8.4100169
5.454141E-08	8.40675287
5.547002E-08	8.40491033
5.617734E-08	8.40368084
5.786132E-08	8.40086986
5.959683E-08	8.39808731
6.138331E-08	8.39533567
6.322446E-08	8.39261068
6.511968E-08	8.38991471
6.707291E-08	8.38724364
6.908349E-08	8.38459991
7.115561E-08	8.38197965
7.328857E-08	8.37938534
7.548682E-08	8.37681313
7.774961E-08	8.37426541
8.008167E-08	8.37173833
8.248220E-08	8.36923418
8.495620E-08	8.36674914
8.750285E-08	8.36428543
9.012745E-08	8.36183929
9.282911E-08	8.35941286
9.561346E-08	8.35700243
9.601701E-08	8.3566656
9.847958E-08	8.354876
1.014334E-07	8.35281703
1.044740E-07	8.3507839
1.076076E-07	8.34877367
1.108333E-07	8.34678832
1.141576E-07	8.34482505
1.175796E-07	8.34288579
1.211064E-07	8.34096759
1.247367E-07	8.33907196
1.284781E-07	8.33719582
1.323293E-07	8.33534079
1.362985E-07	8.33350423
1.403842E-07	8.33168802
1.445949E-07	8.32988957
1.489293E-07	8.32811058
1.533963E-07	8.32634842
1.579945E-07	8.32460471
1.627335E-07	8.32287682
1.676116E-07	8.32116634
1.726390E-07	8.31947068
1.778140E-07	8.31779138
1.831475E-07	8.31612591
1.886375E-07	8.31447576
1.942956E-07	8.31283843
2.001198E-07	8.31121537
2.052523E-07	8.30983764
2.061222E-07	8.3096342
2.123010E-07	8.30824983
2.186688E-07	8.3068828
2.252236E-07	8.30553449
2.319791E-07	8.30420317
2.389329E-07	8.30289028
2.460995E-07	8.30159366
2.534766E-07	8.30031394
2.610795E-07	8.29904907
2.689056E-07	8.29780053
2.769713E-07	8.29656674
2.852738E-07	8.29534895
2.938304E-07	8.2941454
3.026383E-07	8.29295723
3.117158E-07	8.29178269
3.210598E-07	8.29062291
3.306898E-07	8.28947618
3.406025E-07	8.28834358
3.508187E-07	8.28722345
3.613348E-07	8.28611684
3.721729E-07	8.28502213
3.833291E-07	8.28394032
3.948269E-07	8.28286983
4.066622E-07	8.28181166
4.188598E-07	8.28076423
4.314156E-07	8.27972852
4.443556E-07	8.27870299
4.576756E-07	8.27768859
4.714033E-07	8.27668395
4.855341E-07	8.27569041
5.000974E-07	8.27470629
5.150884E-07	8.27373149
5.305381E-07	8.2727646
5.464416E-07	8.27180697
5.628318E-07	8.27085724
5.797032E-07	8.26991628
5.970911E-07	8.26898266
6.149895E-07	8.26805722
6.334357E-07	8.26713854
6.524236E-07	8.26622743
6.719927E-07	8.2653225
6.921364E-07	8.26442455
7.098877E-07	8.26366152
7.128966E-07	8.26354931
7.342664E-07	8.26278492
7.562903E-07	8.26202924
7.789609E-07	8.261283
8.023253E-07	8.26054509
8.263759E-07	8.25981621
8.511625E-07	8.25909529
8.766770E-07	8.258383
9.029724E-07	8.2576783
9.300399E-07	8.25698185
9.579359E-07	8.25629268
9.866511E-07	8.25561205
1.011956E-06	8.25503449
1.040510E-06	8.25440503
1.069869E-06	8.25378147
1.100057E-06	8.25316389
1.131097E-06	8.25255214
1.163013E-06	8.25194607
1.195829E-06	8.25134551
1.229571E-06	8.25075031
1.264265E-06	8.25016031
1.299938E-06	8.24957536
1.336618E-06	8.2489953
1.374333E-06	8.24841996
1.413111E-06	8.2478492
1.452984E-06	8.24728285
1.515060E-06	8.24643934
1.557810E-06	8.24588399
1.624049E-06	8.24506076
1.693433E-06	8.24423994
1.765440E-06	8.2434305
1.840865E-06	8.24262442
1.919140E-06	8.24182855
2.001131E-06	8.24103486
2.086221E-06	8.24025016
2.175351E-06	8.23946668
2.267849E-06	8.23869095
2.364738E-06	8.23791524
2.465289E-06	8.23714703
2.606375E-06	8.23612401
2.755536E-06	8.23510257
2.873260E-06	8.23433504
3.037694E-06	8.23331497
3.211539E-06	8.23229239
3.395333E-06	8.23126681
3.589645E-06	8.23023673
3.795077E-06	8.22919977
4.182872E-06	8.22736809
4.422254E-06	8.22630273
4.741297E-06	8.22495197
5.012638E-06	8.22385337
5.373233E-06	8.22245486
5.760884E-06	8.22101995
6.175307E-06	8.21955069
6.807640E-06	8.21741873
7.297363E-06	8.2158365
7.932675E-06	8.21386436
8.504977E-06	8.21214719
9.245424E-06	8.20999408
1.019016E-05	8.20734605
1.138988E-05	8.204102
1.255617E-05	8.2010503
1.364931E-05	8.19825841
1.483763E-05	8.1952855
1.612940E-05	8.19211174
1.777756E-05	8.18813398
1.959793E-05	8.18381525
2.130413E-05	8.17983153
2.315888E-05	8.17554152
2.517511E-05	8.17092744
2.736686E-05	8.16595874
2.974944E-05	8.16060176
3.223941E-05	8.15504262
3.553375E-05	8.14773834
3.917230E-05	8.1397244
4.597491E-05	8.1248588
4.997750E-05	8.11616196
5.432857E-05	8.10674239
5.850652E-05	8.09772414
6.360012E-05	8.08675946
6.874751E-05	8.07570501
7.577238E-05	8.06065451
8.236916E-05	8.04655051
9.064531E-05	8.02889068
9.992711E-05	8.00912108
1.086268E-04	7.99061749
1.169874E-04	7.97713145
1.253418E-04	7.96367175
1.362541E-04	7.94611206
1.480907E-04	7.92708529
1.609681E-04	7.9064089
1.754682E-04	7.88314721
1.895035E-04	7.86064896
2.059799E-04	7.83425673
2.339491E-04	7.78949204
2.455338E-04	7.77096238
2.506579E-04	7.76484697
2.673667E-04	7.74491627
2.866004E-04	7.72198522
3.072771E-04	7.69734463
3.293818E-04	7.6710127
3.557927E-04	7.63956471
3.843285E-04	7.60559847
4.119344E-04	7.57274909
4.448872E-04	7.54396873
4.778399E-04	7.51519834
5.179990E-04	7.48014745
5.590879E-04	7.44429501
5.994232E-04	7.40910892
6.163369E-04	7.39435737
6.425441E-04	7.37792275
6.848547E-04	7.35139568
7.352136E-04	7.3198296
7.908908E-04	7.28493668
8.567963E-04	7.24364169
8.809721E-04	7.22849611
9.227017E-04	7.21016613
1.002555E-03	7.17509753
1.087465E-03	7.1378143
1.182141E-03	7.09625012
1.215497E-03	7.08160818
1.285058E-03	7.06078277
1.400516E-03	7.02622273
1.532327E-03	6.98677328
1.664138E-03	6.94732866
1.680615E-03	6.94396718
1.828902E-03	6.91371885
1.960713E-03	6.88683745
2.010142E-03	6.87676156
2.038975E-03	6.87088814
2.059571E-03	6.86669747
2.071928E-03	6.86418708
2.080166E-03	6.86251643
2.088405E-03	6.86084964
2.094583E-03	6.85960345
2.100762E-03	6.85836243
2.104881E-03	6.85753931
2.109000E-03	6.85672104
2.112375E-03	6.85605562
2.114906E-03	6.85556064
2.117438E-03	6.85507027
2.119969E-03	6.8545859
2.121656E-03	6.8542673
2.123344E-03	6.85395306
2.125031E-03	6.8536442
2.126719E-03	6.85334201
2.127984E-03	6.85312098
2.129250E-03	6.85290586
2.130525E-03	6.85269647
2.131799E-03	6.85249609
2.132755E-03	6.85235309
2.133711E-03	6.85221769
2.134601E-03	6.8520998
2.135359E-03	6.85200685
2.136116E-03	6.85192197
2.136874E-03	6.85184666
2.137632E-03	6.85178278
2.138390E-03	6.85173259
2.139057E-03	6.85170204
2.139724E-03	6.85168691
2.140169E-03	6.85168693
2.140614E-03	6.8516963
2.141059E-03	6.85171638
2.141504E-03	6.85174876
2.141949E-03	6.85179536
2.142437E-03	6.85186551
2.142924E-03	6.85195922
2.142948E-03	6.85196487
2.143250E-03	6.85249213
2.143575E-03	6.85307483
2.143900E-03	6.85367358
2.144225E-03	6.85429067
2.144550E-03	6.85492878
2.144913E-03	6.85567058
2.145155E-03	6.85618459
2.145398E-03	6.8567164
2.145640E-03	6.85726821
2.145882E-03	6.85784266
2.146124E-03	6.85844273
2.146366E-03	6.85907205
2.146591E-03	6.85968664
2.146799E-03	6.86028349
2.147007E-03	6.86091214
2.147215E-03	6.86157691
2.147423E-03	6.86228306
2.147630E-03	6.8630367
2.147838E-03	6.8638453
2.148046E-03	6.86471789
2.148223E-03	6.86551989
2.148369E-03	6.86622927
2.148516E-03	6.86698705
2.148662E-03	6.8677999
2.148808E-03	6.86867594
2.148954E-03	6.86962526
2.149101E-03	6.87066084
2.149210E-03	6.87150445
2.149320E-03	6.87241614
2.149433E-03	6.87343613
2.149545E-03	6.87456201
2.149629E-03	6.87549292
2.149714E-03	6.87651619
2.149798E-03	6.87765479
2.149883E-03	6.87893923
2.149939E-03	6.87989669
2.149995E-03	6.88095307
2.150051E-03	6.88212775
2.150108E-03	6.88344439
2.150130E-03	6.8840394
2.150164E-03	6.88605709
2.150206E-03	6.88871239
2.150243E-03	6.89112048
2.150288E-03	6.89424135
2.150333E-03	6.89756175
2.150378E-03	6.90111419
2.150411E-03	6.90395327
2.150445E-03	6.90696202
2.150479E-03	6.91016053
2.150513E-03	6.91357115
2.150546E-03	6.91721871
2.150580E-03	6.92113072
2.150614E-03	6.92533766
2.150648E-03	6.92987318
2.150681E-03	6.93477444
2.150715E-03	6.94008238
2.150749E-03	6.94584202
2.150783E-03	6.95210276
2.150788E-03	6.95323978
2.150816E-03	6.96170287
2.150850E-03	6.97247493
2.150884E-03	6.98392623
2.150918E-03	6.99612731
2.150950E-03	7.00845778
2.150978E-03	7.02010985
2.151006E-03	7.03246415
2.151035E-03	7.04557406
2.151063E-03	7.05950085
2.151092E-03	7.07430443
2.151100E-03	7.07897494
2.151120E-03	7.09300618
2.151149E-03	7.11397218
2.151177E-03	7.13604185
2.151206E-03	7.15928974
2.151234E-03	7.18381103
2.151263E-03	7.20970757
2.151291E-03	7.23706859
2.151308E-03	7.25455943
2.151320E-03	7.26811815
2.151348E-03	7.30411764
2.151377E-03	7.34190541
2.151405E-03	7.38159993
2.151434E-03	7.42331
2.151462E-03	7.46719399
2.151483E-03	7.50082223
2.151491E-03	7.51513913
2.151519E-03	7.57023327
2.151548E-03	7.62790397
2.151577E-03	7.69062593
2.151607E-03	7.75643263
2.151623E-03	7.79590256
2.151636E-03	7.82898772
2.151666E-03	7.90962635
2.151695E-03	7.99391858
2.151725E-03	8.08205623
2.151754E-03	8.17423497
2.151764E-03	8.20639633
2.151784E-03	8.27749377
2.151813E-03	8.38865623
2.151843E-03	8.50442742
2.151872E-03	8.62504936
2.151902E-03	8.75072778
2.151905E-03	8.76318773
2.151931E-03	8.892406
2.151976E-03	9.11695573
2.152020E-03	9.35443124
2.152031E-03	9.4179614
2.152058E-03	9.58007912
2.152096E-03	9.82072655
2.152134E-03	10.0722396
2.152144E-03	10.1403121
2.152172E-03	10.3472403
2.152210E-03	10.6380435
2.152256E-03	11.010257
2.152260E-03	11.0461814
2.152311E-03	11.4976262
2.152362E-03	11.9711581
2.152369E-03	12.0395168
2.152400E-03	12.3555362
2.152445E-03	12.831471
2.152476E-03	13.1727336
2.152504E-03	13.4955607
2.152563E-03	14.2037117
2.152577E-03	14.3792072
2.152622E-03	14.9597125
2.152678E-03	15.7118418
2.152681E-03	15.7507071
2.152740E-03	16.5935648
2.152830E-03	17.9232666
2.152833E-03	17.9663424
2.152926E-03	19.4305533
2.153229E-03	24.3456382
2.153280E-03	25.1396332
2.153348E-03	26.1735889
2.153407E-03	27.033119
2.153440E-03	27.507199
2.153505E-03	28.3587012
2.153522E-03	28.5701234
2.153612E-03	29.6004676
2.153618E-03	29.6580615
2.153686E-03	30.3082024
2.153715E-03	30.5528866
2.153748E-03	30.7971366
2.153820E-03	31.2516747
2.153825E-03	31.2738863
2.153897E-03	31.5568089
2.153933E-03	31.6357882
2.154000E-03	31.7260023
2.154000E-03	31.7258574
2.154081E-03	31.6173681
2.154110E-03	31.5333844
2.154158E-03	31.3487495
2.154216E-03	31.0457444
2.154304E-03	30.3954068
2.154315E-03	30.296986
2.154377E-03	29.7026107
2.154428E-03	29.1551034
2.154467E-03	28.6987128
2.154540E-03	27.7697252
2.154551E-03	27.6189571
2.154653E-03	26.1655208
2.154698E-03	25.4833962
2.154771E-03	24.3364401
2.155074E-03	19.4233459
2.155148E-03	18.2704762
2.155167E-03	17.9682212
2.155260E-03	16.5901054
2.155291E-03	16.1484891
2.155339E-03	15.4903725
2.155398E-03	14.708095
2.155434E-03	14.2414443
2.155457E-03	13.9652872
2.155516E-03	13.2698659
2.155530E-03	13.1114908
2.155575E-03	12.6248761
2.155620E-03	12.1586846
2.155643E-03	11.9344076
2.155665E-03	11.7210812
2.155710E-03	11.3119135
2.155755E-03	10.9199704
2.155800E-03	10.5659312
2.155845E-03	10.2283198
2.155868E-03	10.0674716
2.155890E-03	9.91637964
2.155935E-03	9.62953719
2.155977E-03	9.37398714
2.155980E-03	9.35779202
2.156019E-03	9.14758873
2.156062E-03	8.93421071
2.156104E-03	8.73211953
2.156115E-03	8.68105742
2.156146E-03	8.55292852
2.156174E-03	8.44205641
2.156202E-03	8.33551092
2.156230E-03	8.23303994
2.156250E-03	8.16410502
2.156258E-03	8.13729319
2.156287E-03	8.05169557
2.156315E-03	7.96972116
2.156343E-03	7.89114406
2.156371E-03	7.8158559
2.156385E-03	7.77987407
2.156403E-03	7.73779705
2.156431E-03	7.67775143
2.156458E-03	7.62034142
2.156486E-03	7.56543025
2.156513E-03	7.51288532
2.156520E-03	7.49998761
2.156540E-03	7.46741325
2.156568E-03	7.42574391
2.156595E-03	7.38606919
2.156623E-03	7.34827421
2.156650E-03	7.31224866
2.156678E-03	7.27788678
2.156705E-03	7.24507567
2.156723E-03	7.22499822
2.156732E-03	7.21563508
2.156760E-03	7.19094387
2.156787E-03	7.16753826
2.156815E-03	7.14533473
2.156842E-03	7.12424645
2.156869E-03	7.10421358
2.156897E-03	7.08515707
2.156924E-03	7.06700962
2.156925E-03	7.06656792
2.156952E-03	7.05369193
2.156982E-03	7.04019893
2.157005E-03	7.03033345
2.157028E-03	7.02095604
2.157051E-03	7.01203221
2.157074E-03	7.00353344
2.157109E-03	6.9915219
2.157144E-03	6.98032156
2.157178E-03	6.96985439
2.157213E-03	6.96004896
2.157248E-03	6.95084256
2.157282E-03	6.94216791
2.157317E-03	6.93398082
2.157330E-03	6.93107285
2.157352E-03	6.92822639
2.157386E-03	6.92406133
2.157421E-03	6.92024453
2.157456E-03	6.91673942
2.157490E-03	6.91351299
2.157525E-03	6.91053633
2.157560E-03	6.90778021
2.157595E-03	6.90522382
2.157629E-03	6.90284333
2.157664E-03	6.90062022
2.157710E-03	6.89787178
2.157752E-03	6.89554948
2.157823E-03	6.892012
2.157879E-03	6.88943041
2.157936E-03	6.88702927
2.157992E-03	6.88477718
2.158048E-03	6.88264955
2.158104E-03	6.88062591
2.158189E-03	6.87774995
2.158273E-03	6.87502651
2.158311E-03	6.87386977
2.158358E-03	6.87334475
2.158442E-03	6.8724962
2.158555E-03	6.87148418
2.158680E-03	6.87048703
2.158818E-03	6.86951261
2.158955E-03	6.8686416
2.159093E-03	6.8678562
2.159231E-03	6.86714321
2.159368E-03	6.86649268
2.159506E-03	6.8658966
2.159644E-03	6.86534841
2.159813E-03	6.86473313
2.160013E-03	6.86407521
2.160213E-03	6.86348386
2.160413E-03	6.86294971
2.160614E-03	6.86246505
2.160814E-03	6.86202343
2.161014E-03	6.8616195
2.161214E-03	6.8612487
2.161440E-03	6.86086641
2.161690E-03	6.86047945
2.161940E-03	6.86012715
2.162191E-03	6.85980505
2.162441E-03	6.85950937
2.162691E-03	6.85923691
2.162941E-03	6.85898496
2.163192E-03	6.8587512
2.163480E-03	6.85850227
2.163805E-03	6.85824339
2.164130E-03	6.85800539
2.164456E-03	6.85778559
2.164781E-03	6.85758172
2.165107E-03	6.85739185
2.165595E-03	6.85712977
2.165920E-03	6.85696823
2.166421E-03	6.85673735
2.166921E-03	6.85652495
2.167422E-03	6.85632827
2.167922E-03	6.85614506
2.168423E-03	6.85597344
2.168924E-03	6.85581186
2.169424E-03	6.85565901
2.170175E-03	6.85544373
