E(MeV)	Sm-154
4.09134E-03	2.17611
4.09243E-03	2.19507
4.09352E-03	2.20858
4.09450E-03	2.23089
4.09461E-03	2.26832
4.09624E-03	2.27898
4.09792E-03	2.31363
4.09928E-03	2.36565
4.09972E-03	2.36748
4.10151E-03	2.42754
4.10330E-03	2.48319
4.10510E-03	2.54757
4.10602E-03	2.61758
4.10689E-03	2.65861
4.10890E-03	2.69563
4.11091E-03	2.7826
4.11292E-03	2.84748
4.11494E-03	2.86257
4.11727E-03	2.97069
4.11961E-03	3.08202
4.12195E-03	3.08815
4.12429E-03	3.22032
4.12646E-03	3.34114
4.12863E-03	3.37176
4.13081E-03	3.50698
4.13211E-03	3.68801
4.13298E-03	3.71586
4.13516E-03	3.85038
4.13733E-03	4.00343
4.13951E-03	4.12228
4.14081E-03	4.16679
4.14168E-03	4.35555
4.14386E-03	4.50592
4.14603E-03	4.55741
4.14733E-03	4.748
4.14820E-03	5.00895
4.15038E-03	5.0389
4.15168E-03	5.32688
4.15255E-03	5.63448
4.15473E-03	5.6346
4.15603E-03	5.93375
4.15690E-03	6.19009
4.15853E-03	6.37733
4.16016E-03	6.54808
4.16038E-03	6.88694
4.16179E-03	7.1016
4.16342E-03	7.24796
4.16364E-03	7.66005
4.16506E-03	7.93357
4.16669E-03	8.15708
4.16690E-03	8.69274
4.16832E-03	8.81984
4.16995E-03	9.33864
4.17016E-03	9.81982
4.17158E-03	10.4097
4.17234E-03	10.8384
4.17267E-03	11.0361
4.17375E-03	11.8782
4.17451E-03	11.9682
4.17484E-03	12.7921
4.17593E-03	13.2801
4.17669E-03	13.6771
4.17696E-03	14.6247
4.17794E-03	14.8483
4.17886E-03	15.7022
4.17892E-03	16.6127
4.17989E-03	16.9833
4.18071E-03	18.3696
4.18087E-03	18.582
4.18185E-03	20.0203
4.18261E-03	20.785
4.18283E-03	21.2506
4.18381E-03	23.2322
4.18452E-03	24.7479
4.18465E-03	25.6878
4.18569E-03	26.4496
4.18628E-03	28.2565
4.18673E-03	28.3619
4.18743E-03	30.1843
4.18813E-03	31.3145
4.18819E-03	32.3451
4.18882E-03	34.5219
4.18952E-03	34.7666
4.19014E-03	37.3554
4.19095E-03	38.0388
4.19142E-03	40.1139
4.19177E-03	42.1579
4.19230E-03	43.0451
4.19231E-03	46.1598
4.19285E-03	46.8166
4.19300E-03	49.4725
4.19340E-03	51.9158
4.19352E-03	52.976
4.19391E-03	57.0683
4.19394E-03	57.4613
4.19424E-03	61.8346
4.19443E-03	63.5168
4.19456E-03	66.9164
4.19483E-03	70.058
4.19505E-03	72.324
4.19508E-03	77.101
4.19527E-03	78.0666
4.19543E-03	84.1574
4.19563E-03	84.6902
4.19574E-03	90.617
4.19576E-03	95.7009
4.19589E-03	97.415
4.19601E-03	107.69
4.19612E-03	108.299
4.19622E-03	117.402
4.19633E-03	120.023
4.19634E-03	131.153
4.19643E-03	132.555
4.19654E-03	145.896
4.19665E-03	160.025
4.19676E-03	161.681
4.19686E-03	179.681
4.19695E-03	187.924
4.19704E-03	200.109
4.19713E-03	219.707
4.19720E-03	227.135
4.19728E-03	267.442
4.19736E-03	297.346
4.19743E-03	328.675
4.19747E-03	337.996
4.19749E-03	358.805
4.19755E-03	367.627
4.19763E-03	379.989
4.19770E-03	394.908
4.19777E-03	399.823
4.19784E-03	416.744
4.19790E-03	417.822
4.19797E-03	431.019
4.19801E-03	433.34
4.19803E-03	443.279
4.19808E-03	445.734
4.19815E-03	454.324
4.19821E-03	454.882
4.19829E-03	462.852
4.19834E-03	465.55
4.19841E-03	467.025
4.19845E-03	468.516
4.19848E-03	469.18
4.19854E-03	469.248
4.19861E-03	469.101
4.19867E-03	467.609
4.19874E-03	466.299
4.19878E-03	463.111
4.19882E-03	460.674
4.19890E-03	455.556
4.19899E-03	452.193
4.19907E-03	445.25
4.19917E-03	441.045
4.19921E-03	432.445
4.19927E-03	427.495
4.19938E-03	417.414
4.19945E-03	406.059
4.19957E-03	394.551
4.19963E-03	381.915
4.19965E-03	369.171
4.19974E-03	328.309
4.19982E-03	293.558
4.19991E-03	264.543
4.20001E-03	261.114
4.20002E-03	240.832
4.20012E-03	229.142
4.20023E-03	225.467
4.20033E-03	210.871
4.20043E-03	204.837
4.20045E-03	195.596
4.20058E-03	187.852
4.20071E-03	181.215
4.20085E-03	172.019
4.20087E-03	167.717
4.20099E-03	159.188
4.20110E-03	157.375
4.20119E-03	151.155
4.20121E-03	146.106
4.20133E-03	143.477
4.20144E-03	135.66
4.20152E-03	127.95
4.20160E-03	126.04
4.20175E-03	120.718
4.20185E-03	117.203
4.20190E-03	113.948
4.20205E-03	109.114
4.20217E-03	107.626
4.20230E-03	101.736
4.20243E-03	96.3667
4.20250E-03	95.038
4.20256E-03	91.377
4.20269E-03	88.9593
4.20282E-03	87.573
4.20297E-03	83.4561
4.20312E-03	79.7241
4.20318E-03	78.4924
4.20326E-03	76.2399
4.20341E-03	74.0104
4.20354E-03	72.9913
4.20356E-03	69.9668
4.20372E-03	67.2317
4.20387E-03	66.3288
4.20388E-03	64.6799
4.20404E-03	63.0473
4.20415E-03	62.3012
4.20420E-03	60.086
4.20437E-03	58.1144
4.20444E-03	56.4223
4.20453E-03	55.9582
4.20468E-03	53.8919
4.20472E-03	53.6648
4.20483E-03	52.0266
4.20498E-03	51.2155
4.20500E-03	50.2992
4.20513E-03	49.0291
4.20528E-03	48.7051
4.20543E-03	47.2609
4.20554E-03	46.4658
4.20559E-03	45.9042
4.20575E-03	44.6515
4.20580E-03	44.2373
4.20590E-03	43.5014
4.20599E-03	42.7703
4.20606E-03	42.2863
4.20619E-03	41.4208
4.20620E-03	40.5633
4.20633E-03	40.1866
4.20641E-03	39.0665
4.20646E-03	38.3256
4.20658E-03	38.0053
4.20659E-03	37.0518
4.20672E-03	36.381
4.20676E-03	36.1395
4.20685E-03	35.317
4.20693E-03	34.7044
4.20698E-03	34.2831
4.20710E-03	33.3276
4.20711E-03	33.2386
4.20724E-03	32.4711
4.20728E-03	31.9453
4.20737E-03	31.576
4.20745E-03	30.6596
4.20750E-03	30.2612
4.20763E-03	29.8181
4.20763E-03	29.0354
4.20776E-03	28.8214
4.20780E-03	28.3277
4.20789E-03	27.6506
4.20797E-03	27.5663
4.20803E-03	27.0461
4.20815E-03	26.4546
4.20816E-03	25.8762
4.20829E-03	25.237
4.20832E-03	25.1735
4.20842E-03	24.6779
4.20849E-03	24.1301
4.20855E-03	24.0755
4.20867E-03	23.646
4.20868E-03	23.1709
4.20881E-03	23.1236
4.20884E-03	22.754
4.20894E-03	22.345
4.20902E-03	22.0598
4.20907E-03	21.9193
4.20919E-03	21.4996
4.20920E-03	21.1514
4.20933E-03	21.0906
4.20936E-03	20.7277
4.20946E-03	20.3661
4.20954E-03	20.0559
4.20959E-03	19.7468
4.20971E-03	19.4388
4.20971E-03	19.3061
4.20983E-03	18.9536
4.20989E-03	18.778
4.20994E-03	18.6259
4.21006E-03	18.3227
4.21022E-03	18.0206
4.21023E-03	17.7618
4.21037E-03	17.5038
4.21041E-03	17.3752
4.21053E-03	17.2633
4.21058E-03	17.0402
4.21069E-03	16.8176
4.21084E-03	16.7701
4.21108E-03	16.5334
4.21139E-03	16.2974
4.21154E-03	16.109
4.21178E-03	16.0694
4.21180E-03	15.8719
4.21200E-03	15.6749
4.21202E-03	15.5177
4.21217E-03	15.4023
4.21218E-03	15.1968
4.21234E-03	14.9508
4.21236E-03	14.8935
4.21251E-03	14.7349
4.21253E-03	14.5285
4.21269E-03	14.3981
4.21270E-03	14.3329
4.21283E-03	14.1555
4.21289E-03	13.9785
4.21300E-03	13.9726
4.21302E-03	13.8274
4.21316E-03	13.6524
4.21320E-03	13.4529
4.21330E-03	13.433
4.21336E-03	13.2832
4.21347E-03	13.1171
4.21352E-03	12.9513
4.21364E-03	12.9348
4.21370E-03	12.8079
4.21382E-03	12.6671
4.21387E-03	12.5265
4.21399E-03	12.5125
4.21404E-03	12.3902
4.21417E-03	12.2413
4.21420E-03	12.0926
4.21443E-03	11.9886
4.21445E-03	11.9506
4.21470E-03	11.8239
4.21512E-03	11.6974
4.21538E-03	11.5078
4.21549E-03	11.5028
4.21556E-03	11.3474
4.21573E-03	11.1967
4.21575E-03	11.0461
4.21590E-03	10.8956
4.21601E-03	10.8738
4.21608E-03	10.7556
4.21618E-03	10.6175
4.21625E-03	10.4575
4.21636E-03	10.313
4.21643E-03	10.1687
4.21653E-03	10.0246
4.21660E-03	9.8806
4.21670E-03	9.73681
4.21677E-03	9.59146
4.21688E-03	9.49414
4.21695E-03	9.43946
4.21705E-03	9.33024
4.21712E-03	9.22117
4.21723E-03	9.11226
4.21730E-03	9.0579
4.21740E-03	8.99611
4.21747E-03	8.87273
4.21757E-03	8.76868
4.21764E-03	8.64154
4.21775E-03	8.49449
4.21782E-03	8.39668
4.21792E-03	8.29908
4.21799E-03	8.2504
4.21810E-03	8.19402
4.21817E-03	8.08154
4.21827E-03	7.98057
4.21834E-03	7.91343
4.21851E-03	7.88738
4.21853E-03	7.7834
4.21869E-03	7.67971
4.21879E-03	7.57633
4.21886E-03	7.52481
4.21904E-03	7.46518
4.21905E-03	7.3463
4.21921E-03	7.22789
4.21931E-03	7.10992
4.21938E-03	7.00917
4.21958E-03	6.9088
4.21959E-03	6.89215
4.21978E-03	6.79727
4.21988E-03	6.6839
4.21999E-03	6.60868
4.22017E-03	6.56613
4.22020E-03	6.4391
4.22039E-03	6.31277
4.22051E-03	6.29184
4.22065E-03	6.19001
4.22085E-03	6.08274
4.22091E-03	5.97605
4.22118E-03	5.93481
4.22118E-03	5.86161
4.22144E-03	5.74256
4.22152E-03	5.67031
4.22170E-03	5.61926
4.22189E-03	5.48892
4.22196E-03	5.38117
4.22222E-03	5.3571
4.22226E-03	5.2297
4.22248E-03	5.1191
4.22263E-03	5.06426
4.22274E-03	5.00303
4.22300E-03	4.88162
4.22326E-03	4.76133
4.22356E-03	4.62979
4.22365E-03	4.4997
4.22396E-03	4.48136
4.22411E-03	4.36022
4.22431E-03	4.23564
4.22465E-03	4.18153
4.22470E-03	4.12262
4.22500E-03	4.00629
4.22535E-03	3.94375
4.22570E-03	3.88772
4.22600E-03	3.76632
4.22605E-03	3.69588
4.22639E-03	3.64336
4.22666E-03	3.51746
4.22676E-03	3.41117
4.22716E-03	3.3932
4.22731E-03	3.27625
4.22755E-03	3.17361
4.22794E-03	3.12371
4.22796E-03	3.07186
4.22852E-03	2.97143
4.22883E-03	2.87476
4.22911E-03	2.78245
4.22970E-03	2.6953
4.23022E-03	2.68165
4.23057E-03	2.63839
4.23074E-03	2.58673
4.23126E-03	2.54631
4.23144E-03	2.53642
4.23179E-03	2.5184
4.23231E-03	2.51578
4.23255E-03	2.5091
4.23283E-03	2.51758
4.23361E-03	2.51847
4.23366E-03	2.53556
4.23420E-03	2.54539
4.23477E-03	2.56468
4.23485E-03	2.59245
4.23550E-03	2.60676
4.23587E-03	2.63377
4.23616E-03	2.6647
4.23681E-03	2.68175
4.23735E-03	2.74072
4.23746E-03	2.76903
4.23811E-03	2.81186
4.23898E-03	2.89542
4.23909E-03	2.91124
4.23996E-03	2.99484
4.24061E-03	3.03194
4.24083E-03	3.07869
4.24170E-03	3.18085
4.24225E-03	3.2182
4.24257E-03	3.29661
4.24344E-03	3.42517
4.24388E-03	3.44858
4.24431E-03	3.57095
4.24518E-03	3.73101
4.24605E-03	3.91266
4.24714E-03	4.07722
4.24823E-03	4.11138
4.24931E-03	4.28555
4.25040E-03	4.38371
4.25149E-03	4.49472
4.25257E-03	4.72216
4.25366E-03	4.73377
4.25529E-03	4.97232
4.25583E-03	5.13846
4.25692E-03	5.2435
4.25855E-03	5.53814
4.25910E-03	5.59822
4.26018E-03	5.84426
4.26181E-03	6.12272
4.26236E-03	6.17325
4.26345E-03	6.53175
4.26508E-03	6.87508
4.26562E-03	6.9142
4.26671E-03	7.35182
4.26779E-03	7.50722
4.26997E-03	7.8247
4.27214E-03	8.15924
4.27432E-03	8.20952
4.27649E-03	8.67124
4.27867E-03	8.99786
4.28084E-03	9.21997
4.28301E-03	9.93077
4.28519E-03	10.6411
4.28736E-03	10.9811
4.28954E-03	11.1196
4.29215E-03	11.9971
4.29476E-03	12.075
4.29737E-03	12.8695
4.30104E-03	13.4589
4.30424E-03	13.7161
4.30744E-03	14.5755
4.31036E-03	14.8126
4.31221E-03	15.3919
4.31584E-03	16.3044
4.31948E-03	16.4076
4.32312E-03	17.4955
4.32675E-03	18.2999
4.33039E-03	18.7678
4.33257E-03	20.1348
4.33281E-03	20.3877
4.33524E-03	21.8654
4.33766E-03	22.7181
4.34009E-03	23.5874
4.34227E-03	25.1149
4.34251E-03	25.5962
4.34494E-03	26.7355
4.34736E-03	28.1179
4.34954E-03	29.3436
4.34978E-03	30.8305
4.35221E-03	31.3952
4.35439E-03	33.7756
4.35463E-03	36.5346
4.35645E-03	36.9854
4.35827E-03	39.7183
4.35900E-03	40.4443
4.36009E-03	43.3886
4.36179E-03	45.3505
4.36336E-03	47.6041
4.36342E-03	50.6947
4.36506E-03	51.2627
4.36663E-03	54.5603
4.36669E-03	55.774
4.36833E-03	60.5825
4.36991E-03	60.9207
4.36997E-03	65.7174
4.37160E-03	67.8813
4.37318E-03	71.169
4.37324E-03	75.3895
4.37488E-03	76.9411
4.37536E-03	83.5031
4.37597E-03	85.1617
4.37706E-03	92.1999
4.37754E-03	93.9755
4.37815E-03	101.469
4.37912E-03	102.417
4.37973E-03	111.348
4.38009E-03	116.568
4.38106E-03	123.958
4.38191E-03	132.858
4.38203E-03	137.348
4.38300E-03	150.349
4.38370E-03	155.115
4.38397E-03	173.861
4.38494E-03	178.806
4.38546E-03	197.373
4.38591E-03	244.333
4.38700E-03	274.321
4.38722E-03	276.359
4.38773E-03	296.494
4.38845E-03	304.437
4.38911E-03	315.484
4.38918E-03	322.711
4.38991E-03	332.63
4.39064E-03	338.275
4.39105E-03	347.621
4.39136E-03	351.118
4.39202E-03	357.135
4.39289E-03	361.807
4.39347E-03	364.955
4.39371E-03	369.148
4.39405E-03	371.149
4.39464E-03	374.926
4.39522E-03	376.378
4.39531E-03	376.921
4.39580E-03	378.676
4.39624E-03	379.408
4.39638E-03	379.979
4.39660E-03	379.936
4.39690E-03	379.677
4.39704E-03	378.095
4.39716E-03	374.583
4.39740E-03	369.367
4.39764E-03	359.934
4.39769E-03	347.937
4.39781E-03	333.723
4.39796E-03	317.636
4.39810E-03	308.843
4.39825E-03	291.042
4.39834E-03	256.597
4.39837E-03	251.149
4.39851E-03	227.31
4.39866E-03	209.58
4.39878E-03	204.474
4.39879E-03	186.227
4.39888E-03	185.952
4.39896E-03	172.424
4.39908E-03	170.06
4.39917E-03	161.062
4.39924E-03	155.12
4.39926E-03	149.52
4.39935E-03	141.208
4.39944E-03	138.618
4.39953E-03	128.378
4.39962E-03	122.107
4.39968E-03	116.668
4.39974E-03	115.942
4.39975E-03	109.467
4.39981E-03	102.75
4.39984E-03	96.4994
4.39990E-03	92.144
4.39998E-03	90.7063
4.40006E-03	88.0115
4.40013E-03	85.3412
4.40020E-03	84.0929
4.40026E-03	80.3868
4.40027E-03	76.9619
4.40035E-03	75.831
4.40043E-03	73.7259
4.40050E-03	71.6417
4.40058E-03	70.6809
4.40064E-03	67.4512
4.40070E-03	66.888
4.40074E-03	64.3101
4.40077E-03	63.0365
4.40084E-03	61.3996
4.40091E-03	59.551
4.40100E-03	58.703
4.40108E-03	56.4002
4.40109E-03	56.2083
4.40118E-03	53.9335
4.40127E-03	53.5584
4.40136E-03	51.8175
4.40146E-03	49.9243
4.40153E-03	48.6772
4.40157E-03	48.1217
4.40164E-03	46.4754
4.40171E-03	45.9326
4.40180E-03	44.9653
4.40188E-03	43.7286
4.40193E-03	43.5307
4.40197E-03	42.6131
4.40205E-03	41.5289
4.40216E-03	41.4249
4.40227E-03	40.5614
4.40228E-03	39.6137
4.40238E-03	39.3565
4.40249E-03	38.3368
4.40261E-03	37.5549
4.40263E-03	37.1532
4.40273E-03	36.0674
4.40285E-03	35.975
4.40298E-03	35.0958
4.40308E-03	34.5837
4.40319E-03	34.1935
4.40330E-03	33.358
4.40334E-03	32.9662
4.40345E-03	32.5829
4.40359E-03	31.7229
4.40370E-03	31.5693
4.40385E-03	30.8889
4.40399E-03	30.3497
4.40407E-03	30.1144
4.40414E-03	29.415
4.40427E-03	28.7789
4.40439E-03	28.7293
4.40443E-03	28.1391
4.40452E-03	27.5532
4.40465E-03	27.3592
4.40478E-03	26.8566
4.40479E-03	26.1918
4.40491E-03	26.1093
4.40506E-03	25.6046
4.40516E-03	25.032
4.40521E-03	24.9687
4.40535E-03	24.4034
4.40550E-03	24.0914
4.40552E-03	23.8687
4.40564E-03	23.371
4.40576E-03	23.261
4.40579E-03	22.9219
4.40594E-03	22.4884
4.40604E-03	22.2487
4.40609E-03	22.0822
4.40624E-03	21.7093
4.40636E-03	21.3384
4.40639E-03	21.2301
4.40653E-03	20.7998
4.40660E-03	20.5501
4.40668E-03	20.3925
4.40683E-03	20.0163
4.40684E-03	19.8602
4.40697E-03	19.6698
4.40708E-03	19.345
4.40712E-03	19.0215
4.40726E-03	18.7371
4.40736E-03	18.5484
4.40741E-03	18.3832
4.40755E-03	18.0545
4.40770E-03	17.7273
4.40775E-03	17.4512
4.40784E-03	17.1763
4.40794E-03	17.0394
4.40799E-03	16.9217
4.40813E-03	16.6872
4.40828E-03	16.4535
4.40833E-03	16.2003
4.40843E-03	15.9482
4.40852E-03	15.7337
4.40857E-03	15.52
4.40872E-03	15.3069
4.40886E-03	15.1284
4.40891E-03	14.9504
4.40901E-03	14.7729
4.40910E-03	14.5623
4.40915E-03	14.3523
4.40930E-03	14.2925
4.40944E-03	14.164
4.40949E-03	13.9847
4.40959E-03	13.8824
4.40969E-03	13.8176
4.40973E-03	13.6668
4.40988E-03	13.5164
4.41003E-03	13.3663
4.41007E-03	13.2077
4.41017E-03	13.0496
4.41027E-03	12.8918
4.41032E-03	12.8743
4.41041E-03	12.7585
4.41046E-03	12.6284
4.41056E-03	12.4986
4.41061E-03	12.441
4.41070E-03	12.3802
4.41075E-03	12.271
4.41085E-03	12.1135
4.41090E-03	12.0772
4.41100E-03	11.9756
4.41104E-03	11.8437
4.41114E-03	11.7121
4.41117E-03	11.6514
4.41129E-03	11.5916
4.41131E-03	11.4808
4.41143E-03	11.3701
4.41144E-03	11.2935
4.41157E-03	11.2647
4.41163E-03	11.1622
4.41170E-03	11.0599
4.41182E-03	10.9065
4.41183E-03	10.8647
4.41196E-03	10.7696
4.41201E-03	10.639
4.41209E-03	10.5085
4.41221E-03	10.4771
4.41227E-03	10.3943
4.41240E-03	10.2842
4.41244E-03	10.1375
4.41260E-03	10.0154
4.41269E-03	9.9936
4.41283E-03	9.86293
4.41306E-03	9.73237
4.41346E-03	9.60191
4.41372E-03	9.47154
4.41382E-03	9.4643
4.41398E-03	9.29693
4.41409E-03	9.15756
4.41417E-03	9.01828
4.41432E-03	8.8791
4.41436E-03	8.74002
4.41452E-03	8.60102
4.41455E-03	8.46213
4.41470E-03	8.35111
4.41475E-03	8.32071
4.41488E-03	8.16883
4.41492E-03	8.01708
4.41500E-03	7.89579
4.41504E-03	7.86202
4.41517E-03	7.69333
4.41517E-03	7.52482
4.41531E-03	7.39857
4.41532E-03	7.39017
4.41541E-03	7.25788
4.41550E-03	7.1163
4.41560E-03	7.01259
4.41570E-03	6.97038
4.41580E-03	6.81227
4.41587E-03	6.65437
4.41597E-03	6.59131
4.41605E-03	6.48539
4.41614E-03	6.30914
4.41626E-03	6.23878
4.41639E-03	6.12094
4.41655E-03	5.99023
4.41665E-03	5.85971
4.41694E-03	5.84668
4.41733E-03	5.72437
4.41762E-03	5.59506
4.41781E-03	5.55921
4.41791E-03	5.45764
4.41801E-03	5.31727
4.41820E-03	5.24722
4.41839E-03	5.17051
4.41859E-03	5.0174
4.41873E-03	4.90709
4.41878E-03	4.86038
4.41888E-03	4.69264
4.41898E-03	4.54858
4.41902E-03	4.53468
4.41917E-03	4.35253
4.41932E-03	4.23155
4.41936E-03	4.15055
4.41946E-03	4.01062
4.41956E-03	3.98379
4.41961E-03	3.86356
4.41975E-03	3.71517
4.41995E-03	3.68674
4.42014E-03	3.55869
4.42033E-03	3.41894
4.42053E-03	3.37054
4.42072E-03	3.22776
4.42082E-03	3.03409
4.42092E-03	2.89744
4.42111E-03	2.76137
4.42130E-03	2.74783
4.42140E-03	2.61959
4.42150E-03	2.47784
4.42169E-03	2.46374
4.42189E-03	2.33844
4.42198E-03	2.20653
4.42208E-03	2.17012
4.42227E-03	2.07168
4.42251E-03	1.93632
4.42256E-03	1.81692
4.42278E-03	1.8017
4.42293E-03	1.66593
4.42305E-03	1.53149
4.42327E-03	1.39856
4.42332E-03	1.28618
4.42356E-03	1.26747
4.42361E-03	1.15216
4.42386E-03	1.10174
4.42395E-03	1.02478
4.42417E-03	1.00432
4.42430E-03	0.945758
4.42447E-03	0.93139
4.42466E-03	0.874608
4.42478E-03	0.872476
4.42503E-03	0.822481
4.42509E-03	0.807012
4.42542E-03	0.782621
4.42557E-03	0.758191
4.42576E-03	0.750132
4.42610E-03	0.730831
4.42612E-03	0.711946
4.42644E-03	0.700442
4.42666E-03	0.699248
4.42678E-03	0.688417
4.42712E-03	0.67877
4.42727E-03	0.668866
4.42746E-03	0.665417
4.42780E-03	0.663614
4.42799E-03	0.659727
4.42819E-03	0.657122
4.42858E-03	0.654922
4.42872E-03	0.654684
4.42896E-03	0.654564
4.42935E-03	0.655309
4.42945E-03	0.656641
4.42974E-03	0.658664
4.43013E-03	0.661148
4.43018E-03	0.661439
4.43071E-03	0.665878
4.43090E-03	0.671266
4.43115E-03	0.677085
4.43163E-03	0.680308
4.43212E-03	0.686165
4.43236E-03	0.6894
4.43260E-03	0.692939
4.43309E-03	0.702279
4.43333E-03	0.712572
4.43357E-03	0.724354
4.43430E-03	0.733532
4.43478E-03	0.747277
4.43541E-03	0.749666
4.43553E-03	0.762256
4.43604E-03	0.77852
4.43666E-03	0.79374
4.43667E-03	0.811502
4.43730E-03	0.824738
4.43779E-03	0.83337
4.43793E-03	0.851708
4.43857E-03	0.87101
4.43920E-03	0.891315
4.43929E-03	0.914849
4.43983E-03	0.942015
4.44060E-03	0.946781
4.44080E-03	0.966575
4.44138E-03	0.997789
4.44215E-03	1.03075
4.44250E-03	1.07148
4.44293E-03	1.11489
4.44370E-03	1.11809
4.44421E-03	1.16923
4.44448E-03	1.22367
4.44535E-03	1.28155
4.44564E-03	1.33909
4.44652E-03	1.34751
4.44749E-03	1.40086
4.44763E-03	1.45677
4.44846E-03	1.51536
4.44943E-03	1.52562
4.44991E-03	1.58299
4.45040E-03	1.65986
4.45137E-03	1.74091
4.45209E-03	1.75923
4.45282E-03	1.82754
4.45379E-03	1.92585
4.45428E-03	2.03692
4.45488E-03	2.05165
4.45597E-03	2.15645
4.45755E-03	2.28342
4.45761E-03	2.38474
4.45924E-03	2.43619
4.46082E-03	2.57267
4.46088E-03	2.71676
4.46252E-03	2.75733
4.46409E-03	2.87051
4.46415E-03	3.03332
4.46579E-03	3.19375
4.46737E-03	3.20538
4.46743E-03	3.38933
4.46906E-03	3.58353
4.47070E-03	3.70651
4.47222E-03	3.78965
4.47246E-03	4.08474
4.47428E-03	4.30526
4.47609E-03	4.3372
4.47706E-03	4.64285
4.47791E-03	4.96931
4.47973E-03	5.00809
4.48191E-03	5.32221
4.48216E-03	5.69994
4.48458E-03	5.83459
4.48700E-03	6.10693
4.48919E-03	6.54413
4.48943E-03	7.0166
4.49185E-03	7.35411
4.49428E-03	7.52454
4.49646E-03	8.07256
4.49670E-03	8.26864
4.49913E-03	8.66443
4.50179E-03	9.30203
4.50397E-03	9.99399
4.50616E-03	10.4904
4.50834E-03	10.7409
4.51052E-03	11.5508
4.51216E-03	11.8419
4.51379E-03	12.4297
4.51543E-03	13.3817
4.51707E-03	14.4209
4.51870E-03	15.171
4.51925E-03	15.5498
4.51979E-03	16.7815
4.52088E-03	17.2274
4.52198E-03	18.1277
4.52307E-03	19.5958
4.52404E-03	21.2084
4.52488E-03	21.4036
4.52531E-03	22.9773
4.52573E-03	23.4072
4.52658E-03	24.9216
4.52743E-03	25.6321
4.52828E-03	27.062
4.52870E-03	28.1067
4.52913E-03	29.423
4.52998E-03	31.1581
4.53066E-03	31.6133
4.53145E-03	33.0493
4.53198E-03	34.2562
4.53251E-03	35.0765
4.53303E-03	37.1441
4.53356E-03	37.25
4.53409E-03	39.5853
4.53461E-03	40.3505
4.53504E-03	42.0933
4.53547E-03	43.8703
4.53553E-03	44.7859
4.53589E-03	47.6793
4.53632E-03	47.7291
4.53674E-03	50.742
4.53690E-03	52.0311
4.53717E-03	53.9761
4.53760E-03	57.4401
4.53802E-03	57.5632
4.53827E-03	61.1643
4.53834E-03	62.89
4.53865E-03	65.1585
4.53896E-03	68.7243
4.53927E-03	69.4426
4.53952E-03	74.0405
4.53958E-03	75.1862
4.53989E-03	78.9732
4.54021E-03	82.3326
4.54046E-03	85.1777
4.54052E-03	90.9026
4.54077E-03	91.3102
4.54102E-03	97.0413
4.54127E-03	99.6615
4.54139E-03	103.61
4.54152E-03	108.75
4.54177E-03	110.629
4.54202E-03	118.711
4.54227E-03	120.741
4.54252E-03	129.551
4.54264E-03	131.764
4.54270E-03	141.349
4.54289E-03	143.756
4.54308E-03	154.16
4.54311E-03	156.772
4.54326E-03	168.037
4.54345E-03	170.864
4.54357E-03	183.027
4.54364E-03	186.08
4.54382E-03	199.174
4.54397E-03	202.459
4.54404E-03	216.511
4.54409E-03	220.038
4.54425E-03	238.835
4.54436E-03	244.825
4.54448E-03	258.865
4.54451E-03	275.847
4.54460E-03	280.108
4.54471E-03	302.572
4.54483E-03	309.728
4.54495E-03	338.448
4.54498E-03	346.1
4.54506E-03	376.784
4.54514E-03	398.344
4.54522E-03	417.256
4.54532E-03	473.852
4.54542E-03	497.197
4.54545E-03	584.736
4.54551E-03	637.113
4.54557E-03	642.627
4.54560E-03	686.543
4.54563E-03	696.715
4.54570E-03	732.109
4.54576E-03	734.381
4.54582E-03	768.188
4.54588E-03	791.437
4.54589E-03	799.125
4.54595E-03	811.806
4.54599E-03	822.774
4.54601E-03	832.418
4.54607E-03	840.718
4.54607E-03	844.9
4.54613E-03	851.631
4.54615E-03	853
4.54620E-03	855.388
4.54625E-03	858.133
4.54626E-03	858.39
4.54632E-03	858.412
4.54633E-03	855.363
4.54638E-03	848.091
4.54640E-03	846.686
4.54645E-03	834.424
4.54647E-03	831.907
4.54651E-03	818.179
4.54654E-03	811.537
4.54658E-03	795.76
4.54661E-03	786.509
4.54664E-03	767.892
4.54668E-03	757.417
4.54671E-03	736.358
4.54675E-03	713.205
4.54677E-03	689.97
4.54682E-03	614.824
4.54682E-03	551.061
4.54688E-03	512.913
4.54689E-03	500.807
4.54693E-03	464.608
4.54696E-03	452.576
4.54698E-03	430.081
4.54703E-03	407.667
4.54703E-03	397.192
4.54708E-03	376.324
4.54713E-03	366.564
4.54714E-03	347.119
4.54718E-03	329.123
4.54719E-03	320.155
4.54723E-03	311.88
4.54724E-03	295.389
4.54729E-03	280.313
4.54731E-03	272.802
4.54734E-03	265.943
4.54738E-03	252.275
4.54740E-03	239.888
4.54745E-03	233.718
4.54746E-03	228.121
4.54753E-03	216.97
4.54760E-03	204.911
4.54760E-03	201.909
4.54766E-03	195.111
4.54769E-03	188.905
4.54773E-03	185.925
4.54777E-03	178.144
4.54780E-03	177.395
4.54786E-03	169.559
4.54788E-03	168.351
4.54794E-03	161.126
4.54802E-03	159.432
4.54803E-03	154.471
4.54808E-03	151.303
4.54813E-03	148.258
4.54815E-03	143.883
4.54824E-03	142.461
