E(MeV)	Sm-154
1.07697E-03	5.46866
1.07699E-03	5.44034
1.07701E-03	5.41436
1.07702E-03	5.40174
1.07703E-03	5.3961
1.07705E-03	5.39871
1.07707E-03	5.41112
1.07709E-03	5.43529
1.07711E-03	5.47366
1.07712E-03	5.4824
1.07713E-03	5.5139
1.07715E-03	5.56465
1.07717E-03	5.61021
1.07719E-03	5.6276
1.07721E-03	5.72804
1.07724E-03	5.76822
1.07727E-03	5.85841
1.07729E-03	5.96154
1.07729E-03	5.9969
1.07732E-03	6.08543
1.07734E-03	6.22647
1.07737E-03	6.26242
1.07740E-03	6.29393
1.07742E-03	6.39274
1.07745E-03	6.55156
1.07747E-03	6.58272
1.07747E-03	6.80365
1.07750E-03	6.85934
1.07753E-03	7.05875
1.07755E-03	7.23229
1.07758E-03	7.34751
1.07760E-03	7.52244
1.07763E-03	7.67986
1.07764E-03	7.85027
1.07766E-03	8.05888
1.07769E-03	8.21988
1.07771E-03	8.49006
1.07774E-03	8.63581
1.07777E-03	8.97951
1.07781E-03	9.10289
1.07784E-03	9.5338
1.07787E-03	9.62571
1.07787E-03	10.0107
1.07791E-03	10.2139
1.07794E-03	10.5333
1.07798E-03	10.8701
1.07803E-03	11.1053
1.07808E-03	11.6006
1.07813E-03	11.7304
1.07819E-03	12.4125
1.07821E-03	13.0841
1.07826E-03	13.1614
1.07833E-03	13.81
1.07840E-03	13.9777
1.07847E-03	14.5935
1.07854E-03	14.867
1.07863E-03	15.5357
1.07867E-03	15.8334
1.07872E-03	16.6125
1.07881E-03	16.8823
1.07890E-03	17.7855
1.07902E-03	18.02
1.07913E-03	19.0618
1.07925E-03	19.2525
1.07936E-03	20.4481
1.07948E-03	20.586
1.07959E-03	21.9519
1.07971E-03	22.0265
1.07982E-03	23.5807
1.07998E-03	25.2583
1.08013E-03	25.3462
1.08029E-03	27.2526
1.08044E-03	27.4406
1.08060E-03	29.3115
1.08076E-03	29.8208
1.08091E-03	31.5265
1.08112E-03	32.4078
1.08130E-03	33.7892
1.08153E-03	35.2142
1.08176E-03	36.2063
1.08200E-03	38.2514
1.08223E-03	38.7846
1.08246E-03	41.5312
1.08270E-03	44.477
1.08293E-03	45.0836
1.08324E-03	47.6063
1.08356E-03	48.904
1.08387E-03	50.9259
1.08419E-03	53.0046
1.08451E-03	54.442
1.08482E-03	57.4039
1.08529E-03	58.9414
1.08572E-03	62.6099
1.08599E-03	63.7465
1.08652E-03	68.8593
1.08706E-03	69.2985
1.08760E-03	74.3356
1.08813E-03	76.5755
1.08867E-03	80.1324
1.08947E-03	84.4211
1.09037E-03	86.2547
1.09132E-03	92.8555
1.09227E-03	93.2739
1.09321E-03	101.903
1.09416E-03	110.979
1.09479E-03	111.737
1.09555E-03	120.599
1.09706E-03	122.753
1.09858E-03	134.982
1.10085E-03	135.845
1.10312E-03	151.005
1.10539E-03	151.619
1.10842E-03	168.75
1.11145E-03	172.022
1.11296E-03	189.517
1.11448E-03	192.282
1.11813E-03	210.704
1.12179E-03	225.214
1.12519E-03	239.951
1.12859E-03	300.076
1.13242E-03	328.013
1.13497E-03	329.451
1.13709E-03	357.163
1.13752E-03	380.366
1.14007E-03	382.963
1.14198E-03	398.278
1.14390E-03	403.181
1.14581E-03	413.754
1.14730E-03	417.81
1.14772E-03	426.345
1.14964E-03	429.487
1.15091E-03	435.802
1.15219E-03	437.803
1.15346E-03	441.546
1.15474E-03	442.83
1.15495E-03	443.818
1.15602E-03	444.516
1.15697E-03	444.414
1.15793E-03	443.525
1.15889E-03	441.517
1.15979E-03	439.934
1.16006E-03	435.166
1.16067E-03	432.62
1.16154E-03	425.588
1.16242E-03	422.1
1.16330E-03	412.424
1.16367E-03	412.074
1.16388E-03	399.283
1.16468E-03	399.079
1.16521E-03	383.341
1.16574E-03	382.768
1.16627E-03	364.654
1.16681E-03	359.598
1.16686E-03	338.5
1.16734E-03	327.521
1.16787E-03	296.723
1.16833E-03	251.156
1.16872E-03	232.347
1.16875E-03	226.19
1.16911E-03	202.213
1.16951E-03	201.244
1.16990E-03	184.85
1.17029E-03	181.786
1.17065E-03	170.872
1.17068E-03	165.647
1.17107E-03	157.629
1.17141E-03	146.191
1.17169E-03	145.006
1.17197E-03	134.209
1.17197E-03	133.223
1.17225E-03	125.822
1.17253E-03	123.042
1.17282E-03	116.769
1.17310E-03	112.662
1.17329E-03	108.284
1.17338E-03	103.063
1.17362E-03	100.358
1.17392E-03	94.2302
1.17413E-03	92.9822
1.17414E-03	87.8238
1.17433E-03	86.1574
1.17453E-03	82.9713
1.17474E-03	78.3452
1.17494E-03	74.0843
1.17499E-03	71.3381
1.17515E-03	70.0333
1.17538E-03	65.9458
1.17553E-03	65.0383
1.17569E-03	62.0294
1.17577E-03	59.416
1.17584E-03	58.375
1.17600E-03	55.0067
1.17615E-03	54.4083
1.17631E-03	51.9256
1.17635E-03	49.9792
1.17645E-03	49.0623
1.17657E-03	46.4305
1.17670E-03	46.0569
1.17683E-03	44.0398
1.17683E-03	42.6134
1.17695E-03	41.8232
1.17708E-03	39.8594
1.17720E-03	39.7881
1.17727E-03	37.949
1.17733E-03	37.4264
1.17744E-03	36.4324
1.17754E-03	35.9548
1.17756E-03	35.0549
1.17763E-03	33.7585
1.17773E-03	33.3429
1.17783E-03	32.5769
1.17790E-03	31.4734
1.17793E-03	31.1194
1.17802E-03	30.4676
1.17812E-03	29.5281
1.17819E-03	29.2265
1.17821E-03	28.6714
1.17830E-03	27.8705
1.17838E-03	27.6132
1.17839E-03	27.1394
1.17847E-03	26.4552
1.17854E-03	26.2351
1.17857E-03	25.8358
1.17860E-03	25.2586
1.17867E-03	24.7013
1.17873E-03	24.6113
1.17877E-03	24.2077
1.17880E-03	23.7395
1.17884E-03	23.4379
1.17890E-03	23.2353
1.17895E-03	22.7802
1.17900E-03	22.3408
1.17905E-03	22.1585
1.17909E-03	21.9432
1.17912E-03	21.5788
1.17915E-03	21.2254
1.17916E-03	21.1272
1.17919E-03	20.908
1.17922E-03	20.4637
1.17925E-03	20.2802
1.17925E-03	20.0647
1.17929E-03	19.7012
1.17932E-03	19.3493
1.17934E-03	19.2516
1.17936E-03	19.0387
1.17939E-03	18.7491
1.17940E-03	18.4272
1.17942E-03	18.3921
1.17943E-03	18.0859
1.17944E-03	17.7878
1.17947E-03	17.5397
1.17948E-03	17.5022
1.17949E-03	17.1732
1.17952E-03	16.8527
1.17953E-03	16.8179
1.17954E-03	16.5723
1.17956E-03	16.3021
1.17957E-03	16.2138
1.17959E-03	16.0601
1.17961E-03	15.8341
1.17962E-03	15.6121
1.17964E-03	15.4668
1.17966E-03	15.342
1.17966E-03	15.0979
1.17969E-03	14.8585
1.17969E-03	14.6539
1.17971E-03	14.4528
1.17972E-03	14.3538
1.17973E-03	14.269
1.17975E-03	14.0886
1.17976E-03	13.8974
1.17978E-03	13.7361
1.17979E-03	13.713
1.17981E-03	13.5541
1.17983E-03	13.3975
1.17983E-03	13.3423
1.17985E-03	13.2577
1.17985E-03	13.128
1.17987E-03	12.9364
1.17987E-03	12.7926
1.17990E-03	12.7777
1.17990E-03	12.6454
1.17992E-03	12.5149
1.17994E-03	12.3858
1.17995E-03	12.3575
1.17997E-03	12.274
1.17997E-03	12.1679
1.18000E-03	12.0107
1.18000E-03	11.9819
1.18002E-03	11.9033
1.18003E-03	11.7855
1.18004E-03	11.6691
1.18007E-03	11.5701
1.18007E-03	11.5571
1.18009E-03	11.4652
1.18010E-03	11.3743
1.18012E-03	11.2841
1.18013E-03	11.1947
1.18015E-03	11.1646
1.18016E-03	11.0975
1.18018E-03	10.9884
1.18019E-03	10.9635
1.18021E-03	10.8931
1.18023E-03	10.8026
1.18024E-03	10.7128
1.18026E-03	10.6321
1.18026E-03	10.6254
1.18029E-03	10.5545
1.18030E-03	10.4842
1.18032E-03	10.4054
1.18033E-03	10.3182
1.18036E-03	10.2967
1.18036E-03	10.2438
1.18039E-03	10.1739
1.18040E-03	10.1044
1.18042E-03	10.0352
1.18044E-03	10.0309
1.18045E-03	9.9502
1.18048E-03	9.89439
1.18049E-03	9.82107
1.18053E-03	9.7481
1.18053E-03	9.71456
1.18057E-03	9.68306
1.18058E-03	9.59579
1.18062E-03	9.50904
1.18064E-03	9.42272
1.18066E-03	9.33498
1.18071E-03	9.32766
1.18071E-03	9.24348
1.18077E-03	9.15969
1.18083E-03	9.07626
1.18086E-03	8.99315
1.18097E-03	8.93792
1.18105E-03	8.86539
1.18107E-03	8.82201
1.18112E-03	8.79389
1.18116E-03	8.72382
1.18117E-03	8.65401
1.18122E-03	8.58444
1.18123E-03	8.51516
1.18129E-03	8.45078
1.18129E-03	8.44567
1.18134E-03	8.36933
1.18135E-03	8.29337
1.18138E-03	8.21785
1.18140E-03	8.14786
1.18143E-03	8.14292
1.18146E-03	8.05883
1.18148E-03	8.00314
1.18150E-03	7.94779
1.18152E-03	7.91821
1.18155E-03	7.88812
1.18157E-03	7.82341
1.18160E-03	7.7592
1.18162E-03	7.69558
1.18164E-03	7.67904
1.18168E-03	7.63858
1.18169E-03	7.57835
1.18174E-03	7.51866
1.18175E-03	7.45957
1.18180E-03	7.42714
1.18180E-03	7.39473
1.18185E-03	7.32261
1.18186E-03	7.25143
1.18191E-03	7.19875
1.18192E-03	7.17375
1.18198E-03	7.12681
1.18200E-03	7.07122
1.18205E-03	7.01634
1.18209E-03	6.9938
1.18213E-03	6.9561
1.18227E-03	6.89238
1.18233E-03	6.82967
1.18239E-03	6.78864
1.18240E-03	6.76408
1.18245E-03	6.69173
1.18246E-03	6.61217
1.18251E-03	6.60929
1.18252E-03	6.5507
1.18255E-03	6.48977
1.18258E-03	6.43011
1.18260E-03	6.40746
1.18263E-03	6.36387
1.18263E-03	6.29413
1.18266E-03	6.22621
1.18268E-03	6.18222
1.18269E-03	6.16455
1.18272E-03	6.10422
1.18273E-03	6.04545
1.18276E-03	6.02101
1.18278E-03	5.98257
1.18279E-03	5.91727
1.18282E-03	5.85416
1.18283E-03	5.8455
1.18285E-03	5.78286
1.18288E-03	5.71259
1.18290E-03	5.65496
1.18292E-03	5.65208
1.18293E-03	5.59117
1.18296E-03	5.53276
1.18297E-03	5.4999
1.18299E-03	5.47262
1.18302E-03	5.40907
1.18305E-03	5.34906
1.18307E-03	5.33124
1.18307E-03	5.28561
1.18310E-03	5.22323
1.18312E-03	5.2154
1.18312E-03	5.16329
1.18315E-03	5.11226
1.18317E-03	5.09933
1.18317E-03	5.05904
1.18320E-03	5.0083
1.18321E-03	4.98578
1.18322E-03	4.95815
1.18324E-03	4.90939
1.18326E-03	4.87959
1.18327E-03	4.86503
1.18329E-03	4.82128
1.18331E-03	4.79083
1.18332E-03	4.78946
1.18334E-03	4.76347
1.18336E-03	4.74358
1.18336E-03	4.73382
1.18339E-03	4.73255
1.18341E-03	4.72586
1.18343E-03	4.73213
1.18344E-03	4.7469
1.18346E-03	4.77183
1.18349E-03	4.80865
1.18350E-03	4.85132
1.18351E-03	4.88568
1.18354E-03	4.92462
1.18356E-03	4.99715
1.18356E-03	5.0498
1.18359E-03	5.08767
1.18362E-03	5.1972
1.18363E-03	5.20097
1.18366E-03	5.34501
1.18369E-03	5.40082
1.18373E-03	5.5213
1.18373E-03	5.57813
1.18376E-03	5.74031
1.18379E-03	5.80087
1.18383E-03	5.86413
1.18383E-03	5.91345
1.18386E-03	6.07476
1.18390E-03	6.11277
1.18393E-03	6.31948
1.18395E-03	6.34142
1.18398E-03	6.60339
1.18402E-03	6.93552
1.18407E-03	6.9792
1.18410E-03	7.18777
1.18411E-03	7.42149
1.18415E-03	7.45768
1.18422E-03	7.75873
1.18424E-03	8.0925
1.18429E-03	8.13598
1.18435E-03	8.45949
1.18439E-03	8.55581
1.18442E-03	8.86271
1.18448E-03	9.02195
1.18455E-03	9.21917
1.18458E-03	9.54021
1.18463E-03	9.66412
1.18473E-03	10.1143
1.18480E-03	10.1484
1.18487E-03	10.6794
1.18494E-03	10.7529
1.18501E-03	11.2589
1.18508E-03	11.461
1.18515E-03	11.8886
1.18522E-03	12.2438
1.18525E-03	12.5722
1.18527E-03	13.1079
1.18532E-03	13.3137
1.18537E-03	14.0608
1.18541E-03	14.1171
1.18546E-03	14.9931
1.18550E-03	15.1145
1.18554E-03	15.9445
1.18558E-03	16.2741
1.18561E-03	16.691
1.18564E-03	17.5481
1.18568E-03	17.6032
1.18571E-03	18.4749
1.18574E-03	19.073
1.18575E-03	19.4508
1.18576E-03	20.4873
1.18579E-03	20.6874
1.18582E-03	21.5984
1.18584E-03	22.4634
1.18587E-03	22.7665
1.18590E-03	24.0121
1.18592E-03	24.4135
1.18595E-03	25.564
1.18598E-03	26.5517
1.18601E-03	27.465
1.18603E-03	28.8852
1.18605E-03	29.5131
1.18606E-03	31.4304
1.18609E-03	31.717
1.18611E-03	33.7892
1.18614E-03	34.211
1.18617E-03	36.6524
1.18619E-03	37.235
1.18621E-03	39.7599
1.18624E-03	41.0234
1.18627E-03	42.7197
1.18628E-03	44.4711
1.18630E-03	45.6848
1.18633E-03	48.1864
1.18635E-03	48.8358
1.18638E-03	51.9545
1.18641E-03	52.1852
1.18644E-03	56.7279
1.18644E-03	61.3648
1.18647E-03	61.8979
1.18649E-03	66.3333
1.18652E-03	68.0473
1.18653E-03	70.6585
1.18656E-03	74.0146
1.18660E-03	75.7206
1.18664E-03	80.4068
1.18665E-03	81.6243
1.18669E-03	88.0373
1.18673E-03	89.1889
1.18675E-03	95.4682
1.18677E-03	97.7897
1.18683E-03	104.663
1.18684E-03	105.985
1.18688E-03	112.803
1.18693E-03	116.311
1.18695E-03	121.388
1.18701E-03	128.109
1.18713E-03	131.965
1.18718E-03	140.702
1.18723E-03	142.756
1.18726E-03	155.006
1.18733E-03	157.616
1.18739E-03	169.308
1.18742E-03	175.796
1.18744E-03	186.331
1.18750E-03	200.132
1.18755E-03	204.21
1.18760E-03	225.152
1.18761E-03	231.598
1.18766E-03	248.153
1.18770E-03	265.123
1.18773E-03	280.112
1.18776E-03	329.697
1.18781E-03	371.301
1.18784E-03	403.787
1.18786E-03	413.715
1.18792E-03	444.079
1.18793E-03	470.929
1.18798E-03	491.999
1.18800E-03	510.153
1.18803E-03	525.008
1.18809E-03	535.553
1.18810E-03	536.181
1.18816E-03	543.559
1.18820E-03	543.914
1.18824E-03	546.049
1.18832E-03	546.852
1.18846E-03	546.974
1.18853E-03	546.42
1.18859E-03	544.077
1.18864E-03	542.25
1.18868E-03	537.276
1.18869E-03	534.171
1.18873E-03	526.695
1.18877E-03	522.39
1.18880E-03	512.598
1.18884E-03	507.196
1.18887E-03	495.319
1.18891E-03	488.921
1.18891E-03	472.517
1.18895E-03	471.792
1.18898E-03	448.121
1.18901E-03	441.733
1.18905E-03	421.779
1.18908E-03	403.63
1.18910E-03	375.024
1.18911E-03	308.793
1.18915E-03	279.121
1.18917E-03	274.83
1.18919E-03	250.75
1.18921E-03	243.623
1.18924E-03	229.732
1.18926E-03	219.105
1.18927E-03	212.532
1.18928E-03	198.376
1.18930E-03	196.164
1.18933E-03	180.721
1.18936E-03	179.06
1.18939E-03	166.254
1.18941E-03	161.202
1.18944E-03	157.098
1.18944E-03	146.217
1.18947E-03	144.812
1.18950E-03	136.018
1.18952E-03	134.71
1.18955E-03	126.531
1.18958E-03	121.673
1.18961E-03	117.597
1.18964E-03	112.686
1.18965E-03	109.309
1.18966E-03	104.369
1.18969E-03	101.62
1.18972E-03	96.6712
1.18975E-03	96.2076
1.18977E-03	91.1525
1.18980E-03	89.6284
1.18984E-03	86.1356
1.18987E-03	83.1661
1.18990E-03	80.9513
1.18994E-03	77.2426
1.18997E-03	76.1353
1.19000E-03	71.8323
1.19004E-03	71.6696
1.19007E-03	67.5664
1.19010E-03	66.9273
1.19013E-03	63.779
1.19015E-03	62.4721
1.19019E-03	60.2879
1.19024E-03	57.9401
1.19028E-03	57.0546
1.19033E-03	54.0815
1.19039E-03	53.6734
1.19046E-03	51.3756
1.19052E-03	49.9054
1.19061E-03	48.8704
1.19070E-03	47.0977
1.19080E-03	46.5615
1.19089E-03	45.2556
1.19090E-03	43.6077
1.19101E-03	43.5168
1.19113E-03	41.9395
1.19125E-03	41.0089
1.19138E-03	40.4543
1.19153E-03	39.0784
1.19159E-03	38.7091
1.19167E-03	37.8201
1.19182E-03	36.6318
1.19201E-03	36.0573
1.19219E-03	35.5312
1.19228E-03	34.515
1.19238E-03	33.8049
1.19257E-03	33.5545
1.19276E-03	32.6832
1.19303E-03	31.8864
1.19325E-03	31.8433
1.19328E-03	31.0934
1.19355E-03	30.3667
1.19385E-03	30.2499
1.19414E-03	29.392
1.19429E-03	28.8433
1.19444E-03	28.595
1.19474E-03	27.8786
1.19504E-03	27.1877
1.19534E-03	27.0762
1.19577E-03	26.5808
1.19603E-03	26.0059
1.19620E-03	25.6343
1.19664E-03	25.4675
1.19707E-03	24.9825
1.19751E-03	24.4361
1.19777E-03	24.2947
1.19794E-03	23.6841
1.19837E-03	23.4222
1.19881E-03	23.1279
1.19941E-03	22.6162
1.20002E-03	22.2851
1.20062E-03	22.1369
1.20123E-03	21.7052
1.20131E-03	21.332
1.20183E-03	21.2265
1.20274E-03	20.7959
1.20364E-03	20.5161
1.20450E-03	20.391
1.20479E-03	20.0249
1.20537E-03	19.549
1.20652E-03	19.4827
1.20766E-03	19.1317
1.20881E-03	18.7324
1.20996E-03	18.6208
1.21111E-03	18.3717
1.21168E-03	18.0306
1.21283E-03	17.8875
1.21456E-03	17.63
1.21628E-03	17.253
1.21800E-03	16.9238
1.21858E-03	16.6015
1.22030E-03	16.5312
1.22202E-03	16.3133
1.22375E-03	16.0385
1.22547E-03	15.9185
1.22719E-03	15.7877
1.22892E-03	15.5565
1.23007E-03	15.279
1.23064E-03	15.155
1.23236E-03	15.0263
1.23409E-03	14.7945
1.23581E-03	14.608
1.23699E-03	14.5723
1.23755E-03	14.3793
1.23931E-03	14.1893
1.24108E-03	14.0019
1.24167E-03	13.9346
1.24285E-03	13.8351
1.24403E-03	13.6389
1.24520E-03	13.4457
1.24638E-03	13.3913
1.24653E-03	13.2746
1.24771E-03	13.1137
1.24903E-03	12.9548
1.25028E-03	12.9324
1.25036E-03	12.8158
1.25135E-03	12.6814
1.25227E-03	12.5485
1.25279E-03	12.4049
1.25345E-03	12.2632
1.25433E-03	12.1233
1.25522E-03	12.0771
1.25610E-03	11.9999
1.25698E-03	11.8854
1.25757E-03	11.7721
1.25787E-03	11.6972
1.25875E-03	11.6661
1.25963E-03	11.5736
1.25993E-03	11.4517
1.26052E-03	11.3311
1.26140E-03	11.2913
1.26170E-03	11.2249
1.26199E-03	11.1263
1.26258E-03	11.0286
1.26317E-03	10.9963
1.26346E-03	10.9422
1.26376E-03	10.8617
1.26435E-03	10.7819
1.26464E-03	10.6763
1.26494E-03	10.5912
1.26552E-03	10.5069
1.26582E-03	10.4233
1.26604E-03	10.3403
1.26648E-03	10.2732
1.26692E-03	10.2065
1.26700E-03	10.1402
1.26737E-03	10.0796
1.26781E-03	10.0559
1.26818E-03	9.98195
1.26825E-03	9.90852
1.26869E-03	9.86564
1.26913E-03	9.84071
1.26928E-03	9.78067
1.26952E-03	9.72095
1.27002E-03	9.66153
1.27035E-03	9.60237
1.27068E-03	9.54803
1.27075E-03	9.49396
1.27101E-03	9.41328
1.27134E-03	9.36708
1.27145E-03	9.33968
1.27167E-03	9.27546
1.27200E-03	9.21154
1.27211E-03	9.14211
1.27239E-03	9.08831
1.27278E-03	9.07616
1.27303E-03	9.0217
1.27327E-03	8.96744
1.27329E-03	8.89535
1.27355E-03	8.83248
1.27377E-03	8.79963
1.27381E-03	8.77518
1.27406E-03	8.70694
1.27432E-03	8.63892
1.27440E-03	8.5759
1.27462E-03	8.56623
1.27484E-03	8.50088
1.27487E-03	8.42756
1.27506E-03	8.35441
1.27528E-03	8.28139
1.27550E-03	8.27329
1.27552E-03	8.21826
1.27572E-03	8.13587
1.27591E-03	8.05363
1.27616E-03	7.97152
1.27620E-03	7.88952
1.27633E-03	7.83492
1.27649E-03	7.80927
1.27666E-03	7.70677
1.27672E-03	7.68117
1.27683E-03	7.60445
1.27688E-03	7.5278
1.27699E-03	7.44579
1.27702E-03	7.36387
1.27713E-03	7.27121
1.27716E-03	7.20183
1.27723E-03	7.17874
1.27730E-03	7.12736
1.27736E-03	7.05042
1.27738E-03	6.97364
1.27745E-03	6.90982
1.27750E-03	6.8886
1.27752E-03	6.84041
1.27759E-03	6.79235
1.27764E-03	6.7444
1.27765E-03	6.6966
1.27771E-03	6.64093
1.27776E-03	6.58548
1.27777E-03	6.54408
1.27781E-03	6.50286
1.27785E-03	6.47554
1.27789E-03	6.45868
1.27793E-03	6.42513
1.27795E-03	6.39174
1.27796E-03	6.35855
1.27800E-03	6.32921
1.27802E-03	6.30368
1.27806E-03	6.29102
1.27810E-03	6.27532
1.27810E-03	6.24414
1.27814E-03	6.21326
1.27816E-03	6.18272
1.27819E-03	6.16764
1.27823E-03	6.15803
1.27826E-03	6.12947
1.27826E-03	6.10126
1.27830E-03	6.07385
1.27833E-03	6.04711
1.27837E-03	6.0296
1.27840E-03	6.02099
1.27840E-03	6.00923
1.27844E-03	5.98604
1.27847E-03	5.96324
1.27849E-03	5.94092
1.27851E-03	5.92166
1.27853E-03	5.90538
1.27856E-03	5.89744
1.27858E-03	5.88678
1.27860E-03	5.86594
1.27862E-03	5.84567
1.27865E-03	5.82606
1.27868E-03	5.81663
1.27872E-03	5.80419
1.27874E-03	5.78021
1.27875E-03	5.75989
1.27879E-03	5.74303
1.27882E-03	5.73504
1.27886E-03	5.72386
1.27886E-03	5.70252
1.27890E-03	5.68239
1.27893E-03	5.66822
1.27895E-03	5.65498
1.27897E-03	5.63615
1.27900E-03	5.61857
1.27903E-03	5.60767
1.27907E-03	5.59462
1.27907E-03	5.58309
1.27910E-03	5.58011
1.27914E-03	5.56866
1.27917E-03	5.55772
1.27917E-03	5.54832
1.27921E-03	5.54078
1.27926E-03	5.53715
1.27928E-03	5.53377
1.27930E-03	5.52801
1.27934E-03	5.52373
1.27939E-03	5.5212
1.27943E-03	5.52073
1.27948E-03	5.52325
1.27950E-03	5.52707
1.27952E-03	5.53116
1.27957E-03	5.53195
1.27957E-03	5.53687
1.27961E-03	5.54442
1.27965E-03	5.55497
1.27968E-03	5.56896
1.27972E-03	5.58687
1.27972E-03	5.60926
1.27976E-03	5.63677
1.27979E-03	5.66119
1.27981E-03	5.68921
1.27985E-03	5.72121
1.27987E-03	5.75758
1.27990E-03	5.79875
1.27994E-03	5.84519
1.27998E-03	5.8974
1.28001E-03	5.94774
1.28003E-03	6.01677
1.28007E-03	6.09431
1.28009E-03	6.1812
1.28012E-03	6.27829
1.28016E-03	6.38654
1.28021E-03	6.4618
1.28022E-03	6.50875
1.28025E-03	6.64717
1.28027E-03	6.79993
1.28029E-03	6.96825
1.28032E-03	7.13022
1.28033E-03	7.15413
1.28035E-03	7.3636
1.28038E-03	7.59257
1.28041E-03	7.84246
1.28044E-03	8.00416
1.28044E-03	8.11781
1.28047E-03	8.42157
1.28049E-03	8.69765
1.28050E-03	8.84085
1.28053E-03	9.06704
1.28055E-03	9.47064
1.28056E-03	9.90639
1.28059E-03	10.1341
1.28060E-03	10.3821
1.28062E-03	10.8991
1.28065E-03	11.3025
1.28066E-03	11.4572
1.28068E-03	12.0635
1.28071E-03	12.7109
1.28071E-03	12.8154
1.28074E-03	13.4119
1.28076E-03	14.1363
1.28077E-03	14.1593
1.28079E-03	14.8646
1.28081E-03	15.6359
1.28082E-03	15.7927
1.28084E-03	16.7905
1.28085E-03	17.3183
1.28088E-03	17.8545
1.28088E-03	18.9858
1.28091E-03	19.1843
1.28092E-03	20.1915
1.28094E-03	21.2607
1.28095E-03	22.1286
1.28097E-03	23.5174
1.28099E-03	24.1434
1.28100E-03	25.9628
1.28103E-03	26.1304
1.28103E-03	28.6102
1.28106E-03	28.9695
1.28106E-03	32.0039
1.28109E-03	32.0436
1.28110E-03	35.2194
1.28112E-03	35.3452
1.28114E-03	38.8209
1.28115E-03	40.3197
1.28117E-03	42.3913
1.28118E-03	46.7079
1.28121E-03	51.7369
1.28121E-03	52.0987
1.28124E-03	57.3506
1.28125E-03	61.6345
1.28127E-03	65.2694
1.28128E-03	66.351
1.28129E-03	68.4846
1.28132E-03	70.8711
1.28132E-03	71.05
1.28135E-03	72.9037
1.28136E-03	73.664
1.28139E-03	74.3328
1.28140E-03	75.2156
1.28143E-03	75.3062
1.28144E-03	75.7494
1.28148E-03	75.7839
1.28149E-03	75.7974
1.28152E-03	75.5819
1.28153E-03	75.3451
1.28156E-03	74.6954
1.28157E-03	74.4201
1.28160E-03	73.1602
1.28163E-03	73.0457
1.28164E-03	72.0674
1.28168E-03	71.707
1.28168E-03	69.9062
1.28172E-03	69.1385
1.28174E-03	66.6292
1.28176E-03	66.4997
1.28180E-03	62.9359
1.28181E-03	62.3204
1.28186E-03	58.2249
1.28187E-03	57.5639
1.28193E-03	52.5198
1.28195E-03	47.4125
1.28199E-03	44.7494
1.28203E-03	40.873
1.28208E-03	36.6824
1.28222E-03	33.3798
1.28230E-03	30.706
1.28237E-03	29.4431
1.28239E-03	28.4435
1.28246E-03	26.3257
1.28248E-03	24.9879
1.28253E-03	24.7749
1.28255E-03	23.7258
1.28259E-03	22.5263
1.28261E-03	21.3853
1.28265E-03	20.8453
1.28266E-03	20.197
1.28271E-03	19.277
1.28272E-03	18.4031
1.28276E-03	17.5895
1.28279E-03	16.8194
1.28282E-03	16.3339
1.28285E-03	16.0962
1.28289E-03	15.4234
1.28290E-03	14.7891
1.28292E-03	14.59
1.28296E-03	14.2013
1.28297E-03	13.6533
1.28302E-03	13.1386
1.28303E-03	12.7398
1.28308E-03	12.3626
1.28310E-03	12.0058
1.28313E-03	11.6683
1.28315E-03	11.5771
1.28319E-03	11.3588
1.28321E-03	11.0704
1.28325E-03	10.7984
1.28327E-03	10.5416
1.28331E-03	10.4031
1.28333E-03	10.3041
1.28339E-03	10.0866
1.28342E-03	9.88166
1.28348E-03	9.68852
1.28351E-03	9.53236
1.28362E-03	9.50767
1.28363E-03	9.34503
1.28378E-03	9.19189
1.28383E-03	9.04757
1.28387E-03	8.91614
1.28392E-03	8.89311
1.28392E-03	8.79842
1.28398E-03	8.68876
1.28401E-03	8.58514
1.28404E-03	8.48711
1.28409E-03	8.39425
1.28411E-03	8.30615
1.28415E-03	8.29686
1.28416E-03	8.22863
1.28420E-03	8.13252
1.28423E-03	8.04284
1.28424E-03	7.95889
1.28428E-03	7.89758
1.28428E-03	7.88181
1.28432E-03	7.81538
1.28433E-03	7.753
1.28436E-03	7.69421
1.28438E-03	7.63862
1.28440E-03	7.58585
1.28444E-03	7.51666
1.28445E-03	7.51405
1.28449E-03	7.46849
1.28449E-03	7.42315
1.28453E-03	7.38
1.28454E-03	7.32537
1.28457E-03	7.27355
1.28459E-03	7.27002
1.28461E-03	7.2311
1.28464E-03	7.19116
1.28465E-03	7.15287
1.28469E-03	7.09799
1.28469E-03	7.04562
1.28473E-03	6.99524
1.28474E-03	6.98596
1.28477E-03	6.95333
1.28480E-03	6.91438
1.28481E-03	6.87126
1.28485E-03	6.8191
1.28485E-03	6.79214
1.28488E-03	6.77242
1.28491E-03	6.73149
1.28492E-03	6.69171
1.28496E-03	6.65291
1.28501E-03	6.60249
1.28502E-03	6.59266
1.28506E-03	6.5609
1.28507E-03	6.52228
1.28511E-03	6.48458
1.28513E-03	6.44584
1.28516E-03	6.40786
1.28518E-03	6.36884
1.28521E-03	6.36028
1.28526E-03	6.32128
1.28526E-03	6.28309
1.28531E-03	6.24558
1.28533E-03	6.20866
1.28536E-03	6.17225
1.28540E-03	6.16455
1.28541E-03	6.13547
