MeV	"I-127(N,EL)I-127-L0"
9.49330E-05	5.20666
9.55926E-05	5.06289
9.62522E-05	4.94789
9.72415E-05	4.81079
9.82705E-05	4.69793
9.93091E-05	4.60421
1.00710E-04	4.49917
1.02846E-04	4.3695
1.05769E-04	4.22718
1.10309E-04	4.04613
1.19946E-04	3.70143
1.23354E-04	3.56345
1.25895E-04	3.4427
1.28097E-04	3.31648
1.29498E-04	3.21966
1.30898E-04	3.1033
1.31896E-04	3.0033
1.32579E-04	2.92362
1.33216E-04	2.83844
1.33889E-04	2.73416
1.34512E-04	2.6205
1.35058E-04	2.50205
1.35507E-04	2.38915
1.35864E-04	2.28646
1.36221E-04	2.17012
1.36503E-04	2.06684
1.36785E-04	1.95224
1.36974E-04	1.86913
1.37270E-04	1.72737
1.37795E-04	1.45783
1.37909E-04	1.40342
1.38023E-04	1.35608
1.38108E-04	1.32848
1.38172E-04	1.31456
1.38236E-04	1.30878
1.38279E-04	1.31086
1.38322E-04	1.31898
1.38365E-04	1.33454
1.38401E-04	1.35469
1.38436E-04	1.38271
1.38472E-04	1.42027
1.38499E-04	1.45597
1.38526E-04	1.49933
1.38553E-04	1.55168
1.38580E-04	1.61466
1.38607E-04	1.69027
1.38625E-04	1.74888
1.38643E-04	1.81506
1.38663E-04	1.90064
1.38680E-04	1.98224
1.38698E-04	2.07403
1.38715E-04	2.17741
1.38732E-04	2.29394
1.38749E-04	2.42547
1.38766E-04	2.5741
1.38783E-04	2.74228
1.38800E-04	2.9328
1.38812E-04	3.07379
1.38823E-04	3.2272
1.38839E-04	3.46507
1.38853E-04	3.69284
1.38866E-04	3.94529
1.38880E-04	4.22517
1.38894E-04	4.53557
1.38907E-04	4.87979
1.38921E-04	5.26162
1.38935E-04	5.68501
1.38948E-04	6.15441
1.38962E-04	6.67455
1.38976E-04	7.25068
1.38987E-04	7.77753
1.38997E-04	8.2911
1.39008E-04	8.84463
1.39018E-04	9.44109
1.39028E-04	10.0832
1.39038E-04	10.774
1.39049E-04	11.5168
1.39059E-04	12.3147
1.39069E-04	13.1711
1.39079E-04	14.0895
1.39090E-04	15.0732
1.39101E-04	16.2478
1.39113E-04	17.5126
1.39124E-04	18.8729
1.39135E-04	20.3336
1.39147E-04	21.9002
1.39158E-04	23.5773
1.39170E-04	25.37
1.39181E-04	27.2829
1.39196E-04	30.0647
1.39212E-04	33.0843
1.39227E-04	36.3511
1.39243E-04	39.8727
1.39258E-04	43.6555
1.39272E-04	47.3327
1.39290E-04	52.3149
1.39308E-04	57.6512
1.39325E-04	63.3349
1.39342E-04	68.958
1.39365E-04	77.2761
1.39388E-04	86.0784
1.39418E-04	97.8733
1.39480E-04	123.707
1.39528E-04	143.21
1.39559E-04	155.13
1.39586E-04	164.73
1.39613E-04	173.202
1.39641E-04	180.308
1.39659E-04	184.187
1.39678E-04	187.458
1.39704E-04	190.501
1.39725E-04	191.747
1.39738E-04	191.99
1.39759E-04	191.495
1.39778E-04	190.04
1.39798E-04	187.658
1.39818E-04	184.481
1.39843E-04	179.115
1.39871E-04	172.042
1.39900E-04	163.24
1.39933E-04	152.152
1.39978E-04	135.466
1.40051E-04	108.186
1.40084E-04	96.3651
1.40109E-04	88.2462
1.40133E-04	80.5941
1.40157E-04	73.4558
1.40179E-04	67.5175
1.40200E-04	62.0234
1.40222E-04	56.9724
1.40244E-04	52.3563
1.40260E-04	49.1702
1.40276E-04	46.2122
1.40292E-04	43.4726
1.40309E-04	40.9408
1.40325E-04	38.6055
1.40342E-04	36.3831
1.40359E-04	34.3127
1.40376E-04	32.4201
1.40393E-04	30.6913
1.40410E-04	29.1136
1.40421E-04	28.1393
1.40444E-04	26.3603
1.40467E-04	24.7853
1.40490E-04	23.3892
1.40513E-04	22.1495
1.40535E-04	21.0459
1.40558E-04	20.0607
1.40581E-04	19.1783
1.40604E-04	18.385
1.40638E-04	17.3367
1.40672E-04	16.4299
1.40706E-04	15.6568
1.40737E-04	15.0069
1.40779E-04	14.2445
1.40822E-04	13.5791
1.40864E-04	12.9926
1.40906E-04	12.4711
1.40969E-04	11.7882
1.41033E-04	11.201
1.41090E-04	10.738
1.41147E-04	10.3264
1.41232E-04	9.78803
1.41318E-04	9.32623
1.41403E-04	8.92572
1.41489E-04	8.57506
1.41603E-04	8.17019
1.41717E-04	7.82295
1.41831E-04	7.52186
1.41988E-04	7.16773
1.42116E-04	6.91924
1.42287E-04	6.63345
1.42458E-04	6.38908
1.42629E-04	6.17757
1.42826E-04	5.96623
1.43023E-04	5.78298
1.43319E-04	5.5492
1.43561E-04	5.38666
1.43848E-04	5.21949
1.44277E-04	5.00677
1.45360E-04	4.55086
1.45501E-04	4.51234
1.45557E-04	4.50827
1.45666E-04	4.52357
1.45941E-04	4.62949
1.46037E-04	4.64327
1.46144E-04	4.63014
1.46361E-04	4.54878
1.46596E-04	4.45882
1.46900E-04	4.37443
1.47398E-04	4.27065
1.48182E-04	4.14027
1.49403E-04	3.97611
1.50717E-04	3.82871
1.52742E-04	3.63157
1.57303E-04	3.21596
1.59208E-04	3.02435
1.60132E-04	2.92324
1.63100E-04	2.57256
1.63697E-04	2.51388
1.64087E-04	2.48731
1.64347E-04	2.4786
1.64477E-04	2.47805
1.64722E-04	2.48623
1.64967E-04	2.51042
1.65150E-04	2.5429
1.65334E-04	2.59187
1.65456E-04	2.63622
1.65609E-04	2.70835
1.65724E-04	2.77745
1.65839E-04	2.86238
1.65954E-04	2.96654
1.66068E-04	3.09421
1.66145E-04	3.19502
1.66221E-04	3.31065
1.66298E-04	3.44344
1.66374E-04	3.59619
1.66451E-04	3.7723
1.66527E-04	3.97582
1.66585E-04	4.1494
1.66642E-04	4.34368
1.66707E-04	4.59262
1.66761E-04	4.82402
1.66814E-04	5.08285
1.66868E-04	5.37315
1.66921E-04	5.69966
1.66975E-04	6.06808
1.67015E-04	6.37597
1.67055E-04	6.71465
1.67095E-04	7.0881
1.67127E-04	7.41092
1.67164E-04	7.81846
1.67201E-04	8.26715
1.67237E-04	8.76251
1.67274E-04	9.31105
1.67311E-04	9.9205
1.67347E-04	10.6001
1.67384E-04	11.3612
1.67418E-04	12.142
1.67448E-04	12.9319
1.67479E-04	13.81
1.67510E-04	14.7903
1.67533E-04	15.6028
1.67556E-04	16.4907
1.67579E-04	17.464
1.67601E-04	18.5339
1.67624E-04	19.7138
1.67647E-04	21.0191
1.67666E-04	22.1657
1.67684E-04	23.4145
1.67702E-04	24.7773
1.67721E-04	26.2673
1.67739E-04	27.8995
1.67758E-04	29.6906
1.67776E-04	31.6591
1.67794E-04	33.8256
1.67813E-04	36.2134
1.67831E-04	38.8475
1.67843E-04	40.754
1.67862E-04	43.8621
1.67880E-04	47.2967
1.67898E-04	51.0931
1.67917E-04	55.2886
1.67930E-04	58.722
1.67944E-04	62.4205
1.67958E-04	66.4031
1.67972E-04	70.6891
1.67985E-04	75.2991
1.67998E-04	79.6852
1.68013E-04	85.5732
1.68028E-04	91.9384
1.68044E-04	98.8104
1.68059E-04	106.218
1.68074E-04	114.191
1.68090E-04	122.757
1.68105E-04	131.941
1.68119E-04	141.161
1.68139E-04	155.105
1.68160E-04	170.253
1.68180E-04	186.638
1.68200E-04	204.281
1.68220E-04	223.187
1.68242E-04	245.24
1.68264E-04	268.739
1.68286E-04	293.612
1.68318E-04	331.74
1.68357E-04	381.606
1.68470E-04	531.442
1.68499E-04	568.494
1.68529E-04	603.089
1.68558E-04	634.381
1.68585E-04	659.476
1.68609E-04	678.823
1.68636E-04	695.511
1.68664E-04	708.247
1.68689E-04	714.931
1.68713E-04	716.964
1.68736E-04	715.089
1.68762E-04	708.271
1.68785E-04	698.392
1.68808E-04	685.046
1.68837E-04	663.302
1.68866E-04	636.923
1.68901E-04	601.272
1.68935E-04	561.595
1.68984E-04	500.545
1.69062E-04	400.495
1.69099E-04	355.628
1.69132E-04	317.151
1.69161E-04	286.75
1.69182E-04	265.329
1.69203E-04	245.153
1.69224E-04	226.254
1.69244E-04	209.376
1.69264E-04	193.666
1.69284E-04	179.1
1.69305E-04	165.645
1.69325E-04	153.258
1.69345E-04	141.889
1.69365E-04	131.484
1.69385E-04	121.983
1.69406E-04	113.137
1.69427E-04	105.108
1.69447E-04	97.8311
1.69468E-04	91.2424
1.69489E-04	85.2802
1.69509E-04	79.8868
1.69530E-04	75.0072
1.69551E-04	70.5909
1.69571E-04	66.5901
1.69592E-04	62.9623
1.69613E-04	59.5515
1.69636E-04	56.25
1.69659E-04	53.2709
1.69682E-04	50.5759
1.69698E-04	48.92
1.69728E-04	45.9062
1.69759E-04	43.238
1.69789E-04	40.8631
1.69820E-04	38.7377
1.69851E-04	36.8257
1.69890E-04	34.6104
1.69930E-04	32.6521
1.69970E-04	30.9086
1.70010E-04	29.3465
1.70049E-04	27.9388
1.70089E-04	26.6638
1.70129E-04	25.5038
1.70169E-04	24.4439
1.70230E-04	22.9813
1.70291E-04	21.6913
1.70352E-04	20.5456
1.70414E-04	19.522
1.70475E-04	18.6023
1.70536E-04	17.772
1.70597E-04	17.019
1.70658E-04	16.3334
1.70735E-04	15.5585
1.70811E-04	14.8623
1.70888E-04	14.2338
1.71003E-04	13.3984
1.71117E-04	12.6705
1.71232E-04	12.031
1.71347E-04	11.4651
1.71462E-04	10.9609
1.71576E-04	10.509
1.71729E-04	9.97439
1.71882E-04	9.5044
1.72064E-04	9.01442
1.72246E-04	8.58407
1.72427E-04	8.20127
1.72609E-04	7.8562
1.72884E-04	7.38586
1.73542E-04	6.34445
1.73646E-04	6.20807
1.73729E-04	6.14255
1.73759E-04	6.1331
1.73821E-04	6.14498
1.73872E-04	6.19107
1.73923E-04	6.27241
1.73985E-04	6.4133
1.74058E-04	6.63252
1.74203E-04	7.10521
1.74259E-04	7.25248
1.74308E-04	7.34649
1.74357E-04	7.40223
1.74406E-04	7.41781
1.74465E-04	7.38562
1.74529E-04	7.29828
1.74616E-04	7.12015
1.74794E-04	6.70335
1.74904E-04	6.48175
1.74998E-04	6.3276
1.75115E-04	6.17369
1.75271E-04	6.0128
1.75489E-04	5.83579
1.75707E-04	5.68927
1.76046E-04	5.49534
1.76435E-04	5.30387
1.77234E-04	4.94306
1.77626E-04	4.72979
1.77759E-04	4.67019
1.77850E-04	4.65389
1.77941E-04	4.6689
1.78021E-04	4.71066
1.78143E-04	4.81437
1.78292E-04	4.95136
1.78388E-04	5.00695
1.78475E-04	5.02174
1.78574E-04	5.00049
1.78707E-04	4.93132
1.78979E-04	4.76988
1.79151E-04	4.69156
1.79468E-04	4.58281
1.79921E-04	4.46118
1.80374E-04	4.35672
1.81341E-04	4.16135
1.82307E-04	3.9855
1.86006E-04	3.35075
1.87056E-04	3.15601
1.88106E-04	2.9449
1.89040E-04	2.74009
1.90849E-04	2.31041
1.91286E-04	2.21705
1.91607E-04	2.16285
1.91782E-04	2.14212
1.92001E-04	2.1295
1.92045E-04	2.12926
1.92213E-04	2.1374
1.92333E-04	2.15409
1.92453E-04	2.18241
1.92574E-04	2.22528
1.92654E-04	2.26373
1.92734E-04	2.31165
1.92811E-04	2.3677
1.92884E-04	2.432
1.92957E-04	2.50872
1.93030E-04	2.59991
1.93102E-04	2.70803
1.93175E-04	2.83606
1.93230E-04	2.94728
1.93285E-04	3.0735
1.93340E-04	3.21685
1.93383E-04	3.3455
1.93434E-04	3.51339
1.93485E-04	3.70304
1.93536E-04	3.9176
1.93588E-04	4.16085
1.93626E-04	4.36477
1.93664E-04	4.58953
1.93702E-04	4.83768
1.93741E-04	5.11215
1.93784E-04	5.45631
1.93819E-04	5.76799
1.93854E-04	6.11199
1.93889E-04	6.4926
1.93924E-04	6.91486
1.93959E-04	7.38477
1.93994E-04	7.90948
1.94020E-04	8.34411
1.94046E-04	8.81867
1.94075E-04	9.39899
1.94105E-04	10.0429
1.94134E-04	10.7602
1.94156E-04	11.3532
1.94178E-04	11.9996
1.94199E-04	12.706
1.94221E-04	13.4801
1.94243E-04	14.3307
1.94265E-04	15.2677
1.94280E-04	15.9461
1.94303E-04	17.132
1.94321E-04	18.112
1.94338E-04	19.179
1.94356E-04	20.3426
1.94373E-04	21.6133
1.94391E-04	23.0034
1.94408E-04	24.5256
1.94426E-04	26.1946
1.94443E-04	28.0263
1.94461E-04	30.0385
1.94477E-04	32.0578
1.94492E-04	34.1568
1.94507E-04	36.4381
1.94523E-04	38.9187
1.94538E-04	41.6151
1.94553E-04	44.5462
1.94569E-04	47.7315
1.94584E-04	51.1917
1.94599E-04	54.9482
1.94614E-04	59.0239
1.94630E-04	63.4419
1.94646E-04	68.4651
1.94662E-04	73.9197
1.94678E-04	79.8357
1.94694E-04	86.2422
1.94710E-04	93.17
1.94726E-04	100.648
1.94742E-04	108.705
1.94758E-04	117.37
1.94772E-04	125.624
1.94787E-04	134.398
1.94808E-04	148.572
1.94830E-04	164.001
1.94851E-04	180.72
1.94873E-04	198.75
1.94891E-04	215.256
1.94915E-04	238.756
1.94940E-04	263.915
1.94964E-04	290.647
1.94992E-04	321.924
1.95023E-04	360.151
1.95073E-04	424.056
1.95157E-04	532.639
1.95199E-04	583.593
1.95227E-04	614.88
1.95253E-04	641.047
1.95288E-04	672.013
1.95311E-04	689.176
1.95335E-04	703.244
1.95359E-04	714.454
1.95384E-04	721.833
1.95409E-04	725.292
1.95416E-04	725.525
1.95444E-04	723.051
1.95470E-04	716.382
1.95495E-04	705.66
1.95526E-04	687.453
1.95554E-04	666.518
1.95584E-04	639.661
1.95617E-04	606.675
1.95652E-04	567.719
1.95708E-04	500.577
1.95790E-04	400.578
1.95831E-04	352.968
1.95860E-04	320.805
1.95889E-04	290.504
1.95918E-04	262.262
1.95938E-04	244.296
1.95958E-04	227.358
1.95978E-04	211.453
1.95998E-04	196.575
1.96017E-04	182.707
1.96037E-04	169.822
1.96057E-04	157.889
1.96077E-04	146.868
1.96097E-04	136.786
1.96116E-04	127.515
1.96136E-04	119.005
1.96156E-04	111.208
1.96175E-04	104.075
1.96195E-04	97.5568
1.96215E-04	91.6058
1.96234E-04	86.1765
1.96254E-04	81.2239
1.96274E-04	76.7073
1.96294E-04	72.4414
1.96316E-04	68.2974
1.96338E-04	64.5496
1.96360E-04	61.1558
1.96382E-04	58.0777
1.96404E-04	55.2808
1.96433E-04	51.9356
1.96462E-04	48.9711
1.96491E-04	46.3321
1.96520E-04	43.9721
1.96551E-04	41.7511
1.96582E-04	39.7558
1.96602E-04	38.535
1.96643E-04	36.3197
1.96684E-04	34.3621
1.96725E-04	32.6192
1.96765E-04	31.057
1.96806E-04	29.6482
1.96847E-04	28.371
1.96907E-04	26.7017
1.96967E-04	25.2324
1.97027E-04	23.9292
1.97086E-04	22.7656
1.97146E-04	21.7205
1.97206E-04	20.7769
1.97296E-04	19.5222
1.97362E-04	18.699
1.97435E-04	17.8815
1.97508E-04	17.1429
1.97617E-04	16.1599
1.97727E-04	15.3021
1.97836E-04	14.5475
1.97949E-04	13.8579
1.98070E-04	13.208
1.98190E-04	12.6308
1.98310E-04	12.1151
1.98471E-04	11.5071
1.98624E-04	10.9975
1.98770E-04	10.5654
1.98989E-04	9.99718
1.99207E-04	9.50714
1.99426E-04	9.0798
1.99645E-04	8.70334
1.99864E-04	8.36862
2.00156E-04	7.975
2.00447E-04	7.62974
2.00739E-04	7.32282
2.01195E-04	6.90159
2.01661E-04	6.52601
2.02127E-04	6.18732
2.03521E-04	5.25564
2.03985E-04	4.92526
2.04368E-04	4.62476
2.05006E-04	4.07148
2.05096E-04	4.00677
2.05164E-04	3.9728
2.05232E-04	3.96225
2.05277E-04	3.97648
2.05323E-04	4.01669
2.05350E-04	4.05905
2.05378E-04	4.1188
2.05406E-04	4.20005
2.05434E-04	4.30773
2.05455E-04	4.40936
2.05476E-04	4.53202
2.05497E-04	4.67897
2.05518E-04	4.85381
2.05538E-04	5.0606
2.05557E-04	5.27481
2.05574E-04	5.50477
2.05592E-04	5.76599
2.05609E-04	6.06173
2.05627E-04	6.39535
2.05644E-04	6.77046
2.05662E-04	7.1908
2.05679E-04	7.66028
2.05696E-04	8.18284
2.05714E-04	8.76256
2.05731E-04	9.40345
2.05749E-04	10.1097
2.05766E-04	10.8852
2.05783E-04	11.7338
2.05801E-04	12.659
2.05818E-04	13.6643
2.05836E-04	14.7526
2.05853E-04	15.9264
2.05871E-04	17.1876
2.05888E-04	18.5378
2.05905E-04	19.9773
2.05929E-04	22.0357
2.05952E-04	24.2502
2.05975E-04	26.615
2.05998E-04	29.1212
2.06029E-04	32.6788
2.06068E-04	37.4033
2.06186E-04	52.3362
2.06220E-04	56.3502
2.06250E-04	59.6819
2.06277E-04	62.5368
2.06311E-04	65.5404
2.06339E-04	67.6339
2.06367E-04	69.3593
2.06394E-04	70.52
2.06418E-04	71.2062
2.06446E-04	71.5686
2.06453E-04	71.581
2.06483E-04	71.2927
2.06510E-04	70.5918
2.06536E-04	69.5161
2.06565E-04	67.8522
2.06599E-04	65.4867
2.06634E-04	62.5119
2.06671E-04	58.9676
2.06727E-04	53.1396
2.06817E-04	43.4321
2.06856E-04	39.3559
2.06892E-04	35.8626
2.06926E-04	32.7731
2.06960E-04	29.9313
2.06982E-04	28.1809
2.07005E-04	26.5476
2.07028E-04	25.0307
2.07050E-04	23.628
2.07073E-04	22.3042
2.07097E-04	21.0919
2.07120E-04	19.9855
2.07143E-04	18.9785
2.07166E-04	18.0642
2.07190E-04	17.2357
2.07213E-04	16.486
2.07236E-04	15.8083
2.07262E-04	15.138
2.07287E-04	14.5384
2.07313E-04	14.0018
2.07351E-04	13.2993
2.07389E-04	12.7007
2.07428E-04	12.1877
2.07462E-04	11.7827
2.07506E-04	11.3382
2.07551E-04	10.9558
2.07617E-04	10.4725
2.07683E-04	10.0715
2.07749E-04	9.73182
2.07822E-04	9.41079
2.07909E-04	9.08553
2.07996E-04	8.80788
2.08084E-04	8.56735
2.08200E-04	8.29182
2.08316E-04	8.05668
2.08490E-04	7.76121
2.08664E-04	7.51724
2.08827E-04	7.32431
2.09036E-04	7.11361
2.09349E-04	6.85541
2.09674E-04	6.63981
2.10023E-04	6.45018
2.10487E-04	6.24404
2.10975E-04	6.06788
2.11462E-04	5.92077
2.12252E-04	5.72515
2.13181E-04	5.54072
2.14249E-04	5.36851
2.15456E-04	5.20769
2.17175E-04	5.0182
2.19404E-04	4.81412
2.22947E-04	4.53576
2.26204E-04	4.28509
2.27908E-04	4.13872
2.29612E-04	3.96649
2.30504E-04	3.85886
2.31396E-04	3.73226
2.32208E-04	3.59339
2.32816E-04	3.46798
2.33242E-04	3.3655
2.33688E-04	3.24114
2.34114E-04	3.10165
2.34419E-04	2.98652
2.34723E-04	2.85588
2.35047E-04	2.69721
2.35372E-04	2.51917
2.35676E-04	2.34669
2.35828E-04	2.27321
2.35904E-04	2.24706
2.35980E-04	2.23478
2.36031E-04	2.23888
2.36082E-04	2.25796
2.36120E-04	2.28604
2.36158E-04	2.33024
2.36183E-04	2.3712
2.36206E-04	2.4178
2.36229E-04	2.47537
2.36252E-04	2.54595
2.36274E-04	2.63189
2.36298E-04	2.73883
2.36321E-04	2.8683
2.36337E-04	2.96908
2.36352E-04	3.08302
2.36368E-04	3.21158
2.36383E-04	3.35638
2.36399E-04	3.5192
2.36415E-04	3.70199
2.36430E-04	3.90683
2.36446E-04	4.13601
2.36461E-04	4.39195
2.36477E-04	4.67734
2.36493E-04	4.99495
2.36508E-04	5.34784
2.36524E-04	5.73917
2.36539E-04	6.16134
2.36554E-04	6.62662
2.36569E-04	7.13855
2.36585E-04	7.70071
2.36600E-04	8.31691
2.36615E-04	8.99099
2.36630E-04	9.72696
2.36646E-04	10.5288
2.36661E-04	11.4007
2.36676E-04	12.3467
2.36691E-04	13.3356
2.36704E-04	14.3252
2.36718E-04	15.3843
2.36732E-04	16.5156
2.36750E-04	18.1411
2.36768E-04	19.9059
2.36786E-04	21.8152
2.36805E-04	23.8738
2.36823E-04	26.0853
2.36844E-04	28.8623
2.36863E-04	31.4132
2.36881E-04	34.1212
2.36905E-04	37.974
2.36929E-04	42.0956
2.36960E-04	47.6049
2.36990E-04	53.4729
2.37027E-04	60.9104
2.37075E-04	71.291
2.37157E-04	88.7886
2.37202E-04	98.0264
2.37225E-04	102.33
2.37260E-04	108.515
2.37293E-04	113.392
2.37322E-04	117.072
2.37346E-04	119.568
2.37372E-04	121.563
2.37401E-04	123.093
2.37420E-04	123.637
2.37434E-04	123.796
2.37467E-04	123.378
2.37489E-04	122.479
2.37523E-04	120.187
2.37549E-04	117.742
2.37575E-04	114.746
2.37608E-04	110.313
2.37640E-04	105.233
2.37673E-04	99.6394
2.37726E-04	89.6595
2.37826E-04	70.3855
2.37872E-04	61.9971
2.37908E-04	55.7011
2.37935E-04	51.273
2.37966E-04	46.6775
2.37996E-04	42.4418
2.38017E-04	39.8218
2.38037E-04	37.3646
2.38057E-04	35.0686
2.38077E-04	32.9301
2.38098E-04	30.945
2.38118E-04	29.1072
2.38138E-04	27.4107
2.38159E-04	25.8483
2.38179E-04	24.4128
2.38199E-04	23.0964
2.38219E-04	21.8914
2.38240E-04	20.7898
2.38260E-04	19.7841
2.38286E-04	18.6287
2.38312E-04	17.6021
2.38338E-04	16.6901
2.38363E-04	15.8797
2.38389E-04	15.1588
2.38415E-04	14.5167
2.38450E-04	13.7664
2.38484E-04	13.1186
2.38519E-04	12.5561
2.38561E-04	11.9581
2.38599E-04	11.4977
2.38637E-04	11.0938
2.38688E-04	10.6261
2.38739E-04	10.2231
2.38789E-04	9.87108
2.38865E-04	9.41776
2.38941E-04	9.03355
2.39018E-04	8.70244
2.39094E-04	8.41334
2.39195E-04	8.07964
2.39296E-04	7.7929
2.39418E-04	7.49731
2.39560E-04	7.20453
2.39702E-04	6.95518
2.39844E-04	6.73971
2.40016E-04	6.51377
2.40219E-04	6.28681
2.40422E-04	6.09208
2.40726E-04	5.84467
2.41083E-04	5.60281
2.41440E-04	5.39568
2.42122E-04	5.05116
2.42728E-04	4.75267
2.43052E-04	4.57306
2.43311E-04	4.40442
2.43506E-04	4.25292
2.43603E-04	4.16592
2.43927E-04	3.83842
2.43995E-04	3.78773
2.44047E-04	3.76852
2.44064E-04	3.76733
2.44098E-04	3.77505
2.44132E-04	3.7991
2.44166E-04	3.84331
2.44200E-04	3.91187
2.44226E-04	3.98575
2.44253E-04	4.07964
2.44280E-04	4.19579
2.44307E-04	4.33634
2.44333E-04	4.50332
2.44359E-04	4.68588
2.44383E-04	4.88744
2.44407E-04	5.11437
2.44432E-04	5.36722
2.44456E-04	5.64613
2.44487E-04	6.03643
2.44516E-04	6.44297
2.44545E-04	6.88283
2.44589E-04	7.59718
2.44639E-04	8.48434
2.44742E-04	10.3429
2.44791E-04	11.1839
2.44835E-04	11.8613
2.44873E-04	12.3621
2.44910E-04	12.7707
2.44936E-04	13.0075
2.44975E-04	13.2615
2.45014E-04	13.4019
2.45040E-04	13.4322
2.45079E-04	13.3856
2.45118E-04	13.2354
2.45161E-04	12.9639
2.45211E-04	12.5243
2.45255E-04	12.0655
2.45328E-04	11.2054
2.45425E-04	10.0208
2.45490E-04	9.28651
2.45539E-04	8.78851
2.45587E-04	8.34322
2.45635E-04	7.96157
2.45682E-04	7.63037
2.45730E-04	7.34606
2.45777E-04	7.10379
2.45824E-04	6.89814
2.45881E-04	6.69393
2.45942E-04	6.51319
2.46002E-04	6.36468
2.46083E-04	6.20418
2.46164E-04	6.07481
2.46286E-04	5.92032
2.46408E-04	5.79766
2.46566E-04	5.66935
2.46797E-04	5.523
2.47105E-04	5.37521
2.47429E-04	5.25562
2.47915E-04	5.11787
2.48402E-04	5.01069
2.49050E-04	4.89648
2.49860E-04	4.78193
2.51247E-04	4.62561
2.52979E-04	4.46491
2.56782E-04	4.13483
2.58020E-04	4.00923
2.59070E-04	3.88329
2.59771E-04	3.78362
2.60471E-04	3.66514
2.61075E-04	3.54121
2.61583E-04	3.41483
2.62031E-04	3.28005
2.62322E-04	3.17697
2.62612E-04	3.05802
2.62888E-04	2.92668
2.63164E-04	2.77315
2.63348E-04	2.65617
2.63541E-04	2.51904
2.63953E-04	2.19917
2.64025E-04	2.15386
2.64074E-04	2.13266
2.64122E-04	2.12346
2.64162E-04	2.12919
2.64192E-04	2.14432
2.64221E-04	2.17153
2.64251E-04	2.21398
2.64271E-04	2.2526
2.64291E-04	2.30101
2.64311E-04	2.3607
2.64331E-04	2.43336
2.64350E-04	2.52089
2.64370E-04	2.62538
2.64390E-04	2.74918
2.64405E-04	2.85625
2.64420E-04	2.9768
2.64435E-04	3.11211
2.64449E-04	3.25574
2.64463E-04	3.41089
2.64476E-04	3.58223
2.64490E-04	3.77106
2.64504E-04	3.97868
2.64518E-04	4.20648
2.64532E-04	4.45591
2.64545E-04	4.72848
2.64559E-04	5.02572
2.64573E-04	5.34924
2.64587E-04	5.70063
2.64601E-04	6.08167
2.64614E-04	6.49395
2.64628E-04	6.93923
2.64642E-04	7.41921
2.64656E-04	7.93565
2.64670E-04	8.49022
2.64683E-04	9.08465
2.64697E-04	9.72048
2.64716E-04	10.6356
2.64734E-04	11.6308
2.64753E-04	12.7686
2.64773E-04	14.0022
2.64792E-04	15.3346
2.64811E-04	16.7678
2.64831E-04	18.3035
2.64850E-04	19.9423
2.64870E-04	21.6841
2.64889E-04	23.5274
2.64918E-04	26.4776
2.64947E-04	29.6378
2.64975E-04	32.8745
2.65010E-04	37.1056
2.65051E-04	42.343
2.65146E-04	54.6887
2.65189E-04	60.0914
2.65227E-04	64.4001
2.65261E-04	67.9818
2.65292E-04	70.8583
2.65319E-04	73.0886
2.65350E-04	75.123
2.65377E-04	76.4731
2.65408E-04	77.5331
2.65436E-04	78.0342
2.65458E-04	78.1121
2.65491E-04	77.6979
2.65524E-04	76.7013
2.65549E-04	75.5701
2.65574E-04	74.1393
2.65604E-04	71.9666
2.65635E-04	69.4176
2.65666E-04	66.552
2.65697E-04	63.433
2.65759E-04	56.736
2.65853E-04	46.15
2.65890E-04	42.1666
2.65927E-04	38.3729
2.65965E-04	34.6355
2.65994E-04	32.0276
2.66023E-04	29.5983
2.66052E-04	27.3526
2.66082E-04	25.2913
2.66111E-04	23.4113
2.66140E-04	21.7072
2.66169E-04	20.1707
2.66198E-04	18.7921
2.66227E-04	17.5603
2.66254E-04	16.5154
2.66281E-04	15.6054
2.66308E-04	14.7918
2.66335E-04	14.0653
2.66362E-04	13.4172
2.66389E-04	12.839
2.66415E-04	12.3231
2.66451E-04	11.7197
2.66487E-04	11.1991
2.66523E-04	10.7481
2.66559E-04	10.3503
2.66596E-04	10.0024
2.66644E-04	9.60208
2.66692E-04	9.26
2.66741E-04	8.96402
2.66813E-04	8.58677
2.66886E-04	8.27027
2.66959E-04	7.99942
2.67055E-04	7.69194
2.67152E-04	7.43121
2.67249E-04	7.2064
2.67370E-04	6.96468
2.67515E-04	6.71905
2.67660E-04	6.51046
2.67878E-04	6.24909
2.68077E-04	6.05007
2.68376E-04	5.80175
2.68675E-04	5.59483
2.69006E-04	5.39593
2.69785E-04	4.97193
2.70103E-04	4.77649
2.70350E-04	4.6082
2.70466E-04	4.54523
2.70543E-04	4.52737
2.70607E-04	4.5395
2.70656E-04	4.57374
2.70706E-04	4.6365
2.70744E-04	4.70625
2.70781E-04	4.79849
2.70814E-04	4.89777
2.70846E-04	5.01697
2.70878E-04	5.15717
2.70910E-04	5.31907
2.70942E-04	5.5029
2.70991E-04	5.8188
2.71039E-04	6.17917
2.71103E-04	6.71004
2.71250E-04	8.02559
2.71302E-04	8.44885
2.71354E-04	8.81936
2.71403E-04	9.10723
2.71441E-04	9.27888
2.71480E-04	9.40044
2.71519E-04	9.46857
2.71544E-04	9.48421
2.71583E-04	9.46421
2.71622E-04	9.39494
2.71665E-04	9.26631
2.71716E-04	9.05217
