E(MeV)	Gd-160
2.407020E-03	12.9588937
2.407070E-03	13.9037158
2.407110E-03	14.5801191
2.407130E-03	14.9212188
2.407180E-03	16.0197186
2.407200E-03	16.4133582
2.407230E-03	17.2066999
2.407290E-03	18.4854947
2.407340E-03	9.90177
2.407340E-03	19.871485
2.407380E-03	20.8680911
2.407400E-03	21.4959379
2.407430E-03	9.84712
2.407460E-03	23.3326416
2.407460E-03	23.5540424
2.407520E-03	25.3401578
2.407550E-03	26.6327667
2.407580E-03	27.5285585
2.407640E-03	29.9137477
2.407640E-03	30.1054416
2.407690E-03	9.70605
2.407700E-03	32.5209395
2.407730E-03	34.0937904
2.407760E-03	35.3610305
2.407820E-03	38.4545537
2.407820E-03	38.5781394
2.407880E-03	41.8311923
2.407910E-03	43.728852
2.407940E-03	45.5037363
2.408000E-03	49.4939238
2.408030E-03	9.51862
2.408060E-03	53.8415831
2.408090E-03	56.104077
2.408120E-03	58.5567734
2.408180E-03	63.4740021
2.408180E-03	63.6650478
2.408240E-03	69.2071648
2.408260E-03	71.8604241
2.408290E-03	9.37848
2.408300E-03	75.1967496
2.408350E-03	81.1763115
2.408360E-03	81.6581411
2.408380E-03	9.33813
2.408420E-03	88.6324382
2.408440E-03	91.6787999
2.408480E-03	96.1329576
2.408530E-03	103.281684
2.408540E-03	104.181778
2.408620E-03	116.268057
2.408640E-03	118.893142
2.408710E-03	130.372192
2.408720E-03	9.17723
2.408780E-03	142.741531
2.408800E-03	146.049615
2.408850E-03	156.007225
2.408890E-03	163.081234
2.408920E-03	170.179337
2.408980E-03	181.481091
2.408990E-03	185.258377
2.409060E-03	201.234098
2.409140E-03	218.10317
2.409150E-03	8.97679
2.409200E-03	8.9573
2.409200E-03	233.741311
2.409240E-03	244.94011
2.409330E-03	268.713727
2.409350E-03	273.476281
2.409490E-03	313.715585
2.409680E-03	8.76317
2.409760E-03	392.903966
2.409920E-03	440.276716
2.409930E-03	442.899248
2.410010E-03	8.62775
2.410030E-03	471.955015
2.410050E-03	478.435559
2.410140E-03	501.637547
2.410160E-03	8.57684
2.410180E-03	511.794724
2.410220E-03	520.140855
2.410290E-03	537.567456
2.410320E-03	542.724893
2.410380E-03	556.611798
2.410420E-03	562.186431
2.410500E-03	576.890379
2.410520E-03	579.798559
2.410600E-03	590.306602
2.410640E-03	8.40776
2.410680E-03	597.932079
2.410700E-03	600.103146
2.410770E-03	604.010807
2.410810E-03	606.222282
2.410880E-03	607.183799
2.410910E-03	607.585713
2.410980E-03	605.905664
2.411000E-03	605.558423
2.411010E-03	8.27536
2.411090E-03	600.118318
2.411110E-03	599.131724
2.411120E-03	8.2438
2.411190E-03	590.740488
2.411210E-03	588.6114
2.411290E-03	577.853732
2.411330E-03	573.14662
2.411400E-03	560.806848
2.411440E-03	553.918225
2.411550E-03	532.718522
2.411560E-03	530.272135
2.411600E-03	8.09716
2.411700E-03	501.046552
2.411870E-03	458.867077
2.412040E-03	417.471098
2.412070E-03	7.95091
2.412150E-03	7.92808
2.412190E-03	381.607911
2.412230E-03	371.854654
2.412290E-03	358.39405
2.412380E-03	336.714803
2.412400E-03	332.831095
2.412490E-03	312.516503
2.412530E-03	303.839811
2.412550E-03	7.82009
2.412580E-03	293.048309
2.412640E-03	280.948733
2.412680E-03	274.68062
2.412760E-03	259.697934
2.412770E-03	257.393113
2.412880E-03	239.045485
2.412900E-03	234.802983
2.412970E-03	224.94864
2.412980E-03	223.637678
2.413050E-03	213.176701
2.413060E-03	211.872961
2.413120E-03	203.396323
2.413140E-03	199.774421
2.413190E-03	7.6492
2.413190E-03	194.182208
2.413230E-03	188.607798
2.413260E-03	185.514542
2.413290E-03	7.62514
2.413320E-03	178.320483
2.413330E-03	177.372207
2.413400E-03	169.806413
2.413410E-03	168.863917
2.413490E-03	161.042174
2.413500E-03	160.176432
2.413580E-03	152.997437
2.413590E-03	152.202696
2.413670E-03	145.613402
2.413680E-03	144.883984
2.413760E-03	138.955673
2.413810E-03	135.01842
2.413840E-03	7.49852
2.413850E-03	132.693041
2.413940E-03	126.903371
2.413940E-03	126.326308
2.414020E-03	121.717113
2.414080E-03	118.655945
2.414110E-03	116.838487
2.414190E-03	112.763431
2.414210E-03	111.860352
2.414270E-03	109.116191
2.414380E-03	104.428679
2.414410E-03	102.871874
2.414480E-03	7.35147
2.414490E-03	100.183526
2.414570E-03	96.8357213
2.414590E-03	96.2427379
2.414700E-03	92.698899
2.414730E-03	91.521437
2.414810E-03	89.4246556
2.414890E-03	86.8122179
2.414910E-03	86.3441054
2.414990E-03	7.23437
2.415050E-03	82.6164946
2.415110E-03	81.3578721
2.415120E-03	7.20865
2.415210E-03	78.8519059
2.415250E-03	78.0959585
2.415370E-03	75.4595324
2.415390E-03	75.1172037
2.415530E-03	72.3871588
2.415680E-03	69.9143569
2.415710E-03	69.2979248
2.415760E-03	7.0815
2.415820E-03	67.656257
2.415960E-03	65.4735657
2.415980E-03	65.2013351
2.416100E-03	63.537185
2.416250E-03	61.6403299
2.416260E-03	61.4313366
2.416380E-03	6.95887
2.416400E-03	6.95514
2.416420E-03	59.5563394
2.416510E-03	58.5172008
2.416580E-03	57.7793597
2.416740E-03	56.1234336
2.416780E-03	55.75626
2.416900E-03	54.6081371
2.417040E-03	6.84447
2.417050E-03	53.2989773
2.417060E-03	53.1519409
2.417310E-03	51.0994902
2.417380E-03	50.5780126
2.417580E-03	49.1487343
2.417670E-03	48.500542
2.417680E-03	6.73399
2.417770E-03	47.8155232
2.417970E-03	46.5624046
2.418020E-03	46.2213605
2.418170E-03	45.4144317
2.418360E-03	44.3070848
2.418380E-03	44.2066686
2.418470E-03	6.5996
2.418650E-03	42.8443763
2.418870E-03	41.7705939
2.418950E-03	41.448492
2.419210E-03	40.3521973
2.419260E-03	6.48081
2.419370E-03	39.6730961
2.419460E-03	39.3107933
2.419720E-03	38.3575497
2.419860E-03	37.8490105
2.419980E-03	37.4590449
2.420050E-03	6.36327
2.420240E-03	36.6228645
2.420350E-03	36.2486373
2.420490E-03	35.8400979
2.420550E-03	6.28858
2.420840E-03	6.25108
2.420850E-03	34.8339363
2.421010E-03	34.4182503
2.421320E-03	33.6337407
2.421450E-03	33.2980866
2.421630E-03	32.9074762
2.421940E-03	32.2250527
2.422020E-03	6.09668
2.422120E-03	31.8356736
2.422250E-03	31.5800321
2.422560E-03	30.9844184
2.422790E-03	30.5597207
2.423030E-03	30.1552059
2.423130E-03	5.9519
2.423200E-03	5.94357
2.423500E-03	29.3845396
2.423680E-03	29.0914313
2.423900E-03	28.7771599
2.424300E-03	28.2123495
2.424420E-03	5.80216
2.424560E-03	27.8363356
2.424700E-03	27.6732097
2.425100E-03	27.184558
2.425450E-03	26.7507395
2.425500E-03	26.7032186
2.425710E-03	5.65268
2.425900E-03	26.2761028
2.426340E-03	25.802213
2.426500E-03	25.6597071
2.426990E-03	25.2125699
2.427000E-03	5.51821
2.427560E-03	24.6848464
2.427680E-03	24.5834959
2.428140E-03	24.2212242
2.428290E-03	5.38394
2.428720E-03	23.7733054
2.428870E-03	23.6528518
2.429150E-03	5.29451
2.429300E-03	23.3732447
2.429870E-03	22.991083
2.430390E-03	22.6533741
2.430450E-03	22.6157762
2.430880E-03	5.13105
2.431030E-03	22.290307
2.431670E-03	21.9276566
2.431900E-03	21.80273
2.432390E-03	21.5651251
2.432450E-03	4.9814
2.432600E-03	4.96782
2.433100E-03	21.2198932
2.433410E-03	21.0689958
2.433810E-03	20.900174
2.434030E-03	4.84144
2.434520E-03	20.600334
2.435050E-03	20.3756493
2.435230E-03	20.3103812
2.435610E-03	4.70257
2.435940E-03	20.0495409
2.436650E-03	19.7889082
2.436830E-03	19.7237993
2.437180E-03	4.56384
2.437450E-03	19.5295122
2.437760E-03	4.51344
2.438340E-03	19.2522067
2.439230E-03	18.9751305
2.439500E-03	18.8920703
2.439550E-03	4.3637
2.440120E-03	18.7284522
2.441010E-03	18.4948958
2.441900E-03	18.2615028
2.441910E-03	4.16627
2.442160E-03	18.1915306
2.442780E-03	18.0503759
2.444120E-03	17.7481536
2.444350E-03	3.96309
2.444830E-03	17.5871101
2.445450E-03	17.4646179
2.446780E-03	17.2023765
2.446930E-03	3.74822
2.448120E-03	16.9403517
2.448380E-03	16.8879889
2.449450E-03	16.7093208
2.449510E-03	3.53362
2.450780E-03	16.4861825
2.452090E-03	3.31929
2.452120E-03	16.2632434
2.453240E-03	3.22415
2.453450E-03	16.0405075
2.453810E-03	3.17471
2.454780E-03	15.817995
2.455540E-03	3.02655
2.455630E-03	15.677196
2.456470E-03	15.5365097
2.457260E-03	2.87852
2.457310E-03	15.3959488
2.458160E-03	15.2555318
2.458980E-03	2.73067
2.459000E-03	15.1152818
2.459260E-03	2.70606
2.459640E-03	15.0102238
2.460270E-03	14.9052967
2.460700E-03	2.57753
2.460900E-03	14.8005201
2.461540E-03	14.6959222
2.462190E-03	14.588288
2.462420E-03	2.42349
2.462620E-03	14.5166835
2.462740E-03	14.4970302
2.463060E-03	14.4328928
2.463500E-03	14.3445913
2.463560E-03	2.32095
2.463930E-03	14.2564783
2.464140E-03	2.26762
2.464370E-03	14.1685884
2.464450E-03	14.1517827
2.464800E-03	14.0677272
2.465170E-03	13.978767
2.465490E-03	13.9047593
2.465800E-03	13.8309699
2.465860E-03	2.1079
2.465950E-03	13.7943686
2.466110E-03	13.7487891
2.466420E-03	13.6583412
2.466730E-03	13.5682275
2.467040E-03	13.4785128
2.467250E-03	13.4181556
2.467280E-03	13.4096922
2.467510E-03	13.3244768
2.467580E-03	1.94847
2.467730E-03	13.2439503
2.467870E-03	1.92195
2.467950E-03	13.163784
2.468180E-03	13.0840246
2.468370E-03	13.0135519
2.468400E-03	13.0024114
2.468620E-03	12.9026801
2.468790E-03	12.8283046
2.468950E-03	12.7543449
2.469070E-03	12.6999138
2.469120E-03	12.6759944
2.469280E-03	12.5842961
2.469300E-03	1.78467
2.469430E-03	12.5033074
2.469580E-03	12.4228875
2.469730E-03	12.3431241
2.469780E-03	12.3167912
2.469880E-03	12.2503196
2.470020E-03	12.1515135
2.470130E-03	12.0781003
2.470240E-03	12.0053951
2.470270E-03	11.9894241
2.470360E-03	11.9213329
2.470470E-03	11.8347705
2.470580E-03	11.7493845
2.470640E-03	11.7026476
2.470660E-03	11.6829793
2.470740E-03	11.6080919
2.470830E-03	11.5343564
2.470910E-03	11.4620159
2.470990E-03	11.39134
2.471010E-03	11.3785721
2.471020E-03	1.6203
2.471050E-03	11.3384142
2.471100E-03	11.2838817
2.471160E-03	11.2305395
2.471210E-03	11.1785877
2.471270E-03	11.1282176
2.471320E-03	11.0796906
2.471370E-03	11.038317
2.471420E-03	11.0036578
2.471460E-03	10.9706283
2.471500E-03	10.9394024
2.471550E-03	10.9102044
2.471590E-03	10.8832533
2.471630E-03	10.8588187
2.471680E-03	10.8371774
2.471720E-03	10.8186411
2.471760E-03	10.8035486
2.471800E-03	10.7922812
2.471830E-03	10.7877572
2.471850E-03	10.7899727
2.471890E-03	10.8008459
2.471930E-03	10.8168791
2.471980E-03	10.8385857
2.472010E-03	10.8565498
2.472020E-03	10.8742409
2.472060E-03	10.9242242
2.472090E-03	10.9730923
2.472130E-03	11.0268684
2.472160E-03	11.0858986
2.472170E-03	1.511
2.472180E-03	11.118222
2.472190E-03	11.1605136
2.472230E-03	11.251092
2.472260E-03	11.3480603
2.472260E-03	11.3527799
2.472300E-03	11.4691953
2.472330E-03	11.5983828
2.472350E-03	11.6792571
2.472360E-03	11.7444664
2.472400E-03	11.9120046
2.472430E-03	12.0881242
2.472440E-03	12.1133357
2.472470E-03	12.2980217
2.472500E-03	12.5213572
2.472530E-03	12.722885
2.472530E-03	12.7587084
2.472570E-03	13.0317912
2.472590E-03	13.2266928
2.472610E-03	13.4257456
2.472650E-03	13.8128798
2.472650E-03	13.8292493
2.472690E-03	14.2866011
2.472710E-03	14.498554
2.472740E-03	1.45547
2.472740E-03	14.7861731
2.472770E-03	15.2842115
2.472780E-03	15.3274075
2.472820E-03	15.931487
2.472840E-03	16.1863919
2.472860E-03	16.5864289
2.472900E-03	17.2065014
2.472900E-03	17.2899563
2.472940E-03	18.0641987
2.472960E-03	18.3613638
2.473000E-03	19.1885982
2.473020E-03	19.6503656
2.473050E-03	20.284204
2.473080E-03	21.0819077
2.473090E-03	21.3137723
2.473140E-03	22.668504
2.473160E-03	23.0072789
2.473210E-03	24.4090202
2.473220E-03	24.8726246
2.473270E-03	26.3075881
2.473290E-03	26.9131044
2.473330E-03	28.3659936
2.473350E-03	29.1298424
2.473390E-03	30.5866005
2.473430E-03	31.9308138
2.473460E-03	33.4081004
2.473510E-03	35.5396638
2.473530E-03	36.0082708
2.473590E-03	38.7700635
2.473620E-03	40.2947234
2.473670E-03	42.6705135
2.473760E-03	46.7740487
2.473840E-03	51.2721653
2.474010E-03	59.8799364
2.474030E-03	1.33086
2.474130E-03	66.0384506
2.474220E-03	71.0327858
2.474270E-03	73.2048072
2.474310E-03	75.4092492
2.474400E-03	79.299689
2.474400E-03	79.3515127
2.474490E-03	82.8375596
2.474510E-03	83.762212
2.474560E-03	85.4352875
2.474620E-03	87.1516003
2.474640E-03	87.6941009
2.474710E-03	89.408461
2.474720E-03	89.763381
2.474800E-03	91.1489787
2.474820E-03	91.4407152
2.474880E-03	92.1283928
2.474900E-03	92.2894372
2.474950E-03	92.462543
2.474980E-03	92.5086768
2.475030E-03	92.3533805
2.475090E-03	92.0349143
2.475090E-03	91.9823262
2.475170E-03	90.9772139
2.475180E-03	90.7550596
2.475260E-03	89.1919394
2.475280E-03	88.7608401
2.475320E-03	1.20655
2.475350E-03	87.0961276
2.475370E-03	86.5491532
2.475450E-03	83.9385607
2.475550E-03	80.3946749
2.475570E-03	79.6284829
2.475650E-03	76.4756498
2.475790E-03	70.1694393
2.475930E-03	63.999248
2.476030E-03	59.7807958
2.476120E-03	55.8618517
2.476180E-03	53.3789546
2.476200E-03	52.5737937
2.476260E-03	50.211826
2.476300E-03	48.4767523
2.476320E-03	47.922259
2.476380E-03	45.7541217
2.476430E-03	43.9867691
2.476470E-03	42.3516305
2.476520E-03	40.7525796
2.476550E-03	39.9707808
2.476570E-03	39.2353436
2.476610E-03	1.0826
2.476620E-03	37.7993803
2.476640E-03	37.2737711
2.476670E-03	36.4487402
2.476720E-03	35.1621077
2.476730E-03	34.8483458
2.476770E-03	33.968561
2.476820E-03	32.8966873
2.476830E-03	32.6876928
2.476860E-03	31.910211
2.476910E-03	30.9634981
2.476920E-03	30.7789974
2.476950E-03	30.096605
2.477000E-03	29.2662616
2.477010E-03	29.1043451
2.477050E-03	28.5092791
2.477090E-03	27.7855403
2.477100E-03	27.6446029
2.477140E-03	27.1314932
2.477190E-03	26.507677
2.477210E-03	26.2241097
2.477230E-03	25.9359199
2.477260E-03	25.584086
2.477300E-03	25.1702224
2.477340E-03	24.7649658
2.477370E-03	24.4186808
2.477410E-03	24.0800135
2.477450E-03	23.7482732
2.477470E-03	23.5856705
2.477480E-03	23.4501824
2.477520E-03	23.185279
2.477560E-03	22.9260794
2.477590E-03	22.6720276
2.477630E-03	22.4228022
2.477670E-03	22.1780334
2.477680E-03	22.0978351
2.477710E-03	21.9684204
2.477740E-03	21.7780289
2.477780E-03	21.5911164
2.477820E-03	21.4073986
2.477850E-03	21.2266597
2.477890E-03	21.0794409
2.477900E-03	0.959051
2.477930E-03	20.9346786
2.477980E-03	20.7451344
2.478030E-03	20.5591285
2.478040E-03	20.5134188
2.478080E-03	20.3994906
2.478120E-03	20.2503622
2.478170E-03	20.1036747
2.478190E-03	0.93169
2.478220E-03	19.9591397
2.478270E-03	19.8417616
2.478320E-03	19.7260548
2.478370E-03	19.6118205
2.478420E-03	19.4988837
2.478470E-03	19.3873482
2.478490E-03	19.3414981
2.478570E-03	19.2060486
2.478640E-03	19.0723951
2.478700E-03	18.9621407
2.478720E-03	18.9403142
2.478800E-03	18.824673
2.478890E-03	18.6928655
2.478980E-03	18.5623683
2.479070E-03	18.4329791
2.479080E-03	18.4158519
2.479090E-03	0.848347
2.479160E-03	18.3279251
2.479260E-03	18.2272601
2.479380E-03	18.0940548
2.479500E-03	17.9618143
2.479580E-03	17.882971
2.479630E-03	17.8408769
2.479750E-03	17.7389366
2.479870E-03	17.6375908
2.479910E-03	0.771969
2.480030E-03	17.5032333
2.480060E-03	17.4775427
2.480190E-03	17.3912925
2.480270E-03	0.739794
2.480350E-03	17.2851546
2.480510E-03	17.1795888
2.480670E-03	17.0745155
2.480760E-03	17.0141468
2.480830E-03	16.9799712
2.481020E-03	16.88415
2.481240E-03	16.7734633
2.481270E-03	0.650107
2.481450E-03	0.634707
2.481460E-03	16.6633102
2.481680E-03	16.5536243
2.481700E-03	16.5475539
2.481900E-03	16.4673563
2.482130E-03	16.3827932
2.482350E-03	0.558129
2.482350E-03	16.2985297
2.482570E-03	16.2145365
2.482630E-03	0.5346
2.482680E-03	16.1726692
2.482840E-03	16.1238295
2.483060E-03	0.499539
2.483160E-03	16.0265437
2.483480E-03	15.9296131
2.483670E-03	15.8738709
2.483800E-03	15.8410433
2.483820E-03	0.440745
2.484120E-03	15.7637125
2.484440E-03	15.6866096
2.484460E-03	0.393196
2.484760E-03	15.6096997
2.484940E-03	0.359494
2.484980E-03	0.356622
2.485080E-03	15.532963
2.485190E-03	15.506456
2.485410E-03	0.328194
2.485450E-03	15.4566586
2.485810E-03	0.303478
2.485870E-03	15.3762453
2.486150E-03	0.283463
2.486170E-03	0.281783
2.486290E-03	15.29602
2.486500E-03	0.263918
2.486710E-03	15.2159599
2.486720E-03	15.2136098
2.486820E-03	0.247103
2.487080E-03	0.23446
2.487120E-03	15.1525387
2.487310E-03	0.223899
2.487340E-03	0.222603
2.487540E-03	15.0897414
2.487550E-03	0.213498
2.487770E-03	0.20498
2.487910E-03	0.199641
2.488090E-03	0.193364
2.488170E-03	14.9957402
2.488250E-03	0.18801
2.488270E-03	0.187557
2.488400E-03	0.183777
2.488510E-03	0.180629
2.488630E-03	0.177687
2.488740E-03	0.174955
2.488770E-03	14.9058978
2.488840E-03	0.17274
2.488970E-03	0.170142
2.489060E-03	0.168569
2.489140E-03	0.167126
2.489250E-03	0.165508
2.489260E-03	0.165411
2.489320E-03	0.164613
2.489320E-03	14.8241135
2.489390E-03	0.163822
2.489480E-03	0.163
2.489550E-03	0.162398
2.489630E-03	0.161906
2.489690E-03	0.161574
2.489760E-03	0.161326
2.489790E-03	14.7537104
2.489820E-03	0.161169
2.489870E-03	0.161095
2.489930E-03	0.161081
2.489970E-03	0.161114
2.490020E-03	0.161203
2.490050E-03	14.7241213
2.490070E-03	0.161333
2.490110E-03	0.161496
2.490170E-03	0.161777
2.490200E-03	0.161989
2.490220E-03	0.162114
2.490260E-03	0.162434
2.490310E-03	0.162902
2.490360E-03	0.163448
2.490380E-03	0.1636
2.490430E-03	0.164191
2.490480E-03	0.164939
2.490540E-03	0.165735
2.490580E-03	0.166355
2.490620E-03	0.167073
2.490670E-03	0.16797
2.490720E-03	0.168893
2.490770E-03	0.16995
2.490780E-03	14.6405489
2.490830E-03	0.171196
2.490890E-03	0.1727
2.490950E-03	0.174127
2.491010E-03	0.175641
2.491060E-03	0.177141
2.491110E-03	0.178718
2.491120E-03	0.178939
2.491170E-03	0.180549
2.491240E-03	0.182727
2.491300E-03	0.185022
2.491380E-03	0.187988
2.491440E-03	0.190258
2.491490E-03	0.192625
2.491510E-03	14.5571113
2.491550E-03	0.19509
2.491620E-03	0.198311
2.491690E-03	0.201689
2.491770E-03	0.205226
2.491840E-03	0.208925
2.491920E-03	0.213583
2.491950E-03	0.215216
2.492010E-03	0.218558
2.492100E-03	0.223819
2.492210E-03	0.230986
2.492250E-03	14.4737879
2.492280E-03	0.236084
2.492380E-03	0.243194
2.492480E-03	0.250668
2.492580E-03	0.258514
2.492700E-03	0.267947
2.492800E-03	0.276649
2.492810E-03	0.277913
2.492930E-03	0.288553
2.492980E-03	14.3905628
2.493040E-03	0.299729
2.493190E-03	0.314476
2.493330E-03	0.33011
2.493470E-03	0.346662
2.493620E-03	0.364161
2.493710E-03	14.3074224
2.493740E-03	0.380973
2.493920E-03	0.404662
2.494090E-03	0.429859
2.494260E-03	0.456626
2.494290E-03	14.2413178
2.494400E-03	0.480177
2.494480E-03	0.492552
2.494550E-03	0.506304
2.494760E-03	0.543397
2.494810E-03	14.1927825
2.494960E-03	0.582978
2.495080E-03	0.608625
2.495160E-03	0.62687
2.495340E-03	0.665578
2.495510E-03	0.706381
2.495710E-03	0.756966
2.495740E-03	0.764244
2.495940E-03	14.0888377
2.495970E-03	0.826572
2.496170E-03	0.884643
2.496310E-03	0.928688
2.496380E-03	0.950855
2.496600E-03	1.02154
2.496810E-03	1.09665
2.496880E-03	1.12323
2.497030E-03	1.17671
2.497060E-03	13.985017
2.497240E-03	1.26183
2.497460E-03	1.35212
2.497670E-03	1.4484
2.497890E-03	1.55043
2.498030E-03	1.6225
2.498100E-03	1.65873
2.498180E-03	13.8813066
2.498320E-03	1.77385
2.498580E-03	1.92098
2.498610E-03	1.93849
2.498830E-03	2.07926
2.499090E-03	2.24881
2.499180E-03	2.3093
2.499300E-03	13.777694
2.499350E-03	2.4309
2.499610E-03	2.62611
2.499750E-03	2.74218
2.499870E-03	2.8355
2.500130E-03	3.06018
2.500330E-03	3.24722
2.500380E-03	3.30092
2.500420E-03	13.674173
2.500640E-03	3.55955
2.500900E-03	3.83643
2.501160E-03	4.1343
2.501420E-03	4.45331
2.501470E-03	4.52927
2.501670E-03	4.79619
2.501740E-03	13.5529554
2.501900E-03	5.1231
2.501930E-03	5.1641
2.502190E-03	5.55976
2.502330E-03	5.79552
2.502450E-03	5.98479
2.502710E-03	6.44175
2.502760E-03	6.55079
2.502960E-03	6.93368
2.503050E-03	13.4318531
2.503190E-03	7.40378
2.503220E-03	7.46276
2.503480E-03	8.03317
2.503620E-03	8.37408
2.503740E-03	8.64773
2.504000E-03	9.31044
2.504050E-03	9.4691
2.504250E-03	10.0263
2.504370E-03	13.310865
2.504480E-03	10.7128
2.504510E-03	10.7989
2.504770E-03	11.6352
2.504910E-03	12.1369
2.505030E-03	12.5397
2.505290E-03	13.5307
2.505320E-03	13.6488
2.505560E-03	14.6317
2.505670E-03	15.1463
2.505680E-03	13.1899975
2.505820E-03	15.8301
2.506020E-03	16.8126
2.506090E-03	17.1363
2.506360E-03	18.562
2.506380E-03	18.679
2.506620E-03	20.1212
2.506730E-03	20.7981
2.506880E-03	21.7705
2.507000E-03	13.069256
2.507080E-03	23.1715
2.507140E-03	23.5729
2.507380E-03	25.4148
2.507400E-03	25.5467
2.507660E-03	27.712
2.507680E-03	27.9231
2.507910E-03	30.0917
2.507980E-03	30.7239
2.508110E-03	32.1069
2.508270E-03	33.854
2.508310E-03	12.9486548
2.508340E-03	34.605
2.508570E-03	37.3335
2.508620E-03	37.9295
2.508800E-03	40.3191
2.508850E-03	40.9726
2.509030E-03	43.5918
2.509080E-03	44.3094
2.509260E-03	47.1855
2.509310E-03	47.9749
2.509490E-03	51.139
2.509540E-03	51.9986
2.509630E-03	12.828211
2.509660E-03	54.3674
2.509770E-03	56.4514
2.509830E-03	57.8438
2.510000E-03	61.3413
2.510010E-03	61.5917
2.510180E-03	65.6394
2.510220E-03	66.8043
2.510350E-03	70.0147
2.510450E-03	72.8528
2.510510E-03	12.7480144
2.510520E-03	74.7492
2.510680E-03	79.5361
2.510690E-03	79.8788
2.510870E-03	85.4472
2.510910E-03	87.0578
2.511040E-03	91.4972
2.511140E-03	95.442
2.511210E-03	98.0781
2.511370E-03	104.766
2.511380E-03	105.245
2.511380E-03	12.6679064
2.511550E-03	113.066
2.511600E-03	115.34
2.511730E-03	121.605
2.511770E-03	124.091
2.511890E-03	12.6220394
2.511900E-03	130.941
2.511950E-03	133.662
2.512070E-03	141.159
2.512120E-03	144.14
2.512240E-03	152.354
2.512260E-03	12.5878978
2.512290E-03	155.622
2.512420E-03	164.627
2.512460E-03	168.213
2.512590E-03	178.091
2.512630E-03	182.025
2.512640E-03	12.5536563
2.512760E-03	192.865
2.512810E-03	197.183
2.512930E-03	209.077
2.512980E-03	213.814
2.513100E-03	226.861
2.513140E-03	12.4963431
2.513150E-03	232.052
2.513280E-03	246.351
2.513320E-03	252.032
2.513450E-03	267.682
2.513490E-03	273.87
2.513610E-03	289.365
2.513670E-03	297.734
2.513760E-03	311.984
2.513840E-03	323.707
2.513920E-03	336.35
2.514010E-03	351.844
2.514010E-03	12.3961693
2.514070E-03	362.513
2.514230E-03	390.479
2.514240E-03	392.702
2.514430E-03	430.554
2.514470E-03	437.728
2.514640E-03	473.635
2.514700E-03	486.332
2.514770E-03	12.3104171
2.514850E-03	519.376
2.515160E-03	591.672
2.515500E-03	673.741
2.515620E-03	701.067
2.515700E-03	12.203396
2.515740E-03	729.565
2.515890E-03	763.19
2.515930E-03	771.389
2.516120E-03	809.949
2.516290E-03	840.736
2.516460E-03	866.989
2.516640E-03	888.03
2.516640E-03	12.0965921
2.516650E-03	889.469
2.516800E-03	902.531
2.516810E-03	903.342
2.516900E-03	908.64
2.516940E-03	911
2.516960E-03	12.0610613
2.517080E-03	914.542
2.517110E-03	915.341
2.517160E-03	915.466
2.517220E-03	914.225
2.517270E-03	12.0178827
2.517340E-03	911.527
2.517370E-03	909.941
2.517500E-03	902.887
2.517540E-03	898.931
2.517670E-03	887.983
2.517710E-03	882.679
2.517840E-03	868.028
2.517900E-03	11.9316538
2.517920E-03	856.49
2.518050E-03	837.482
2.518070E-03	834.599
2.518250E-03	804.731
2.518370E-03	782.132
2.518520E-03	11.8455676
2.518540E-03	749.803
2.519060E-03	646.083
2.519150E-03	11.7596427
2.519290E-03	600.03
2.519310E-03	595.429
2.519460E-03	11.7167701
2.519520E-03	556.008
2.519540E-03	551.634
2.519740E-03	514.411
2.519740E-03	11.670055
2.519770E-03	510.281
2.519920E-03	485.217
2.520000E-03	471.739
2.520090E-03	457.499
2.520230E-03	436.17
2.520260E-03	431.276
2.520310E-03	11.5768004
2.520430E-03	406.846
2.520460E-03	403.594
2.520600E-03	384.298
2.520690E-03	373.923
2.520780E-03	363.14
2.520870E-03	11.4837341
2.520910E-03	346.991
2.520950E-03	343.328
2.521120E-03	325.039
2.521140E-03	322.604
2.521290E-03	308.259
2.521370E-03	300.546
2.521430E-03	11.390885
2.521470E-03	292.558
2.521600E-03	280.594
2.521640E-03	277.882
2.521810E-03	264.342
2.521830E-03	262.539
2.521970E-03	11.3034258
2.521980E-03	251.904
2.522000E-03	11.2972094
2.522060E-03	246.185
2.522150E-03	240.245
2.522290E-03	231.348
2.522380E-03	225.949
2.522520E-03	217.863
2.522560E-03	11.1856222
2.522610E-03	212.947
2.522750E-03	205.585
2.522840E-03	201.099
2.522980E-03	194.381
2.523070E-03	190.279
2.523130E-03	11.0743568
2.523210E-03	184.137
2.523300E-03	180.378
2.523440E-03	174.75
2.523530E-03	171.299
2.523560E-03	10.98811
2.523670E-03	166.13
2.523690E-03	10.9587563
2.523760E-03	163.016
2.523990E-03	155.242
2.524010E-03	154.466
2.524160E-03	10.8490084
2.524220E-03	148.257
2.524360E-03	144.123
2.524450E-03	141.664
2.524530E-03	10.7614555
2.524680E-03	135.522
2.524700E-03	134.909
2.524910E-03	129.961
2.524910E-03	10.674147
2.525040E-03	126.666
2.525140E-03	124.689
2.525160E-03	10.6161237
2.525290E-03	10.5818852
2.525360E-03	119.753
2.525390E-03	119.261
2.525660E-03	10.4794774
2.525710E-03	113.027
2.525730E-03	112.583
2.526040E-03	10.3774167
2.526050E-03	106.942
2.526080E-03	106.539
2.526230E-03	10.3265841
2.526400E-03	101.455
2.526410E-03	10.2666014
2.526480E-03	100.185
2.526740E-03	96.4347
