E(MeV)	Gd-160
2.177830E-03	12.4564378
2.177860E-03	13.3398655
2.177870E-03	13.5506732
2.177910E-03	14.7288699
2.177910E-03	14.7549734
2.177950E-03	16.0014924
2.177960E-03	16.3081046
2.178000E-03	17.5986738
2.178010E-03	17.9883975
2.178030E-03	18.819713
2.178060E-03	19.8167868
2.178080E-03	20.7744342
2.178110E-03	21.7741441
2.178120E-03	22.3046147
2.178160E-03	23.8805726
2.178160E-03	24.0685689
2.178210E-03	26.385067
2.178270E-03	29.0689354
2.178270E-03	29.34832
2.178310E-03	31.3482937
2.178330E-03	32.5350182
2.178370E-03	34.5064692
2.178400E-03	36.2432201
2.178430E-03	38.0184243
2.178470E-03	40.8743249
2.178500E-03	42.4172474
2.178550E-03	45.893839
2.178570E-03	47.4364615
2.178650E-03	53.0821505
2.178660E-03	53.2727796
2.178730E-03	6.20414
2.178750E-03	60.1597949
2.178970E-03	76.2771662
2.179050E-03	82.2240145
2.179070E-03	83.3858844
2.179160E-03	89.7377786
2.179170E-03	90.4601022
2.179240E-03	94.7406626
2.179270E-03	96.5539421
2.179310E-03	98.9914469
2.179360E-03	101.888989
2.179390E-03	103.198584
2.179440E-03	105.518847
2.179470E-03	106.710143
2.179520E-03	108.288321
2.179550E-03	109.447875
2.179600E-03	110.710784
2.179620E-03	111.162075
2.179670E-03	112.061139
2.179700E-03	112.361082
2.179750E-03	112.730645
2.179780E-03	112.753318
2.179820E-03	112.646025
2.179850E-03	112.369112
2.179900E-03	111.791663
2.179910E-03	111.694005
2.179970E-03	110.348304
2.180040E-03	108.203103
2.180050E-03	108.108519
2.180120E-03	105.223421
2.180130E-03	104.751103
2.180210E-03	101.233884
2.180220E-03	100.953371
2.180310E-03	95.9715301
2.180420E-03	89.3654164
2.180520E-03	82.1818739
2.180760E-03	65.7659827
2.180860E-03	59.5215375
2.180870E-03	58.6267816
2.180960E-03	52.9275621
2.180970E-03	52.1551801
2.181030E-03	48.6054641
2.181070E-03	45.8950383
2.181090E-03	45.0825924
2.181150E-03	41.5611363
2.181160E-03	41.2284721
2.181210E-03	38.2690426
2.181240E-03	36.929781
2.181280E-03	35.1583805
2.181300E-03	34.2607748
2.181320E-03	33.2138849
2.181350E-03	31.7640992
2.181360E-03	31.3590344
2.181410E-03	29.4333356
2.181410E-03	29.3523178
2.181450E-03	27.764914
2.181460E-03	27.2727797
2.181490E-03	26.2636528
2.181520E-03	25.0602923
2.181530E-03	24.8323375
2.181570E-03	23.5010986
2.181590E-03	22.8530571
2.181610E-03	22.2414529
2.181650E-03	21.0521862
2.181660E-03	20.8625308
2.181690E-03	19.9480248
2.181710E-03	19.5086388
2.181730E-03	18.9144219
2.181760E-03	18.2633459
2.181780E-03	17.946964
2.181810E-03	17.1204681
2.181820E-03	17.0430486
2.181850E-03	16.3439206
2.181860E-03	16.077815
2.181880E-03	15.6875534
2.181920E-03	15.0628707
2.181930E-03	14.8274046
2.181950E-03	14.4808192
2.181990E-03	13.9296891
2.182000E-03	13.7240648
2.182020E-03	13.4146285
2.182050E-03	12.9351471
2.182050E-03	12.9262938
2.182090E-03	12.4814737
2.182110E-03	12.1401562
2.182120E-03	12.0534451
2.182160E-03	11.6600399
2.182180E-03	11.4335081
2.182190E-03	11.2872129
2.182200E-03	6.10607
2.182220E-03	10.9395618
2.182240E-03	10.8060602
2.182260E-03	10.6152259
2.182290E-03	10.3080823
2.182300E-03	10.2490821
2.182320E-03	10.0260714
2.182360E-03	9.75462342
2.182390E-03	9.49927515
2.182430E-03	9.2497077
2.182440E-03	9.18132726
2.182470E-03	9.02304639
2.182500E-03	8.8081596
2.182520E-03	8.69035163
2.182540E-03	8.6067912
2.182570E-03	8.42116006
2.182600E-03	8.26890043
2.182620E-03	8.18796805
2.182670E-03	7.97530511
2.182690E-03	7.904863
2.182720E-03	7.78219322
2.182760E-03	7.60106206
2.182790E-03	7.51386633
2.182810E-03	7.43670717
2.182860E-03	7.28827403
2.182910E-03	7.14300979
2.182960E-03	7.00053946
2.182960E-03	6.98933651
2.183000E-03	6.87982665
2.183050E-03	6.76296294
2.183100E-03	6.65415349
2.183120E-03	6.5986864
2.183190E-03	6.45695895
2.183230E-03	6.37163852
2.183260E-03	6.3237401
2.183330E-03	6.20195834
2.183370E-03	6.12878236
2.183400E-03	6.08752137
2.183470E-03	5.98318341
2.183570E-03	5.82927555
2.183580E-03	5.81865996
2.183670E-03	5.69507932
2.183770E-03	5.56420727
2.183780E-03	5.55561271
2.183880E-03	5.44888877
2.184010E-03	5.29858337
2.184030E-03	5.28376244
2.184150E-03	5.16492404
2.184280E-03	5.04751248
2.184440E-03	4.90982558
2.184610E-03	4.77381087
2.184770E-03	4.65411252
2.184930E-03	4.53559566
2.185100E-03	4.4311342
2.185320E-03	4.29317612
2.185370E-03	4.25900688
2.185540E-03	4.1674427
2.185660E-03	6.00804
2.185760E-03	4.04642834
2.185790E-03	4.03141261
2.185980E-03	3.93574771
2.186200E-03	3.82729935
2.186270E-03	3.79641552
2.186550E-03	3.66783428
2.186750E-03	3.58273106
2.186840E-03	3.54385933
2.187130E-03	3.42803054
2.187300E-03	3.36228291
2.187390E-03	5.95905
2.187520E-03	3.28154564
2.187900E-03	3.1412241
2.187950E-03	3.12129547
2.188280E-03	3.01026391
2.188610E-03	2.89981617
2.188670E-03	2.88264255
2.189050E-03	2.76301699
2.189310E-03	5.89822
2.189490E-03	2.62691521
2.189930E-03	2.49983898
2.190370E-03	2.37332388
2.190480E-03	2.34339725
2.191030E-03	2.19446231
2.191390E-03	2.09805424
2.191580E-03	2.04859254
2.192190E-03	5.80703
2.192350E-03	1.85172073
2.192400E-03	1.83823516
2.193230E-03	1.63713607
2.193310E-03	1.61713873
2.194050E-03	1.44400171
2.194140E-03	1.42360096
2.194850E-03	1.26433915
2.195020E-03	1.22659206
2.195080E-03	5.7159
2.195640E-03	1.09490962
2.195780E-03	1.06597172
2.196430E-03	0.934304428
2.196960E-03	0.833647696
2.197220E-03	0.785653538
2.197440E-03	0.746039762
2.197840E-03	0.678185007
2.198010E-03	0.649437718
2.198150E-03	5.60845
2.198170E-03	0.624570401
2.198470E-03	0.577224761
2.198740E-03	0.538684134
2.198750E-03	0.537098385
2.199020E-03	0.499628472
2.199240E-03	0.471343105
2.199330E-03	0.460673159
2.199460E-03	0.444907578
2.199640E-03	0.425120196
2.199810E-03	0.406492314
2.199920E-03	0.395515542
2.199950E-03	0.393365786
2.200110E-03	0.378248939
2.200220E-03	0.368820931
2.200330E-03	0.359932618
2.200460E-03	5.52791
2.200470E-03	0.349215116
2.200540E-03	0.344704912
2.200600E-03	0.340353483
2.200690E-03	0.33503517
2.200770E-03	0.330411413
2.200850E-03	0.326420226
2.200930E-03	0.322749892
2.201010E-03	0.31940811
2.201070E-03	0.316811151
2.201150E-03	0.313920741
2.201180E-03	0.313257473
2.201230E-03	5.50109
2.201240E-03	0.311605495
2.201310E-03	0.309988062
2.201370E-03	0.308777637
2.201440E-03	0.307844416
2.201510E-03	0.307193863
2.201570E-03	0.30683202
2.201630E-03	0.306755358
2.201680E-03	0.306886877
2.201720E-03	0.30714446
2.201790E-03	0.307723443
2.201830E-03	0.308393801
2.201890E-03	0.309529957
2.201930E-03	0.310601349
2.201990E-03	0.312147476
2.202040E-03	0.313926623
2.202100E-03	0.315890283
2.202150E-03	0.318083553
2.202200E-03	0.320444372
2.202250E-03	0.322607727
2.202290E-03	0.32493263
2.202330E-03	0.327102203
2.202380E-03	0.330078282
2.202420E-03	0.332903771
2.202470E-03	0.336286681
2.202480E-03	0.337084657
2.202520E-03	0.339585742
2.202560E-03	0.343096068
2.202610E-03	0.34773692
2.202670E-03	0.352661674
2.202720E-03	0.357342543
2.202770E-03	5.44131
2.202770E-03	0.362261989
2.202820E-03	0.368012388
2.202890E-03	0.375314038
2.202950E-03	0.383064779
2.202970E-03	0.384439091
2.203030E-03	0.39292476
2.203090E-03	0.400385058
2.203170E-03	0.412200556
2.203230E-03	0.421351655
2.203300E-03	0.431814295
2.203360E-03	0.442788125
2.203430E-03	0.454282479
2.203500E-03	0.46836958
2.203590E-03	0.485382124
2.203680E-03	0.503784327
2.203770E-03	0.523217449
2.203860E-03	0.543711871
2.203940E-03	0.56529896
2.204030E-03	0.588011105
2.204120E-03	0.611881762
2.204150E-03	0.621308133
2.204220E-03	0.640433882
2.204330E-03	0.674144298
2.204440E-03	0.709851448
2.204550E-03	0.747634022
2.204560E-03	0.751638404
2.204670E-03	0.792129667
2.204800E-03	0.843824565
2.204930E-03	0.898898103
2.205000E-03	0.928207007
2.205060E-03	0.957825665
2.205070E-03	5.3517
2.205210E-03	1.0261808
2.205320E-03	1.08472254
2.205440E-03	1.1463635
2.205590E-03	1.23442131
2.205740E-03	1.32854188
2.205880E-03	1.41431199
2.206010E-03	1.50573674
2.206140E-03	1.60234386
2.206250E-03	1.68736769
2.206270E-03	1.70451119
2.206400E-03	1.81308151
2.206560E-03	1.9473158
2.206710E-03	2.09046585
2.206720E-03	2.10078773
2.206890E-03	2.26598449
2.207050E-03	2.44237018
2.207170E-03	2.58042178
2.207220E-03	2.63098227
2.207380E-03	5.26217
2.207380E-03	2.8332609
2.207540E-03	3.04902145
2.207710E-03	3.28067619
2.207870E-03	3.52766324
2.207980E-03	3.70322686
2.208040E-03	3.79156027
2.208200E-03	4.07400841
2.208310E-03	4.27478784
2.208370E-03	4.37570483
2.208530E-03	4.69840395
2.208640E-03	4.92780398
2.208700E-03	5.04310599
2.208860E-03	5.41190551
2.208970E-03	5.67413958
2.209030E-03	5.80593445
2.209210E-03	6.28596179
2.209300E-03	6.52966344
2.209410E-03	6.83578788
2.209610E-03	7.43167935
2.209630E-03	7.50335746
2.209690E-03	5.16089
2.209810E-03	8.07931572
2.209960E-03	8.6249053
2.210000E-03	8.7815902
2.210200E-03	9.54521183
2.210290E-03	9.91317289
2.210400E-03	10.3753336
2.210600E-03	11.277862
2.210620E-03	11.3867521
2.210800E-03	12.2620513
2.210950E-03	13.094461
2.210990E-03	13.3334378
2.211190E-03	14.5032996
2.211280E-03	15.0696037
2.211390E-03	15.7803257
2.211500E-03	16.5551564
2.211590E-03	17.1770463
2.211720E-03	18.1952873
2.211780E-03	18.7061204
2.211940E-03	20.0088677
2.211980E-03	20.3822742
2.211990E-03	5.05971
2.212160E-03	22.0171829
2.212180E-03	22.2223089
2.212380E-03	24.2450343
2.212570E-03	26.4730711
2.212600E-03	26.7409327
2.212710E-03	28.0854833
2.212840E-03	29.805592
2.212880E-03	30.3411099
2.212970E-03	31.6459429
2.213060E-03	33.0395207
2.213100E-03	33.6149525
2.213230E-03	35.7240982
2.213250E-03	36.0094402
2.213410E-03	38.7757744
2.213440E-03	39.2970428
2.213530E-03	4.99234
2.213570E-03	41.9111474
2.213620E-03	42.93835
2.213740E-03	45.3422945
2.213810E-03	46.9695759
2.213900E-03	49.1040042
2.214000E-03	51.4412359
2.214070E-03	53.2344398
2.214200E-03	56.8665247
2.214230E-03	57.7771793
2.214300E-03	4.95419
2.214360E-03	61.7812753
2.214400E-03	62.7849308
2.214530E-03	67.2057675
2.214560E-03	68.3143319
2.214690E-03	73.2053374
2.214730E-03	74.4313669
2.214840E-03	78.8720696
2.214860E-03	79.8223186
2.214950E-03	83.6340738
2.215020E-03	87.2057642
2.215060E-03	88.740623
2.215190E-03	95.4033548
2.215200E-03	96.2390036
2.215350E-03	104.504114
2.215500E-03	113.631981
2.215520E-03	114.750237
2.215650E-03	123.721317
2.215680E-03	126.197813
2.215800E-03	134.887501
2.215850E-03	138.986665
2.215930E-03	146.295161
2.216010E-03	153.300841
2.216070E-03	158.317682
2.216180E-03	169.291921
2.216200E-03	171.492806
2.216330E-03	185.936828
2.216340E-03	187.252913
2.216460E-03	201.768775
2.216510E-03	207.538066
2.216590E-03	219.105248
2.216610E-03	4.83988
2.216670E-03	230.154167
2.216730E-03	238.064678
2.216820E-03	253.587575
2.216860E-03	258.772563
2.216970E-03	278.515521
2.216990E-03	281.339743
2.217120E-03	305.870491
2.217250E-03	332.449956
2.217270E-03	336.015225
2.217370E-03	357.432882
2.217420E-03	368.936426
2.217520E-03	393.269347
2.217610E-03	414.88653
2.217640E-03	422.012761
2.217790E-03	462.748045
2.217790E-03	463.363618
2.217940E-03	505.402992
2.218070E-03	543.369046
2.218150E-03	4.76377
2.218170E-03	572.187694
2.218590E-03	703.826976
2.218750E-03	753.122741
2.218750E-03	755.707424
2.218920E-03	804.700132
2.218960E-03	814.988986
2.219100E-03	852.689921
2.219110E-03	857.388244
2.219230E-03	884.398294
2.219290E-03	898.890619
2.219360E-03	913.010557
2.219420E-03	925.311615
2.219490E-03	936.962979
2.219550E-03	947.098253
2.219620E-03	956.052058
2.219680E-03	4.67791
2.219690E-03	963.820443
2.219780E-03	971.679434
2.219830E-03	976.069596
2.219910E-03	978.558904
2.220020E-03	981.819106
2.220030E-03	981.394819
2.220150E-03	976.999167
2.220260E-03	973.042462
2.220280E-03	970.624348
2.220390E-03	960.8651
2.220410E-03	957.495562
2.220520E-03	943.931438
2.220560E-03	936.73737
2.220680E-03	917.222932
2.220750E-03	904.295738
2.220830E-03	887.865042
2.220930E-03	865.017537
2.221060E-03	837.138554
2.221220E-03	4.59214
2.221300E-03	774.88322
2.221640E-03	687.230714
2.221800E-03	646.038518
2.221880E-03	625.433365
2.222000E-03	596.644883
2.222080E-03	577.217521
2.222220E-03	544.900219
2.222230E-03	542.507769
2.222380E-03	510.260156
2.222440E-03	497.146606
2.222520E-03	479.526012
2.222600E-03	464.135657
2.222690E-03	447.81521
2.222760E-03	4.50647
2.222760E-03	433.566779
2.222850E-03	418.543369
2.222940E-03	404.48951
2.223020E-03	391.624681
2.223120E-03	376.221465
2.223180E-03	366.872727
2.223300E-03	350.548833
2.223350E-03	344.191446
2.223470E-03	327.976132
2.223480E-03	327.271094
2.223620E-03	311.291951
2.223660E-03	306.187188
2.223760E-03	295.756085
2.223840E-03	287.080349
2.223900E-03	281.319637
2.224040E-03	268.254678
2.224040E-03	267.783068
2.224190E-03	255.542318
2.224240E-03	251.312891
2.224300E-03	4.41078
2.224330E-03	244.08944
2.224430E-03	236.029964
2.224470E-03	233.339046
2.224620E-03	222.979757
2.224630E-03	222.213702
2.224770E-03	213.168595
2.224830E-03	209.69529
2.224930E-03	204.003971
2.225030E-03	198.321949
2.225080E-03	195.440587
2.225220E-03	187.96201
2.225240E-03	187.435663
2.225390E-03	180.077646
2.225420E-03	178.503952
2.225620E-03	169.88289
2.225640E-03	168.926818
2.225770E-03	163.700085
2.225840E-03	4.31522
2.225860E-03	160.220908
2.225970E-03	156.246858
2.226080E-03	152.280024
2.226170E-03	149.372196
2.226300E-03	145.017936
2.226370E-03	143.057744
2.226560E-03	137.187256
2.226630E-03	135.233247
2.226760E-03	131.772732
2.226960E-03	126.590075
2.227160E-03	121.983096
2.227290E-03	118.915865
2.227360E-03	117.544079
2.227370E-03	4.20992
2.227600E-03	112.521326
2.227620E-03	112.065461
2.227840E-03	107.9684
2.227950E-03	105.923041
2.228080E-03	103.707765
2.228280E-03	100.389959
2.228320E-03	99.7219146
2.228560E-03	96.0526136
2.228610E-03	95.3862794
2.228800E-03	92.6593665
2.228910E-03	4.10479
2.228940E-03	90.8449135
2.229290E-03	86.4915591
2.229380E-03	85.4053838
2.229600E-03	82.9864978
2.229810E-03	80.5713372
2.229900E-03	79.7060492
2.230210E-03	76.6819748
2.230250E-03	76.2505899
2.230450E-03	3.98821
2.230520E-03	73.9210286
2.230690E-03	72.3700217
2.230830E-03	71.3184672
2.231130E-03	68.8681605
2.231440E-03	66.6468619
2.231570E-03	65.6960329
2.231600E-03	3.90092
2.231750E-03	64.5409272
2.231990E-03	3.87188
2.232010E-03	62.8105258
2.232140E-03	62.0359763
2.232540E-03	59.7158289
2.232670E-03	58.9434033
2.232760E-03	3.80755
2.232930E-03	57.5826836
2.233330E-03	55.5442775
2.233720E-03	53.7386278
2.233910E-03	3.71122
2.233990E-03	52.5362773
2.234120E-03	51.9997982
2.234300E-03	3.67918
2.234510E-03	50.3921602
2.234650E-03	49.856871
2.234910E-03	48.8960256
2.235060E-03	3.60886
2.235310E-03	47.4563389
2.235350E-03	47.3120314
2.235790E-03	45.8704686
2.235960E-03	45.2944446
2.236220E-03	3.50362
2.236230E-03	44.5184155
2.236600E-03	3.46863
2.236760E-03	42.9683501
2.236890E-03	42.6334886
2.237370E-03	3.39139
2.237550E-03	40.9618694
2.238070E-03	39.6263711
2.238200E-03	39.3403793
2.238520E-03	3.27584
2.238750E-03	38.1503057
2.238910E-03	3.23744
2.239130E-03	37.3419514
2.239410E-03	36.7967974
2.239680E-03	3.15371
2.240070E-03	35.5402997
2.240180E-03	35.3311079
2.240450E-03	3.07026
2.240730E-03	34.411353
2.240830E-03	3.02541
2.241390E-03	33.3088522
2.241470E-03	33.1803472
2.241600E-03	2.93596
2.241990E-03	2.89136
2.242050E-03	32.3273022
2.242370E-03	2.8433
2.242710E-03	31.3625585
2.242750E-03	31.2982925
2.243140E-03	2.74743
2.243370E-03	30.5021255
2.243520E-03	2.69965
2.243910E-03	2.64817
2.244040E-03	29.6357236
2.244100E-03	29.5657493
2.244600E-03	2.55516
2.244900E-03	28.6380326
2.244960E-03	2.50724
2.245320E-03	28.1492668
2.245540E-03	2.42491
2.245700E-03	27.7579483
2.246170E-03	2.33608
2.246310E-03	2.31566
2.246500E-03	26.930824
2.246790E-03	2.24271
2.247030E-03	26.3818493
2.247300E-03	26.1352479
2.247420E-03	2.14823
2.247660E-03	2.11205
2.248040E-03	2.05005
2.248100E-03	25.4012848
2.248670E-03	1.94975
2.248910E-03	24.6680816
2.248970E-03	24.6103912
2.249000E-03	1.89603
2.249290E-03	1.84712
2.249710E-03	23.9973529
2.250010E-03	1.72558
2.250060E-03	1.71754
2.250370E-03	23.4487298
2.250730E-03	1.59894
2.250900E-03	23.0053459
2.251150E-03	22.811535
2.251210E-03	1.51482
2.251690E-03	1.42714
2.252170E-03	1.34007
2.252190E-03	21.9946529
2.252370E-03	1.30551
2.252650E-03	1.25165
2.252700E-03	21.5976336
2.253140E-03	1.16263
2.253210E-03	21.2011343
2.253710E-03	1.05693
2.253720E-03	20.8052348
2.253830E-03	1.03521
2.254230E-03	20.4100531
2.254290E-03	0.952095
2.254670E-03	0.883011
2.254730E-03	20.0157271
2.255060E-03	0.814751
2.255110E-03	0.806332
2.255120E-03	19.7206652
2.255410E-03	19.4952457
2.255440E-03	0.749265
2.255500E-03	19.4189063
2.255680E-03	0.709144
2.255830E-03	0.686081
2.255880E-03	19.0938139
2.256130E-03	0.638934
2.256210E-03	0.626359
2.256260E-03	18.7697203
2.256430E-03	0.594758
2.256530E-03	18.5368742
2.256600E-03	0.57135
2.256670E-03	0.561596
2.256750E-03	18.3511918
2.256810E-03	18.2988497
2.256860E-03	0.536866
2.256980E-03	0.52229
2.257080E-03	0.511052
2.257080E-03	18.0379826
2.257260E-03	0.491445
2.257360E-03	17.7781505
2.257370E-03	0.480559
2.257430E-03	0.474813
2.257560E-03	17.5840753
2.257580E-03	0.461689
2.257580E-03	17.5711875
2.257700E-03	0.452116
2.257750E-03	0.448213
2.257770E-03	17.363627
2.257820E-03	0.443791
2.257920E-03	0.437716
2.257970E-03	17.1421721
2.258030E-03	0.432098
2.258080E-03	0.429821
2.258100E-03	0.428965
2.258180E-03	16.9218234
2.258190E-03	0.425883
2.258280E-03	0.423698
2.258360E-03	0.422184
2.258390E-03	16.7027589
2.258400E-03	0.421798
2.258400E-03	16.688237
2.258440E-03	0.421663
2.258510E-03	0.421887
2.258530E-03	16.5267249
2.258580E-03	0.422564
2.258630E-03	0.423467
2.258680E-03	0.424696
2.258680E-03	16.340624
2.258700E-03	0.42521
2.258730E-03	0.426229
2.258790E-03	0.428626
2.258830E-03	16.1556277
2.258840E-03	0.431058
2.258880E-03	0.4334
2.258940E-03	0.436747
2.258950E-03	16.0136643
2.258980E-03	0.439992
2.258980E-03	15.9655907
2.259020E-03	0.442637
2.259030E-03	0.4432
2.259050E-03	0.445277
2.259100E-03	0.44925
2.259130E-03	15.75559
2.259150E-03	0.454485
2.259190E-03	0.458823
2.259230E-03	0.463844
2.259280E-03	0.469782
2.259280E-03	15.5473637
2.259330E-03	0.475966
2.259360E-03	15.4441967
2.259370E-03	0.481223
2.259380E-03	0.482269
2.259400E-03	15.3845567
2.259430E-03	0.49078
2.259480E-03	0.498636
2.259510E-03	15.2070793
2.259520E-03	0.50608
2.259580E-03	0.515673
2.259610E-03	0.523001
2.259620E-03	15.0312811
2.259660E-03	0.533024
2.259710E-03	0.543538
2.259720E-03	14.8844095
2.259770E-03	0.556823
2.259770E-03	14.8055587
2.259810E-03	14.7436838
2.259830E-03	0.57086
2.259880E-03	0.585682
2.259890E-03	14.5914393
2.259930E-03	0.598707
2.259940E-03	0.601424
2.259980E-03	14.4411995
2.260000E-03	0.618572
2.260060E-03	0.63659
2.260070E-03	14.2933752
2.260110E-03	0.655517
2.260150E-03	14.1574496
2.260150E-03	14.1472531
2.260180E-03	0.678786
2.260210E-03	14.039508
2.260250E-03	0.703436
2.260270E-03	13.933598
2.260330E-03	0.734209
2.260330E-03	13.8298029
2.260380E-03	0.758577
2.260390E-03	13.7284502
2.260440E-03	0.784059
2.260440E-03	13.6299226
2.260500E-03	0.810706
2.260500E-03	13.5346656
2.260540E-03	0.829273
2.260560E-03	0.838827
2.260560E-03	13.4431974
2.260610E-03	13.3678238
2.260620E-03	0.87386
2.260650E-03	13.307329
2.260690E-03	0.910674
2.260690E-03	13.2497521
2.260730E-03	13.195388
2.260760E-03	0.949349
2.260780E-03	13.1446176
2.260820E-03	13.0978074
2.260830E-03	0.989965
2.260860E-03	13.0564801
2.260860E-03	13.0558647
2.260900E-03	1.04001
2.260900E-03	13.036385
2.260940E-03	13.0222908
2.260980E-03	1.09286
2.260990E-03	13.0141327
2.261030E-03	13.0126275
2.261030E-03	13.0141926
2.261060E-03	1.14866
2.261070E-03	13.044668
2.261110E-03	13.0830381
2.261130E-03	1.20871
2.261150E-03	13.1254361
2.261150E-03	13.1331173
2.261200E-03	13.2203852
2.261210E-03	1.26798
2.261240E-03	13.3180155
2.261250E-03	13.3586732
2.261280E-03	1.33027
2.261280E-03	13.4320556
2.261290E-03	1.339
2.261310E-03	13.5528152
2.261320E-03	13.5754549
2.261340E-03	13.7042812
2.261350E-03	1.39685
2.261380E-03	13.8695693
2.261400E-03	13.976988
2.261410E-03	14.0586677
2.261420E-03	1.46693
2.261450E-03	14.2805097
2.261480E-03	14.5003608
2.261480E-03	14.5153174
2.261510E-03	14.7962016
2.261520E-03	1.56588
2.261540E-03	1.58701
2.261540E-03	14.9753713
2.261550E-03	15.1030149
2.261580E-03	15.4443649
2.261590E-03	15.5428051
2.261610E-03	1.67294
2.261620E-03	15.8279102
2.261650E-03	16.2140669
2.261650E-03	16.2392434
2.261680E-03	16.7075637
2.261710E-03	1.78752
2.261710E-03	17.0032749
2.261720E-03	17.2108232
2.261730E-03	1.81198
2.261750E-03	17.7606858
2.261760E-03	17.9193578
2.261800E-03	18.684375
2.261810E-03	1.91118
2.261820E-03	18.9744412
2.261850E-03	19.6707788
2.261880E-03	20.1802531
2.261900E-03	2.04342
2.261900E-03	20.7700813
2.261920E-03	2.07156
2.261930E-03	21.5475854
2.261950E-03	21.9889868
2.261990E-03	2.17137
2.261990E-03	23.0877903
2.262000E-03	23.3340097
2.262050E-03	24.8114175
2.262080E-03	2.30733
2.262090E-03	26.4471111
2.262100E-03	26.7100641
2.262110E-03	2.37139
2.262140E-03	28.2290262
2.262160E-03	2.45255
2.262160E-03	28.806339
2.262190E-03	30.1617988
2.262210E-03	31.1109372
2.262250E-03	2.60735
2.262250E-03	32.8279773
2.262270E-03	33.6232421
2.262310E-03	2.71678
2.262310E-03	35.7509756
2.262330E-03	2.77223
2.262330E-03	36.3522716
2.262370E-03	38.9337742
2.262380E-03	39.2993087
2.262420E-03	2.94853
2.262440E-03	42.3777735
2.262440E-03	42.4650546
2.262490E-03	45.8599084
2.262500E-03	3.11473
2.262510E-03	3.13578
2.262520E-03	47.3956607
2.262550E-03	49.3566821
2.262590E-03	3.33668
2.262600E-03	53.0331972
2.262610E-03	53.461167
2.262680E-03	3.54986
2.262680E-03	58.9008025
2.262690E-03	3.575
2.262700E-03	60.0366054
2.262750E-03	63.7259567
2.262770E-03	3.77871
2.262820E-03	69.4540732
2.262860E-03	4.03594
2.262880E-03	4.10834
2.262930E-03	78.3664457
2.262960E-03	4.34297
2.263030E-03	86.5336825
2.263060E-03	4.67351
2.263070E-03	4.72425
2.263150E-03	97.2259842
2.263160E-03	5.03248
2.263260E-03	5.41905
2.263260E-03	105.448935
2.263270E-03	5.43883
2.263320E-03	110.467078
2.263330E-03	111.254194
2.263360E-03	5.83923
2.263410E-03	6.05485
2.263420E-03	117.667647
2.263430E-03	118.499405
2.263460E-03	6.29426
2.263510E-03	123.520686
2.263520E-03	124.250143
2.263560E-03	6.73981
2.263570E-03	6.78722
2.263600E-03	128.548977
2.263610E-03	129.166182
2.263670E-03	7.32358
2.263680E-03	132.226063
2.263700E-03	7.51668
2.263700E-03	133.097121
2.263770E-03	7.9066
2.263790E-03	135.876688
2.263800E-03	136.076549
2.263840E-03	8.38838
2.263860E-03	137.474359
2.263870E-03	8.54041
2.263870E-03	137.545863
2.263930E-03	138.336189
2.263930E-03	138.351311
2.263970E-03	9.23152
2.263990E-03	9.3743
2.264020E-03	138.242391
2.264060E-03	138.036078
2.264070E-03	9.98675
2.264090E-03	137.700177
2.264130E-03	10.4951
2.264130E-03	136.937233
2.264170E-03	10.8111
2.264170E-03	136.062456
2.264220E-03	134.605154
2.264240E-03	134.082983
2.264270E-03	11.7129
2.264280E-03	11.7596
2.264310E-03	131.296565
2.264320E-03	131.019137
2.264370E-03	12.7043
2.264420E-03	13.2197
2.264420E-03	126.209025
2.264460E-03	124.080942
2.264470E-03	13.7924
2.264540E-03	119.692769
2.264560E-03	14.8736
2.264560E-03	118.252961
2.264570E-03	14.9886
2.264640E-03	15.8565
2.264680E-03	110.423919
2.264710E-03	16.7795
2.264780E-03	17.7707
2.264810E-03	18.2235
2.264840E-03	18.8313
2.264860E-03	97.8713097
2.264900E-03	19.804
2.264910E-03	19.9674
2.264910E-03	94.8805291
2.264980E-03	21.1877
2.265000E-03	21.5649
2.265000E-03	88.5806565
2.265070E-03	22.9509
2.265080E-03	83.1072671
2.265090E-03	23.5123
2.265120E-03	80.168581
2.265160E-03	24.8946
2.265160E-03	77.9229782
2.265190E-03	25.6758
2.265220E-03	74.1877847
2.265250E-03	27.0413
2.265260E-03	71.5526893
2.265270E-03	70.5701546
2.265290E-03	28.0678
2.265310E-03	28.5977
2.265330E-03	67.1545926
2.265370E-03	30.2652
2.265370E-03	64.9161174
2.265380E-03	64.4920963
2.265390E-03	30.8967
2.265420E-03	32.0536
2.265430E-03	62.0969491
2.265480E-03	33.9365
2.265480E-03	59.5144285
2.265480E-03	59.3669062
2.265490E-03	34.0685
2.265530E-03	56.8441953
2.265540E-03	35.9277
2.265570E-03	55.0103595
2.265580E-03	54.4183067
2.265590E-03	37.6641
2.265600E-03	38.0569
2.265640E-03	52.1674907
2.265660E-03	40.3458
2.265670E-03	50.9695522
2.265680E-03	50.5464472
2.265690E-03	41.7318
2.265710E-03	42.8002
2.265720E-03	49.042677
2.265760E-03	47.5650216
2.265760E-03	47.3854665
2.265770E-03	45.4367
2.265790E-03	46.3299
2.265800E-03	46.218043
2.265830E-03	48.2703
2.265860E-03	49.9927
2.265860E-03	44.2373225
2.265860E-03	44.0088023
2.265890E-03	51.3181
2.265900E-03	43.0067527
2.265930E-03	42.020597
2.265940E-03	54.2811
