E(MeV)	"GA-69(N,TOT)"
3.36322E-04	29.3296
3.36375E-04	28.5111
3.36451E-04	27.3953
3.36451E-04	27.3871
3.36526E-04	26.4054
3.36552E-04	26.0767
3.36602E-04	25.4966
3.36668E-04	24.7423
3.36677E-04	24.6503
3.36752E-04	23.8839
3.36784E-04	23.5708
3.36828E-04	23.1771
3.36912E-04	22.4436
3.36959E-04	22.0539
3.37005E-04	21.6984
3.37098E-04	21.0149
3.37133E-04	20.7676
3.37191E-04	20.3898
3.37284E-04	19.8064
3.37307E-04	19.6652
3.37377E-04	19.2703
3.37423E-04	19.0154
3.37470E-04	18.7793
3.37562E-04	18.322
3.37655E-04	17.8788
3.37667E-04	17.8285
3.37783E-04	17.3435
3.37888E-04	16.9215
3.37899E-04	16.8787
3.38015E-04	16.4654
3.38120E-04	16.1047
3.38131E-04	16.0686
3.38248E-04	15.718
3.38364E-04	15.3774
3.38439E-04	15.1618
3.38480E-04	15.0572
3.38613E-04	14.7234
3.38700E-04	14.5122
3.38764E-04	14.3722
3.38915E-04	14.0518
3.39049E-04	13.7767
3.39066E-04	13.7445
3.39217E-04	13.4737
3.39368E-04	13.2102
3.39397E-04	13.1608
3.39519E-04	12.9737
3.39670E-04	12.7479
3.39746E-04	12.6378
3.39839E-04	12.5166
3.40024E-04	12.281
3.40210E-04	12.0516
3.40210E-04	12.0516
3.40396E-04	11.8535
3.40582E-04	11.6604
3.40675E-04	11.566
3.40768E-04	11.4818
3.40953E-04	11.3172
3.41139E-04	11.1562
3.41139E-04	11.1562
3.41348E-04	11.0007
3.41580E-04	10.8321
3.41813E-04	10.6674
3.41836E-04	10.6513
3.42045E-04	10.5262
3.42277E-04	10.3903
3.42509E-04	10.2572
3.42533E-04	10.2441
3.42742E-04	10.1436
3.43090E-04	9.98022
3.43369E-04	9.85262
3.43462E-04	9.8109
3.43647E-04	9.73972
3.43926E-04	9.6351
3.44205E-04	9.5324
3.44298E-04	9.49874
3.44484E-04	9.44174
3.44902E-04	9.31633
3.45320E-04	9.1939
3.45552E-04	9.12724
3.45691E-04	9.09397
3.46063E-04	9.00706
3.46434E-04	8.92172
3.46806E-04	8.83779
3.46806E-04	8.83779
3.47178E-04	8.76852
3.47549E-04	8.70036
3.47921E-04	8.6332
3.48199E-04	8.5835
3.48292E-04	8.56949
3.48757E-04	8.50058
3.49221E-04	8.43277
3.49593E-04	8.37931
3.49686E-04	8.36814
3.50150E-04	8.31316
3.50615E-04	8.25895
3.51079E-04	8.20543
3.51544E-04	8.15267
3.51776E-04	8.13097
3.52264E-04	8.08612
3.52775E-04	8.03971
3.53541E-04	7.97105
3.53588E-04	7.96694
3.54308E-04	7.91536
3.55074E-04	7.86129
3.55841E-04	7.80795
3.56468E-04	7.76481
3.56561E-04	7.75979
3.57257E-04	7.72261
3.57954E-04	7.68584
3.58883E-04	7.63737
3.59812E-04	7.58946
3.60184E-04	7.57049
3.60834E-04	7.54545
3.61856E-04	7.50659
3.62878E-04	7.46817
3.63900E-04	7.43011
3.64922E-04	7.39237
3.65758E-04	7.36171
3.65943E-04	7.35658
3.66965E-04	7.32859
3.67987E-04	7.30083
3.69102E-04	7.27076
3.70774E-04	7.22605
3.71703E-04	7.20141
3.72446E-04	7.18643
3.73747E-04	7.16044
3.75048E-04	7.13461
3.76348E-04	7.10895
3.78162E-04	7.07336
3.79702E-04	7.04333
3.81012E-04	7.01791
3.81755E-04	7.00705
3.83775E-04	6.97776
3.85794E-04	6.94862
3.87141E-04	6.92928
3.89186E-04	6.90002
3.91231E-04	6.8709
3.93410E-04	6.83997
3.95590E-04	6.80916
3.98117E-04	6.77865
4.00645E-04	6.74825
4.03187E-04	6.71781
4.05728E-04	6.68748
4.08090E-04	6.65939
4.10452E-04	6.6314
4.12813E-04	6.60351
4.15457E-04	6.57241
4.18804E-04	6.53321
4.20917E-04	6.50861
4.23029E-04	6.48412
4.25142E-04	6.45976
4.27254E-04	6.43554
4.28428E-04	6.42217
4.29367E-04	6.40854
4.31317E-04	6.3804
4.33267E-04	6.35246
4.35108E-04	6.3263
4.36733E-04	6.30341
4.38358E-04	6.28078
4.38467E-04	6.27928
4.39442E-04	6.2614
4.40525E-04	6.24167
4.41608E-04	6.22211
4.42692E-04	6.20273
4.43775E-04	6.18357
4.44858E-04	6.16466
4.44967E-04	6.1628
4.45942E-04	6.14047
4.47025E-04	6.116
4.47837E-04	6.09791
4.48650E-04	6.08007
4.49300E-04	6.06603
4.49463E-04	6.06122
4.50275E-04	6.03749
4.51087E-04	6.01414
4.51900E-04	5.99123
4.52712E-04	5.96884
4.53525E-04	5.94707
4.53633E-04	5.94424
4.54067E-04	5.92776
4.54608E-04	5.90751
4.55150E-04	5.88766
4.55692E-04	5.86826
4.56233E-04	5.84938
4.56883E-04	5.82751
4.56883E-04	5.82751
4.57317E-04	5.80755
4.57750E-04	5.78808
4.58183E-04	5.76916
4.58617E-04	5.75087
4.58942E-04	5.73768
4.59050E-04	5.73156
4.59483E-04	5.70789
4.59862E-04	5.68791
4.60350E-04	5.6634
4.60675E-04	5.64787
4.60892E-04	5.63802
4.61000E-04	5.63093
4.61325E-04	5.61048
4.61650E-04	5.59097
4.61975E-04	5.57252
4.62300E-04	5.55526
4.62408E-04	5.54991
4.62571E-04	5.53845
4.62842E-04	5.5204
4.63112E-04	5.5035
4.63383E-04	5.48791
4.63492E-04	5.48226
4.63654E-04	5.4699
4.63925E-04	5.45095
4.64196E-04	5.43387
4.64467E-04	5.41892
4.64575E-04	5.41381
4.64683E-04	5.40574
4.64900E-04	5.39135
4.65117E-04	5.3789
4.65333E-04	5.36862
4.65388E-04	5.36667
4.65550E-04	5.35595
4.65767E-04	5.34443
4.65983E-04	5.33607
4.66200E-04	5.33129
4.66362E-04	5.32479
4.66525E-04	5.32087
4.66687E-04	5.31981
4.66850E-04	5.32196
4.66904E-04	5.32388
4.67013E-04	5.3236
4.67175E-04	5.32724
4.67337E-04	5.33549
4.67500E-04	5.34896
4.67608E-04	5.36218
4.67683E-04	5.36803
4.67805E-04	5.3824
4.67927E-04	5.40112
4.68048E-04	5.42468
4.68170E-04	5.45367
4.68292E-04	5.48875
4.68414E-04	5.53072
4.68421E-04	5.53347
4.68529E-04	5.57514
4.68638E-04	5.62397
4.68746E-04	5.68062
4.68854E-04	5.74613
4.68963E-04	5.8217
4.69071E-04	5.90877
4.69179E-04	6.00904
4.69233E-04	6.06681
4.69288E-04	6.12791
4.69384E-04	6.25119
4.69468E-04	6.37196
4.69552E-04	6.50676
4.69572E-04	6.54326
4.69636E-04	6.66484
4.69719E-04	6.8438
4.69775E-04	6.97646
4.69803E-04	7.04739
4.69848E-04	7.17051
4.69866E-04	7.22323
4.69929E-04	7.42104
4.69992E-04	7.63741
4.69994E-04	7.64502
4.70046E-04	7.84888
4.70104E-04	8.10074
4.70111E-04	8.13151
4.70176E-04	8.45693
4.70177E-04	8.46445
4.70241E-04	8.83253
4.70250E-04	8.8926
4.70290E-04	9.15327
4.70323E-04	9.39652
4.70338E-04	9.50888
4.70387E-04	9.90707
4.70387E-04	9.90707
4.70436E-04	10.3588
4.70441E-04	10.4134
4.70485E-04	10.869
4.70495E-04	10.9931
4.70533E-04	11.4469
4.70550E-04	11.6574
4.70574E-04	11.9861
4.70590E-04	12.2215
4.70615E-04	12.5878
4.70631E-04	12.8503
4.70655E-04	13.2589
4.70671E-04	13.5518
4.70696E-04	14.0083
4.70712E-04	14.3355
4.70736E-04	14.8458
4.70753E-04	15.2117
4.70777E-04	15.7826
4.70793E-04	16.1917
4.70818E-04	16.8307
4.70834E-04	17.2884
4.70858E-04	18.0034
4.70875E-04	18.5154
4.70899E-04	19.3155
4.70915E-04	19.8879
4.70940E-04	20.7762
4.70942E-04	20.8819
4.70969E-04	21.9671
4.70978E-04	22.3019
4.70996E-04	23.1308
4.71010E-04	23.7395
4.71024E-04	24.3821
4.71042E-04	25.3067
4.71051E-04	25.7248
4.71075E-04	27.0135
4.71078E-04	27.1646
4.71105E-04	28.7154
4.71108E-04	28.8748
4.71132E-04	30.3849
4.71140E-04	30.9021
4.71159E-04	32.1713
4.71173E-04	33.1024
4.71186E-04	34.0807
4.71205E-04	35.4869
4.71213E-04	36.1195
4.71237E-04	38.0734
4.71247E-04	38.8701
4.71270E-04	40.8642
4.71277E-04	41.54
4.71302E-04	43.8773
4.71308E-04	44.4046
4.71332E-04	46.7762
4.71338E-04	47.4844
4.71368E-04	50.6852
4.71369E-04	50.7615
4.71399E-04	54.2853
4.71405E-04	54.9286
4.71430E-04	58.0396
4.71441E-04	59.5062
4.71460E-04	62.0277
4.71478E-04	64.4277
4.71491E-04	66.2553
4.71514E-04	69.7169
4.71531E-04	72.2879
4.71551E-04	75.3556
4.71565E-04	77.7042
4.71588E-04	81.3809
4.71607E-04	84.7306
4.71631E-04	89.0202
4.71648E-04	92.2333
4.71681E-04	98.5232
4.71690E-04	100.186
4.71731E-04	108.597
4.71732E-04	108.71
4.71773E-04	117.504
4.71782E-04	119.587
4.71814E-04	126.793
4.71853E-04	135.873
4.71876E-04	141.356
4.71937E-04	156.592
4.71944E-04	158.231
4.72024E-04	178.874
4.72145E-04	210.573
4.72223E-04	230.374
4.72236E-04	233.614
4.72301E-04	248.983
4.72319E-04	252.963
4.72366E-04	263.118
4.72392E-04	268.44
4.72427E-04	274.896
4.72457E-04	280.247
4.72485E-04	284.71
4.72509E-04	288.218
4.72544E-04	292.711
4.72561E-04	294.719
4.72611E-04	299.58
4.72612E-04	299.666
4.72661E-04	302.804
4.72667E-04	303.071
4.72700E-04	304.196
4.72722E-04	304.53
4.72756E-04	304.53
4.72787E-04	303.933
4.72798E-04	303.614
4.72803E-04	303.42
4.72838E-04	301.502
4.72861E-04	299.887
4.72896E-04	296.848
4.72917E-04	294.749
4.72956E-04	290.095
4.72969E-04	288.368
4.73016E-04	281.309
4.73021E-04	280.612
4.73081E-04	269.861
4.73099E-04	266.586
4.73151E-04	256.024
4.73159E-04	254.174
4.73229E-04	238.602
4.73255E-04	232.546
4.73315E-04	217.971
4.73467E-04	180.69
4.73532E-04	165.045
4.73561E-04	158.34
4.73610E-04	147.035
4.73647E-04	138.886
4.73662E-04	135.602
4.73704E-04	126.766
4.73714E-04	124.772
4.73756E-04	116.43
4.73762E-04	115.4
4.73805E-04	107.36
4.73813E-04	105.916
4.73854E-04	98.8891
4.73865E-04	97.0997
4.73903E-04	91.0221
4.73916E-04	88.9384
4.73935E-04	86.1146
4.73967E-04	81.4373
4.73967E-04	81.4373
4.74000E-04	77.0782
4.74019E-04	74.6331
4.74038E-04	72.2781
4.74070E-04	68.4152
4.74076E-04	67.796
4.74114E-04	63.6563
4.74122E-04	62.8088
4.74152E-04	59.8301
4.74173E-04	57.7636
4.74190E-04	56.2811
4.74228E-04	52.9866
4.74228E-04	52.9865
4.74265E-04	49.9957
4.74282E-04	48.7754
4.74303E-04	47.2269
4.74336E-04	45.016
4.74340E-04	44.7531
4.74376E-04	42.5013
4.74390E-04	41.7066
4.74413E-04	40.4241
4.74444E-04	38.772
4.74450E-04	38.4992
4.74486E-04	36.7471
4.74498E-04	36.1904
4.74523E-04	35.1351
4.74552E-04	33.9063
4.74559E-04	33.6413
4.74596E-04	32.2788
4.74607E-04	31.8935
4.74632E-04	31.0264
4.74661E-04	30.1118
4.74669E-04	29.8639
4.74710E-04	28.6838
4.74715E-04	28.5347
4.74758E-04	27.4182
4.74796E-04	26.4965
4.74807E-04	26.2524
4.74856E-04	25.2161
4.74878E-04	24.7795
4.74905E-04	24.2732
4.74953E-04	23.4091
4.74959E-04	23.3177
4.75002E-04	22.6379
4.75040E-04	22.071
4.75051E-04	21.9207
4.75100E-04	21.276
4.75140E-04	20.7616
4.75148E-04	20.6666
4.75197E-04	20.1204
4.75240E-04	19.655
4.75253E-04	19.5334
4.75312E-04	18.9723
4.75341E-04	18.7064
4.75370E-04	18.4569
4.75429E-04	17.984
4.75488E-04	17.5288
4.75491E-04	17.5087
4.75567E-04	16.9991
4.75641E-04	16.5211
4.75645E-04	16.4972
4.75724E-04	16.0558
4.75792E-04	15.6904
4.75802E-04	15.637
4.75889E-04	15.2275
4.75977E-04	14.8285
4.75984E-04	14.8007
4.76079E-04	14.4276
4.76173E-04	14.0687
4.76180E-04	14.044
4.76268E-04	13.7526
4.76363E-04	13.4497
4.76383E-04	13.3868
4.76458E-04	13.1795
4.76553E-04	12.9242
4.76654E-04	12.6593
4.76661E-04	12.6435
4.76783E-04	12.3694
4.76905E-04	12.1049
4.76925E-04	12.0623
4.77027E-04	11.8704
4.77148E-04	11.6476
4.77196E-04	11.5636
4.77270E-04	11.4464
4.77392E-04	11.2606
4.77514E-04	11.08
4.77602E-04	10.9531
4.77649E-04	10.8933
4.77798E-04	10.7116
4.77947E-04	10.5352
4.78008E-04	10.465
4.78096E-04	10.3756
4.78245E-04	10.2286
4.78394E-04	10.0854
4.78415E-04	10.0663
4.78543E-04	9.96167
4.78767E-04	9.78549
4.78956E-04	9.64062
4.79024E-04	9.59019
4.79146E-04	9.51279
4.79335E-04	9.39565
4.79525E-04	9.28138
4.79633E-04	9.21755
4.79715E-04	9.17699
4.79904E-04	9.08466
4.80094E-04	8.99437
4.80283E-04	8.90592
4.80446E-04	8.83172
4.80527E-04	8.80055
4.80771E-04	8.70946
4.81015E-04	8.62049
4.81258E-04	8.53339
4.81258E-04	8.53339
4.81502E-04	8.4623
4.81746E-04	8.39269
4.81990E-04	8.32442
4.82233E-04	8.25733
4.82342E-04	8.22801
4.82504E-04	8.19164
4.82775E-04	8.13221
4.83046E-04	8.07383
4.83425E-04	7.99373
4.83452E-04	7.98903
4.83858E-04	7.92046
4.84265E-04	7.85346
4.84590E-04	7.80085
4.84942E-04	7.74476
4.84969E-04	7.74134
4.85348E-04	7.69435
4.85727E-04	7.64819
4.86106E-04	7.60275
4.86485E-04	7.55797
4.86865E-04	7.51376
4.86892E-04	7.51065
4.87433E-04	7.46165
4.87921E-04	7.41835
4.88408E-04	7.3757
4.88896E-04	7.33362
4.88950E-04	7.329
4.89383E-04	7.30056
4.89871E-04	7.26901
4.90358E-04	7.23786
4.91090E-04	7.19179
4.91631E-04	7.15811
4.92200E-04	7.1231
4.92227E-04	7.12184
4.92823E-04	7.09454
4.93419E-04	7.06755
4.94015E-04	7.04084
4.94908E-04	7.00125
4.95775E-04	6.9633
4.95802E-04	6.96241
4.96642E-04	6.93528
4.97454E-04	6.90932
4.98267E-04	6.88362
4.99350E-04	6.84969
5.00433E-04	6.8161
5.01300E-04	6.78946
5.01517E-04	6.78451
5.02600E-04	6.76002
5.03683E-04	6.73574
5.04767E-04	6.71165
5.05850E-04	6.68774
5.06933E-04	6.66398
5.07816E-04	6.64474
5.08558E-04	6.63243
5.09726E-04	6.61323
5.10978E-04	6.59279
5.12230E-04	6.57248
5.13482E-04	6.55231
5.15003E-04	6.52799
5.16345E-04	6.50672
5.17431E-04	6.48965
5.17686E-04	6.48657
5.18837E-04	6.47292
5.19699E-04	6.46282
5.20562E-04	6.45288
5.21425E-04	6.44314
5.22000E-04	6.43679
5.22495E-04	6.43144
5.23118E-04	6.4249
5.23533E-04	6.42068
5.23949E-04	6.41661
5.24364E-04	6.41271
5.24779E-04	6.40903
5.25091E-04	6.40646
5.25402E-04	6.40407
5.25730E-04	6.4018
5.25969E-04	6.40033
5.26209E-04	6.39905
5.26449E-04	6.39801
5.26688E-04	6.39724
5.26928E-04	6.3968
5.27108E-04	6.39674
5.27287E-04	6.39695
5.27467E-04	6.39747
5.27607E-04	6.39813
5.27767E-04	6.39922
5.27926E-04	6.40071
5.28046E-04	6.40214
5.28166E-04	6.40388
5.28286E-04	6.40599
5.28406E-04	6.40852
5.28525E-04	6.41155
5.28645E-04	6.41517
5.28765E-04	6.41952
5.28849E-04	6.42307
5.28937E-04	6.42733
5.29025E-04	6.43225
5.29113E-04	6.43795
5.29178E-04	6.44286
5.29244E-04	6.44841
5.29310E-04	6.45472
5.29376E-04	6.46194
5.29442E-04	6.47027
5.29486E-04	6.47656
5.29544E-04	6.4859
5.29598E-04	6.49588
5.29652E-04	6.50732
5.29688E-04	6.5159
5.29724E-04	6.52535
5.29760E-04	6.53577
5.29795E-04	6.54728
5.29827E-04	6.55861
5.29831E-04	6.56016
5.29867E-04	6.57542
5.29903E-04	6.59222
5.29939E-04	6.61075
5.29975E-04	6.63121
5.30011E-04	6.65381
5.30047E-04	6.67881
5.30083E-04	6.70646
5.30119E-04	6.73705
5.30155E-04	6.77089
5.30191E-04	6.80831
5.30227E-04	6.84967
5.30263E-04	6.89534
5.30299E-04	6.94572
5.30335E-04	7.00124
5.30371E-04	7.06231
5.30406E-04	7.12939
5.30442E-04	7.20294
5.30476E-04	7.27784
5.30505E-04	7.34714
5.30533E-04	7.4214
5.30562E-04	7.50084
5.30581E-04	7.5568
5.30620E-04	7.67621
5.30620E-04	7.67622
5.30658E-04	7.80933
5.30696E-04	7.95331
5.30735E-04	8.10857
5.30773E-04	8.27544
5.30805E-04	8.42358
5.30853E-04	8.66145
5.30901E-04	8.91822
5.30949E-04	9.19374
5.30997E-04	9.48749
5.31054E-04	9.86281
5.31105E-04	10.2156
5.31131E-04	10.4016
5.31182E-04	10.7756
5.31291E-04	11.612
5.31448E-04	12.8391
5.31535E-04	13.4817
5.31611E-04	14.0015
5.31673E-04	14.3732
5.31729E-04	14.6716
5.31765E-04	14.8376
5.31765E-04	14.8376
5.31826E-04	15.0686
5.31888E-04	15.2346
5.31946E-04	15.3291
5.31977E-04	15.3461
5.31999E-04	15.3556
5.32045E-04	15.3324
5.32102E-04	15.2469
5.32164E-04	15.0886
5.32225E-04	14.8647
5.32291E-04	14.5547
5.32337E-04	14.2996
5.32350E-04	14.2276
5.32419E-04	13.7864
5.32500E-04	13.2161
5.32595E-04	12.4863
5.32776E-04	11.0709
5.32844E-04	10.5645
5.32895E-04	10.1936
5.32958E-04	9.75253
5.33010E-04	9.42022
5.33064E-04	9.08895
5.33112E-04	8.8162
5.33125E-04	8.74847
5.33160E-04	8.56509
5.33208E-04	8.33386
5.33240E-04	8.19009
5.33272E-04	8.05448
5.33304E-04	7.92688
5.33344E-04	7.77832
5.33374E-04	7.67462
5.33403E-04	7.57731
5.33433E-04	7.48613
5.33463E-04	7.40086
5.33493E-04	7.32123
5.33523E-04	7.24697
5.33553E-04	7.17782
5.33583E-04	7.11351
5.33613E-04	7.05377
5.33649E-04	6.98703
5.33661E-04	6.96672
5.33676E-04	6.94327
5.33702E-04	6.9032
5.33729E-04	6.86588
5.33755E-04	6.83114
5.33781E-04	6.79882
5.33808E-04	6.76877
5.33834E-04	6.74084
5.33860E-04	6.71489
5.33887E-04	6.69078
5.33913E-04	6.6684
5.33939E-04	6.64761
5.33979E-04	6.61917
5.34018E-04	6.59371
5.34045E-04	6.57823
5.34081E-04	6.55885
5.34117E-04	6.54129
5.34153E-04	6.52535
5.34189E-04	6.51087
5.34225E-04	6.49767
5.34260E-04	6.48563
5.34296E-04	6.47463
5.34332E-04	6.46454
5.34386E-04	6.4509
5.34440E-04	6.43882
5.34494E-04	6.42805
5.34548E-04	6.41837
5.34602E-04	6.40963
5.34672E-04	6.39947
5.34724E-04	6.39263
5.34802E-04	6.38333
5.34880E-04	6.37497
5.34957E-04	6.3674
5.35035E-04	6.36048
5.35113E-04	6.35411
5.35191E-04	6.34821
5.35295E-04	6.34095
5.35399E-04	6.33429
5.35491E-04	6.32883
5.35515E-04	6.3275
5.35610E-04	6.32292
5.35730E-04	6.31768
5.35850E-04	6.31286
5.35970E-04	6.30839
5.36090E-04	6.30424
5.36249E-04	6.2991
5.36409E-04	6.29437
5.36569E-04	6.28998
5.36729E-04	6.28588
5.36932E-04	6.281
5.37136E-04	6.27646
5.37340E-04	6.2722
5.37543E-04	6.26817
5.37815E-04	6.26311
5.38086E-04	6.25833
5.38358E-04	6.2538
5.38630E-04	6.24947
5.38901E-04	6.24531
5.39261E-04	6.24001
5.39620E-04	6.23492
5.39860E-04	6.23162
5.40339E-04	6.22521
5.40818E-04	6.21899
5.41297E-04	6.21294
5.41777E-04	6.20702
5.42496E-04	6.19833
5.43055E-04	6.19171
5.43694E-04	6.18424
5.44652E-04	6.17321
5.45611E-04	6.16233
5.46569E-04	6.15158
5.47847E-04	6.13738
5.49253E-04	6.12189
5.50659E-04	6.10651
5.52768E-04	6.08358
5.54748E-04	6.06217
5.56026E-04	6.0484
5.59094E-04	6.01548
5.62161E-04	5.9827
5.64742E-04	5.9552
5.67324E-04	5.92778
5.70598E-04	5.89312
5.73872E-04	5.85857
5.76499E-04	5.83096
5.77812E-04	5.81457
5.80770E-04	5.77778
5.84059E-04	5.73704
5.87094E-04	5.69962
5.89877E-04	5.66553
5.91901E-04	5.6409
5.93798E-04	5.61798
5.95695E-04	5.59047
5.96960E-04	5.5723
5.98225E-04	5.55436
5.99174E-04	5.54108
6.00122E-04	5.52803
6.00755E-04	5.5195
6.01387E-04	5.51113
6.02051E-04	5.50258
6.02715E-04	5.49436
6.03158E-04	5.48911
6.03601E-04	5.48411
6.04043E-04	5.47941
6.04375E-04	5.47615
6.04707E-04	5.47317
6.05047E-04	5.47047
6.05284E-04	5.46885
6.05522E-04	5.46749
6.05759E-04	5.46645
6.05996E-04	5.46579
6.06233E-04	5.46561
6.06411E-04	5.46584
6.06589E-04	5.46647
6.06767E-04	5.46757
6.06905E-04	5.46881
6.07063E-04	5.47073
6.07221E-04	5.47329
6.07340E-04	5.47571
6.07458E-04	5.47866
6.07577E-04	5.48224
6.07696E-04	5.48657
6.07775E-04	5.48997
6.07854E-04	5.49386
6.07933E-04	5.49833
6.08012E-04	5.50349
6.08091E-04	5.50949
6.08170E-04	5.51652
6.08229E-04	5.52261
6.08288E-04	5.52955
6.08348E-04	5.53748
6.08407E-04	5.54662
6.08466E-04	5.55719
6.08506E-04	5.56517
6.08545E-04	5.57401
6.08585E-04	5.58382
6.08624E-04	5.59473
6.08664E-04	5.60687
6.08703E-04	5.62042
6.08739E-04	5.63394
6.08771E-04	5.64715
6.08802E-04	5.66158
6.08834E-04	5.67736
6.08866E-04	5.69462
6.08897E-04	5.71348
6.08929E-04	5.73411
6.08960E-04	5.75665
6.08992E-04	5.78128
6.09024E-04	5.80818
6.09040E-04	5.82286
6.09055E-04	5.83778
6.09087E-04	5.87028
6.09119E-04	5.90565
6.09150E-04	5.94413
6.09182E-04	5.98594
6.09213E-04	6.03132
6.09242E-04	6.07544
6.09280E-04	6.1394
6.09318E-04	6.20966
6.09356E-04	6.28669
6.09356E-04	6.2867
6.09394E-04	6.37225
6.09432E-04	6.46551
6.09470E-04	6.56695
6.09507E-04	6.677
6.09545E-04	6.79609
6.09583E-04	6.92464
6.09621E-04	7.063
6.09651E-04	7.17971
6.09686E-04	7.32296
6.09721E-04	7.47508
6.09756E-04	7.63618
6.09808E-04	7.8948
6.09860E-04	8.17371
6.09912E-04	8.47248
6.09969E-04	8.82013
6.10026E-04	9.18881
6.10039E-04	9.27491
6.10083E-04	9.57732
6.10162E-04	10.1428
6.10423E-04	12.0866
6.10517E-04	12.7416
6.10598E-04	13.257
6.10666E-04	13.6414
6.10727E-04	13.9361
6.10777E-04	14.1433
6.10828E-04	14.3084
6.10838E-04	14.3409
6.10899E-04	14.4769
6.10918E-04	14.5007
6.10956E-04	14.5461
6.11000E-04	14.5605
6.11048E-04	14.5376
6.11111E-04	14.447
6.11172E-04	14.2973
6.11233E-04	14.0892
6.11286E-04	13.8627
6.11344E-04	13.5717
6.11385E-04	13.3399
6.11410E-04	13.1939
6.11486E-04	12.704
6.11577E-04	12.0624
6.11835E-04	10.1343
6.11911E-04	9.5881
6.11977E-04	9.13247
6.12040E-04	8.7224
6.12088E-04	8.432
6.12135E-04	8.15733
6.12183E-04	7.89902
6.12214E-04	7.73607
6.12259E-04	7.52046
6.12265E-04	7.49174
6.12303E-04	7.32127
6.12347E-04	7.13677
6.12391E-04	6.96632
6.12425E-04	6.84743
6.12458E-04	6.73598
6.12491E-04	6.63172
6.12524E-04	6.53437
6.12557E-04	6.44365
6.12597E-04	6.34388
6.12625E-04	6.27731
6.12654E-04	6.21494
6.12682E-04	6.15655
6.12711E-04	6.10196
6.12739E-04	6.05096
6.12768E-04	6.00337
6.12796E-04	5.959
6.12825E-04	5.91765
6.12853E-04	5.87916
6.12881E-04	5.84333
6.12910E-04	5.81002
6.12938E-04	5.77904
6.12960E-04	5.75665
6.12967E-04	5.75042
6.12995E-04	5.72443
6.13024E-04	5.70033
6.13063E-04	5.66975
6.13103E-04	5.64224
6.13142E-04	5.61747
6.13182E-04	5.59517
6.13221E-04	5.57507
6.13261E-04	5.55693
6.13300E-04	5.54055
6.13340E-04	5.52572
6.13380E-04	5.51227
6.13419E-04	5.50005
6.13459E-04	5.48891
6.13498E-04	5.47874
6.13557E-04	5.46505
6.13617E-04	5.45296
6.13656E-04	5.44566
6.13719E-04	5.43506
6.13783E-04	5.42557
6.13846E-04	5.41702
6.13909E-04	5.40926
6.13972E-04	5.40215
6.14067E-04	5.39252
6.14162E-04	5.38389
6.14257E-04	5.37607
6.14352E-04	5.36892
6.14478E-04	5.36023
6.14605E-04	5.35234
6.14719E-04	5.34575
6.14874E-04	5.33758
6.15028E-04	5.33007
6.15182E-04	5.32311
6.15285E-04	5.31873
6.15490E-04	5.31048
6.15696E-04	5.30282
6.15901E-04	5.29562
6.16107E-04	5.28882
6.16312E-04	5.28234
6.16621E-04	5.27312
6.16929E-04	5.26438
6.17237E-04	5.25603
6.17546E-04	5.24799
6.17957E-04	5.23765
6.18368E-04	5.22767
6.18984E-04	5.2132
6.19601E-04	5.19917
6.20313E-04	5.1834
6.21024E-04	5.16797
6.21498E-04	5.15783
6.22450E-04	5.13777
6.23401E-04	5.118
6.23504E-04	5.11588
6.24669E-04	5.08796
6.25938E-04	5.05789
6.27339E-04	5.02496
6.28873E-04	4.98922
6.29640E-04	4.9715
6.30407E-04	4.95085
6.31941E-04	4.90984
6.33475E-04	4.86913
6.35009E-04	4.82873
6.35776E-04	4.8087
6.36543E-04	4.7849
6.38077E-04	4.73767
6.39611E-04	4.69084
6.41145E-04	4.64445
6.41912E-04	4.6215
6.42679E-04	4.5944
6.44213E-04	4.54076
6.45651E-04	4.49104
6.46514E-04	4.46156
6.46993E-04	4.4426
6.48336E-04	4.39009
6.49678E-04	4.33824
6.50732E-04	4.29813
6.51020E-04	4.28544
6.52362E-04	4.22714
6.53705E-04	4.16986
6.54759E-04	4.12578
6.55047E-04	4.11182
6.56054E-04	4.06385
6.57060E-04	4.01673
6.58067E-04	3.97058
6.58786E-04	3.93839
6.59074E-04	3.92347
6.60080E-04	3.8725
6.61087E-04	3.82293
6.62094E-04	3.77494
6.62813E-04	3.74198
6.63100E-04	3.72714
6.64107E-04	3.67732
6.65114E-04	3.62994
6.65785E-04	3.59991
6.66456E-04	3.57127
6.67319E-04	3.53678
6.68182E-04	3.50528
6.69045E-04	3.47722
6.69524E-04	3.46345
6.69620E-04	3.46134
6.70195E-04	3.45061
6.70770E-04	3.44208
6.71442E-04	3.43547
6.71489E-04	3.43561
6.72137E-04	3.44134
6.72784E-04	3.45126
6.72880E-04	3.45344
6.73431E-04	3.47439
6.73766E-04	3.49002
6.74078E-04	3.50968
6.74581E-04	3.54636
6.74701E-04	3.55694
6.74989E-04	3.58542
6.75277E-04	3.61865
6.75618E-04	3.66218
6.75852E-04	3.69773
6.76235E-04	3.76041
6.76247E-04	3.7625
6.76619E-04	3.83861
6.76876E-04	3.89433
6.77002E-04	3.92559
6.77296E-04	4.00225
6.77386E-04	4.02851
6.77715E-04	4.12924
6.77733E-04	4.13539
6.78135E-04	4.27956
6.78201E-04	4.30588
6.78500E-04	4.4321
6.78668E-04	4.5095
