E(MeV)	Sm 152
1.64233E-03	8.8791
1.64379E-03	8.74002
1.64525E-03	8.60102
1.64672E-03	8.46213
1.64789E-03	8.35111
1.64818E-03	8.32071
1.64964E-03	8.16883
1.65111E-03	8.01708
1.65228E-03	7.89579
1.65257E-03	7.86202
1.65404E-03	7.69333
1.65550E-03	7.52482
1.65660E-03	7.39857
1.65667E-03	7.39017
1.65769E-03	7.25788
1.65879E-03	7.1163
1.65960E-03	7.01259
1.65989E-03	6.97038
1.66099E-03	6.81227
1.66209E-03	6.65437
1.66252E-03	6.59131
1.66318E-03	6.48539
1.66428E-03	6.30914
1.66472E-03	6.23878
1.66538E-03	6.12094
1.66611E-03	5.99023
1.66684E-03	5.85971
1.66692E-03	5.84668
1.66754E-03	5.72437
1.66820E-03	5.59506
1.66838E-03	5.55921
1.66886E-03	5.45764
1.66951E-03	5.31727
1.66984E-03	5.24722
1.67017E-03	5.17051
1.67083E-03	5.0174
1.67131E-03	4.90709
1.67149E-03	4.86038
1.67215E-03	4.69264
1.67272E-03	4.54858
1.67277E-03	4.53468
1.67343E-03	4.35253
1.67387E-03	4.23155
1.67414E-03	4.15055
1.67462E-03	4.01062
1.67471E-03	3.98379
1.67509E-03	3.86356
1.67557E-03	3.71517
1.67566E-03	3.68674
1.67605E-03	3.55869
1.67647E-03	3.41894
1.67661E-03	3.37054
1.67702E-03	3.22776
1.67757E-03	3.03409
1.67793E-03	2.89744
1.67830E-03	2.76137
1.67833E-03	2.74783
1.67866E-03	2.61959
1.67903E-03	2.47784
1.67907E-03	2.46374
1.67938E-03	2.33844
1.67971E-03	2.20653
1.67980E-03	2.17012
1.68004E-03	2.07168
1.68036E-03	1.93632
1.68066E-03	1.81692
1.68069E-03	1.8017
1.68102E-03	1.66593
1.68135E-03	1.53149
1.68168E-03	1.39856
1.68196E-03	1.28618
1.68201E-03	1.26747
1.68231E-03	1.15216
1.68245E-03	1.10174
1.68267E-03	1.02478
1.68272E-03	1.00432
1.68290E-03	0.945758
1.68294E-03	0.93139
1.68313E-03	0.874608
1.68313E-03	0.872476
1.68331E-03	0.822481
1.68337E-03	0.807012
1.68346E-03	0.782621
1.68357E-03	0.758191
1.68360E-03	0.750132
1.68369E-03	0.730831
1.68379E-03	0.711946
1.68386E-03	0.700442
1.68387E-03	0.699248
1.68394E-03	0.688417
1.68401E-03	0.67877
1.68410E-03	0.668866
1.68414E-03	0.665417
1.68416E-03	0.663614
1.68422E-03	0.659727
1.68427E-03	0.657122
1.68433E-03	0.654922
1.68435E-03	0.654684
1.68438E-03	0.654564
1.68444E-03	0.655309
1.68448E-03	0.656641
1.68453E-03	0.658664
1.68457E-03	0.661148
1.68457E-03	0.661439
1.68462E-03	0.665878
1.68466E-03	0.671266
1.68471E-03	0.677085
1.68473E-03	0.680308
1.68477E-03	0.686165
1.68479E-03	0.6894
1.68480E-03	0.692939
1.68485E-03	0.702279
1.68489E-03	0.712572
1.68494E-03	0.724354
1.68497E-03	0.733532
1.68502E-03	0.747277
1.68502E-03	0.749666
1.68506E-03	0.762256
1.68510E-03	0.77852
1.68514E-03	0.79374
1.68518E-03	0.811502
1.68521E-03	0.824738
1.68523E-03	0.83337
1.68527E-03	0.851708
1.68530E-03	0.87101
1.68534E-03	0.891315
1.68538E-03	0.914849
1.68543E-03	0.942015
1.68543E-03	0.946781
1.68546E-03	0.966575
1.68551E-03	0.997789
1.68555E-03	1.03075
1.68560E-03	1.07148
1.68565E-03	1.11489
1.68566E-03	1.11809
1.68571E-03	1.16923
1.68577E-03	1.22367
1.68582E-03	1.28155
1.68587E-03	1.33909
1.68588E-03	1.34751
1.68592E-03	1.40086
1.68597E-03	1.45677
1.68601E-03	1.51536
1.68602E-03	1.52562
1.68606E-03	1.58299
1.68611E-03	1.65986
1.68616E-03	1.74091
1.68617E-03	1.75923
1.68621E-03	1.82754
1.68627E-03	1.92585
1.68633E-03	2.03692
1.68633E-03	2.05165
1.68638E-03	2.15645
1.68644E-03	2.28342
1.68649E-03	2.38474
1.68651E-03	2.43619
1.68656E-03	2.57267
1.68662E-03	2.71676
1.68663E-03	2.75733
1.68667E-03	2.87051
1.68673E-03	3.03332
1.68678E-03	3.19375
1.68678E-03	3.20538
1.68684E-03	3.38933
1.68689E-03	3.58353
1.68693E-03	3.70651
1.68695E-03	3.78965
1.68702E-03	4.08474
1.68707E-03	4.30526
1.68708E-03	4.3372
1.68715E-03	4.64285
1.68721E-03	4.96931
1.68722E-03	5.00809
1.68728E-03	5.32221
1.68734E-03	5.69994
1.68736E-03	5.83459
1.68741E-03	6.10693
1.68747E-03	6.54413
1.68754E-03	7.0166
1.68758E-03	7.35411
1.68761E-03	7.52454
1.68767E-03	8.07256
1.68769E-03	8.26864
1.68774E-03	8.66443
1.68780E-03	9.30203
1.68787E-03	9.99399
1.68791E-03	10.4904
1.68794E-03	10.7409
1.68800E-03	11.5508
1.68802E-03	11.8419
1.68807E-03	12.4297
1.68813E-03	13.3817
1.68820E-03	14.4209
1.68824E-03	15.171
1.68827E-03	15.5498
1.68833E-03	16.7815
1.68835E-03	17.2274
1.68840E-03	18.1277
1.68846E-03	19.5958
1.68853E-03	21.2084
1.68854E-03	21.4036
1.68859E-03	22.9773
1.68861E-03	23.4072
1.68866E-03	24.9216
1.68868E-03	25.6321
1.68873E-03	27.062
1.68876E-03	28.1067
1.68879E-03	29.423
1.68884E-03	31.1581
1.68885E-03	31.6133
1.68888E-03	33.0493
1.68891E-03	34.2562
1.68893E-03	35.0765
1.68897E-03	37.1441
1.68897E-03	37.25
1.68902E-03	39.5853
1.68903E-03	40.3505
1.68906E-03	42.0933
1.68909E-03	43.8703
1.68911E-03	44.7859
1.68915E-03	47.6793
1.68916E-03	47.7291
1.68920E-03	50.742
1.68922E-03	52.0311
1.68924E-03	53.9761
1.68929E-03	57.4401
1.68929E-03	57.5632
1.68933E-03	61.1643
1.68935E-03	62.89
1.68937E-03	65.1585
1.68941E-03	68.7243
1.68942E-03	69.4426
1.68946E-03	74.0405
1.68947E-03	75.1862
1.68951E-03	78.9732
1.68953E-03	82.3326
1.68956E-03	85.1777
1.68960E-03	90.9026
1.68960E-03	91.3102
1.68965E-03	97.0413
1.68966E-03	99.6615
1.68969E-03	103.61
1.68972E-03	108.75
1.68973E-03	110.629
1.68978E-03	118.711
1.68979E-03	120.741
1.68984E-03	129.551
1.68985E-03	131.764
1.68990E-03	141.349
1.68991E-03	143.756
1.68996E-03	154.16
1.68997E-03	156.772
1.69001E-03	168.037
1.69003E-03	170.864
1.69007E-03	183.027
1.69008E-03	186.08
1.69013E-03	199.174
1.69014E-03	202.459
1.69019E-03	216.511
1.69020E-03	220.038
1.69026E-03	238.835
1.69028E-03	244.825
1.69032E-03	258.865
1.69037E-03	275.847
1.69038E-03	280.108
1.69044E-03	302.572
1.69045E-03	309.728
1.69052E-03	338.448
1.69054E-03	346.1
1.69061E-03	376.784
1.69066E-03	398.344
1.69070E-03	417.256
1.69082E-03	473.852
1.69086E-03	497.197
1.69104E-03	584.736
1.69114E-03	637.113
1.69116E-03	642.627
1.69125E-03	686.543
1.69127E-03	696.715
1.69136E-03	732.109
1.69136E-03	734.381
1.69145E-03	768.188
1.69152E-03	791.437
1.69154E-03	799.125
1.69159E-03	811.806
1.69163E-03	822.774
1.69168E-03	832.418
1.69172E-03	840.718
1.69175E-03	844.9
1.69180E-03	851.631
1.69181E-03	853
1.69185E-03	855.388
1.69190E-03	858.133
1.69192E-03	858.39
1.69193E-03	858.412
1.69201E-03	855.363
1.69208E-03	848.091
1.69209E-03	846.686
1.69217E-03	834.424
1.69218E-03	831.907
1.69224E-03	818.179
1.69227E-03	811.537
1.69233E-03	795.76
1.69236E-03	786.509
1.69241E-03	767.892
1.69244E-03	757.417
1.69250E-03	736.358
1.69256E-03	713.205
1.69262E-03	689.97
1.69280E-03	614.824
1.69294E-03	551.061
1.69303E-03	512.913
1.69306E-03	500.807
1.69315E-03	464.608
1.69318E-03	452.576
1.69323E-03	430.081
1.69329E-03	407.667
1.69332E-03	397.192
1.69338E-03	376.324
1.69341E-03	366.564
1.69347E-03	347.119
1.69353E-03	329.123
1.69356E-03	320.155
1.69359E-03	311.88
1.69364E-03	295.389
1.69370E-03	280.313
1.69373E-03	272.802
1.69376E-03	265.943
1.69382E-03	252.275
1.69388E-03	239.888
1.69391E-03	233.718
1.69394E-03	228.121
1.69400E-03	216.97
1.69407E-03	204.911
1.69408E-03	201.909
1.69413E-03	195.111
1.69417E-03	188.905
1.69419E-03	185.925
1.69424E-03	178.144
1.69425E-03	177.395
1.69431E-03	169.559
1.69432E-03	168.351
1.69438E-03	161.126
1.69440E-03	159.432
1.69444E-03	154.471
1.69447E-03	151.303
1.69451E-03	148.258
1.69455E-03	143.883
1.69457E-03	142.461
1.69463E-03	137.055
1.69463E-03	136.637
1.69469E-03	132.094
1.69472E-03	130.049
1.69478E-03	125.249
1.69483E-03	122.151
1.69487E-03	119.338
1.69494E-03	115.134
1.69495E-03	114.505
1.69502E-03	110.122
1.69505E-03	108.874
1.69510E-03	106.064
1.69516E-03	103.264
1.69520E-03	101.069
1.69527E-03	98.21
1.69531E-03	96.5293
1.69538E-03	93.6388
1.69541E-03	92.3987
1.69550E-03	88.8307
1.69551E-03	88.5846
1.69561E-03	85.1524
1.69565E-03	83.9306
1.69572E-03	81.7442
1.69580E-03	79.5654
1.69584E-03	78.3889
1.69594E-03	75.6532
1.69596E-03	75.2999
1.69607E-03	72.4815
1.69609E-03	72.1302
1.69619E-03	69.8964
1.69624E-03	68.9418
1.69631E-03	67.5214
1.69643E-03	65.2553
1.69645E-03	64.6902
1.69654E-03	63.2006
1.69667E-03	60.9724
1.69682E-03	58.7868
1.69689E-03	57.6974
1.69697E-03	56.7263
1.69711E-03	54.7898
1.69726E-03	53.0586
1.69733E-03	52.1951
1.69741E-03	51.4039
1.69748E-03	50.6147
1.69755E-03	49.8998
1.69770E-03	48.4736
1.69777E-03	47.7623
1.69787E-03	46.9549
1.69806E-03	45.3447
1.69811E-03	44.8815
1.69825E-03	43.8854
1.69844E-03	42.4893
1.69845E-03	42.3821
1.69863E-03	41.2518
1.69879E-03	40.1947
1.69882E-03	40.049
1.69901E-03	38.9694
1.69913E-03	38.2652
1.69920E-03	37.9327
1.69941E-03	36.8638
1.69947E-03	36.5512
1.69965E-03	35.7897
1.69988E-03	34.7552
1.69993E-03	34.5294
1.70011E-03	33.8318
1.70035E-03	32.9409
1.70045E-03	32.5657
1.70058E-03	32.1203
1.70082E-03	31.3515
1.70096E-03	30.872
1.70117E-03	30.2849
1.70146E-03	29.4482
1.70148E-03	29.396
1.70175E-03	28.7056
1.70200E-03	28.0993
1.70205E-03	27.9851
1.70234E-03	27.3341
1.70252E-03	26.928
1.70263E-03	26.711
1.70292E-03	26.1333
1.70307E-03	25.845
1.70336E-03	25.3383
1.70369E-03	24.7694
1.70380E-03	24.5801
1.70406E-03	24.1953
1.70442E-03	23.6465
1.70453E-03	23.4822
1.70479E-03	23.1448
1.70516E-03	22.6636
1.70527E-03	22.5195
1.70552E-03	22.2243
1.70589E-03	21.8033
1.70614E-03	21.5091
1.70644E-03	21.2145
1.70695E-03	20.6999
1.70702E-03	20.6266
1.70746E-03	20.237
1.70790E-03	19.848
1.70797E-03	19.7912
1.70849E-03	19.3944
1.70900E-03	18.9982
1.70915E-03	18.8852
1.70951E-03	18.6377
1.71002E-03	18.2917
1.71024E-03	18.1437
1.71072E-03	17.8615
1.71127E-03	17.5363
1.71171E-03	17.2765
1.71182E-03	17.2192
1.71237E-03	16.9333
1.71310E-03	16.5525
1.71317E-03	16.5145
1.71383E-03	16.2056
1.71456E-03	15.8629
1.71463E-03	15.8287
1.71529E-03	15.5478
1.71603E-03	15.2362
1.71661E-03	14.9873
1.71698E-03	14.832
1.71727E-03	14.7119
1.71793E-03	14.4421
1.71837E-03	14.2625
1.71881E-03	14.0833
1.71925E-03	13.9043
1.71968E-03	13.7257
1.72005E-03	13.5772
1.72012E-03	13.5449
1.72056E-03	13.3513
1.72095E-03	13.1823
1.72128E-03	13.0379
1.72151E-03	12.9339
1.72161E-03	12.8889
1.72193E-03	12.7275
1.72226E-03	12.5666
1.72251E-03	12.4464
1.72252E-03	12.4443
1.72276E-03	12.3105
1.72301E-03	12.1747
1.72325E-03	12.0396
1.72332E-03	12.0001
1.72352E-03	11.8756
1.72373E-03	11.7445
1.72394E-03	11.614
1.72413E-03	11.4897
1.72414E-03	11.4833
1.72435E-03	11.3306
1.72456E-03	11.179
1.72471E-03	11.066
1.72472E-03	11.059
1.72487E-03	10.9358
1.72502E-03	10.8052
1.72520E-03	10.658
1.72520E-03	10.6573
1.72533E-03	10.5346
1.72545E-03	10.4128
1.72558E-03	10.292
1.72568E-03	10.1963
1.72570E-03	10.1678
1.72583E-03	10.0268
1.72595E-03	9.88741
1.72606E-03	9.77738
1.72608E-03	9.74562
1.72618E-03	9.62017
1.72628E-03	9.49641
1.72631E-03	9.46598
1.72638E-03	9.36264
1.72646E-03	9.26087
1.72653E-03	9.16073
1.72656E-03	9.12798
1.72661E-03	9.05313
1.72668E-03	8.94314
1.72676E-03	8.83587
1.72683E-03	8.73194
1.72688E-03	8.66528
1.72690E-03	8.63656
1.72697E-03	8.55392
1.72703E-03	8.47519
1.72707E-03	8.42526
1.72711E-03	8.37768
1.72715E-03	8.33274
1.72719E-03	8.29566
1.72719E-03	8.29184
1.72723E-03	8.26225
1.72727E-03	8.23647
1.72731E-03	8.21498
1.72734E-03	8.20538
1.72735E-03	8.20475
1.72739E-03	8.20872
1.72744E-03	8.21881
1.72744E-03	8.21946
1.72748E-03	8.25357
1.72752E-03	8.29675
1.72752E-03	8.29872
1.72755E-03	8.35952
1.72758E-03	8.4147
1.72758E-03	8.42262
1.72762E-03	8.50798
1.72764E-03	8.59078
1.72765E-03	8.60222
1.72768E-03	8.72389
1.72771E-03	8.84041
1.72771E-03	8.85574
1.72774E-03	9.01753
1.72775E-03	9.08588
1.72777E-03	9.20287
1.72780E-03	9.3873
1.72780E-03	9.41057
1.72784E-03	9.65394
1.72785E-03	9.75581
1.72787E-03	9.92787
1.72790E-03	10.1968
1.72790E-03	10.2304
1.72793E-03	10.5788
1.72794E-03	10.7237
1.72796E-03	10.9658
1.72799E-03	11.3424
1.72799E-03	11.389
1.72802E-03	11.8698
1.72804E-03	12.0686
1.72805E-03	12.3383
1.72807E-03	12.6176
1.72809E-03	13.0343
1.72810E-03	13.2199
1.72813E-03	13.8122
1.72813E-03	13.8807
1.72816E-03	14.6058
1.72817E-03	14.6828
1.72819E-03	15.3997
1.72820E-03	15.6531
1.72823E-03	16.2635
1.72824E-03	16.7251
1.72826E-03	17.2014
1.72828E-03	17.9057
1.72829E-03	18.217
1.72832E-03	19.2013
1.72832E-03	19.3141
1.72835E-03	20.4995
1.72835E-03	20.6244
1.72838E-03	21.7781
1.72839E-03	22.1819
1.72841E-03	23.1495
1.72843E-03	23.8746
1.72845E-03	24.6166
1.72846E-03	25.425
1.72848E-03	26.1875
1.72850E-03	27.452
1.72851E-03	27.8948
1.72854E-03	29.6403
1.72854E-03	29.7492
1.72857E-03	31.7272
1.72858E-03	32.0055
1.72861E-03	33.8285
1.72862E-03	34.5549
1.72866E-03	37.2065
1.72866E-03	37.2528
1.72870E-03	40.8809
1.72871E-03	41.6781
1.72875E-03	44.8368
1.72877E-03	46.1195
1.72879E-03	48.3004
1.72883E-03	51.4793
1.72883E-03	51.9417
1.72889E-03	57.2749
1.72889E-03	57.7681
1.72894E-03	62.4134
1.72896E-03	65.0898
1.72899E-03	67.8116
1.72905E-03	74.7453
1.72906E-03	75.1749
1.72912E-03	82.9226
1.72921E-03	93.4103
1.72921E-03	94.0276
1.72936E-03	113.377
1.72946E-03	125.54
1.72950E-03	129.811
1.72954E-03	134.492
1.72959E-03	140.403
1.72962E-03	143.835
1.72967E-03	148.806
1.72968E-03	149.952
1.72974E-03	155.471
1.72975E-03	156.177
1.72980E-03	160.268
1.72983E-03	161.908
1.72986E-03	164.366
1.72989E-03	166.056
1.72992E-03	167.638
1.72997E-03	169.509
1.73000E-03	170.496
1.73000E-03	170.611
1.73003E-03	171.504
1.73006E-03	171.926
1.73009E-03	172.37
1.73011E-03	172.413
1.73015E-03	172.331
1.73017E-03	172.15
1.73023E-03	170.937
1.73029E-03	168.877
1.73035E-03	166.014
1.73042E-03	161.87
1.73042E-03	161.727
1.73050E-03	155.904
1.73051E-03	155.396
1.73059E-03	148.023
1.73060E-03	147.541
1.73068E-03	139.15
1.73073E-03	134.68
1.73078E-03	128.589
1.73093E-03	112.026
1.73101E-03	103.851
1.73109E-03	95.7924
1.73115E-03	89.3874
1.73118E-03	86.3666
1.73121E-03	83.2304
1.73126E-03	78.7848
1.73127E-03	77.5596
1.73131E-03	74.5587
1.73134E-03	71.4483
1.73136E-03	70.1499
1.73140E-03	66.8853
1.73141E-03	65.781
1.73144E-03	63.796
1.73148E-03	60.823
1.73149E-03	60.0009
1.73152E-03	58.0318
1.73155E-03	55.7614
1.73156E-03	55.367
1.73160E-03	52.8872
1.73161E-03	51.8984
1.73164E-03	50.5482
1.73167E-03	48.7329
1.73168E-03	48.3899
1.73171E-03	46.7938
1.73174E-03	45.2279
1.73175E-03	44.9374
1.73178E-03	43.2291
1.73180E-03	42.3914
1.73182E-03	41.6178
1.73186E-03	40.1021
1.73187E-03	39.8541
1.73190E-03	38.7145
1.73193E-03	37.5977
1.73193E-03	37.3926
1.73197E-03	36.1879
1.73199E-03	35.5978
1.73201E-03	35.0575
1.73205E-03	33.9994
1.73205E-03	33.8259
1.73208E-03	33.2721
1.73211E-03	32.4939
1.73212E-03	32.2644
1.73214E-03	31.7758
1.73217E-03	31.0902
1.73218E-03	30.8879
1.73220E-03	30.4673
1.73223E-03	29.8772
1.73226E-03	29.2966
1.73227E-03	29.1252
1.73230E-03	28.7779
1.73233E-03	28.29
1.73236E-03	27.8098
1.73237E-03	27.6679
1.73239E-03	27.3802
1.73242E-03	26.976
1.73245E-03	26.5776
1.73246E-03	26.4599
1.73248E-03	26.2205
1.73252E-03	25.8835
1.73255E-03	25.5513
1.73256E-03	25.453
1.73258E-03	25.2095
1.73262E-03	24.8432
1.73265E-03	24.6076
1.73266E-03	24.5009
1.73271E-03	24.198
1.73275E-03	23.8997
1.73279E-03	23.6054
1.73279E-03	23.572
1.73283E-03	23.3568
1.73287E-03	23.1169
1.73291E-03	22.8797
1.73293E-03	22.7444
1.73295E-03	22.6617
1.73301E-03	22.3728
1.73307E-03	22.0881
1.73312E-03	21.8645
1.73313E-03	21.8172
1.73320E-03	21.5892
1.73327E-03	21.3292
1.73334E-03	21.0549
1.73342E-03	20.831
1.73349E-03	20.6093
1.73357E-03	20.3894
1.73359E-03	20.3167
1.73367E-03	20.1338
1.73377E-03	19.8921
1.73384E-03	19.7123
1.73387E-03	19.6625
1.73397E-03	19.465
1.73408E-03	19.2444
1.73421E-03	19.001
1.73422E-03	18.9768
1.73433E-03	18.798
1.73446E-03	18.6007
1.73459E-03	18.4045
1.73460E-03	18.385
1.73471E-03	18.2373
1.73484E-03	18.0739
1.73496E-03	17.9114
1.73497E-03	17.8952
1.73511E-03	17.7461
1.73529E-03	17.5575
1.73546E-03	17.3698
1.73548E-03	17.3564
1.73564E-03	17.2117
1.73582E-03	17.0565
1.73598E-03	16.913
1.73599E-03	16.9039
1.73617E-03	16.7773
1.73634E-03	16.6512
1.73656E-03	16.4986
1.73673E-03	16.3735
1.73681E-03	16.3285
1.73706E-03	16.1791
1.73724E-03	16.075
1.73731E-03	16.0376
1.73756E-03	15.9137
1.73781E-03	15.7902
1.73807E-03	15.6671
1.73824E-03	15.5811
1.73832E-03	15.5513
1.73862E-03	15.4322
1.73897E-03	15.2938
1.73925E-03	15.1853
1.73932E-03	15.161
1.73967E-03	15.0477
1.74002E-03	14.9347
1.74038E-03	14.822
1.74045E-03	14.7979
1.74073E-03	14.7242
1.74108E-03	14.6307
1.74148E-03	14.5241
1.74166E-03	14.4775
1.74193E-03	14.4165
1.74239E-03	14.3168
1.74284E-03	14.2174
1.74328E-03	14.1206
1.74329E-03	14.1188
1.74374E-03	14.039
1.74408E-03	13.9794
1.74442E-03	13.92
1.74465E-03	13.8804
1.74500E-03	13.8185
1.74526E-03	13.7737
1.74552E-03	13.729
1.74574E-03	13.6919
1.74578E-03	13.686
1.74597E-03	13.6594
1.74617E-03	13.633
1.74636E-03	13.6069
1.74649E-03	13.5897
1.74662E-03	13.5727
1.74675E-03	13.5559
1.74685E-03	13.5436
1.74694E-03	13.5316
1.74703E-03	13.5209
1.74709E-03	13.514
1.74715E-03	13.5074
1.74721E-03	13.501
1.74727E-03	13.4951
1.74731E-03	13.4909
1.74736E-03	13.487
1.74740E-03	13.4835
1.74744E-03	13.4803
1.74749E-03	13.4777
1.74753E-03	13.4757
1.74756E-03	13.4747
1.74759E-03	13.474
1.74762E-03	13.4737
1.74765E-03	13.4738
1.74768E-03	13.4744
1.74771E-03	13.4755
1.74774E-03	13.4771
1.74777E-03	13.4793
1.74779E-03	13.4812
1.74780E-03	13.4827
1.74783E-03	13.4882
1.74786E-03	13.4946
1.74789E-03	13.5017
1.74792E-03	13.5102
1.74795E-03	13.5197
1.74798E-03	13.5305
1.74801E-03	13.5426
1.74804E-03	13.5561
1.74807E-03	13.5712
1.74810E-03	13.588
1.74813E-03	13.6066
1.74816E-03	13.6272
1.74819E-03	13.6499
1.74822E-03	13.675
1.74825E-03	13.7025
1.74828E-03	13.7327
1.74832E-03	13.7657
1.74835E-03	13.8017
1.74838E-03	13.8409
1.74841E-03	13.8836
1.74844E-03	13.9298
1.74846E-03	13.9632
1.74847E-03	13.9815
1.74850E-03	14.0404
1.74853E-03	14.1035
1.74857E-03	14.1852
1.74859E-03	14.2484
1.74863E-03	14.35
1.74867E-03	14.4604
1.74871E-03	14.5798
1.74875E-03	14.7087
1.74879E-03	14.8475
1.74883E-03	14.9964
1.74887E-03	15.1556
1.74891E-03	15.3255
1.74893E-03	15.4181
1.74895E-03	15.5101
1.74900E-03	15.7628
1.74906E-03	16.0608
1.74911E-03	16.3789
1.74917E-03	16.7164
1.74922E-03	17.072
1.74928E-03	17.5003
1.74936E-03	18.0651
1.74942E-03	18.4887
1.74949E-03	19.006
1.74966E-03	20.3244
1.74976E-03	21.0208
1.74984E-03	21.5357
1.74991E-03	21.9353
1.74997E-03	22.2703
1.74998E-03	22.3196
1.75004E-03	22.583
1.75009E-03	22.7663
1.75016E-03	22.9481
1.75020E-03	23.0061
1.75023E-03	23.0538
1.75030E-03	23.0789
1.75037E-03	23.0303
1.75044E-03	22.9106
1.75051E-03	22.7242
1.75051E-03	22.7125
1.75056E-03	22.5222
1.75062E-03	22.2357
1.75069E-03	21.8385
1.75076E-03	21.4293
1.75084E-03	20.9033
1.75090E-03	20.4299
1.75094E-03	20.1898
1.75121E-03	18.0564
1.75129E-03	17.4611
1.75136E-03	16.9495
1.75142E-03	16.5727
1.75147E-03	16.2135
1.75147E-03	16.201
1.75153E-03	15.8813
1.75158E-03	15.5692
1.75164E-03	15.2776
1.75168E-03	15.0552
1.75173E-03	14.8465
1.75177E-03	14.6512
1.75180E-03	14.5343
1.75180E-03	14.5143
1.75184E-03	14.3897
1.75187E-03	14.2721
1.75191E-03	14.1615
1.75194E-03	14.0575
1.75197E-03	13.9599
1.75200E-03	13.8983
1.75203E-03	13.8134
1.75206E-03	13.7339
1.75209E-03	13.6595
1.75213E-03	13.59
1.75216E-03	13.5252
1.75219E-03	13.4647
1.75222E-03	13.4083
1.75226E-03	13.3559
1.75229E-03	13.307
1.75231E-03	13.2727
1.75232E-03	13.2618
1.75234E-03	13.2423
1.75236E-03	13.2148
1.75239E-03	13.1889
1.75241E-03	13.1646
1.75244E-03	13.1417
1.75246E-03	13.1202
1.75248E-03	13.1
1.75251E-03	13.081
1.75253E-03	13.066
1.75255E-03	13.0491
1.75258E-03	13.0331
1.75260E-03	13.0181
1.75263E-03	13.004
1.75265E-03	12.9908
1.75268E-03	12.9783
1.75270E-03	12.9665
1.75272E-03	12.9555
1.75275E-03	12.945
1.75277E-03	12.9351
1.75280E-03	12.9258
1.75282E-03	12.917
1.75285E-03	12.9086
1.75287E-03	12.9006
1.75290E-03	12.8931
1.75293E-03	12.8825
1.75297E-03	12.8725
1.75301E-03	12.8633
1.75304E-03	12.8546
1.75308E-03	12.8464
1.75312E-03	12.8386
1.75315E-03	12.8313
1.75319E-03	12.8243
1.75323E-03	12.8175
1.75325E-03	12.8132
1.75330E-03	12.8048
1.75334E-03	12.7981
1.75338E-03	12.7917
1.75344E-03	12.7823
1.75350E-03	12.7732
1.75356E-03	12.765
1.75356E-03	12.7646
1.75363E-03	12.7579
1.75371E-03	12.7493
1.75379E-03	12.7409
1.75387E-03	12.7327
1.75399E-03	12.7206
1.75411E-03	12.7088
1.75424E-03	12.6971
1.75436E-03	12.6856
1.75452E-03	12.6704
1.75468E-03	12.6556
1.75484E-03	12.6412
1.75507E-03	12.6198
1.75531E-03	12.5986
1.75555E-03	12.5775
1.75578E-03	12.5565
1.75602E-03	12.5357
1.75633E-03	12.5079
1.75665E-03	12.4803
1.75696E-03	12.4528
1.75744E-03	12.4107
1.75793E-03	12.3683
1.75816E-03	12.3486
1.75842E-03	12.3297
1.75907E-03	12.2827
1.75972E-03	12.2357
1.76037E-03	12.1889
1.76102E-03	12.1421
1.76199E-03	12.072
1.76305E-03	11.9957
1.76335E-03	11.974
1.76415E-03	11.9245
1.76526E-03	11.8564
1.76673E-03	11.7656
1.76820E-03	11.6749
1.76950E-03	11.595
1.76994E-03	11.5683
1.77080E-03	11.5196
1.77253E-03	11.4221
1.77427E-03	11.3246
1.77600E-03	11.2273
1.77686E-03	11.1786
1.77838E-03	11.0935
1.77990E-03	11.0085
1.78103E-03	10.9448
1.78217E-03	10.8811
1.78331E-03	10.8175
1.78444E-03	10.754
1.78553E-03	10.6935
1.78558E-03	10.69
1.78634E-03	10.6398
1.78709E-03	10.5897
1.78785E-03	10.5397
1.78861E-03	10.4897
1.78926E-03	10.447
1.78975E-03	10.4149
1.79007E-03	10.3882
1.79061E-03	10.3438
1.79115E-03	10.2995
1.79170E-03	10.2552
1.79224E-03	10.211
1.79278E-03	10.1669
1.79316E-03	10.1359
1.79332E-03	10.1192
1.79375E-03	10.0743
1.79419E-03	10.0294
1.79462E-03	9.98465
1.79506E-03	9.94
1.79516E-03	9.92903
1.79549E-03	9.8876
1.79593E-03	9.83277
1.79625E-03	9.79177
1.79658E-03	9.75089
1.79659E-03	9.74922
1.79694E-03	9.69507
1.79722E-03	9.65062
1.79751E-03	9.6063
1.79779E-03	9.56214
1.79802E-03	9.52757
1.79808E-03	9.5158
1.79836E-03	9.46107
1.79865E-03	9.40657
1.79893E-03	9.35233
1.79895E-03	9.34848
1.79918E-03	9.29603
1.79938E-03	9.24855
1.79959E-03	9.20126
1.79979E-03	9.1542
1.79989E-03	9.1308
1.79999E-03	9.10126
1.80020E-03	9.04247
1.80040E-03	8.984
1.80060E-03	8.92591
1.80071E-03	8.89707
1.80079E-03	8.8683
1.80095E-03	8.81109
1.80111E-03	8.75423
1.80128E-03	8.69777
1.80132E-03	8.68377
1.80144E-03	8.63226
1.80160E-03	8.5641
1.80177E-03	8.49653
1.80185E-03	8.46309
1.80193E-03	8.42194
1.80207E-03	8.35057
1.80219E-03	8.28994
1.80232E-03	8.2299
1.80234E-03	8.22001
1.80244E-03	8.16031
1.80256E-03	8.08943
1.80266E-03	8.0311
1.80268E-03	8.01716
1.80280E-03	7.93456
1.80290E-03	7.8734
1.80299E-03	7.81302
1.80303E-03	7.78661
1.80309E-03	7.73871
1.80319E-03	7.66022
1.80327E-03	7.60239
