E(MeV)	Sm 152
9.51824E-04	676.01
9.51848E-04	694.982
9.51895E-04	732.581
9.51919E-04	750.239
9.51966E-04	785.074
9.51989E-04	800.947
9.52032E-04	829.072
9.52036E-04	831.82
9.52083E-04	858.847
9.52097E-04	866.804
9.52130E-04	882.74
9.52145E-04	889.407
9.52178E-04	902.473
9.52194E-04	908.806
9.52225E-04	918.028
9.52243E-04	923.433
9.52285E-04	931.337
9.52300E-04	934.115
9.52302E-04	934.444
9.52338E-04	937.161
9.52352E-04	938.072
9.52375E-04	938.004
9.52385E-04	937.27
9.52434E-04	932.738
9.52441E-04	931.352
9.52488E-04	921.491
9.52493E-04	920.452
9.52536E-04	907.302
9.52540E-04	905.792
9.52583E-04	889.045
9.52587E-04	887.13
9.52653E-04	854.766
9.52658E-04	852.4
9.52724E-04	813.549
9.52729E-04	810.734
9.52795E-04	766.757
9.52799E-04	763.584
9.52893E-04	694.832
9.52912E-04	680.458
9.53054E-04	572.466
9.53124E-04	518.775
9.53129E-04	515.22
9.53195E-04	467.563
9.53200E-04	464.185
9.53244E-04	433.504
9.53258E-04	423.886
9.53294E-04	400.984
9.53311E-04	389.623
9.53339E-04	372.758
9.53364E-04	357.46
9.53389E-04	343.763
9.53421E-04	325.546
9.53426E-04	323.08
9.53463E-04	303.814
9.53477E-04	296.229
9.53500E-04	285.573
9.53525E-04	273.88
9.53534E-04	269.458
9.53566E-04	255.551
9.53572E-04	253.001
9.53607E-04	238.578
9.53609E-04	237.626
9.53647E-04	223.305
9.53648E-04	222.888
9.53689E-04	208.47
9.53695E-04	206.432
9.53731E-04	195.153
9.53740E-04	192.359
9.53762E-04	185.909
9.53784E-04	179.513
9.53792E-04	177.153
9.53823E-04	168.966
9.53828E-04	167.805
9.53854E-04	161.4
9.53872E-04	157.167
9.53890E-04	153.276
9.53916E-04	147.495
9.53925E-04	145.725
9.53960E-04	138.714
9.53996E-04	132.34
9.54004E-04	130.761
9.54031E-04	126.416
9.54049E-04	123.545
9.54066E-04	120.911
9.54093E-04	116.997
9.54102E-04	115.799
9.54137E-04	111.051
9.54172E-04	106.786
9.54196E-04	103.968
9.54207E-04	102.707
9.54246E-04	98.6461
9.54255E-04	97.718
9.54290E-04	94.388
9.54314E-04	92.1909
9.54334E-04	90.4606
9.54372E-04	87.2803
9.54378E-04	86.8382
9.54422E-04	83.5569
9.54431E-04	82.9066
9.54467E-04	80.5497
9.54490E-04	78.9924
9.54511E-04	77.7528
9.54549E-04	75.4708
9.54555E-04	75.1551
9.54614E-04	72.0304
9.54630E-04	71.1796
9.54673E-04	69.166
9.54696E-04	68.0648
9.54721E-04	67.0123
9.54779E-04	64.6182
9.54785E-04	64.3746
9.54836E-04	62.474
9.54873E-04	61.1273
9.54893E-04	60.4496
9.54932E-04	59.1992
9.54961E-04	58.2442
9.55008E-04	56.8623
9.55049E-04	55.6642
9.55085E-04	54.73
9.55138E-04	53.3409
9.55161E-04	52.788
9.55238E-04	51.006
9.55270E-04	50.2577
9.55314E-04	49.3463
9.55376E-04	48.0806
9.55409E-04	47.4816
9.55500E-04	45.8078
9.55503E-04	45.7592
9.55597E-04	44.2135
9.55623E-04	43.7819
9.55691E-04	42.782
9.55747E-04	41.9617
9.55785E-04	41.4613
9.55880E-04	40.2379
9.55933E-04	39.5539
9.55974E-04	39.0867
9.56068E-04	38.0255
9.56118E-04	37.4653
9.56186E-04	36.7941
9.56304E-04	35.6349
9.56421E-04	34.618
9.56524E-04	33.7335
9.56539E-04	33.6222
9.56657E-04	32.7373
9.56745E-04	32.0772
9.56774E-04	31.882
9.56892E-04	31.1051
9.56966E-04	30.6219
9.57010E-04	30.3628
9.57157E-04	29.5039
9.57187E-04	29.333
9.57304E-04	28.7288
9.57452E-04	27.9775
9.57481E-04	27.828
9.57599E-04	27.304
9.57746E-04	26.6523
9.57775E-04	26.5225
9.57893E-04	26.0638
9.58040E-04	25.493
9.58070E-04	25.3793
9.58188E-04	24.9744
9.58364E-04	24.3698
9.58541E-04	23.8437
9.58717E-04	23.3199
9.58806E-04	23.0591
9.58894E-04	22.8346
9.59071E-04	22.3876
9.59247E-04	21.9426
9.59336E-04	21.7488
9.59600E-04	21.1707
9.59689E-04	20.9788
9.59836E-04	20.6977
9.60071E-04	20.2496
9.60130E-04	20.1381
9.60307E-04	19.8465
9.60542E-04	19.4592
9.60719E-04	19.1698
9.60778E-04	19.0863
9.61013E-04	18.7538
9.61308E-04	18.3398
9.61367E-04	18.2673
9.61632E-04	17.9424
9.61897E-04	17.6186
9.61926E-04	17.5868
9.62220E-04	17.2694
9.62485E-04	16.9847
9.62515E-04	16.9571
9.62809E-04	16.6824
9.63104E-04	16.4084
9.63369E-04	16.1626
9.63545E-04	16.0227
9.63979E-04	15.6802
9.64369E-04	15.3735
9.64399E-04	15.3535
9.64818E-04	15.0692
9.65238E-04	14.7856
9.65370E-04	14.6963
9.65657E-04	14.5255
9.66077E-04	14.2766
9.66371E-04	14.1023
9.66496E-04	14.0373
9.66916E-04	13.8198
9.67475E-04	13.5305
9.67902E-04	13.3103
9.68034E-04	13.2499
9.68505E-04	13.0356
9.69079E-04	12.775
9.69491E-04	12.5884
9.69653E-04	12.522
9.70227E-04	12.287
9.70801E-04	12.0526
9.71375E-04	11.8187
9.71829E-04	11.6343
9.72283E-04	11.4503
9.72526E-04	11.352
9.72737E-04	11.2672
9.73190E-04	11.085
9.73644E-04	10.9033
9.74098E-04	10.7221
9.74355E-04	10.6195
9.74551E-04	10.5354
9.75005E-04	10.3416
9.75502E-04	10.1302
9.75833E-04	9.98977
9.75933E-04	9.94779
9.76164E-04	9.8393
9.76496E-04	9.68488
9.76827E-04	9.53108
9.76926E-04	9.48515
9.77158E-04	9.36522
9.77489E-04	9.19471
9.77787E-04	9.04205
9.77920E-04	8.97456
9.78052E-04	8.89753
9.78317E-04	8.74426
9.78583E-04	8.59187
9.78765E-04	8.4878
9.78847E-04	8.43438
9.79112E-04	8.2646
9.79328E-04	8.12774
9.79378E-04	8.09239
9.79643E-04	7.90545
9.79858E-04	7.75488
9.79891E-04	7.73195
9.80106E-04	7.56483
9.80272E-04	7.43746
9.80338E-04	7.38694
9.80438E-04	7.30157
9.80603E-04	7.1605
9.80769E-04	7.02078
9.80835E-04	6.96551
9.80934E-04	6.87255
9.81100E-04	6.71936
9.81166E-04	6.65896
9.81299E-04	6.52554
9.81431E-04	6.39394
9.81497E-04	6.32897
9.81564E-04	6.25673
9.81696E-04	6.11412
9.81829E-04	5.97362
9.81961E-04	5.82105
9.82077E-04	5.68993
9.82094E-04	5.66947
9.82214E-04	5.52382
9.82321E-04	5.39568
9.82326E-04	5.39085
9.82429E-04	5.25838
9.82537E-04	5.12356
9.82574E-04	5.07806
9.82645E-04	4.98356
9.82752E-04	4.84287
9.82823E-04	4.75374
9.82860E-04	4.70198
9.82967E-04	4.5575
9.83063E-04	4.43454
9.83071E-04	4.42428
9.83145E-04	4.32379
9.83228E-04	4.21666
9.83311E-04	4.1147
9.83319E-04	4.1051
9.83394E-04	4.015
9.83477E-04	3.9218
9.83560E-04	3.83669
9.83601E-04	3.79827
9.83622E-04	3.78063
9.83684E-04	3.73391
9.83717E-04	3.71294
9.83750E-04	3.69641
9.83804E-04	3.67734
9.83816E-04	3.67495
9.83862E-04	3.67402
9.83882E-04	3.67749
9.83920E-04	3.69038
9.83932E-04	3.69745
9.83965E-04	3.72225
9.83982E-04	3.73908
9.84015E-04	3.77963
9.84032E-04	3.80467
9.84048E-04	3.83373
9.84081E-04	3.90107
9.84098E-04	3.9434
9.84131E-04	4.03705
9.84164E-04	4.15549
9.84181E-04	4.22159
9.84189E-04	4.25777
9.84214E-04	4.37636
9.84226E-04	4.44236
9.84239E-04	4.5109
9.84263E-04	4.66286
9.84264E-04	4.66839
9.84288E-04	4.83845
9.84302E-04	4.94541
9.84313E-04	5.03499
9.84332E-04	5.19846
9.84340E-04	5.27584
9.84350E-04	5.37788
9.84369E-04	5.57306
9.84378E-04	5.67225
9.84388E-04	5.78635
9.84406E-04	6.01828
9.84416E-04	6.14509
9.84429E-04	6.33033
9.84446E-04	6.57666
9.84454E-04	6.7033
9.84462E-04	6.84281
9.84479E-04	7.12936
9.84492E-04	7.3633
9.84495E-04	7.43438
9.84512E-04	7.76663
9.84528E-04	8.11627
9.84529E-04	8.13927
9.84545E-04	8.49934
9.84562E-04	8.92383
9.84567E-04	9.05172
9.84580E-04	9.38254
9.84593E-04	9.74258
9.84597E-04	9.87388
9.84615E-04	10.4015
9.84618E-04	10.5073
9.84632E-04	10.9702
9.84648E-04	11.5182
9.84654E-04	11.7562
9.84671E-04	12.3851
9.84677E-04	12.649
9.84687E-04	13.0567
9.84707E-04	13.918
9.84710E-04	14.0289
9.84727E-04	14.849
9.84737E-04	15.3408
9.84745E-04	15.7209
9.84767E-04	16.9245
9.84770E-04	17.1126
9.84784E-04	17.8877
9.84803E-04	19.1126
9.84806E-04	19.27
9.84828E-04	20.7716
9.84831E-04	20.9488
9.84851E-04	22.4585
9.84856E-04	22.8441
9.84876E-04	24.4232
9.84888E-04	25.3951
9.84894E-04	25.8937
9.84916E-04	27.9141
9.84919E-04	28.2296
9.84936E-04	29.8466
9.84952E-04	31.5507
9.84959E-04	32.2488
9.84981E-04	34.7357
9.84982E-04	34.833
9.85005E-04	37.6128
9.85009E-04	38.033
9.85030E-04	40.8184
9.85039E-04	41.9516
9.85055E-04	44.2667
9.85072E-04	46.6988
9.85075E-04	47.1959
9.85095E-04	50.3091
9.85105E-04	51.9389
9.85118E-04	54.1573
9.85138E-04	57.6485
9.85141E-04	58.2415
9.85168E-04	63.2297
9.85194E-04	68.591
9.85208E-04	71.4069
9.85219E-04	73.9245
9.85244E-04	79.5727
9.85247E-04	80.3604
9.85269E-04	85.571
9.85277E-04	87.6789
9.85302E-04	94.0984
9.85310E-04	96.363
9.85337E-04	103.718
9.85343E-04	105.654
9.85367E-04	112.523
9.85376E-04	115.603
9.85396E-04	121.863
9.85426E-04	131.731
9.85436E-04	135.079
9.85476E-04	149.195
9.85516E-04	164.245
9.85526E-04	168.199
9.85565E-04	184.221
9.85575E-04	188.408
9.85605E-04	201.12
9.85641E-04	217.319
9.85665E-04	227.749
9.85724E-04	255.665
9.85741E-04	263.695
9.85826E-04	305.246
9.85902E-04	342.204
9.85965E-04	372.907
9.85981E-04	380.241
9.86034E-04	404.277
9.86045E-04	408.997
9.86087E-04	426.758
9.86098E-04	431.092
9.86140E-04	447.233
9.86151E-04	451.146
9.86193E-04	465.357
9.86204E-04	468.774
9.86246E-04	480.869
9.86252E-04	482.307
9.86299E-04	493.394
9.86355E-04	502.952
9.86400E-04	507.662
9.86411E-04	508.716
9.86450E-04	510.204
9.86466E-04	510.598
9.86485E-04	510.402
9.86486E-04	510.387
9.86522E-04	508.577
9.86538E-04	507.11
9.86575E-04	503.162
9.86591E-04	500.697
9.86628E-04	494.456
9.86644E-04	491.057
9.86681E-04	482.683
9.86697E-04	478.432
9.86734E-04	468.124
9.86750E-04	463.118
9.86787E-04	451.112
9.86803E-04	445.461
9.86840E-04	431.964
9.86882E-04	415.204
9.86919E-04	400.269
9.87004E-04	363.738
9.87020E-04	356.872
9.87115E-04	314.652
9.87185E-04	284.14
9.87202E-04	276.965
9.87255E-04	254.888
9.87284E-04	242.658
9.87314E-04	231.011
9.87351E-04	216.976
9.87354E-04	215.761
9.87394E-04	201.366
9.87400E-04	198.999
9.87433E-04	187.735
9.87450E-04	182.183
9.87473E-04	174.832
9.87500E-04	166.561
9.87513E-04	162.67
9.87546E-04	153.092
9.87549E-04	152.147
9.87579E-04	144.198
9.87599E-04	138.976
9.87612E-04	135.736
9.87645E-04	127.761
9.87649E-04	126.975
9.87679E-04	120.432
9.87698E-04	116.139
9.87712E-04	113.473
9.87736E-04	108.72
9.87745E-04	107.028
9.87773E-04	101.885
9.87778E-04	101.035
9.87808E-04	96.0168
9.87810E-04	95.6051
9.87838E-04	91.3716
9.87848E-04	89.856
9.87867E-04	87.0276
9.87885E-04	84.5921
9.87897E-04	82.9709
9.87922E-04	79.7812
9.87927E-04	79.1872
9.87957E-04	75.6831
9.87959E-04	75.3956
9.87987E-04	72.4582
9.87997E-04	71.4071
9.88016E-04	69.4788
9.88046E-04	66.6338
9.88076E-04	64.101
9.88096E-04	62.4408
9.88109E-04	61.4422
9.88136E-04	59.4778
9.88148E-04	58.5696
9.88162E-04	57.6437
9.88189E-04	55.9256
9.88200E-04	55.184
9.88215E-04	54.3257
9.88242E-04	52.8212
9.88252E-04	52.2179
9.88268E-04	51.4234
9.88295E-04	50.1032
9.88305E-04	49.6143
9.88321E-04	48.8789
9.88357E-04	47.3226
9.88361E-04	47.1587
9.88401E-04	45.6155
9.88409E-04	45.2994
9.88440E-04	44.2266
9.88479E-04	42.95
9.88480E-04	42.9009
9.88520E-04	41.7428
9.88548E-04	40.9339
9.88553E-04	40.8069
9.88586E-04	39.971
9.88618E-04	39.1884
9.88636E-04	38.7845
9.88686E-04	37.7017
9.88694E-04	37.5239
9.88735E-04	36.7337
9.88777E-04	35.9547
9.88785E-04	35.8155
9.88835E-04	34.9921
9.88860E-04	34.5853
9.88884E-04	34.2276
9.88917E-04	33.7555
9.88984E-04	32.8212
9.89050E-04	32.0204
9.89108E-04	31.3279
9.89112E-04	31.2843
9.89174E-04	30.6378
9.89216E-04	30.2104
9.89232E-04	30.0409
9.89298E-04	29.448
9.89381E-04	28.7155
9.89398E-04	28.5704
9.89464E-04	28.0662
9.89547E-04	27.4421
9.89563E-04	27.3184
9.89630E-04	26.8831
9.89713E-04	26.3438
9.89729E-04	26.2368
9.89812E-04	25.7619
9.89895E-04	25.2913
9.89911E-04	25.2091
9.90011E-04	24.7205
9.90110E-04	24.2357
9.90143E-04	24.0753
9.90209E-04	23.7995
9.90309E-04	23.3889
9.90392E-04	23.049
9.90408E-04	22.9899
9.90508E-04	22.6372
9.90640E-04	22.1703
9.90773E-04	21.7708
9.90905E-04	21.3742
9.90971E-04	21.1772
9.91037E-04	21.0087
9.91170E-04	20.6739
9.91303E-04	20.3412
9.91435E-04	20.0545
9.91568E-04	19.7694
9.91634E-04	19.6277
9.91733E-04	19.4415
9.91899E-04	19.133
9.91965E-04	19.0103
9.92064E-04	18.8521
9.92230E-04	18.5899
9.92396E-04	18.329
9.92462E-04	18.2251
9.92561E-04	18.0915
9.92727E-04	17.87
9.92876E-04	17.6715
9.92893E-04	17.6523
9.93108E-04	17.4042
9.93323E-04	17.1574
9.93373E-04	17.1006
9.93538E-04	16.9415
9.93754E-04	16.7355
9.93969E-04	16.5304
9.94118E-04	16.3889
9.94184E-04	16.3372
9.94400E-04	16.1697
9.94615E-04	16.0028
9.94913E-04	15.7726
9.94946E-04	15.7472
9.95211E-04	15.5801
9.95509E-04	15.393
9.95807E-04	15.2065
9.95940E-04	15.1239
9.96106E-04	15.0386
9.96404E-04	14.8855
9.96702E-04	14.7329
9.96934E-04	14.6146
9.97000E-04	14.5862
9.97381E-04	14.4239
9.97762E-04	14.2621
9.98060E-04	14.1358
9.98143E-04	14.1055
9.98524E-04	13.9662
9.98855E-04	13.8454
9.98905E-04	13.8298
9.99286E-04	13.7109
9.99857E-04	13.5331
1.00032E-03	13.3891
1.00044E-03	13.3506
1.00087E-03	13.2418
1.00141E-03	13.1014
1.00196E-03	12.9613
1.00213E-03	12.9168
1.00251E-03	12.8356
1.00305E-03	12.7167
1.00360E-03	12.598
1.00382E-03	12.5495
1.00442E-03	12.4386
1.00523E-03	12.2874
1.00604E-03	12.1372
1.00605E-03	12.1366
1.00686E-03	12.0094
1.00768E-03	11.8824
1.00849E-03	11.7556
1.00933E-03	11.6257
1.00940E-03	11.6164
1.01035E-03	11.4911
1.01130E-03	11.3661
1.01226E-03	11.2411
1.01321E-03	11.1163
1.01384E-03	11.0333
1.01435E-03	10.9735
1.01537E-03	10.8541
1.01638E-03	10.7349
1.01739E-03	10.6158
1.01790E-03	10.5563
1.01895E-03	10.4334
1.01999E-03	10.3106
1.02104E-03	10.188
1.02209E-03	10.0655
1.02313E-03	9.94426
1.02417E-03	9.82322
1.02503E-03	9.72301
1.02521E-03	9.69962
1.02598E-03	9.59697
1.02679E-03	9.49117
1.02761E-03	9.3839
1.02842E-03	9.27687
1.02849E-03	9.26768
1.02924E-03	9.15513
1.03006E-03	9.0323
1.03060E-03	8.95062
1.03074E-03	8.92959
1.03111E-03	8.86537
1.03162E-03	8.77688
1.03213E-03	8.68859
1.03264E-03	8.60054
1.03278E-03	8.57633
1.03315E-03	8.50245
1.03366E-03	8.40075
1.03415E-03	8.3029
1.03416E-03	8.29885
1.03467E-03	8.18202
1.03520E-03	8.06168
1.03552E-03	7.98978
1.03555E-03	7.98049
1.03590E-03	7.88793
1.03625E-03	7.79572
1.03657E-03	7.71308
1.03661E-03	7.70241
1.03696E-03	7.59615
1.03731E-03	7.49039
1.03762E-03	7.3957
1.03791E-03	7.29673
1.03819E-03	7.19823
1.03847E-03	7.10026
1.03863E-03	7.0455
1.03875E-03	6.99626
1.03903E-03	6.88442
1.03922E-03	6.80805
1.03931E-03	6.76895
1.03959E-03	6.6447
1.03982E-03	6.54452
1.03983E-03	6.54013
1.04012E-03	6.39657
1.04031E-03	6.30165
1.04042E-03	6.25027
1.04050E-03	6.20169
1.04070E-03	6.09562
1.04089E-03	5.99045
1.04108E-03	5.87199
1.04128E-03	5.75469
1.04142E-03	5.67044
1.04151E-03	5.60514
1.04167E-03	5.49954
1.04177E-03	5.43571
1.04183E-03	5.39072
1.04199E-03	5.27631
1.04212E-03	5.18218
1.04215E-03	5.16121
1.04230E-03	5.03707
1.04246E-03	4.91478
1.04247E-03	4.90809
1.04260E-03	4.79568
1.04273E-03	4.69229
1.04282E-03	4.61231
1.04285E-03	4.58811
1.04297E-03	4.477
1.04309E-03	4.3757
1.04310E-03	4.36716
1.04322E-03	4.24989
1.04334E-03	4.13517
1.04335E-03	4.12718
1.04346E-03	4.0127
1.04357E-03	3.90541
1.04363E-03	3.85106
1.04367E-03	3.80967
1.04377E-03	3.71107
1.04386E-03	3.61536
1.04389E-03	3.58595
1.04396E-03	3.51727
1.04406E-03	3.42022
1.04415E-03	3.32739
1.04416E-03	3.3234
1.04425E-03	3.23395
1.04434E-03	3.15357
1.04442E-03	3.08571
1.04450E-03	3.02272
1.04457E-03	2.96532
1.04461E-03	2.93985
1.04465E-03	2.91717
1.04473E-03	2.87936
1.04474E-03	2.87776
1.04481E-03	2.85863
1.04483E-03	2.85617
1.04487E-03	2.85579
1.04490E-03	2.85838
1.04493E-03	2.86702
1.04495E-03	2.87387
1.04500E-03	2.90053
1.04500E-03	2.90364
1.04504E-03	2.93437
1.04505E-03	2.94462
1.04507E-03	2.97469
1.04510E-03	3.00808
1.04511E-03	3.02521
1.04514E-03	3.08788
1.04514E-03	3.09451
1.04517E-03	3.1456
1.04519E-03	3.20981
1.04522E-03	3.28689
1.04524E-03	3.36075
1.04525E-03	3.37221
1.04527E-03	3.47225
1.04529E-03	3.55415
1.04530E-03	3.58363
1.04533E-03	3.71181
1.04534E-03	3.79823
1.04535E-03	3.81675
1.04537E-03	3.96238
1.04539E-03	4.07555
1.04539E-03	4.10551
1.04540E-03	4.20021
1.04542E-03	4.33363
1.04542E-03	4.35131
1.04544E-03	4.48102
1.04546E-03	4.63747
1.04547E-03	4.75741
1.04548E-03	4.80514
1.04549E-03	4.98853
1.04551E-03	5.16404
1.04551E-03	5.23544
1.04554E-03	5.50763
1.04555E-03	5.64159
1.04556E-03	5.8057
1.04558E-03	6.13003
1.04558E-03	6.19882
1.04560E-03	6.39951
1.04561E-03	6.68545
1.04562E-03	6.8516
1.04563E-03	6.99149
1.04565E-03	7.31987
1.04566E-03	7.61178
1.04567E-03	7.7352
1.04569E-03	8.18631
1.04570E-03	8.44414
1.04570E-03	8.50399
1.04572E-03	9.05369
1.04573E-03	9.40641
1.04574E-03	9.64558
1.04576E-03	10.1231
1.04577E-03	10.5015
1.04578E-03	10.8633
1.04580E-03	11.6019
1.04581E-03	11.7323
1.04582E-03	12.3029
1.04584E-03	13.0443
1.04584E-03	13.1187
1.04586E-03	14.0028
1.04587E-03	14.6152
1.04588E-03	15.0764
1.04590E-03	15.9153
1.04590E-03	15.9611
1.04592E-03	17.0534
1.04593E-03	17.4544
1.04594E-03	18.2752
1.04595E-03	19.0347
1.04597E-03	19.7006
1.04598E-03	20.9886
1.04601E-03	22.5011
1.04601E-03	23.1633
1.04602E-03	23.838
1.04604E-03	25.2649
1.04605E-03	25.9919
1.04607E-03	27.5415
1.04608E-03	28.331
1.04609E-03	30.0025
1.04610E-03	30.3437
1.04612E-03	32.4949
1.04613E-03	33.6297
1.04614E-03	35.1747
1.04616E-03	36.9107
1.04617E-03	38.056
1.04619E-03	40.6878
1.04619E-03	41.1505
1.04622E-03	44.4596
1.04623E-03	45.8352
1.04624E-03	48.0013
1.04625E-03	50.1513
1.04627E-03	52.067
1.04629E-03	55.8215
1.04629E-03	56.4101
1.04632E-03	61.0652
1.04632E-03	62.0453
1.04635E-03	66.0351
1.04636E-03	68.8358
1.04637E-03	71.6858
1.04640E-03	76.2004
1.04641E-03	78.4937
1.04643E-03	84.1535
1.04644E-03	85.7975
1.04647E-03	92.7271
1.04647E-03	93.6058
1.04650E-03	101.931
1.04653E-03	110.795
1.04654E-03	111.833
1.04657E-03	121.8
1.04657E-03	122.351
1.04661E-03	133.557
1.04662E-03	139.432
1.04664E-03	145.999
1.04668E-03	157.853
1.04668E-03	159.117
1.04673E-03	177.674
1.04678E-03	197.394
1.04680E-03	206.237
1.04684E-03	223.391
1.04689E-03	244.35
1.04690E-03	250.596
1.04701E-03	300.711
1.04707E-03	326.753
1.04713E-03	357.686
1.04715E-03	365.12
1.04721E-03	389.538
1.04722E-03	394.342
1.04726E-03	412.46
1.04727E-03	416.891
1.04732E-03	433.411
1.04733E-03	437.426
1.04738E-03	452.014
1.04739E-03	455.531
1.04743E-03	467.935
1.04744E-03	470.154
1.04749E-03	480.855
1.04749E-03	481.45
1.04754E-03	488.945
1.04755E-03	491.107
1.04759E-03	495.477
1.04760E-03	496.256
1.04761E-03	496.809
1.04765E-03	498.745
1.04766E-03	498.765
1.04768E-03	498.656
1.04770E-03	498.135
1.04772E-03	497.117
1.04775E-03	494.179
1.04777E-03	491.93
1.04781E-03	486.934
1.04783E-03	483.335
1.04786E-03	476.415
1.04789E-03	471.562
1.04792E-03	462.894
1.04794E-03	456.908
1.04798E-03	446.701
1.04800E-03	439.725
1.04803E-03	428.212
1.04806E-03	420.378
1.04812E-03	396.952
1.04814E-03	388.307
1.04825E-03	343.817
1.04835E-03	301.917
1.04841E-03	275.284
1.04841E-03	273.835
1.04846E-03	255.647
1.04850E-03	240.438
1.04852E-03	231.866
1.04857E-03	214.315
1.04857E-03	213.695
1.04862E-03	198.431
1.04862E-03	196.024
1.04866E-03	182.86
1.04867E-03	178.918
1.04871E-03	168.281
1.04873E-03	163.034
1.04874E-03	159.097
1.04877E-03	150.344
1.04878E-03	148.423
1.04880E-03	142.148
1.04883E-03	135.069
1.04884E-03	134.248
1.04887E-03	126.151
1.04889E-03	122.961
1.04891E-03	118.484
1.04892E-03	115.546
1.04894E-03	111.375
1.04896E-03	108.639
1.04898E-03	104.765
1.04899E-03	102.224
1.04901E-03	98.6315
1.04903E-03	96.2764
1.04905E-03	92.9945
1.04908E-03	88.6918
1.04908E-03	87.7
1.04911E-03	84.0412
1.04912E-03	82.8383
1.04914E-03	80.0559
1.04916E-03	77.538
1.04917E-03	76.0707
1.04920E-03	72.7397
1.04921E-03	72.3719
1.04924E-03	68.9887
1.04924E-03	68.4137
1.04927E-03	65.8803
1.04929E-03	64.5147
1.04930E-03	62.9981
1.04933E-03	60.9988
1.04934E-03	60.3291
1.04937E-03	57.8621
1.04937E-03	57.8304
1.04940E-03	55.8998
1.04940E-03	55.6215
1.04944E-03	53.5736
1.04945E-03	52.4183
1.04947E-03	51.6487
1.04950E-03	50.1325
1.04951E-03	49.384
1.04952E-03	48.7188
1.04955E-03	47.4062
1.04958E-03	46.3728
1.04958E-03	46.1404
1.04961E-03	45.0093
1.04964E-03	43.7905
1.04965E-03	43.3891
1.04969E-03	41.9333
1.04970E-03	41.5598
1.04974E-03	40.6172
1.04977E-03	39.6236
1.04978E-03	39.3898
1.04982E-03	38.2841
1.04983E-03	37.9319
1.04986E-03	37.2681
1.04990E-03	36.4418
1.04990E-03	36.3162
1.04995E-03	35.3251
1.04998E-03	34.7145
1.05001E-03	34.329
1.05006E-03	33.4175
1.05007E-03	33.2224
1.05011E-03	32.5936
1.05016E-03	31.9195
1.05016E-03	31.8151
1.05022E-03	31.1271
1.05027E-03	30.4465
1.05029E-03	30.222
1.05034E-03	29.6393
1.05041E-03	28.8717
1.05042E-03	28.7767
1.05048E-03	28.1937
1.05055E-03	27.5752
1.05055E-03	27.5344
1.05061E-03	27.0266
1.05068E-03	26.452
1.05070E-03	26.3233
1.05079E-03	25.6868
1.05081E-03	25.4976
1.05088E-03	25.1093
1.05096E-03	24.5597
1.05102E-03	24.2327
1.05105E-03	24.0383
1.05113E-03	23.6045
1.05114E-03	23.5615
1.05124E-03	23.0708
1.05135E-03	22.5208
1.05136E-03	22.4999
1.05147E-03	22.0452
1.05158E-03	21.5763
1.05159E-03	21.5584
1.05170E-03	21.1661
1.05181E-03	20.7611
1.05181E-03	20.7457
1.05192E-03	20.4065
1.05204E-03	20.0561
1.05208E-03	19.9355
1.05217E-03	19.7006
1.05231E-03	19.3274
1.05234E-03	19.2347
1.05245E-03	18.9932
1.05259E-03	18.6733
1.05269E-03	18.4348
1.05273E-03	18.3663
1.05287E-03	18.0942
1.05301E-03	17.8235
1.05304E-03	17.7561
1.05315E-03	17.5803
1.05331E-03	17.3178
1.05340E-03	17.1728
1.05348E-03	17.049
1.05366E-03	16.8027
1.05383E-03	16.5577
1.05392E-03	16.4358
1.05401E-03	16.3334
1.05419E-03	16.1296
1.05436E-03	15.9267
1.05445E-03	15.8257
1.05463E-03	15.6517
1.05487E-03	15.4096
1.05491E-03	15.3752
1.05512E-03	15.1958
1.05536E-03	14.9876
1.05547E-03	14.8987
1.05561E-03	14.7992
1.05585E-03	14.6259
1.05610E-03	14.4534
1.05631E-03	14.3059
1.05635E-03	14.2858
1.05659E-03	14.145
1.05691E-03	13.9648
1.05722E-03	13.7852
1.05754E-03	13.6379
1.05786E-03	13.4912
1.05817E-03	13.345
1.05828E-03	13.2964
1.05849E-03	13.2155
1.05880E-03	13.0945
1.05912E-03	12.9739
1.05933E-03	12.8937
1.05949E-03	12.8429
1.05986E-03	12.7247
1.06023E-03	12.6068
1.06049E-03	12.5228
1.06060E-03	12.4948
1.06115E-03	12.3481
1.06170E-03	12.202
1.06207E-03	12.1048
1.06211E-03	12.0955
1.06265E-03	11.9773
1.06323E-03	11.8517
1.06381E-03	11.7265
1.06400E-03	11.6849
1.06439E-03	11.6149
1.06497E-03	11.5101
1.06555E-03	11.4056
1.06613E-03	11.3013
1.06618E-03	11.2918
1.06671E-03	11.2105
1.06732E-03	11.116
1.06794E-03	11.0216
1.06855E-03	10.9275
1.06916E-03	10.8335
1.06955E-03	10.774
1.06978E-03	10.7407
1.06998E-03	10.7104
1.07050E-03	10.6332
1.07103E-03	10.5561
1.07155E-03	10.4793
1.07207E-03	10.4027
1.07246E-03	10.3454
1.07285E-03	10.2883
1.07324E-03	10.2314
1.07343E-03	10.2039
1.07364E-03	10.1694
1.07403E-03	10.1026
1.07440E-03	10.039
1.07465E-03	9.99769
1.07489E-03	9.9566
1.07503E-03	9.93303
1.07514E-03	9.91148
1.07538E-03	9.8608
1.07562E-03	9.81042
1.07587E-03	9.76037
1.07611E-03	9.71073
