E(MeV)	Mo-nat
3.964030E-04	21.7871
3.964730E-04	23.9419
3.965420E-04	26.0249
3.965620E-04	26.5843
3.966020E-04	27.6791
3.966550E-04	29.0183
3.967030E-04	30.062
3.967210E-04	30.408
3.967480E-04	30.8823
3.967820E-04	31.4
3.967900E-04	31.5138
3.968240E-04	31.8899
3.968470E-04	32.0714
3.968710E-04	32.2286
3.968990E-04	32.334
3.969090E-04	32.347
3.969370E-04	32.3392
3.969720E-04	32.2158
3.969830E-04	32.1657
3.969850E-04	32.1588
3.970260E-04	31.8142
3.970360E-04	31.6976
3.970690E-04	31.276
3.970990E-04	30.812
3.971150E-04	30.5332
3.971500E-04	29.8545
3.971650E-04	29.5481
3.972050E-04	28.6303
3.972250E-04	28.1516
3.972710E-04	26.9336
3.972910E-04	26.3951
3.973370E-04	25.0667
3.973820E-04	23.7554
3.974700E-04	21.16
3.974900E-04	20.5721
3.975390E-04	19.1471
3.975890E-04	17.7728
3.976160E-04	17.072
3.976350E-04	16.5598
3.976700E-04	15.7035
3.977050E-04	14.8839
3.977150E-04	14.6607
3.977400E-04	14.1193
3.977750E-04	13.4003
3.977810E-04	13.2698
3.978010E-04	12.8904
3.978280E-04	12.4069
3.978470E-04	12.0607
3.978540E-04	11.9494
3.978810E-04	11.5255
3.979070E-04	11.1226
3.979140E-04	11.0269
3.979340E-04	10.7515
3.979600E-04	10.4038
3.979800E-04	10.1569
3.979860E-04	10.0782
3.980110E-04	9.79918
3.980360E-04	9.53492
3.980460E-04	9.43481
3.980610E-04	9.29192
3.980860E-04	9.06697
3.981110E-04	8.85441
3.981120E-04	8.84101
3.981360E-04	8.66447
3.981600E-04	8.48616
3.981850E-04	8.31797
3.981950E-04	8.25444
3.982100E-04	8.16623
3.982350E-04	8.02789
3.982620E-04	7.88498
3.982840E-04	7.77866
3.982950E-04	7.72808
3.983050E-04	7.68178
3.983270E-04	7.59394
3.983590E-04	7.47035
3.983910E-04	7.3556
3.983940E-04	7.34738
3.984240E-04	7.25914
3.984560E-04	7.1705
3.984880E-04	7.088
3.985210E-04	7.01093
3.985430E-04	6.96089
3.985530E-04	6.9417
3.985850E-04	6.88356
3.986110E-04	6.83933
3.986420E-04	6.79015
3.986730E-04	6.74364
3.987030E-04	6.6995
3.987470E-04	6.64054
3.987490E-04	6.63765
3.987950E-04	6.58832
3.988410E-04	6.54235
3.988870E-04	6.49922
3.989330E-04	6.45851
3.989500E-04	6.44389
3.989790E-04	6.42344
3.990250E-04	6.39234
3.990860E-04	6.35325
3.991480E-04	6.31598
3.992100E-04	6.28071
3.992520E-04	6.25833
3.992730E-04	6.24917
3.993350E-04	6.22314
3.994180E-04	6.19038
3.995000E-04	6.15952
3.995830E-04	6.13027
3.996660E-04	6.1024
3.997490E-04	6.07571
3.998420E-04	6.05337
3.999350E-04	6.03215
4.000280E-04	6.0119
4.001210E-04	5.99249
4.002460E-04	5.96773
4.003700E-04	5.94409
4.004940E-04	5.92138
4.006180E-04	5.90456
4.007420E-04	5.88843
4.009080E-04	5.86785
4.010740E-04	5.84816
4.012390E-04	5.82922
4.014050E-04	5.81092
4.015710E-04	5.79769
4.017360E-04	5.78493
4.019020E-04	5.77258
4.021460E-04	5.75498
4.023820E-04	5.73859
4.026180E-04	5.72268
4.028540E-04	5.70719
4.031690E-04	5.68706
4.033260E-04	5.67725
4.034840E-04	5.67002
4.037980E-04	5.65598
4.041130E-04	5.64229
4.044280E-04	5.6289
4.048000E-04	5.61336
4.052310E-04	5.59576
4.056620E-04	5.57849
4.060920E-04	5.56149
4.063070E-04	5.55313
4.067380E-04	5.5393
4.073840E-04	5.51896
4.080300E-04	5.49896
4.087590E-04	5.47676
4.094870E-04	5.4549
4.103160E-04	5.43044
4.111440E-04	5.40636
4.119720E-04	5.38265
4.128000E-04	5.35932
4.135090E-04	5.33972
4.142180E-04	5.32047
4.149260E-04	5.30164
4.150950E-04	5.29727
4.156350E-04	5.28006
4.161080E-04	5.26531
4.165800E-04	5.25084
4.171870E-04	5.23272
4.175920E-04	5.22098
4.179980E-04	5.20957
4.184020E-04	5.19855
4.184700E-04	5.19678
4.188070E-04	5.18453
4.192130E-04	5.17033
4.196170E-04	5.15673
4.199720E-04	5.14541
4.202760E-04	5.13619
4.204950E-04	5.12992
4.205790E-04	5.12633
4.208830E-04	5.114
4.211870E-04	5.10238
4.214910E-04	5.09157
4.217940E-04	5.08173
4.220220E-04	5.07508
4.221820E-04	5.07091
4.222500E-04	5.06776
4.225280E-04	5.05589
4.227140E-04	5.04878
4.229000E-04	5.04241
4.230850E-04	5.03688
4.232710E-04	5.03231
4.234570E-04	5.02882
4.235330E-04	5.02791
4.236420E-04	5.02349
4.238110E-04	5.01793
4.239630E-04	5.01408
4.241150E-04	5.01147
4.242670E-04	5.01027
4.244180E-04	5.01069
4.245450E-04	5.01257
4.245700E-04	5.01201
4.247220E-04	5.01078
4.248740E-04	5.01202
4.250010E-04	5.01524
4.251020E-04	5.01945
4.252030E-04	5.02531
4.253040E-04	5.033
4.254060E-04	5.04276
4.255070E-04	5.05042
4.256080E-04	5.06074
4.257090E-04	5.07411
4.258020E-04	5.0894
4.258870E-04	5.10619
4.259710E-04	5.1261
4.260300E-04	5.14252
4.260550E-04	5.14863
4.261400E-04	5.17306
4.262240E-04	5.20215
4.263080E-04	5.23664
4.263930E-04	5.27743
4.264690E-04	5.32046
4.265360E-04	5.36457
4.266040E-04	5.41513
4.266710E-04	5.47322
4.267220E-04	5.52257
4.267720E-04	5.57764
4.268230E-04	5.63931
4.268740E-04	5.70864
4.269240E-04	5.78691
4.269580E-04	5.84611
4.269750E-04	5.87786
4.270130E-04	5.95739
4.270510E-04	6.04492
4.270890E-04	6.14161
4.271210E-04	6.23096
4.271270E-04	6.25004
4.271650E-04	6.37668
4.272030E-04	6.51729
4.272300E-04	6.62876
4.272410E-04	6.67701
4.272790E-04	6.86267
4.273170E-04	7.06991
4.273230E-04	7.11038
4.273420E-04	7.22766
4.273670E-04	7.39976
4.273860E-04	7.53738
4.274000E-04	7.64891
4.274310E-04	7.90776
4.274480E-04	8.073
4.274610E-04	8.1971
4.274910E-04	8.52217
4.275110E-04	8.74925
4.275220E-04	8.88334
4.275520E-04	9.28839
4.275560E-04	9.33755
4.275820E-04	9.74456
4.275960E-04	9.96642
4.276130E-04	10.2534
4.276360E-04	10.6905
4.276430E-04	10.8198
4.276740E-04	11.4519
4.276770E-04	11.5282
4.277040E-04	12.1592
4.277170E-04	12.4989
4.277290E-04	12.8065
4.277550E-04	13.5098
4.277580E-04	13.6099
4.277800E-04	14.2803
4.277920E-04	14.6648
4.278050E-04	15.1166
4.278250E-04	15.837
4.278310E-04	16.0222
4.278560E-04	17.0045
4.278590E-04	17.1435
4.278810E-04	18.0704
4.278930E-04	18.5987
4.279060E-04	19.2185
4.279270E-04	20.2004
4.279320E-04	20.4523
4.279570E-04	21.78
4.279610E-04	21.9674
4.279870E-04	23.5031
4.279940E-04	23.9091
4.280140E-04	25.1562
4.280280E-04	26.0304
4.280420E-04	26.925
4.280620E-04	28.3323
4.280690E-04	28.812
4.280950E-04	30.8194
4.281290E-04	33.5226
4.281360E-04	34.0744
4.281630E-04	36.4146
4.281770E-04	37.6072
4.281970E-04	39.4973
4.282200E-04	41.7417
4.282310E-04	42.7516
4.282610E-04	45.8309
4.282640E-04	46.1888
4.283110E-04	51.2916
4.283150E-04	51.6718
4.283660E-04	57.4855
4.283690E-04	57.8794
4.284160E-04	63.5911
4.284530E-04	68.1413
4.284840E-04	71.8942
4.285680E-04	82.405
4.286390E-04	90.8925
4.286440E-04	91.4609
4.287000E-04	97.6191
4.287030E-04	97.9623
4.287500E-04	102.647
4.287670E-04	104.152
4.288010E-04	107.042
4.288240E-04	108.806
4.288470E-04	110.38
4.288770E-04	112.188
4.288890E-04	112.861
4.289230E-04	114.353
4.289300E-04	114.623
4.289700E-04	115.778
4.289990E-04	116.187
4.290140E-04	116.233
4.290460E-04	116.186
4.290620E-04	115.954
4.290850E-04	115.542
4.290890E-04	115.457
4.291230E-04	114.345
4.291300E-04	114.109
4.291690E-04	112.233
4.291740E-04	111.95
4.292190E-04	109.07
4.292230E-04	108.839
4.292730E-04	104.831
4.292770E-04	104.55
4.293270E-04	99.819
4.293370E-04	98.8379
4.293780E-04	94.5659
4.294080E-04	91.2692
4.294450E-04	87.0093
4.295130E-04	79.077
4.295470E-04	75.0882
4.296080E-04	67.8522
4.296750E-04	60.0695
4.296920E-04	58.2038
4.297260E-04	54.5229
4.297630E-04	50.6406
4.297660E-04	50.2941
4.298070E-04	46.3158
4.298300E-04	44.0923
4.298370E-04	43.4703
4.298780E-04	39.9107
4.298810E-04	39.6279
4.299050E-04	37.6922
4.299310E-04	35.569
4.299580E-04	33.5857
4.299820E-04	31.9265
4.299850E-04	31.696
4.300130E-04	29.9368
4.300330E-04	28.6798
4.300390E-04	28.2734
4.300680E-04	26.6343
4.300830E-04	25.8141
4.300990E-04	25.0209
4.301290E-04	23.5277
4.301340E-04	23.2936
4.301590E-04	22.1651
4.301820E-04	21.2041
4.301850E-04	21.1023
4.302050E-04	20.3189
4.302280E-04	19.4798
4.302350E-04	19.2134
4.302500E-04	18.7029
4.302730E-04	17.9749
4.302910E-04	17.4363
4.302960E-04	17.2887
4.303260E-04	16.4546
4.303350E-04	16.238
4.303570E-04	15.6963
4.303790E-04	15.1905
4.303870E-04	15.0049
4.304180E-04	14.3823
4.304440E-04	13.8655
4.304480E-04	13.8046
4.304780E-04	13.2935
4.305090E-04	12.816
4.305100E-04	12.7912
4.305390E-04	12.3945
4.305690E-04	12.0018
4.305760E-04	11.9199
4.306000E-04	11.652
4.306330E-04	11.3033
4.306540E-04	11.0928
4.306580E-04	11.0534
4.306830E-04	10.8291
4.307210E-04	10.5131
4.307590E-04	10.2403
4.307970E-04	9.98615
4.308230E-04	9.82751
4.308350E-04	9.75468
4.308730E-04	9.55022
4.309110E-04	9.35789
4.309240E-04	9.29729
4.309490E-04	9.1856
4.309870E-04	9.02725
4.310250E-04	8.87692
4.310760E-04	8.7033
4.311260E-04	8.54023
4.311600E-04	8.43749
4.311770E-04	8.39097
4.312270E-04	8.25907
4.312780E-04	8.13379
4.313290E-04	8.01424
4.313960E-04	7.87759
4.314640E-04	7.74849
4.314970E-04	7.68717
4.315310E-04	7.63229
4.316070E-04	7.51541
4.316920E-04	7.39256
4.317510E-04	7.31097
4.317760E-04	7.28003
4.318600E-04	7.18229
4.319450E-04	7.08921
4.320040E-04	7.02689
4.320290E-04	7.00335
4.321130E-04	6.92844
4.321980E-04	6.85664
4.322990E-04	6.77409
4.323410E-04	6.74085
4.323580E-04	6.72922
4.324760E-04	6.65096
4.325940E-04	6.5764
4.326790E-04	6.52541
4.327120E-04	6.50778
4.328310E-04	6.44883
4.329490E-04	6.39228
4.330670E-04	6.33784
4.331850E-04	6.28525
4.333370E-04	6.23114
4.334890E-04	6.17936
4.336410E-04	6.1296
4.337930E-04	6.08158
4.338600E-04	6.06092
4.339440E-04	6.03948
4.340960E-04	6.00223
4.342480E-04	5.96616
4.344590E-04	5.91778
4.345350E-04	5.90093
4.346360E-04	5.88183
4.348130E-04	5.84946
4.349910E-04	5.81802
4.352100E-04	5.78027
4.352270E-04	5.77787
4.354630E-04	5.74556
4.356990E-04	5.71432
4.359360E-04	5.68401
4.361720E-04	5.6545
4.364790E-04	5.61714
4.365600E-04	5.6076
4.367630E-04	5.58829
4.370470E-04	5.56207
4.374260E-04	5.52811
4.378050E-04	5.49513
4.379100E-04	5.4862
4.381830E-04	5.46766
4.385620E-04	5.44269
4.389410E-04	5.41832
4.394750E-04	5.38485
4.399400E-04	5.35641
4.404050E-04	5.32856
4.406770E-04	5.31254
4.408700E-04	5.3035
4.414900E-04	5.27509
4.418000E-04	5.26116
4.425130E-04	5.22978
4.432250E-04	5.19923
4.439370E-04	5.16947
4.446500E-04	5.14047
4.453630E-04	5.11223
4.460500E-04	5.08573
4.467250E-04	5.06046
4.470000E-04	5.05049
4.474000E-04	5.03662
4.480750E-04	5.01408
4.487500E-04	4.9925
4.494250E-04	4.97201
4.501000E-04	4.95274
4.505500E-04	4.94068
4.510000E-04	4.9293
4.514500E-04	4.91869
4.519000E-04	4.90893
4.523500E-04	4.90012
4.528000E-04	4.89239
4.532000E-04	4.88652
4.536000E-04	4.88171
4.540000E-04	4.8781
4.542000E-04	4.87697
4.544000E-04	4.87802
4.548000E-04	4.88164
4.552000E-04	4.88698
4.556000E-04	4.89428
4.560000E-04	4.90379
4.564120E-04	4.92473
4.568250E-04	4.94885
4.571000E-04	4.96699
4.573000E-04	4.98152
4.573750E-04	4.98904
4.576500E-04	5.01868
4.579250E-04	5.05062
4.580500E-04	5.06633
4.582000E-04	5.09034
4.585380E-04	5.14842
4.587630E-04	5.18997
4.588000E-04	5.19732
4.589870E-04	5.24212
4.592120E-04	5.29872
4.593000E-04	5.32197
4.594370E-04	5.36531
4.596620E-04	5.43981
4.598000E-04	5.48781
4.598880E-04	5.52346
4.600870E-04	5.60877
4.601750E-04	5.64817
4.603500E-04	5.73859
4.605250E-04	5.83345
4.605500E-04	5.84758
4.607000E-04	5.94484
4.608750E-04	6.06278
4.609000E-04	6.08034
4.610500E-04	6.20016
4.612000E-04	6.32477
4.612250E-04	6.34839
4.614000E-04	6.51998
4.615000E-04	6.62172
4.615450E-04	6.6728
4.616900E-04	6.84282
4.617000E-04	6.85496
4.618350E-04	7.03434
4.619000E-04	7.12373
4.619800E-04	7.24465
4.621000E-04	7.43229
4.621250E-04	7.47546
4.622700E-04	7.73432
4.623000E-04	7.78986
4.624150E-04	8.02313
4.624650E-04	8.12829
4.625600E-04	8.34796
4.626600E-04	8.58836
4.627250E-04	8.76237
4.628350E-04	9.06703
4.628550E-04	9.12409
4.629450E-04	9.40542
4.629850E-04	9.53418
4.630550E-04	9.7775
4.631150E-04	9.99232
4.631650E-04	10.1862
4.632450E-04	10.5058
4.632750E-04	10.636
4.633750E-04	11.0833
4.633850E-04	11.1318
4.634850E-04	11.6311
4.634900E-04	11.6568
4.635750E-04	12.1259
4.635900E-04	12.211
4.636650E-04	12.6669
4.636900E-04	12.8231
4.637550E-04	13.2595
4.637900E-04	13.5011
4.638450E-04	13.9101
4.638900E-04	14.2544
4.639350E-04	14.6262
4.639900E-04	15.0939
4.640250E-04	15.4165
4.640900E-04	16.0331
4.641150E-04	16.291
4.641900E-04	17.0871
4.642000E-04	17.2024
4.642800E-04	18.1506
4.643600E-04	19.2029
4.644400E-04	20.3698
4.645200E-04	21.6682
4.646000E-04	23.1187
4.646600E-04	24.326
4.646800E-04	24.7554
4.647200E-04	25.6386
4.647400E-04	26.1107
4.647800E-04	27.0787
4.648000E-04	27.5972
4.648400E-04	28.6612
4.648600E-04	29.2351
4.649070E-04	30.6343
4.649200E-04	31.0313
4.649630E-04	32.4178
4.649800E-04	33.03
4.650170E-04	34.379
4.650400E-04	35.2487
4.650730E-04	36.5415
4.651000E-04	37.7193
4.651270E-04	38.9325
4.651600E-04	40.4794
4.651830E-04	41.5835
4.652200E-04	43.5728
4.652370E-04	44.5267
4.652650E-04	46.1338
4.652790E-04	46.9556
4.653050E-04	48.6232
4.653200E-04	49.5995
4.653550E-04	52.0302
4.653650E-04	52.744
4.654050E-04	55.8016
4.654100E-04	56.1946
4.654550E-04	59.9855
4.655000E-04	64.1676
4.655050E-04	64.6672
4.655450E-04	68.7715
4.655550E-04	69.8748
4.655900E-04	73.8418
4.656050E-04	75.6699
4.656350E-04	79.4263
4.656550E-04	82.1185
4.656800E-04	85.5712
4.657000E-04	88.5273
4.657200E-04	91.5516
4.657400E-04	94.774
4.657600E-04	98.0655
4.657800E-04	101.571
4.658000E-04	105.15
4.658200E-04	108.958
4.658400E-04	112.845
4.658600E-04	116.976
4.658800E-04	121.191
4.659000E-04	125.665
4.659200E-04	130.228
4.659400E-04	135.065
4.659600E-04	139.993
4.659800E-04	145.21
4.660000E-04	150.537
4.660330E-04	159.712
4.660450E-04	163.319
4.660810E-04	174.414
4.660900E-04	177.146
4.661300E-04	190.354
4.661350E-04	192.036
4.661790E-04	207.55
4.661800E-04	208.001
4.662250E-04	225.052
4.662280E-04	226.042
4.662650E-04	241.127
4.662850E-04	249.516
4.663150E-04	262.324
4.663600E-04	282.344
4.663650E-04	284.604
4.664350E-04	317.629
4.664400E-04	320.018
4.665300E-04	364.815
4.665600E-04	380.047
4.667000E-04	451.143
4.667030E-04	452.615
4.667800E-04	489.755
4.667890E-04	493.87
4.668420E-04	517.311
4.668520E-04	521.676
4.669030E-04	542.269
4.669120E-04	545.537
4.669700E-04	565.79
4.669720E-04	566.399
4.670220E-04	580.838
4.670320E-04	583.316
4.670680E-04	591.601
4.670920E-04	595.974
4.671280E-04	601.852
4.671520E-04	604.522
4.671770E-04	606.888
4.671980E-04	607.735
4.672350E-04	608.737
4.672360E-04	608.747
4.672840E-04	606.537
4.672960E-04	605.775
4.673440E-04	599.93
4.673560E-04	598.271
4.673920E-04	591.425
4.674080E-04	588.121
4.674600E-04	574.794
4.674720E-04	571.527
4.675200E-04	556.268
4.675260E-04	554.285
4.675800E-04	534.283
4.675920E-04	529.711
4.676450E-04	507.626
4.676580E-04	502.091
4.677350E-04	466.905
4.677550E-04	457.664
4.679550E-04	361.29
4.679800E-04	349.398
4.680350E-04	324.07
4.680550E-04	314.983
4.680900E-04	299.767
4.681320E-04	281.544
4.681450E-04	276.472
4.682000E-04	254.518
4.682030E-04	253.537
4.682520E-04	234.969
4.682550E-04	234.057
4.683050E-04	216.767
4.683070E-04	215.919
4.683580E-04	199.915
4.683600E-04	199.131
4.684050E-04	185.81
4.684100E-04	184.408
4.684500E-04	173.451
4.684630E-04	170.218
4.684950E-04	161.98
4.685000E-04	160.786
4.685400E-04	151.402
4.685800E-04	142.74
4.685850E-04	141.677
4.686200E-04	134.693
4.686300E-04	132.734
4.686600E-04	127.226
4.686750E-04	124.524
4.687000E-04	120.305
4.687200E-04	116.994
4.687400E-04	113.905
4.687700E-04	109.36
4.687800E-04	107.953
4.688200E-04	102.438
4.688250E-04	101.797
4.688700E-04	96.1634
4.688750E-04	95.5814
4.689200E-04	90.4698
4.689250E-04	89.9415
4.689700E-04	85.2999
4.689750E-04	84.8197
4.690200E-04	80.6
4.690250E-04	80.1631
4.690700E-04	76.3214
4.690750E-04	75.9284
4.691250E-04	72.0882
4.691400E-04	70.9601
4.691750E-04	68.5528
4.692000E-04	66.8706
4.692300E-04	65.0064
4.692600E-04	63.1855
4.692900E-04	61.5
4.693200E-04	59.8539
4.693500E-04	58.3083
4.693600E-04	57.8045
4.694100E-04	55.4626
4.694400E-04	54.0876
4.694700E-04	52.8357
4.695200E-04	50.7932
4.695300E-04	50.4196
4.695900E-04	48.2242
4.696000E-04	47.8651
4.696500E-04	46.2186
4.696800E-04	45.2504
4.697200E-04	44.0616
4.697600E-04	42.8991
4.698000E-04	41.8349
4.698600E-04	40.275
4.698800E-04	39.8015
4.699600E-04	37.9494
4.700400E-04	36.2911
4.700600E-04	35.8846
4.701200E-04	34.7655
4.701600E-04	34.0336
4.702000E-04	33.3592
4.702600E-04	32.3665
4.702800E-04	32.0606
4.703600E-04	30.8595
4.703650E-04	30.7911
4.704550E-04	29.5835
4.705100E-04	28.8589
4.705450E-04	28.4447
4.706350E-04	27.399
4.706600E-04	27.1133
4.707250E-04	26.4428
4.708100E-04	25.5806
4.708150E-04	25.5345
4.709050E-04	24.7193
4.709600E-04	24.2305
4.710400E-04	23.5824
4.711100E-04	23.0272
4.711600E-04	22.6643
4.712600E-04	21.9521
4.712800E-04	21.8223
4.714000E-04	21.0577
4.714400E-04	20.8072
4.715200E-04	20.3503
4.716000E-04	19.9011
4.716400E-04	19.6982
4.717600E-04	19.0998
4.718400E-04	18.7071
4.718800E-04	18.5323
4.720000E-04	18.0164
4.720800E-04	17.6781
4.721500E-04	17.4131
4.723000E-04	16.8557
4.723200E-04	16.7827
4.724500E-04	16.3557
4.725600E-04	16.0007
4.726000E-04	15.8835
4.727500E-04	15.4519
4.727760E-04	15.3783
4.729000E-04	15.0615
4.730480E-04	14.6914
4.730500E-04	14.6872
4.731630E-04	14.4415
4.732450E-04	14.2667
4.733200E-04	14.1109
4.733340E-04	14.0853
4.734240E-04	13.9282
4.734680E-04	13.8533
4.735350E-04	13.7466
4.735920E-04	13.6628
4.736020E-04	13.6501
4.736690E-04	13.576
4.737140E-04	13.533
4.737590E-04	13.4959
4.738040E-04	13.4653
4.738480E-04	13.4418
4.738930E-04	13.4262
4.739150E-04	13.4224
4.739340E-04	13.4236
4.739720E-04	13.4324
4.740140E-04	13.4501
4.740600E-04	13.4798
4.741070E-04	13.5201
4.741540E-04	13.5711
4.742010E-04	13.6325
4.742470E-04	13.7038
4.742570E-04	13.7202
4.743170E-04	13.8405
4.744060E-04	14.0379
4.745790E-04	14.4415
4.746490E-04	14.5882
4.747200E-04	14.7108
4.747480E-04	14.7471
4.747830E-04	14.7941
4.748320E-04	14.8371
4.748830E-04	14.8577
4.749250E-04	14.8546
4.749760E-04	14.8257
4.749850E-04	14.8173
4.750340E-04	14.7581
4.750750E-04	14.6877
4.751170E-04	14.597
4.751680E-04	14.4616
4.752150E-04	14.317
4.752710E-04	14.1193
4.753410E-04	13.8413
4.754110E-04	13.5378
4.755250E-04	13.0183
4.756360E-04	12.5077
4.756730E-04	12.3427
4.757060E-04	12.2023
4.757530E-04	12.0108
4.757990E-04	11.8282
4.758460E-04	11.6553
4.758930E-04	11.4926
4.759400E-04	11.3404
4.759750E-04	11.2332
4.760100E-04	11.1318
4.760470E-04	11.0305
4.760550E-04	11.0095
4.761010E-04	10.9015
4.761470E-04	10.8021
4.761920E-04	10.7106
4.762380E-04	10.6265
4.762830E-04	10.5489
4.763290E-04	10.4772
4.763740E-04	10.4108
4.764200E-04	10.349
4.764540E-04	10.306
4.764660E-04	10.2925
4.764960E-04	10.2593
4.765540E-04	10.1992
4.766130E-04	10.1434
4.766710E-04	10.091
4.767300E-04	10.0413
4.768170E-04	9.97067
4.769050E-04	9.9036
4.770220E-04	9.81796
4.770570E-04	9.79315
4.771390E-04	9.74158
4.773140E-04	9.63466
4.775130E-04	9.51683
4.775250E-04	9.51005
4.777580E-04	9.3895
4.780040E-04	9.26553
4.782260E-04	9.15517
4.782490E-04	9.145
4.785760E-04	9.00499
4.788570E-04	8.88683
4.789270E-04	8.85769
4.792070E-04	8.75686
4.795580E-04	8.63269
4.798620E-04	8.52645
4.799090E-04	8.51244
4.802590E-04	8.40877
4.806100E-04	8.3063
4.807970E-04	8.25224
4.809840E-04	8.20627
4.813580E-04	8.11539
4.817320E-04	8.02546
4.819890E-04	7.96434
4.822930E-04	7.9032
4.828540E-04	7.79194
4.831810E-04	7.72784
4.834150E-04	7.6888
4.838360E-04	7.61931
4.843030E-04	7.54282
4.844590E-04	7.51756
4.847710E-04	7.47448
4.852380E-04	7.41047
4.859080E-04	7.31969
4.859400E-04	7.31612
4.866410E-04	7.23757
4.873420E-04	7.15992
4.878400E-04	7.10536
4.880690E-04	7.08466
4.887960E-04	7.01972
4.895230E-04	6.95542
4.899200E-04	6.92065
4.902500E-04	6.89629
4.909780E-04	6.84319
4.917070E-04	6.79037
4.920000E-04	6.76937
4.924390E-04	6.74352
4.931700E-04	6.70087
4.939010E-04	6.65863
4.946330E-04	6.61679
4.954130E-04	6.57263
4.956400E-04	6.55987
4.959970E-04	6.54269
4.965820E-04	6.5149
4.971680E-04	6.48749
4.974600E-04	6.47396
4.978990E-04	6.45392
4.983370E-04	6.43423
4.987760E-04	6.415
4.990690E-04	6.40248
4.993610E-04	6.39027
4.996540E-04	6.37843
4.998980E-04	6.36891
5.001900E-04	6.35799
5.003850E-04	6.3511
5.005800E-04	6.34457
5.007750E-04	6.33849
5.009700E-04	6.33295
5.011160E-04	6.32922
5.012620E-04	6.32593
5.013600E-04	6.3241
5.014250E-04	6.3222
5.015550E-04	6.31894
5.016850E-04	6.31628
5.018150E-04	6.31433
5.019120E-04	6.31341
5.020100E-04	6.31305
5.021070E-04	6.31333
5.022050E-04	6.31439
5.023020E-04	6.31638
5.024000E-04	6.31948
5.024810E-04	6.3231
5.025420E-04	6.32657
5.026030E-04	6.33079
5.026640E-04	6.33591
5.027250E-04	6.34208
5.027860E-04	6.34953
5.028470E-04	6.35852
5.028880E-04	6.36554
5.029280E-04	6.37352
5.029690E-04	6.3826
5.030090E-04	6.39297
5.030500E-04	6.40481
5.030910E-04	6.41867
5.031330E-04	6.4346
5.031740E-04	6.45295
5.032020E-04	6.46672
5.032300E-04	6.48187
5.032370E-04	6.48628
5.032570E-04	6.50067
5.032850E-04	6.52193
5.033120E-04	6.54504
5.033400E-04	6.57019
5.033680E-04	6.5976
5.033950E-04	6.62747
5.034140E-04	6.6495
5.034230E-04	6.66135
5.034510E-04	6.70091
5.034780E-04	6.74371
5.035020E-04	6.78297
5.035310E-04	6.83556
5.035600E-04	6.89277
5.035700E-04	6.9135
5.035900E-04	6.95982
5.036190E-04	7.03471
5.036480E-04	7.11546
5.036770E-04	7.20251
5.037070E-04	7.29631
5.037260E-04	7.36365
5.037360E-04	7.40075
5.037650E-04	7.51973
5.037940E-04	7.64683
5.038200E-04	7.76698
5.038530E-04	7.92713
5.038560E-04	7.9443
5.038850E-04	8.10987
5.039180E-04	8.30593
5.039500E-04	8.51449
5.039530E-04	8.53664
5.039830E-04	8.74806
5.040150E-04	8.9961
5.040480E-04	9.25743
5.040640E-04	9.39575
5.040900E-04	9.62834
5.041290E-04	9.99693
5.041520E-04	10.2226
5.041680E-04	10.3902
5.042200E-04	10.9533
5.042400E-04	11.1749
5.042720E-04	11.5563
5.043340E-04	12.3127
5.043430E-04	12.4354
5.044410E-04	13.7036
5.045320E-04	14.9006
5.046100E-04	15.8883
5.046750E-04	16.6582
5.047010E-04	16.9408
5.047300E-04	17.245
5.047790E-04	17.7014
5.048050E-04	17.9173
5.048230E-04	18.0553
5.048640E-04	18.3296
5.048960E-04	18.5018
5.049140E-04	18.5882
5.049640E-04	18.7526
5.049790E-04	18.785
5.049990E-04	18.8125
5.050470E-04	18.8194
5.050600E-04	18.8062
5.050780E-04	18.7776
5.051040E-04	18.7058
5.051300E-04	18.6183
5.051740E-04	18.4134
5.051950E-04	18.2904
5.052210E-04	18.1214
5.052630E-04	17.7998
5.052710E-04	17.7329
5.053250E-04	17.2359
5.053640E-04	16.8365
5.053930E-04	16.5223
5.054290E-04	16.1094
5.054680E-04	15.6436
5.055590E-04	14.514
5.056500E-04	13.3667
5.057180E-04	12.5325
5.057750E-04	11.8659
5.058210E-04	11.356
5.058320E-04	11.2337
5.058580E-04	10.9634
5.058970E-04	10.5756
5.059360E-04	10.2065
5.059620E-04	9.97311
5.059750E-04	9.86168
5.060140E-04	9.5465
5.060400E-04	9.34689
5.060730E-04	9.10899
5.060920E-04	8.97381
5.061050E-04	8.88914
5.061370E-04	8.68964
5.061700E-04	8.50184
5.062030E-04	8.3252
5.062220E-04	8.22557
5.062350E-04	8.16432
5.062590E-04	8.05607
5.062840E-04	7.95317
5.063110E-04	7.8427
5.063340E-04	7.75636
5.063570E-04	7.67399
5.063680E-04	7.63468
5.063800E-04	7.59918
5.064020E-04	7.53172
5.064250E-04	7.4676
5.064480E-04	7.40663
5.064710E-04	7.34862
5.064930E-04	7.29337
5.065150E-04	7.24448
5.065160E-04	7.24113
5.065390E-04	7.19665
5.065730E-04	7.13411
5.066070E-04	7.07614
5.066410E-04	7.02226
5.066640E-04	6.9884
5.066790E-04	6.96774
5.066940E-04	6.94884
5.067240E-04	6.91442
5.067540E-04	6.88212
5.067840E-04	6.85175
5.068140E-04	6.82308
5.068440E-04	6.79597
5.068740E-04	6.77024
