E(MeV)	Mo-nat
1.585090E-04	6.85443
1.585320E-04	6.94583
1.585500E-04	7.02629
1.585680E-04	7.11496
1.585860E-04	7.21269
1.586040E-04	7.32042
1.586210E-04	7.43917
1.586390E-04	7.57003
1.586450E-04	7.61806
1.586570E-04	7.71585
1.586690E-04	7.82329
1.586750E-04	7.87791
1.586930E-04	8.05756
1.587110E-04	8.25436
1.587260E-04	8.43987
1.587460E-04	8.68873
1.587650E-04	8.96191
1.587840E-04	9.26733
1.588030E-04	9.60069
1.588220E-04	9.96375
1.588360E-04	10.2596
1.588410E-04	10.3602
1.588600E-04	10.7955
1.588780E-04	11.2349
1.588950E-04	11.6732
1.589080E-04	12.0395
1.589110E-04	12.1414
1.589280E-04	12.6452
1.589450E-04	13.178
1.589700E-04	14.0315
1.589800E-04	14.3814
1.589950E-04	14.9586
1.590150E-04	15.7597
1.590330E-04	16.5045
1.590390E-04	16.7562
1.590630E-04	17.8138
1.590990E-04	19.4834
1.591420E-04	21.6118
1.591560E-04	22.3373
1.592280E-04	25.9995
1.592350E-04	26.3675
1.592800E-04	28.573
1.593090E-04	29.8628
1.593450E-04	31.3188
1.593780E-04	32.4843
1.593890E-04	32.7977
1.594100E-04	33.3639
1.594390E-04	33.9892
1.594600E-04	34.3037
1.594640E-04	34.3578
1.594910E-04	34.5701
1.594990E-04	34.6002
1.595190E-04	34.5886
1.595240E-04	34.5813
1.595530E-04	34.3441
1.595610E-04	34.2303
1.595820E-04	33.9031
1.596000E-04	33.5013
1.596130E-04	33.2172
1.596460E-04	32.2527
1.596480E-04	32.1685
1.596810E-04	30.9644
1.596960E-04	30.3822
1.597100E-04	29.7891
1.597550E-04	27.7334
1.597570E-04	27.6755
1.598250E-04	24.327
1.598820E-04	21.4757
1.599180E-04	19.7668
1.599540E-04	18.1484
1.599850E-04	16.8349
1.600060E-04	15.9793
1.600280E-04	15.1699
1.600490E-04	14.4079
1.600710E-04	13.7006
1.600920E-04	13.041
1.601110E-04	12.4938
1.601300E-04	11.9827
1.601490E-04	11.5147
1.601690E-04	11.0802
1.601880E-04	10.6778
1.602070E-04	10.3057
1.602260E-04	9.96226
1.602450E-04	9.65428
1.602630E-04	9.38835
1.602810E-04	9.14303
1.602990E-04	8.91683
1.603170E-04	8.70834
1.603210E-04	8.6571
1.603340E-04	8.52113
1.603520E-04	8.35077
1.603700E-04	8.19417
1.603880E-04	8.05017
1.604060E-04	7.91765
1.604240E-04	7.79556
1.604260E-04	7.78061
1.604440E-04	7.67701
1.604590E-04	7.59142
1.604750E-04	7.51167
1.604980E-04	7.40194
1.605210E-04	7.30272
1.605310E-04	7.26347
1.605450E-04	7.21562
1.605680E-04	7.13879
1.605910E-04	7.06893
1.606140E-04	7.00514
1.606380E-04	6.94663
1.606610E-04	6.89274
1.606840E-04	6.84288
1.607080E-04	6.79598
1.607160E-04	6.78108
1.607490E-04	6.72925
1.607810E-04	6.68218
1.608130E-04	6.63914
1.608450E-04	6.59953
1.608780E-04	6.56287
1.608990E-04	6.53986
1.609420E-04	6.49684
1.609850E-04	6.45727
1.610040E-04	6.44099
1.610280E-04	6.42312
1.610680E-04	6.39523
1.611090E-04	6.36926
1.611620E-04	6.3372
1.612160E-04	6.30767
1.612700E-04	6.28029
1.613230E-04	6.25477
1.613620E-04	6.2375
1.613770E-04	6.23173
1.614310E-04	6.21236
1.614970E-04	6.19034
1.615350E-04	6.17808
1.616130E-04	6.15505
1.616910E-04	6.13373
1.617680E-04	6.11387
1.618460E-04	6.09526
1.618870E-04	6.08582
1.619230E-04	6.07912
1.620010E-04	6.06556
1.621080E-04	6.0481
1.621980E-04	6.03455
1.622870E-04	6.02179
1.623770E-04	6.00972
1.624960E-04	5.99454
1.626160E-04	5.98026
1.627350E-04	5.96675
1.628420E-04	5.95517
1.628540E-04	5.95417
1.629740E-04	5.94464
1.631350E-04	5.93254
1.632870E-04	5.9218
1.634390E-04	5.91161
1.635920E-04	5.90189
1.637440E-04	5.89257
1.639470E-04	5.88067
1.641500E-04	5.86929
1.642750E-04	5.86253
1.643530E-04	5.85943
1.645560E-04	5.8517
1.647880E-04	5.84322
1.650510E-04	5.83404
1.653140E-04	5.82523
1.655760E-04	5.81671
1.658390E-04	5.80845
1.662330E-04	5.79644
1.666270E-04	5.78481
1.670440E-04	5.77279
1.674740E-04	5.76073
1.675220E-04	5.75942
1.679040E-04	5.75219
1.684770E-04	5.74165
1.690500E-04	5.73139
1.696230E-04	5.72135
1.701960E-04	5.71149
1.710550E-04	5.69698
1.719150E-04	5.68273
1.727750E-04	5.66869
1.736340E-04	5.65483
1.748320E-04	5.64199
1.760310E-04	5.62938
1.768300E-04	5.62107
1.780460E-04	5.60855
1.792610E-04	5.59616
1.804770E-04	5.58389
1.816930E-04	5.57172
1.829090E-04	5.55963
1.841250E-04	5.54761
1.860410E-04	5.53515
1.879570E-04	5.52282
1.898740E-04	5.5106
1.917900E-04	5.49849
1.937070E-04	5.48647
1.955500E-04	5.47499
1.974060E-04	5.4635
1.993630E-04	5.45148
2.006670E-04	5.44352
2.019720E-04	5.43784
2.031010E-04	5.43299
2.034770E-04	5.43139
2.044180E-04	5.42746
2.049820E-04	5.42516
2.054590E-04	5.42328
2.059360E-04	5.42148
2.062930E-04	5.4202
2.065320E-04	5.4194
2.067700E-04	5.41866
2.070150E-04	5.41798
2.072030E-04	5.41753
2.073910E-04	5.41716
2.075160E-04	5.41698
2.076420E-04	5.41687
2.077670E-04	5.41684
2.078930E-04	5.41691
2.079800E-04	5.41704
2.080680E-04	5.41725
2.081560E-04	5.41756
2.082440E-04	5.418
2.083100E-04	5.41844
2.083760E-04	5.41899
2.084410E-04	5.41969
2.084850E-04	5.42026
2.085290E-04	5.42092
2.085730E-04	5.42171
2.086200E-04	5.42272
2.086580E-04	5.42367
2.086950E-04	5.4248
2.087330E-04	5.42612
2.087710E-04	5.42769
2.087960E-04	5.4289
2.088210E-04	5.43026
2.088460E-04	5.4318
2.088710E-04	5.43354
2.088960E-04	5.4355
2.089210E-04	5.43772
2.089460E-04	5.44023
2.089710E-04	5.44308
2.089900E-04	5.44546
2.090130E-04	5.44862
2.090370E-04	5.45247
2.090620E-04	5.4568
2.090860E-04	5.46166
2.091020E-04	5.46523
2.091190E-04	5.46908
2.091350E-04	5.47322
2.091510E-04	5.47768
2.091680E-04	5.48248
2.091840E-04	5.48762
2.092080E-04	5.49604
2.092330E-04	5.50535
2.092570E-04	5.5156
2.092800E-04	5.52596
2.093030E-04	5.5372
2.093250E-04	5.54936
2.093480E-04	5.56246
2.093700E-04	5.57652
2.093930E-04	5.59154
2.094150E-04	5.60753
2.094460E-04	5.6303
2.094760E-04	5.65466
2.095130E-04	5.68716
2.095580E-04	5.72869
2.096210E-04	5.78935
2.096990E-04	5.86514
2.097390E-04	5.90234
2.097840E-04	5.94089
2.098240E-04	5.97104
2.098610E-04	5.99414
2.098950E-04	6.01144
2.099250E-04	6.02329
2.099490E-04	6.02961
2.099820E-04	6.03451
2.099990E-04	6.03512
2.100260E-04	6.03343
2.100600E-04	6.02667
2.100900E-04	6.01656
2.101230E-04	6.00147
2.101580E-04	5.9808
2.101960E-04	5.95418
2.102280E-04	5.92795
2.102610E-04	5.89939
2.103210E-04	5.84244
2.104290E-04	5.73648
2.104770E-04	5.69178
2.105120E-04	5.66067
2.105470E-04	5.63146
2.105730E-04	5.61094
2.105930E-04	5.59615
2.106160E-04	5.5804
2.106380E-04	5.56562
2.106610E-04	5.55179
2.106840E-04	5.53891
2.107060E-04	5.52696
2.107290E-04	5.51591
2.107510E-04	5.50573
2.107710E-04	5.49738
2.107890E-04	5.4906
2.108070E-04	5.48427
2.108240E-04	5.47838
2.108420E-04	5.47291
2.108590E-04	5.46783
2.108770E-04	5.46312
2.108940E-04	5.45876
2.109120E-04	5.45473
2.109290E-04	5.451
2.109470E-04	5.44756
2.109650E-04	5.44439
2.109820E-04	5.44146
2.110000E-04	5.43876
2.110260E-04	5.4351
2.110440E-04	5.4329
2.110690E-04	5.42997
2.110950E-04	5.42737
2.111210E-04	5.42505
2.111470E-04	5.42299
2.111720E-04	5.42114
2.111980E-04	5.41948
2.112240E-04	5.41799
2.112490E-04	5.41664
2.112880E-04	5.41485
2.113270E-04	5.41329
2.113650E-04	5.41192
2.114040E-04	5.41071
2.114420E-04	5.40962
2.114790E-04	5.4087
2.115260E-04	5.40762
2.115730E-04	5.40665
2.116430E-04	5.40536
2.117140E-04	5.40424
2.117840E-04	5.40323
2.118310E-04	5.40262
2.119250E-04	5.40151
2.120200E-04	5.40051
2.121140E-04	5.39962
2.122080E-04	5.3988
2.123330E-04	5.3978
2.124590E-04	5.3969
2.125840E-04	5.39607
2.127720E-04	5.39494
2.129600E-04	5.39391
2.131480E-04	5.39297
2.133120E-04	5.39222
2.134120E-04	5.39178
2.136220E-04	5.39092
2.138320E-04	5.39014
2.140420E-04	5.38944
2.142520E-04	5.38883
2.144620E-04	5.38833
2.146200E-04	5.38802
2.147770E-04	5.3878
2.149350E-04	5.38768
2.150920E-04	5.38767
2.152050E-04	5.38775
2.153190E-04	5.38792
2.154320E-04	5.3882
2.155450E-04	5.38862
2.156300E-04	5.38903
2.157150E-04	5.38955
2.158000E-04	5.3902
2.158850E-04	5.391
2.159700E-04	5.39198
2.160260E-04	5.39277
2.160830E-04	5.39367
2.161390E-04	5.39471
2.161960E-04	5.39592
2.162530E-04	5.39734
2.162950E-04	5.39855
2.163380E-04	5.39993
2.163800E-04	5.40151
2.164230E-04	5.40331
2.164620E-04	5.40525
2.164960E-04	5.40715
2.165300E-04	5.40931
2.165640E-04	5.41177
2.165980E-04	5.41461
2.166210E-04	5.41674
2.166430E-04	5.4191
2.166660E-04	5.4217
2.166890E-04	5.4246
2.167110E-04	5.42781
2.167340E-04	5.43139
2.167560E-04	5.43539
2.167790E-04	5.43985
2.168020E-04	5.44483
2.168210E-04	5.44953
2.168450E-04	5.456
2.168690E-04	5.46327
2.168840E-04	5.46861
2.169000E-04	5.47439
2.169160E-04	5.48064
2.169320E-04	5.48739
2.169480E-04	5.49468
2.169640E-04	5.50255
2.169800E-04	5.51103
2.169950E-04	5.52017
2.170110E-04	5.53
2.170270E-04	5.54058
2.170430E-04	5.55194
2.170490E-04	5.55629
2.170590E-04	5.56425
2.170780E-04	5.58046
2.170950E-04	5.59588
2.171120E-04	5.61243
2.171290E-04	5.63013
2.171460E-04	5.64904
2.171690E-04	5.67623
2.171910E-04	5.70575
2.172140E-04	5.73769
2.172370E-04	5.77211
2.172570E-04	5.80526
2.172840E-04	5.85268
2.173110E-04	5.90376
2.173380E-04	5.95843
2.173660E-04	6.01654
2.173930E-04	6.07786
2.174340E-04	6.17515
2.174880E-04	6.31246
2.176010E-04	6.60613
2.176370E-04	6.69524
2.176830E-04	6.7982
2.177210E-04	6.87557
2.177550E-04	6.93414
2.177860E-04	6.97787
2.178150E-04	7.01131
2.178420E-04	7.03234
2.178480E-04	7.03723
2.178800E-04	7.05
2.178990E-04	7.05204
2.179290E-04	7.04668
2.179520E-04	7.03571
2.179850E-04	7.00927
2.180140E-04	6.97552
2.180450E-04	6.93149
2.180790E-04	6.87265
2.181170E-04	6.79505
2.181600E-04	6.69735
2.182080E-04	6.57987
2.183390E-04	6.2401
2.183770E-04	6.14767
2.184130E-04	6.06245
2.184450E-04	5.99217
2.184760E-04	5.92639
2.185000E-04	5.88018
2.185260E-04	5.83274
2.185460E-04	5.79797
2.185670E-04	5.76525
2.185870E-04	5.73457
2.186080E-04	5.70589
2.186280E-04	5.67917
2.186480E-04	5.65434
2.186690E-04	5.63133
2.186860E-04	5.61292
2.187080E-04	5.59152
2.187300E-04	5.57196
2.187530E-04	5.55415
2.187750E-04	5.53795
2.187970E-04	5.52326
2.188190E-04	5.50996
2.188410E-04	5.49793
2.188630E-04	5.48707
2.188850E-04	5.47728
2.189070E-04	5.46846
2.189250E-04	5.46188
2.189470E-04	5.45476
2.189680E-04	5.44834
2.189900E-04	5.44253
2.190110E-04	5.43728
2.190330E-04	5.43253
2.190540E-04	5.42822
2.190760E-04	5.42432
2.190970E-04	5.42076
2.191190E-04	5.41753
2.191400E-04	5.41457
2.191620E-04	5.41186
2.191940E-04	5.40821
2.192260E-04	5.40498
2.192590E-04	5.4021
2.192870E-04	5.39983
2.193150E-04	5.39775
2.193580E-04	5.39494
2.194000E-04	5.39245
2.194430E-04	5.39021
2.194850E-04	5.38818
2.195280E-04	5.38633
2.195700E-04	5.38463
2.196270E-04	5.38257
2.196830E-04	5.38068
2.197370E-04	5.37904
2.198130E-04	5.37691
2.198900E-04	5.37498
2.199660E-04	5.37321
2.199830E-04	5.37284
2.200430E-04	5.37188
2.201190E-04	5.37075
2.202210E-04	5.36939
2.203230E-04	5.36817
2.204250E-04	5.36707
2.205270E-04	5.36607
2.206710E-04	5.36478
2.208150E-04	5.36363
2.209600E-04	5.36258
2.211040E-04	5.36162
2.212970E-04	5.36045
2.214890E-04	5.35939
2.216820E-04	5.35841
2.218740E-04	5.35751
2.220660E-04	5.35668
2.223560E-04	5.35554
2.224520E-04	5.35519
2.226670E-04	5.35446
2.228810E-04	5.3538
2.230960E-04	5.35321
2.233110E-04	5.35271
2.235250E-04	5.3523
2.237400E-04	5.352
2.239010E-04	5.35187
2.240620E-04	5.35182
2.242320E-04	5.35189
2.243580E-04	5.35205
2.244850E-04	5.3523
2.246110E-04	5.35267
2.247370E-04	5.35319
2.248320E-04	5.35369
2.249260E-04	5.35431
2.250210E-04	5.35507
2.251160E-04	5.35601
2.252110E-04	5.35715
2.252740E-04	5.35805
2.253370E-04	5.35908
2.254000E-04	5.36027
2.254630E-04	5.36164
2.255260E-04	5.36323
2.255740E-04	5.36459
2.256210E-04	5.36613
2.256680E-04	5.36787
2.257090E-04	5.36958
2.257470E-04	5.37134
2.257850E-04	5.37332
2.258230E-04	5.37556
2.258610E-04	5.3781
2.258990E-04	5.381
2.259360E-04	5.38433
2.259620E-04	5.38684
2.259870E-04	5.38962
2.260120E-04	5.3927
2.260380E-04	5.39613
2.260630E-04	5.39995
2.260880E-04	5.40422
2.261130E-04	5.40888
2.261370E-04	5.41409
2.261620E-04	5.41992
2.261860E-04	5.42647
2.262110E-04	5.43381
2.262360E-04	5.44206
2.262600E-04	5.45131
2.262770E-04	5.4581
2.262900E-04	5.46402
2.262930E-04	5.46549
2.263100E-04	5.47369
2.263260E-04	5.48251
2.263420E-04	5.49199
2.263630E-04	5.50505
2.263820E-04	5.518
2.264010E-04	5.53204
2.264200E-04	5.54724
2.264390E-04	5.56369
2.264580E-04	5.58146
2.264770E-04	5.60062
2.264960E-04	5.62125
2.265150E-04	5.64341
2.265340E-04	5.66719
2.265530E-04	5.69262
2.265730E-04	5.72166
2.265930E-04	5.75272
2.266130E-04	5.78584
2.266330E-04	5.82108
2.266540E-04	5.85844
2.266840E-04	5.91847
2.267140E-04	5.98322
2.267450E-04	6.05251
2.267750E-04	6.12606
2.268050E-04	6.20344
2.268480E-04	6.31852
2.269360E-04	6.56691
2.269970E-04	6.73592
2.270470E-04	6.86819
2.270900E-04	6.96991
2.271280E-04	7.0486
2.271620E-04	7.10867
2.271940E-04	7.15459
2.272240E-04	7.1872
2.272520E-04	7.20803
2.272660E-04	7.21393
2.272820E-04	7.22017
2.272990E-04	7.2218
2.273300E-04	7.21543
2.273550E-04	7.20226
2.273900E-04	7.17056
2.274220E-04	7.12886
2.274570E-04	7.0734
2.274940E-04	6.99916
2.275230E-04	6.93448
2.275730E-04	6.81253
2.276260E-04	6.66919
2.277480E-04	6.32497
2.277900E-04	6.2129
2.278320E-04	6.10683
2.278630E-04	6.03134
2.278900E-04	5.97155
2.279160E-04	5.91526
2.279430E-04	5.86256
2.279690E-04	5.81352
2.279870E-04	5.78285
2.280100E-04	5.74577
2.280320E-04	5.7113
2.280550E-04	5.67935
2.280780E-04	5.64984
2.281000E-04	5.62267
2.281230E-04	5.59771
2.281460E-04	5.57486
2.281630E-04	5.55903
2.281850E-04	5.54007
2.282010E-04	5.52706
2.282180E-04	5.51493
2.282340E-04	5.5036
2.282510E-04	5.49305
2.282670E-04	5.48323
2.282830E-04	5.47408
2.283000E-04	5.46557
2.283160E-04	5.45766
2.283330E-04	5.4503
2.283490E-04	5.44346
2.283740E-04	5.43408
2.283980E-04	5.42567
2.284230E-04	5.41812
2.284420E-04	5.41292
2.284620E-04	5.40757
2.284830E-04	5.40267
2.285040E-04	5.39818
2.285250E-04	5.39405
2.285460E-04	5.39025
2.285770E-04	5.38509
2.286080E-04	5.38049
2.286400E-04	5.37637
2.286690E-04	5.37291
2.286710E-04	5.37268
2.287020E-04	5.36972
2.287330E-04	5.36706
2.287640E-04	5.36465
2.287960E-04	5.36244
2.288430E-04	5.35948
2.288910E-04	5.35687
2.289380E-04	5.35455
2.289850E-04	5.35247
2.290330E-04	5.35059
2.290800E-04	5.34889
2.291430E-04	5.34684
2.292060E-04	5.345
2.292690E-04	5.34335
2.293500E-04	5.34146
2.294300E-04	5.33977
2.295110E-04	5.33826
2.295910E-04	5.33688
2.296720E-04	5.33562
2.297520E-04	5.33447
2.298600E-04	5.33306
2.299670E-04	5.33179
2.300740E-04	5.33062
2.302160E-04	5.32921
2.303490E-04	5.32802
2.304820E-04	5.32691
2.306580E-04	5.32555
2.308350E-04	5.32431
2.310120E-04	5.32315
2.311890E-04	5.32206
2.314540E-04	5.32053
2.316680E-04	5.31937
2.319210E-04	5.31808
2.321730E-04	5.31684
2.325520E-04	5.31507
2.329310E-04	5.31339
2.333090E-04	5.31177
2.337260E-04	5.31004
2.342190E-04	5.30805
2.348750E-04	5.30548
2.355310E-04	5.30298
2.361880E-04	5.30052
2.368950E-04	5.29793
2.378400E-04	5.29454
2.387850E-04	5.29124
2.394150E-04	5.2891
2.400470E-04	5.287
2.406790E-04	5.28497
2.411530E-04	5.28351
2.416270E-04	5.28212
2.420560E-04	5.28093
2.423950E-04	5.28007
2.427330E-04	5.27928
2.430720E-04	5.27859
2.432980E-04	5.2782
2.435230E-04	5.27789
2.437490E-04	5.27768
2.439520E-04	5.27758
2.441560E-04	5.27761
2.442910E-04	5.27772
2.444260E-04	5.27791
2.445620E-04	5.27821
2.446970E-04	5.27863
2.447990E-04	5.27906
2.448780E-04	5.27946
2.449680E-04	5.28003
2.450590E-04	5.28071
2.451490E-04	5.28155
2.452170E-04	5.28231
2.452840E-04	5.2832
2.453520E-04	5.28426
2.454200E-04	5.28553
2.454650E-04	5.28653
2.455100E-04	5.28768
2.455550E-04	5.28902
2.455920E-04	5.29029
2.456300E-04	5.29175
2.456670E-04	5.29344
2.457040E-04	5.2954
2.457410E-04	5.29769
2.457660E-04	5.29944
2.457910E-04	5.30138
2.458160E-04	5.30355
2.458410E-04	5.30598
2.458660E-04	5.3087
2.458900E-04	5.31175
2.459150E-04	5.31517
2.459400E-04	5.31899
2.459620E-04	5.32266
2.459890E-04	5.32783
2.460070E-04	5.33164
2.460250E-04	5.33577
2.460430E-04	5.34024
2.460610E-04	5.34507
2.460790E-04	5.35029
2.460970E-04	5.35592
2.461150E-04	5.36198
2.461330E-04	5.3685
2.461510E-04	5.37551
2.461690E-04	5.38302
2.461870E-04	5.39106
2.462140E-04	5.40415
2.462410E-04	5.41856
2.462640E-04	5.4316
2.462870E-04	5.44562
2.463090E-04	5.46064
2.463320E-04	5.47667
2.463540E-04	5.49371
2.463880E-04	5.52115
2.464220E-04	5.55079
2.464560E-04	5.58249
2.464900E-04	5.61605
2.465410E-04	5.66926
2.466880E-04	5.83147
2.467450E-04	5.88948
2.467920E-04	5.93333
2.468300E-04	5.96354
2.468650E-04	5.98781
2.468970E-04	6.00646
2.469280E-04	6.01999
2.469580E-04	6.0297
2.469950E-04	6.0359
2.470200E-04	6.03686
2.470510E-04	6.03419
2.470840E-04	6.02698
2.471150E-04	6.01645
2.471490E-04	6.00095
2.471860E-04	5.97979
2.472300E-04	5.95034
2.472840E-04	5.90972
2.473750E-04	5.83967
2.474200E-04	5.80769
2.474530E-04	5.78731
2.474830E-04	5.77114
2.474880E-04	5.76923
2.475140E-04	5.75891
2.475440E-04	5.7506
2.475640E-04	5.74741
2.475850E-04	5.74626
2.476050E-04	5.74727
2.476280E-04	5.75121
2.476510E-04	5.75827
2.476740E-04	5.76859
2.476980E-04	5.78229
2.477210E-04	5.79947
2.477440E-04	5.82023
2.477670E-04	5.84462
2.477900E-04	5.87268
2.478130E-04	5.90396
2.478360E-04	5.93881
2.478580E-04	5.97717
2.478810E-04	6.01896
2.479040E-04	6.06407
2.479380E-04	6.13763
2.479730E-04	6.21766
2.480140E-04	6.32303
2.480700E-04	6.47324
2.481930E-04	6.81548
2.482460E-04	6.95355
2.482920E-04	7.05974
2.483330E-04	7.14129
2.483690E-04	7.20218
2.484030E-04	7.24619
2.484330E-04	7.27555
2.484660E-04	7.29504
2.484740E-04	7.29672
2.484990E-04	7.30067
2.485280E-04	7.29403
2.485650E-04	7.27136
2.485960E-04	7.23968
2.486290E-04	7.19414
2.486650E-04	7.13302
2.487030E-04	7.05483
2.487480E-04	6.94639
2.487990E-04	6.81161
2.488580E-04	6.64491
2.489560E-04	6.35534
2.490020E-04	6.2266
2.490480E-04	6.10464
2.490830E-04	6.01567
2.491100E-04	5.95275
2.491360E-04	5.89332
2.491630E-04	5.83747
2.491900E-04	5.78529
2.492130E-04	5.74347
2.492350E-04	5.70431
2.492580E-04	5.66777
2.492810E-04	5.63378
2.493040E-04	5.60225
2.493270E-04	5.5731
2.493490E-04	5.54621
2.493720E-04	5.52147
2.493970E-04	5.49695
2.494220E-04	5.47466
2.494380E-04	5.46095
2.494550E-04	5.44812
2.494710E-04	5.43611
2.494880E-04	5.42488
2.495040E-04	5.41438
2.495290E-04	5.39991
2.495540E-04	5.38686
2.495650E-04	5.38143
2.495780E-04	5.37539
2.496030E-04	5.36534
2.496280E-04	5.35632
2.496480E-04	5.34962
2.496720E-04	5.3424
2.496960E-04	5.3359
2.497200E-04	5.33003
2.497440E-04	5.32473
2.497680E-04	5.31994
2.497930E-04	5.3156
2.498170E-04	5.31166
2.498410E-04	5.30807
2.498650E-04	5.30479
2.499010E-04	5.30039
2.499370E-04	5.29651
2.499730E-04	5.29306
2.500090E-04	5.28999
2.500530E-04	5.28667
2.501010E-04	5.28349
2.501480E-04	5.28067
2.501960E-04	5.27814
2.502430E-04	5.27586
2.502750E-04	5.27446
2.503380E-04	5.27189
2.504020E-04	5.2696
2.504650E-04	5.26752
2.505290E-04	5.26564
2.506140E-04	5.26334
2.507000E-04	5.26128
2.507850E-04	5.25942
2.508710E-04	5.25772
2.509560E-04	5.25616
2.510420E-04	5.25471
2.511560E-04	5.25294
2.512700E-04	5.25132
2.513840E-04	5.24982
2.515360E-04	5.24798
2.516790E-04	5.2464
2.518220E-04	5.24492
2.520120E-04	5.24308
2.522020E-04	5.24137
2.523920E-04	5.23977
2.525820E-04	5.23824
2.528680E-04	5.23609
2.530890E-04	5.2345
2.533430E-04	5.23275
2.537230E-04	5.23026
2.541040E-04	5.22787
2.544840E-04	5.22558
2.548640E-04	5.22336
2.550930E-04	5.22207
2.555870E-04	5.21933
2.560810E-04	5.21668
2.565740E-04	5.21412
2.570680E-04	5.21165
2.575620E-04	5.20928
2.579530E-04	5.20748
2.584060E-04	5.2055
2.587450E-04	5.2041
2.590850E-04	5.20279
2.594240E-04	5.20159
2.597290E-04	5.20063
2.600180E-04	5.19985
2.602100E-04	5.19942
2.604020E-04	5.19908
2.605950E-04	5.19885
2.607870E-04	5.19874
2.609790E-04	5.19881
2.611320E-04	5.19902
2.612450E-04	5.19928
2.613580E-04	5.19966
2.614710E-04	5.20018
2.615850E-04	5.20088
2.616180E-04	5.20115
2.616690E-04	5.20134
2.617540E-04	5.2018
2.618390E-04	5.20247
2.619240E-04	5.20337
2.619800E-04	5.20415
2.620480E-04	5.20532
2.620990E-04	5.20642
2.621500E-04	5.20774
2.622010E-04	5.20937
2.622350E-04	5.21065
2.622690E-04	5.21213
2.623030E-04	5.21385
2.623370E-04	5.21584
2.623710E-04	5.21816
2.624050E-04	5.22087
2.624300E-04	5.22321
2.624560E-04	5.22584
2.624810E-04	5.2288
2.625070E-04	5.23215
2.625340E-04	5.23629
2.625560E-04	5.23989
2.625770E-04	5.24388
2.625990E-04	5.24829
2.626200E-04	5.25317
2.626420E-04	5.25855
2.626630E-04	5.26449
2.626850E-04	5.27104
2.627060E-04	5.27824
2.627280E-04	5.28614
2.627490E-04	5.29481
2.627710E-04	5.3043
2.627920E-04	5.31466
2.628140E-04	5.32596
2.628350E-04	5.33824
2.628570E-04	5.35156
2.628800E-04	5.36715
2.629050E-04	5.38537
2.629300E-04	5.40518
2.629550E-04	5.42666
2.629790E-04	5.44982
2.630040E-04	5.47472
2.630290E-04	5.50136
2.630540E-04	5.52973
2.630850E-04	5.56686
2.631210E-04	5.61404
2.631570E-04	5.66439
2.632020E-04	5.73113
2.632660E-04	5.82968
2.633610E-04	5.98035
2.634190E-04	6.06882
2.634560E-04	6.11904
2.635010E-04	6.17539
2.635390E-04	6.21633
2.635730E-04	6.24624
2.636030E-04	6.26723
2.636310E-04	6.28208
2.636590E-04	6.29199
2.636930E-04	6.29717
2.637010E-04	6.29731
2.637340E-04	6.29334
2.637580E-04	6.2862
2.637950E-04	6.26784
2.638260E-04	6.2465
2.638580E-04	6.21776
2.638950E-04	6.17972
2.639350E-04	6.13004
2.639720E-04	6.08085
2.640300E-04	5.99358
2.641210E-04	5.85119
2.641770E-04	5.76123
2.642250E-04	5.68907
2.642590E-04	5.64011
2.642930E-04	5.59376
2.643270E-04	5.55029
2.643610E-04	5.50992
2.643830E-04	5.48478
2.644160E-04	5.45143
2.644440E-04	5.42406
2.644730E-04	5.39897
2.645020E-04	5.3761
2.645210E-04	5.36203
2.645410E-04	5.34889
2.645600E-04	5.33662
2.645790E-04	5.32519
2.645980E-04	5.31457
2.646170E-04	5.30472
2.646370E-04	5.2956
2.646560E-04	5.28716
2.646750E-04	5.27937
2.646940E-04	5.27219
2.647140E-04	5.26559
2.647340E-04	5.25904
2.647550E-04	5.25307
2.647760E-04	5.24763
2.648070E-04	5.24039
2.648380E-04	5.23411
2.648700E-04	5.22869
2.649010E-04	5.22402
2.649320E-04	5.21999
2.649630E-04	5.21652
2.649940E-04	5.21354
2.650250E-04	5.21099
2.650660E-04	5.20818
2.651070E-04	5.20594
2.651470E-04	5.20412
2.652070E-04	5.20207
2.652680E-04	5.20067
2.653280E-04	5.19983
2.653890E-04	5.19946
2.654490E-04	5.19953
2.655300E-04	5.20024
2.656100E-04	5.20166
2.656910E-04	5.20381
2.657500E-04	5.20589
2.658100E-04	5.20842
2.658690E-04	5.21144
2.659280E-04	5.21502
2.659870E-04	5.2192
2.660040E-04	5.22056
2.660460E-04	5.22272
2.661060E-04	5.22652
2.661650E-04	5.23123
2.662190E-04	5.23642
2.662720E-04	5.24264
2.663260E-04	5.25008
2.663670E-04	5.2566
2.664070E-04	5.26406
2.664470E-04	5.27263
2.664870E-04	5.28249
2.665280E-04	5.29388
2.665680E-04	5.30709
2.666040E-04	5.32083
2.666330E-04	5.33295
2.666610E-04	5.34651
2.666890E-04	5.36172
2.667170E-04	5.37882
2.667460E-04	5.39807
2.667740E-04	5.41981
2.668020E-04	5.44439
2.668300E-04	5.47221
2.668490E-04	5.49279
2.668680E-04	5.51516
2.668870E-04	5.5395
2.669110E-04	5.57395
2.669330E-04	5.60898
2.669550E-04	5.64765
2.669770E-04	5.69033
2.669990E-04	5.73739
2.670220E-04	5.78926
2.670440E-04	5.84638
2.670570E-04	5.88444
2.670660E-04	5.91038
2.670880E-04	5.98239
2.671100E-04	6.06107
2.671330E-04	6.14694
2.671510E-04	6.2229
2.671690E-04	6.30432
