E(MeV)	Cr-nat			
2.30693E-01	2.64706			
2.30840E-01	2.61883			
2.30919E-01	2.6075			
2.31161E-01	2.57278			
2.31324E-01	2.54942			
2.31487E-01	2.53043			
2.31895E-01	2.48297			
2.32384E-01	2.42603			
2.32954E-01	2.35962			
2.33101E-01	2.34254			
2.33557E-01	2.28016			
2.33818E-01	2.24452			
2.34079E-01	2.2019			
2.34256E-01	2.17294			
2.34303E-01	2.16529			
2.34731E-01	2.09518			
2.34861E-01	2.06935			
2.35122E-01	2.01769			
2.35187E-01	2.00281			
2.35297E-01	1.97775			
2.35342E-01	1.96756			
2.35428E-01	1.94804			
2.35644E-01	1.89883			
2.35839E-01	1.84607			
2.35905E-01	1.82848			
2.36035E-01	1.78891			
2.36218E-01	1.73352			
2.36283E-01	1.71374			
2.36342E-01	1.69324			
2.36459E-01	1.65226			
2.36576E-01	1.60816			
2.36664E-01	1.57509			
2.36752E-01	1.54203			
2.36840E-01	1.50616			
2.36928E-01	1.4703			
2.36987E-01	1.44862			
2.37046E-01	1.42695			
2.37104E-01	1.4053			
2.37134E-01	1.39448			
2.37163E-01	1.38659			
2.37207E-01	1.37477			
2.37222E-01	1.37084			
2.37251E-01	1.36672			
2.37281E-01	1.36261			
2.37295E-01	1.36205			
2.37300E-01	1.36186			
2.37339E-01	1.36462			
2.37346E-01	1.36508			
2.37388E-01	1.37483			
2.37391E-01	1.37559			
2.37430E-01	1.39069			
2.37437E-01	1.39445			
2.37470E-01	1.41329			
2.37512E-01	1.4452			
2.37545E-01	1.46973			
2.37579E-01	1.49546			
2.37603E-01	1.51382			
2.37607E-01	1.51652			
2.37639E-01	1.53564			
2.37642E-01	1.53757			
2.37668E-01	1.54695			
2.37672E-01	1.54812			
2.37698E-01	1.55139			
2.37737E-01	1.5454			
2.37742E-01	1.5432			
2.37756E-01	1.53657			
2.37769E-01	1.53104			
2.37806E-01	1.50431			
2.37851E-01	1.46212			
2.37874E-01	1.43721			
2.37904E-01	1.40429			
2.37926E-01	1.37819			
2.37978E-01	1.31709			
2.38022E-01	1.26557			
2.38066E-01	1.21406			
2.38087E-01	1.18927			
2.38110E-01	1.16647			
2.38154E-01	1.1225			
2.38198E-01	1.07857			
2.38219E-01	1.05742			
2.38239E-01	1.03865			
2.38292E-01	0.988709			
2.38293E-01	0.987284			
2.38323E-01	0.963353			
2.38348E-01	0.948162			
2.38393E-01	0.920592			
2.38398E-01	0.917532			
2.38438E-01	0.89697			
2.38458E-01	0.886704			
2.38483E-01	0.876532			
2.38503E-01	0.868411			
2.38528E-01	0.86099			
2.38538E-01	0.858031			
2.38573E-01	0.852274			
2.38578E-01	0.851456			
2.38598E-01	0.850734			
2.38618E-01	0.852593			
2.38628E-01	0.853531			
2.38659E-01	0.862261			
2.38679E-01	0.872394			
2.38689E-01	0.87747			
2.38711E-01	0.893644			
2.38720E-01	0.901702			
2.38732E-01	0.913228			
2.38753E-01	0.936745			
2.38761E-01	0.948021			
2.38774E-01	0.965388			
2.38794E-01	0.99968			
2.38801E-01	1.01318			
2.38815E-01	1.04022			
2.38835E-01	1.08458			
2.38839E-01	1.09601			
2.38851E-01	1.12868			
2.38874E-01	1.19568			
2.38876E-01	1.20402			
2.38908E-01	1.30838			
2.38912E-01	1.32217			
2.38925E-01	1.37275			
2.38944E-01	1.45015			
2.38957E-01	1.50855			
2.38963E-01	1.53776			
2.38982E-01	1.63644			
2.39000E-01	1.74695			
2.39002E-01	1.75516			
2.39019E-01	1.87008			
2.39036E-01	1.99182			
2.39047E-01	2.07392			
2.39053E-01	2.12224			
2.39076E-01	2.30708			
2.39092E-01	2.45148			
2.39093E-01	2.45704			
2.39109E-01	2.61942			
2.39128E-01	2.81574			
2.39147E-01	3.02635			
2.39160E-01	3.17262			
2.39166E-01	3.25089			
2.39185E-01	3.49106			
2.39190E-01	3.55397			
2.39209E-01	3.81652			
2.39232E-01	4.1668			
2.39240E-01	4.28134			
2.39256E-01	4.53844			
2.39274E-01	4.82806			
2.39292E-01	5.1402			
2.39307E-01	5.40299			
2.39330E-01	5.79709			
2.39362E-01	6.35748			
2.39394E-01	6.91772			
2.39427E-01	7.49532			
2.39432E-01	7.57845			
2.39450E-01	7.87858			
2.39466E-01	8.13961			
2.39475E-01	8.27479			
2.39500E-01	8.64503			
2.39513E-01	8.80969			
2.39525E-01	8.97431			
2.39550E-01	9.2663			
2.39575E-01	9.51991			
2.39595E-01	9.69213			
2.39600E-01	9.73517			
2.39629E-01	9.9314			
2.39630E-01	9.93992			
2.39640E-01	9.98461			
2.39661E-01	10.0739			
2.39691E-01	10.1528			
2.39701E-01	10.163			
2.39731E-01	10.1935			
2.39770E-01	10.1553			
2.39776E-01	10.1417			
2.39799E-01	10.0859			
2.39836E-01	9.95921			
2.39858E-01	9.88251			
2.39896E-01	9.70586			
2.39920E-01	9.59622			
2.39941E-01	9.48536			
2.39981E-01	9.27877			
2.39986E-01	9.25133			
2.40031E-01	9.00449			
2.40076E-01	8.75772			
2.40121E-01	8.51101			
2.40151E-01	8.34658			
2.40162E-01	8.29178			
2.40197E-01	8.12017			
2.40242E-01	7.89959			
2.40252E-01	7.85058			
2.40272E-01	7.764			
2.40317E-01	7.56922			
2.40342E-01	7.46103			
2.40362E-01	7.38093			
2.40392E-01	7.26081			
2.40402E-01	7.22078			
2.40422E-01	7.15161			
2.40467E-01	6.99604			
2.40492E-01	6.90964			
2.40495E-01	6.90267			
2.40532E-01	6.79826			
2.40564E-01	6.71129			
2.40576E-01	6.67651			
2.40582E-01	6.65913			
2.40596E-01	6.627			
2.40624E-01	6.56277			
2.40644E-01	6.51464			
2.40651E-01	6.4986			
2.40665E-01	6.47775			
2.40686E-01	6.44652			
2.40693E-01	6.43613			
2.40703E-01	6.42751			
2.40719E-01	6.41462			
2.40735E-01	6.40178			
2.40745E-01	6.39376			
2.40746E-01	6.39368			
2.40754E-01	6.39276			
2.40756E-01	6.39424			
2.40767E-01	6.40057			
2.40775E-01	6.40544			
2.40778E-01	6.41017			
2.40787E-01	6.42794			
2.40797E-01	6.44576			
2.40800E-01	6.45292			
2.40806E-01	6.47292			
2.40815E-01	6.50633			
2.40822E-01	6.52865			
2.40824E-01	6.53759			
2.40828E-01	6.5599			
2.40833E-01	6.59342			
2.40839E-01	6.62696			
2.40841E-01	6.63816			
2.40845E-01	6.67022			
2.40850E-01	6.71838			
2.40852E-01	6.73445			
2.40856E-01	6.77642			
2.40862E-01	6.83943			
2.40863E-01	6.85469			
2.40867E-01	6.91607			
2.40873E-01	6.99714			
2.40873E-01	7.00193			
2.40879E-01	7.09919			
2.40882E-01	7.16823			
2.40884E-01	7.19219			
2.40886E-01	7.24925			
2.40890E-01	7.33669			
2.40891E-01	7.373			
2.40893E-01	7.43633			
2.40897E-01	7.5447			
2.40899E-01	7.59706			
2.40901E-01	7.66592			
2.40904E-01	7.79319			
2.40905E-01	7.8346			
2.40908E-01	7.93201			
2.40911E-01	8.08			
2.40912E-01	8.12444			
2.40914E-01	8.25047			
2.40918E-01	8.41266			
2.40918E-01	8.44873			
2.40920E-01	8.57672			
2.40923E-01	8.73682			
2.40923E-01	8.74919			
2.40926E-01	8.94729			
2.40927E-01	9.0712			
2.40929E-01	9.18635			
2.40931E-01	9.40243			
2.40932E-01	9.4601			
2.40934E-01	9.6445			
2.40936E-01	9.89615			
2.40936E-01	9.91294			
2.40939E-01	10.1808			
2.40940E-01	10.2957			
2.40942E-01	10.5736			
2.40943E-01	10.7234			
2.40945E-01	10.9857			
2.40947E-01	11.2004			
2.40948E-01	11.4388			
2.40950E-01	11.7305			
2.40951E-01	11.9389			
2.40954E-01	12.5009			
2.40955E-01	12.5351			
2.40958E-01	13.16			
2.40959E-01	13.4446			
2.40961E-01	13.8654			
2.40964E-01	14.454			
2.40964E-01	14.6145			
2.40968E-01	15.5478			
2.40969E-01	15.6806			
2.40979E-01	18.3062			
2.40979E-01	18.3196			
2.40984E-01	19.3534			
2.40984E-01	19.4457			
2.40986E-01	19.8217			
2.40987E-01	20.1265			
2.40989E-01	20.4669			
2.40991E-01	20.7067			
2.40992E-01	20.8712			
2.40994E-01	21.176			
2.40994E-01	21.2077			
2.40997E-01	21.4442			
2.40997E-01	21.4913			
2.41000E-01	21.5977			
2.41000E-01	21.634			
2.41001E-01	21.6416			
2.41002E-01	21.6473			
2.41004E-01	21.6085			
2.41005E-01	21.5816			
2.41006E-01	21.5047			
2.41007E-01	21.4053			
2.41010E-01	21.0816			
2.41014E-01	20.6373			
2.41017E-01	20.0888			
2.41020E-01	19.4551			
2.41023E-01	18.6227			
2.41025E-01	18.2656			
2.41031E-01	16.7398			
2.41037E-01	15.2141			
2.41041E-01	14.1441			
2.41044E-01	13.4886			
2.41046E-01	13.1611			
2.41047E-01	12.8662			
2.41051E-01	12.2768			
2.41054E-01	11.7545			
2.41055E-01	11.4935			
2.41057E-01	11.2594			
2.41058E-01	11.0254			
2.41060E-01	10.7891			
2.41062E-01	10.553			
2.41062E-01	10.4465			
2.41065E-01	10.1272			
2.41067E-01	9.83974			
2.41068E-01	9.74399			
2.41070E-01	9.57554			
2.41073E-01	9.25574			
2.41076E-01	8.99431			
2.41078E-01	8.8637			
2.41079E-01	8.75008			
2.41082E-01	8.52302			
2.41086E-01	8.31506			
2.41087E-01	8.20571			
2.41089E-01	8.1088			
2.41091E-01	8.01197			
2.41092E-01	7.92787			
2.41096E-01	7.7598			
2.41097E-01	7.67583			
2.41099E-01	7.61221			
2.41102E-01	7.48506			
2.41103E-01	7.42153			
2.41106E-01	7.31259			
2.41110E-01	7.20374			
2.41113E-01	7.10005			
2.41116E-01	6.99645			
2.41118E-01	6.95357			
2.41123E-01	6.82509			
2.41126E-01	6.73951			
2.41128E-01	6.705			
2.41133E-01	6.60159			
2.41137E-01	6.53269			
2.41142E-01	6.43999			
2.41148E-01	6.34737			
2.41153E-01	6.2714			
2.41159E-01	6.1955			
2.41164E-01	6.13572			
2.41170E-01	6.07598			
2.41173E-01	6.03619			
2.41177E-01	6.00367			
2.41184E-01	5.93871			
2.41188E-01	5.90626			
2.41191E-01	5.88082			
2.41198E-01	5.82999			
2.41206E-01	5.77919			
2.41209E-01	5.75381			
2.41213E-01	5.73426			
2.41220E-01	5.69397			
2.41228E-01	5.65252			
2.41232E-01	5.63181			
2.41239E-01	5.59806			
2.41251E-01	5.54747			
2.41262E-01	5.49693			
2.41273E-01	5.45815			
2.41288E-01	5.40732			
2.41299E-01	5.36944			
2.41305E-01	5.35574			
2.41322E-01	5.31468			
2.41339E-01	5.27366			
2.41355E-01	5.23266			
2.41366E-01	5.20534			
2.41374E-01	5.19059			
2.41397E-01	5.14635			
2.41419E-01	5.10214			
2.41427E-01	5.08741			
2.41442E-01	5.0653			
2.41472E-01	5.02112			
2.41501E-01	4.97897			
2.41529E-01	4.93884			
2.41543E-01	4.91878			
2.41570E-01	4.88601			
2.41611E-01	4.83687			
2.41653E-01	4.78775			
2.41708E-01	4.7369			
2.41763E-01	4.68607			
2.41818E-01	4.63525			
2.41873E-01	4.58445			
2.41900E-01	4.56393			
2.41983E-01	4.50238			
2.42038E-01	4.46136			
2.42148E-01	4.39558			
2.42258E-01	4.32981			
2.42368E-01	4.27805			
2.42478E-01	4.22629			
2.42533E-01	4.20673			
2.42698E-01	4.14806			
2.42753E-01	4.1285			
2.42863E-01	4.10098			
2.43028E-01	4.0597			
2.43193E-01	4.0354			
2.43304E-01	4.01921			
2.43386E-01	4.01476			
2.43414E-01	4.01327			
2.43469E-01	4.01031			
2.43590E-01	4.01493			
2.43667E-01	4.01787			
2.43777E-01	4.03271			
2.43843E-01	4.04161			
2.43942E-01	4.06821			
2.44008E-01	4.08595			
2.44107E-01	4.12708			
2.44173E-01	4.15451			
2.44217E-01	4.18068			
2.44327E-01	4.24611			
2.44338E-01	4.25265			
2.44437E-01	4.33095			
2.44448E-01	4.33965			
2.44547E-01	4.43975			
2.44558E-01	4.45087			
2.44630E-01	4.54257			
2.44668E-01	4.59196			
2.44712E-01	4.66085			
2.44751E-01	4.72115			
2.44795E-01	4.8033			
2.44833E-01	4.8752			
2.44877E-01	4.97358			
2.44916E-01	5.05967			
2.44960E-01	5.17774			
2.44998E-01	5.28106			
2.45042E-01	5.41774			
2.45053E-01	5.45192			
2.45098E-01	5.60731			
2.45109E-01	5.64617			
2.45153E-01	5.82306			
2.45164E-01	5.86729			
2.45208E-01	6.0656			
2.45219E-01	6.11518			
2.45263E-01	6.33984			
2.45274E-01	6.39601			
2.45318E-01	6.6525			
2.45329E-01	6.71663			
2.45373E-01	7.0075			
2.45384E-01	7.08023			
2.45428E-01	7.4043			
2.45439E-01	7.48532			
2.45483E-01	7.84399			
2.45494E-01	7.93366			
2.45538E-01	8.33314			
2.45549E-01	8.43302			
2.45593E-01	8.87212			
2.45604E-01	8.9819			
2.45675E-01	9.74618			
2.45686E-01	9.86376			
2.45785E-01	10.9474			
2.45788E-01	10.9776			
2.45827E-01	11.363			
2.45840E-01	11.5006			
2.45868E-01	11.7384			
2.45882E-01	11.8573			
2.45909E-01	12.0486			
2.45923E-01	12.1443			
2.45950E-01	12.2832			
2.45958E-01	12.3221			
2.45988E-01	12.4103			
2.45999E-01	12.4408			
2.46011E-01	12.4492			
2.46033E-01	12.4643			
2.46052E-01	12.4366			
2.46070E-01	12.4109			
2.46094E-01	12.3276			
2.46107E-01	12.2786			
2.46135E-01	12.1269			
2.46146E-01	12.0663			
2.46176E-01	11.847			
2.46187E-01	11.7672			
2.46231E-01	11.3786			
2.46242E-01	11.2814			
2.46277E-01	10.9346			
2.46297E-01	10.7265			
2.46435E-01	9.27867			
2.46490E-01	8.74405			
2.46517E-01	8.47675			
2.46545E-01	8.23248			
2.46572E-01	7.98822			
2.46600E-01	7.76946			
2.46627E-01	7.55071			
2.46655E-01	7.35447			
2.46682E-01	7.15824			
2.46710E-01	6.98083			
2.46737E-01	6.80344			
2.46765E-01	6.64353			
2.46792E-01	6.48362			
2.46820E-01	6.34185			
2.46847E-01	6.20008			
2.46875E-01	6.07548			
2.46902E-01	5.95089			
2.46930E-01	5.84124			
2.46958E-01	5.73159			
2.46985E-01	5.63602			
2.47040E-01	5.4449			
2.47123E-01	5.2013			
2.47189E-01	5.03286			
2.47255E-01	4.88989			
2.47354E-01	4.70997			
2.47453E-01	4.56237			
2.47552E-01	4.44164			
2.47651E-01	4.34358			
2.47766E-01	4.25469			
2.47882E-01	4.20024			
2.47915E-01	4.191			
2.48003E-01	4.16636			
2.48014E-01	4.16529			
2.48113E-01	4.15568			
2.48135E-01	4.15354			
2.48212E-01	4.16086			
2.48267E-01	4.1661			
2.48311E-01	4.17929			
2.48399E-01	4.20567			
2.48410E-01	4.21218			
2.48483E-01	4.25538			
2.48504E-01	4.27238			
2.48578E-01	4.3329			
2.48595E-01	4.3525			
2.48655E-01	4.42309			
2.48676E-01	4.44662			
2.48716E-01	4.50633			
2.48766E-01	4.58096			
2.48776E-01	4.59944			
2.48837E-01	4.71028			
2.48857E-01	4.74724			
2.48897E-01	4.83618			
2.48917E-01	4.88066			
2.48957E-01	4.99067			
2.48977E-01	5.04568			
2.49002E-01	5.12714			
2.49038E-01	5.2412			
2.49048E-01	5.27927			
2.49093E-01	5.45063			
2.49098E-01	5.46967			
2.49138E-01	5.64536			
2.49143E-01	5.66733			
2.49184E-01	5.86715			
2.49189E-01	5.89213			
2.49229E-01	6.12062			
2.49234E-01	6.14919			
2.49279E-01	6.44267			
2.49289E-01	6.51717			
2.49319E-01	6.74068			
2.49324E-01	6.77794			
2.49350E-01	6.99496			
2.49370E-01	7.1686			
2.49380E-01	7.26759			
2.49400E-01	7.46559			
2.49410E-01	7.57585			
2.49430E-01	7.79641			
2.49437E-01	7.87844			
2.49460E-01	8.16557			
2.49464E-01	8.21171			
2.49504E-01	8.76549			
2.49531E-01	9.16551			
2.49532E-01	9.19304			
2.49557E-01	9.60589			
2.49562E-01	9.6978			
2.49584E-01	10.0961			
2.49593E-01	10.2669			
2.49613E-01	10.6769			
2.49623E-01	10.9056			
2.49643E-01	11.363			
2.49653E-01	11.6139			
2.49683E-01	12.3668			
2.49688E-01	12.4923			
2.49713E-01	13.1856			
2.49718E-01	13.3243			
2.49744E-01	14.0802			
2.49745E-01	14.1305			
2.49780E-01	15.2494			
2.49799E-01	15.8696			
2.49822E-01	16.6417			
2.49871E-01	18.2817			
2.49875E-01	18.3936			
2.49901E-01	19.2075			
2.49906E-01	19.3426			
2.49931E-01	20.0183			
2.49936E-01	20.1322			
2.49946E-01	20.36			
2.49959E-01	20.5816			
2.49971E-01	20.7913			
2.49982E-01	20.9177			
2.49989E-01	21.001			
2.50004E-01	21.0832			
2.50008E-01	21.1036			
2.50013E-01	21.1124			
2.50026E-01	21.0737			
2.50034E-01	21.0513			
2.50036E-01	21.0436			
2.50056E-01	20.8422			
2.50059E-01	20.817			
2.50079E-01	20.4873			
2.50081E-01	20.446			
2.50101E-01	20.0043			
2.50104E-01	19.949			
2.50124E-01	19.4094			
2.50127E-01	19.342			
2.50147E-01	18.6989			
2.50154E-01	18.4577			
2.50176E-01	17.6627			
2.50194E-01	16.99			
2.50241E-01	15.2269			
2.50268E-01	14.2195			
2.50282E-01	13.7456			
2.50308E-01	12.7979			
2.50322E-01	12.3608			
2.50335E-01	11.9237			
2.50349E-01	11.5205			
2.50362E-01	11.1174			
2.50379E-01	10.6508			
2.50389E-01	10.3708			
2.50409E-01	9.86145			
2.50416E-01	9.69166			
2.50439E-01	9.15075			
2.50441E-01	9.10789			
2.50465E-01	8.59697			
2.50469E-01	8.50771			
2.50489E-01	8.12206			
2.50497E-01	7.98101			
2.50513E-01	7.69035			
2.50524E-01	7.50914			
2.50540E-01	7.24042			
2.50551E-01	7.08174			
2.50571E-01	6.77635			
2.50578E-01	6.68758			
2.50587E-01	6.56516			
2.50608E-01	6.30298			
2.50618E-01	6.18109			
2.50639E-01	5.95392			
2.50650E-01	5.83432			
2.50669E-01	5.63653			
2.50681E-01	5.51915			
2.50700E-01	5.34722			
2.50712E-01	5.23261			
2.50731E-01	5.07841			
2.50743E-01	4.97562			
2.50762E-01	4.83878			
2.50775E-01	4.74756			
2.50806E-01	4.54131			
2.50809E-01	4.52259			
2.50837E-01	4.35419			
2.50840E-01	4.33755			
2.50872E-01	4.17119			
2.50884E-01	4.10465			
2.50903E-01	4.01803			
2.50931E-01	3.88811			
2.50950E-01	3.81408			
2.50978E-01	3.70304			
2.50997E-01	3.64059			
2.51025E-01	3.54694			
2.51044E-01	3.49481			
2.51059E-01	3.45139			
2.51072E-01	3.41665			
2.51089E-01	3.37454			
2.51119E-01	3.30184			
2.51131E-01	3.27726			
2.51164E-01	3.21276			
2.51173E-01	3.19911			
2.51201E-01	3.15816			
2.51220E-01	3.13087			
2.51230E-01	3.12076			
2.51262E-01	3.0854			
2.51272E-01	3.08043			
2.51300E-01	3.06555			
2.51312E-01	3.06369			
2.51328E-01	3.06645			
2.51350E-01	3.07035			
2.51356E-01	3.07461			
2.51384E-01	3.09383			
2.51387E-01	3.09597			
2.51412E-01	3.12939			
2.51432E-01	3.16802			
2.51442E-01	3.18736			
2.51462E-01	3.24178			
2.51472E-01	3.26901			
2.51481E-01	3.3058			
2.51498E-01	3.36598			
2.51504E-01	3.39529			
2.51515E-01	3.44955			
2.51527E-01	3.51514			
2.51538E-01	3.58077			
2.51550E-01	3.65897			
2.51557E-01	3.70655			
2.51571E-01	3.81899			
2.51578E-01	3.87523			
2.51592E-01	4.00793			
2.51606E-01	4.16225			
2.51620E-01	4.33958			
2.51627E-01	4.43884			
2.51634E-01	4.5381			
2.51649E-01	4.75717			
2.51663E-01	4.99817			
2.51670E-01	5.13024			
2.51675E-01	5.23297			
2.51684E-01	5.41071			
2.51688E-01	5.49149			
2.51698E-01	5.7276			
2.51700E-01	5.78208			
2.51712E-01	6.09316			
2.51713E-01	6.11388			
2.51725E-01	6.48858			
2.51726E-01	6.51434			
2.51738E-01	6.9007			
2.51740E-01	6.98421			
2.51750E-01	7.34594			
2.51761E-01	7.76477			
2.51763E-01	7.8246			
2.51777E-01	8.40957			
2.51781E-01	8.62942			
2.51791E-01	9.05847			
2.51800E-01	9.55808			
2.51805E-01	9.78404			
2.51819E-01	10.5807			
2.51819E-01	10.6135			
2.51833E-01	11.4343			
2.51854E-01	12.774			
2.51876E-01	14.3549			
2.51878E-01	14.4325			
2.51895E-01	15.6721			
2.51909E-01	16.661			
2.51910E-01	16.7007			
2.51923E-01	17.5752			
2.51926E-01	17.7769			
2.51937E-01	18.4089			
2.51939E-01	18.5593			
2.51951E-01	19.1286			
2.51955E-01	19.3355			
2.51966E-01	19.7976			
2.51970E-01	19.9656			
2.51971E-01	19.9983			
2.51981E-01	20.3091			
2.51984E-01	20.383			
2.51992E-01	20.571			
2.51997E-01	20.6397			
2.52002E-01	20.7097			
2.52009E-01	20.7478			
2.52012E-01	20.7675			
2.52025E-01	20.7267			
2.52026E-01	20.7144			
2.52037E-01	20.5793			
2.52044E-01	20.4336			
2.52050E-01	20.3086			
2.52059E-01	20.0718			
2.52066E-01	19.8645			
2.52074E-01	19.5664			
2.52081E-01	19.3055			
2.52100E-01	18.5101			
2.52109E-01	18.1446			
2.52117E-01	17.7898			
2.52134E-01	17.058			
2.52153E-01	16.2251			
2.52159E-01	15.9917			
2.52167E-01	15.6583			
2.52181E-01	15.1062			
2.52186E-01	14.8882			
2.52194E-01	14.5821			
2.52208E-01	14.0807			
2.52210E-01	13.9945			
2.52226E-01	13.4519			
2.52229E-01	13.3456			
2.52243E-01	12.946			
2.52255E-01	12.5846			
2.52260E-01	12.4501			
2.52274E-01	12.0802			
2.52292E-01	11.653			
2.52301E-01	11.4437			
2.52313E-01	11.1941			
2.52330E-01	10.8355			
2.52330E-01	10.8222			
2.52347E-01	10.4944			
2.52368E-01	10.0858			
2.52371E-01	10.027			
2.52401E-01	9.48643			
2.52409E-01	9.35077			
2.52418E-01	9.19916			
2.52435E-01	8.92562			
2.52442E-01	8.8142			
2.52453E-01	8.66819			
2.52470E-01	8.42215			
2.52476E-01	8.32741			
2.52487E-01	8.19436			
2.52506E-01	7.95882			
2.52510E-01	7.89927			
2.52524E-01	7.74561			
2.52543E-01	7.5393			
2.52547E-01	7.49778			
2.52562E-01	7.35336			
2.52581E-01	7.17286			
2.52585E-01	7.13678			
2.52600E-01	7.01058			
2.52623E-01	6.82133			
2.52625E-01	6.80279			
2.52650E-01	6.6175			
2.52660E-01	6.5434			
2.52676E-01	6.4444			
2.52696E-01	6.31241			
2.52699E-01	6.29073			
2.52734E-01	6.09566			
2.52744E-01	6.03787			
2.52759E-01	5.96289			
2.52784E-01	5.83793			
2.52799E-01	5.76297			
2.52822E-01	5.66473			
2.52851E-01	5.53648			
2.52860E-01	5.50578			
2.52900E-01	5.35332			
2.52917E-01	5.28852			
2.52941E-01	5.21344			
2.52974E-01	5.10647			
2.52996E-01	5.04631			
2.53025E-01	4.96929			
2.53062E-01	4.86664			
2.53081E-01	4.82301			
2.53129E-01	4.71393			
2.53157E-01	4.64849			
2.53207E-01	4.55156			
2.53227E-01	4.51302			
2.53271E-01	4.43864			
2.53298E-01	4.39385			
2.53335E-01	4.33788			
2.53410E-01	4.22595			
2.53420E-01	4.214			
2.53504E-01	4.10651			
2.53523E-01	4.08263			
2.53589E-01	4.01675			
2.53636E-01	3.96971			
2.53673E-01	3.93707			
2.53748E-01	3.87181			
2.53786E-01	3.8439			
2.53898E-01	3.76018			
2.53973E-01	3.71413			
2.54048E-01	3.66807			
2.54106E-01	3.64091			
2.54124E-01	3.63281			
2.54161E-01	3.61518			
2.54236E-01	3.59078			
2.54332E-01	3.55967			
2.54334E-01	3.55906			
2.54424E-01	3.54254			
2.54454E-01	3.53704			
2.54514E-01	3.53357			
2.54529E-01	3.5327			
2.54604E-01	3.53845			
2.54649E-01	3.5419			
2.54694E-01	3.55459			
2.54769E-01	3.57575			
2.54784E-01	3.58352			
2.54844E-01	3.61459			
2.54859E-01	3.62236			
2.54904E-01	3.65763			
2.54949E-01	3.69291			
2.54964E-01	3.70888			
2.55009E-01	3.75682			
2.55024E-01	3.777			
2.55069E-01	3.83757			
2.55084E-01	3.86289			
2.55129E-01	3.93888			
2.55174E-01	4.03166			
2.55219E-01	4.14516			
2.55264E-01	4.27952			
2.55309E-01	4.43706			
2.55354E-01	4.61938			
2.55354E-01	4.622			
2.55398E-01	4.83167			
2.55400E-01	4.83938			
2.55427E-01	4.99317			
2.55430E-01	5.00554			
2.55457E-01	5.17583			
2.55460E-01	5.19347			
2.55486E-01	5.38164			
2.55490E-01	5.40521			
2.55516E-01	5.612			
2.55520E-01	5.64256			
2.55545E-01	5.86843			
2.55550E-01	5.90712			
2.55576E-01	6.16215			
2.55580E-01	6.20215			
2.55607E-01	6.49773			
2.55610E-01	6.52942			
2.55638E-01	6.87063			
2.55640E-01	6.89167			
2.55669E-01	7.28099			
2.55670E-01	7.28867			
2.55700E-01	7.7179			
2.55715E-01	7.95026			
2.55742E-01	8.37846			
2.55822E-01	9.6927			
2.55839E-01	9.97257			
2.55849E-01	10.1422			
2.55872E-01	10.4942			
2.55885E-01	10.6762			
2.55901E-01	10.8877			
2.55912E-01	11.0367			
2.55929E-01	11.2238			
2.55940E-01	11.3485			
2.55957E-01	11.4892			
2.55968E-01	11.5829			
2.55985E-01	11.678			
2.55988E-01	11.6949			
2.56006E-01	11.7455			
2.56014E-01	11.7686			
2.56023E-01	11.7739			
2.56029E-01	11.7654			
2.56045E-01	11.7454			
2.56053E-01	11.7159			
2.56068E-01	11.6567			
2.56081E-01	11.5713			
2.56092E-01	11.4981			
2.56109E-01	11.3463			
2.56120E-01	11.2451			
2.56144E-01	10.9671			
2.56158E-01	10.8174			
2.56231E-01	9.85279			
2.56240E-01	9.72573			
2.56285E-01	9.11585			
2.56330E-01	8.53667			
2.56360E-01	8.18048			
2.56375E-01	8.0024			
2.56390E-01	7.83977			
2.56420E-01	7.51455			
2.56450E-01	7.22416			
2.56465E-01	7.07898			
2.56480E-01	6.95052			
2.56510E-01	6.69361			
2.56540E-01	6.46402			
2.56555E-01	6.34923			
2.56570E-01	6.24704			
2.56600E-01	6.04267			
2.56646E-01	5.77122			
2.56691E-01	5.5279			
2.56736E-01	5.31171			
2.56781E-01	5.12305			
2.56796E-01	5.06017			
2.56826E-01	4.95005			
2.56856E-01	4.83993			
2.56871E-01	4.79145			
2.56916E-01	4.64603			
2.56961E-01	4.51873			
2.56976E-01	4.47631			
2.57006E-01	4.40157			
2.57036E-01	4.32684			
2.57096E-01	4.19579			
2.57126E-01	4.13027			
2.57141E-01	4.10199			
2.57156E-01	4.07371			
2.57201E-01	3.98887			
2.57216E-01	3.9606			
2.57246E-01	3.91084			
2.57291E-01	3.83623			
2.57306E-01	3.81136			
2.57336E-01	3.76843			
2.57366E-01	3.72551			
2.57396E-01	3.68261			
2.57426E-01	3.64548			
2.57456E-01	3.60837			
2.57479E-01	3.58055			
2.57485E-01	3.57259			
2.57501E-01	3.55813			
2.57524E-01	3.53789			
2.57546E-01	3.51767			
2.57569E-01	3.49747			
2.57584E-01	3.48402			
2.57592E-01	3.4768			
2.57599E-01	3.47294			
2.57614E-01	3.4646			
2.57629E-01	3.45627			
2.57631E-01	3.45479			
2.57645E-01	3.45304			
2.57651E-01	3.4523			
2.57659E-01	3.45514			
2.57673E-01	3.46018			
2.57680E-01	3.46297			
2.57686E-01	3.46939			
2.57700E-01	3.48371			
2.57709E-01	3.49329			
2.57720E-01	3.51335			
2.57731E-01	3.53345			
2.57736E-01	3.54352			
2.57742E-01	3.55954			
2.57753E-01	3.59164			
2.57761E-01	3.62583			
2.57769E-01	3.66006			
2.57778E-01	3.70635			
2.57781E-01	3.7229			
