E(MeV)	Cr-nat			
2.29138E-02	4.53911			
2.29140E-02	4.49644			
2.29142E-02	4.45555			
2.29145E-02	4.42232			
2.29147E-02	4.39058			
2.29149E-02	4.36021			
2.29152E-02	4.33112			
2.29154E-02	4.30864			
2.29156E-02	4.28722			
2.29160E-02	4.25687			
2.29162E-02	4.23677			
2.29165E-02	4.21662			
2.29166E-02	4.21053			
2.29169E-02	4.19323			
2.29172E-02	4.17288			
2.29176E-02	4.15391			
2.29179E-02	4.13882			
2.29180E-02	4.13688			
2.29184E-02	4.12507			
2.29188E-02	4.11412			
2.29192E-02	4.10392			
2.29197E-02	4.09129			
2.29202E-02	4.0796			
2.29206E-02	4.06964			
2.29207E-02	4.06776			
2.29211E-02	4.0632			
2.29218E-02	4.05551			
2.29225E-02	4.04865			
2.29232E-02	4.04246			
2.29239E-02	4.03684			
2.29241E-02	4.03477			
2.29246E-02	4.03358			
2.29253E-02	4.03199			
2.29262E-02	4.03039			
2.29271E-02	4.02929			
2.29280E-02	4.0286			
2.29290E-02	4.02827			
2.29299E-02	4.02824			
2.29313E-02	4.02867			
2.29320E-02	4.02915			
2.29327E-02	4.03135			
2.29340E-02	4.03644			
2.29350E-02	4.04002			
2.29367E-02	4.04715			
2.29385E-02	4.05464			
2.29402E-02	4.06244			
2.29420E-02	4.07048			
2.29446E-02	4.08292			
2.29473E-02	4.09571			
2.29503E-02	4.11087			
2.29505E-02	4.1118			
2.29529E-02	4.12628			
2.29568E-02	4.14998			
2.29607E-02	4.17396			
2.29646E-02	4.19815			
2.29698E-02	4.23065			
2.29764E-02	4.27275			
2.29831E-02	4.31509			
2.29920E-02	4.3718			
2.30008E-02	4.42871			
2.30142E-02	4.51432			
2.30201E-02	4.55245			
2.30319E-02	4.61977			
2.30467E-02	4.70409			
2.30734E-02	4.82798			
2.30763E-02	4.83781			
2.30988E-02	4.91255			
2.31228E-02	4.95692			
2.31231E-02	4.95746			
2.31414E-02	4.96748			
2.31592E-02	4.95347			
2.31681E-02	4.94642			
2.31947E-02	4.88743			
2.32125E-02	4.82754			
2.32214E-02	4.79756			
2.32480E-02	4.68381			
2.33072E-02	4.38351			
2.33427E-02	4.19931			
2.33783E-02	4.01522			
2.33960E-02	3.9307			
2.34138E-02	3.84624			
2.34493E-02	3.69561			
2.34671E-02	3.62034			
2.35026E-02	3.49018			
2.35203E-02	3.42515			
2.35559E-02	3.31211			
2.35736E-02	3.26331			
2.36092E-02	3.1658			
2.36447E-02	3.08236			
2.36624E-02	3.04068			
2.37157E-02	2.93301			
2.37335E-02	2.9021			
2.37690E-02	2.84035			
2.38401E-02	2.73604			
2.39289E-02	2.62753			
2.39466E-02	2.60956			
2.39651E-02	2.59086			
2.39793E-02	2.57662			
2.39826E-02	2.57335			
2.39840E-02	2.57212			
2.39853E-02	2.57101			
2.39863E-02	2.57031			
2.39873E-02	2.56979			
2.39880E-02	2.56958			
2.39886E-02	2.56951			
2.39893E-02	2.56959			
2.39899E-02	2.56985			
2.39906E-02	2.57031			
2.39912E-02	2.57099			
2.39919E-02	2.57189			
2.39925E-02	2.57302			
2.39931E-02	2.57425			
2.39940E-02	2.57637			
2.39961E-02	2.58172			
2.39969E-02	2.5836			
2.39973E-02	2.58444			
2.39980E-02	2.58543			
2.39986E-02	2.58603			
2.39992E-02	2.5862			
2.39998E-02	2.58598			
2.40000E-02	2.58578			
2.40006E-02	2.58501			
2.40011E-02	2.58387			
2.40017E-02	2.58237			
2.40023E-02	2.58055			
2.40029E-02	2.5782			
2.40038E-02	2.57442			
2.40060E-02	2.56405			
2.40068E-02	2.56062			
2.40074E-02	2.55822			
2.40080E-02	2.55598			
2.40086E-02	2.55392			
2.40091E-02	2.55229			
2.40097E-02	2.55046			
2.40103E-02	2.54883			
2.40110E-02	2.54738			
2.40116E-02	2.54609			
2.40122E-02	2.54494			
2.40131E-02	2.54341			
2.40142E-02	2.54197			
2.40153E-02	2.5405			
2.40169E-02	2.53872			
2.40200E-02	2.53542			
2.40282E-02	2.52712			
2.40313E-02	2.52448			
2.41244E-02	2.44639			
2.41433E-02	2.43056			
2.42756E-02	2.33696			
2.43753E-02	2.27681			
2.44478E-02	2.23316			
2.46410E-02	2.13192			
2.47074E-02	2.09717			
2.47341E-02	2.08432			
2.47600E-02	2.072			
2.47708E-02	2.06698			
2.47764E-02	2.06452			
2.47794E-02	2.06335			
2.47809E-02	2.06289			
2.47819E-02	2.06269			
2.47827E-02	2.06264			
2.47833E-02	2.06269			
2.47839E-02	2.06284			
2.47845E-02	2.06314			
2.47848E-02	2.06338			
2.47851E-02	2.06396			
2.47856E-02	2.06499			
2.47860E-02	2.06617			
2.47864E-02	2.06755			
2.47869E-02	2.06915			
2.47873E-02	2.07084			
2.47876E-02	2.07241			
2.47880E-02	2.07417			
2.47883E-02	2.07612			
2.47887E-02	2.0783			
2.47890E-02	2.08071			
2.47893E-02	2.08436			
2.47897E-02	2.08829			
2.47900E-02	2.0925			
2.47904E-02	2.09702			
2.47907E-02	2.10184			
2.47911E-02	2.10738			
2.47914E-02	2.1135			
2.47918E-02	2.12003			
2.47922E-02	2.12695			
2.47926E-02	2.13424			
2.47930E-02	2.14349			
2.47930E-02	2.14427			
2.47935E-02	2.15532			
2.47942E-02	2.17261			
2.47957E-02	2.20945			
2.47964E-02	2.22721			
2.47970E-02	2.24083			
2.47976E-02	2.25317			
2.47981E-02	2.26255			
2.47985E-02	2.26839			
2.47986E-02	2.26913			
2.47990E-02	2.27339			
2.47995E-02	2.27622			
2.47999E-02	2.27733			
2.48000E-02	2.27721			
2.48004E-02	2.27514			
2.48009E-02	2.2715			
2.48014E-02	2.26663			
2.48018E-02	2.26142			
2.48023E-02	2.25397			
2.48028E-02	2.24437			
2.48034E-02	2.23045			
2.48041E-02	2.21293			
2.48061E-02	2.16183			
2.48067E-02	2.1451			
2.48073E-02	2.13237			
2.48077E-02	2.12328			
2.48081E-02	2.1143			
2.48085E-02	2.10522			
2.48088E-02	2.09949			
2.48091E-02	2.094			
2.48094E-02	2.08967			
2.48097E-02	2.08558			
2.48100E-02	2.08174			
2.48103E-02	2.07813			
2.48107E-02	2.07385			
2.48111E-02	2.06991			
2.48114E-02	2.06629			
2.48118E-02	2.06297			
2.48120E-02	2.06177			
2.48122E-02	2.06046			
2.48126E-02	2.05854			
2.48129E-02	2.05683			
2.48133E-02	2.05533			
2.48137E-02	2.05399			
2.48141E-02	2.0528			
2.48145E-02	2.05163			
2.48150E-02	2.05039			
2.48155E-02	2.04932			
2.48160E-02	2.04838			
2.48167E-02	2.0473			
2.48174E-02	2.04635			
2.48184E-02	2.0451			
2.48198E-02	2.04364			
2.48219E-02	2.04165			
2.48235E-02	2.0402			
2.48253E-02	2.0392			
2.48309E-02	2.03639			
2.48397E-02	2.03205			
2.48574E-02	2.02355			
2.49192E-02	1.99406			
2.49369E-02	1.98565			
2.51489E-02	1.88486			
2.53139E-02	1.80658			
2.53374E-02	1.79543			
2.54265E-02	1.76035			
2.54269E-02	1.76024			
2.54642E-02	1.75098			
2.55023E-02	1.74753			
2.55071E-02	1.74711			
2.55447E-02	1.75074			
2.55589E-02	1.75596			
2.55824E-02	1.76473			
2.56107E-02	1.78598			
2.56154E-02	1.79198			
2.56390E-02	1.82203			
2.56531E-02	1.84741			
2.56578E-02	1.85589			
2.56767E-02	1.9002			
2.56814E-02	1.91463			
2.56955E-02	1.95797			
2.57097E-02	2.01245			
2.57238E-02	2.07888			
2.57380E-02	2.1598			
2.57521E-02	2.25854			
2.57568E-02	2.29734			
2.57615E-02	2.33617			
2.57709E-02	2.4247			
2.57756E-02	2.47474			
2.57804E-02	2.52481			
2.57898E-02	2.63846			
2.57945E-02	2.7034			
2.57992E-02	2.76838			
2.58086E-02	2.9168			
2.58133E-02	3.00139			
2.58181E-02	3.08602			
2.58275E-02	3.27803			
2.58322E-02	3.38556			
2.58369E-02	3.49314			
2.58463E-02	3.73414			
2.58510E-02	3.86914			
2.58558E-02	4.00418			
2.58605E-02	4.15401			
2.58652E-02	4.30388			
2.58746E-02	4.63116			
2.58840E-02	4.9837			
2.58958E-02	5.45417			
2.59059E-02	5.86896			
2.59170E-02	6.32945			
2.59194E-02	6.42665			
2.59288E-02	6.78328			
2.59311E-02	6.87238			
2.59398E-02	7.15626			
2.59406E-02	7.17897			
2.59484E-02	7.39291			
2.59521E-02	7.47537			
2.59551E-02	7.53972			
2.59617E-02	7.64815			
2.59618E-02	7.65009			
2.59688E-02	7.72506			
2.59712E-02	7.73607			
2.59759E-02	7.75798			
2.59783E-02	7.7599			
2.59830E-02	7.74361			
2.59871E-02	7.72929			
2.59948E-02	7.65613			
2.59959E-02	7.64486			
2.60060E-02	7.49385			
2.60142E-02	7.32656			
2.60183E-02	7.2429			
2.60348E-02	6.84807			
2.60395E-02	6.72879			
2.60584E-02	6.2518			
2.60631E-02	6.1326			
2.60772E-02	5.79692			
2.60819E-02	5.68508			
2.60961E-02	5.37729			
2.61102E-02	5.09544			
2.61149E-02	5.01085			
2.61244E-02	4.84174			
2.61338E-02	4.69068			
2.61385E-02	4.61518			
2.61479E-02	4.47697			
2.61526E-02	4.41461			
2.61668E-02	4.22762			
2.61804E-02	4.06992			
2.61856E-02	4.01018			
2.62045E-02	3.82032			
2.62073E-02	3.79572			
2.62233E-02	3.65721			
2.62370E-02	3.55466			
2.62442E-02	3.50013			
2.62652E-02	3.36407			
2.62713E-02	3.32977			
2.62880E-02	3.23503			
2.63109E-02	3.12294			
2.63185E-02	3.09049			
2.63337E-02	3.02563			
2.63642E-02	2.91609			
2.63680E-02	2.9024			
2.64023E-02	2.80193			
2.64327E-02	2.72934			
2.64365E-02	2.72027			
2.64480E-02	2.69841			
2.64708E-02	2.6547			
2.65051E-02	2.6033			
2.65165E-02	2.59072			
2.65394E-02	2.56561			
2.65736E-02	2.54021			
2.66079E-02	2.52657			
2.66307E-02	2.52441			
2.66630E-02	2.53051			
2.66738E-02	2.53735			
2.66980E-02	2.55275			
2.67331E-02	2.59079			
2.67450E-02	2.60904			
2.67659E-02	2.64113			
2.68016E-02	2.71967			
2.68135E-02	2.75227			
2.68341E-02	2.80855			
2.68546E-02	2.87428			
2.68798E-02	2.97101			
2.68821E-02	2.98163			
2.69163E-02	3.13938			
2.69506E-02	3.32086			
2.69735E-02	3.45494			
2.70077E-02	3.68355			
2.70420E-02	3.93303			
2.70610E-02	4.07992			
2.71181E-02	4.52038			
2.71372E-02	4.66715			
2.71562E-02	4.80466			
2.71943E-02	5.04635			
2.72229E-02	5.19859			
2.72476E-02	5.30468			
2.72762E-02	5.39245			
2.72857E-02	5.40923			
2.73047E-02	5.44272			
2.73314E-02	5.45615			
2.73428E-02	5.44856			
2.73599E-02	5.43714			
2.73885E-02	5.38783			
2.74190E-02	5.30548			
2.74532E-02	5.213			
2.74609E-02	5.18718			
2.74837E-02	5.1098			
2.75027E-02	5.04544			
2.75104E-02	5.01976			
2.75170E-02	4.99624			
2.75289E-02	4.95442			
2.75361E-02	4.92945			
2.75432E-02	4.90464			
2.75486E-02	4.8862			
2.75522E-02	4.87363			
2.75561E-02	4.86079			
2.75589E-02	4.85131			
2.75618E-02	4.84199			
2.75637E-02	4.8359			
2.75662E-02	4.82811			
2.75680E-02	4.82272			
2.75697E-02	4.81753			
2.75709E-02	4.81422			
2.75721E-02	4.81105			
2.75722E-02	4.81075			
2.75733E-02	4.80988			
2.75745E-02	4.80915			
2.75754E-02	4.80879			
2.75762E-02	4.80868			
2.75769E-02	4.80877			
2.75776E-02	4.80909			
2.75781E-02	4.80954			
2.75787E-02	4.8102			
2.75792E-02	4.81114			
2.75794E-02	4.81157			
2.75797E-02	4.81404			
2.75801E-02	4.81675			
2.75804E-02	4.81969			
2.75808E-02	4.82289			
2.75811E-02	4.82579			
2.75814E-02	4.82894			
2.75817E-02	4.83236			
2.75818E-02	4.83311			
2.75820E-02	4.8385			
2.75823E-02	4.8456			
2.75826E-02	4.85311			
2.75829E-02	4.86109			
2.75832E-02	4.86959			
2.75835E-02	4.87869			
2.75838E-02	4.88846			
2.75840E-02	4.89627			
2.75841E-02	4.90123			
2.75842E-02	4.90612			
2.75844E-02	4.91881			
2.75847E-02	4.93205			
2.75849E-02	4.94589			
2.75851E-02	4.96036			
2.75853E-02	4.97551			
2.75855E-02	4.98505			
2.75856E-02	4.99343			
2.75858E-02	5.01371			
2.75860E-02	5.03473			
2.75862E-02	5.05655			
2.75864E-02	5.0792			
2.75866E-02	5.10276			
2.75868E-02	5.12726			
2.75870E-02	5.15927			
2.75872E-02	5.19234			
2.75874E-02	5.22655			
2.75876E-02	5.26192			
2.75879E-02	5.29853			
2.75880E-02	5.32558			
2.75881E-02	5.33842			
2.75883E-02	5.38469			
2.75885E-02	5.43234			
2.75888E-02	5.50654			
2.75889E-02	5.53236			
2.75891E-02	5.57758			
2.75893E-02	5.64765			
2.75896E-02	5.74448			
2.75898E-02	5.79813			
2.75899E-02	5.82238			
2.75902E-02	5.93879			
2.75905E-02	6.05937			
2.75907E-02	6.1431			
2.75908E-02	6.18857			
2.75911E-02	6.33092			
2.75915E-02	6.47742			
2.75917E-02	6.56911			
2.75918E-02	6.64631			
2.75923E-02	6.88887			
2.75926E-02	7.06672			
2.75927E-02	7.14381			
2.75933E-02	7.48667			
2.75939E-02	7.83294			
2.75941E-02	7.97755			
2.75954E-02	8.81201			
2.75959E-02	9.08429			
2.75961E-02	9.2462			
2.75967E-02	9.58321			
2.75967E-02	9.59277			
2.75972E-02	9.82366			
2.75974E-02	9.92445			
2.75976E-02	10.0154			
2.75980E-02	10.1712			
2.75981E-02	10.1908			
2.75985E-02	10.3128			
2.75987E-02	10.3854			
2.75990E-02	10.4374			
2.75994E-02	10.5069			
2.75994E-02	10.5105			
2.75998E-02	10.5381			
2.76000E-02	10.5436			
2.76000E-02	10.5436			
2.76004E-02	10.5188			
2.76007E-02	10.4977			
2.76008E-02	10.4729			
2.76013E-02	10.3707			
2.76014E-02	10.346			
2.76018E-02	10.2195			
2.76022E-02	10.095			
2.76023E-02	10.0326			
2.76027E-02	9.8535			
2.76030E-02	9.74317			
2.76032E-02	9.62278			
2.76037E-02	9.31379			
2.76038E-02	9.25716			
2.76044E-02	8.90767			
2.76055E-02	8.2371			
2.76064E-02	7.64124			
2.76067E-02	7.457			
2.76070E-02	7.28034			
2.76075E-02	6.98176			
2.76077E-02	6.88143			
2.76080E-02	6.72417			
2.76084E-02	6.54112			
2.76086E-02	6.39815			
2.76087E-02	6.36571			
2.76091E-02	6.20655			
2.76093E-02	6.10337			
2.76095E-02	6.00779			
2.76096E-02	5.97678			
2.76099E-02	5.86277			
2.76102E-02	5.75252			
2.76104E-02	5.6927			
2.76105E-02	5.65082			
2.76108E-02	5.55883			
2.76111E-02	5.47036			
2.76112E-02	5.44421			
2.76114E-02	5.41051			
2.76116E-02	5.35544			
2.76119E-02	5.29036			
2.76121E-02	5.24733			
2.76121E-02	5.23494			
2.76124E-02	5.18676			
2.76126E-02	5.14044			
2.76129E-02	5.09585			
2.76129E-02	5.09462			
2.76132E-02	5.05904			
2.76134E-02	5.02394			
2.76137E-02	4.99029			
2.76139E-02	4.95931			
2.76139E-02	4.95819			
2.76142E-02	4.93277			
2.76144E-02	4.90849			
2.76147E-02	4.88526			
2.76150E-02	4.863			
2.76151E-02	4.85145			
2.76152E-02	4.84395			
2.76155E-02	4.82843			
2.76157E-02	4.81365			
2.76159E-02	4.80187			
2.76162E-02	4.78833			
2.76164E-02	4.77535			
2.76167E-02	4.76289			
2.76169E-02	4.7557			
2.76170E-02	4.75241			
2.76172E-02	4.74461			
2.76175E-02	4.73719			
2.76177E-02	4.7301			
2.76181E-02	4.72112			
2.76184E-02	4.7126			
2.76187E-02	4.70448			
2.76191E-02	4.6967			
2.76194E-02	4.68997			
2.76194E-02	4.68949			
2.76198E-02	4.68491			
2.76203E-02	4.67845			
2.76208E-02	4.67238			
2.76213E-02	4.66663			
2.76220E-02	4.65952			
2.76226E-02	4.65274			
2.76231E-02	4.64837			
2.76235E-02	4.64445			
2.76239E-02	4.64151			
2.76248E-02	4.63634			
2.76257E-02	4.63139			
2.76270E-02	4.62425			
2.76284E-02	4.61738			
2.76297E-02	4.61055			
2.76311E-02	4.60389			
2.76331E-02	4.59415			
2.76352E-02	4.58463			
2.76365E-02	4.57838			
2.76393E-02	4.56606			
2.76417E-02	4.55513			
2.76436E-02	4.54674			
2.76454E-02	4.54038			
2.76491E-02	4.52736			
2.76540E-02	4.5102			
2.76589E-02	4.49319			
2.76654E-02	4.47067			
2.76719E-02	4.44828			
2.76806E-02	4.41854			
2.76839E-02	4.40743			
2.76937E-02	4.37873			
2.77100E-02	4.33107			
2.77373E-02	4.25182			
2.77460E-02	4.22651			
2.77699E-02	4.16748			
2.78103E-02	4.06811			
2.78244E-02	4.03998			
2.78766E-02	3.9355			
2.78897E-02	3.91507			
2.79202E-02	3.86744			
2.79550E-02	3.82705			
2.79638E-02	3.81696			
2.80073E-02	3.78561			
2.80160E-02	3.78367			
2.80509E-02	3.77597			
2.81031E-02	3.79411			
2.81053E-02	3.79487			
2.81380E-02	3.82832			
2.81685E-02	3.88074			
2.81707E-02	3.88449			
2.82033E-02	3.968			
2.82338E-02	4.06655			
2.82360E-02	4.0736			
2.82578E-02	4.16558			
2.82774E-02	4.26731			
2.82795E-02	4.27862			
2.83013E-02	4.41541			
2.83209E-02	4.56285			
2.83340E-02	4.66117			
2.83558E-02	4.85334			
2.83645E-02	4.94163			
2.83776E-02	5.07411			
2.83993E-02	5.31648			
2.84385E-02	5.79589			
2.84668E-02	6.14376			
2.84777E-02	6.27753			
2.84962E-02	6.47698			
2.84973E-02	6.48871			
2.85169E-02	6.65546			
2.85278E-02	6.71962			
2.85335E-02	6.75295			
2.85431E-02	6.78585			
2.85470E-02	6.79929			
2.85605E-02	6.81512			
2.85692E-02	6.8031			
2.85779E-02	6.79103			
2.85953E-02	6.7209			
2.85975E-02	6.70694			
2.86149E-02	6.59525			
2.86280E-02	6.48357			
2.86345E-02	6.42771			
2.86672E-02	6.06874			
2.87042E-02	5.63369			
2.87325E-02	5.30107			
2.87478E-02	5.13334			
2.87543E-02	5.06147			
2.87870E-02	4.73932			
2.87913E-02	4.70069			
2.88197E-02	4.44972			
2.88349E-02	4.32962			
2.88523E-02	4.1924			
2.88741E-02	4.04745			
2.88785E-02	4.02177			
2.89068E-02	3.85489			
2.89394E-02	3.68634			
2.89438E-02	3.66671			
2.89656E-02	3.56865			
2.89721E-02	3.53924			
2.90048E-02	3.41181			
2.90309E-02	3.32814			
2.90374E-02	3.30724			
2.90701E-02	3.22127			
2.90745E-02	3.21212			
2.91037E-02	3.15082			
2.91164E-02	3.1313			
2.91365E-02	3.10041			
2.91582E-02	3.08009			
2.91672E-02	3.07166			
2.91943E-02	3.06322			
2.92016E-02	3.0654			
2.92160E-02	3.06982			
2.92341E-02	3.08726			
2.92377E-02	3.09076			
2.92594E-02	3.1287			
2.92666E-02	3.14781			
2.92810E-02	3.18609			
2.92973E-02	3.24429			
2.92991E-02	3.2527			
2.93135E-02	3.32003			
2.93298E-02	3.41405			
2.93316E-02	3.42669			
2.93460E-02	3.52786			
2.93533E-02	3.58843			
2.93623E-02	3.66421			
2.93749E-02	3.79013			
2.93786E-02	3.82613			
2.93894E-02	3.95131			
2.93966E-02	4.04829			
2.94056E-02	4.16957			
2.94183E-02	4.36539			
2.94219E-02	4.42137			
2.94382E-02	4.7077			
2.94544E-02	5.03094			
2.94693E-02	5.35711			
2.94878E-02	5.79392			
2.94941E-02	5.94301			
2.95122E-02	6.37918			
2.95212E-02	6.59716			
2.95303E-02	6.80207			
2.95384E-02	6.98638			
2.95438E-02	7.09453			
2.95546E-02	7.31069			
2.95556E-02	7.32558			
2.95628E-02	7.44464			
2.95662E-02	7.50114			
2.95769E-02	7.6428			
2.95791E-02	7.6648			
2.95879E-02	7.75176			
2.95923E-02	7.78068			
2.95989E-02	7.82338			
2.96070E-02	7.85005			
2.96097E-02	7.85886			
2.96170E-02	7.86297			
2.96233E-02	7.8474			
2.96314E-02	7.82728			
2.96459E-02	7.74028			
2.96477E-02	7.72384			
2.96657E-02	7.55942			
2.96856E-02	7.33085			
2.97181E-02	6.90362			
2.97398E-02	6.61894			
2.97506E-02	6.47666			
2.97614E-02	6.34173			
2.97831E-02	6.07201			
2.98048E-02	5.83284			
2.98156E-02	5.71333			
2.98373E-02	5.50503			
2.98481E-02	5.40095			
2.98671E-02	5.24082			
2.98806E-02	5.12727			
2.98969E-02	5.00762			
2.99131E-02	4.88855			
2.99384E-02	4.72861			
2.99457E-02	4.68294			
2.99818E-02	4.48712			
2.99890E-02	4.44797			
3.00251E-02	4.28256			
3.00323E-02	4.2495			
3.00757E-02	4.08193			
3.00901E-02	4.03424			
3.01190E-02	3.93892			
3.01768E-02	3.77876			
3.01841E-02	3.75875			
3.02491E-02	3.60998			
3.02635E-02	3.58246			
3.03177E-02	3.4793			
3.03791E-02	3.38056			
3.03863E-02	3.36895			
3.04730E-02	3.25172			
3.05453E-02	3.17096			
3.05814E-02	3.13062			
3.06898E-02	3.03016			
3.07981E-02	2.94687			
3.08342E-02	2.91912			
3.09787E-02	2.82691			
3.10871E-02	2.76891			
3.11593E-02	2.73028			
3.11954E-02	2.71417			
3.13038E-02	2.66591			
3.13670E-02	2.63786			
3.13693E-02	2.63708			
3.13998E-02	2.62665			
3.14201E-02	2.61978			
3.14358E-02	2.61458			
3.14441E-02	2.61191			
3.14512E-02	2.60975			
3.14525E-02	2.60966			
3.14576E-02	2.60943			
3.14608E-02	2.60936			
3.14626E-02	2.61051			
3.14660E-02	2.61277			
3.14685E-02	2.61452			
3.14710E-02	2.6164			
3.14728E-02	2.61792			
3.14747E-02	2.6196			
3.14757E-02	2.62058			
3.14759E-02	2.62156			
3.14772E-02	2.62664			
3.14782E-02	2.6306			
3.14792E-02	2.63473			
3.14799E-02	2.63762			
3.14802E-02	2.63939			
3.14805E-02	2.64195			
3.14812E-02	2.64829			
3.14816E-02	2.65323			
3.14821E-02	2.65831			
3.14826E-02	2.66273			
3.14826E-02	2.66409			
3.14831E-02	2.67307			
3.14836E-02	2.68226			
3.14841E-02	2.69168			
3.14846E-02	2.70089			
3.14846E-02	2.70163			
3.14851E-02	2.71689			
3.14855E-02	2.73051			
3.14860E-02	2.74441			
3.14863E-02	2.75578			
3.14864E-02	2.75969			
3.14868E-02	2.77954			
3.14873E-02	2.79975			
3.14876E-02	2.81623			
3.14877E-02	2.82148			
3.14881E-02	2.84816			
3.14886E-02	2.87525			
3.14889E-02	2.89726			
3.14890E-02	2.90065			
3.14894E-02	2.93146			
3.14897E-02	2.96264			
3.14901E-02	2.99418			
3.14902E-02	3.00129			
3.14907E-02	3.04947			
3.14913E-02	3.10679			
3.14916E-02	3.13169			
3.14919E-02	3.16595			
3.14927E-02	3.25987			
3.14934E-02	3.34572			
3.14940E-02	3.41938			
3.14951E-02	3.54207			
3.14958E-02	3.6231			
3.14958E-02	3.63109			
3.14964E-02	3.68574			
3.14971E-02	3.75264			
3.14972E-02	3.75917			
3.14976E-02	3.79189			
3.14981E-02	3.82845			
3.14982E-02	3.83316			
3.14986E-02	3.8531			
3.14991E-02	3.8726			
3.14991E-02	3.87326			
3.14996E-02	3.88107			
3.15000E-02	3.88626			
3.15000E-02	3.88634			
3.15005E-02	3.879			
3.15009E-02	3.87188			
3.15011E-02	3.86835			
3.15014E-02	3.85248			
3.15019E-02	3.83032			
3.15019E-02	3.82652			
3.15024E-02	3.79654			
3.15029E-02	3.75376			
3.15030E-02	3.74897			
3.15037E-02	3.68093			
3.15043E-02	3.6184			
3.15044E-02	3.61034			
3.15054E-02	3.48769			
3.15073E-02	3.26553			
3.15078E-02	3.20841			
3.15080E-02	3.18568			
3.15087E-02	3.1107			
3.15089E-02	3.08478			
3.15093E-02	3.04591			
3.15097E-02	3.0051			
3.15100E-02	2.97684			
3.15102E-02	2.96651			
3.15106E-02	2.93255			
3.15110E-02	2.89904			
3.15113E-02	2.8759			
3.15115E-02	2.86785			
3.15119E-02	2.84147			
3.15123E-02	2.81551			
3.15126E-02	2.79763			
3.15128E-02	2.79164			
3.15132E-02	2.77208			
3.15136E-02	2.75287			
3.15140E-02	2.73777			
3.15141E-02	2.73494			
3.15145E-02	2.72112			
3.15149E-02	2.70758			
3.15154E-02	2.69429			
3.15154E-02	2.69298			
3.15158E-02	2.68558			
3.15163E-02	2.67444			
3.15169E-02	2.66359			
3.15173E-02	2.65508			
3.15174E-02	2.65383			
3.15180E-02	2.64771			
3.15185E-02	2.64177			
3.15191E-02	2.63599			
3.15196E-02	2.63034			
3.15199E-02	2.62752			
3.15204E-02	2.62533			
3.15211E-02	2.62195			
3.15220E-02	2.61812			
3.15230E-02	2.61388			
3.15240E-02	2.60978			
3.15242E-02	2.60865			
3.15254E-02	2.60714			
3.15269E-02	2.60542			
3.15284E-02	2.60382			
3.15303E-02	2.60193			
3.15329E-02	2.59945			
3.15355E-02	2.60074			
3.15364E-02	2.60119			
3.15396E-02	2.60299			
3.15428E-02	2.60493			
3.15459E-02	2.60685			
3.15461E-02	2.60729			
3.15493E-02	2.61411			
3.15526E-02	2.62108			
3.15550E-02	2.62647			
3.15564E-02	2.62961			
3.15578E-02	2.63539			
3.15598E-02	2.64432			
3.15619E-02	2.65341			
3.15626E-02	2.65688			
3.15639E-02	2.66641			
3.15657E-02	2.68016			
3.15675E-02	2.69326			
3.15676E-02	2.69473			
3.15686E-02	2.70643			
3.15697E-02	2.72061			
3.15709E-02	2.73496			
3.15714E-02	2.74167			
3.15720E-02	2.7533			
3.15732E-02	2.77512			
3.15739E-02	2.78879			
3.15741E-02	2.79423			
3.15747E-02	2.81255			
3.15754E-02	2.83105			
3.15757E-02	2.83854			
3.15761E-02	2.85337			
3.15767E-02	2.87837			
3.15769E-02	2.88344			
3.15774E-02	2.90997			
3.15779E-02	2.93512			
3.15781E-02	2.94699			
3.15784E-02	2.96489			
3.15789E-02	2.9988			
3.15792E-02	3.01481			
3.15794E-02	3.03629			
3.15799E-02	3.07793			
3.15802E-02	3.1058			
3.15803E-02	3.12389			
3.15806E-02	3.15983			
3.15808E-02	3.18427			
3.15809E-02	3.19866			
3.15812E-02	3.24321			
3.15815E-02	3.28172			
3.15815E-02	3.28957			
3.15818E-02	3.34505			
3.15822E-02	3.40099			
3.15822E-02	3.40325			
3.15825E-02	3.46799			
3.15827E-02	3.51404			
3.15828E-02	3.53927			
3.15831E-02	3.61808			
3.15831E-02	3.61878			
3.15834E-02	3.70906			
3.15836E-02	3.76235			
3.15837E-02	3.80698			
3.15840E-02	3.91413			
3.15840E-02	3.93052			
3.15843E-02	4.01284			
3.15845E-02	4.11468			
3.15845E-02	4.12732			
3.15847E-02	4.23094			
3.15850E-02	4.3498			
3.15850E-02	4.35696			
3.15852E-02	4.48396			
3.15854E-02	4.55352			
3.15855E-02	4.62694			
3.15857E-02	4.77288			
3.15857E-02	4.77892			
3.15860E-02	4.94713			
3.15861E-02	5.01762			
3.15862E-02	5.1265			
3.15865E-02	5.28936			
3.15865E-02	5.31669			
3.15867E-02	5.52554			
3.15869E-02	5.638			
3.15870E-02	5.74533			
3.15872E-02	5.96253			
3.15872E-02	5.97919			
3.15875E-02	6.23356			
3.15876E-02	6.31873			
3.15877E-02	6.50397			
3.15879E-02	6.70805			
3.15880E-02	6.7891			
3.15883E-02	7.11566			
3.15883E-02	7.13206			
3.15885E-02	7.4683			
3.15886E-02	7.59288			
3.15888E-02	7.84135			
3.15890E-02	8.09142			
3.15892E-02	8.44174			
3.15893E-02	8.62852			
3.15896E-02	9.09752			
3.15898E-02	9.36728			
3.15900E-02	9.8027			
3.15902E-02	10.0947			
