MeV	"TL-205(N,TOT)"
2.39125E-02	96.3254
2.39130E-02	94.679
2.39135E-02	92.6904
2.39140E-02	90.6863
2.39142E-02	89.5492
2.39150E-02	86.1184
2.39154E-02	84.3982
2.39167E-02	77.9547
2.39174E-02	74.7424
2.39176E-02	74.2084
2.39181E-02	71.8154
2.39185E-02	70.3591
2.39187E-02	69.5315
2.39193E-02	67.4145
2.39195E-02	66.4781
2.39196E-02	66.0734
2.39201E-02	64.463
2.39205E-02	63.2618
2.39205E-02	63.162
2.39209E-02	62.241
2.39212E-02	61.2416
2.39216E-02	60.4132
2.39216E-02	60.277
2.39220E-02	59.4648
2.39224E-02	58.6576
2.39226E-02	58.1894
2.39228E-02	57.9195
2.39231E-02	57.2758
2.39235E-02	56.6364
2.39236E-02	56.4245
2.39239E-02	56.0867
2.39242E-02	55.709
2.39245E-02	55.2915
2.39247E-02	55.0424
2.39248E-02	54.9109
2.39251E-02	54.5841
2.39254E-02	54.2592
2.39257E-02	53.9685
2.39257E-02	53.9438
2.39260E-02	53.699
2.39263E-02	53.4557
2.39267E-02	53.2138
2.39271E-02	52.9015
2.39271E-02	52.8661
2.39276E-02	52.6031
2.39281E-02	52.3424
2.39284E-02	52.1354
2.39285E-02	52.099
2.39290E-02	51.9192
2.39295E-02	51.7408
2.39299E-02	51.5638
2.39304E-02	51.3879
2.39305E-02	51.3529
2.39309E-02	51.2632
2.39313E-02	51.1519
2.39318E-02	51.0414
2.39324E-02	50.8952
2.39331E-02	50.75
2.39333E-02	50.7068
2.39337E-02	50.6411
2.39343E-02	50.5481
2.39349E-02	50.4558
2.39356E-02	50.3641
2.39360E-02	50.3003
2.39362E-02	50.2837
2.39368E-02	50.2291
2.39378E-02	50.1478
2.39387E-02	50.0674
2.39395E-02	50.0008
2.39404E-02	49.9215
2.39413E-02	49.8427
2.39415E-02	49.8297
2.39423E-02	49.8029
2.39432E-02	49.7712
2.39442E-02	49.74
2.39451E-02	49.7092
2.39460E-02	49.6788
2.39470E-02	49.6489
2.39470E-02	49.6479
2.39479E-02	49.6859
2.39486E-02	49.7158
2.39488E-02	49.7258
2.39495E-02	49.756
2.39503E-02	49.7865
2.39510E-02	49.8174
2.39517E-02	49.8485
2.39526E-02	49.8903
2.39540E-02	49.9537
2.39559E-02	50.0385
2.39570E-02	50.089
2.39577E-02	50.1222
2.39585E-02	50.155
2.39592E-02	50.1873
2.39600E-02	50.2189
2.39608E-02	50.1606
2.39615E-02	50.1016
2.39622E-02	50.0422
2.39630E-02	49.9822
2.39637E-02	49.9219
2.39638E-02	49.9143
2.39650E-02	49.7708
2.39670E-02	49.5223
2.39680E-02	49.3983
2.39688E-02	49.2979
2.39696E-02	49.1978
2.39703E-02	49.121
2.39704E-02	49.1086
2.39710E-02	49.0686
2.39717E-02	49.0288
2.39725E-02	48.976
2.39733E-02	48.9234
2.39741E-02	48.871
2.39749E-02	48.8188
2.39754E-02	48.7888
2.39757E-02	48.7807
2.39769E-02	48.7524
2.39782E-02	48.7242
2.39794E-02	48.6962
2.39806E-02	48.6683
2.39818E-02	48.6416
2.39833E-02	48.6069
2.39848E-02	48.5723
2.39864E-02	48.5378
2.39887E-02	48.4861
2.39908E-02	48.4392
2.39917E-02	48.427
2.39963E-02	48.3693
2.39994E-02	48.3309
2.40024E-02	48.2927
2.40055E-02	48.2545
2.40101E-02	48.1974
2.40208E-02	48.0644
2.40254E-02	48.0074
2.40285E-02	47.9695
2.40316E-02	47.9305
2.40345E-02	47.8955
2.40373E-02	47.8605
2.40389E-02	47.8406
2.40404E-02	47.823
2.40406E-02	47.8261
2.40418E-02	47.8465
2.40426E-02	47.8602
2.40434E-02	47.8739
2.40442E-02	47.8877
2.40448E-02	47.8981
2.40454E-02	47.9087
2.40460E-02	47.9185
2.40460E-02	47.923
2.40467E-02	47.9822
2.40471E-02	48.0218
2.40475E-02	48.0614
2.40479E-02	48.1011
2.40483E-02	48.1409
2.40486E-02	48.1747
2.40487E-02	48.1877
2.40491E-02	48.272
2.40495E-02	48.3565
2.40499E-02	48.4412
2.40503E-02	48.5259
2.40507E-02	48.6107
2.40511E-02	48.6957
2.40513E-02	48.7219
2.40517E-02	48.8864
2.40523E-02	49.0937
2.40530E-02	49.3011
2.40538E-02	49.578
2.40548E-02	49.9136
2.40556E-02	50.1958
2.40563E-02	50.415
2.40570E-02	50.6652
2.40574E-02	50.7901
2.40575E-02	50.8124
2.40580E-02	50.9013
2.40585E-02	50.9898
2.40590E-02	51.078
2.40591E-02	51.0999
2.40595E-02	51.1129
2.40600E-02	51.1297
2.40606E-02	51.0616
2.40611E-02	50.993
2.40617E-02	50.9239
2.40618E-02	50.9064
2.40622E-02	50.7816
2.40628E-02	50.6148
2.40635E-02	50.4104
2.40637E-02	50.3638
2.40640E-02	50.2314
2.40651E-02	49.7975
2.40664E-02	49.2912
2.40672E-02	49.002
2.40673E-02	48.9539
2.40678E-02	48.8217
2.40683E-02	48.652
2.40689E-02	48.4824
2.40694E-02	48.3131
2.40698E-02	48.2192
2.40698E-02	48.2077
2.40703E-02	48.1191
2.40707E-02	48.0377
2.40712E-02	47.9564
2.40716E-02	47.8753
2.40721E-02	47.7943
2.40722E-02	47.7745
2.40725E-02	47.7429
2.40730E-02	47.7012
2.40734E-02	47.6596
2.40739E-02	47.6181
2.40745E-02	47.5628
2.40746E-02	47.5468
2.40750E-02	47.5313
2.40756E-02	47.5096
2.40765E-02	47.4772
2.40774E-02	47.4449
2.40783E-02	47.4126
2.40795E-02	47.3697
2.40813E-02	47.3426
2.40831E-02	47.3155
2.40854E-02	47.2795
2.40878E-02	47.2435
2.40895E-02	47.2185
2.40918E-02	47.1832
2.40946E-02	47.1409
2.40974E-02	47.0987
2.41002E-02	47.0566
2.41021E-02	47.0286
2.41040E-02	47.0007
2.41059E-02	46.9729
2.41073E-02	46.9522
2.41087E-02	46.9315
2.41101E-02	46.9109
2.41110E-02	46.8978
2.41110E-02	46.8976
2.41120E-02	46.8916
2.41129E-02	46.8857
2.41136E-02	46.8814
2.41143E-02	46.8772
2.41150E-02	46.8732
2.41157E-02	46.8693
2.41162E-02	46.8668
2.41167E-02	46.8645
2.41171E-02	46.8623
2.41176E-02	46.8602
2.41181E-02	46.8583
2.41185E-02	46.8566
2.41189E-02	46.8554
2.41192E-02	46.8545
2.41197E-02	46.8535
2.41200E-02	46.8529
2.41200E-02	46.8529
2.41203E-02	46.8576
2.41206E-02	46.8627
2.41210E-02	46.868
2.41213E-02	46.8735
2.41216E-02	46.8793
2.41220E-02	46.8853
2.41223E-02	46.8917
2.41226E-02	46.8982
2.41229E-02	46.9052
2.41230E-02	46.9065
2.41233E-02	46.9204
2.41236E-02	46.9379
2.41239E-02	46.9558
2.41242E-02	46.974
2.41247E-02	46.9989
2.41251E-02	47.0245
2.41256E-02	47.0507
2.41260E-02	47.0777
2.41266E-02	47.1132
2.41271E-02	47.1498
2.41277E-02	47.1873
2.41284E-02	47.2382
2.41302E-02	47.3627
2.41310E-02	47.4128
2.41315E-02	47.4452
2.41320E-02	47.4764
2.41325E-02	47.5062
2.41330E-02	47.5344
2.41335E-02	47.5608
2.41340E-02	47.5852
2.41345E-02	47.6076
2.41349E-02	47.6229
2.41350E-02	47.6276
2.41354E-02	47.6036
2.41359E-02	47.5651
2.41365E-02	47.5241
2.41371E-02	47.4806
2.41376E-02	47.435
2.41382E-02	47.3823
2.41390E-02	47.3166
2.41398E-02	47.2493
2.41416E-02	47.0789
2.41423E-02	47.0228
2.41429E-02	46.9678
2.41433E-02	46.9272
2.41438E-02	46.8873
2.41443E-02	46.8482
2.41448E-02	46.8099
2.41452E-02	46.7724
2.41455E-02	46.7477
2.41458E-02	46.7235
2.41462E-02	46.6971
2.41466E-02	46.6688
2.41469E-02	46.641
2.41473E-02	46.6135
2.41477E-02	46.5865
2.41479E-02	46.5731
2.41481E-02	46.5679
2.41484E-02	46.5577
2.41488E-02	46.5479
2.41492E-02	46.5383
2.41496E-02	46.529
2.41499E-02	46.52
2.41503E-02	46.5111
2.41507E-02	46.5025
2.41511E-02	46.494
2.41514E-02	46.4856
2.41518E-02	46.4774
2.41523E-02	46.4677
2.41528E-02	46.4564
2.41533E-02	46.4454
2.41539E-02	46.4345
2.41544E-02	46.4237
2.41549E-02	46.413
2.41555E-02	46.4025
2.41563E-02	46.3868
2.41570E-02	46.3712
2.41578E-02	46.3558
2.41584E-02	46.3456
2.41594E-02	46.3253
2.41605E-02	46.305
2.41608E-02	46.3003
2.41616E-02	46.2904
2.41626E-02	46.2776
2.41642E-02	46.2585
2.41658E-02	46.2395
2.41674E-02	46.2206
2.41690E-02	46.2018
2.41706E-02	46.1827
2.41722E-02	46.1637
2.41744E-02	46.1384
2.41776E-02	46.1007
2.41862E-02	46
2.42315E-02	45.4719
2.42358E-02	45.4217
2.42380E-02	45.3966
2.42401E-02	45.3753
2.42463E-02	45.3116
2.43627E-02	44.1235
2.43689E-02	44.0598
2.43739E-02	44.0094
2.43796E-02	43.9509
2.43954E-02	43.79
2.43983E-02	43.7608
2.44012E-02	43.7317
2.44033E-02	43.7099
2.44055E-02	43.6881
2.44077E-02	43.6664
2.44098E-02	43.6448
2.44120E-02	43.6232
2.44134E-02	43.6089
2.44148E-02	43.5947
2.44159E-02	43.5841
2.44170E-02	43.5736
2.44179E-02	43.5645
2.44189E-02	43.5556
2.44195E-02	43.5497
2.44201E-02	43.5439
2.44207E-02	43.5383
2.44212E-02	43.5341
2.44217E-02	43.53
2.44222E-02	43.526
2.44226E-02	43.5221
2.44231E-02	43.5183
2.44236E-02	43.5147
2.44240E-02	43.5115
2.44240E-02	43.5119
2.44245E-02	43.5183
2.44248E-02	43.5227
2.44251E-02	43.5272
2.44254E-02	43.5318
2.44258E-02	43.5366
2.44261E-02	43.5415
2.44264E-02	43.5466
2.44267E-02	43.5518
2.44270E-02	43.5572
2.44273E-02	43.5749
2.44276E-02	43.5928
2.44279E-02	43.611
2.44283E-02	43.6293
2.44286E-02	43.6479
2.44289E-02	43.6668
2.44292E-02	43.6859
2.44295E-02	43.7053
2.44298E-02	43.7249
2.44303E-02	43.7549
2.44307E-02	43.7856
2.44312E-02	43.8168
2.44317E-02	43.8487
2.44322E-02	43.8876
2.44328E-02	43.9228
2.44335E-02	43.9765
2.44353E-02	44.1032
2.44360E-02	44.1567
2.44367E-02	44.2087
2.44374E-02	44.2505
2.44379E-02	44.2865
2.44385E-02	44.3208
2.44391E-02	44.3531
2.44396E-02	44.3834
2.44400E-02	44.4025
2.44405E-02	44.3723
2.44410E-02	44.3405
2.44415E-02	44.307
2.44420E-02	44.272
2.44425E-02	44.2355
2.44430E-02	44.1978
2.44435E-02	44.159
2.44437E-02	44.1391
2.44443E-02	44.0832
2.44450E-02	43.998
2.44468E-02	43.7977
2.44475E-02	43.7126
2.44481E-02	43.6426
2.44486E-02	43.5872
2.44491E-02	43.5325
2.44495E-02	43.4919
2.44499E-02	43.4518
2.44500E-02	43.4385
2.44502E-02	43.4242
2.44506E-02	43.4031
2.44510E-02	43.3824
2.44514E-02	43.3621
2.44517E-02	43.3422
2.44520E-02	43.3291
2.44523E-02	43.3113
2.44527E-02	43.2939
2.44530E-02	43.2766
2.44534E-02	43.2597
2.44537E-02	43.2429
2.44541E-02	43.2263
2.44544E-02	43.21
2.44548E-02	43.1938
2.44550E-02	43.1821
2.44551E-02	43.1806
2.44554E-02	43.1752
2.44558E-02	43.1699
2.44561E-02	43.1648
2.44565E-02	43.1597
2.44568E-02	43.1548
2.44573E-02	43.1475
2.44578E-02	43.1404
2.44584E-02	43.1335
2.44589E-02	43.1267
2.44594E-02	43.12
2.44599E-02	43.1133
2.44606E-02	43.1046
2.44613E-02	43.096
2.44620E-02	43.0875
2.44627E-02	43.0791
2.44635E-02	43.0684
2.44646E-02	43.0556
2.44651E-02	43.0493
2.44662E-02	43.0367
2.44670E-02	43.0273
2.44678E-02	43.018
2.44686E-02	43.0088
2.44694E-02	42.9997
2.44702E-02	42.9908
2.44707E-02	42.9849
2.44712E-02	42.9791
2.44718E-02	42.9734
2.44723E-02	42.9679
2.44725E-02	42.9658
2.44728E-02	42.9662
2.44732E-02	42.9667
2.44736E-02	42.9674
2.44740E-02	42.9682
2.44744E-02	42.9691
2.44748E-02	42.9702
2.44750E-02	42.9708
2.44752E-02	42.9763
2.44756E-02	42.9865
2.44760E-02	42.9969
2.44764E-02	43.0075
2.44768E-02	43.0184
2.44772E-02	43.0297
2.44776E-02	43.0412
2.44780E-02	43.0531
2.44784E-02	43.0653
2.44788E-02	43.078
2.44792E-02	43.091
2.44796E-02	43.1044
2.44800E-02	43.1183
2.44804E-02	43.1482
2.44808E-02	43.1785
2.44812E-02	43.2194
2.44817E-02	43.2609
2.44823E-02	43.3031
2.44830E-02	43.3672
2.44840E-02	43.4538
2.44851E-02	43.5516
2.44859E-02	43.6159
2.44864E-02	43.6633
2.44870E-02	43.7097
2.44876E-02	43.7548
2.44881E-02	43.7983
2.44887E-02	43.8401
2.44888E-02	43.8445
2.44893E-02	43.8538
2.44898E-02	43.8622
2.44900E-02	43.8646
2.44906E-02	43.8365
2.44911E-02	43.8064
2.44917E-02	43.7745
2.44923E-02	43.7408
2.44928E-02	43.7056
2.44935E-02	43.6609
2.44939E-02	43.6367
2.44942E-02	43.5977
2.44952E-02	43.4962
2.44968E-02	43.3433
2.44975E-02	43.2677
2.44981E-02	43.2056
2.44986E-02	43.1564
2.44991E-02	43.1079
2.44995E-02	43.072
2.44999E-02	43.0364
2.45003E-02	43.0012
2.45006E-02	42.9664
2.45010E-02	42.9319
2.45013E-02	42.902
2.45016E-02	42.8794
2.45017E-02	42.8758
2.45020E-02	42.8608
2.45023E-02	42.846
2.45026E-02	42.8314
2.45030E-02	42.817
2.45033E-02	42.8029
2.45036E-02	42.7889
2.45040E-02	42.7751
2.45043E-02	42.7615
2.45046E-02	42.748
2.45049E-02	42.7346
2.45054E-02	42.717
2.45054E-02	42.7145
2.45058E-02	42.7077
2.45063E-02	42.6998
2.45067E-02	42.6921
2.45071E-02	42.6846
2.45076E-02	42.6771
2.45080E-02	42.6698
2.45086E-02	42.6605
2.45091E-02	42.6513
2.45097E-02	42.6422
2.45102E-02	42.6332
2.45108E-02	42.6242
2.45117E-02	42.6109
2.45125E-02	42.5977
2.45133E-02	42.5846
2.45142E-02	42.5715
2.45153E-02	42.5542
2.45164E-02	42.537
2.45176E-02	42.5198
2.45192E-02	42.4941
2.45209E-02	42.4695
2.45209E-02	42.4689
2.45226E-02	42.4527
2.45249E-02	42.4312
2.45271E-02	42.4098
2.45294E-02	42.3885
2.45328E-02	42.3565
2.45350E-02	42.3352
2.45440E-02	42.2503
2.45732E-02	41.9741
2.45800E-02	41.9104
2.45860E-02	41.8534
2.45881E-02	41.8345
2.46687E-02	41.0754
2.46747E-02	41.0185
2.46788E-02	40.9807
2.46848E-02	40.9239
2.46969E-02	40.8105
2.47030E-02	40.7538
2.47060E-02	40.7255
2.47090E-02	40.6973
2.47119E-02	40.6705
2.47147E-02	40.6439
2.47169E-02	40.6239
2.47191E-02	40.604
2.47212E-02	40.5842
2.47227E-02	40.5711
2.47241E-02	40.558
2.47255E-02	40.545
2.47266E-02	40.5353
2.47277E-02	40.5257
2.47288E-02	40.5162
2.47298E-02	40.5068
2.47309E-02	40.4975
2.47316E-02	40.4914
2.47323E-02	40.486
2.47331E-02	40.4791
2.47337E-02	40.4745
2.47342E-02	40.4701
2.47348E-02	40.4657
2.47354E-02	40.4615
2.47359E-02	40.4574
2.47365E-02	40.4535
2.47369E-02	40.4507
2.47370E-02	40.4502
2.47373E-02	40.4544
2.47378E-02	40.4597
2.47382E-02	40.4651
2.47386E-02	40.4707
2.47390E-02	40.4766
2.47395E-02	40.4827
2.47399E-02	40.489
2.47403E-02	40.4956
2.47407E-02	40.5026
2.47411E-02	40.5096
2.47415E-02	40.5165
2.47419E-02	40.5236
2.47422E-02	40.5312
2.47426E-02	40.5391
2.47430E-02	40.5474
2.47434E-02	40.5562
2.47438E-02	40.5655
2.47441E-02	40.5752
2.47445E-02	40.5855
2.47449E-02	40.5962
2.47450E-02	40.6
2.47453E-02	40.6148
2.47457E-02	40.6452
2.47463E-02	40.6766
2.47467E-02	40.7088
2.47473E-02	40.7418
2.47480E-02	40.7926
2.47490E-02	40.8619
2.47502E-02	40.9488
2.47510E-02	40.9997
2.47518E-02	41.0486
2.47522E-02	41.0797
2.47527E-02	41.1092
2.47533E-02	41.137
2.47537E-02	41.1629
2.47543E-02	41.1867
2.47547E-02	41.2083
2.47550E-02	41.2183
2.47555E-02	41.1983
2.47559E-02	41.1763
2.47564E-02	41.1525
2.47569E-02	41.1268
2.47573E-02	41.0995
2.47578E-02	41.0706
2.47584E-02	41.03
2.47591E-02	40.9875
2.47597E-02	40.9436
2.47598E-02	40.9346
2.47610E-02	40.8294
2.47620E-02	40.7409
2.47627E-02	40.6756
2.47633E-02	40.6276
2.47639E-02	40.5806
2.47642E-02	40.5499
2.47646E-02	40.5197
2.47650E-02	40.4899
2.47654E-02	40.4608
2.47658E-02	40.4321
2.47661E-02	40.4039
2.47665E-02	40.3762
2.47669E-02	40.3491
2.47670E-02	40.3379
2.47672E-02	40.3301
2.47676E-02	40.317
2.47680E-02	40.3044
2.47684E-02	40.2922
2.47687E-02	40.2803
2.47691E-02	40.2687
2.47695E-02	40.2575
2.47699E-02	40.2465
2.47703E-02	40.2358
2.47706E-02	40.2254
2.47710E-02	40.2151
2.47714E-02	40.2033
2.47719E-02	40.1918
2.47723E-02	40.1805
2.47728E-02	40.1694
2.47732E-02	40.1584
2.47736E-02	40.1475
2.47741E-02	40.1368
2.47742E-02	40.1323
2.47745E-02	40.1293
2.47752E-02	40.1218
2.47758E-02	40.1144
2.47765E-02	40.1071
2.47771E-02	40.1
2.47778E-02	40.093
2.47784E-02	40.086
2.47793E-02	40.0769
2.47802E-02	40.0678
2.47811E-02	40.0588
2.47819E-02	40.05
2.47832E-02	40.0367
2.47846E-02	40.0236
2.47857E-02	40.012
2.47872E-02	39.9975
2.47887E-02	39.9831
2.47909E-02	39.9615
2.47931E-02	39.9401
2.47968E-02	39.9044
2.47997E-02	39.876
2.48026E-02	39.8475
2.48056E-02	39.8192
2.48085E-02	39.7909
2.48114E-02	39.7626
2.48173E-02	39.7062
2.48261E-02	39.6217
2.48320E-02	39.5654
2.48372E-02	39.5227
2.48526E-02	39.3947
2.51620E-02	36.8349
2.54440E-02	34.7576
2.55698E-02	33.937
2.55759E-02	33.8973
2.55800E-02	33.8708
2.55833E-02	33.8493
2.55871E-02	33.8244
2.55923E-02	33.7913
2.56076E-02	33.692
2.56140E-02	33.6506
2.56166E-02	33.6341
2.56185E-02	33.6218
2.56204E-02	33.6096
2.56217E-02	33.6015
2.56230E-02	33.5934
2.56241E-02	33.5865
2.56252E-02	33.5795
2.56264E-02	33.5727
2.56271E-02	33.5682
2.56279E-02	33.5638
2.56286E-02	33.5595
2.56294E-02	33.5553
2.56299E-02	33.5522
2.56305E-02	33.5492
2.56311E-02	33.5463
2.56313E-02	33.5454
2.56316E-02	33.5508
2.56322E-02	33.5592
2.56326E-02	33.5648
2.56329E-02	33.5706
2.56333E-02	33.5764
2.56337E-02	33.5823
2.56341E-02	33.5884
2.56344E-02	33.5946
2.56348E-02	33.601
2.56352E-02	33.6075
2.56356E-02	33.6142
2.56359E-02	33.6211
2.56363E-02	33.6282
2.56367E-02	33.6355
2.56371E-02	33.6431
2.56374E-02	33.651
2.56378E-02	33.6591
2.56382E-02	33.6676
2.56386E-02	33.6764
2.56387E-02	33.6809
2.56389E-02	33.6942
2.56393E-02	33.7212
2.56397E-02	33.7485
2.56401E-02	33.7762
2.56404E-02	33.8042
2.56408E-02	33.8326
2.56412E-02	33.8661
2.56418E-02	33.905
2.56422E-02	33.9443
2.56430E-02	34.0042
2.56444E-02	34.1152
2.56453E-02	34.1862
2.56460E-02	34.2461
2.56465E-02	34.2853
2.56470E-02	34.3236
2.56475E-02	34.361
2.56480E-02	34.3972
2.56481E-02	34.4059
2.56485E-02	34.4151
2.56490E-02	34.4259
2.56495E-02	34.4354
2.56500E-02	34.4433
2.56505E-02	34.4197
2.56510E-02	34.3946
2.56515E-02	34.3681
2.56520E-02	34.3403
2.56525E-02	34.3113
2.56530E-02	34.2811
2.56535E-02	34.25
2.56538E-02	34.228
2.56543E-02	34.1888
2.56550E-02	34.1152
2.56569E-02	33.9239
2.56577E-02	33.8506
2.56582E-02	33.7963
2.56588E-02	33.7426
2.56592E-02	33.7073
2.56596E-02	33.6723
2.56599E-02	33.6376
2.56603E-02	33.609
2.56603E-02	33.6058
2.56607E-02	33.5873
2.56611E-02	33.5692
2.56614E-02	33.5513
2.56618E-02	33.5338
2.56622E-02	33.5166
2.56626E-02	33.4998
2.56629E-02	33.4832
2.56633E-02	33.4668
2.56637E-02	33.4507
2.56641E-02	33.4349
2.56644E-02	33.4192
2.56648E-02	33.4038
2.56652E-02	33.3872
2.56654E-02	33.3809
2.56654E-02	33.3802
2.56659E-02	33.3748
2.56663E-02	33.3696
2.56667E-02	33.3645
2.56672E-02	33.3596
2.56676E-02	33.3549
2.56681E-02	33.3502
2.56685E-02	33.3456
2.56689E-02	33.3411
2.56696E-02	33.3345
2.56703E-02	33.328
2.56709E-02	33.3217
2.56716E-02	33.3154
2.56724E-02	33.3071
2.56733E-02	33.2989
2.56742E-02	33.2908
2.56751E-02	33.2827
2.56764E-02	33.2707
2.56777E-02	33.2588
2.56790E-02	33.2469
2.56805E-02	33.2334
2.56820E-02	33.22
2.56835E-02	33.2067
2.56850E-02	33.1933
2.56880E-02	33.1668
2.56910E-02	33.1402
2.57180E-02	32.9818
2.57225E-02	32.9554
2.57255E-02	32.9379
2.57285E-02	32.9205
2.57300E-02	32.9118
2.57329E-02	32.8945
2.57389E-02	32.8601
2.58012E-02	32.4981
2.58057E-02	32.4723
2.58086E-02	32.4552
2.58109E-02	32.4423
2.58124E-02	32.4338
2.58138E-02	32.4254
2.58153E-02	32.417
2.58164E-02	32.4108
2.58175E-02	32.4046
2.58180E-02	32.4021
2.58187E-02	32.4098
2.58194E-02	32.4185
2.58201E-02	32.4272
2.58209E-02	32.436
2.58216E-02	32.4448
2.58223E-02	32.4523
2.58227E-02	32.4584
2.58233E-02	32.4646
2.58237E-02	32.4708
2.58243E-02	32.4771
2.58247E-02	32.4834
2.58253E-02	32.4899
2.58258E-02	32.4965
2.58262E-02	32.5031
2.58265E-02	32.5065
2.58268E-02	32.5208
2.58272E-02	32.5493
2.58278E-02	32.578
2.58282E-02	32.6069
2.58288E-02	32.6359
2.58292E-02	32.6651
2.58297E-02	32.6944
2.58303E-02	32.7277
2.58309E-02	32.7648
2.58310E-02	32.7685
2.58316E-02	32.8171
2.58322E-02	32.8713
2.58331E-02	32.9528
2.58347E-02	33.0888
2.58356E-02	33.1701
2.58362E-02	33.224
2.58369E-02	33.2776
2.58375E-02	33.3307
2.58377E-02	33.3517
2.58381E-02	33.3598
2.58387E-02	33.3728
2.58392E-02	33.3822
2.58398E-02	33.3927
2.58400E-02	33.397
2.58403E-02	33.385
2.58407E-02	33.3606
2.58412E-02	33.3358
2.58418E-02	33.3107
2.58422E-02	33.2852
2.58428E-02	33.2594
2.58430E-02	33.2464
2.58435E-02	33.197
2.58440E-02	33.1473
2.58450E-02	33.0475
2.58470E-02	32.8473
2.58477E-02	32.7724
2.58485E-02	32.6977
2.58490E-02	32.6482
2.58495E-02	32.5987
2.58500E-02	32.5494
2.58504E-02	32.5237
2.58509E-02	32.498
2.58513E-02	32.4725
2.58518E-02	32.4471
2.58522E-02	32.4218
2.58526E-02	32.3966
2.58531E-02	32.3715
2.58535E-02	32.3465
2.58539E-02	32.3216
2.58540E-02	32.3181
2.58544E-02	32.3109
2.58548E-02	32.3026
2.58553E-02	32.2943
2.58559E-02	32.2821
2.58566E-02	32.27
2.58572E-02	32.2585
2.58578E-02	32.2483
2.58585E-02	32.2348
2.58592E-02	32.2213
2.58600E-02	32.208
2.58607E-02	32.1946
2.58619E-02	32.1747
2.58630E-02	32.1549
2.58640E-02	32.1374
2.58645E-02	32.1338
2.58660E-02	32.1232
2.58683E-02	32.1074
2.58720E-02	32.0811
2.58750E-02	32.0601
2.58780E-02	32.0391
2.58802E-02	32.0234
2.58824E-02	32.0083
2.58853E-02	31.9886
2.58881E-02	31.9689
2.58924E-02	31.9394
2.59040E-02	31.8596
2.63185E-02	29.9333
2.63235E-02	29.9101
2.63273E-02	29.8927
2.63311E-02	29.8749
2.63388E-02	29.8395
2.63439E-02	29.816
2.63440E-02	29.8157
2.63465E-02	29.8116
2.63491E-02	29.8076
2.63510E-02	29.8046
2.63529E-02	29.8016
2.63542E-02	29.7997
2.63555E-02	29.7978
2.63567E-02	29.796
2.63577E-02	29.7948
2.63587E-02	29.7935
2.63596E-02	29.7924
2.63603E-02	29.7917
2.63609E-02	29.7911
2.63616E-02	29.7906
2.63620E-02	29.7903
2.63622E-02	29.7928
2.63627E-02	29.7992
2.63632E-02	29.8056
2.63636E-02	29.8122
2.63641E-02	29.8188
2.63646E-02	29.8256
2.63651E-02	29.8325
2.63656E-02	29.8395
2.63660E-02	29.8468
2.63665E-02	29.8539
2.63665E-02	29.8548
2.63670E-02	29.8774
2.63675E-02	29.8996
2.63679E-02	29.9221
2.63684E-02	29.9448
2.63689E-02	29.9678
2.63693E-02	29.9911
2.63698E-02	30.0147
2.63703E-02	30.0386
2.63708E-02	30.0628
2.63710E-02	30.0759
2.63712E-02	30.0943
2.63717E-02	30.1342
2.63723E-02	30.1823
2.63730E-02	30.247
2.63753E-02	30.4422
2.63760E-02	30.5069
2.63768E-02	30.5707
2.63772E-02	30.6127
2.63778E-02	30.6542
2.63782E-02	30.6703
2.63788E-02	30.6858
2.63792E-02	30.7005
2.63797E-02	30.7144
2.63800E-02	30.7211
2.63806E-02	30.7021
2.63811E-02	30.6821
2.63817E-02	30.6612
2.63823E-02	30.6393
2.63827E-02	30.6194
2.63828E-02	30.6134
2.63835E-02	30.5538
2.63842E-02	30.4878
2.63850E-02	30.4211
2.63869E-02	30.2478
2.63877E-02	30.1811
2.63883E-02	30.1314
2.63888E-02	30.0821
2.63893E-02	30.0413
2.63897E-02	30.0048
2.63901E-02	29.9686
2.63905E-02	29.9326
2.63910E-02	29.8968
2.63914E-02	29.8787
2.63918E-02	29.8608
2.63922E-02	29.8432
2.63927E-02	29.8257
2.63931E-02	29.8085
2.63935E-02	29.7914
2.63939E-02	29.7745
2.63943E-02	29.7578
2.63946E-02	29.7467
2.63948E-02	29.7453
2.63952E-02	29.741
2.63956E-02	29.737
2.63960E-02	29.733
2.63965E-02	29.7291
2.63969E-02	29.7252
2.63974E-02	29.7203
2.63980E-02	29.7154
2.63985E-02	29.7108
2.63991E-02	29.7064
2.63999E-02	29.6998
2.64007E-02	29.6933
2.64012E-02	29.689
2.64022E-02	29.6806
2.64033E-02	29.6722
2.64049E-02	29.6596
2.64065E-02	29.6472
2.64086E-02	29.6307
2.64092E-02	29.6258
2.64118E-02	29.6181
2.64139E-02	29.6117
2.64161E-02	29.6054
2.64193E-02	29.596
2.64224E-02	29.5867
2.64277E-02	29.5712
2.64337E-02	29.554
2.64362E-02	29.5467
2.64455E-02	29.5199
2.64970E-02	29.3716
2.66412E-02	29.2016
2.66480E-02	29.1937
2.66597E-02	29.2485
2.71400E-02	31.4903
2.71944E-02	31.3688
2.71981E-02	31.3604
2.71998E-02	31.3566
2.72060E-02	31.2816
2.78439E-02	23.5218
2.78480E-02	23.4716
2.78602E-02	23.3932
2.82279E-02	21.0226
2.82332E-02	20.9883
2.82370E-02	20.9639
2.82423E-02	20.9443
2.82528E-02	20.9053
2.82593E-02	20.881
