E(MeV)	Xe-124
1.000000E-11	201.299894
1.029990E-11	198.360467
1.032300E-11	198.142627
1.060870E-11	195.46452
1.063240E-11	195.250765
1.092690E-11	192.609983
1.095130E-11	192.39945
1.125440E-11	189.799253
1.127960E-11	189.5913
1.159200E-11	187.028247
1.161790E-11	186.823779
1.193950E-11	184.299554
1.196620E-11	184.097917
1.229760E-11	181.609629
1.232510E-11	181.410948
1.266620E-11	178.960821
1.269460E-11	178.764592
1.304620E-11	176.349187
1.307530E-11	176.156812
1.343720E-11	173.778199
1.346730E-11	173.587888
1.384030E-11	171.243116
1.387120E-11	171.056232
1.425520E-11	168.74718
1.428700E-11	168.56317
1.468270E-11	166.286701
1.471560E-11	166.10463
1.512290E-11	163.863587
1.515670E-11	163.684631
1.557650E-11	161.474752
1.561130E-11	161.298522
1.604340E-11	159.122993
1.607930E-11	158.949082
1.652460E-11	156.804271
1.656150E-11	156.633272
1.701990E-11	154.52126
1.705800E-11	154.352393
1.753040E-11	152.270666
1.756960E-11	152.104454
1.805590E-11	150.054365
1.809630E-11	149.890523
1.859750E-11	147.869626
1.863910E-11	147.708245
1.915500E-11	145.718405
1.919780E-11	145.559577
1.972950E-11	143.597842
1.977360E-11	143.441297
2.032090E-11	141.509684
2.036640E-11	141.355208
2.093050E-11	139.451049
2.097730E-11	139.299063
2.155790E-11	137.424383
2.160610E-11	137.274642
2.220450E-11	135.426291
2.225410E-11	135.278907
2.287010E-11	133.459021
2.292120E-11	133.313776
2.355610E-11	131.51955
2.360870E-11	131.37655
2.426220E-11	129.610122
2.431640E-11	129.469171
2.498990E-11	127.72776
2.504580E-11	127.588713
2.573900E-11	125.874347
2.579660E-11	125.737305
2.651100E-11	124.047343
2.657030E-11	123.912387
2.730570E-11	122.248366
2.736680E-11	122.115371
2.812470E-11	120.475122
2.818760E-11	120.344159
2.896780E-11	118.729037
2.903260E-11	118.599993
2.983670E-11	117.007858
2.990340E-11	116.880811
3.073110E-11	115.313281
3.079980E-11	115.188112
3.165280E-11	113.642875
3.172360E-11	113.519501
3.260170E-11	111.998735
3.281300E-11	111.64668
3.357950E-11	110.37789
3.393990E-11	109.804047
3.458610E-11	108.781795
3.510550E-11	107.991454
3.562350E-11	107.208309
3.631100E-11	106.208505
3.669130E-11	105.658982
3.755800E-11	104.454537
3.779190E-11	104.131552
3.884780E-11	102.72913
3.892470E-11	102.627637
4.009230E-11	101.145676
4.018190E-11	101.036279
4.129410E-11	99.6872066
4.156180E-11	99.3748464
