E(MeV)	Sr-87
3.21745E-03	5.48893E+00
3.21751E-03	5.49129E+00
3.21757E-03	5.49392E+00
3.21762E-03	5.49685E+00
3.21768E-03	5.50010E+00
3.21774E-03	5.50367E+00
3.21779E-03	5.50760E+00
3.21786E-03	5.51246E+00
3.21792E-03	5.51782E+00
3.21799E-03	5.52369E+00
3.21805E-03	5.53011E+00
3.21812E-03	5.53711E+00
3.21818E-03	5.54469E+00
3.21825E-03	5.55290E+00
3.21831E-03	5.56173E+00
3.21837E-03	5.57122E+00
3.21844E-03	5.58137E+00
3.21851E-03	5.59408E+00
3.21858E-03	5.60571E+00
3.21867E-03	5.62445E+00
3.21877E-03	5.64472E+00
3.21887E-03	5.66651E+00
3.21896E-03	5.68974E+00
3.21905E-03	5.71257E+00
3.21907E-03	5.71775E+00
3.21920E-03	5.75584E+00
3.21935E-03	5.80376E+00
3.21963E-03	5.89898E+00
3.21984E-03	5.96796E+00
3.21997E-03	6.00884E+00
3.22002E-03	6.02659E+00
3.22017E-03	6.07631E+00
3.22029E-03	6.11411E+00
3.22040E-03	6.14292E+00
3.22051E-03	6.17099E+00
3.22061E-03	6.19169E+00
3.22073E-03	6.21199E+00
3.22085E-03	6.22871E+00
3.22097E-03	6.23980E+00
3.22100E-03	6.24147E+00
3.22112E-03	6.24552E+00
3.22124E-03	6.24438E+00
3.22135E-03	6.23865E+00
3.22148E-03	6.22648E+00
3.22160E-03	6.21151E+00
3.22173E-03	6.18876E+00
3.22187E-03	6.16157E+00
3.22197E-03	6.13836E+00
3.22203E-03	6.12329E+00
3.22222E-03	6.07029E+00
3.22255E-03	5.97320E+00
3.22265E-03	5.94021E+00
3.22280E-03	5.89059E+00
3.22292E-03	5.85615E+00
3.22303E-03	5.82340E+00
3.22312E-03	5.80009E+00
3.22320E-03	5.77790E+00
3.22330E-03	5.75352E+00
3.22338E-03	5.73710E+00
3.22345E-03	5.72154E+00
3.22352E-03	5.70683E+00
3.22359E-03	5.69296E+00
3.22366E-03	5.67991E+00
3.22373E-03	5.66768E+00
3.22380E-03	5.65624E+00
3.22387E-03	5.64582E+00
3.22394E-03	5.63610E+00
3.22401E-03	5.62705E+00
3.22408E-03	5.61864E+00
3.22412E-03	5.61459E+00
3.22413E-03	5.61339E+00
3.22418E-03	5.60846E+00
3.22422E-03	5.60378E+00
3.22427E-03	5.59934E+00
3.22432E-03	5.59513E+00
3.22436E-03	5.59114E+00
3.22441E-03	5.58737E+00
3.22446E-03	5.58379E+00
3.22450E-03	5.58040E+00
3.22455E-03	5.57719E+00
3.22460E-03	5.57404E+00
3.22465E-03	5.57107E+00
3.22469E-03	5.56826E+00
3.22474E-03	5.56561E+00
3.22479E-03	5.56310E+00
3.22484E-03	5.56073E+00
3.22489E-03	5.55849E+00
3.22494E-03	5.55637E+00
3.22498E-03	5.55437E+00
3.22503E-03	5.55246E+00
3.22508E-03	5.55066E+00
3.22513E-03	5.54894E+00
3.22518E-03	5.54731E+00
3.22523E-03	5.54576E+00
3.22527E-03	5.54428E+00
3.22532E-03	5.54287E+00
3.22537E-03	5.54152E+00
3.22542E-03	5.54023E+00
3.22547E-03	5.53899E+00
3.22552E-03	5.53780E+00
3.22556E-03	5.53666E+00
3.22562E-03	5.53535E+00
3.22566E-03	5.53444E+00
3.22570E-03	5.53356E+00
3.22576E-03	5.53228E+00
3.22583E-03	5.53105E+00
3.22589E-03	5.52986E+00
3.22595E-03	5.52870E+00
3.22601E-03	5.52758E+00
3.22607E-03	5.52649E+00
3.22613E-03	5.52542E+00
3.22620E-03	5.52437E+00
3.22626E-03	5.52334E+00
3.22632E-03	5.52233E+00
3.22638E-03	5.52136E+00
3.22644E-03	5.52102E+00
3.22653E-03	5.52061E+00
3.22661E-03	5.52021E+00
3.22669E-03	5.51983E+00
3.22677E-03	5.51946E+00
3.22686E-03	5.51910E+00
3.22696E-03	5.51868E+00
3.22707E-03	5.51819E+00
3.22719E-03	5.51772E+00
3.22731E-03	5.51725E+00
3.22749E-03	5.51657E+00
3.22766E-03	5.51591E+00
3.22784E-03	5.51525E+00
3.22802E-03	5.51460E+00
3.22820E-03	5.51396E+00
3.22843E-03	5.51312E+00
3.22867E-03	5.51228E+00
3.22889E-03	5.51151E+00
3.22920E-03	5.51043E+00
3.22951E-03	5.50936E+00
3.22982E-03	5.50830E+00
3.23002E-03	5.50760E+00
3.23043E-03	5.50620E+00
3.23085E-03	5.50480E+00
3.23126E-03	5.50342E+00
3.23167E-03	5.50204E+00
3.23208E-03	5.50066E+00
3.23261E-03	5.49892E+00
3.23313E-03	5.49717E+00
3.23348E-03	5.49602E+00
3.23418E-03	5.49370E+00
3.23488E-03	5.49140E+00
3.23553E-03	5.48927E+00
3.23558E-03	5.48917E+00
3.23628E-03	5.48784E+00
3.23733E-03	5.48585E+00
3.23833E-03	5.48397E+00
3.23962E-03	5.48153E+00
3.24091E-03	5.47910E+00
3.24220E-03	5.47667E+00
3.24414E-03	5.47304E+00
3.24608E-03	5.46941E+00
3.24801E-03	5.46578E+00
3.25016E-03	5.46177E+00
3.25230E-03	5.45776E+00
3.25445E-03	5.45375E+00
3.25659E-03	5.44975E+00
3.25873E-03	5.44575E+00
3.26067E-03	5.44214E+00
3.26251E-03	5.43872E+00
3.26435E-03	5.43530E+00
3.26618E-03	5.43189E+00
3.26802E-03	5.42848E+00
3.26986E-03	5.42508E+00
3.27108E-03	5.42281E+00
3.27231E-03	5.42055E+00
3.27353E-03	5.41829E+00
3.27476E-03	5.41604E+00
3.27561E-03	5.41447E+00
3.27598E-03	5.41306E+00
3.27690E-03	5.40954E+00
3.27782E-03	5.40602E+00
3.27874E-03	5.40251E+00
3.27965E-03	5.39901E+00
3.28057E-03	5.39552E+00
3.28119E-03	5.39320E+00
3.28180E-03	5.39088E+00
3.28241E-03	5.38857E+00
3.28302E-03	5.38627E+00
3.28364E-03	5.38398E+00
3.28417E-03	5.38198E+00
3.28463E-03	5.38028E+00
3.28509E-03	5.37858E+00
3.28555E-03	5.37689E+00
3.28601E-03	5.37522E+00
3.28647E-03	5.37355E+00
3.28676E-03	5.37251E+00
3.28693E-03	5.37103E+00
3.28739E-03	5.36701E+00
3.28777E-03	5.36363E+00
3.28809E-03	5.36089E+00
3.28841E-03	5.35816E+00
3.28872E-03	5.35545E+00
3.28904E-03	5.35275E+00
3.28935E-03	5.35007E+00
3.28967E-03	5.34741E+00
3.28998E-03	5.34477E+00
3.29026E-03	5.34246E+00
3.29051E-03	5.34047E+00
3.29075E-03	5.33850E+00
3.29100E-03	5.33655E+00
3.29112E-03	5.33559E+00
3.29124E-03	5.33328E+00
3.29149E-03	5.32868E+00
3.29167E-03	5.32526E+00
3.29185E-03	5.32186E+00
3.29204E-03	5.31851E+00
3.29219E-03	5.31577E+00
3.29236E-03	5.31257E+00
3.29250E-03	5.31021E+00
3.29263E-03	5.30788E+00
3.29277E-03	5.30561E+00
3.29290E-03	5.30340E+00
3.29299E-03	5.30197E+00
3.29308E-03	5.30058E+00
3.29317E-03	5.29925E+00
3.29326E-03	5.29797E+00
3.29335E-03	5.29676E+00
3.29344E-03	5.29563E+00
3.29351E-03	5.29486E+00
3.29353E-03	5.29462E+00
3.29357E-03	5.29350E+00
3.29364E-03	5.29135E+00
3.29371E-03	5.28930E+00
3.29377E-03	5.28783E+00
3.29382E-03	5.28644E+00
3.29388E-03	5.28513E+00
3.29393E-03	5.28391E+00
3.29399E-03	5.28279E+00
3.29404E-03	5.28178E+00
3.29410E-03	5.28089E+00
3.29415E-03	5.28014E+00
3.29421E-03	5.27955E+00
3.29426E-03	5.27911E+00
3.29432E-03	5.27887E+00
3.29437E-03	5.27883E+00
3.29443E-03	5.27901E+00
3.29448E-03	5.27944E+00
3.29454E-03	5.28014E+00
3.29459E-03	5.28115E+00
3.29465E-03	5.28247E+00
3.29470E-03	5.28416E+00
3.29475E-03	5.28615E+00
3.29481E-03	5.28854E+00
3.29483E-03	5.28984E+00
3.29486E-03	5.29118E+00
3.29491E-03	5.29413E+00
3.29497E-03	5.29758E+00
3.29502E-03	5.30157E+00
3.29507E-03	5.30614E+00
3.29512E-03	5.31134E+00
3.29518E-03	5.31721E+00
3.29523E-03	5.32380E+00
3.29528E-03	5.33116E+00
3.29534E-03	5.33934E+00
3.29539E-03	5.34840E+00
3.29544E-03	5.35839E+00
3.29550E-03	5.36937E+00
3.29555E-03	5.38139E+00
3.29561E-03	5.39665E+00
3.29567E-03	5.41348E+00
3.29573E-03	5.43196E+00
3.29579E-03	5.45221E+00
3.29581E-03	5.45810E+00
3.29585E-03	5.47556E+00
3.29591E-03	5.50132E+00
3.29598E-03	5.52912E+00
3.29604E-03	5.55903E+00
3.29610E-03	5.59117E+00
3.29613E-03	5.61182E+00
3.29616E-03	5.62682E+00
3.29622E-03	5.66532E+00
3.29627E-03	5.70320E+00
3.29635E-03	5.75685E+00
3.29642E-03	5.81417E+00
3.29649E-03	5.87523E+00
3.29657E-03	5.94006E+00
3.29662E-03	5.99343E+00
3.29664E-03	6.01014E+00
3.29671E-03	6.08907E+00
3.29681E-03	6.20486E+00
3.29690E-03	6.30747E+00
3.29701E-03	6.45147E+00
3.29706E-03	6.51639E+00
3.29713E-03	6.60866E+00
3.29728E-03	6.83793E+00
3.29734E-03	6.92593E+00
3.29749E-03	7.16342E+00
3.29766E-03	7.45772E+00
3.29779E-03	7.66847E+00
3.29797E-03	7.98095E+00
3.29812E-03	8.20611E+00
3.29813E-03	8.23221E+00
3.29827E-03	8.43508E+00
3.29841E-03	8.62706E+00
3.29853E-03	8.76584E+00
3.29866E-03	8.89837E+00
3.29878E-03	8.99847E+00
3.29890E-03	9.07505E+00
3.29892E-03	9.08757E+00
3.29900E-03	9.11623E+00
3.29913E-03	9.14120E+00
3.29924E-03	9.14221E+00
3.29932E-03	9.12864E+00
3.29936E-03	9.11599E+00
3.29946E-03	9.07585E+00
3.29957E-03	9.00783E+00
3.29961E-03	8.97927E+00
3.29970E-03	8.90282E+00
3.29983E-03	8.78409E+00
3.29991E-03	8.69019E+00
3.29997E-03	8.62192E+00
3.30004E-03	8.53121E+00
3.30014E-03	8.40048E+00
3.30037E-03	8.07752E+00
3.30046E-03	7.94339E+00
3.30066E-03	7.63899E+00
3.30069E-03	7.59199E+00
3.30082E-03	7.40267E+00
3.30095E-03	7.21286E+00
3.30106E-03	7.06792E+00
3.30115E-03	6.94805E+00
3.30125E-03	6.82623E+00
3.30134E-03	6.71094E+00
3.30144E-03	6.60232E+00
3.30151E-03	6.53364E+00
3.30157E-03	6.46796E+00
3.30165E-03	6.39758E+00
3.30171E-03	6.34173E+00
3.30177E-03	6.28840E+00
3.30183E-03	6.23751E+00
3.30189E-03	6.18900E+00
3.30193E-03	6.15820E+00
3.30195E-03	6.14378E+00
3.30201E-03	6.10277E+00
3.30207E-03	6.06390E+00
3.30213E-03	6.02708E+00
3.30220E-03	5.99222E+00
3.30226E-03	5.95924E+00
3.30231E-03	5.93413E+00
3.30235E-03	5.91010E+00
3.30240E-03	5.88712E+00
3.30245E-03	5.86513E+00
3.30247E-03	5.85811E+00
3.30250E-03	5.84558E+00
3.30255E-03	5.82769E+00
3.30260E-03	5.81064E+00
3.30265E-03	5.79441E+00
3.30270E-03	5.77892E+00
3.30274E-03	5.76416E+00
3.30279E-03	5.75007E+00
3.30284E-03	5.73662E+00
3.30289E-03	5.72377E+00
3.30294E-03	5.71148E+00
3.30297E-03	5.70363E+00
3.30299E-03	5.70045E+00
3.30304E-03	5.69140E+00
3.30309E-03	5.68280E+00
3.30314E-03	5.67463E+00
3.30318E-03	5.66686E+00
3.30323E-03	5.65946E+00
3.30328E-03	5.65240E+00
3.30333E-03	5.64565E+00
3.30338E-03	5.63920E+00
3.30343E-03	5.63301E+00
3.30348E-03	5.62708E+00
3.30353E-03	5.62138E+00
3.30358E-03	5.61589E+00
3.30362E-03	5.61060E+00
3.30367E-03	5.60548E+00
3.30372E-03	5.60053E+00
3.30377E-03	5.59573E+00
3.30382E-03	5.59107E+00
3.30387E-03	5.58653E+00
3.30392E-03	5.58211E+00
3.30395E-03	5.57924E+00
3.30397E-03	5.57833E+00
3.30401E-03	5.57570E+00
3.30408E-03	5.57233E+00
3.30414E-03	5.56929E+00
3.30420E-03	5.56637E+00
3.30426E-03	5.56353E+00
3.30432E-03	5.56079E+00
3.30439E-03	5.55811E+00
3.30445E-03	5.55551E+00
3.30453E-03	5.55212E+00
3.30461E-03	5.54883E+00
3.30469E-03	5.54561E+00
3.30477E-03	5.54245E+00
3.30485E-03	5.53935E+00
3.30493E-03	5.53629E+00
3.30506E-03	5.53178E+00
3.30518E-03	5.52735E+00
3.30525E-03	5.52472E+00
3.30530E-03	5.52380E+00
3.30544E-03	5.52135E+00
3.30559E-03	5.51850E+00
3.30575E-03	5.51570E+00
3.30591E-03	5.51294E+00
3.30602E-03	5.51112E+00
3.30623E-03	5.50752E+00
3.30644E-03	5.50396E+00
3.30665E-03	5.50044E+00
3.30686E-03	5.49694E+00
3.30708E-03	5.49347E+00
3.30730E-03	5.48983E+00
3.30752E-03	5.48621E+00
3.30782E-03	5.48142E+00
3.30812E-03	5.47665E+00
3.30842E-03	5.47191E+00
3.30872E-03	5.46957E+00
3.30901E-03	5.46726E+00
3.30931E-03	5.46496E+00
3.30967E-03	5.46224E+00
3.31008E-03	5.45911E+00
3.31049E-03	5.45599E+00
3.31090E-03	5.45289E+00
3.31132E-03	5.44980E+00
3.31173E-03	5.44673E+00
3.31214E-03	5.44367E+00
3.31255E-03	5.44061E+00
3.31314E-03	5.43632E+00
3.31336E-03	5.43467E+00
3.31370E-03	5.43344E+00
3.31426E-03	5.43141E+00
3.31482E-03	5.42938E+00
3.31539E-03	5.42736E+00
3.31614E-03	5.42468E+00
3.31689E-03	5.42202E+00
3.31764E-03	5.41935E+00
3.31839E-03	5.41670E+00
3.31936E-03	5.41326E+00
3.32026E-03	5.41009E+00
3.32116E-03	5.40693E+00
3.32236E-03	5.40272E+00
3.32356E-03	5.39853E+00
3.32476E-03	5.39433E+00
3.32596E-03	5.39014E+00
3.32776E-03	5.38387E+00
3.32929E-03	5.37855E+00
3.33115E-03	5.37210E+00
3.33207E-03	5.36888E+00
3.33416E-03	5.36164E+00
3.33504E-03	5.35858E+00
3.33625E-03	5.35436E+00
3.33834E-03	5.34706E+00
3.34042E-03	5.33977E+00
3.34251E-03	5.33248E+00
3.34451E-03	5.32552E+00
3.34646E-03	5.31873E+00
3.34840E-03	5.31195E+00
3.35035E-03	5.30518E+00
3.35230E-03	5.29841E+00
3.35425E-03	5.29165E+00
3.35583E-03	5.28619E+00
3.35620E-03	5.28428E+00
3.35815E-03	5.27424E+00
3.35944E-03	5.26755E+00
3.36074E-03	5.26087E+00
3.36204E-03	5.25420E+00
3.36334E-03	5.24754E+00
3.36450E-03	5.24160E+00
3.36585E-03	5.23473E+00
3.36603E-03	5.23329E+00
3.36705E-03	5.22541E+00
3.36807E-03	5.21753E+00
3.36909E-03	5.20966E+00
3.37011E-03	5.20181E+00
3.37114E-03	5.19397E+00
3.37216E-03	5.18615E+00
3.37333E-03	5.17714E+00
3.37412E-03	5.17114E+00
3.37424E-03	5.17027E+00
3.37491E-03	5.16204E+00
3.37569E-03	5.15242E+00
3.37648E-03	5.14282E+00
3.37727E-03	5.13324E+00
3.37805E-03	5.12369E+00
3.37876E-03	5.11514E+00
3.37938E-03	5.10760E+00
3.38001E-03	5.10008E+00
3.38062E-03	5.09270E+00
3.38063E-03	5.09251E+00
3.38125E-03	5.08088E+00
3.38188E-03	5.06928E+00
3.38250E-03	5.05772E+00
3.38313E-03	5.04620E+00
3.38367E-03	5.03621E+00
3.38413E-03	5.02774E+00
3.38437E-03	5.02352E+00
3.38460E-03	5.01739E+00
3.38506E-03	5.00518E+00
3.38552E-03	4.99301E+00
3.38599E-03	4.98089E+00
3.38645E-03	4.96883E+00
3.38691E-03	4.95684E+00
3.38714E-03	4.95088E+00
3.38733E-03	4.94411E+00
3.38769E-03	4.93064E+00
3.38805E-03	4.91722E+00
3.38841E-03	4.90387E+00
3.38878E-03	4.89059E+00
3.38914E-03	4.87739E+00
3.38950E-03	4.86430E+00
3.38956E-03	4.86213E+00
3.38986E-03	4.84700E+00
3.39019E-03	4.83096E+00
3.39047E-03	4.81702E+00
3.39075E-03	4.80318E+00
3.39101E-03	4.79043E+00
3.39103E-03	4.78913E+00
3.39131E-03	4.77100E+00
3.39160E-03	4.75302E+00
3.39188E-03	4.73520E+00
3.39216E-03	4.71757E+00
3.39230E-03	4.70885E+00
3.39240E-03	4.70057E+00
3.39260E-03	4.68415E+00
3.39280E-03	4.66787E+00
3.39300E-03	4.65175E+00
3.39321E-03	4.63581E+00
3.39335E-03	4.62481E+00
3.39341E-03	4.61868E+00
3.39361E-03	4.59848E+00
3.39381E-03	4.57856E+00
3.39400E-03	4.55995E+00
3.39415E-03	4.54554E+00
3.39418E-03	4.54206E+00
3.39436E-03	4.52157E+00
3.39450E-03	4.50651E+00
3.39456E-03	4.50050E+00
3.39464E-03	4.49019E+00
3.39477E-03	4.47315E+00
3.39491E-03	4.45656E+00
3.39504E-03	4.44052E+00
3.39513E-03	4.43018E+00
3.39523E-03	4.42018E+00
3.39532E-03	4.41058E+00
3.39540E-03	4.40241E+00
3.39550E-03	4.39232E+00
3.39557E-03	4.38604E+00
3.39564E-03	4.38019E+00
3.39571E-03	4.37479E+00
3.39578E-03	4.36992E+00
3.39585E-03	4.36564E+00
3.39593E-03	4.36202E+00
3.39600E-03	4.35914E+00
3.39607E-03	4.35710E+00
3.39614E-03	4.35599E+00
3.39617E-03	4.35596E+00
3.39621E-03	4.35943E+00
3.39628E-03	4.36665E+00
3.39635E-03	4.37519E+00
3.39642E-03	4.38518E+00
3.39649E-03	4.39679E+00
3.39653E-03	4.40597E+00
3.39654E-03	4.41163E+00
3.39660E-03	4.43062E+00
3.39665E-03	4.45093E+00
3.39671E-03	4.47265E+00
3.39676E-03	4.49167E+00
3.39677E-03	4.49742E+00
3.39682E-03	4.53070E+00
3.39688E-03	4.56576E+00
3.39693E-03	4.60273E+00
3.39695E-03	4.61692E+00
3.39699E-03	4.64738E+00
3.39704E-03	4.69743E+00
3.39708E-03	4.73554E+00
3.39710E-03	4.75228E+00
3.39715E-03	4.81615E+00
3.39721E-03	4.88271E+00
3.39726E-03	4.96282E+00
3.39732E-03	5.04703E+00
3.39737E-03	5.11859E+00
3.39738E-03	5.13673E+00
3.39744E-03	5.26403E+00
3.39747E-03	5.30827E+00
3.39751E-03	5.40620E+00
3.39757E-03	5.53069E+00
3.39758E-03	5.56190E+00
3.39765E-03	5.73676E+00
3.39767E-03	5.79053E+00
3.39771E-03	5.93066E+00
3.39777E-03	6.09098E+00
3.39778E-03	6.14111E+00
3.39785E-03	6.37408E+00
3.39787E-03	6.43646E+00
3.39792E-03	6.63054E+00
3.39797E-03	6.83060E+00
3.39799E-03	6.90661E+00
3.39805E-03	7.20810E+00
3.39807E-03	7.27261E+00
3.39814E-03	7.60079E+00
3.39817E-03	7.76459E+00
3.39821E-03	7.97382E+00
3.39827E-03	8.31269E+00
3.39828E-03	8.37326E+00
3.39835E-03	8.80725E+00
3.39836E-03	8.92152E+00
3.39842E-03	9.27378E+00
3.39846E-03	9.59219E+00
3.39849E-03	9.76889E+00
3.39856E-03	1.03276E+01
3.39859E-03	1.05756E+01
3.39866E-03	1.11261E+01
3.39869E-03	1.14037E+01
3.39876E-03	1.19906E+01
3.39881E-03	1.24598E+01
3.39887E-03	1.30652E+01
3.39893E-03	1.36036E+01
3.39900E-03	1.43826E+01
3.39907E-03	1.51486E+01
3.39913E-03	1.57958E+01
3.39922E-03	1.68224E+01
3.39926E-03	1.72966E+01
3.39944E-03	1.95255E+01
3.39945E-03	1.95753E+01
3.39971E-03	2.29962E+01
3.39978E-03	2.38337E+01
3.39997E-03	2.63059E+01
3.40003E-03	2.71091E+01
3.40013E-03	2.82740E+01
3.40020E-03	2.91180E+01
3.40029E-03	3.00544E+01
3.40039E-03	3.11726E+01
3.40041E-03	3.13581E+01
3.40054E-03	3.25339E+01
3.40056E-03	3.26447E+01
3.40067E-03	3.35187E+01
3.40072E-03	3.38330E+01
3.40080E-03	3.43179E+01
3.40086E-03	3.46535E+01
3.40092E-03	3.48836E+01
3.40100E-03	3.51522E+01
3.40101E-03	3.51886E+01
3.40113E-03	3.53933E+01
3.40115E-03	3.54153E+01
3.40126E-03	3.53996E+01
3.40129E-03	3.53738E+01
3.40131E-03	3.53503E+01
3.40139E-03	3.51867E+01
3.40144E-03	3.50493E+01
3.40152E-03	3.47558E+01
3.40157E-03	3.45330E+01
3.40166E-03	3.40535E+01
3.40168E-03	3.39423E+01
3.40177E-03	3.33186E+01
3.40181E-03	3.30696E+01
3.40189E-03	3.23629E+01
3.40195E-03	3.18935E+01
3.40206E-03	3.08572E+01
3.40210E-03	3.05514E+01
3.40226E-03	2.89040E+01
3.40250E-03	2.62326E+01
3.40270E-03	2.39826E+01
3.40285E-03	2.22151E+01
3.40301E-03	2.04790E+01
3.40304E-03	2.01735E+01
3.40313E-03	1.92558E+01
3.40322E-03	1.82733E+01
3.40326E-03	1.78914E+01
3.40332E-03	1.73396E+01
3.40342E-03	1.64449E+01
3.40344E-03	1.62624E+01
3.40351E-03	1.56084E+01
3.40358E-03	1.50684E+01
3.40359E-03	1.49853E+01
3.40366E-03	1.44409E+01
3.40374E-03	1.38318E+01
3.40382E-03	1.32773E+01
3.40389E-03	1.28032E+01
3.40390E-03	1.27407E+01
3.40398E-03	1.22523E+01
3.40404E-03	1.18938E+01
3.40410E-03	1.15715E+01
3.40416E-03	1.12553E+01
3.40419E-03	1.11003E+01
3.40422E-03	1.09591E+01
3.40430E-03	1.06143E+01
3.40434E-03	1.04125E+01
3.40437E-03	1.02908E+01
3.40442E-03	1.00924E+01
3.40447E-03	9.89742E+00
3.40449E-03	9.82068E+00
3.40452E-03	9.71726E+00
3.40457E-03	9.54794E+00
3.40462E-03	9.38161E+00
3.40465E-03	9.31616E+00
3.40468E-03	9.22838E+00
3.40473E-03	9.08470E+00
3.40478E-03	8.94356E+00
3.40480E-03	8.88806E+00
3.40483E-03	8.81389E+00
3.40488E-03	8.69250E+00
3.40493E-03	8.57327E+00
3.40495E-03	8.52638E+00
3.40498E-03	8.46388E+00
3.40503E-03	8.36163E+00
3.40509E-03	8.24126E+00
3.40510E-03	8.22159E+00
3.40515E-03	8.13689E+00
3.40521E-03	8.03746E+00
3.40527E-03	7.94007E+00
3.40532E-03	7.85250E+00
3.40533E-03	7.84584E+00
3.40539E-03	7.76776E+00
3.40545E-03	7.69125E+00
3.40551E-03	7.61620E+00
3.40555E-03	7.56704E+00
3.40557E-03	7.54648E+00
3.40563E-03	7.48601E+00
3.40569E-03	7.42664E+00
3.40575E-03	7.36828E+00
3.40578E-03	7.34434E+00
3.40581E-03	7.31615E+00
3.40587E-03	7.26867E+00
3.40593E-03	7.22194E+00
3.40599E-03	7.17591E+00
3.40600E-03	7.16834E+00
3.40608E-03	7.12524E+00
3.40616E-03	7.07695E+00
3.40624E-03	7.02951E+00
3.40632E-03	6.98281E+00
3.40636E-03	6.95979E+00
3.40640E-03	6.94166E+00
3.40648E-03	6.90598E+00
3.40656E-03	6.87080E+00
3.40664E-03	6.83606E+00
3.40672E-03	6.80170E+00
3.40676E-03	6.78473E+00
3.40684E-03	6.75864E+00
3.40696E-03	6.72014E+00
3.40708E-03	6.68215E+00
3.40720E-03	6.64460E+00
3.40733E-03	6.60587E+00
3.40736E-03	6.59513E+00
3.40746E-03	6.57058E+00
3.40760E-03	6.53776E+00
3.40774E-03	6.50522E+00
3.40777E-03	6.49805E+00
3.40792E-03	6.46910E+00
3.40810E-03	6.43470E+00
3.40828E-03	6.40061E+00
3.40846E-03	6.36676E+00
3.40857E-03	6.34621E+00
3.40864E-03	6.33645E+00
3.40885E-03	6.30741E+00
3.40910E-03	6.27449E+00
3.40934E-03	6.24182E+00
3.40958E-03	6.20937E+00
3.40974E-03	6.18786E+00
3.40982E-03	6.17977E+00
3.41006E-03	6.15566E+00
3.41030E-03	6.13170E+00
3.41055E-03	6.10786E+00
3.41083E-03	6.08019E+00
3.41115E-03	6.05614E+00
3.41147E-03	6.03225E+00
3.41179E-03	6.00848E+00
3.41212E-03	5.98484E+00
3.41228E-03	5.97306E+00
3.41244E-03	5.96467E+00
3.41276E-03	5.94796E+00
3.41308E-03	5.93134E+00
3.41345E-03	5.91272E+00
3.41385E-03	5.89212E+00
3.41425E-03	5.87161E+00
3.41465E-03	5.85117E+00
3.41469E-03	5.84913E+00
3.41506E-03	5.83658E+00
3.41546E-03	5.82269E+00
3.41586E-03	5.80885E+00
3.41627E-03	5.79506E+00
3.41672E-03	5.77959E+00
3.41722E-03	5.76246E+00
3.41751E-03	5.75255E+00
3.41773E-03	5.74756E+00
3.41823E-03	5.73571E+00
3.41873E-03	5.72390E+00
3.41924E-03	5.71212E+00
3.41974E-03	5.70037E+00
3.42049E-03	5.68280E+00
3.42102E-03	5.67065E+00
3.42120E-03	5.66770E+00
3.42190E-03	5.65625E+00
3.42261E-03	5.64484E+00
3.42331E-03	5.63346E+00
3.42402E-03	5.62211E+00
3.42472E-03	5.61078E+00
3.42543E-03	5.59948E+00
3.42549E-03	5.59851E+00
3.42613E-03	5.59101E+00
3.42694E-03	5.58160E+00
3.42776E-03	5.57221E+00
3.42857E-03	5.56284E+00
3.42938E-03	5.55349E+00
3.43019E-03	5.54416E+00
3.43100E-03	5.53486E+00
3.43161E-03	5.52790E+00
3.43232E-03	5.51979E+00
3.43252E-03	5.51748E+00
3.43299E-03	5.51222E+00
3.43345E-03	5.50694E+00
3.43392E-03	5.50167E+00
3.43438E-03	5.49643E+00
3.43485E-03	5.49121E+00
3.43520E-03	5.48731E+00
3.43555E-03	5.48344E+00
3.43578E-03	5.48088E+00
3.43601E-03	5.47833E+00
3.43624E-03	5.47580E+00
3.43642E-03	5.47392E+00
3.43659E-03	5.47206E+00
3.43677E-03	5.47023E+00
3.43688E-03	5.46903E+00
3.43700E-03	5.46785E+00
3.43712E-03	5.46670E+00
3.43723E-03	5.46558E+00
3.43732E-03	5.46476E+00
3.43741E-03	5.46398E+00
3.43750E-03	5.46322E+00
3.43758E-03	5.46251E+00
3.43767E-03	5.46184E+00
3.43773E-03	5.46142E+00
3.43779E-03	5.46103E+00
3.43785E-03	5.46068E+00
3.43790E-03	5.46035E+00
3.43796E-03	5.46007E+00
3.43802E-03	5.45982E+00
3.43808E-03	5.45963E+00
3.43811E-03	5.45955E+00
3.43814E-03	5.45918E+00
3.43819E-03	5.45848E+00
3.43825E-03	5.45785E+00
3.43831E-03	5.45730E+00
3.43836E-03	5.45690E+00
3.43841E-03	5.45652E+00
3.43847E-03	5.45621E+00
3.43852E-03	5.45600E+00
3.43858E-03	5.45589E+00
3.43863E-03	5.45589E+00
3.43869E-03	5.45600E+00
3.43874E-03	5.45625E+00
3.43880E-03	5.45663E+00
3.43885E-03	5.45716E+00
3.43891E-03	5.45786E+00
3.43896E-03	5.45873E+00
3.43901E-03	5.45979E+00
3.43907E-03	5.46106E+00
3.43912E-03	5.46255E+00
3.43918E-03	5.46427E+00
3.43923E-03	5.46625E+00
3.43929E-03	5.46849E+00
3.43934E-03	5.47102E+00
3.43940E-03	5.47386E+00
3.43945E-03	5.47702E+00
3.43951E-03	5.48052E+00
3.43956E-03	5.48412E+00
3.43961E-03	5.48805E+00
3.43966E-03	5.49232E+00
3.43971E-03	5.49696E+00
3.43976E-03	5.50198E+00
3.43981E-03	5.50740E+00
3.43986E-03	5.51323E+00
3.43991E-03	5.51949E+00
3.43996E-03	5.52619E+00
3.44004E-03	5.53710E+00
3.44012E-03	5.54909E+00
