E(MeV)	Lu-175
2.79693E-05	367.30579
2.79785E-05	353.176541
2.79795E-05	351.380795
2.79889E-05	335.134583
2.79899E-05	333.172789
2.79993E-05	315.449607
2.80014E-05	311.203328
2.80140E-05	285.639422
2.80254E-05	262.138971
2.80411E-05	230.013976
2.80427E-05	226.793082
2.80560E-05	200.432049
2.80677E-05	178.509318
2.80771E-05	162.077515
2.80865E-05	146.737872
2.80941E-05	135.216823
2.81027E-05	123.034576
2.81037E-05	121.658037
2.81084E-05	115.475552
2.81142E-05	108.354733
2.81199E-05	101.661792
2.81256E-05	95.3865309
2.81256E-05	95.3864219
2.81314E-05	89.5340493
2.81371E-05	84.0720767
2.81403E-05	81.2923337
2.81426E-05	79.2139618
2.81481E-05	74.6904406
2.81536E-05	70.4770736
2.81549E-05	69.5439233
2.81591E-05	66.5702916
2.81645E-05	62.9449985
2.81700E-05	59.5807426
2.81726E-05	58.0953775
2.81755E-05	56.4697653
2.81810E-05	53.5952198
2.81865E-05	50.933845
2.81883E-05	50.1127489
2.81919E-05	48.4796199
2.81982E-05	45.9039373
2.82039E-05	43.7673843
2.82060E-05	42.9956639
2.82139E-05	40.4069233
2.82217E-05	38.0889672
2.82248E-05	37.2576039
2.82295E-05	36.0216556
2.82373E-05	34.1730752
2.82452E-05	32.5104816
2.82457E-05	32.4105727
2.82530E-05	31.0269832
2.82608E-05	29.688259
2.82687E-05	28.4757212
2.82728E-05	27.8881516
2.82765E-05	27.3806351
2.82835E-05	26.4855127
2.82924E-05	25.4574668
2.83000E-05	24.6632081
2.83013E-05	24.5286243
2.83102E-05	23.6977627
2.83190E-05	22.9403602
2.83323E-05	21.9224208
2.83456E-05	21.0242316
2.83543E-05	20.5076325
2.83590E-05	20.2324601
2.83723E-05	19.5367911
2.83856E-05	18.9124466
2.83971E-05	18.4265245
2.83989E-05	18.3506728
2.84122E-05	17.8508602
2.84269E-05	17.3506196
2.84399E-05	16.9589419
2.84446E-05	16.8196197
2.84622E-05	16.3565039
2.84798E-05	15.9443402
2.85033E-05	15.4624713
2.85041E-05	15.4486026
2.85268E-05	15.059139
2.85502E-05	14.7120761
2.85737E-05	14.4130051
2.85829E-05	14.3129432
2.85972E-05	14.161699
2.86220E-05	13.940286
2.86481E-05	13.7463718
2.86742E-05	13.5883567
2.86977E-05	13.4916347
2.87322E-05	13.3577609
2.87698E-05	13.2852164
2.88074E-05	13.265429
2.88450E-05	13.2961466
2.88826E-05	13.3766798
2.89203E-05	13.5077023
2.89579E-05	13.6911268
2.89689E-05	13.7611081
2.89955E-05	13.9257807
2.90305E-05	14.1958655
2.90628E-05	14.4955146
2.90951E-05	14.8480014
2.91048E-05	14.9713169
2.91274E-05	15.2530644
2.91597E-05	15.7211335
2.91920E-05	16.2633136
2.92017E-05	16.4513219
2.92243E-05	16.8843538
2.92566E-05	17.6002127
2.92663E-05	17.8462299
2.92844E-05	18.3005251
2.93077E-05	18.9575326
2.93310E-05	19.6899276
2.93491E-05	20.3259431
2.93542E-05	20.5060152
2.93775E-05	21.4134546
2.94008E-05	22.4320194
2.94240E-05	23.5784917
2.94247E-05	23.6144567
2.94473E-05	24.866654
2.94673E-05	26.1131865
2.94841E-05	27.2712108
2.95009E-05	28.545981
2.95177E-05	29.9531636
2.95345E-05	31.5113121
2.95513E-05	33.2425647
2.95681E-05	35.173557
2.95843E-05	37.2534322
2.95849E-05	37.3369201
2.95998E-05	39.4820466
2.96127E-05	41.5460836
2.96179E-05	42.4567292
2.96257E-05	43.8275857
2.96386E-05	46.3567756
2.96412E-05	46.9191882
2.96515E-05	49.1771467
2.96606E-05	51.3835726
2.96644E-05	52.3326261
2.96735E-05	54.7805926
2.96741E-05	54.9560844
2.96838E-05	57.8342692
2.96864E-05	58.6763696
2.96935E-05	60.9997995
2.96961E-05	61.923608
2.97019E-05	64.0088248
2.97058E-05	65.5389298
2.97123E-05	68.0981273
2.97155E-05	69.5255329
2.97226E-05	72.6778362
2.97252E-05	73.9427625
2.97303E-05	76.4813203
2.97316E-05	77.173632
2.97381E-05	80.6453094
2.97459E-05	85.2147829
2.97517E-05	88.9811198
2.97536E-05	90.240579
2.97575E-05	93.0039939
2.97614E-05	95.7764898
2.97633E-05	97.2998988
2.97691E-05	101.885194
2.97749E-05	106.948747
2.97769E-05	108.642854
2.97808E-05	112.337099
2.97830E-05	114.500294
2.97866E-05	118.195324
2.97901E-05	121.904656
2.97924E-05	124.487373
2.97972E-05	130.043593
2.97982E-05	131.260013
2.98040E-05	138.586965
2.98043E-05	138.995874
2.98098E-05	146.601574
2.98114E-05	148.848198
2.98157E-05	155.239972
2.98186E-05	159.684313
2.98215E-05	164.545438
2.98257E-05	171.597328
2.98273E-05	174.562047
2.98328E-05	184.684299
2.98376E-05	194.454628
2.98396E-05	198.377651
2.98425E-05	204.756582
2.98460E-05	212.582023
2.98473E-05	215.657118
2.98522E-05	227.230706
2.98525E-05	228.005186
2.98570E-05	239.703483
2.98589E-05	244.736125
2.98619E-05	252.866968
2.98654E-05	262.841461
2.98667E-05	266.741213
2.98716E-05	281.418044
2.98719E-05	282.400111
2.98764E-05	297.150377
2.98783E-05	303.49538
2.98812E-05	313.68272
2.98848E-05	326.183191
2.98871E-05	334.732918
2.98926E-05	355.586541
2.98934E-05	358.876938
2.98993E-05	383.333184
2.98997E-05	384.7403
2.99060E-05	412.298895
2.99061E-05	413.008359
2.99123E-05	441.88771
2.99152E-05	455.615106
2.99165E-05	462.173593
2.99229E-05	495.076071
2.99242E-05	501.683558
2.99294E-05	529.958195
2.99339E-05	554.793703
2.99359E-05	566.11292
2.99423E-05	603.979492
2.99436E-05	611.583875
2.99510E-05	658.00648
2.99565E-05	692.46412
2.99598E-05	713.920032
2.99682E-05	769.907585
2.99727E-05	800.161865
2.99785E-05	840.307937
2.99914E-05	929.828808
3.00082E-05	1046.5304
3.00212E-05	1132.06156
3.00296E-05	1183.77015
3.00333E-05	1206.75141
3.00431E-05	1261.05649
3.00447E-05	1269.57375
3.00555E-05	1321.46235
3.00563E-05	1324.55265
3.00659E-05	1362.18926
3.00690E-05	1371.63624
3.00767E-05	1394.86965
3.00773E-05	1396.03399
3.00824E-05	1407.41672
3.00876E-05	1414.89906
3.00928E-05	1422.06425
3.00979E-05	1424.93236
3.00997E-05	1425.79529
3.01078E-05	1423.68603
3.01083E-05	1423.52279
3.01145E-05	1415.93513
3.01186E-05	1410.64244
3.01248E-05	1397.05401
3.01279E-05	1390.059
3.01341E-05	1371.29014
3.01362E-05	1364.91074
3.01434E-05	1337.14121
3.01465E-05	1325.06806
3.01523E-05	1297.97236
3.01575E-05	1273.62648
3.01613E-05	1253.41265
3.01691E-05	1210.52583
3.01704E-05	1202.76556
3.01801E-05	1144.14829
3.01814E-05	1136.27736
3.01931E-05	1059.88827
3.02008E-05	1008.65151
3.02086E-05	956.009648
3.02293E-05	814.989879
3.02428E-05	725.928166
3.02519E-05	669.114837
3.02564E-05	641.967763
3.02609E-05	614.895697
3.02693E-05	567.431773
3.02713E-05	556.518318
3.02800E-05	510.49302
3.02822E-05	499.32195
3.02887E-05	467.563538
3.02952E-05	438.008504
3.02974E-05	427.717634
3.03049E-05	396.42511
3.03062E-05	391.010109
3.03120E-05	368.256806
3.03146E-05	358.76465
3.03191E-05	342.248636
3.03242E-05	324.693809
3.03262E-05	318.147184
3.03320E-05	299.929726
3.03333E-05	295.904036
3.03404E-05	275.417311
3.03411E-05	273.696863
3.03475E-05	256.610449
3.03501E-05	250.309905
3.03546E-05	239.361419
3.03591E-05	229.285716
3.03617E-05	223.569644
3.03682E-05	210.438666
3.03688E-05	209.135282
3.03766E-05	194.835718
3.03772E-05	193.750986
3.03844E-05	181.917361
3.03863E-05	178.982074
3.03921E-05	170.249442
3.03953E-05	165.839414
3.03999E-05	159.722273
3.04063E-05	151.781479
3.04076E-05	150.210452
3.04154E-05	141.647336
3.04192E-05	137.75377
3.04231E-05	133.908377
3.04309E-05	126.914082
3.04322E-05	125.852433
3.04386E-05	120.612885
3.04451E-05	115.83953
3.04464E-05	114.896572
3.04548E-05	109.331242
3.04580E-05	107.405986
3.04645E-05	103.60527
3.04709E-05	100.210088
3.04742E-05	98.5336967
3.04839E-05	94.0378314
3.04936E-05	90.0775506
3.05033E-05	86.5327789
3.05130E-05	83.4247752
3.05226E-05	80.6493847
3.05238E-05	80.3504474
3.05356E-05	77.479476
3.05444E-05	75.6414389
3.05485E-05	74.8137512
3.05598E-05	72.8735857
3.05650E-05	72.1501573
3.05744E-05	70.8731881
3.05856E-05	69.7382853
3.05890E-05	69.4037685
3.05987E-05	68.7235916
3.06068E-05	68.3915711
3.06133E-05	68.1443995
3.06230E-05	68.0682523
3.06280E-05	68.1584817
3.06327E-05	68.2566718
3.06434E-05	68.7871893
3.06492E-05	69.2789942
3.06540E-05	69.6861737
3.06646E-05	70.9979305
3.06705E-05	71.9743745
3.06752E-05	72.7697592
3.06831E-05	74.440596
3.06882E-05	75.6904702
3.06911E-05	76.435367
3.06991E-05	78.7940978
3.07058E-05	81.1310058
3.07070E-05	81.5422027
3.07150E-05	84.7432406
3.07223E-05	88.125111
3.07235E-05	88.7352483
3.07294E-05	91.8133522
3.07365E-05	95.9490842
3.07383E-05	97.1029321
3.07436E-05	100.592007
3.07506E-05	105.76256
3.07530E-05	107.672266
3.07577E-05	111.517888
3.07648E-05	117.884978
3.07648E-05	117.885068
3.07719E-05	124.934145
3.07778E-05	131.373046
3.07789E-05	132.6683
3.07860E-05	141.154758
3.07875E-05	143.07881
3.07931E-05	150.423883
3.07972E-05	156.319581
3.08010E-05	161.819438
3.08069E-05	171.036591
3.08090E-05	174.277234
3.08167E-05	187.319555
3.08170E-05	187.823359
3.08249E-05	202.478094
3.08249E-05	202.478278
3.08329E-05	218.237457
3.08332E-05	218.858971
3.08408E-05	235.084066
3.08432E-05	240.415468
3.08514E-05	259.145916
3.08532E-05	263.42533
3.08620E-05	284.897863
3.08632E-05	287.912519
3.08727E-05	312.107009
3.08732E-05	313.707963
3.08839E-05	342.61095
3.08998E-05	386.102709
3.09169E-05	432.982615
3.09287E-05	464.182041
3.09399E-05	492.020341
3.09505E-05	516.133257
3.09511E-05	517.320291
3.09608E-05	536.952
3.09676E-05	548.422072
3.09710E-05	554.216492
3.09796E-05	566.146778
3.09817E-05	568.354213
3.09902E-05	577.070436
3.09930E-05	578.891197
3.09996E-05	583.039144
3.10059E-05	584.631341
3.10091E-05	585.381094
3.10157E-05	584.820209
3.10166E-05	584.438031
3.10251E-05	580.863963
3.10270E-05	579.418632
3.10333E-05	574.410563
3.10430E-05	563.414753
3.10440E-05	562.323561
3.10524E-05	549.464967
3.10541E-05	546.940112
3.10631E-05	530.431647
3.10642E-05	528.241131
3.10748E-05	505.602797
3.10855E-05	480.360721
3.10866E-05	477.339437
3.10972E-05	450.016942
3.10984E-05	446.79083
3.11149E-05	401.43274
3.11361E-05	342.896728
3.11420E-05	326.613625
3.11562E-05	289.235547
3.11656E-05	265.575531
3.11751E-05	243.124617
3.11762E-05	240.479033
3.11839E-05	223.329321
3.11927E-05	204.777355
3.11939E-05	202.473434
3.12016E-05	187.552697
3.12104E-05	171.617442
3.12116E-05	169.661407
3.12193E-05	157.01212
3.12260E-05	146.658789
3.12293E-05	142.064608
3.12337E-05	135.837775
3.12414E-05	125.903879
3.12467E-05	119.591012
3.12490E-05	116.80452
3.12567E-05	108.515824
3.12635E-05	101.818353
3.12644E-05	100.951257
3.12720E-05	94.1026559
3.12797E-05	87.8687473
3.12803E-05	87.4286237
3.12859E-05	83.2842551
3.12929E-05	78.4664528
3.12971E-05	75.8947663
3.13000E-05	74.0744923
3.13071E-05	70.0793767
3.13139E-05	66.5765306
3.13142E-05	66.4256014
3.13212E-05	63.1125753
3.13283E-05	60.0785541
3.13307E-05	59.1512973
3.13354E-05	57.3157601
3.13425E-05	54.7896313
3.13484E-05	52.8548958
3.13495E-05	52.4719714
3.13590E-05	49.6910866
3.13660E-05	47.8118691
3.13678E-05	47.3476448
3.13766E-05	45.2441359
3.13855E-05	43.3308557
3.13896E-05	42.5156674
3.13943E-05	41.5972187
3.14032E-05	40.0209046
3.14120E-05	38.5725464
3.14132E-05	38.3967119
3.14238E-05	36.8396441
3.14356E-05	35.2791732
3.14438E-05	34.2879038
3.14474E-05	33.870849
3.14621E-05	32.3048648
3.14754E-05	31.0336246
3.14816E-05	30.4921842
3.14886E-05	29.885692
3.15019E-05	28.8439766
3.15152E-05	27.8849685
3.15193E-05	27.6124309
3.15329E-05	26.7375843
3.15505E-05	25.7045641
3.15682E-05	24.7634196
3.15759E-05	24.3897359
3.15859E-05	23.9131287
3.16068E-05	23.0051162
3.16230E-05	22.3688431
3.16310E-05	22.0641796
3.16552E-05	21.2294166
3.16793E-05	20.4711334
3.16938E-05	20.0569668
3.17035E-05	19.7862101
3.17277E-05	19.1694274
3.17518E-05	18.6010857
3.17645E-05	18.3251706
3.17760E-05	18.0826532
3.18043E-05	17.5322975
3.18367E-05	16.9550241
3.18529E-05	16.6908033
3.18691E-05	16.4354113
3.19016E-05	15.9665047
3.19340E-05	15.5337682
3.19414E-05	15.4425628
3.19664E-05	15.1439287
3.19988E-05	14.7849162
3.20475E-05	14.2906716
3.20592E-05	14.1808942
3.20872E-05	13.9308243
3.21270E-05	13.6015645
3.21771E-05	13.2199379
3.21801E-05	13.1984798
3.22331E-05	12.8463997
3.22862E-05	12.5233807
3.23392E-05	12.2252691
3.23540E-05	12.1484319
3.23923E-05	11.9600107
3.24453E-05	11.7178003
3.25102E-05	11.4437527
3.25485E-05	11.2951887
3.25868E-05	11.1554205
3.26634E-05	10.900558
3.27401E-05	10.6667908
3.27784E-05	10.5589746
3.28167E-05	10.4584158
3.28933E-05	10.2728525
3.29700E-05	10.1007947
3.30466E-05	9.94075842
3.30849E-05	9.86626118
3.31262E-05	9.79208772
3.32087E-05	9.65489059
3.33325E-05	9.46816637
3.34563E-05	9.30199721
3.34622E-05	9.29497489
3.35801E-05	9.16602125
3.37451E-05	9.0126173
3.38449E-05	8.93448928
3.39446E-05	8.86758789
3.40443E-05	8.81231279
3.41441E-05	8.76916959
3.42438E-05	8.73911714
3.43436E-05	8.72354387
3.44433E-05	8.72428748
3.45430E-05	8.74377058
3.46122E-05	8.76988932
3.46813E-05	8.80776999
3.47504E-05	8.8589675
3.47557E-05	8.86408642
3.48196E-05	8.91936464
3.48887E-05	8.99722208
3.49578E-05	9.09622474
3.50110E-05	9.19157363
3.50270E-05	9.21861029
3.50788E-05	9.32567129
3.51439E-05	9.48772196
3.51918E-05	9.62961912
3.52397E-05	9.79420065
3.52397E-05	9.79420099
3.52875E-05	9.97945689
3.53354E-05	10.1954896
3.53833E-05	10.4477376
3.54191E-05	10.6646915
3.54417E-05	10.8186742
3.54550E-05	10.9076404
3.54936E-05	11.2011685
3.55228E-05	11.4521109
3.55521E-05	11.7310287
3.55813E-05	12.0417768
3.56106E-05	12.3889018
3.56398E-05	12.7777963
3.56691E-05	13.2149035
3.56983E-05	13.7079863
3.57236E-05	14.1860761
3.57449E-05	14.6318502
3.57661E-05	15.1225763
3.57874E-05	15.6643595
3.58034E-05	16.1144101
3.58087E-05	16.2656712
3.58300E-05	16.9376051
3.58512E-05	17.6867845
3.58725E-05	18.5257619
3.58752E-05	18.6429663
3.58914E-05	19.3662866
3.59079E-05	20.1794196
3.59243E-05	21.0762296
3.59408E-05	22.0694275
3.59469E-05	22.4793552
3.59573E-05	23.1827817
3.59738E-05	24.4319285
3.59810E-05	25.0339334
3.59862E-05	25.4729033
3.59985E-05	26.6187062
3.60065E-05	27.4312852
3.60109E-05	27.8823371
3.60214E-05	29.0645343
3.60278E-05	29.8560047
3.60342E-05	30.6548376
3.60469E-05	32.4397481
3.60565E-05	33.9364218
3.60661E-05	35.5753084
3.60756E-05	37.3933321
3.60788E-05	38.0616989
3.60852E-05	39.4096961
3.60916E-05	40.9013948
3.60948E-05	41.6543459
3.61044E-05	44.162027
3.61139E-05	46.9842926
3.61171E-05	48.0260272
3.61219E-05	49.6038289
3.61278E-05	51.7136118
3.61291E-05	52.1978032
3.61363E-05	55.048588
3.61384E-05	55.9713925
3.61434E-05	58.1814841
3.61464E-05	59.5806655
3.61506E-05	61.6313865
3.61543E-05	63.595317
3.61578E-05	65.4333996
3.61623E-05	68.0659147
3.61650E-05	69.6271016
3.61703E-05	73.0481839
3.61722E-05	74.2556989
3.61783E-05	78.6034165
3.61793E-05	79.366102
3.61862E-05	84.798167
3.61865E-05	85.0089434
3.61937E-05	91.2425773
3.61942E-05	91.7494622
3.62011E-05	98.3913576
3.62022E-05	99.5137451
3.62086E-05	106.302054
3.62098E-05	107.698573
3.62160E-05	115.048281
3.62174E-05	116.761728
3.62235E-05	124.704489
3.62249E-05	126.782129
3.62309E-05	135.347309
3.62325E-05	137.841015
3.62384E-05	147.054356
3.62401E-05	150.020008
3.62458E-05	159.903038
3.62477E-05	163.400112
3.62533E-05	173.969169
3.62552E-05	178.037407
3.62596E-05	187.052778
3.62628E-05	194.062993
3.62660E-05	201.124141
3.62704E-05	211.481238
3.62724E-05	216.222491
3.62780E-05	230.349542
3.62788E-05	232.381798
3.62852E-05	249.639554
3.62857E-05	251.162503
3.62915E-05	268.026356
3.62937E-05	274.501768
3.62979E-05	287.538165
3.63016E-05	299.673191
3.63070E-05	317.117634
3.63096E-05	326.408376
3.63149E-05	345.099048
3.63176E-05	354.963909
3.63229E-05	374.801199
3.63256E-05	385.294638
3.63336E-05	416.949373
3.63351E-05	423.639781
3.63442E-05	461.755074
3.63447E-05	464.101763
3.63543E-05	506.539324
3.63554E-05	511.276743
3.63676E-05	568.567496
3.64000E-05	721.318196
3.64149E-05	788.686948
3.64170E-05	798.270888
3.64277E-05	842.901922
3.64293E-05	849.095037
3.64372E-05	879.809802
3.64426E-05	898.358371
3.64468E-05	913.024266
3.64552E-05	938.628244
3.64555E-05	939.584977
3.64643E-05	962.019683
3.64677E-05	968.937233
3.64758E-05	984.951676
3.64779E-05	987.979244
3.64838E-05	996.125667
3.64898E-05	1001.33038
3.64923E-05	1003.40437
3.64997E-05	1005.83957
3.65008E-05	1005.67075
3.65085E-05	1003.84016
3.65153E-05	998.668402
3.65170E-05	997.251619
3.65260E-05	985.213435
3.65268E-05	983.672025
3.65334E-05	971.389956
3.65340E-05	969.92213
3.65423E-05	950.477989
3.65436E-05	946.913778
3.65516E-05	924.263995
3.65532E-05	919.070524
3.65612E-05	892.741959
3.65638E-05	882.967969
3.65713E-05	855.286325
3.65745E-05	842.172681
3.65861E-05	793.652181
3.65872E-05	789.203125
3.66026E-05	719.294269
3.66080E-05	695.019872
3.66372E-05	558.383776
3.66494E-05	503.223599
3.66521E-05	491.68528
3.66590E-05	461.793176
3.66680E-05	424.366599
3.66686E-05	422.175288
3.66781E-05	384.721659
3.66787E-05	382.74881
3.66859E-05	356.245275
3.66893E-05	344.182778
3.66946E-05	325.733876
3.67000E-05	308.454545
3.67034E-05	297.297585
3.67106E-05	275.713517
3.67122E-05	270.951914
3.67210E-05	246.684847
3.67212E-05	245.997169
3.67268E-05	231.673888
3.67319E-05	219.463878
3.67335E-05	215.64252
3.67409E-05	199.012729
3.67425E-05	195.710191
3.67483E-05	183.706942
3.67505E-05	179.672552
3.67558E-05	169.665402
3.67584E-05	165.051437
3.67632E-05	156.81366
3.67664E-05	151.7601
3.67707E-05	145.078458
3.67744E-05	139.708623
3.67781E-05	134.392275
3.67850E-05	125.339756
3.67856E-05	124.651465
3.67917E-05	117.348018
3.67957E-05	112.947338
3.67989E-05	109.469591
3.68060E-05	102.294082
3.68063E-05	102.050316
3.68132E-05	95.7951196
3.68169E-05	92.7076093
3.68204E-05	89.8771993
3.68276E-05	84.4907702
3.68276E-05	84.4907013
3.68348E-05	79.6166553
3.68382E-05	77.4639689
3.68419E-05	75.1758519
3.68489E-05	71.2766139
3.68491E-05	71.1285144
3.68563E-05	67.45729
3.68595E-05	65.9564308
3.68635E-05	64.1047589
3.68701E-05	61.2800709
3.68717E-05	60.6124565
3.68805E-05	57.27775
3.68861E-05	55.3497911
3.68893E-05	54.2667703
3.68980E-05	51.5552731
3.68988E-05	51.330025
3.69068E-05	49.114227
3.69137E-05	47.3550226
3.69156E-05	46.8890554
3.69244E-05	44.8718234
3.69286E-05	43.9701934
3.69331E-05	43.0308503
3.69419E-05	41.3462592
3.69510E-05	39.7560822
3.69536E-05	39.2986946
3.69637E-05	37.7110741
3.69733E-05	36.3352423
3.69765E-05	35.8861788
3.69892E-05	34.2539156
3.69956E-05	33.5079049
3.70020E-05	32.7778191
3.70148E-05	31.4384109
3.70212E-05	30.8210784
3.70275E-05	30.2185382
3.70445E-05	28.7520308
3.70531E-05	28.0873755
3.70616E-05	27.4395758
3.70786E-05	26.2607001
3.70850E-05	25.8562052
3.70956E-05	25.1983696
3.71135E-05	24.181984
3.71169E-05	24.0092119
3.71315E-05	23.269333
3.71494E-05	22.4339386
3.71594E-05	22.0051765
3.71674E-05	21.6724899
3.71913E-05	20.7604655
3.72073E-05	20.2090163
3.72153E-05	19.9419818
3.72392E-05	19.2136279
3.72605E-05	18.6220293
3.72631E-05	18.5503904
3.72870E-05	17.9602141
3.73130E-05	17.3745032
3.73136E-05	17.3607325
3.73389E-05	16.857778
3.73735E-05	16.2348722
3.73934E-05	15.9123926
3.74080E-05	15.6857752
3.74426E-05	15.2044992
3.74652E-05	14.9202828
3.74772E-05	14.775429
3.75117E-05	14.3972027
3.75370E-05	14.1464049
3.75463E-05	14.0577753
3.76173E-05	13.4740073
3.76327E-05	13.3671077
3.76710E-05	13.1143788
3.77247E-05	12.8093194
3.77284E-05	12.7913135
3.77785E-05	12.5605659
3.78322E-05	12.349849
3.78510E-05	12.2876995
3.78859E-05	12.1801589
3.79396E-05	12.0443182
3.79934E-05	11.9353371
3.80003E-05	11.9246399
3.80513E-05	11.8559421
3.81092E-05	11.8053649
3.81864E-05	11.7790455
3.82243E-05	11.7887688
3.82636E-05	11.8042621
3.83408E-05	11.8808056
3.84180E-05	12.0046595
3.84923E-05	12.1719955
3.84953E-05	12.1787886
3.85725E-05	12.4133303
3.86358E-05	12.6508937
3.87100E-05	12.9870829
3.87842E-05	13.3935732
3.88337E-05	13.7086049
3.88832E-05	14.0631255
3.89326E-05	14.4614979
3.89475E-05	14.5956989
3.89821E-05	14.9120749
3.90291E-05	15.3922445
3.90736E-05	15.898331
3.91182E-05	16.4602874
3.91454E-05	16.8420963
3.91627E-05	17.0879027
3.92072E-05	17.7909279
3.92517E-05	18.5744483
3.92839E-05	19.2065911
3.92963E-05	19.4524003
3.93408E-05	20.4424342
3.93631E-05	20.9928671
3.93784E-05	21.3760902
3.94244E-05	22.6601067
3.94422E-05	23.2115312
3.94551E-05	23.6149628
3.94858E-05	24.6621189
3.95164E-05	25.8046307
3.95214E-05	26.0061952
3.95471E-05	27.0672432
3.95768E-05	28.4084955
3.95778E-05	28.453731
3.96085E-05	29.9929266
3.96243E-05	30.874746
3.96441E-05	31.987499
3.96559E-05	32.7219988
3.96678E-05	33.4627204
3.96876E-05	34.7981835
3.96916E-05	35.0677861
3.97153E-05	36.820693
3.97193E-05	37.1381362
3.97391E-05	38.7405745
3.97509E-05	39.7874118
3.97628E-05	40.8454517
3.97826E-05	42.7696736
3.97866E-05	43.1584588
3.98063E-05	45.2766674
3.98083E-05	45.4906928
3.98281E-05	47.8103002
3.98340E-05	48.5637328
3.98479E-05	50.3385445
3.98538E-05	51.1638265
3.98677E-05	53.1058964
3.98736E-05	54.0111204
3.98875E-05	56.1422817
3.98934E-05	57.1382133
3.99073E-05	59.4840779
3.99132E-05	60.583415
3.99271E-05	63.1742215
3.99330E-05	64.392044
3.99468E-05	67.259589
3.99478E-05	67.4839218
3.99627E-05	70.8757746
3.99647E-05	71.3326071
3.99805E-05	75.3050172
3.99805E-05	75.3050444
3.99963E-05	79.6601634
3.99963E-05	79.6601934
4.00122E-05	84.4475254
4.00122E-05	84.4475584
4.00240E-05	88.4025671
4.00280E-05	89.7325134
4.00359E-05	92.6433722
4.00438E-05	95.5804161
4.00478E-05	97.1934865
4.00596E-05	102.0768
4.00596E-05	102.076846
4.00715E-05	107.512457
4.00755E-05	109.343278
4.00834E-05	113.361391
4.00888E-05	116.153613
4.00953E-05	119.727932
4.00997E-05	122.226568
4.01042E-05	124.917331
4.01106E-05	128.839433
4.01141E-05	131.118713
4.01215E-05	136.05111
4.01240E-05	137.829493
4.01324E-05	143.937266
4.01339E-05	145.105703
4.01433E-05	152.583055
4.01438E-05	153.010677
4.01536E-05	161.653608
4.01541E-05	162.090903
4.01635E-05	171.129056
4.01650E-05	172.573664
4.01734E-05	181.477904
4.01754E-05	183.59878
4.01828E-05	192.230069
4.01853E-05	195.1414
4.01917E-05	203.352234
4.01952E-05	207.82552
4.02006E-05	215.460334
4.02051E-05	221.781463
4.02096E-05	228.654724
4.02150E-05	237.156537
4.02185E-05	243.044417
4.02249E-05	254.111763
4.02274E-05	258.747284
4.02348E-05	272.823259
4.02363E-05	275.890012
4.02429E-05	289.836796
4.02447E-05	293.487779
4.02496E-05	304.819985
4.02541E-05	315.126012
4.02575E-05	323.796169
4.02630E-05	337.573594
4.02655E-05	344.330134
4.02719E-05	362.092955
4.02734E-05	366.512215
4.02808E-05	388.852702
4.02813E-05	390.456705
4.02892E-05	416.402395
4.02897E-05	418.042638
4.02971E-05	444.489399
4.02986E-05	449.838706
4.03050E-05	474.716803
4.03075E-05	484.391552
4.03130E-05	507.194467
4.03164E-05	521.872884
4.03219E-05	546.442335
4.03243E-05	557.743734
4.03308E-05	589.144819
4.03347E-05	608.69184
4.03397E-05	634.951473
4.03451E-05	664.156081
4.03486E-05	684.052828
4.03555E-05	724.264868
4.03575E-05	736.512679
4.03659E-05	789.069572
4.03740E-05	843.667001
4.03763E-05	858.70504
4.03849E-05	920.333058
4.03862E-05	929.217924
4.03931E-05	981.86823
4.04010E-05	1042.54139
4.04040E-05	1066.62036
4.04139E-05	1147.52868
4.04159E-05	1163.84602
4.04287E-05	1275.11494
4.04356E-05	1335.53877
4.04475E-05	1442.10898
4.04732E-05	1674.12999
4.04911E-05	1829.40259
4.05044E-05	1938.33068
4.05069E-05	1956.3801
4.05215E-05	2061.78533
4.05267E-05	2098.14176
4.05362E-05	2154.64565
4.05401E-05	2177.6251
4.05473E-05	2211.77404
4.05536E-05	2241.23209
4.05583E-05	2258.31852
4.05655E-05	2282.79535
4.05702E-05	2294.10056
4.05773E-05	2309.81511
4.05814E-05	2314.15244
4.05900E-05	2321.76616
4.05944E-05	2320.54657
4.06023E-05	2316.7668
4.06056E-05	2311.48802
4.06137E-05	2297.26897
4.06169E-05	2288.23909
4.06248E-05	2264.45237
4.06272E-05	2256.94173
4.06375E-05	2213.98542
4.06383E-05	2210.5369
4.06502E-05	2147.80899
4.06521E-05	2137.02394
4.06632E-05	2067.18909
4.06646E-05	2058.2557
4.06763E-05	1975.17131
4.06771E-05	1969.43984
4.06899E-05	1868.47228
4.06949E-05	1829.13602
4.07048E-05	1745.55379
4.07523E-05	1339.68403
4.07651E-05	1234.56737
4.07661E-05	1226.83771
4.07780E-05	1134.75321
4.07839E-05	1091.24864
4.07909E-05	1041.00269
4.07998E-05	980.640613
4.08037E-05	954.097299
4.08116E-05	904.795518
4.08152E-05	883.019997
4.08235E-05	835.498546
4.08266E-05	817.990299
4.08354E-05	772.732894
4.08381E-05	759.038591
4.08463E-05	720.761501
4.08495E-05	706.113549
4.08573E-05	674.134272
4.08610E-05	659.005616
4.08682E-05	632.643506
4.08725E-05	617.280598
4.08791E-05	596.007696
4.08840E-05	580.738484
4.08901E-05	563.906288
4.08955E-05	549.090685
4.09018E-05	533.999024
4.09070E-05	521.886863
