E(MeV)	pendfb7/Cs133:1
8.75806E-04	9.66428766
8.75870E-04	9.98010378
8.75910E-04	10.1851785
8.75985E-04	10.5998759
8.76014E-04	10.7626149
8.76100E-04	11.2947684
8.76118E-04	11.4033753
8.76216E-04	12.075071
8.76221E-04	12.115357
8.76320E-04	12.8641207
8.76325E-04	12.9089924
8.76423E-04	13.7447487
8.76429E-04	13.7948459
8.76507E-04	14.5286247
8.76527E-04	14.7332308
8.76585E-04	15.3284456
8.76631E-04	15.8420379
8.76666E-04	16.2345336
8.76735E-04	17.0837219
8.76746E-04	17.2280527
8.76827E-04	18.3230312
8.76839E-04	18.4931581
8.76908E-04	19.5308523
8.76917E-04	19.6722913
8.76989E-04	20.8679921
8.76994E-04	20.9725887
8.77069E-04	22.3536599
8.77081E-04	22.5839026
8.77130E-04	23.5774338
8.77150E-04	24.0165208
8.77191E-04	24.9071898
8.77219E-04	25.5949591
8.77260E-04	26.5718824
8.77289E-04	27.3263595
8.77318E-04	28.0921973
8.77358E-04	29.245454
8.77375E-04	29.7474383
8.77427E-04	31.3701182
8.77433E-04	31.5533582
8.77491E-04	33.5310758
8.77496E-04	33.7451965
8.77548E-04	35.7023606
8.77566E-04	36.4098926
8.77606E-04	38.0864236
8.77629E-04	39.127314
8.77664E-04	40.7113727
8.77687E-04	41.8583297
8.77718E-04	43.4576885
8.77744E-04	44.8750785
8.77770E-04	46.3129848
8.77802E-04	48.2149587
8.77822E-04	49.4431785
8.77860E-04	51.9144945
8.77874E-04	52.8793148
8.77917E-04	56.0185001
8.77926E-04	56.6559142
8.77975E-04	60.576493
8.77978E-04	60.8107396
8.78030E-04	65.3891431
8.78033E-04	65.665806
8.78082E-04	70.4355057
8.78088E-04	71.0446253
8.78131E-04	75.6736823
8.78140E-04	76.6739637
8.78177E-04	81.0643737
8.78191E-04	82.8840885
8.78223E-04	86.9391144
8.78243E-04	89.7184234
8.78269E-04	93.3380646
8.78295E-04	97.2338358
8.78316E-04	100.30274
8.78347E-04	105.488588
8.78362E-04	107.875592
8.78399E-04	114.542048
8.78408E-04	116.09948
8.78451E-04	124.453362
8.78454E-04	125.016643
8.78494E-04	133.427644
8.78497E-04	134.07045
8.78546E-04	145.125235
8.78558E-04	147.925594
8.78598E-04	157.849712
8.78618E-04	163.176341
8.78650E-04	171.647472
8.78679E-04	179.887983
8.78702E-04	186.555631
8.78740E-04	198.109294
8.78754E-04	202.600199
8.78800E-04	217.830324
8.78802E-04	218.311341
8.78864E-04	240.268609
8.78865E-04	240.783913
8.78927E-04	264.382524
8.78928E-04	264.935668
8.78990E-04	290.536127
8.79037E-04	309.738105
8.79083E-04	330.258897
8.79123E-04	348.37027
8.79389E-04	474.242446
8.79423E-04	490.555806
8.79492E-04	522.002916
8.79518E-04	533.412526
8.79565E-04	553.347491
8.79589E-04	563.185362
8.79638E-04	582.011799
8.79654E-04	588.09729
8.79716E-04	609.276893
8.79718E-04	609.964558
8.79778E-04	627.3708
8.79783E-04	628.480284
8.79838E-04	641.389977
8.79848E-04	643.466497
8.79908E-04	653.531312
8.79917E-04	654.977452
8.79980E-04	661.208816
8.80000E-04	661.992284
8.80047E-04	663.340243
8.80065E-04	662.802724
8.80111E-04	660.942027
8.80134E-04	658.641529
8.80180E-04	653.602286
8.80208E-04	649.044222
8.80240E-04	643.432588
8.80282E-04	634.000711
8.80314E-04	626.409711
8.80351E-04	615.919203
8.80376E-04	608.539423
8.80420E-04	593.895583
8.80452E-04	582.924256
8.80494E-04	567.188607
8.80528E-04	553.900695
8.80595E-04	526.147373
8.80611E-04	519.386977
8.80877E-04	401.080175
8.80929E-04	378.08012
8.80981E-04	355.936083
8.81015E-04	341.289135
8.81050E-04	327.338901
8.81096E-04	308.887342
8.81119E-04	300.200029
8.81174E-04	279.739982
8.81177E-04	278.672115
8.81235E-04	258.602286
8.81237E-04	257.608051
8.81295E-04	238.881037
8.81298E-04	237.954252
8.81356E-04	220.637408
8.81364E-04	218.067767
8.81416E-04	203.664967
8.81468E-04	190.29437
8.81477E-04	188.206682
8.81520E-04	177.880162
8.81523E-04	177.236703
8.81569E-04	167.039633
8.81572E-04	166.408097
8.81615E-04	157.577349
8.81624E-04	155.827777
8.81661E-04	148.770741
8.81676E-04	146.082522
8.81708E-04	140.584346
8.81728E-04	137.119782
8.81754E-04	132.990453
8.81783E-04	128.448096
8.81800E-04	125.933506
8.81840E-04	120.1256
8.81846E-04	119.361978
8.81898E-04	112.567811
8.81904E-04	111.872886
8.81956E-04	105.699047
8.81961E-04	105.067518
8.82013E-04	99.4552608
8.82019E-04	98.8807473
8.82071E-04	93.7751939
8.82077E-04	93.2521911
8.82129E-04	88.6026131
8.82134E-04	88.1257079
8.82186E-04	83.8856313
8.82192E-04	83.4551454
8.82250E-04	79.2011621
8.82261E-04	78.3595902
8.82308E-04	75.3038841
8.82331E-04	73.793907
8.82377E-04	71.0345954
8.82400E-04	69.6720746
8.82446E-04	67.1757572
8.82469E-04	65.9425525
8.82515E-04	63.6771084
8.82538E-04	62.5574597
8.82584E-04	60.5217817
8.82631E-04	58.5090138
8.82654E-04	57.6025997
8.82723E-04	54.9135499
8.82792E-04	52.5062826
8.82815E-04	51.7117001
8.82861E-04	50.268069
8.82907E-04	48.8404606
8.82954E-04	47.5451175
8.83011E-04	45.9458037
8.83046E-04	45.0805758
8.83127E-04	43.0856523
8.83138E-04	42.828718
8.83231E-04	40.7969117
8.83242E-04	40.5455132
8.83323E-04	38.9524577
8.83357E-04	38.2765083
8.83415E-04	37.2517974
8.83473E-04	36.2370507
8.83507E-04	35.680876
8.83588E-04	34.3954676
8.83600E-04	34.2270725
8.83704E-04	32.7271742
8.83715E-04	32.5738135
8.83819E-04	31.208806
8.83830E-04	31.071426
8.83946E-04	29.7123918
8.83992E-04	29.1739746
8.84061E-04	28.4535708
8.84165E-04	27.3832537
8.84177E-04	27.2765134
8.84292E-04	26.2191775
8.84338E-04	25.7998351
8.84407E-04	25.2325852
8.84511E-04	24.3889084
8.84523E-04	24.3039409
8.84673E-04	23.2098974
8.84684E-04	23.1265531
8.84823E-04	22.2247731
8.84892E-04	21.7781213
8.84973E-04	21.3074738
8.85077E-04	20.707939
8.85123E-04	20.4647038
8.85261E-04	19.7415496
8.85273E-04	19.6863196
8.85423E-04	18.974644
8.85446E-04	18.8660134
8.85573E-04	18.3276882
8.85723E-04	17.696467
8.85901E-04	17.0339353
8.86000E-04	16.6736748
8.86080E-04	16.4086782
8.86259E-04	15.8268348
8.86276E-04	15.7709514
8.86438E-04	15.3030924
8.86559E-04	14.9548338
8.86617E-04	14.8053622
8.86796E-04	14.3454786
8.86842E-04	14.2277849
8.87064E-04	13.714918
8.87124E-04	13.5762489
8.87269E-04	13.275853
8.87407E-04	12.9896871
8.87499E-04	12.8189922
8.87730E-04	12.3957192
8.87831E-04	12.2118765
8.87961E-04	12.0036837
8.88192E-04	11.6362824
8.88255E-04	11.535913
8.88422E-04	11.3011624
8.88653E-04	10.9795362
8.88682E-04	10.9396315
8.88999E-04	10.5479728
8.89115E-04	10.4067064
8.89288E-04	10.2164491
8.89547E-04	9.93312965
8.89576E-04	9.90468025
8.89865E-04	9.62221291
8.89980E-04	9.50995069
8.90153E-04	9.35920472
8.90441E-04	9.10958008
8.90557E-04	9.01031249
8.90730E-04	8.87713939
8.91062E-04	8.62374857
8.91163E-04	8.55464838
8.91552E-04	8.29032015
8.91711E-04	8.18335811
8.91920E-04	8.05760739
8.92287E-04	7.83791545
8.92360E-04	7.79509444
8.92655E-04	7.63676015
8.93009E-04	7.44866786
8.93023E-04	7.4417706
8.93513E-04	7.20894684
8.93874E-04	7.03904909
8.94004E-04	6.98414973
8.94494E-04	6.778381
8.94739E-04	6.67626354
8.94984E-04	6.58465544
8.95431E-04	6.41889386
8.95835E-04	6.27021471
8.96037E-04	6.19637229
8.96239E-04	6.13023548
8.96845E-04	5.93377028
8.97277E-04	5.79498411
8.97710E-04	5.65763131
8.98143E-04	5.52188604
8.98431E-04	5.43239794
8.98720E-04	5.34382347
8.99008E-04	5.25627711
8.99254E-04	5.1826652
8.99498E-04	5.11035189
8.99558E-04	5.09180604
8.99862E-04	4.99825867
9.00064E-04	4.93699846
9.00267E-04	4.87675501
9.00389E-04	4.84099659
9.00469E-04	4.81539117
9.00672E-04	4.75186037
9.00861E-04	4.69408514
9.01018E-04	4.64714563
9.01035E-04	4.64129384
9.01210E-04	4.58412723
9.01385E-04	4.52863826
9.01559E-04	4.47508148
9.01681E-04	4.43915912
9.01734E-04	4.42130972
9.01908E-04	4.36442534
9.02039E-04	4.32374927
9.02170E-04	4.28503259
9.02205E-04	4.27528209
9.02292E-04	4.24626392
9.02415E-04	4.20785042
9.02537E-04	4.17196383
9.02659E-04	4.13898141
9.02729E-04	4.122053
9.02781E-04	4.10653637
9.02903E-04	4.07424178
9.02995E-04	4.05299031
9.03087E-04	4.03466486
9.03148E-04	4.02484889
9.03192E-04	4.01651237
9.03279E-04	4.00371148
9.03366E-04	3.99499835
9.03453E-04	3.99103165
9.03541E-04	3.99263191
9.03628E-04	4.00083848
9.03693E-04	4.01212027
9.03741E-04	4.02418693
9.03759E-04	4.02999207
9.03824E-04	4.05781335
9.03881E-04	4.08765725
9.03916E-04	4.10969875
9.03934E-04	4.123258
9.03986E-04	4.17008273
9.04038E-04	4.22405334
9.04047E-04	4.23444095
9.04091E-04	4.29605479
9.04143E-04	4.3797936
9.04156E-04	4.40361914
9.04195E-04	4.48512672
9.04222E-04	4.54629122
9.04248E-04	4.61430341
9.04283E-04	4.71378842
9.04318E-04	4.8318855
9.04335E-04	4.89543057
9.04353E-04	4.96513413
9.04387E-04	5.11461392
9.04418E-04	5.26796698
9.04440E-04	5.38535835
9.04457E-04	5.48691125
9.04475E-04	5.59641586
9.04497E-04	5.74223524
9.04510E-04	5.83647796
9.04536E-04	6.03721357
9.04545E-04	6.1092037
9.04575E-04	6.37748013
9.04580E-04	6.4186631
9.04614E-04	6.76931416
9.04641E-04	7.06615206
9.04649E-04	7.16973345
9.04667E-04	7.39039025
9.04684E-04	7.62106693
9.04693E-04	7.74297797
9.04710E-04	7.99758252
9.04719E-04	8.13106555
9.04737E-04	8.40966321
9.04745E-04	8.55569817
9.04763E-04	8.86023072
9.04772E-04	9.01978739
9.04789E-04	9.35230365
9.04798E-04	9.52645537
9.04815E-04	9.88911042
9.04824E-04	10.078967
9.04841E-04	10.4756273
9.04855E-04	10.8077076
9.04868E-04	11.1121591
9.04887E-04	11.6123923
9.04894E-04	11.8028397
9.04918E-04	12.4992518
9.04920E-04	12.5512973
9.04946E-04	13.3660909
9.04950E-04	13.4796072
9.04972E-04	14.2494164
9.04981E-04	14.5584989
9.04999E-04	15.2028877
9.05013E-04	15.7405374
9.05025E-04	16.2305284
9.05044E-04	17.0327835
9.05051E-04	17.3362936
9.05075E-04	18.4422105
9.05077E-04	18.5243423
9.05103E-04	19.8052638
9.05107E-04	19.9829491
9.05129E-04	21.1956422
9.05156E-04	22.6490382
9.05159E-04	22.8503434
9.05182E-04	24.222954
9.05194E-04	24.9895485
9.05208E-04	25.898863
9.05229E-04	27.3119692
9.05234E-04	27.6781626
9.05260E-04	29.572868
9.05264E-04	29.8358248
9.05295E-04	32.2821134
9.05299E-04	32.5661517
9.05330E-04	35.2042451
9.05334E-04	35.5100059
9.05365E-04	38.345143
9.05369E-04	38.6731358
9.05400E-04	41.7092899
9.05404E-04	42.0598709
9.05435E-04	45.3153726
9.05452E-04	47.0970306
9.05470E-04	49.1273426
9.05491E-04	51.5280403
9.05505E-04	53.1761541
9.05543E-04	57.861994
9.05585E-04	63.3087928
9.05596E-04	64.7158885
9.05627E-04	69.0428952
9.05648E-04	72.0135218
9.05669E-04	75.0543939
9.05718E-04	82.3632474
9.05725E-04	83.4345811
9.05795E-04	94.4818571
9.05959E-04	121.304569
9.06039E-04	134.183383
9.06053E-04	136.368831
9.06116E-04	145.85466
9.06121E-04	146.610825
9.06179E-04	154.578938
9.06186E-04	155.499568
9.06231E-04	161.107813
9.06249E-04	163.140691
9.06284E-04	166.88697
9.06304E-04	168.978005
9.06331E-04	171.330382
9.06360E-04	173.775005
9.06376E-04	174.878874
9.06411E-04	177.108082
9.06425E-04	177.850155
9.06461E-04	179.379197
9.06500E-04	180.580177
9.06513E-04	180.8175
9.06556E-04	181.00142
9.06588E-04	180.86126
9.06596E-04	180.698247
9.06643E-04	179.396907
9.06652E-04	179.037696
9.06692E-04	177.080175
9.06713E-04	175.820188
9.06744E-04	173.663996
9.06764E-04	172.132032
9.06802E-04	168.785081
9.06821E-04	166.919083
9.06853E-04	163.626395
9.06895E-04	158.848429
9.06916E-04	156.313805
9.06975E-04	148.607268
9.06982E-04	147.665201
9.07052E-04	137.741277
9.07066E-04	135.65544
9.07254E-04	107.107349
9.07317E-04	97.7660669
9.07331E-04	95.7360876
9.07387E-04	87.7961472
9.07418E-04	83.4427515
9.07436E-04	81.1091515
9.07485E-04	74.7378785
9.07488E-04	74.2951743
9.07534E-04	68.7489049
9.07541E-04	67.9210366
9.07581E-04	63.3340466
9.07593E-04	61.9823304
9.07628E-04	58.2786652
9.07645E-04	56.4795683
9.07659E-04	55.1050856
9.07691E-04	52.0876786
9.07698E-04	51.4335591
9.07722E-04	49.2576598
9.07750E-04	46.8352562
9.07754E-04	46.545814
9.07785E-04	44.010863
9.07816E-04	41.6467673
9.07827E-04	40.8807751
9.07848E-04	39.4208535
9.07869E-04	38.0032175
9.07879E-04	37.3288749
9.07911E-04	35.366503
9.07942E-04	33.5601982
9.07953E-04	32.9763256
9.07974E-04	31.8704289
9.07994E-04	30.7989387
9.08005E-04	30.2921647
9.08036E-04	28.8205652
9.08068E-04	27.4754221
9.08078E-04	27.0412731
9.08099E-04	26.2228952
9.08120E-04	25.431909
9.08133E-04	24.9846288
9.08158E-04	24.1179842
9.08171E-04	23.6813284
9.08183E-04	23.3031462
9.08209E-04	22.5407788
9.08222E-04	22.143877
9.08234E-04	21.8234189
9.08259E-04	21.1534832
9.08273E-04	20.7933897
9.08285E-04	20.5223791
9.08310E-04	19.9338766
9.08324E-04	19.6095957
9.08348E-04	19.1184153
9.08376E-04	18.5672931
9.08386E-04	18.3727589
9.08424E-04	17.694623
9.08427E-04	17.649518
9.08462E-04	17.0929157
9.08495E-04	16.5961006
9.08500E-04	16.5241043
9.08541E-04	15.9871377
9.08563E-04	15.7019919
9.08571E-04	15.6055955
9.08602E-04	15.2603239
9.08631E-04	14.9403819
9.08647E-04	14.7762107
9.08693E-04	14.3399311
9.08709E-04	14.1994954
9.08739E-04	13.9477108
9.08785E-04	13.5829312
9.08796E-04	13.4987226
9.08831E-04	13.2572435
9.08877E-04	12.9499122
9.08883E-04	12.9071911
9.08922E-04	12.6758536
9.08968E-04	12.4131655
9.08970E-04	12.4009521
9.09014E-04	12.1836116
9.09073E-04	11.8981419
9.09101E-04	11.7643811
9.09132E-04	11.6375321
9.09191E-04	11.3994
9.09232E-04	11.2357454
9.09250E-04	11.1742702
9.09328E-04	10.9049786
9.09363E-04	10.7884502
9.09407E-04	10.6592665
9.09485E-04	10.4327134
9.09538E-04	10.2850647
9.09564E-04	10.2199091
9.09643E-04	10.0288081
9.09712E-04	9.86243624
9.09728E-04	9.8299516
9.09870E-04	9.53662912
9.09887E-04	9.50149096
9.09983E-04	9.33167082
9.10097E-04	9.13561787
9.10145E-04	9.0543528
9.10210E-04	8.95794872
9.10324E-04	8.79427368
9.10393E-04	8.69538135
9.10437E-04	8.64182517
9.10550E-04	8.50518048
9.10668E-04	8.36569869
9.10725E-04	8.29990316
9.10865E-04	8.16071096
9.11022E-04	8.00774195
9.11057E-04	7.97435875
9.11179E-04	7.87259331
9.11336E-04	7.74414746
9.11389E-04	7.70203877
9.11493E-04	7.62963609
9.11650E-04	7.52292891
9.11808E-04	7.4179477
9.11862E-04	7.38195631
9.11961E-04	7.32688924
9.12114E-04	7.24274072
9.12267E-04	7.16004713
9.12336E-04	7.12379368
9.12421E-04	7.0855215
9.12536E-04	7.03478545
9.12651E-04	6.98524569
9.12804E-04	6.92169325
9.12859E-04	6.90005496
9.12881E-04	6.89300062
9.12957E-04	6.86967813
9.13015E-04	6.85334899
9.13074E-04	6.83790439
9.13134E-04	6.8239399
9.13173E-04	6.81576632
9.13212E-04	6.8088312
9.13250E-04	6.80320293
9.13288E-04	6.79885046
9.13326E-04	6.79595338
9.13363E-04	6.79471204
9.13401E-04	6.79534864
9.13439E-04	6.79810813
9.13477E-04	6.80325877
9.13480E-04	6.80387694
9.13515E-04	6.81388624
9.13543E-04	6.8239862
9.13571E-04	6.83591308
9.13600E-04	6.84981597
9.13628E-04	6.86584855
9.13657E-04	6.88417255
9.13685E-04	6.90495252
9.13713E-04	6.92836015
9.13742E-04	6.95456748
9.13770E-04	6.98375232
9.13798E-04	7.0160884
9.13824E-04	7.04848973
9.13850E-04	7.08379508
9.13876E-04	7.1221344
9.13902E-04	7.1636339
9.13910E-04	7.17767349
9.13941E-04	7.23472216
9.13980E-04	7.31425339
9.14018E-04	7.40188366
9.14057E-04	7.49788841
9.14096E-04	7.60248458
9.14135E-04	7.71579837
9.14174E-04	7.83787456
9.14213E-04	7.96863789
9.14264E-04	8.15893493
9.14315E-04	8.36336078
9.14367E-04	8.58074028
9.14435E-04	8.88787394
9.14697E-04	10.1397873
9.14760E-04	10.4301386
9.14815E-04	10.6610287
9.14881E-04	10.9188032
9.14945E-04	11.1290378
9.15003E-04	11.2834148
9.15047E-04	11.3779952
9.15098E-04	11.450163
9.15154E-04	11.4913789
9.15199E-04	11.4945937
9.15254E-04	11.4625192
9.15296E-04	11.4116392
9.15347E-04	11.319418
9.15372E-04	11.2589691
9.15388E-04	11.2191542
9.15439E-04	11.0649274
9.15487E-04	10.8956844
9.15544E-04	10.6647986
9.15611E-04	10.3634134
9.15697E-04	9.93842041
9.15939E-04	8.66530962
9.16001E-04	8.35169398
9.16063E-04	8.05283183
9.16110E-04	7.84034247
9.16156E-04	7.64246395
9.16156E-04	7.63908516
9.16198E-04	7.47117878
9.16242E-04	7.30677677
9.16275E-04	7.19074873
9.16308E-04	7.08096771
9.16341E-04	6.97741158
9.16374E-04	6.87998847
9.16406E-04	6.78857823
9.16439E-04	6.70302151
9.16472E-04	6.62313066
9.16505E-04	6.5486854
9.16538E-04	6.4794544
9.16568E-04	6.42082613
9.16598E-04	6.36610047
9.16627E-04	6.31507494
9.16633E-04	6.30556974
9.16657E-04	6.26941309
9.16687E-04	6.22750661
9.16717E-04	6.18868261
9.16747E-04	6.15274053
9.16777E-04	6.1194837
9.16807E-04	6.08871768
9.16836E-04	6.06025889
9.16866E-04	6.03392717
9.16896E-04	6.00955407
9.16926E-04	5.98697625
9.16956E-04	5.96604171
9.16986E-04	5.94660728
9.17016E-04	5.92853754
9.17046E-04	5.91170634
9.17075E-04	5.89599761
9.17105E-04	5.88130338
9.17111E-04	5.8785478
9.17135E-04	5.86848536
9.17175E-04	5.85298123
9.17213E-04	5.83943062
9.17251E-04	5.82687706
9.17288E-04	5.81518917
9.17326E-04	5.80425127
9.17364E-04	5.79396199
9.17421E-04	5.77955392
9.17478E-04	5.76615782
9.17534E-04	5.75357182
9.17591E-04	5.74163479
9.17667E-04	5.72651134
9.17742E-04	5.71208651
9.17856E-04	5.69140576
9.17969E-04	5.67154722
9.18083E-04	5.65227348
9.18234E-04	5.62723392
9.18258E-04	5.62336866
9.18385E-04	5.60566805
9.18561E-04	5.58185345
9.18736E-04	5.55847494
9.18999E-04	5.52403496
9.19437E-04	5.46785283
9.19532E-04	5.45580869
9.19787E-04	5.42891123
9.20153E-04	5.39078644
9.20520E-04	5.35308907
9.20886E-04	5.31573202
9.21435E-04	5.26020335
9.21634E-04	5.24025836
9.21985E-04	5.2109896
9.22534E-04	5.16546902
9.23005E-04	5.12667961
9.23446E-04	5.09059744
9.23582E-04	5.0811283
9.24158E-04	5.04107121
9.24734E-04	5.00121619
9.25598E-04	4.94175218
9.25668E-04	4.93693972
9.26462E-04	4.89039128
9.27326E-04	4.83998175
9.28010E-04	4.80027077
9.28147E-04	4.79356513
9.28967E-04	4.75350383
9.30061E-04	4.7003017
9.31155E-04	4.64731354
9.31702E-04	4.62091117
9.32249E-04	4.59893266
9.33343E-04	4.55513271
9.34436E-04	4.51146871
9.35530E-04	4.46792372
9.36077E-04	4.44621574
9.37171E-04	4.40905738
9.38812E-04	4.35352061
9.40453E-04	4.29815746
9.42112E-04	4.24944121
9.43772E-04	4.2008673
9.45437E-04	4.15224582
9.47115E-04	4.10339346
9.48793E-04	4.05843147
9.51030E-04	3.99868603
9.52288E-04	3.96519517
9.53547E-04	3.93179279
9.54805E-04	3.89849249
9.56064E-04	3.86531236
9.57182E-04	3.8359402
9.58301E-04	3.80670442
9.59140E-04	3.78207466
9.59978E-04	3.75757338
9.60798E-04	3.73378264
9.61580E-04	3.711282
9.62101E-04	3.69640908
9.62622E-04	3.68166551
9.63013E-04	3.67073034
9.63143E-04	3.66615952
9.63534E-04	3.65258175
9.63925E-04	3.63914783
9.64316E-04	3.62589287
9.64707E-04	3.61286489
9.65073E-04	3.60091539
9.65261E-04	3.5949449
9.65318E-04	3.59253211
9.65562E-04	3.58236805
9.65806E-04	3.57241844
9.66050E-04	3.56273303
9.66234E-04	3.55568131
9.66417E-04	3.54885087
9.66600E-04	3.54228715
9.66661E-04	3.54019275
9.66739E-04	3.53631768
9.66893E-04	3.52882618
9.67048E-04	3.52166206
9.67164E-04	3.51654684
9.67280E-04	3.51169584
9.67396E-04	3.50715906
9.67512E-04	3.5030023
9.67541E-04	3.50209655
9.67628E-04	3.49706078
9.67705E-04	3.49293136
9.67783E-04	3.48911619
9.67860E-04	3.48568261
9.67940E-04	3.48265039
9.68001E-04	3.48073857
9.68062E-04	3.47927977
9.68123E-04	3.47837806
9.68184E-04	3.47816786
9.68225E-04	3.47849558
9.68225E-04	3.47849554
9.68265E-04	3.47707068
9.68306E-04	3.47616696
9.68347E-04	3.47587221
9.68387E-04	3.47628977
9.68428E-04	3.47754073
9.68469E-04	3.47976649
9.68499E-04	3.48217359
9.68530E-04	3.48529987
9.68567E-04	3.49012542
9.68599E-04	3.49552864
9.68632E-04	3.50211967
9.68664E-04	3.51004856
9.68697E-04	3.51948058
9.68721E-04	3.52765087
9.68746E-04	3.53685294
9.68770E-04	3.54717749
9.68795E-04	3.55871986
9.68819E-04	3.57158304
9.68843E-04	3.58587686
9.68868E-04	3.60171682
9.68892E-04	3.61922499
9.68917E-04	3.63853173
9.68941E-04	3.65977371
9.68966E-04	3.68309554
9.68990E-04	3.70864679
9.69014E-04	3.73658336
9.69039E-04	3.76706974
9.69063E-04	3.80027699
9.69092E-04	3.84268966
9.69122E-04	3.892832
9.69153E-04	3.94819088
9.69183E-04	4.00914356
9.69214E-04	4.0760664
9.69244E-04	4.14934795
9.69275E-04	4.22936809
9.69299E-04	4.29908222
9.69306E-04	4.31697445
9.69336E-04	4.41391775
9.69367E-04	4.51872379
9.69397E-04	4.63173161
9.69425E-04	4.74072852
9.69452E-04	4.85684837
9.69462E-04	4.9030261
9.69489E-04	5.02626213
9.69525E-04	5.21029841
9.69562E-04	5.40805173
9.69599E-04	5.61970972
9.69625E-04	5.7826632
9.69635E-04	5.84695341
9.69672E-04	6.09228567
9.69716E-04	6.40173542
9.69759E-04	6.72818439
9.69766E-04	6.78493525
9.69817E-04	7.19923786
9.69880E-04	7.74638391
9.69892E-04	7.86143669
9.69951E-04	8.40764131
9.70029E-04	9.16363884
9.70140E-04	10.2545763
9.70179E-04	10.6453998
9.70257E-04	11.3885347
9.70270E-04	11.5033712
9.70325E-04	11.9973893
9.70368E-04	12.3455529
9.70433E-04	12.8271502
9.70492E-04	13.1959081
9.70537E-04	13.4352824
9.70589E-04	13.6539811
9.70635E-04	13.7948542
9.70639E-04	13.802461
9.70700E-04	13.9008403
9.70752E-04	13.9132154
9.70785E-04	13.884487
9.70794E-04	13.8738874
9.70845E-04	13.7654044
9.70886E-04	13.6370542
9.70889E-04	13.6237638
9.70935E-04	13.428681
9.70987E-04	13.1524568
9.70993E-04	13.1160852
9.71045E-04	12.7764021
9.71104E-04	12.347788
9.71163E-04	11.8741813
9.71182E-04	11.7110711
9.71260E-04	11.0100398
9.71273E-04	10.890951
9.71371E-04	9.97513153
9.71444E-04	9.27683511
9.71508E-04	8.69577828
9.71520E-04	8.57874571
9.71583E-04	8.02260946
9.71634E-04	7.60112498
9.71684E-04	7.20300551
9.71726E-04	6.89422422
9.71759E-04	6.66427838
9.71791E-04	6.44529118
9.71824E-04	6.23731901
9.71856E-04	6.04035596
9.71889E-04	5.85429073
9.71921E-04	5.67896325
9.71954E-04	5.5141323
9.71980E-04	5.38773661
9.72011E-04	5.25003073
9.72019E-04	5.21556057
9.72042E-04	5.12281076
9.72072E-04	5.00444088
9.72103E-04	4.89381501
9.72133E-04	4.79057518
9.72164E-04	4.69433897
9.72194E-04	4.60473101
9.72206E-04	4.57138436
9.72225E-04	4.52314798
9.72255E-04	4.44861745
9.72286E-04	4.379566
9.72313E-04	4.32180106
9.72339E-04	4.27080778
9.72365E-04	4.2230587
9.72391E-04	4.17834129
9.72417E-04	4.13645757
9.72418E-04	4.13491981
9.72443E-04	4.09966372
9.72469E-04	4.06542289
9.72495E-04	4.03345718
9.72521E-04	4.00360096
9.72547E-04	3.97569369
9.72573E-04	3.94958489
9.72599E-04	3.92513192
9.72625E-04	3.90220353
9.72651E-04	3.88067406
9.72677E-04	3.86042704
9.72687E-04	3.85294772
9.72703E-04	3.84261047
9.72746E-04	3.81660738
9.72780E-04	3.7976674
9.72815E-04	3.78017408
9.72850E-04	3.76395556
9.72883E-04	3.74928746
9.72917E-04	3.73555124
9.72950E-04	3.72263497
9.72984E-04	3.71044085
9.73013E-04	3.70071418
9.73029E-04	3.69600249
9.73074E-04	3.68399634
9.73118E-04	3.67279089
9.73163E-04	3.66225946
9.73208E-04	3.65229708
9.73253E-04	3.64281539
9.73320E-04	3.62933829
9.73387E-04	3.61658507
9.73436E-04	3.60772843
9.73454E-04	3.60503162
9.73521E-04	3.5956069
9.73607E-04	3.5841495
9.73688E-04	3.57368925
9.73811E-04	3.55864948
9.73933E-04	3.5442257
9.74055E-04	3.53028845
9.74177E-04	3.51674639
9.74218E-04	3.51234184
9.74299E-04	3.50532717
9.74462E-04	3.49172169
9.74625E-04	3.47851746
9.74788E-04	3.46564577
9.74991E-04	3.44994434
9.75236E-04	3.4315718
9.75480E-04	3.41361947
9.75911E-04	3.38277223
9.76233E-04	3.36025162
9.76491E-04	3.34253197
9.76878E-04	3.31639964
9.77265E-04	3.29077085
9.77652E-04	3.26563264
9.78054E-04	3.24007249
9.78341E-04	3.22213898
9.78484E-04	3.21332808
9.78628E-04	3.20295842
9.78915E-04	3.18256004
9.79202E-04	3.16253991
9.79490E-04	3.14294381
9.79633E-04	3.13338567
9.79777E-04	3.12189265
9.80064E-04	3.09945497
9.80315E-04	3.08033827
9.80531E-04	3.06439098
9.80686E-04	3.05320612
9.80746E-04	3.0477983
9.80961E-04	3.02885387
9.81177E-04	3.01050867
9.81392E-04	2.99285346
9.81608E-04	2.97599873
9.81643E-04	2.97334562
9.81823E-04	2.95591358
9.82008E-04	2.93877721
9.82164E-04	2.92513015
9.82320E-04	2.91224351
9.82409E-04	2.90531197
9.82475E-04	2.89854769
9.82631E-04	2.88356538
9.82786E-04	2.86975117
9.82942E-04	2.85730326
9.82984E-04	2.85432587
9.83058E-04	2.84688221
9.83175E-04	2.83630013
9.83283E-04	2.82757468
9.83391E-04	2.81999359
9.83498E-04	2.81372474
9.83510E-04	2.81319669
9.83606E-04	2.80581781
9.83714E-04	2.79928341
9.83821E-04	2.79483076
