E(MeV)	Nb-nat			
2.92121E-03	4.38445			
2.92125E-03	4.37897			
2.92135E-03	4.363			
2.92149E-03	4.34202			
2.92162E-03	4.32257			
2.92176E-03	4.30497			
2.92185E-03	4.29447			
2.92196E-03	4.28427			
2.92197E-03	4.28328			
2.92208E-03	4.27781			
2.92218E-03	4.27457			
2.92224E-03	4.27426			
2.92229E-03	4.27748			
2.92236E-03	4.2838			
2.92243E-03	4.29171			
2.92250E-03	4.30138			
2.92252E-03	4.30488			
2.92257E-03	4.31788			
2.92264E-03	4.33869			
2.92267E-03	4.34569			
2.92271E-03	4.36698			
2.92279E-03	4.40022			
2.92281E-03	4.41113			
2.92286E-03	4.44327			
2.92293E-03	4.49269			
2.92295E-03	4.50656			
2.92300E-03	4.55528			
2.92306E-03	4.61754			
2.92308E-03	4.64193			
2.92312E-03	4.68147			
2.92317E-03	4.75315			
2.92319E-03	4.77624			
2.92323E-03	4.83614			
2.92328E-03	4.92635			
2.92329E-03	4.94444			
2.92334E-03	5.03154			
2.92339E-03	5.14366			
2.92340E-03	5.15262			
2.92345E-03	5.27525			
2.92350E-03	5.40773			
2.92350E-03	5.41377			
2.92356E-03	5.57572			
2.92361E-03	5.71755			
2.92361E-03	5.74611			
2.92367E-03	5.93772			
2.92367E-03	5.95804			
2.92372E-03	6.15019			
2.92374E-03	6.22949			
2.92378E-03	6.38236			
2.92381E-03	6.53357			
2.92383E-03	6.63546			
2.92388E-03	6.87301			
2.92389E-03	6.91071			
2.92396E-03	7.27981			
2.92402E-03	7.64372			
2.92404E-03	7.76847			
2.92408E-03	8.03814			
2.92412E-03	8.31514			
2.92414E-03	8.4645			
2.92420E-03	8.92396			
2.92425E-03	9.43044			
2.92427E-03	9.60333			
2.92431E-03	9.97409			
2.92435E-03	10.3548			
2.92439E-03	10.762			
2.92443E-03	11.1809			
2.92447E-03	11.6276			
2.92451E-03	12.0864			
2.92455E-03	12.5721			
2.92458E-03	12.9283			
2.92464E-03	13.6821			
2.92467E-03	14.0685			
2.92472E-03	14.8889			
2.92475E-03	15.3087			
2.92481E-03	16.197			
2.92484E-03	16.6506			
2.92489E-03	17.6069			
2.92492E-03	18.0943			
2.92498E-03	19.1182			
2.92501E-03	19.64			
2.92508E-03	21.1168			
2.92510E-03	21.3957			
2.92520E-03	23.5007			
2.92521E-03	23.7452			
2.92530E-03	25.7381			
2.92536E-03	27.1622			
2.92540E-03	28.0827			
2.92555E-03	31.6357			
2.92557E-03	32.2025			
2.92573E-03	36.1839			
2.92591E-03	40.8601			
2.92604E-03	44.1021			
2.92610E-03	45.5508			
2.92620E-03	47.8976			
2.92629E-03	49.9662			
2.92634E-03	50.935			
2.92643E-03	52.7969			
2.92647E-03	53.653			
2.92657E-03	55.2764			
2.92661E-03	55.997			
2.92670E-03	57.356			
2.92679E-03	58.4458			
2.92682E-03	58.7986			
2.92690E-03	59.5222			
2.92694E-03	59.8093			
2.92700E-03	60.1435			
2.92705E-03	60.3826			
2.92710E-03	60.4968			
2.92716E-03	60.6033			
2.92721E-03	60.5786			
2.92725E-03	60.5128			
2.92730E-03	60.3415			
2.92739E-03	59.929			
2.92753E-03	58.8209			
2.92766E-03	57.2381			
2.92780E-03	55.2342			
2.92795E-03	52.5331			
2.92796E-03	52.4458			
2.92809E-03	49.8402			
2.92817E-03	48.122			
2.92824E-03	46.7188			
2.92854E-03	39.8565			
2.92855E-03	39.6012			
2.92868E-03	36.7008			
2.92882E-03	33.5966			
2.92884E-03	33.3574			
2.92896E-03	30.7201			
2.92899E-03	30.0884			
2.92907E-03	28.6121			
2.92916E-03	26.8433			
2.92926E-03	25.1988			
2.92928E-03	24.8574			
2.92935E-03	23.6511			
2.92939E-03	23.0163			
2.92945E-03	22.2005			
2.92950E-03	21.3803			
2.92951E-03	21.2811			
2.92959E-03	20.21			
2.92961E-03	19.9427			
2.92966E-03	19.3058			
2.92971E-03	18.629			
2.92973E-03	18.4479			
2.92980E-03	17.6499			
2.92981E-03	17.4368			
2.92987E-03	16.907			
2.92992E-03	16.3598			
2.92994E-03	16.2059			
2.93001E-03	15.5584			
2.93002E-03	15.3921			
2.93008E-03	14.9598			
2.93013E-03	14.5258			
2.93015E-03	14.3975			
2.93022E-03	13.8809			
2.93023E-03	13.7534			
2.93029E-03	13.4086			
2.93035E-03	12.9986			
2.93036E-03	12.954			
2.93041E-03	12.6245			
2.93043E-03	12.5438			
2.93048E-03	12.2853			
2.93054E-03	11.9601			
2.93057E-03	11.8184			
2.93061E-03	11.6615			
2.93067E-03	11.385			
2.93071E-03	11.2045			
2.93073E-03	11.1245			
2.93080E-03	10.8898			
2.93085E-03	10.6853			
2.93086E-03	10.6627			
2.93092E-03	10.4632			
2.93099E-03	10.2676			
2.93099E-03	10.2462			
2.93105E-03	10.0952			
2.93112E-03	9.92846			
2.93114E-03	9.87387			
2.93118E-03	9.77959			
2.93124E-03	9.64082			
2.93131E-03	9.50451			
2.93135E-03	9.41515			
2.93138E-03	9.3649			
2.93145E-03	9.24166			
2.93152E-03	9.12058			
2.93156E-03	9.04909			
2.93159E-03	9.00744			
2.93166E-03	8.90503			
2.93170E-03	8.8447			
2.93177E-03	8.76648			
2.93187E-03	8.63903			
2.93198E-03	8.51398			
2.93199E-03	8.50578			
2.93209E-03	8.40986			
2.93219E-03	8.3088			
2.93227E-03	8.23576			
2.93230E-03	8.21364			
2.93244E-03	8.10498			
2.93255E-03	8.01934			
2.93267E-03	7.92962			
2.93272E-03	7.89864			
2.93289E-03	7.79419			
2.93303E-03	7.70832			
2.93306E-03	7.69371			
2.93323E-03	7.60723			
2.93346E-03	7.49341			
2.93352E-03	7.46531			
2.93369E-03	7.39588			
2.93391E-03	7.30445			
2.93414E-03	7.214			
2.93424E-03	7.1748			
2.93439E-03	7.12455			
2.93468E-03	7.03421			
2.93496E-03	6.94478			
2.93505E-03	6.91818			
2.93524E-03	6.86487			
2.93553E-03	6.78936			
2.93561E-03	6.76692			
2.93595E-03	6.68932			
2.93638E-03	6.59341			
2.93675E-03	6.51106			
2.93676E-03	6.50837			
2.93712E-03	6.44047			
2.93748E-03	6.37315			
2.93784E-03	6.30645			
2.93805E-03	6.26789			
2.93833E-03	6.21879			
2.93845E-03	6.19728			
2.93855E-03	6.1802			
2.93876E-03	6.14669			
2.93891E-03	6.12213			
2.93907E-03	6.09821			
2.93922E-03	6.07512			
2.93938E-03	6.05307			
2.93948E-03	6.03909			
2.93959E-03	6.02579			
2.93969E-03	6.01326			
2.93980E-03	6.00162			
2.93990E-03	5.99098			
2.94000E-03	5.98147			
2.94011E-03	5.97319			
2.94021E-03	5.9665			
2.94031E-03	5.96118			
2.94041E-03	5.95735			
2.94051E-03	5.95509			
2.94061E-03	5.95447			
2.94071E-03	5.95556			
2.94081E-03	5.95838			
2.94091E-03	5.96293			
2.94101E-03	5.96919			
2.94111E-03	5.97709			
2.94122E-03	5.98713			
2.94136E-03	6.0039			
2.94137E-03	6.00508			
2.94157E-03	6.03825			
2.94195E-03	6.10595			
2.94215E-03	6.13683			
2.94226E-03	6.15181			
2.94238E-03	6.16549			
2.94252E-03	6.178			
2.94264E-03	6.18492			
2.94277E-03	6.18674			
2.94289E-03	6.18271			
2.94302E-03	6.17302			
2.94304E-03	6.17062			
2.94316E-03	6.15414			
2.94327E-03	6.13457			
2.94340E-03	6.10652			
2.94351E-03	6.07821			
2.94365E-03	6.03669			
2.94368E-03	6.02848			
2.94378E-03	5.99029			
2.94391E-03	5.93964			
2.94414E-03	5.8466			
2.94426E-03	5.79496			
2.94453E-03	5.6702			
2.94469E-03	5.59825			
2.94481E-03	5.54639			
2.94493E-03	5.4967			
2.94497E-03	5.47938			
2.94505E-03	5.44645			
2.94517E-03	5.39708			
2.94529E-03	5.35037			
2.94541E-03	5.30638			
2.94553E-03	5.26506			
2.94565E-03	5.22632			
2.94577E-03	5.19006			
2.94586E-03	5.16379			
2.94596E-03	5.13561			
2.94607E-03	5.10902			
2.94617E-03	5.08392			
2.94622E-03	5.07206			
2.94628E-03	5.05989			
2.94638E-03	5.03685			
2.94649E-03	5.01503			
2.94664E-03	4.98449			
2.94680E-03	4.95641			
2.94696E-03	4.93074			
2.94711E-03	4.9075			
2.94727E-03	4.88681			
2.94743E-03	4.87623			
2.94756E-03	4.86988			
2.94767E-03	4.86629			
2.94769E-03	4.86611			
2.94779E-03	4.8734			
2.94790E-03	4.88445			
2.94800E-03	4.89627			
2.94802E-03	4.90017			
2.94811E-03	4.92057			
2.94814E-03	4.93078			
2.94825E-03	4.97406			
2.94832E-03	4.99965			
2.94833E-03	5.00783			
2.94841E-03	5.05346			
2.94846E-03	5.08486			
2.94849E-03	5.10639			
2.94856E-03	5.17075			
2.94860E-03	5.20375			
2.94864E-03	5.24719			
2.94872E-03	5.33563			
2.94874E-03	5.36582			
2.94880E-03	5.45629			
2.94885E-03	5.52275			
2.94889E-03	5.60025			
2.94896E-03	5.71605			
2.94898E-03	5.76988			
2.94906E-03	5.9523			
2.94907E-03	5.96856			
2.94913E-03	6.12529			
2.94917E-03	6.24031			
2.94919E-03	6.29205			
2.94924E-03	6.46457			
2.94924E-03	6.47913			
2.94930E-03	6.68802			
2.94931E-03	6.71866			
2.94936E-03	6.91957			
2.94938E-03	7.00533			
2.94942E-03	7.17398			
2.94945E-03	7.32743			
2.94948E-03	7.45333			
2.94953E-03	7.71073			
2.94954E-03	7.75768			
2.94960E-03	8.09354			
2.94960E-03	8.14275			
2.94967E-03	8.59937			
2.94968E-03	8.62691			
2.94974E-03	9.04686			
2.94975E-03	9.16949			
2.94980E-03	9.53601			
2.94983E-03	9.77413			
2.94986E-03	10.068			
2.94990E-03	10.3677			
2.94993E-03	10.6486			
2.94996E-03	10.9758			
2.94999E-03	11.2811			
2.95002E-03	11.6366			
2.95005E-03	11.968			
2.95008E-03	12.3535			
2.95011E-03	12.7122			
2.95015E-03	13.1304			
2.95020E-03	13.7963			
2.95021E-03	13.9665			
2.95027E-03	14.8677			
2.95028E-03	14.995			
2.95034E-03	15.8376			
2.95036E-03	16.18			
2.95040E-03	16.8761			
2.95042E-03	17.3202			
2.95048E-03	18.372			
2.95049E-03	18.5326			
2.95057E-03	20.0042			
2.95059E-03	20.5271			
2.95065E-03	21.771			
2.95069E-03	22.7147			
2.95073E-03	23.6754			
2.95079E-03	25.0987			
2.95082E-03	25.7184			
2.95089E-03	27.5152			
2.95090E-03	27.902			
2.95098E-03	30.2237			
2.95099E-03	30.5277			
2.95107E-03	32.6862			
2.95113E-03	34.6347			
2.95119E-03	36.6112			
2.95129E-03	39.9449			
2.95131E-03	40.6198			
2.95143E-03	44.8449			
2.95150E-03	47.2262			
2.95161E-03	51.4564			
2.95188E-03	61.2757			
2.95205E-03	67.7369			
2.95208E-03	68.6852			
2.95221E-03	73.3412			
2.95225E-03	74.7097			
2.95234E-03	77.6805			
2.95238E-03	78.9193			
2.95248E-03	81.5662			
2.95252E-03	82.6607			
2.95261E-03	84.9355			
2.95264E-03	85.5596			
2.95271E-03	87.0386			
2.95276E-03	87.9384			
2.95281E-03	88.7654			
2.95289E-03	89.9297			
2.95292E-03	90.2071			
2.95300E-03	90.9687			
2.95302E-03	91.1402			
2.95312E-03	91.6095			
2.95313E-03	91.6335			
2.95322E-03	91.6543			
2.95323E-03	91.608			
2.95333E-03	91.1641			
2.95335E-03	91.0933			
2.95344E-03	90.2655			
2.95348E-03	89.782			
2.95354E-03	89.0099			
2.95362E-03	87.7833			
2.95367E-03	86.7649			
2.95375E-03	85.1694			
2.95380E-03	83.9284			
2.95388E-03	82.0115			
2.95394E-03	80.5835			
2.95402E-03	78.3914			
2.95414E-03	74.8322			
2.95415E-03	74.4311			
2.95435E-03	68.0165			
2.95463E-03	58.6296			
2.95480E-03	53.2441			
2.95481E-03	52.973			
2.95494E-03	48.659			
2.95501E-03	46.7256			
2.95506E-03	45.1402			
2.95515E-03	42.6122			
2.95518E-03	41.6607			
2.95524E-03	40.0913			
2.95531E-03	38.323			
2.95534E-03	37.4888			
2.95543E-03	35.2316			
2.95544E-03	35.0395			
2.95551E-03	33.5242			
2.95556E-03	32.4011			
2.95558E-03	32.0529			
2.95564E-03	30.6777			
2.95569E-03	29.8288			
2.95571E-03	29.3584			
2.95579E-03	27.9665			
2.95581E-03	27.5098			
2.95587E-03	26.5313			
2.95593E-03	25.4985			
2.95594E-03	25.4306			
2.95599E-03	24.5618			
2.95606E-03	23.6431			
2.95606E-03	23.5827			
2.95612E-03	22.8136			
2.95618E-03	22.0009			
2.95619E-03	21.9474			
2.95625E-03	21.2701			
2.95631E-03	20.5544			
2.95631E-03	20.5073			
2.95637E-03	19.913			
2.95644E-03	19.2436			
2.95644E-03	19.2247			
2.95652E-03	18.498			
2.95655E-03	18.2784			
2.95660E-03	17.8329			
2.95668E-03	17.2336			
2.95668E-03	17.2047			
2.95677E-03	16.6522			
2.95681E-03	16.3322			
2.95685E-03	16.134			
2.95693E-03	15.6594			
2.95695E-03	15.5518			
2.95701E-03	15.2324			
2.95708E-03	14.8765			
2.95709E-03	14.8298			
2.95717E-03	14.4718			
2.95722E-03	14.2912			
2.95726E-03	14.1378			
2.95732E-03	13.8873			
2.95735E-03	13.7812			
2.95740E-03	13.6201			
2.95748E-03	13.3701			
2.95755E-03	13.1333			
2.95755E-03	13.1248			
2.95763E-03	12.9168			
2.95771E-03	12.7114			
2.95776E-03	12.5879			
2.95779E-03	12.5194			
2.95790E-03	12.2609			
2.95796E-03	12.1324			
2.95802E-03	12.0226			
2.95813E-03	11.8044			
2.95817E-03	11.7462			
2.95825E-03	11.6118			
2.95837E-03	11.4301			
2.95847E-03	11.265			
2.95848E-03	11.2527			
2.95863E-03	11.0679			
2.95878E-03	10.8708			
2.95878E-03	10.8686			
2.95894E-03	10.7027			
2.95910E-03	10.5386			
2.95919E-03	10.4412			
2.95925E-03	10.3867			
2.95936E-03	10.2968			
2.95957E-03	10.1186			
2.95961E-03	10.0833			
2.95978E-03	9.963			
2.95998E-03	9.81418			
2.96003E-03	9.78469			
2.96019E-03	9.68579			
2.96040E-03	9.56329			
2.96061E-03	9.44178			
2.96065E-03	9.41764			
2.96082E-03	9.33925			
2.96114E-03	9.19364			
2.96141E-03	9.06866			
2.96145E-03	9.05305			
2.96176E-03	8.93711			
2.96207E-03	8.82599			
2.96222E-03	8.76885			
2.96226E-03	8.75629			
2.96266E-03	8.63785			
2.96304E-03	8.52662			
2.96306E-03	8.52162			
2.96346E-03	8.4276			
2.96385E-03	8.3343			
2.96425E-03	8.24161			
2.96429E-03	8.23192			
2.96465E-03	8.16645			
2.96505E-03	8.09375			
2.96555E-03	8.00255			
2.96567E-03	7.98442			
2.96630E-03	7.89462			
2.96693E-03	7.80547			
2.96722E-03	7.76413			
2.96756E-03	7.72653			
2.96818E-03	7.6565			
2.96889E-03	7.57762			
2.96898E-03	7.57023			
2.96986E-03	7.49325			
2.97073E-03	7.41678			
2.97124E-03	7.37332			
2.97161E-03	7.34774			
2.97249E-03	7.28841			
2.97366E-03	7.2098			
2.97425E-03	7.17074			
2.97483E-03	7.13891			
2.97600E-03	7.07571			
2.97688E-03	7.02865			
2.97747E-03	6.99747			
2.97814E-03	6.96198			
2.97889E-03	6.92235			
2.97946E-03	6.89296			
2.98003E-03	6.86395			
2.98040E-03	6.84491			
2.98078E-03	6.82621			
2.98079E-03	6.82578			
2.98112E-03	6.80421			
2.98135E-03	6.78979			
2.98158E-03	6.77581			
2.98175E-03	6.76574			
2.98192E-03	6.75617			
2.98204E-03	6.75017			
2.98215E-03	6.74456			
2.98227E-03	6.73945			
2.98238E-03	6.73496			
2.98247E-03	6.7321			
2.98255E-03	6.72975			
2.98261E-03	6.72861			
2.98264E-03	6.72705			
2.98271E-03	6.72447			
2.98278E-03	6.72241			
2.98285E-03	6.72095			
2.98292E-03	6.72016			
2.98299E-03	6.72014			
2.98306E-03	6.72097			
2.98312E-03	6.72276			
2.98319E-03	6.72563			
2.98324E-03	6.72856			
2.98330E-03	6.73222			
2.98335E-03	6.73667			
2.98340E-03	6.74196			
2.98345E-03	6.74817			
2.98350E-03	6.75537			
2.98355E-03	6.76363			
2.98361E-03	6.77301			
2.98366E-03	6.7836			
2.98371E-03	6.79548			
2.98376E-03	6.81029			
2.98382E-03	6.82691			
2.98388E-03	6.84545			
2.98394E-03	6.86604			
2.98399E-03	6.8888			
2.98405E-03	6.91384			
2.98411E-03	6.9413			
2.98416E-03	6.97128			
2.98422E-03	7.00392			
2.98428E-03	7.03931			
2.98434E-03	7.07757			
2.98439E-03	7.11879			
2.98443E-03	7.14535			
2.98445E-03	7.1646			
2.98451E-03	7.21583			
2.98457E-03	7.27029			
2.98462E-03	7.328			
2.98469E-03	7.39533			
2.98475E-03	7.46669			
2.98477E-03	7.49448			
2.98484E-03	7.58744			
2.98494E-03	7.71916			
2.98503E-03	7.85966			
2.98513E-03	8.00849			
2.98517E-03	8.08477			
2.98524E-03	8.20693			
2.98538E-03	8.47506			
2.98550E-03	8.71129			
2.98558E-03	8.87758			
2.98581E-03	9.36068			
2.98590E-03	9.56447			
2.98608E-03	9.94517			
2.98623E-03	10.245			
2.98627E-03	10.3113			
2.98636E-03	10.482			
2.98647E-03	10.6666			
2.98658E-03	10.8297			
2.98669E-03	10.9731			
2.98680E-03	11.0858			
2.98691E-03	11.169			
2.98700E-03	11.2197			
2.98708E-03	11.2451			
2.98712E-03	11.2521			
2.98723E-03	11.2446			
2.98734E-03	11.2103			
2.98745E-03	11.1482			
2.98746E-03	11.1391			
2.98758E-03	11.0316			
2.98768E-03	10.9136			
2.98779E-03	10.7782			
2.98780E-03	10.7524			
2.98794E-03	10.5384			
2.98797E-03	10.492			
2.98813E-03	10.1958			
2.98828E-03	9.92234			
2.98854E-03	9.40874			
2.98869E-03	9.11282			
2.98874E-03	9.02917			
2.98881E-03	8.8979			
2.98892E-03	8.68969			
2.98901E-03	8.54124			
2.98909E-03	8.39987			
2.98917E-03	8.27237			
2.98925E-03	8.16403			
2.98932E-03	8.06116			
2.98939E-03	7.96371			
2.98946E-03	7.87168			
2.98954E-03	7.78493			
2.98961E-03	7.70334			
2.98968E-03	7.62676			
2.98976E-03	7.55497			
2.98983E-03	7.48781			
2.98988E-03	7.44548			
2.98993E-03	7.40503			
2.98998E-03	7.35976			
2.99002E-03	7.33404			
2.99004E-03	7.31815			
2.99010E-03	7.28072			
2.99016E-03	7.24546			
2.99021E-03	7.21226			
2.99027E-03	7.18102			
2.99033E-03	7.15162			
2.99038E-03	7.12398			
2.99044E-03	7.09798			
2.99050E-03	7.07356			
2.99056E-03	7.05062			
2.99061E-03	7.02909			
2.99067E-03	7.00889			
2.99070E-03	6.99754			
2.99073E-03	6.99097			
2.99078E-03	6.97575			
2.99084E-03	6.96171			
2.99089E-03	6.95004			
2.99094E-03	6.93928			
2.99100E-03	6.92939			
2.99105E-03	6.92037			
2.99108E-03	6.91484			
2.99113E-03	6.90726			
2.99118E-03	6.90053			
2.99124E-03	6.89468			
2.99129E-03	6.8897			
2.99134E-03	6.88562			
2.99139E-03	6.88246			
2.99144E-03	6.88023			
2.99145E-03	6.88021			
2.99150E-03	6.88103			
2.99156E-03	6.8831			
2.99162E-03	6.88647			
2.99167E-03	6.89121			
2.99173E-03	6.89736			
2.99179E-03	6.90502			
2.99184E-03	6.91424			
2.99190E-03	6.92512			
2.99196E-03	6.93772			
2.99201E-03	6.95214			
2.99207E-03	6.96847			
2.99213E-03	6.98678			
2.99219E-03	7.00715			
2.99224E-03	7.02969			
2.99230E-03	7.05446			
2.99236E-03	7.09008			
2.99243E-03	7.12883			
2.99249E-03	7.17079			
2.99256E-03	7.21606			
2.99262E-03	7.2647			
2.99269E-03	7.31676			
2.99278E-03	7.39154			
2.99285E-03	7.46234			
2.99286E-03	7.47356			
2.99295E-03	7.56932			
2.99305E-03	7.69199			
2.99314E-03	7.80589			
2.99326E-03	7.96648			
2.99330E-03	8.02114			
2.99342E-03	8.19118			
2.99361E-03	8.49196			
2.99365E-03	8.56128			
2.99389E-03	8.97634			
2.99403E-03	9.20579			
2.99412E-03	9.3534			
2.99415E-03	9.39351			
2.99429E-03	9.61755			
2.99440E-03	9.76342			
2.99449E-03	9.88695			
2.99460E-03	10.0078			
2.99472E-03	10.121			
2.99484E-03	10.2065			
2.99494E-03	10.2652			
2.99500E-03	10.2867			
2.99511E-03	10.3138			
2.99514E-03	10.315			
2.99522E-03	10.3094			
2.99533E-03	10.2805			
2.99546E-03	10.2227			
2.99551E-03	10.1868			
2.99558E-03	10.1337			
2.99569E-03	10.0383			
2.99582E-03	9.89589			
2.99583E-03	9.88381			
2.99592E-03	9.7721			
2.99594E-03	9.74458			
2.99607E-03	9.57011			
2.99628E-03	9.2545			
2.99656E-03	8.82161			
2.99663E-03	8.71798			
2.99670E-03	8.60646			
2.99681E-03	8.4384			
2.99692E-03	8.27856			
2.99701E-03	8.16466			
2.99709E-03	8.0535			
2.99718E-03	7.9483			
2.99727E-03	7.84919			
2.99733E-03	7.77886			
2.99740E-03	7.71194			
2.99746E-03	7.64842			
2.99753E-03	7.58821			
2.99759E-03	7.53126			
2.99766E-03	7.47746			
2.99773E-03	7.4218			
2.99779E-03	7.38045			
2.99784E-03	7.34122			
2.99790E-03	7.30402			
2.99795E-03	7.26877			
2.99801E-03	7.23539			
2.99807E-03	7.20377			
2.99807E-03	7.2018			
2.99812E-03	7.17688			
2.99818E-03	7.15179			
2.99824E-03	7.12822			
2.99829E-03	7.10606			
2.99835E-03	7.08525			
2.99840E-03	7.0657			
2.99846E-03	7.04734			
2.99852E-03	7.03009			
2.99857E-03	7.01388			
2.99864E-03	6.99654			
2.99869E-03	6.98283			
2.99875E-03	6.96991			
2.99876E-03	6.96604			
2.99880E-03	6.95951			
2.99885E-03	6.95063			
2.99891E-03	6.94241			
2.99896E-03	6.93481			
2.99902E-03	6.92779			
2.99907E-03	6.92131			
2.99914E-03	6.91348			
2.99922E-03	6.90652			
2.99925E-03	6.90334			
2.99932E-03	6.89755			
2.99940E-03	6.8925			
2.99947E-03	6.88814			
2.99954E-03	6.88444			
2.99961E-03	6.88136			
2.99969E-03	6.87887			
2.99970E-03	6.87862			
2.99979E-03	6.87978			
2.99988E-03	6.88186			
2.99998E-03	6.88476			
3.00009E-03	6.88911			
3.00020E-03	6.89479			
3.00032E-03	6.90139			
3.00047E-03	6.91134			
3.00083E-03	6.93665			
3.00093E-03	6.94745			
3.00110E-03	6.96444			
3.00124E-03	6.97674			
3.00139E-03	6.989			
3.00148E-03	6.99483			
3.00160E-03	7.00156			
3.00173E-03	7.00629			
3.00185E-03	7.00858			
3.00198E-03	7.00856			
3.00198E-03	7.00849			
3.00211E-03	7.00595			
3.00223E-03	7.00099			
3.00233E-03	6.99559			
3.00244E-03	6.98793			
3.00257E-03	6.97605			
3.00270E-03	6.96271			
3.00287E-03	6.94321			
3.00303E-03	6.92341			
3.00332E-03	6.88343			
3.00353E-03	6.85496			
3.00367E-03	6.83665			
3.00368E-03	6.83568			
3.00381E-03	6.81847			
3.00393E-03	6.80213			
3.00405E-03	6.78676			
3.00415E-03	6.77592			
3.00424E-03	6.76568			
3.00433E-03	6.75604			
3.00443E-03	6.74701			
3.00452E-03	6.73858			
3.00461E-03	6.73072			
3.00471E-03	6.72341			
3.00482E-03	6.71554			
3.00489E-03	6.71032			
3.00501E-03	6.70308			
3.00513E-03	6.69649			
3.00524E-03	6.69045			
3.00536E-03	6.68493			
3.00548E-03	6.67983			
3.00559E-03	6.67511			
3.00567E-03	6.67214			
3.00583E-03	6.66656			
3.00598E-03	6.66138			
3.00619E-03	6.65485			
3.00640E-03	6.64872			
3.00668E-03	6.64092			
3.00673E-03	6.63968			
3.00710E-03	6.63341			
3.00766E-03	6.62441			
3.00883E-03	6.60611			
3.01065E-03	6.57799			
3.01307E-03	6.54083			
3.01342E-03	6.53536			
3.01662E-03	6.50378			
3.02255E-03	6.44566			
3.02661E-03	6.40601			
3.03068E-03	6.37886			
3.04422E-03	6.28879			
3.04693E-03	6.27083			
3.06157E-03	6.19986			
3.08108E-03	6.10549			
3.08325E-03	6.09503			
3.09735E-03	6.02729			
3.10765E-03	5.97801			
3.11470E-03	5.94457			
3.11483E-03	5.94352			
3.11944E-03	5.90808			
3.12174E-03	5.89054			
3.12410E-03	5.87288			
3.12504E-03	5.86595			
3.12586E-03	5.85549			
3.12727E-03	5.83783			
3.12850E-03	5.82268			
3.12884E-03	5.81864			
3.12932E-03	5.80932			
3.13002E-03	5.79613			
3.13088E-03	5.78024			
3.13143E-03	5.7704			
3.13146E-03	5.76965			
3.13203E-03	5.75268			
3.13253E-03	5.73831			
3.13290E-03	5.72785			
3.13327E-03	5.71776			
3.13342E-03	5.71389			
3.13352E-03	5.70957			
3.13377E-03	5.69907			
3.13402E-03	5.68897			
3.13420E-03	5.68223			
3.13437E-03	5.67586			
3.13442E-03	5.67418			
3.13454E-03	5.6667			
3.13468E-03	5.65929			
3.13481E-03	5.65236			
3.13494E-03	5.64606			
3.13502E-03	5.6423			
3.13511E-03	5.63896			
3.13520E-03	5.63612			
3.13529E-03	5.63388			
3.13537E-03	5.63234			
3.13545E-03	5.63167			
3.13551E-03	5.63164			
3.13557E-03	5.63215			
3.13562E-03	5.63294			
3.13563E-03	5.6329			
3.13570E-03	5.63346			
3.13576E-03	5.63477			
3.13582E-03	5.63693			
3.13588E-03	5.64002			
3.13595E-03	5.64415			
3.13601E-03	5.64943			
3.13607E-03	5.65598			
3.13613E-03	5.66392			
3.13619E-03	5.6734			
3.13626E-03	5.68456			
3.13632E-03	5.69756			
3.13638E-03	5.71257			
3.13644E-03	5.7293			
3.13650E-03	5.74777			
3.13656E-03	5.76853			
3.13662E-03	5.79176			
3.13668E-03	5.81765			
3.13674E-03	5.84636			
3.13680E-03	5.87809			
3.13682E-03	5.89371			
3.13686E-03	5.91496			
3.13692E-03	5.95679			
3.13697E-03	6.00222			
3.13703E-03	6.05143			
3.13709E-03	6.10461			
3.13714E-03	6.15138			
3.13715E-03	6.16282			
3.13721E-03	6.22928			
3.13727E-03	6.30024			
3.13733E-03	6.37584			
3.13739E-03	6.45844			
3.13745E-03	6.54854			
3.13746E-03	6.5581			
3.13751E-03	6.65026			
3.13758E-03	6.75833			
3.13764E-03	6.87217			
3.13771E-03	7.00538			
3.13773E-03	7.05687			
3.13783E-03	7.26303			
3.13792E-03	7.48203			
3.13796E-03	7.57455			
3.13801E-03	7.72146			
3.13811E-03	7.97795			
3.13821E-03	8.26475			
3.13823E-03	8.34032			
3.13836E-03	8.73428			
3.13846E-03	9.06174			
3.13857E-03	9.46953			
3.13873E-03	10.0217			
3.13884E-03	10.43			
3.13903E-03	11.0968			
3.13906E-03	11.1959			
3.13918E-03	11.6012			
3.13930E-03	11.9785			
3.13941E-03	12.2972			
3.13952E-03	12.5909			
3.13964E-03	12.8626			
3.13975E-03	13.0708			
3.13976E-03	13.0905			
3.13988E-03	13.257			
3.13999E-03	13.3739			
3.14000E-03	13.3819			
3.14005E-03	13.4099			
3.14012E-03	13.4382			
3.14024E-03	13.4398			
3.14029E-03	13.419			
3.14035E-03	13.3825			
3.14047E-03	13.278			
3.14050E-03	13.2399			
3.14057E-03	13.1341			
3.14068E-03	12.9582			
3.14080E-03	12.7064			
3.14088E-03	12.5192			
3.14095E-03	12.3433			
3.14108E-03	11.9886			
3.14114E-03	11.8145			
3.14135E-03	11.155			
3.14155E-03	10.5161			
3.14169E-03	10.0746			
3.14171E-03	10.0348			
3.14183E-03	9.65253			
3.14196E-03	9.28794			
3.14205E-03	9.02766			
3.14214E-03	8.77956			
3.14224E-03	8.54412			
3.14233E-03	8.32169			
3.14239E-03	8.18066			
3.14245E-03	8.04542			
3.14252E-03	7.91591			
