E(MeV)	Nb-nat			
6.69480E-04	5.39638			
6.69534E-04	5.40942			
6.69587E-04	5.42403			
6.69640E-04	5.44049			
6.69693E-04	5.45917			
6.69728E-04	5.47308			
6.69764E-04	5.48831			
6.69799E-04	5.50504			
6.69835E-04	5.52347			
6.69870E-04	5.5438			
6.69906E-04	5.56629			
6.69941E-04	5.59121			
6.69973E-04	5.61595			
6.70001E-04	5.64			
6.70030E-04	5.66617			
6.70058E-04	5.69468			
6.70086E-04	5.72572			
6.70115E-04	5.75955			
6.70129E-04	5.77798			
6.70143E-04	5.79718			
6.70171E-04	5.83888			
6.70200E-04	5.88417			
6.70228E-04	5.93335			
6.70256E-04	5.98675			
6.70285E-04	6.04471			
6.70313E-04	6.10758			
6.70342E-04	6.17573			
6.70370E-04	6.24957			
6.70398E-04	6.32949			
6.70424E-04	6.40696			
6.70458E-04	6.51898			
6.70478E-04	6.59055			
6.70492E-04	6.64294			
6.70526E-04	6.7801			
6.70560E-04	6.92947			
6.70594E-04	7.09182			
6.70628E-04	7.2679			
6.70662E-04	7.45845			
6.70696E-04	7.66415			
6.70730E-04	7.88565			
6.70753E-04	8.04424			
6.70764E-04	8.12489			
6.70804E-04	8.42854			
6.70846E-04	8.7801			
6.70889E-04	9.1593			
6.70931E-04	9.56633			
6.70974E-04	10.0011			
6.71015E-04	10.4471			
6.71025E-04	10.5613			
6.71066E-04	11.0395			
6.71117E-04	11.6681			
6.71181E-04	12.4975			
6.71266E-04	13.6626			
6.71457E-04	16.3694			
6.71521E-04	17.2514			
6.71601E-04	18.2642			
6.71669E-04	19.0436			
6.71673E-04	19.0885			
6.71737E-04	19.7067			
6.71782E-04	20.0793			
6.71828E-04	20.3906			
6.71873E-04	20.6362			
6.71878E-04	20.6538			
6.71918E-04	20.8058			
6.71975E-04	20.916			
6.71998E-04	20.9272			
6.72000E-04	20.9279			
6.72048E-04	20.8812			
6.72104E-04	20.7212			
6.72150E-04	20.5136			
6.72195E-04	20.2386			
6.72200E-04	20.2048			
6.72240E-04	19.8921			
6.72308E-04	19.2627			
6.72376E-04	18.521			
6.72426E-04	17.9107			
6.72445E-04	17.6868			
6.72513E-04	16.7804			
6.72658E-04	14.7329			
6.72777E-04	13.0591			
6.72842E-04	12.1837			
6.72906E-04	11.3709			
6.72907E-04	11.3538			
6.72957E-04	10.7621			
6.73008E-04	10.1898			
6.73052E-04	9.72767			
6.73099E-04	9.26797			
6.73130E-04	8.98017			
6.73145E-04	8.84373			
6.73161E-04	8.70898			
6.73192E-04	8.45427			
6.73223E-04	8.21414			
6.73255E-04	7.98831			
6.73293E-04	7.72555			
6.73329E-04	7.50699			
6.73364E-04	7.30471			
6.73378E-04	7.22925			
6.73399E-04	7.12006			
6.73434E-04	6.95157			
6.73469E-04	6.797			
6.73504E-04	6.6555			
6.73539E-04	6.52624			
6.73574E-04	6.40837			
6.73609E-04	6.30107			
6.73644E-04	6.20354			
6.73673E-04	6.13132			
6.73701E-04	6.06458			
6.73729E-04	6.0051			
6.73758E-04	5.95033			
6.73786E-04	5.89995			
6.73814E-04	5.85362			
6.73843E-04	5.81102			
6.73871E-04	5.77187			
6.73899E-04	5.73588			
6.73928E-04	5.70279			
6.73956E-04	5.67237			
6.73984E-04	5.64438			
6.74013E-04	5.61863			
6.74041E-04	5.5949			
6.74084E-04	5.56274			
6.74116E-04	5.54103			
6.74151E-04	5.51904			
6.74187E-04	5.49908			
6.74222E-04	5.4809			
6.74257E-04	5.4643			
6.74268E-04	5.45974			
6.74293E-04	5.44984			
6.74346E-04	5.43092			
6.74399E-04	5.41434			
6.74452E-04	5.39974			
6.74505E-04	5.38679			
6.74559E-04	5.37525			
6.74594E-04	5.36822			
6.74665E-04	5.35555			
6.74745E-04	5.34313			
6.74824E-04	5.33232			
6.74904E-04	5.32282			
6.74984E-04	5.31442			
6.75064E-04	5.30696			
6.75143E-04	5.30033			
6.75250E-04	5.2926			
6.75356E-04	5.28602			
6.75462E-04	5.28049			
6.75555E-04	5.27649			
6.75673E-04	5.27253			
6.75752E-04	5.27066			
6.75830E-04	5.26951			
6.75909E-04	5.26919			
6.75988E-04	5.26992			
6.76047E-04	5.2713			
6.76106E-04	5.27357			
6.76163E-04	5.2768			
6.76216E-04	5.28091			
6.76270E-04	5.28631			
6.76305E-04	5.29076			
6.76341E-04	5.29597			
6.76369E-04	5.30086			
6.76376E-04	5.3022			
6.76412E-04	5.30997			
6.76448E-04	5.31884			
6.76483E-04	5.32893			
6.76519E-04	5.34041			
6.76554E-04	5.35341			
6.76590E-04	5.3681			
6.76625E-04	5.38467			
6.76652E-04	5.39845			
6.76679E-04	5.41347			
6.76705E-04	5.42982			
6.76740E-04	5.45328			
6.76766E-04	5.47243			
6.76792E-04	5.49313			
6.76818E-04	5.51546			
6.76843E-04	5.53951			
6.76869E-04	5.56536			
6.76895E-04	5.59313			
6.76921E-04	5.62288			
6.76947E-04	5.65471			
6.76973E-04	5.6887			
6.77011E-04	5.74393			
6.77050E-04	5.80446			
6.77089E-04	5.87054			
6.77111E-04	5.91043			
6.77128E-04	5.94305			
6.77164E-04	6.01687			
6.77200E-04	6.09589			
6.77236E-04	6.18016			
6.77273E-04	6.26966			
6.77309E-04	6.36432			
6.77363E-04	6.51569			
6.77417E-04	6.67765			
6.77473E-04	6.85194			
6.77528E-04	7.03457			
6.77610E-04	7.31993			
6.77776E-04	7.90062			
6.77859E-04	8.17572			
6.77931E-04	8.39636			
6.78000E-04	8.58199			
6.78052E-04	8.70185			
6.78107E-04	8.80863			
6.78162E-04	8.89139			
6.78214E-04	8.9455			
6.78217E-04	8.94822			
6.78268E-04	8.9744			
6.78274E-04	8.97522			
6.78298E-04	8.97764			
6.78350E-04	8.96362			
6.78405E-04	8.92205			
6.78460E-04	8.8539			
6.78515E-04	8.76064			
6.78570E-04	8.64431			
6.78634E-04	8.48524			
6.78700E-04	8.29495			
6.78727E-04	8.20679			
6.78783E-04	8.02899			
6.78896E-04	7.6333			
6.79026E-04	7.17525			
6.79103E-04	6.91032			
6.79155E-04	6.74168			
6.79208E-04	6.57716			
6.79261E-04	6.42223			
6.79296E-04	6.32469			
6.79332E-04	6.23195			
6.79367E-04	6.14412			
6.79402E-04	6.06126			
6.79438E-04	5.98337			
6.79470E-04	5.91646			
6.79502E-04	5.85362			
6.79535E-04	5.79477			
6.79567E-04	5.7398			
6.79576E-04	5.72614			
6.79599E-04	5.68981			
6.79632E-04	5.64389			
6.79664E-04	5.60143			
6.79696E-04	5.56227			
6.79729E-04	5.52626			
6.79761E-04	5.4932			
6.79792E-04	5.46439			
6.79819E-04	5.44062			
6.79847E-04	5.41863			
6.79874E-04	5.39832			
6.79902E-04	5.37959			
6.79929E-04	5.36234			
6.79956E-04	5.34646			
6.79984E-04	5.33186			
6.80011E-04	5.31846			
6.80039E-04	5.30616			
6.80066E-04	5.29488			
6.80094E-04	5.28453			
6.80121E-04	5.27506			
6.80149E-04	5.26638			
6.80185E-04	5.25594			
6.80222E-04	5.24664			
6.80259E-04	5.23837			
6.80295E-04	5.231			
6.80332E-04	5.22442			
6.80369E-04	5.21854			
6.80412E-04	5.2124			
6.80455E-04	5.20698			
6.80498E-04	5.20218			
6.80541E-04	5.19789			
6.80584E-04	5.19406			
6.80644E-04	5.18933			
6.80649E-04	5.18903			
6.80713E-04	5.18524			
6.80778E-04	5.18197			
6.80843E-04	5.1791			
6.80929E-04	5.17578			
6.81015E-04	5.17288			
6.81144E-04	5.16913			
6.81274E-04	5.16588			
6.81403E-04	5.163			
6.81575E-04	5.15958			
6.81748E-04	5.15653			
6.82006E-04	5.15246			
6.82265E-04	5.14884			
6.82558E-04	5.14513			
6.82920E-04	5.14098			
6.83282E-04	5.13718			
6.83644E-04	5.13363			
6.84126E-04	5.1292			
6.84626E-04	5.12488			
6.85402E-04	5.11857			
6.86178E-04	5.11259			
6.86953E-04	5.10685			
6.87987E-04	5.09945			
6.89447E-04	5.08937			
6.91333E-04	5.07679			
6.92276E-04	5.07063			
6.94558E-04	5.05602			
6.95407E-04	5.05072			
6.96839E-04	5.03757			
6.98671E-04	5.021			
7.00502E-04	5.00469			
7.02322E-04	4.98879			
7.04117E-04	4.97346			
7.05047E-04	4.96573			
7.05313E-04	4.96247			
7.06510E-04	4.94809			
7.07640E-04	4.93485			
7.08487E-04	4.9252			
7.09335E-04	4.91586			
7.10182E-04	4.90691			
7.11030E-04	4.89847			
7.11562E-04	4.89356			
7.11695E-04	4.89177			
7.12193E-04	4.88542			
7.12692E-04	4.87945			
7.13190E-04	4.87396			
7.13689E-04	4.86907			
7.14088E-04	4.86571			
7.14487E-04	4.86296			
7.14753E-04	4.86155			
7.15018E-04	4.86054			
7.15284E-04	4.86			
7.15550E-04	4.86003			
7.15816E-04	4.86075			
7.16065E-04	4.86219			
7.16315E-04	4.86452			
7.16481E-04	4.86666			
7.16647E-04	4.86938			
7.16813E-04	4.87274			
7.16979E-04	4.87688			
7.17146E-04	4.88191			
7.17287E-04	4.88703			
7.17428E-04	4.89306			
7.17569E-04	4.90016			
7.17711E-04	4.90853			
7.17817E-04	4.91579			
7.17923E-04	4.92404			
7.18029E-04	4.93345			
7.18135E-04	4.94423			
7.18240E-04	4.95664			
7.18317E-04	4.96686			
7.18400E-04	4.97927			
7.18484E-04	4.99336			
7.18567E-04	5.00947			
7.18629E-04	5.02316			
7.18691E-04	5.03847			
7.18754E-04	5.05573			
7.18816E-04	5.07528			
7.18824E-04	5.07826			
7.18878E-04	5.09849			
7.18907E-04	5.11094			
7.18941E-04	5.12611			
7.18990E-04	5.15175			
7.19040E-04	5.18042			
7.19090E-04	5.21262			
7.19140E-04	5.24897			
7.19173E-04	5.27585			
7.19206E-04	5.30513			
7.19240E-04	5.33707			
7.19273E-04	5.37196			
7.19306E-04	5.41012			
7.19339E-04	5.45191			
7.19373E-04	5.4977			
7.19406E-04	5.54791			
7.19439E-04	5.60633			
7.19472E-04	5.67012			
7.19500E-04	5.72715			
7.19527E-04	5.78851			
7.19555E-04	5.85453			
7.19582E-04	5.92557			
7.19609E-04	6.00198			
7.19637E-04	6.08417			
7.19664E-04	6.17253			
7.19692E-04	6.26748			
7.19705E-04	6.31692			
7.19719E-04	6.37139			
7.19747E-04	6.48461			
7.19774E-04	6.60576			
7.19801E-04	6.73531			
7.19829E-04	6.87374			
7.19856E-04	7.02152			
7.19884E-04	7.17915			
7.19891E-04	7.22495			
7.19911E-04	7.35023			
7.19948E-04	7.59679			
7.19984E-04	7.86366			
7.20021E-04	8.15191			
7.20057E-04	8.46255			
7.20064E-04	8.52326			
7.20094E-04	8.80183			
7.20130E-04	9.1664			
7.20167E-04	9.55575			
7.20204E-04	9.97041			
7.20217E-04	10.1316			
7.20248E-04	10.5198			
7.20293E-04	11.1104			
7.20338E-04	11.7395			
7.20350E-04	11.9123			
7.20383E-04	12.4124			
7.20443E-04	13.3683			
7.20513E-04	14.5568			
7.20549E-04	15.2143			
7.20582E-04	15.8165			
7.20689E-04	17.8313			
7.20852E-04	20.9632			
7.20927E-04	22.3184			
7.20943E-04	22.5871			
7.21007E-04	23.6487			
7.21060E-04	24.4489			
7.21102E-04	25.023			
7.21113E-04	25.1634			
7.21166E-04	25.771			
7.21219E-04	26.2737			
7.21235E-04	26.3905			
7.21272E-04	26.6505			
7.21320E-04	26.882			
7.21363E-04	26.9857			
7.21381E-04	27.027			
7.21387E-04	27.0295			
7.21400E-04	27.0326			
7.21456E-04	26.9521			
7.21496E-04	26.8097			
7.21506E-04	26.7502			
7.21549E-04	26.4978			
7.21602E-04	26.0646			
7.21639E-04	25.6844			
7.21655E-04	25.5166			
7.21709E-04	24.8565			
7.21762E-04	24.107			
7.21772E-04	23.9383			
7.21841E-04	22.8252			
7.21921E-04	21.4122			
7.21943E-04	21.0105			
7.22044E-04	19.0917			
7.22194E-04	16.1957			
7.22264E-04	14.9101			
7.22291E-04	14.4438			
7.22334E-04	13.6938			
7.22387E-04	12.8209			
7.22432E-04	12.1221			
7.22477E-04	11.4599			
7.22490E-04	11.2749			
7.22522E-04	10.8417			
7.22567E-04	10.2647			
7.22597E-04	9.90153			
7.22623E-04	9.59564			
7.22633E-04	9.48265			
7.22670E-04	9.09363			
7.22706E-04	8.72932			
7.22743E-04	8.38905			
7.22779E-04	8.072			
7.22783E-04	8.04522			
7.22816E-04	7.78283			
7.22853E-04	7.51554			
7.22889E-04	7.2685			
7.22917E-04	7.09585			
7.22942E-04	6.94333			
7.22944E-04	6.93373			
7.22971E-04	6.78513			
7.22999E-04	6.64587			
7.23026E-04	6.51546			
7.23054E-04	6.39344			
7.23081E-04	6.27932			
7.23109E-04	6.17266			
7.23136E-04	6.07302			
7.23137E-04	6.0702			
7.23163E-04	5.98344			
7.23191E-04	5.90014			
7.23218E-04	5.8226			
7.23246E-04	5.75043			
7.23273E-04	5.68326			
7.23301E-04	5.62075			
7.23328E-04	5.56257			
7.23365E-04	5.48963			
7.23403E-04	5.4234			
7.23440E-04	5.36319			
7.23461E-04	5.33274			
7.23477E-04	5.30983			
7.23515E-04	5.2631			
7.23552E-04	5.22069			
7.23590E-04	5.18211			
7.23627E-04	5.14695			
7.23664E-04	5.11482			
7.23702E-04	5.0854			
7.23739E-04	5.05838			
7.23795E-04	5.02177			
7.23851E-04	4.98918			
7.23907E-04	4.95996			
7.23959E-04	4.93562			
7.23968E-04	4.93198			
7.24030E-04	4.90756			
7.24092E-04	4.88557			
7.24155E-04	4.86562			
7.24217E-04	4.84738			
7.24300E-04	4.8253			
7.24383E-04	4.80534			
7.24466E-04	4.78713			
7.24549E-04	4.77039			
7.24632E-04	4.75489			
7.24757E-04	4.73361			
7.24882E-04	4.71428			
7.25006E-04	4.69657			
7.25131E-04	4.68019			
7.25256E-04	4.66496			
7.25422E-04	4.64613			
7.25588E-04	4.62873			
7.25754E-04	4.61252			
7.25920E-04	4.5973			
7.26095E-04	4.58223			
7.26269E-04	4.56795			
7.26502E-04	4.54997			
7.26735E-04	4.53299			
7.26967E-04	4.51686			
7.27200E-04	4.50146			
7.27449E-04	4.48577			
7.27549E-04	4.47818			
7.27915E-04	4.45162			
7.28313E-04	4.42386			
7.28421E-04	4.41654			
7.28745E-04	4.39505			
7.29174E-04	4.36764			
7.29177E-04	4.36737			
7.29609E-04	4.33465			
7.30041E-04	4.303			
7.30363E-04	4.28026			
7.30473E-04	4.27071			
7.30936E-04	4.23193			
7.31255E-04	4.20606			
7.31552E-04	4.1826			
7.31574E-04	4.18048			
7.31892E-04	4.14952			
7.32211E-04	4.11947			
7.32530E-04	4.09044			
7.32743E-04	4.07186			
7.32849E-04	4.05984			
7.33168E-04	4.02512			
7.33487E-04	3.99193			
7.33763E-04	3.96473			
7.33805E-04	3.95935			
7.34018E-04	3.9336			
7.34231E-04	3.90889			
7.34443E-04	3.88537			
7.34613E-04	3.86761			
7.34656E-04	3.86201			
7.34868E-04	3.8355			
7.35060E-04	3.81311			
7.35251E-04	3.79228			
7.35442E-04	3.76806			
7.35633E-04	3.74586			
7.35825E-04	3.72598			
7.35889E-04	3.72025			
7.36016E-04	3.70512			
7.36207E-04	3.68552			
7.36351E-04	3.67315			
7.36526E-04	3.66117			
7.36654E-04	3.65207			
7.36781E-04	3.64533			
7.36909E-04	3.64123			
7.37036E-04	3.64014			
7.37164E-04	3.64245			
7.37291E-04	3.64864			
7.37419E-04	3.65929			
7.37525E-04	3.67207			
7.37632E-04	3.68888			
7.37738E-04	3.7103			
7.37780E-04	3.72098			
7.37844E-04	3.7399			
7.37950E-04	3.7775			
7.37993E-04	3.79537			
7.38057E-04	3.82601			
7.38163E-04	3.88536			
7.38206E-04	3.91248			
7.38243E-04	3.93962			
7.38309E-04	3.99286			
7.38365E-04	4.04217			
7.38389E-04	4.06516			
7.38418E-04	4.09629			
7.38468E-04	4.15412			
7.38524E-04	4.22481			
7.38548E-04	4.25828			
7.38620E-04	4.36904			
7.38628E-04	4.38273			
7.38688E-04	4.49426			
7.38716E-04	4.55047			
7.38747E-04	4.62116			
7.38787E-04	4.71642			
7.38807E-04	4.76856			
7.38859E-04	4.91461			
7.38867E-04	4.93931			
7.38924E-04	5.1295			
7.38926E-04	5.13712			
7.38976E-04	5.33076			
7.38984E-04	5.36626			
7.39028E-04	5.56283			
7.39043E-04	5.63516			
7.39080E-04	5.82806			
7.39081E-04	5.83847			
7.39120E-04	6.06875			
7.39131E-04	6.13932			
7.39159E-04	6.32608			
7.39183E-04	6.5002			
7.39198E-04	6.6115			
7.39218E-04	6.77334			
7.39237E-04	6.93357			
7.39252E-04	7.07575			
7.39275E-04	7.29494			
7.39287E-04	7.41076			
7.39314E-04	7.70066			
7.39321E-04	7.78198			
7.39353E-04	8.15634			
7.39356E-04	8.19342			
7.39390E-04	8.65069			
7.39392E-04	8.66909			
7.39421E-04	9.09609			
7.39425E-04	9.15976			
7.39450E-04	9.56271			
7.39460E-04	9.72523			
7.39479E-04	10.0723			
7.39498E-04	10.4228			
7.39508E-04	10.6261			
7.39536E-04	11.2034			
7.39540E-04	11.2957			
7.39566E-04	11.8774			
7.39574E-04	12.0802			
7.39591E-04	12.5048			
7.39613E-04	13.0597			
7.39617E-04	13.1758			
7.39642E-04	13.9038			
7.39651E-04	14.1576			
7.39668E-04	14.6879			
7.39689E-04	15.3804			
7.39693E-04	15.5251			
7.39719E-04	16.4314			
7.39727E-04	16.747			
7.39744E-04	17.4053			
7.39766E-04	18.2641			
7.39770E-04	18.4433			
7.39795E-04	19.5639			
7.39804E-04	19.9536			
7.39821E-04	20.765			
7.39842E-04	21.8221			
7.39846E-04	22.0406			
7.39868E-04	23.1786			
7.39872E-04	23.4138			
7.39897E-04	24.8821			
7.39906E-04	25.3918			
7.39923E-04	26.4496			
7.39944E-04	27.834			
7.39957E-04	28.6955			
7.39982E-04	30.5057			
7.39989E-04	30.9747			
7.40021E-04	33.4311			
7.40053E-04	36.0918			
7.40059E-04	36.6486			
7.40085E-04	38.9487			
7.40097E-04	40.1504			
7.40116E-04	42.0099			
7.40136E-04	43.9501			
7.40148E-04	45.2831			
7.40174E-04	48.0607			
7.40180E-04	48.778			
7.40212E-04	52.5092			
7.40222E-04	53.673			
7.40244E-04	56.4804			
7.40269E-04	59.8105			
7.40276E-04	60.6696			
7.40314E-04	66.0295			
7.40317E-04	66.4951			
7.40352E-04	71.7633			
7.40365E-04	73.7552			
7.40391E-04	77.845			
7.40413E-04	81.5566			
7.40429E-04	84.2793			
7.40471E-04	91.8314			
7.40480E-04	93.3831			
7.40522E-04	101.439			
7.40535E-04	103.951			
7.40586E-04	114.232			
7.40599E-04	116.906			
7.40650E-04	127.81			
7.40672E-04	132.691			
7.40718E-04	143.001			
7.40796E-04	161.079			
7.40827E-04	168.17			
7.40915E-04	188.851			
7.40970E-04	201.347			
7.41017E-04	211.95			
7.41072E-04	223.709			
7.41085E-04	226.501			
7.41140E-04	237.262			
7.41153E-04	239.783			
7.41208E-04	249.368			
7.41221E-04	251.555			
7.41272E-04	259.281			
7.41276E-04	259.766			
7.41323E-04	265.698			
7.41344E-04	268.046			
7.41374E-04	271.033			
7.41395E-04	272.798			
7.41436E-04	275.674			
7.41446E-04	276.263			
7.41499E-04	278.351			
7.41500E-04	278.396			
7.41507E-04	278.565			
7.41555E-04	278.959			
7.41558E-04	278.95			
7.41572E-04	278.755			
7.41612E-04	277.7			
7.41623E-04	277.33			
7.41663E-04	275.154			
7.41674E-04	274.511			
7.41714E-04	271.269			
7.41725E-04	270.366			
7.41765E-04	266.016			
7.41793E-04	262.855			
7.41833E-04	257.342			
7.41861E-04	253.408			
7.41902E-04	246.833			
7.41929E-04	242.238			
7.41970E-04	234.784			
7.41997E-04	229.624			
7.42065E-04	215.987			
7.42072E-04	214.562			
7.42167E-04	194.151			
7.42315E-04	161.688			
7.42378E-04	148.239			
7.42395E-04	144.593			
7.42459E-04	131.441			
7.42464E-04	130.473			
7.42519E-04	119.769			
7.42529E-04	117.958			
7.42575E-04	109.64			
7.42593E-04	106.429			
7.42623E-04	101.373			
7.42657E-04	95.739			
7.42674E-04	93.0624			
7.42720E-04	85.9108			
7.42725E-04	85.2906			
7.42759E-04	80.4554			
7.42763E-04	79.8634			
7.42793E-04	75.8882			
7.42805E-04	74.2213			
7.42827E-04	71.5621			
7.42848E-04	68.9629			
7.42861E-04	67.4733			
7.42890E-04	64.0893			
7.42903E-04	62.7069			
7.42933E-04	59.5676			
7.42935E-04	59.3543			
7.42967E-04	56.2304			
7.42975E-04	55.4169			
7.42999E-04	53.2945			
7.43018E-04	51.6			
7.43031E-04	50.5299			
7.43060E-04	48.0953			
7.43063E-04	47.9307			
7.43094E-04	45.5262			
7.43103E-04	44.9011			
7.43126E-04	43.2787			
7.43145E-04	41.9855			
7.43158E-04	41.1784			
7.43190E-04	39.2143			
7.43199E-04	38.7048			
7.43226E-04	37.165			
7.43246E-04	36.0742			
7.43264E-04	35.1637			
7.43294E-04	33.7123			
7.43303E-04	33.3256			
7.43341E-04	31.6424			
7.43342E-04	31.597			
7.43379E-04	30.1221			
7.43390E-04	29.7138			
7.43418E-04	28.7266			
7.43438E-04	28.0279			
7.43456E-04	27.4463			
7.43486E-04	26.5188			
7.43494E-04	26.2721			
7.43532E-04	25.1974			
7.43533E-04	25.1684			
7.43571E-04	24.2259			
7.43581E-04	23.9646			
7.43609E-04	23.3395			
7.43642E-04	22.615			
7.43645E-04	22.5466			
7.43675E-04	21.9618			
7.43699E-04	21.4932			
7.43708E-04	21.3436			
7.43741E-04	20.7787			
7.43766E-04	20.3539			
7.43790E-04	19.9911			
7.43833E-04	19.3607			
7.43839E-04	19.2752			
7.43889E-04	18.6354			
7.43900E-04	18.4953			
7.43938E-04	18.0609			
7.43988E-04	17.5166			
7.43989E-04	17.4995			
7.44037E-04	17.0402			
7.44079E-04	16.6528			
7.44087E-04	16.5855			
7.44136E-04	16.1788			
7.44168E-04	15.9235			
7.44200E-04	15.6912			
7.44257E-04	15.2854			
7.44263E-04	15.2449			
7.44327E-04	14.8513			
7.44391E-04	14.4675			
7.44455E-04	14.1386			
7.44519E-04	13.817			
7.44550E-04	13.6599			
7.44604E-04	13.4298			
7.44689E-04	13.0712			
7.44710E-04	12.9836			
7.44774E-04	12.7501			
7.44869E-04	12.4081			
7.44976E-04	12.0754			
7.45029E-04	11.9131			
7.45082E-04	11.7685			
7.45188E-04	11.4862			
7.45241E-04	11.3479			
7.45294E-04	11.2258			
7.45401E-04	10.9866			
7.45454E-04	10.8692			
7.45507E-04	10.7646			
7.45613E-04	10.5594			
7.45666E-04	10.4586			
7.45736E-04	10.3438			
7.45874E-04	10.1191			
7.45985E-04	9.94116			
7.46012E-04	9.90461			
7.46150E-04	9.71835			
7.46288E-04	9.53541			
7.46304E-04	9.51464			
7.46426E-04	9.37592			
7.46565E-04	9.22167			
7.46623E-04	9.15737			
7.46703E-04	9.08019			
7.46867E-04	8.92331			
7.46942E-04	8.85368			
7.47059E-04	8.75831			
7.47250E-04	8.60516			
7.47367E-04	8.5131			
7.47441E-04	8.4625			
7.47633E-04	8.33456			
7.47792E-04	8.22954			
7.47824E-04	8.21174			
7.48015E-04	8.10663			
7.48207E-04	8.00301			
7.48408E-04	7.89506			
7.48430E-04	7.88384			
7.48621E-04	7.79994			
7.48834E-04	7.708			
7.49046E-04	7.61718			
7.49067E-04	7.60822			
7.49365E-04	7.50286			
7.49684E-04	7.39188			
7.49744E-04	7.37117			
7.50003E-04	7.29662			
7.50285E-04	7.21635			
7.50499E-04	7.15618			
7.50568E-04	7.14038			
7.50850E-04	7.07575			
7.51132E-04	7.0119			
7.51415E-04	6.94878			
7.51506E-04	6.92854			
7.51697E-04	6.89422			
7.51980E-04	6.84406			
7.52364E-04	6.77672			
7.52577E-04	6.74008			
7.52671E-04	6.72669			
7.52978E-04	6.68391			
7.53285E-04	6.64198			
7.53592E-04	6.60106			
7.53647E-04	6.59386			
7.53695E-04	6.58898			
7.53899E-04	6.56832			
7.54124E-04	6.54663			
7.54273E-04	6.53292			
7.54423E-04	6.52003			
7.54535E-04	6.5111			
7.54647E-04	6.50303			
7.54722E-04	6.49827			
7.54797E-04	6.49417			
7.54872E-04	6.49087			
7.54946E-04	6.4886			
7.55002E-04	6.48774			
7.55058E-04	6.48773			
7.55114E-04	6.48876			
7.55170E-04	6.49098			
7.55225E-04	6.49463			
7.55247E-04	6.4967			
7.55281E-04	6.50093			
7.55318E-04	6.50663			
7.55355E-04	6.51329			
7.55392E-04	6.52103			
7.55429E-04	6.52995			
7.55466E-04	6.54017			
7.55503E-04	6.55183			
7.55540E-04	6.56505			
7.55577E-04	6.57998			
7.55614E-04	6.59676			
7.55651E-04	6.61556			
7.55688E-04	6.63652			
7.55718E-04	6.65516			
7.55748E-04	6.67541			
7.55778E-04	6.69736			
7.55808E-04	6.72108			
7.55852E-04	6.76018			
7.55897E-04	6.80374			
7.55942E-04	6.85202			
7.55987E-04	6.90523			
7.56032E-04	6.96357			
7.56077E-04	7.02718			
7.56122E-04	7.09617			
7.56166E-04	7.17055			
7.56214E-04	7.25465			
7.56261E-04	7.34456			
7.56324E-04	7.47304			
7.56387E-04	7.61053			
7.56447E-04	7.74834			
7.56494E-04	7.86224			
7.56532E-04	7.9537			
7.56732E-04	8.45147			
7.56826E-04	8.67317			
7.56902E-04	8.83479			
7.56978E-04	8.97666			
7.57028E-04	9.05783			
7.57078E-04	9.12672			
7.57129E-04	9.18221			
7.57179E-04	9.22335			
7.57243E-04	9.25386			
7.57298E-04	9.25979			
7.57348E-04	9.24903			
7.57406E-04	9.21722			
7.57456E-04	9.17316			
7.57507E-04	9.11453			
7.57557E-04	9.04222			
7.57607E-04	8.95731			
7.57683E-04	8.80914			
7.57759E-04	8.64031			
7.57821E-04	8.4876			
7.57826E-04	8.47464			
7.57932E-04	8.20163			
7.58090E-04	7.78517			
7.58175E-04	7.56967			
7.58248E-04	7.39569			
7.58311E-04	7.25345			
7.58358E-04	7.15297			
7.58405E-04	7.05817			
7.58452E-04	6.96923			
7.58498E-04	6.88892			
7.58541E-04	6.81915			
7.58583E-04	6.75417			
7.58626E-04	6.69387			
7.58668E-04	6.63811			
7.58711E-04	6.58673			
7.58753E-04	6.53953			
7.58796E-04	6.49628			
7.58838E-04	6.45677			
7.58881E-04	6.42075			
7.58923E-04	6.38797			
7.58957E-04	6.36403			
7.58996E-04	6.33842			
7.59036E-04	6.31503			
7.59063E-04	6.30009			
7.59075E-04	6.29394			
7.59114E-04	6.27529			
7.59154E-04	6.25834			
7.59193E-04	6.24293			
7.59233E-04	6.22891			
7.59272E-04	6.21615			
7.59311E-04	6.20451			
7.59351E-04	6.19388			
7.59390E-04	6.18414			
7.59429E-04	6.17522			
7.59469E-04	6.167			
7.59528E-04	6.15585			
7.59585E-04	6.1462			
7.59638E-04	6.13805			
7.59691E-04	6.1306			
7.59744E-04	6.12371			
7.59815E-04	6.11529			
7.59886E-04	6.10755			
7.59957E-04	6.10038			
7.60063E-04	6.09046			
7.60169E-04	6.08128			
7.60276E-04	6.07269			
7.60417E-04	6.06189			
7.60559E-04	6.05167			
7.60760E-04	6.03793			
7.60937E-04	6.02634			
7.60953E-04	6.02535			
7.61173E-04	6.0141			
7.61409E-04	6.00255			
7.61763E-04	5.98592			
7.62118E-04	5.9699			
7.62472E-04	5.95431			
7.62905E-04	5.93569			
7.63220E-04	5.92239			
7.63849E-04	5.89623			
7.64353E-04	5.87565			
7.64479E-04	5.87175			
7.65377E-04	5.84451			
7.66180E-04	5.82052			
7.67250E-04	5.78894			
7.68132E-04	5.76322			
7.68321E-04	5.75909			
7.69391E-04	5.73595			
7.70777E-04	5.7063			
7.72855E-04	5.6623			
7.73296E-04	5.65305			
7.74933E-04	5.62838			
7.77489E-04	5.59027			
