E(MeV)	"HF-177(N,TOT)"	
3.40956E-04	16.5092	
3.40968E-04	17.2985	
3.40970E-04	17.4751	
3.40982E-04	18.3623	
3.40984E-04	18.533	
3.40996E-04	19.5278	
3.40998E-04	19.6894	
3.41011E-04	20.802	
3.41012E-04	20.9505	
3.41023E-04	21.9638	
3.41026E-04	22.3299	
3.41038E-04	23.4886	
3.41041E-04	23.8232	
3.41052E-04	25.1489	
3.41055E-04	25.443	
3.41067E-04	26.9526	
3.41069E-04	27.1963	
3.41082E-04	28.908	
3.41083E-04	29.0904	
3.41096E-04	31.0228	
3.41097E-04	31.1321	
3.41111E-04	33.3054	
3.41111E-04	33.3289	
3.41125E-04	35.6907	
3.41126E-04	35.7648	
3.41139E-04	38.2223	
3.41140E-04	38.4077	
3.41153E-04	40.9283	
3.41155E-04	41.2402	
3.41167E-04	43.8334	
3.41174E-04	45.3297	
3.41184E-04	47.3834	
3.41190E-04	48.9656	
3.41202E-04	51.717	
3.41207E-04	52.8483	
3.41220E-04	56.3814	
3.41223E-04	56.9861	
3.41239E-04	61.3827	
3.41257E-04	66.771	
3.41263E-04	68.4957	
3.41276E-04	72.4812	
3.41287E-04	76.1866	
3.41294E-04	78.5166	
3.41312E-04	84.861	
3.41314E-04	85.4677	
3.41330E-04	91.355	
3.41336E-04	93.5041	
3.41356E-04	101.31	
3.41369E-04	106.331	
3.41382E-04	111.768	
3.41400E-04	119.489	
3.41410E-04	123.712	
3.41439E-04	136.61	
3.41449E-04	140.98	
3.41481E-04	155.495	
3.41531E-04	177.996	
3.41565E-04	193.199	
3.41600E-04	207.477	
3.41616E-04	213.736	
3.41632E-04	219.768	
3.41655E-04	227.688	
3.41664E-04	230.705	
3.41687E-04	237.556	
3.41688E-04	237.866	
3.41710E-04	243.39	
3.41717E-04	244.933	
3.41732E-04	248.016	
3.41744E-04	249.984	
3.41761E-04	252.658	
3.41775E-04	254.201	
3.41787E-04	255.265	
3.41800E-04	256.035	
3.41805E-04	256.196	
3.41829E-04	256.421	
3.41829E-04	256.416	
3.41858E-04	254.91	
3.41859E-04	254.825	
3.41880E-04	252.434	
3.41906E-04	248.407	
3.41936E-04	242.015	
3.41937E-04	241.733	
3.41962E-04	234.977	
3.41970E-04	232.605	
3.41993E-04	225.355	
3.42005E-04	221.434	
3.42028E-04	213.181	
3.42039E-04	208.8	
3.42071E-04	196.074	
3.42074E-04	195.131	
3.42108E-04	180.629	
3.42189E-04	146.088	
3.42200E-04	141.292	
3.42223E-04	131.742	
3.42251E-04	120.675	
3.42258E-04	117.959	
3.42284E-04	107.956	
3.42292E-04	105.023	
3.42307E-04	99.8955	
3.42320E-04	95.3559	
3.42329E-04	92.2753	
3.42351E-04	85.0779	
3.42356E-04	83.6665	
3.42374E-04	78.3755	
3.42389E-04	74.1145	
3.42390E-04	73.8775	
3.42407E-04	69.2089	
3.42412E-04	67.9633	
3.42426E-04	64.6109	
3.42435E-04	62.4986	
3.42444E-04	60.3136	
3.42457E-04	57.4733	
3.42462E-04	56.31	
3.42479E-04	52.8734	
3.42481E-04	52.5914	
3.42495E-04	50.0037	
3.42502E-04	48.7077	
3.42508E-04	47.5585	
3.42522E-04	45.2554	
3.42527E-04	44.4261	
3.42536E-04	43.1036	
3.42549E-04	41.1995	
3.42556E-04	40.1825	
3.42562E-04	39.408	
3.42575E-04	37.7354	
3.42585E-04	36.4863	
3.42588E-04	36.1473	
3.42601E-04	34.6849	
3.42614E-04	33.2824	
3.42627E-04	32.0089	
3.42639E-04	30.7889	
3.42642E-04	30.5289	
3.42652E-04	29.6694	
3.42665E-04	28.6115	
3.42671E-04	28.1609	
3.42678E-04	27.6296	
3.42691E-04	26.7147	
3.42700E-04	26.1304	
3.42704E-04	25.855	
3.42717E-04	25.065	
3.42729E-04	24.3925	
3.42730E-04	24.3134	
3.42743E-04	23.633	
3.42759E-04	22.8402	
3.42775E-04	22.1363	
3.42790E-04	21.4679	
3.42806E-04	20.8751	
3.42822E-04	20.3114	
3.42838E-04	19.8106	
3.42854E-04	19.3335	
3.42870E-04	18.9151	
3.42885E-04	18.5159	
3.42901E-04	18.1341	
3.42917E-04	17.803	
3.42933E-04	17.4859	
3.42949E-04	17.1813	
3.42972E-04	16.7855	
3.42996E-04	16.4109	
3.43015E-04	16.1459	
3.43035E-04	15.8913	
3.43053E-04	15.6564	
3.43061E-04	15.5745	
3.43087E-04	15.2935	
3.43111E-04	15.039	
3.43112E-04	15.0256	
3.43138E-04	14.7934	
3.43164E-04	14.5694	
3.43197E-04	14.2943	
3.43203E-04	14.2517	
3.43242E-04	13.9769	
3.43281E-04	13.7124	
3.43284E-04	13.6934	
3.43319E-04	13.4831	
3.43358E-04	13.2631	
3.43399E-04	13.042	
3.43410E-04	12.9864	
3.43466E-04	12.7254	
3.43522E-04	12.4727	
3.43536E-04	12.4098	
3.43578E-04	12.2499	
3.43634E-04	12.041	
3.43698E-04	11.812	
3.43709E-04	11.7751	
3.43784E-04	11.5433	
3.43858E-04	11.3179	
3.43933E-04	11.1251	
3.44008E-04	10.937	
3.44094E-04	10.7257	
3.44100E-04	10.7114	
3.44180E-04	10.5435	
3.44266E-04	10.3672	
3.44348E-04	10.2036	
3.44352E-04	10.1957	
3.44481E-04	9.97018	
3.44595E-04	9.77655	
3.44610E-04	9.75398	
3.44696E-04	9.62665	
3.44801E-04	9.47561	
3.44905E-04	9.32823	
3.44975E-04	9.2324	
3.45009E-04	9.1895	
3.45114E-04	9.06443	
3.45218E-04	8.9431	
3.45322E-04	8.82569	
3.45403E-04	8.73857	
3.45427E-04	8.71487	
3.45531E-04	8.61667	
3.45638E-04	8.52107	
3.45745E-04	8.43124	
3.45831E-04	8.36458	
3.45852E-04	8.34983	
3.45959E-04	8.28347	
3.46040E-04	8.23928	
3.46120E-04	8.20051	
3.46152E-04	8.18746	
3.46200E-04	8.17278	
3.46281E-04	8.15532	
3.46361E-04	8.14587	
3.46366E-04	8.14576	
3.46420E-04	8.15303	
3.46484E-04	8.1681	
3.46548E-04	8.19069	
3.46591E-04	8.21144	
3.46612E-04	8.22733	
3.46677E-04	8.28479	
3.46741E-04	8.35359	
3.46768E-04	8.38776	
3.46805E-04	8.44857	
3.46853E-04	8.53676	
3.46900E-04	8.63207	
3.46901E-04	8.63511	
3.46915E-04	8.66862	
3.46950E-04	8.76432	
3.46998E-04	8.90973	
3.47014E-04	8.96317	
3.47046E-04	9.08512	
3.47083E-04	9.24095	
3.47094E-04	9.29131	
3.47142E-04	9.53853	
3.47154E-04	9.6019	
3.47178E-04	9.7549	
3.47201E-04	9.90108	
3.47215E-04	10.0031	
3.47247E-04	10.2579	
3.47251E-04	10.2867	
3.47287E-04	10.619	
3.47294E-04	10.692	
3.47324E-04	11.0184	
3.47329E-04	11.0766	
3.47352E-04	11.3673	
3.47364E-04	11.5281	
3.47381E-04	11.7623	
3.47400E-04	12.0574	
3.47409E-04	12.211	
3.47435E-04	12.6817	
3.47437E-04	12.7216	
3.47465E-04	13.3148	
3.47468E-04	13.3872	
3.47493E-04	14.0007	
3.47498E-04	14.1274	
3.47518E-04	14.688	
3.47521E-04	14.7929	
3.47537E-04	15.3114	
3.47540E-04	15.3929	
3.47557E-04	16.0073	
3.47559E-04	16.0578	
3.47577E-04	16.7842	
3.47577E-04	16.7955	
3.47597E-04	17.6572	
3.47601E-04	17.8339	
3.47617E-04	18.6307	
3.47621E-04	18.8866	
3.47636E-04	19.7216	
3.47642E-04	20.0728	
3.47656E-04	20.9441	
3.47663E-04	21.4106	
3.47676E-04	22.3143	
3.47684E-04	22.9193	
3.47696E-04	23.8504	
3.47705E-04	24.6141	
3.47711E-04	25.121	
3.47726E-04	26.4976	
3.47726E-04	26.5236	
3.47740E-04	28.0159	
3.47747E-04	28.6933	
3.47755E-04	29.66	
3.47768E-04	31.1218	
3.47770E-04	31.4357	
3.47781E-04	32.9143	
3.47786E-04	33.4884	
3.47795E-04	34.851	
3.47802E-04	35.7931	
3.47815E-04	37.7807	
3.47818E-04	38.2971	
3.47831E-04	40.4739	
3.47834E-04	41.0374	
3.47847E-04	43.4108	
3.47850E-04	44.0244	
3.47863E-04	46.609	
3.47866E-04	47.2766	
3.47879E-04	50.0872	
3.47882E-04	50.8127	
3.47895E-04	53.8642	
3.47898E-04	54.6519	
3.47911E-04	57.9601	
3.47914E-04	58.8132	
3.47927E-04	62.3939	
3.47930E-04	63.3166	
3.47943E-04	67.1854	
3.47946E-04	68.1813	
3.47959E-04	72.3445	
3.47961E-04	72.88	
3.47975E-04	77.8992	
3.47985E-04	81.449	
3.47989E-04	83.0907	
3.48004E-04	88.9845	
3.48006E-04	89.871	
3.48023E-04	97.1552	
3.48023E-04	97.1557	
3.48041E-04	105.011	
3.48043E-04	106.019	
3.48058E-04	113.411	
3.48062E-04	115.574	
3.48075E-04	122.367	
3.48081E-04	125.842	
3.48092E-04	131.891	
3.48100E-04	136.863	
3.48118E-04	147.243	
3.48121E-04	149.577	
3.48139E-04	160.704	
3.48142E-04	163.194	
3.48159E-04	175.033	
3.48163E-04	177.687	
3.48184E-04	193.018	
3.48187E-04	195.472	
3.48212E-04	214.738	
3.48215E-04	217.361	
3.48244E-04	241.511	
3.48250E-04	247.086	
3.48276E-04	269.884	
3.48293E-04	285.592	
3.48317E-04	307.575	
3.48409E-04	395.803	
3.48435E-04	419.991	
3.48460E-04	443.502	
3.48473E-04	454.878	
3.48499E-04	476.647	
3.48507E-04	483.61	
3.48533E-04	503.289	
3.48538E-04	507.185	
3.48564E-04	524.516	
3.48567E-04	526.553	
3.48593E-04	541.153	
3.48601E-04	545.669	
3.48619E-04	553.804	
3.48627E-04	556.844	
3.48643E-04	562.898	
3.48649E-04	564.531	
3.48667E-04	569.185	
3.48679E-04	571.605	
3.48696E-04	573.539	
3.48700E-04	573.836	
3.48711E-04	574.497	
3.48723E-04	574.439	
3.48731E-04	573.994	
3.48749E-04	572.029	
3.48760E-04	569.928	
3.48780E-04	565.221	
3.48786E-04	563.468	
3.48809E-04	555.044	
3.48815E-04	552.716	
3.48841E-04	539.922	
3.48846E-04	537.56	
3.48873E-04	521.057	
3.48879E-04	517.564	
3.48900E-04	502.796	
3.48914E-04	492.489	
3.48932E-04	478.398	
3.48959E-04	456.421	
3.48968E-04	449.17	
3.49008E-04	412.966	
3.49025E-04	397.571	
3.49107E-04	322.854	
3.49128E-04	303.513	
3.49141E-04	292.252	
3.49171E-04	266.5	
3.49180E-04	259.399	
3.49205E-04	238.629	
3.49212E-04	233.644	
3.49240E-04	212.6	
3.49240E-04	212.599	
3.49265E-04	194.523	
3.49270E-04	191.591	
3.49291E-04	177.535	
3.49291E-04	177.534	
3.49312E-04	164.4	
3.49317E-04	161.876	
3.49334E-04	152.052	
3.49334E-04	152.051	
3.49351E-04	142.85	
3.49355E-04	140.601	
3.49368E-04	134.16	
3.49377E-04	129.978	
3.49389E-04	124.003	
3.49398E-04	120.126	
3.49405E-04	116.9	
3.49419E-04	111.053	
3.49422E-04	110.198	
3.49438E-04	103.953	
3.49441E-04	102.735	
3.49454E-04	98.121	
3.49462E-04	95.1226	
3.49470E-04	92.6426	
3.49484E-04	88.1575	
3.49486E-04	87.5062	
3.49502E-04	82.7516	
3.49505E-04	81.8256	
3.49518E-04	78.3374	
3.49526E-04	76.0742	
3.49534E-04	74.2113	
3.49548E-04	70.8556	
3.49553E-04	69.6426	
3.49567E-04	66.5798	
3.49569E-04	66.1195	
3.49581E-04	63.7456	
3.49591E-04	61.8498	
3.49595E-04	61.0644	
3.49609E-04	58.5751	
3.49616E-04	57.2666	
3.49623E-04	56.2294	
3.49642E-04	53.2124	
3.49644E-04	52.9799	
3.49665E-04	50.0682	
3.49668E-04	49.6357	
3.49685E-04	47.4406	
3.49693E-04	46.4779	
3.49706E-04	45.0546	
3.49719E-04	43.6815	
3.49727E-04	42.8876	
3.49745E-04	41.2029	
3.49748E-04	40.9192	
3.49770E-04	39.0275	
3.49771E-04	39.0053	
3.49787E-04	37.7574	
3.49796E-04	37.0599	
3.49803E-04	36.5663	
3.49828E-04	34.9214	
3.49830E-04	34.7849	
3.49853E-04	33.47	
3.49865E-04	32.8283	
3.49878E-04	32.1525	
3.49903E-04	30.9393	
3.49904E-04	30.8887	
3.49928E-04	29.8736	
3.49943E-04	29.2324	
3.49953E-04	28.8806	
3.49978E-04	27.9743	
3.49983E-04	27.7942	
3.50003E-04	27.1533	
3.50022E-04	26.538	
3.50027E-04	26.3849	
3.50060E-04	25.4936	
3.50075E-04	25.0901	
3.50092E-04	24.674	
3.50124E-04	23.9165	
3.50127E-04	23.8427	
3.50156E-04	23.239	
3.50179E-04	22.7594	
3.50188E-04	22.5995	
3.50220E-04	22.0144	
3.50232E-04	21.8052	
3.50263E-04	21.3066	
3.50306E-04	20.6379	
3.50311E-04	20.5563	
3.50349E-04	20.0466	
3.50391E-04	19.4789	
3.50397E-04	19.4149	
3.50450E-04	18.7921	
3.50472E-04	18.5494	
3.50504E-04	18.2187	
3.50552E-04	17.7349	
3.50557E-04	17.6863	
3.50611E-04	17.2126	
3.50659E-04	16.7956	
3.50664E-04	16.7538	
3.50718E-04	16.3455	
3.50758E-04	16.0453	
3.50771E-04	15.9555	
3.50844E-04	15.482	
3.50895E-04	15.1564	
3.50912E-04	15.0572	
3.50980E-04	14.6768	
3.51031E-04	14.399	
3.51048E-04	14.3135	
3.51117E-04	13.9847	
3.51168E-04	13.7448	
3.51208E-04	13.5753	
3.51299E-04	13.2001	
3.51350E-04	12.9947	
3.51390E-04	12.8508	
3.51481E-04	12.5313	
3.51548E-04	12.301	
3.51580E-04	12.2021	
3.51687E-04	11.8797	
3.51762E-04	11.6585	
3.51794E-04	11.5727	
3.51901E-04	11.2924	
3.51976E-04	11.1001	
3.52008E-04	11.0253	
3.52115E-04	10.7811	
3.52222E-04	10.5418	
3.52297E-04	10.3776	
3.52329E-04	10.3132	
3.52447E-04	10.0829	
3.52495E-04	9.99042	
3.52604E-04	9.78498	
3.52697E-04	9.61454	
3.52790E-04	9.44905	
3.52883E-04	9.28928	
3.52953E-04	9.17388	
3.53023E-04	9.06301	
3.53093E-04	8.9576	
3.53161E-04	8.86182	
3.53162E-04	8.85872	
3.53209E-04	8.7904	
3.53256E-04	8.72698	
3.53295E-04	8.67828	
3.53334E-04	8.63506	
3.53360E-04	8.61086	
3.53373E-04	8.59616	
3.53412E-04	8.561	
3.53439E-04	8.5438	
3.53465E-04	8.53278	
3.53491E-04	8.52918	
3.53517E-04	8.53453	
3.53537E-04	8.54551	
3.53556E-04	8.56346	
3.53576E-04	8.58944	
3.53595E-04	8.62463	
3.53615E-04	8.67039	
3.53635E-04	8.72828	
3.53654E-04	8.80001	
3.53674E-04	8.88753	
3.53688E-04	8.96363	
3.53692E-04	8.98379	
3.53709E-04	9.10127	
3.53727E-04	9.2374	
3.53740E-04	9.35302	
3.53754E-04	9.48133	
3.53767E-04	9.62338	
3.53773E-04	9.69658	
3.53781E-04	9.78472	
3.53794E-04	9.96597	
3.53807E-04	10.1644	
3.53821E-04	10.3814	
3.53834E-04	10.6181	
3.53838E-04	10.6869	
3.53847E-04	10.8846	
3.53861E-04	11.1767	
3.53874E-04	11.493	
3.53888E-04	11.8349	
3.53891E-04	11.9333	
3.53901E-04	12.213	
3.53914E-04	12.6231	
3.53926E-04	12.9952	
3.53928E-04	13.0657	
3.53941E-04	13.5508	
3.53954E-04	14.0696	
3.53961E-04	14.3549	
3.53971E-04	14.7627	
3.53988E-04	15.591	
3.53997E-04	16.0101	
3.54006E-04	16.5019	
3.54024E-04	17.4976	
3.54032E-04	17.998	
3.54042E-04	18.5848	
3.54060E-04	19.7647	
3.54068E-04	20.3535	
3.54078E-04	21.0428	
3.54095E-04	22.4195	
3.54101E-04	22.9069	
3.54113E-04	23.9019	
3.54130E-04	25.3756	
3.54131E-04	25.4829	
3.54149E-04	27.1784	
3.54158E-04	28.1362	
3.54172E-04	29.5732	
3.54187E-04	31.1495	
3.54196E-04	32.1476	
3.54215E-04	34.4179	
3.54219E-04	34.896	
3.54244E-04	37.9498	
3.54251E-04	38.8221	
3.54272E-04	41.7053	
3.54286E-04	43.5025	
3.54301E-04	45.65	
3.54329E-04	49.7221	
3.54331E-04	49.9963	
3.54358E-04	53.9218	
3.54396E-04	59.5818	
3.54417E-04	62.7215	
3.54461E-04	69.052	
3.54498E-04	74.0844	
3.54529E-04	77.9996	
3.54534E-04	78.5392	
3.54555E-04	80.8777	
3.54572E-04	82.6019	
3.54577E-04	83.1636	
3.54601E-04	85.2246	
3.54615E-04	86.2572	
3.54630E-04	87.2445	
3.54656E-04	88.6553	
3.54657E-04	88.6835	
3.54684E-04	89.5787	
3.54692E-04	89.7411	
3.54700E-04	89.8657	
3.54727E-04	89.9127	
3.54729E-04	89.9095	
3.54753E-04	89.4594	
3.54763E-04	89.1278	
3.54784E-04	88.3232	
3.54791E-04	87.9372	
3.54804E-04	87.1718	
3.54808E-04	86.933	
3.54837E-04	84.8358	
3.54839E-04	84.6887	
3.54865E-04	82.2711	
3.54875E-04	81.3001	
3.54894E-04	79.2871	
3.54912E-04	77.1754	
3.54931E-04	74.8913	
3.54948E-04	72.6634	
3.54977E-04	68.7462	
3.54985E-04	67.6884	
3.55023E-04	62.3157	
3.55071E-04	55.5156	
3.55085E-04	53.4608	
3.55121E-04	48.4178	
3.55155E-04	43.8443	
3.55181E-04	40.5762	
3.55207E-04	37.4654	
3.55213E-04	36.7028	
3.55232E-04	34.5526	
3.55256E-04	32.0222	
3.55270E-04	30.585	
3.55274E-04	30.2311	
3.55292E-04	28.5487	
3.55308E-04	27.0597	
3.55309E-04	26.9551	
3.55327E-04	25.4731	
3.55345E-04	24.0752	
3.55356E-04	23.2857	
3.55363E-04	22.7705	
3.55381E-04	21.5619	
3.55391E-04	20.8827	
3.55398E-04	20.4393	
3.55416E-04	19.4041	
3.55427E-04	18.8193	
3.55429E-04	18.6961	
3.55443E-04	17.9823	
3.55457E-04	17.3089	
3.55463E-04	17.0796	
3.55472E-04	16.6848	
3.55486E-04	16.1034	
3.55498E-04	15.619	
3.55500E-04	15.5585	
3.55514E-04	15.0611	
3.55528E-04	14.5948	
3.55538E-04	14.2761	
3.55542E-04	14.162	
3.55556E-04	13.7682	
3.55570E-04	13.4003	
3.55578E-04	13.2036	
3.55585E-04	13.0626	
3.55599E-04	12.7556	
3.55613E-04	12.4699	
3.55619E-04	12.3595	
3.55627E-04	12.2114	
3.55641E-04	11.9765	
3.55657E-04	11.7305	
3.55659E-04	11.7066	
3.55675E-04	11.4952	
3.55693E-04	11.2855	
3.55711E-04	11.098	
3.55719E-04	11.0239	
3.55729E-04	10.9413	
3.55747E-04	10.8119	
3.55765E-04	10.7005	
3.55779E-04	10.6257	
3.55783E-04	10.6097	
3.55792E-04	10.5776	
3.55810E-04	10.5252	
3.55828E-04	10.4884	
3.55837E-04	10.4768	
3.55846E-04	10.4742	
3.55864E-04	10.484	
3.55874E-04	10.4983	
3.55882E-04	10.5159	
3.55900E-04	10.5721	
3.55910E-04	10.6148	
3.55918E-04	10.6526	
3.55936E-04	10.7613	
3.55947E-04	10.839	
3.55954E-04	10.8997	
3.55972E-04	11.0728	
3.55983E-04	11.1905	
3.55990E-04	11.2787	
3.56008E-04	11.5244	
3.56010E-04	11.5518	
3.56027E-04	11.8209	
3.56038E-04	12.0186	
3.56045E-04	12.1627	
3.56063E-04	12.5569	
3.56065E-04	12.6	
3.56081E-04	13.0215	
3.56092E-04	13.3273	
3.56099E-04	13.5482	
3.56118E-04	14.1463	
3.56118E-04	14.1592	
3.56136E-04	14.8398	
3.56141E-04	15.0499	
3.56154E-04	15.6261	
3.56164E-04	16.0871	
3.56168E-04	16.2762	
3.56179E-04	16.8747	
3.56181E-04	16.9936	
3.56194E-04	17.7458	
3.56195E-04	17.7785	
3.56209E-04	18.6385	
3.56210E-04	18.711	
3.56222E-04	19.578	
3.56225E-04	19.7774	
3.56239E-04	20.8561	
3.56240E-04	20.9445	
3.56256E-04	22.2311	
3.56258E-04	22.4224	
3.56271E-04	23.6443	
3.56276E-04	24.1735	
3.56286E-04	25.1863	
3.56295E-04	26.1211	
3.56301E-04	26.8653	
3.56313E-04	28.2806	
3.56317E-04	28.6898	
3.56332E-04	30.6678	
3.56347E-04	32.8343	
3.56351E-04	33.3157	
3.56364E-04	35.3467	
3.56369E-04	36.2254	
3.56381E-04	38.2604	
3.56388E-04	39.4148	
3.56400E-04	41.7057	
3.56406E-04	42.8928	
3.56415E-04	44.7231	
3.56425E-04	46.6862	
3.56431E-04	47.9491	
3.56442E-04	50.5509	
3.56446E-04	51.3983	
3.56460E-04	54.7115	
3.56461E-04	55.0745	
3.56477E-04	59.1961	
3.56481E-04	60.3634	
3.56495E-04	63.9904	
3.56502E-04	66.0784	
3.56512E-04	69.1016	
3.56522E-04	72.2271	
3.56530E-04	74.5323	
3.56543E-04	78.8457	
3.56556E-04	83.2814	
3.56560E-04	84.8193	
3.56578E-04	91.139	
3.56582E-04	92.7755	
3.56604E-04	101.19	
3.56604E-04	101.191	
3.56626E-04	110.12	
3.56630E-04	111.956	
3.56655E-04	122.653	
3.56656E-04	123.299	
3.56682E-04	134.909	
3.56693E-04	140.005	
3.56719E-04	152.55	
3.56751E-04	168.222	
3.56768E-04	176.801	
3.56821E-04	202.713	
3.56853E-04	218.087	
3.56864E-04	223.531	
3.56899E-04	239.117	
3.56902E-04	240.362	
3.56935E-04	253.533	
3.56937E-04	254.352	
3.56963E-04	263.626	
3.56969E-04	265.516	
3.56992E-04	272.568	
3.56997E-04	273.746	
3.57021E-04	279.886	
3.57046E-04	284.598	
3.57056E-04	286.028	
3.57076E-04	288.44	
3.57086E-04	289.35	
3.57100E-04	290.136	
3.57113E-04	290.424	
3.57129E-04	290.304	
3.57142E-04	289.776	
3.57151E-04	289.128	
3.57167E-04	287.565	
3.57176E-04	286.454	
3.57196E-04	283.23	
3.57202E-04	282.142	
3.57225E-04	277.015	
3.57234E-04	274.844	
3.57258E-04	268.1	
3.57264E-04	266.101	
3.57283E-04	259.789	
3.57298E-04	254.64	
3.57312E-04	249.117	
3.57336E-04	239.852	
3.57342E-04	237.412	
3.57379E-04	220.873	
3.57385E-04	218.247	
3.57447E-04	189.334	
3.57496E-04	166.305	
3.57528E-04	151.491	
3.57531E-04	150.169	
3.57569E-04	133.482	
3.57572E-04	132.24	
3.57595E-04	122.531	
3.57601E-04	120.181	
3.57621E-04	112.162	
3.57633E-04	107.745	
3.57647E-04	102.397	
3.57665E-04	96.2003	
3.57666E-04	95.7	
3.57685E-04	89.4023	
3.57689E-04	88.2306	
3.57704E-04	83.4603	
3.57713E-04	80.8288	
3.57723E-04	77.843	
3.57729E-04	76.199	
3.57742E-04	72.6152	
3.57756E-04	68.9766	
3.57761E-04	67.6918	
3.57780E-04	63.1105	
3.57783E-04	62.4343	
3.57799E-04	58.8836	
3.57809E-04	56.558	
3.57815E-04	55.4434	
3.57830E-04	52.5496	
3.57831E-04	52.2398	
3.57848E-04	49.2644	
3.57850E-04	48.8832	
3.57864E-04	46.5029	
3.57870E-04	45.5362	
3.57880E-04	43.9339	
3.57890E-04	42.4784	
3.57897E-04	41.5544	
3.57913E-04	39.3425	
3.57917E-04	38.8244	
3.57930E-04	37.3148	
3.57944E-04	35.6153	
3.57946E-04	35.4151	
3.57962E-04	33.6946	
3.57971E-04	32.7734	
3.57973E-04	32.6004	
3.57988E-04	31.2646	
3.57999E-04	30.3019	
3.58002E-04	30.0009	
3.58017E-04	28.8455	
3.58026E-04	28.1517	
3.58031E-04	27.7617	
3.58046E-04	26.7638	
3.58053E-04	26.2843	
3.58061E-04	25.8356	
3.58075E-04	24.9741	
3.58081E-04	24.6635	
3.58090E-04	24.1795	
3.58104E-04	23.4356	
3.58108E-04	23.2566	
3.58119E-04	22.7495	
3.58126E-04	22.4243	
3.58133E-04	22.1197	
3.58148E-04	21.5342	
3.58162E-04	20.9702	
3.58177E-04	20.4729	
3.58192E-04	19.9936	
3.58199E-04	19.7621	
3.58206E-04	19.5499	
3.58224E-04	19.0403	
3.58235E-04	18.7471	
3.58242E-04	18.5679	
3.58261E-04	18.1386	
3.58275E-04	17.8084	
3.58279E-04	17.7328	
3.58297E-04	17.3692	
3.58315E-04	17.0187	
3.58343E-04	16.5643	
3.58370E-04	16.1319	
3.58375E-04	16.0491	
3.58397E-04	15.7542	
3.58424E-04	15.401	
3.58435E-04	15.265	
3.58452E-04	15.0782	
3.58475E-04	14.8181	
3.58479E-04	14.7815	
3.58512E-04	14.465	
3.58541E-04	14.1933	
3.58555E-04	14.0622	
3.58584E-04	13.827	
3.58628E-04	13.4882	
3.58672E-04	13.1957	
3.58715E-04	12.9129	
3.58737E-04	12.7756	
3.58759E-04	12.6536	
3.58817E-04	12.3389	
3.58846E-04	12.1867	
3.58876E-04	12.0515	
3.58934E-04	11.7899	
3.58992E-04	11.536	
3.58999E-04	11.5078	
3.59072E-04	11.2352	
3.59138E-04	10.9972	
3.59145E-04	10.9735	
3.59218E-04	10.7432	
3.59290E-04	10.5189	
3.59298E-04	10.497	
3.59363E-04	10.3188	
3.59436E-04	10.1254	
3.59458E-04	10.0687	
3.59509E-04	9.94926	
3.59586E-04	9.77263	
3.59667E-04	9.59018	
3.59698E-04	9.52264	
3.59748E-04	9.42263	
3.59830E-04	9.26535	
3.59911E-04	9.11143	
3.59968E-04	9.00578	
3.59993E-04	8.96449	
3.60074E-04	8.82953	
3.60165E-04	8.68161	
3.60239E-04	8.56595	
3.60325E-04	8.43443	
3.60411E-04	8.30739	
3.60497E-04	8.18546	
3.60561E-04	8.09793	
3.60626E-04	8.01435	
3.60690E-04	7.93553	
3.60755E-04	7.86261	
3.60798E-04	7.81809	
3.60807E-04	7.80923	
3.60841E-04	7.77219	
3.60884E-04	7.72987	
3.60920E-04	7.69946	
3.60956E-04	7.67469	
3.60991E-04	7.65703	
3.61015E-04	7.65012	
3.61039E-04	7.64794	
3.61063E-04	7.65134	
3.61075E-04	7.65635	
3.61087E-04	7.66084	
3.61111E-04	7.67766	
3.61135E-04	7.70378	
3.61153E-04	7.7305	
3.61171E-04	7.76425	
3.61189E-04	7.80597	
3.61207E-04	7.85673	
3.61225E-04	7.9177	
3.61243E-04	7.99021	
3.61257E-04	8.05862	
3.61261E-04	8.07709	
3.61275E-04	8.16139	
3.61292E-04	8.27277	
3.61308E-04	8.39968	
3.61325E-04	8.5438	
3.61342E-04	8.70696	
3.61348E-04	8.77274	
3.61359E-04	8.89687	
3.61375E-04	9.1131	
3.61388E-04	9.2918	
3.61393E-04	9.37494	
3.61400E-04	9.48991	
3.61413E-04	9.70751	
3.61426E-04	9.94249	
3.61438E-04	10.196	
3.61439E-04	10.2091	
3.61451E-04	10.4792	
3.61463E-04	10.7837	
3.61476E-04	11.1104	
3.61487E-04	11.4141	
3.61493E-04	11.5885	
3.61509E-04	12.1218	
3.61522E-04	12.5783	
3.61526E-04	12.7065	
3.61540E-04	13.2598	
3.61558E-04	14.0072	
3.61558E-04	14.0072	
3.61576E-04	14.842	
3.61594E-04	15.746	
3.61612E-04	16.7485	
3.61630E-04	17.8268	
3.61648E-04	19.0122	
3.61662E-04	20.0258	
3.61666E-04	20.285	
3.61684E-04	21.6652	
3.61695E-04	22.5447	
3.61702E-04	23.1439	
3.61720E-04	24.7284	
3.61727E-04	25.4012	
3.61742E-04	26.8428	
3.61759E-04	28.5982	
3.61767E-04	29.3439	
3.61791E-04	32.0354	
3.61792E-04	32.119	
3.61815E-04	34.9196	
3.61818E-04	35.2162	
3.61840E-04	37.983	
3.61848E-04	39.1128	
3.61867E-04	41.6586	
3.61879E-04	43.2481	
3.61902E-04	46.4666	
3.61910E-04	47.5809	
