E(MeV)	"HF-177(N,TOT)"	
1.22798E-04	149.722	
1.22808E-04	146.508	
1.22816E-04	144.289	
1.22830E-04	139.327	
1.22838E-04	136.476	
1.22852E-04	131.289	
1.22862E-04	127.207	
1.22876E-04	121.741	
1.22892E-04	114.862	
1.22908E-04	107.835	
1.22947E-04	91.4306	
1.22968E-04	82.6616	
1.22987E-04	75.1579	
1.22989E-04	74.5222	
1.23004E-04	69.1406	
1.23017E-04	64.6401	
1.23018E-04	64.0809	
1.23033E-04	59.3943	
1.23038E-04	58.0745	
1.23048E-04	55.0982	
1.23059E-04	52.2806	
1.23063E-04	51.2074	
1.23075E-04	48.2911	
1.23080E-04	47.3252	
1.23087E-04	45.6795	
1.23100E-04	43.3676	
1.23101E-04	43.2305	
1.23109E-04	41.8465	
1.23115E-04	41.034	
1.23118E-04	40.5005	
1.23128E-04	39.3334	
1.23129E-04	39.2224	
1.23137E-04	38.3542	
1.23144E-04	37.7637	
1.23146E-04	37.5533	
1.23155E-04	36.9411	
1.23158E-04	36.79	
1.23166E-04	36.4825	
1.23173E-04	36.286	
1.23174E-04	36.2789	
1.23178E-04	36.2422	
1.23186E-04	36.2744	
1.23188E-04	36.3221	
1.23194E-04	36.4698	
1.23203E-04	36.8172	
1.23203E-04	36.8601	
1.23211E-04	37.3355	
1.23215E-04	37.6344	
1.23219E-04	38.018	
1.23226E-04	38.6994	
1.23227E-04	38.8673	
1.23236E-04	39.891	
1.23237E-04	40.0882	
1.23244E-04	41.0936	
1.23248E-04	41.8135	
1.23252E-04	42.4728	
1.23259E-04	43.7328	
1.23260E-04	44.0338	
1.23269E-04	45.7828	
1.23269E-04	45.9603	
1.23277E-04	47.7265	
1.23280E-04	48.5208	
1.23285E-04	49.8629	
1.23291E-04	51.3899	
1.23293E-04	52.1949	
1.23301E-04	54.6048	
1.23305E-04	55.7147	
1.23312E-04	58.1433	
1.23316E-04	59.6188	
1.23322E-04	62.0221	
1.23327E-04	63.9136	
1.23333E-04	66.2456	
1.23339E-04	68.6037	
1.23344E-04	70.8166	
1.23350E-04	73.692	
1.23354E-04	75.7365	
1.23361E-04	79.1794	
1.23365E-04	81.2496	
1.23373E-04	85.0638	
1.23377E-04	87.687	
1.23388E-04	93.7824	
1.23389E-04	94.4865	
1.23401E-04	101.449	
1.23401E-04	101.749	
1.23417E-04	112.068	
1.23418E-04	112.375	
1.23433E-04	123.059	
1.23435E-04	124.039	
1.23449E-04	134.697	
1.23458E-04	141.284	
1.23465E-04	146.723	
1.23489E-04	165.368	
1.23491E-04	166.842	
1.23523E-04	192.161	
1.23532E-04	199.618	
1.23559E-04	219.624	
1.23572E-04	228.92	
1.23582E-04	236.15	
1.23596E-04	245.079	
1.23602E-04	248.603	
1.23615E-04	255.861	
1.23621E-04	258.919	
1.23632E-04	264.1	
1.23640E-04	267.461	
1.23654E-04	272.532	
1.23657E-04	273.502	
1.23673E-04	277.657	
1.23674E-04	277.915	
1.23688E-04	280.019	
1.23692E-04	280.387	
1.23699E-04	280.831	
1.23711E-04	280.709	
1.23715E-04	280.594	
1.23725E-04	279.409	
1.23734E-04	278.243	
1.23740E-04	276.692	
1.23750E-04	274.351	
1.23758E-04	271.544	
1.23768E-04	268.289	
1.23773E-04	265.891	
1.23783E-04	261.562	
1.23790E-04	257.965	
1.23802E-04	252.053	
1.23809E-04	247.591	
1.23821E-04	240.179	
1.23828E-04	235.778	
1.23845E-04	224.267	
1.23847E-04	222.893	
1.23866E-04	208.98	
1.23872E-04	204.06	
1.23888E-04	191.701	
1.23930E-04	159.435	
1.23936E-04	154.299	
1.23960E-04	136.313	
1.23977E-04	124.567	
1.23981E-04	121.24	
1.23998E-04	109.896	
1.24005E-04	105.698	
1.24011E-04	101.836	
1.24024E-04	94.1896	
1.24039E-04	85.4533	
1.24043E-04	83.7038	
1.24050E-04	79.9964	
1.24060E-04	74.8193	
1.24061E-04	74.1493	
1.24070E-04	69.9515	
1.24076E-04	67.2299	
1.24081E-04	65.3672	
1.24091E-04	61.0633	
1.24091E-04	60.8789	
1.24101E-04	57.0519	
1.24107E-04	55.1729	
1.24113E-04	52.8135	
1.24122E-04	49.9732	
1.24123E-04	49.5064	
1.24133E-04	46.4361	
1.24137E-04	45.3378	
1.24143E-04	43.5811	
1.24152E-04	41.1753	
1.24153E-04	40.9261	
1.24163E-04	38.4786	
1.24167E-04	37.4981	
1.24172E-04	36.2135	
1.24182E-04	34.2153	
1.24182E-04	34.1173	
1.24192E-04	32.2022	
1.24202E-04	30.5035	
1.24202E-04	30.4207	
1.24212E-04	28.8025	
1.24221E-04	27.4018	
1.24221E-04	27.3683	
1.24230E-04	26.1269	
1.24239E-04	24.9374	
1.24241E-04	24.738	
1.24249E-04	23.8518	
1.24258E-04	22.8442	
1.24261E-04	22.5307	
1.24267E-04	21.9213	
1.24276E-04	21.0688	
1.24281E-04	20.6811	
1.24285E-04	20.2847	
1.24295E-04	19.5636	
1.24300E-04	19.1319	
1.24304E-04	18.8986	
1.24313E-04	18.2922	
1.24322E-04	17.7254	
1.24330E-04	17.2628	
1.24331E-04	17.1979	
1.24340E-04	16.7243	
1.24350E-04	16.2806	
1.24359E-04	15.8641	
1.24363E-04	15.6648	
1.24371E-04	15.3812	
1.24382E-04	14.9444	
1.24394E-04	14.5391	
1.24399E-04	14.3881	
1.24406E-04	14.1734	
1.24418E-04	13.84	
1.24429E-04	13.5283	
1.24434E-04	13.413	
1.24447E-04	13.114	
1.24465E-04	12.7421	
1.24481E-04	12.4229	
1.24482E-04	12.4015	
1.24500E-04	12.1046	
1.24518E-04	11.8288	
1.24528E-04	11.6741	
1.24535E-04	11.5771	
1.24556E-04	11.3134	
1.24582E-04	10.9996	
1.24585E-04	10.9738	
1.24609E-04	10.7258	
1.24635E-04	10.4729	
1.24641E-04	10.4203	
1.24662E-04	10.248	
1.24688E-04	10.0402	
1.24716E-04	9.83292	
1.24723E-04	9.78514	
1.24759E-04	9.56366	
1.24794E-04	9.3568	
1.24829E-04	9.16242	
1.24866E-04	8.9901	
1.24902E-04	8.82766	
1.24926E-04	8.72425	
1.24974E-04	8.54432	
1.25023E-04	8.37664	
1.25071E-04	8.2197	
1.25119E-04	8.08551	
1.25167E-04	7.96017	
1.25216E-04	7.84325	
1.25262E-04	7.74805	
1.25308E-04	7.66083	
1.25354E-04	7.58257	
1.25385E-04	7.53634	
1.25416E-04	7.49599	
1.25446E-04	7.46307	
1.25470E-04	7.44425	
1.25495E-04	7.43222	
1.25519E-04	7.43009	
1.25536E-04	7.43554	
1.25552E-04	7.4477	
1.25568E-04	7.46778	
1.25585E-04	7.49725	
1.25601E-04	7.53779	
1.25614E-04	7.57663	
1.25626E-04	7.6237	
1.25632E-04	7.65374	
1.25638E-04	7.67976	
1.25650E-04	7.74587	
1.25663E-04	7.82351	
1.25675E-04	7.91397	
1.25687E-04	8.01862	
1.25700E-04	8.13887	
1.25712E-04	8.27624	
1.25724E-04	8.4323	
1.25737E-04	8.61334	
1.25750E-04	8.81743	
1.25762E-04	9.04631	
1.25775E-04	9.30168	
1.25787E-04	9.58517	
1.25800E-04	9.89829	
1.25813E-04	10.2424	
1.25819E-04	10.4474	
1.25825E-04	10.6208	
1.25838E-04	11.0347	
1.25850E-04	11.4824	
1.25865E-04	12.0415	
1.25877E-04	12.5492	
1.25885E-04	12.8907	
1.25890E-04	13.0911	
1.25908E-04	13.9675	
1.25926E-04	14.9075	
1.25945E-04	15.903	
1.25949E-04	16.136	
1.25970E-04	17.3586	
1.25972E-04	17.4535	
1.26020E-04	20.2867	
1.26038E-04	21.3736	
1.26059E-04	22.5886	
1.26069E-04	23.1047	
1.26084E-04	23.8887	
1.26105E-04	24.8879	
1.26118E-04	25.4276	
1.26138E-04	26.1135	
1.26141E-04	26.2028	
1.26154E-04	26.563	
1.26168E-04	26.8582	
1.26185E-04	27.0764	
1.26200E-04	27.1547	
1.26217E-04	27.1153	
1.26233E-04	26.9484	
1.26248E-04	26.6875	
1.26251E-04	26.6066	
1.26264E-04	26.2748	
1.26280E-04	25.7618	
1.26298E-04	25.0498	
1.26320E-04	24.0742	
1.26344E-04	22.8024	
1.26348E-04	22.6186	
1.26364E-04	21.6914	
1.26367E-04	21.5043	
1.26413E-04	18.7706	
1.26439E-04	17.1917	
1.26462E-04	15.8975	
1.26466E-04	15.6966	
1.26481E-04	14.8843	
1.26499E-04	13.9277	
1.26511E-04	13.3261	
1.26524E-04	12.7552	
1.26536E-04	12.2158	
1.26548E-04	11.7085	
1.26563E-04	11.1423	
1.26564E-04	11.0987	
1.26576E-04	10.6827	
1.26589E-04	10.2575	
1.26602E-04	9.86567	
1.26615E-04	9.50595	
1.26628E-04	9.1769	
1.26640E-04	8.87682	
1.26653E-04	8.60397	
1.26666E-04	8.35654	
1.26679E-04	8.13263	
1.26684E-04	8.0588	
1.26692E-04	7.93255	
1.26701E-04	7.80276	
1.26711E-04	7.68244	
1.26720E-04	7.57097	
1.26729E-04	7.46773	
1.26743E-04	7.327	
1.26757E-04	7.20159	
1.26771E-04	7.08974	
1.26784E-04	6.98984	
1.26798E-04	6.90043	
1.26799E-04	6.89746	
1.26812E-04	6.82393	
1.26826E-04	6.75556	
1.26840E-04	6.69412	
1.26858E-04	6.62139	
1.26877E-04	6.55743	
1.26895E-04	6.50067	
1.26914E-04	6.44978	
1.26938E-04	6.38971	
1.26941E-04	6.38283	
1.26969E-04	6.32905	
1.26999E-04	6.27794	
1.27032E-04	6.22599	
1.27078E-04	6.16409	
1.27123E-04	6.10819	
1.27184E-04	6.03913	
1.27190E-04	6.03292	
1.27258E-04	5.97146	
1.27326E-04	5.91502	
1.27387E-04	5.86717	
1.27465E-04	5.81045	
1.27578E-04	5.73492	
1.27582E-04	5.7323	
1.27699E-04	5.66466	
1.27816E-04	5.60329	
1.27933E-04	5.54791	
1.28060E-04	5.49431	
1.28193E-04	5.44634	
1.28326E-04	5.40703	
1.28459E-04	5.37738	
1.28548E-04	5.36368	
1.28569E-04	5.36165	
1.28636E-04	5.35415	
1.28752E-04	5.35042	
1.28859E-04	5.35762	
1.28966E-04	5.3767	
1.29037E-04	5.39697	
1.29109E-04	5.42409	
1.29156E-04	5.44729	
1.29180E-04	5.45984	
1.29252E-04	5.50612	
1.29315E-04	5.55538	
1.29379E-04	5.61321	
1.29394E-04	5.63008	
1.29442E-04	5.68437	
1.29506E-04	5.7676	
1.29553E-04	5.83922	
1.29569E-04	5.86474	
1.29632E-04	5.98072	
1.29676E-04	6.07136	
1.29696E-04	6.11558	
1.29759E-04	6.27528	
1.29807E-04	6.40865	
1.29855E-04	6.56567	
1.29902E-04	6.73747	
1.29916E-04	6.79244	
1.29927E-04	6.83722	
1.29950E-04	6.9331	
1.29982E-04	7.07904	
1.29997E-04	7.15584	
1.30045E-04	7.40757	
1.30061E-04	7.49961	
1.30093E-04	7.69375	
1.30120E-04	7.87991	
1.30140E-04	8.01982	
1.30176E-04	8.2925	
1.30180E-04	8.32504	
1.30212E-04	8.59938	
1.30239E-04	8.85699	
1.30247E-04	8.9342	
1.30279E-04	9.26566	
1.30283E-04	9.30884	
1.30319E-04	9.72618	
1.30354E-04	10.1948	
1.30358E-04	10.251	
1.30390E-04	10.7203	
1.30398E-04	10.8471	
1.30426E-04	11.3089	
1.30428E-04	11.3444	
1.30456E-04	11.8588	
1.30458E-04	11.8982	
1.30485E-04	12.4696	
1.30487E-04	12.5133	
1.30515E-04	13.1501	
1.30517E-04	13.199	
1.30545E-04	13.9114	
1.30547E-04	13.9662	
1.30575E-04	14.7666	
1.30577E-04	14.8283	
1.30596E-04	15.4687	
1.30604E-04	15.7335	
1.30616E-04	16.1625	
1.30634E-04	16.8312	
1.30641E-04	17.1022	
1.30656E-04	17.7523	
1.30659E-04	17.8795	
1.30675E-04	18.5875	
1.30678E-04	18.7319	
1.30696E-04	19.66	
1.30697E-04	19.6808	
1.30715E-04	20.6882	
1.30718E-04	20.9075	
1.30733E-04	21.8208	
1.30740E-04	22.2847	
1.30752E-04	23.0728	
1.30762E-04	23.8395	
1.30770E-04	24.4565	
1.30778E-04	25.144	
1.30788E-04	26.0087	
1.30795E-04	26.5799	
1.30801E-04	27.1479	
1.30811E-04	28.1827	
1.30817E-04	28.801	
1.30827E-04	29.9577	
1.30829E-04	30.1187	
1.30838E-04	31.2625	
1.30841E-04	31.5644	
1.30853E-04	33.1286	
1.30854E-04	33.3454	
1.30865E-04	34.8467	
1.30870E-04	35.6878	
1.30876E-04	36.7138	
1.30886E-04	38.3157	
1.30888E-04	38.7443	
1.30900E-04	40.9746	
1.30902E-04	41.285	
1.30912E-04	43.4243	
1.30914E-04	43.7682	
1.30924E-04	46.1196	
1.30926E-04	46.4981	
1.30936E-04	49.0859	
1.30938E-04	49.5019	
1.30947E-04	52.1299	
1.30949E-04	52.815	
1.30958E-04	55.3413	
1.30961E-04	56.4699	
1.30968E-04	58.8482	
1.30973E-04	60.5013	
1.30979E-04	62.6797	
1.30985E-04	64.9505	
1.30990E-04	66.8658	
1.30997E-04	69.861	
1.31001E-04	71.4404	
1.31009E-04	75.2812	
1.31011E-04	76.4381	
1.31021E-04	81.2615	
1.31022E-04	81.8968	
1.31033E-04	87.8573	
1.31043E-04	94.4001	
1.31045E-04	95.1583	
1.31054E-04	101.538	
1.31057E-04	103.202	
1.31065E-04	109.615	
1.31068E-04	112.049	
1.31076E-04	118.439	
1.31080E-04	121.772	
1.31087E-04	128.068	
1.31092E-04	132.442	
1.31099E-04	138.57	
1.31105E-04	144.95	
1.31110E-04	149.98	
1.31118E-04	158.701	
1.31121E-04	162.364	
1.31130E-04	173.785	
1.31132E-04	175.781	
1.31143E-04	190.287	
1.31143E-04	190.288	
1.31153E-04	203.76	
1.31156E-04	208.395	
1.31162E-04	218.077	
1.31168E-04	228.058	
1.31172E-04	233.267	
1.31181E-04	249.353	
1.31191E-04	266.595	
1.31194E-04	272.503	
1.31200E-04	284.822	
1.31208E-04	300.742	
1.31214E-04	314.016	
1.31222E-04	331.218	
1.31227E-04	341.947	
1.31237E-04	364.083	
1.31239E-04	369.818	
1.31251E-04	399.33	
1.31251E-04	399.333	
1.31265E-04	437.105	
1.31267E-04	441.424	
1.31278E-04	472.671	
1.31283E-04	486.432	
1.31294E-04	519.463	
1.31297E-04	529.156	
1.31310E-04	569.078	
1.31318E-04	597.293	
1.31333E-04	647.455	
1.31340E-04	669.134	
1.31362E-04	746.968	
1.31372E-04	780.698	
1.31424E-04	968.46	
1.31435E-04	1007.07	
1.31454E-04	1071.39	
1.31461E-04	1094.51	
1.31473E-04	1131.48	
1.31484E-04	1164.11	
1.31497E-04	1199.38	
1.31505E-04	1219.64	
1.31519E-04	1253.6	
1.31524E-04	1263.75	
1.31540E-04	1294.79	
1.31543E-04	1299.86	
1.31559E-04	1324.21	
1.31560E-04	1324.99	
1.31576E-04	1341.22	
1.31577E-04	1342.21	
1.31594E-04	1351.34	
1.31596E-04	1352.26	
1.31599E-04	1352.68	
1.31615E-04	1352.17	
1.31616E-04	1351.82	
1.31630E-04	1344.9	
1.31633E-04	1343.04	
1.31648E-04	1328.64	
1.31651E-04	1325.67	
1.31669E-04	1299.28	
1.31671E-04	1296.93	
1.31684E-04	1271.44	
1.31692E-04	1255.12	
1.31700E-04	1236.92	
1.31716E-04	1197.51	
1.31724E-04	1176.12	
1.31740E-04	1130.76	
1.31741E-04	1126.03	
1.31762E-04	1060.95	
1.31770E-04	1034.96	
1.31791E-04	962.13	
1.31816E-04	876.715	
1.31854E-04	744.264	
1.31865E-04	706.472	
1.31878E-04	664.199	
1.31889E-04	628.276	
1.31901E-04	588.263	
1.31911E-04	559.294	
1.31922E-04	526.49	
1.31930E-04	503.82	
1.31936E-04	486.268	
1.31949E-04	452.21	
1.31951E-04	448.11	
1.31965E-04	412.402	
1.31968E-04	404.74	
1.31979E-04	378.849	
1.31981E-04	375.285	
1.31993E-04	347.633	
1.31993E-04	347.631	
1.32006E-04	321.835	
1.32019E-04	297.901	
1.32022E-04	292.141	
1.32032E-04	275.531	
1.32034E-04	271.539	
1.32044E-04	254.845	
1.32046E-04	252.378	
1.32057E-04	235.742	
1.32058E-04	234.602	
1.32070E-04	218.148	
1.32082E-04	202.993	
1.32082E-04	202.021	
1.32093E-04	189.023	
1.32095E-04	187.239	
1.32105E-04	176.151	
1.32107E-04	174.512	
1.32117E-04	164.329	
1.32119E-04	162.825	
1.32129E-04	153.485	
1.32131E-04	152.107	
1.32141E-04	143.551	
1.32143E-04	142.289	
1.32153E-04	134.458	
1.32155E-04	133.304	
1.32165E-04	126.143	
1.32166E-04	125.088	
1.32177E-04	118.544	
1.32178E-04	117.58	
1.32189E-04	111.601	
1.32190E-04	110.727	
1.32202E-04	104.471	
1.32205E-04	103.275	
1.32214E-04	98.7694	
1.32220E-04	95.9051	
1.32227E-04	93.0372	
1.32236E-04	89.3268	
1.32237E-04	88.8702	
1.32248E-04	85.0664	
1.32252E-04	83.5171	
1.32258E-04	81.5182	
1.32266E-04	78.8492	
1.32274E-04	76.6935	
1.32285E-04	73.2966	
1.32289E-04	72.3431	
1.32304E-04	68.4331	
1.32304E-04	68.4329	
1.32320E-04	64.9584	
1.32324E-04	64.1955	
1.32335E-04	61.8111	
1.32343E-04	60.4484	
1.32351E-04	58.9535	
1.32362E-04	57.1201	
1.32366E-04	56.3516	
1.32381E-04	54.1493	
1.32382E-04	53.9757	
1.32399E-04	51.5468	
1.32400E-04	51.4941	
1.32418E-04	49.2454	
1.32425E-04	48.3723	
1.32436E-04	47.1384	
1.32450E-04	45.6209	
1.32455E-04	45.2087	
1.32473E-04	43.4609	
1.32483E-04	42.5987	
1.32498E-04	41.33	
1.32512E-04	40.2023	
1.32522E-04	39.4131	
1.32541E-04	38.078	
1.32547E-04	37.6805	
1.32571E-04	36.1104	
1.32580E-04	35.6022	
1.32602E-04	34.3693	
1.32619E-04	33.4485	
1.32628E-04	32.9596	
1.32655E-04	31.6679	
1.32658E-04	31.5573	
1.32682E-04	30.499	
1.32696E-04	29.8939	
1.32709E-04	29.4116	
1.32735E-04	28.4127	
1.32744E-04	28.0942	
1.32780E-04	26.9064	
1.32794E-04	26.4643	
1.32816E-04	25.8275	
1.32852E-04	24.8306	
1.32853E-04	24.7775	
1.32888E-04	23.9161	
1.32913E-04	23.3389	
1.32927E-04	23.0401	
1.32965E-04	22.2456	
1.32973E-04	22.0956	
1.33003E-04	21.5249	
1.33012E-04	21.3656	
1.33041E-04	20.8837	
1.33080E-04	20.2886	
1.33092E-04	20.1152	
1.33118E-04	19.7644	
1.33147E-04	19.4094	
1.33168E-04	19.1601	
1.33175E-04	19.0876	
1.33188E-04	18.9623	
1.33214E-04	18.7328	
1.33240E-04	18.5365	
1.33245E-04	18.5027	
1.33259E-04	18.427	
1.33278E-04	18.3494	
1.33299E-04	18.3028	
1.33313E-04	18.2975	
1.33322E-04	18.3091	
1.33327E-04	18.3207	
1.33341E-04	18.3788	
1.33355E-04	18.4687	
1.33369E-04	18.5949	
1.33383E-04	18.7628	
1.33397E-04	18.978	
1.33399E-04	19.0091	
1.33411E-04	19.2604	
1.33421E-04	19.5132	
1.33432E-04	19.8037	
1.33442E-04	20.1355	
1.33453E-04	20.5123	
1.33459E-04	20.7699	
1.33463E-04	20.9431	
1.33474E-04	21.4348	
1.33484E-04	21.984	
1.33495E-04	22.5951	
1.33500E-04	22.9093	
1.33506E-04	23.3447	
1.33515E-04	23.9877	
1.33524E-04	24.6845	
1.33533E-04	25.4376	
1.33540E-04	26.1212	
1.33541E-04	26.2527	
1.33550E-04	27.1437	
1.33559E-04	28.0996	
1.33572E-04	29.6609	
1.33576E-04	30.2209	
1.33585E-04	31.397	
1.33593E-04	32.469	
1.33599E-04	33.3181	
1.33612E-04	35.427	
1.33625E-04	37.716	
1.33625E-04	37.7963	
1.33638E-04	40.2178	
1.33650E-04	42.615	
1.33654E-04	43.4152	
1.33671E-04	47.169	
1.33674E-04	48.1018	
1.33687E-04	51.242	
1.33699E-04	54.3703	
1.33704E-04	55.6109	
1.33721E-04	60.2617	
1.33725E-04	61.5146	
1.33740E-04	65.8097	
1.33751E-04	69.2595	
1.33771E-04	75.4072	
1.33777E-04	77.3249	
1.33811E-04	88.359	
1.33827E-04	93.6363	
1.33856E-04	102.343	
1.33880E-04	109.125	
1.33881E-04	109.557	
1.33900E-04	114.31	
1.33918E-04	118.266	
1.33934E-04	121.133	
1.33950E-04	123.6	
1.33951E-04	123.727	
1.33966E-04	125.435	
1.33981E-04	126.47	
1.33985E-04	126.75	
1.33999E-04	127.153	
1.34011E-04	127.064	
1.34014E-04	127.035	
1.34031E-04	126.202	
1.34036E-04	125.723	
1.34046E-04	124.863	
1.34062E-04	122.799	
1.34070E-04	121.362	
1.34082E-04	119.461	
1.34100E-04	115.74	
1.34100E-04	115.739	
1.34120E-04	110.746	
1.34125E-04	109.346	
1.34143E-04	104.385	
1.34151E-04	102.068	
1.34172E-04	95.8228	
1.34185E-04	91.7161	
1.34217E-04	81.2246	
1.34241E-04	73.722	
1.34265E-04	66.2115	
1.34286E-04	59.8315	
1.34303E-04	55.0032	
1.34316E-04	51.5623	
1.34328E-04	48.4989	
1.34330E-04	48.0824	
1.34340E-04	45.5972	
1.34352E-04	42.8492	
1.34364E-04	40.2545	
1.34371E-04	38.859	
1.34376E-04	37.8219	
1.34388E-04	35.5534	
1.34400E-04	33.4333	
1.34412E-04	31.4577	
1.34425E-04	29.5196	
1.34438E-04	27.7347	
1.34447E-04	26.6261	
1.34455E-04	25.5941	
1.34464E-04	24.6217	
1.34473E-04	23.7064	
1.34481E-04	22.8455	
1.34490E-04	22.0498	
1.34498E-04	21.3032	
1.34507E-04	20.603	
1.34516E-04	19.9468	
1.34524E-04	19.3437	
1.34533E-04	18.7796	
1.34541E-04	18.2518	
1.34550E-04	17.7642	
1.34553E-04	17.5859	
1.34563E-04	17.095	
1.34572E-04	16.6404	
1.34582E-04	16.2191	
1.34592E-04	15.8286	
1.34601E-04	15.4662	
1.34611E-04	15.1422	
1.34621E-04	14.8417	
1.34634E-04	14.4742	
1.34647E-04	14.1403	
1.34653E-04	13.9882	
1.34659E-04	13.8432	
1.34672E-04	13.5792	
1.34685E-04	13.3381	
1.34698E-04	13.1168	
1.34711E-04	12.913	
1.34724E-04	12.7243	
1.34730E-04	12.6381	
1.34743E-04	12.4761	
1.34756E-04	12.3279	
1.34778E-04	12.1013	
1.34799E-04	11.8959	
1.34821E-04	11.7185	
1.34842E-04	11.555	
1.34874E-04	11.3304	
1.34885E-04	11.262	
1.34906E-04	11.1344	
1.34939E-04	10.9582	
1.34971E-04	10.7942	
1.35014E-04	10.5908	
1.35057E-04	10.4163	
1.35100E-04	10.2537	
1.35146E-04	10.0911	
1.35178E-04	9.98628	
1.35192E-04	9.94208	
1.35238E-04	9.80948	
1.35284E-04	9.68682	
1.35315E-04	9.61079	
1.35366E-04	9.49534	
1.35407E-04	9.4152	
1.35438E-04	9.36442	
1.35469E-04	9.32399	
1.35499E-04	9.29706	
1.35520E-04	9.28871	
1.35541E-04	9.28995	
1.35561E-04	9.30286	
1.35575E-04	9.32177	
1.35582E-04	9.32897	
1.35602E-04	9.36999	
1.35618E-04	9.414	
1.35633E-04	9.47115	
1.35648E-04	9.54324	
1.35664E-04	9.63223	
1.35679E-04	9.74181	
1.35695E-04	9.87699	
1.35711E-04	10.0378	
1.35727E-04	10.2269	
1.35743E-04	10.4471	
1.35760E-04	10.7011	
1.35776E-04	10.9913	
1.35792E-04	11.3202	
1.35806E-04	11.6423	
1.35808E-04	11.6903	
1.35824E-04	12.1069	
1.35840E-04	12.5668	
1.35852E-04	12.9637	
1.35867E-04	13.459	
1.35871E-04	13.6067	
1.35882E-04	13.9959	
1.35897E-04	14.5696	
1.35919E-04	15.4908	
1.35924E-04	15.7096	
1.35941E-04	16.4857	
1.35972E-04	17.9286	
1.35976E-04	18.1682	
1.36023E-04	20.4766	
1.36029E-04	20.7625	
1.36039E-04	21.2274	
1.36056E-04	22.0492	
1.36082E-04	23.1606	
1.36105E-04	24.0448	
1.36105E-04	24.0448	
1.36124E-04	24.6992	
1.36144E-04	25.2341	
1.36160E-04	25.5646	
1.36178E-04	25.8439	
1.36199E-04	26.0023	
1.36207E-04	26.0221	
1.36222E-04	25.9905	
1.36242E-04	25.8241	
1.36243E-04	25.8119	
1.36258E-04	25.5854	
1.36277E-04	25.1687	
1.36285E-04	24.9469	
1.36297E-04	24.6285	
1.36322E-04	23.8083	
1.36335E-04	23.3068	
1.36346E-04	22.8579	
1.36382E-04	21.3109	
1.36391E-04	20.9506	
1.36438E-04	18.8168	
1.36450E-04	18.3355	
1.36466E-04	17.6362	
1.36487E-04	16.815	
1.36508E-04	16.0697	
1.36509E-04	16.0438	
1.36528E-04	15.4298	
1.36547E-04	14.9196	
1.36559E-04	14.6235	
1.36571E-04	14.3641	
1.36584E-04	14.1428	
1.36596E-04	13.9608	
1.36608E-04	13.8193	
1.36621E-04	13.7198	
1.36622E-04	13.7115	
1.36630E-04	13.6781	
1.36644E-04	13.6643	
1.36658E-04	13.7096	
1.36663E-04	13.7519	
1.36672E-04	13.8248	
1.36685E-04	14.0115	
1.36697E-04	14.2347	
1.36699E-04	14.2719	
1.36713E-04	14.6233	
1.36722E-04	14.9042	
1.36723E-04	14.9339	
1.36731E-04	15.2366	
1.36741E-04	15.6129	
1.36749E-04	15.9884	
1.36750E-04	16.0367	
1.36759E-04	16.5228	
1.36768E-04	17.0616	
1.36770E-04	17.137	
1.36777E-04	17.6341	
1.36786E-04	18.2623	
1.36790E-04	18.6141	
1.36794E-04	18.9563	
1.36803E-04	19.7206	
1.36806E-04	19.9669	
1.36812E-04	20.5632	
1.36820E-04	21.4815	
1.36821E-04	21.5613	
1.36829E-04	22.4941	
1.36837E-04	23.4399	
1.36838E-04	23.5919	
1.36846E-04	24.7954	
1.36851E-04	25.4227	
1.36855E-04	26.103	
1.36864E-04	27.5198	
1.36864E-04	27.555	
1.36872E-04	29.0659	
1.36877E-04	29.997	
1.36881E-04	30.7358	
1.36890E-04	32.5388	
1.36891E-04	32.733	
1.36899E-04	34.4948	
1.36904E-04	35.8309	
1.36907E-04	36.597	
1.36917E-04	39.0499	
1.36917E-04	39.2851	
1.36926E-04	41.7106	
1.36931E-04	43.1684	
1.36935E-04	44.5759	
1.36944E-04	47.4543	
1.36945E-04	47.6545	
1.36954E-04	50.9752	
1.36957E-04	52.2403	
1.36963E-04	54.5341	
1.36970E-04	57.0361	
1.36971E-04	57.4943	
1.36982E-04	62.4003	
1.36984E-04	63.288	
1.36995E-04	68.2354	
1.36996E-04	68.7166	
1.37007E-04	74.5631	
1.37019E-04	80.9023	
1.37022E-04	82.5058	
1.37030E-04	87.6598	
1.37036E-04	91.1338	
1.37042E-04	94.8392	
1.37051E-04	100.46	
1.37055E-04	103.774	
1.37065E-04	110.48	
1.37070E-04	114.02	
1.37079E-04	121.181	
1.37084E-04	124.929	
1.37092E-04	130.989	
1.37099E-04	136.521	
1.37107E-04	143.701	
1.37113E-04	148.73	
1.37130E-04	163.964	
1.37132E-04	165.297	
1.37150E-04	182.336	
1.37158E-04	190.031	
1.37178E-04	208.661	
1.37225E-04	254.678	
1.37252E-04	279.853	
1.37276E-04	300.598	
1.37283E-04	305.889	
1.37296E-04	316.289	
1.37306E-04	322.902	
1.37315E-04	329.378	
1.37324E-04	334.378	
1.37335E-04	340.336	
1.37340E-04	343.003	
1.37352E-04	348.132	
1.37361E-04	351.461	
1.37368E-04	353.461	
1.37380E-04	356.266	
1.37385E-04	357.261	
1.37400E-04	358.65	
1.37400E-04	358.65	
1.37415E-04	358.299	
1.37419E-04	357.788	
1.37434E-04	355.549	
1.37434E-04	355.482	
