E(MeV)	mcnp/Pd-105:1	
5.550051719E-05	164.2002258	
5.552576113E-05	143.1498718	
5.555099779E-05	124.3970032	
5.557624172E-05	107.9355316	
5.560148929E-05	93.68677521	
5.562674050E-05	81.49141693	
5.565198080E-05	71.14740753	
5.567721018E-05	62.43510437	
5.570246867E-05	55.12192154	
5.572770897E-05	49.00562286	
5.575294927E-05	43.88733673	
5.577818956E-05	39.59462738	
5.580344077E-05	35.98202515	
5.582867743E-05	32.92598343	
5.585393228E-05	30.32318878	
5.587916894E-05	28.09347725	
5.590442015E-05	26.16714478	
5.592966045E-05	24.49209976	
5.595489711E-05	23.02464294	
5.600538861E-05	20.58071899	
5.605588012E-05	18.63378143	
5.610636799E-05	17.05063248	
5.615684859E-05	15.74156666	
5.620732918E-05	14.64414501	
5.625780977E-05	13.71330643	
5.630830128E-05	12.91533375	
5.635879279E-05	12.22558117	
5.640927702E-05	11.62458897	
5.645976853E-05	11.09698677	
5.651024912E-05	10.63094234	
5.661122850E-05	9.846371651	
5.671220060E-05	9.214179993	
5.681317271E-05	8.696382523	
5.691414844E-05	8.266474724	
5.701512782E-05	7.905252934	
5.711609992E-05	7.598445892	
5.721707203E-05	7.335394859	
5.731805140E-05	7.108067036	
5.741903078E-05	6.910223007	
5.751999925E-05	6.736848831	
5.772193981E-05	6.447217941	
5.792388765E-05	6.214920044	
5.812583186E-05	6.025751591	
5.832778334E-05	5.869493484	
5.852972026E-05	5.738597393	
5.873167174E-05	5.627584934	
5.893361958E-05	5.532392025	
5.913557106E-05	5.449964523	
5.933750799E-05	5.377971172	
5.953947039E-05	5.314674854	
5.974141095E-05	5.258947372	
6.014530300E-05	5.164120197	
6.054919140E-05	5.086210728	
6.095309072E-05	5.021503448	
6.135699368E-05	4.966887951	
6.176088209E-05	4.920180798	
6.216477050E-05	4.879825592	
6.256865890E-05	4.844732761	
6.297256186E-05	4.814163208	
6.337645027E-05	4.787690639	
6.378033868E-05	4.765188694	
6.418422709E-05	4.746902466	
6.458814460E-05	4.733604431	
6.499202573E-05	4.726620197	
6.519397721E-05	4.726412296	
6.539592141E-05	4.729411125	
6.559786561E-05	4.73647213	
6.579981709E-05	4.748959541	
6.600177585E-05	4.768978596	
6.620371278E-05	4.799672127	
6.630468852E-05	4.82046032	
6.640567153E-05	4.846059322	
6.650664000E-05	4.877795696	
6.660761574E-05	4.917435646	
6.670857692E-05	4.967311382	
6.680955994E-05	5.030615807	
6.691053568E-05	5.111862183	
6.701151142E-05	5.217685223	
6.711248716E-05	5.358360291	
6.716296775E-05	5.446591854	
6.721344835E-05	5.550477982	
6.726395804E-05	5.674053192	
6.731443864E-05	5.822626114	
6.736493378E-05	6.003742218	
6.741539983E-05	6.228168011	
6.746588770E-05	6.512215614	
6.751638284E-05	6.881335258	
6.754163041E-05	7.109662056	
6.756687071E-05	7.375808716	
6.759211828E-05	7.689305305	
6.761736586E-05	8.061245918	
6.764260615E-05	8.506284714	
6.766786100E-05	9.04250145	
6.769310130E-05	9.692195892	
6.771833432E-05	10.48136806	
6.774358189E-05	11.44360638	
6.776882947E-05	12.61605644	
6.779406976E-05	14.04044247	
6.781931734E-05	15.76429939	
6.784455036E-05	17.83580399	
6.786981248E-05	20.30745316	
6.789504550E-05	23.22297859	
6.792028580E-05	26.62334633	
6.794553337E-05	30.53329659	
6.797078095E-05	34.96448898	
6.799601397E-05	39.90354919	
6.804650911E-05	51.10446167	
6.810959894E-05	66.52700043	
6.814747030E-05	75.61138153	
6.818533438E-05	83.75687408	
6.821057468E-05	88.32624054	
6.824239244E-05	92.77843475	
6.827118341E-05	95.32105255	
6.830000348E-05	96.30474854	
6.831920473E-05	96.06394958	
6.834800297E-05	94.378685	
6.837680121E-05	91.20131683	
6.840351853E-05	87.07817078	
6.845696771E-05	76.26610565	
6.851932994E-05	61.4341507	
6.857277913E-05	48.85550308	
6.859059795E-05	44.94580078	
6.862622831E-05	37.75468063	
6.866187323E-05	31.51473236	
6.867967750E-05	28.77084541	
6.869750359E-05	26.27462578	
6.871530059E-05	24.02067566	
6.873312668E-05	21.99414063	
6.875093095E-05	20.1852169	
6.876874977E-05	18.57544136	
6.878656131E-05	17.15142059	
6.880436558E-05	15.89492416	
6.882219168E-05	14.78935051	
6.884001050E-05	13.81858826	
6.885782932E-05	12.96735001	
6.887564086E-05	12.22199631	
6.889345968E-05	11.56810093	
6.891127850E-05	10.9949894	
6.892909005E-05	10.4914341	
6.894690887E-05	10.0480442	
6.898253196E-05	9.310142517	
6.901815505E-05	8.727098465	
6.905380724E-05	8.259108543	
6.908943033E-05	7.877490044	
6.912506069E-05	7.560897827	
6.916069833E-05	7.294281006	
6.919632870E-05	7.066833973	
6.923195906E-05	6.870524406	
6.930321979E-05	6.548775196	
6.937448052E-05	6.296472073	
6.944574852E-05	6.093779087	
6.951701653E-05	5.927874088	
6.958826998E-05	5.789960861	
6.965953798E-05	5.673842907	
6.973079871E-05	5.575003624	
6.980205944E-05	5.490007877	
6.994460273E-05	5.351680279	
7.008710963E-05	5.24432373	
7.022963109E-05	5.159031391	
7.037217438E-05	5.090135098	
7.051468856E-05	5.033837318	
7.065721729E-05	4.987346172	
7.094228204E-05	4.915410519	
7.122733223E-05	4.863367081	
7.151239697E-05	4.826089382	
7.179743989E-05	4.800324917	
7.208249008E-05	4.784238338	
7.236755482E-05	4.777023792	
7.265260501E-05	4.778670788	
7.293765520E-05	4.789895058	
7.322271267E-05	4.812188625	
7.350777014E-05	4.848026276	
7.379282033E-05	4.901208401	
7.407785597E-05	4.977320194	
7.436293527E-05	5.08407402	
7.450546400E-05	5.153055191	
7.464797818E-05	5.235856056	
7.479049964E-05	5.335502625	
7.493303565E-05	5.455811024	
7.507553528E-05	5.601837158	
7.521807856E-05	5.780534744	
7.536060730E-05	6.001193047	
7.550312876E-05	6.276642799	
7.564565749E-05	6.624673843	
7.578819350E-05	7.07075882	
7.585945423E-05	7.341902733	
