E (MeV)	Na-23	
6.67479E+00	1.80136	
6.71790E+00	1.6761	
6.72500E+00	1.6777	
6.75000E+00	1.68322	
6.76990E+00	1.6876	
6.78000E+00	1.7476	
6.78076E+00	1.75208	
6.79180E+00	1.81759	
6.80000E+00	1.8392	
6.80778E+00	1.85974	
6.82000E+00	1.89201	
6.82500E+00	1.89269	
6.83370E+00	1.8755	
6.85000E+00	1.84359	
6.85534E+00	1.65947	
6.86730E+00	1.55759	
6.87386E+00	1.59323	
6.87500E+00	1.5994	
6.89122E+00	1.68742	
6.89920E+00	1.73074	
6.90000E+00	1.7299	
6.91825E+00	1.7082	
6.92500E+00	1.70018	
6.93000E+00	1.6943	
6.93340E+00	1.69021	
6.94290E+00	1.67889	
6.95000E+00	1.68019	
6.95901E+00	1.6819	
6.96000E+00	1.68209	
6.97500E+00	1.68478	
6.98990E+00	1.68756	
7.00000E+00	1.7142	
7.00110E+00	1.7142	
7.00980E+00	1.71719	
7.01830E+00	1.74073	
7.02500E+00	1.7627	
7.05000E+00	1.7621	
7.06063E+00	1.69629	
7.07500E+00	1.60879	
7.10000E+00	1.60669	
7.11411E+00	1.82013	
7.11610E+00	1.82339	
7.12500E+00	1.7349	
7.14340E+00	1.55181	
7.15000E+00	1.5794	
7.16620E+00	1.64719	
7.17500E+00	1.6123	
7.18440E+00	1.57491	
7.19000E+00	1.63027	
7.20000E+00	1.72912	
7.20720E+00	1.80032	
7.20868E+00	1.79434	
7.22080E+00	1.7454	
7.22500E+00	1.72622	
7.23000E+00	1.70336	
7.24360E+00	1.64138	
7.25000E+00	1.67811	
7.26628E+00	1.77126	
7.27500E+00	1.77139	
7.28043E+00	1.75745	
7.30000E+00	1.73819	
7.32500E+00	1.71348	
7.35000E+00	1.68887	
7.37500E+00	1.66431	
7.38221E+00	1.6572	
7.38940E+00	1.65011	
7.40000E+00	1.63966	
7.41870E+00	1.62119	
7.42200E+00	1.62907	
7.42500E+00	1.6363	
7.44000E+00	1.67244	
7.45000E+00	1.69637	
7.47000E+00	1.74456	
7.47500E+00	1.75647	
7.48240E+00	1.7743	
7.50000E+00	1.80184	
7.51200E+00	1.8205	
7.52500E+00	1.80197	
7.53031E+00	1.79444	
7.55000E+00	1.76652	
7.55884E+00	1.75393	
7.56890E+00	1.73961	
7.57500E+00	1.74791	
7.58569E+00	1.76257	
7.59910E+00	1.78097	
7.60000E+00	1.78207	
7.61094E+00	1.79704	
7.62199E+00	1.81216	
7.62500E+00	1.81627	
7.62810E+00	1.82046	
7.63470E+00	1.82046	
7.65000E+00	1.82046	
7.65703E+00	1.82048	
7.67500E+00	1.82048	
7.67803E+00	1.78163	
7.69777E+00	1.74406	
7.70000E+00	1.73981	
7.71479E+00	1.71163	
7.71632E+00	1.70871	
7.72500E+00	1.70779	
7.73375E+00	1.69702	
7.75000E+00	1.68668	
7.75300E+00	1.68482	
7.76654E+00	1.6763	
7.77500E+00	1.67097	
7.77590E+00	1.67027	
7.79090E+00	1.63985	
7.79535E+00	1.63086	
7.80000E+00	1.62145	
7.81010E+00	1.60092	
7.82064E+00	1.64106	
7.82500E+00	1.65768	
7.84284E+00	1.72562	
7.85000E+00	1.75291	
7.85610E+00	1.77612	
7.86231E+00	1.79976	
7.86700E+00	1.81761	
7.87500E+00	1.8	
7.89651E+00	1.7526	
7.90000E+00	1.7449	
7.90110E+00	1.74249	
7.92226E+00	1.71771	
7.92500E+00	1.71449	
7.94162E+00	1.69502	
7.95000E+00	1.6852	
7.96000E+00	1.67339	
7.97076E+00	1.66081	
7.97500E+00	1.65585	
7.98980E+00	1.63849	
8.00000E+00	1.67406	
8.02000E+00	1.74378	
8.02500E+00	1.76122	
8.02620E+00	1.76558	
8.05000E+00	1.77289	
8.06086E+00	1.77616	
8.07500E+00	1.78044	
8.09220E+00	1.78579	
8.10000E+00	1.7702	
8.11448E+00	1.74132	
8.12217E+00	1.72598	
8.12500E+00	1.72034	
8.13180E+00	1.70679	
8.14860E+00	1.67329	
8.15000E+00	1.67057	
8.16170E+00	1.64723	
8.17500E+00	1.62069	
8.18780E+00	1.5952	
8.20000E+00	1.5863	
8.21960E+00	1.57199	
8.22500E+00	1.58439	
8.23000E+00	1.59578	
8.24499E+00	1.63012	
8.25000E+00	1.64159	
8.25370E+00	1.65011	
8.27000E+00	1.61768	
8.27500E+00	1.60783	
8.30000E+00	1.55798	
8.30802E+00	1.54206	
8.30894E+00	1.54023	
8.32200E+00	1.5143	
8.32500E+00	1.52604	
8.35000E+00	1.62343	
8.35560E+00	1.64529	
8.37500E+00	1.64724	
8.40000E+00	1.64844	
8.42000E+00	1.64995	
8.42500E+00	1.65112	
8.42749E+00	1.65158	
8.45000E+00	1.65299	
8.47500E+00	1.65446	
8.50000E+00	1.65612	
8.52000E+00	1.65727	
8.52500E+00	1.65759	
8.55000E+00	1.6592	
8.57500E+00	1.6607	
8.60000E+00	1.6622	
8.62233E+00	1.66362	
8.62500E+00	1.66378	
8.65000E+00	1.66526	
8.67500E+00	1.6669	
8.68370E+00	1.66741	
8.70000E+00	1.66902	
8.72500E+00	1.6714	
8.74643E+00	1.67344	
8.75000E+00	1.67378	
8.77500E+00	1.67626	
8.79000E+00	1.67778	
8.80000E+00	1.67874	
8.80914E+00	1.67963	
8.82000E+00	1.68069	
8.82500E+00	1.68124	
8.83160E+00	1.68185	
8.85000E+00	1.66225	
8.86000E+00	1.65157	
8.87500E+00	1.63563	
8.90000E+00	1.60906	
8.90220E+00	1.60667	
8.91000E+00	1.60413	
8.92500E+00	1.59901	
8.95000E+00	1.59057	
8.97500E+00	1.58225	
8.97950E+00	1.58066	
9.00000E+00	1.58076	
9.01000E+00	1.58652	
9.03470E+00	1.58934	
9.05000E+00	1.5963	
9.07000E+00	1.60061	
9.08200E+00	1.60624	
9.12248E+00	1.59421	
9.12500E+00	1.59325	
9.15000E+00	1.58366	
9.20000E+00	1.56468	
9.23080E+00	1.5529	
9.26400E+00	1.54031	
9.30933E+00	1.57189	
9.35000E+00	1.60023	
9.43390E+00	1.65872	
9.49730E+00	1.65587	
9.50000E+00	1.65578	
9.58000E+00	1.6522	
9.60000E+00	1.65129	
9.62500E+00	1.65022	
9.65000E+00	1.64912	
9.74679E+00	1.64479	
9.75000E+00	1.64465	
9.76550E+00	1.64398	
9.85000E+00	1.64029	
9.90000E+00	1.63811	
9.95000E+00	1.63592	
9.95570E+00	1.63563	
9.98000E+00	1.63235	
1.00000E+01	1.62965	
1.00500E+01	1.62285	
1.01000E+01	1.61617	
1.01500E+01	1.60939	
1.02350E+01	1.59802	
1.02470E+01	1.59938	
1.02500E+01	1.59973	
1.04000E+01	1.61668	
1.05000E+01	1.62787	
1.07471E+01	1.65587	
1.07500E+01	1.6562	
1.09260E+01	1.67613	
1.10000E+01	1.67635	
1.12472E+01	1.67699	
1.15000E+01	1.67765	
1.17473E+01	1.67819	
1.17500E+01	1.6782	
1.19000E+01	1.67855	
1.20000E+01	1.67893	
1.20190E+01	1.67891	
1.20300E+01	1.67911	
1.21000E+01	1.68039	
1.22000E+01	1.68216	
1.23000E+01	1.68402	
1.25000E+01	1.68756	
1.26000E+01	1.68943	
1.29500E+01	1.6957	
1.29587E+01	1.69556	
1.30000E+01	1.6965	
1.30100E+01	1.69668	
1.31308E+01	1.69886	
1.32000E+01	1.7001	
1.32400E+01	1.7009	
1.33000E+01	1.7019	
1.33141E+01	1.70216	
1.34600E+01	1.70481	
1.35000E+01	1.70553	
1.36233E+01	1.70777	
1.37900E+01	1.7108	
1.38104E+01	1.71116	
1.39480E+01	1.71361	
1.40000E+01	1.7151	
1.40200E+01	1.71565	
1.41190E+01	1.71839	
1.42478E+01	1.72206	
1.44000E+01	1.7264	
1.45000E+01	1.72924	
1.47100E+01	1.7352	
1.50000E+01	1.7434	
1.55000E+01	1.75753	
1.56830E+01	1.7627	
1.60000E+01	1.76909	
1.65000E+01	1.7792	
1.70000E+01	1.78931	
1.70400E+01	1.79011	
1.74950E+01	1.7993	
1.75000E+01	1.7994	
1.80000E+01	1.80951	
1.81237E+01	1.812	
1.83109E+01	1.81578	
1.84010E+01	1.8176	
1.85000E+01	1.81993	
1.90000E+01	1.8317	
1.95000E+01	1.84348	
1.96238E+01	1.8464	
1.97172E+01	1.8486	
1.98581E+01	1.85192	
1.99470E+01	1.85402	
2.00000E+01	1.85522	
