E (MeV)	Na-23	
1.17340E-01	3.71933	
1.17507E-01	3.95012	
1.17532E-01	3.78361	
1.17544E-01	3.6279	
1.17569E-01	3.58794	
1.17594E-01	3.53957	
1.17624E-01	3.49494	
1.17643E-01	3.48407	
1.17692E-01	3.47007	
1.17742E-01	3.46251	
1.17841E-01	3.4548	
1.17939E-01	3.45098	
1.18000E-01	3.44962	
1.18038E-01	3.44877	
1.18236E-01	3.44618	
1.18433E-01	3.44452	
1.18631E-01	3.44323	
1.19000E-01	3.44116	
1.19026E-01	3.44102	
1.19421E-01	3.43899	
1.19816E-01	3.43702	
1.20000E-01	3.43612	
1.20607E-01	3.43315	
1.21000E-01	3.43124	
1.22000E-01	3.42638	
1.22187E-01	3.42547	
1.23000E-01	3.42153	
1.23768E-01	3.41781	
1.24000E-01	3.41669	
1.26000E-01	3.40709	
1.27000E-01	3.4023	
1.28000E-01	3.3975	
1.29000E-01	3.3927	
1.30000E-01	3.3879	
1.30090E-01	3.38747	
1.32735E-01	3.37905	
1.33863E-01	3.37546	
1.35000E-01	3.37183	
1.36492E-01	3.36708	
1.36604E-01	3.36673	
1.38000E-01	3.36245	
1.39000E-01	3.35939	
1.39861E-01	3.35675	
1.40000E-01	3.35634	
1.40675E-01	3.35437	
1.41000E-01	3.35349	
1.41490E-01	3.35216	
1.41897E-01	3.35123	
1.41990E-01	3.35107	
1.42100E-01	3.35087	
1.42304E-01	3.35067	
1.42507E-01	3.3508	
1.42609E-01	3.35115	
1.42711E-01	3.35192	
1.42813E-01	3.35361	
1.42864E-01	3.35523	
1.42915E-01	3.35814	
1.42966E-01	3.36373	
1.42991E-01	3.36894	
1.43016E-01	3.37832	
1.43042E-01	3.39761	
1.43118E-01	3.7806	
1.43174E-01	3.78724	
1.43189E-01	3.53173	
1.43205E-01	3.42206	
1.43221E-01	3.38265	
1.43237E-01	3.36663	
1.43269E-01	3.3584	
1.43301E-01	3.35059	
1.43332E-01	3.34738	
1.43396E-01	3.34584	
1.43459E-01	3.34449	
1.43487E-01	3.3438	
1.43523E-01	3.34364	
1.43650E-01	3.34332	
1.43777E-01	3.34307	
1.43904E-01	3.34282	
1.44158E-01	3.34226	
1.44666E-01	3.341	
1.45000E-01	3.34009	
1.45174E-01	3.33962	
1.46190E-01	3.33676	
1.46492E-01	3.33589	
1.47206E-01	3.33384	
1.48000E-01	3.33156	
1.49238E-01	3.328	
1.50000E-01	3.32638	
1.55000E-01	3.3157	
1.60000E-01	3.30502	
1.63773E-01	3.29696	
1.65000E-01	3.29757	
1.70000E-01	3.30006	
1.72482E-01	3.30129	
1.75000E-01	3.30254	
1.75134E-01	3.30261	
1.76237E-01	3.31026	
1.77482E-01	3.31889	
1.78580E-01	3.3265	
1.80000E-01	3.33635	
1.80250E-01	3.33807	
1.80624E-01	3.34067	
1.81000E-01	3.34328	
1.81250E-01	3.34501	
1.81624E-01	3.34761	
1.82000E-01	3.35021	
1.82467E-01	3.35345	
1.82849E-01	3.3561	
1.83352E-01	3.35958	
1.83676E-01	3.36183	
1.83710E-01	3.36206	
1.84000E-01	3.36808	
1.84499E-01	3.37843	
1.85000E-01	3.38881	
1.85500E-01	3.39917	
1.86000E-01	3.40954	
1.86500E-01	3.4199	
1.87588E-01	3.44246	
1.88500E-01	3.47259	
1.88817E-01	3.48307	
1.89000E-01	3.49012	
1.89124E-01	3.49492	
1.89432E-01	3.50775	
1.89585E-01	3.51478	
1.89739E-01	3.52287	
1.89816E-01	3.52817	
1.89893E-01	3.53658	
1.89931E-01	3.54513	
1.89950E-01	3.55274	
1.89969E-01	3.56591	
1.89989E-01	3.59494	
1.90041E-01	3.74859	
1.90090E-01	4.16524	
1.90201E-01	3.56338	
1.90264E-01	3.55523	
1.90327E-01	3.55144	
1.90454E-01	3.55206	
1.90581E-01	3.5568	
1.90834E-01	3.56293	
1.91595E-01	3.57668	
1.93000E-01	3.75852	
1.93623E-01	3.81777	
1.94000E-01	3.87264	
1.94965E-01	4.01304	
1.95000E-01	4.02125	
1.96275E-01	4.32024	
1.96750E-01	4.48235	
1.97000E-01	4.59247	
1.97225E-01	4.69158	
1.98000E-01	5.16391	
1.98193E-01	5.28154	
1.98440E-01	5.47921	
1.99000E-01	6.04591	
1.99070E-01	6.11669	
1.99499E-01	6.8036	
1.99935E-01	7.50043	
2.00000E-01	7.59524	
2.00584E-01	8.44663	
2.00800E-01	8.66105	
2.01000E-01	8.75363	
2.01150E-01	8.82307	
2.01335E-01	8.82075	
2.01520E-01	8.75505	
2.01833E-01	8.45659	
2.03192E-01	6.5584	
2.03614E-01	6.05389	
2.03960E-01	5.70068	
2.03998E-01	5.67287	
2.04405E-01	5.3706	
2.04850E-01	5.1138	
2.05000E-01	5.05707	
2.05427E-01	4.89566	
2.06000E-01	4.78407	
2.06581E-01	4.67103	
2.07000E-01	4.65625	
2.08000E-01	4.62101	
2.08278E-01	4.61123	
2.09000E-01	4.63758	
2.09533E-01	4.657	
2.10000E-01	4.67851	
2.12703E-01	4.80286	
2.13550E-01	4.79771	
2.14300E-01	4.79506	
2.15940E-01	4.66392	
2.17000E-01	4.55188	
2.18000E-01	4.44619	
2.20000E-01	4.2348	
2.21000E-01	4.1291	
2.21443E-01	4.08233	
2.22000E-01	4.04375	
2.24000E-01	3.90533	
2.24268E-01	3.88682	
2.25000E-01	3.85606	
2.26570E-01	3.79013	
2.27000E-01	3.78267	
2.27338E-01	3.77681	
2.28000E-01	3.7795	
2.28873E-01	3.78305	
2.29640E-01	3.80652	
2.30000E-01	3.83336	
2.31024E-01	3.90967	
2.32000E-01	4.05223	
2.32408E-01	4.11173	
2.33495E-01	4.39723	
2.33679E-01	4.44539	
2.34376E-01	4.72477	
2.34725E-01	4.90874	
2.35000E-01	5.09209	
2.35248E-01	5.2575	
2.35771E-01	5.72109	
2.36000E-01	5.97344	
2.36033E-01	6.00961	
2.36184E-01	6.18283	
2.36375E-01	6.42073	
2.36488E-01	6.64174	
2.36526E-01	6.7617	
2.36563E-01	6.95046	
2.36601E-01	7.31908	
2.36697E-01	10.2772	
2.36761E-01	11.3218	
2.36860E-01	7.51723	
2.36907E-01	7.30219	
2.36969E-01	7.21213	
2.37088E-01	7.21746	
2.37245E-01	7.34641	
2.37560E-01	7.58648	
2.38000E-01	8.91885	
2.38190E-01	9.25685	
2.38595E-01	9.91533	
2.39000E-01	10.2872	
2.39050E-01	10.3331	
2.39460E-01	10.3343	
2.39500E-01	10.3034	
2.39870E-01	10.0139	
2.40000E-01	9.84086	
2.40280E-01	9.46815	
2.40690E-01	8.81072	
2.41000E-01	8.26817	
2.41466E-01	7.45207	
2.41725E-01	7.01924	
2.42000E-01	6.55892	
2.42240E-01	6.15704	
2.42460E-01	5.92899	
2.42498E-01	5.88798	
2.42570E-01	5.81153	
2.42680E-01	5.73426	
2.42743E-01	5.76448	
2.42774E-01	5.83843	
2.42805E-01	5.97946	
2.42888E-01	6.31695	
2.42949E-01	6.88631	
2.43008E-01	8.51486	
2.43083E-01	9.40789	
2.43135E-01	9.43735	
2.43244E-01	9.20196	
2.43325E-01	8.41602	
2.43407E-01	7.92261	
2.43516E-01	7.53132	
2.43660E-01	7.11969	
2.43840E-01	6.69554	
2.43930E-01	6.2805	
2.44000E-01	6.01135	
2.44078E-01	5.90722	
2.44668E-01	5.32701	
2.45000E-01	5.08175	
2.45110E-01	5.00061	
2.45810E-01	4.65763	
2.46510E-01	4.39113	
2.47000E-01	4.27572	
2.47946E-01	4.05284	
2.48000E-01	4.04428	
2.49000E-01	3.88531	
2.49383E-01	3.82451	
2.50000E-01	3.7501	
2.50340E-01	3.70913	
2.51000E-01	3.6519	
2.52000E-01	3.56518	
2.52164E-01	3.55099	
2.53000E-01	3.49839	
2.53988E-01	3.43628	
2.55000E-01	3.39254	
2.56000E-01	3.34934	
2.57000E-01	3.30613	
2.57635E-01	3.2787	
2.59000E-01	3.24112	
2.60000E-01	3.21359	
2.61000E-01	3.18606	
2.62000E-01	3.15853	
2.62500E-01	3.14478	
2.63000E-01	3.131	
2.63106E-01	3.12808	
2.64000E-01	3.11222	
2.65000E-01	3.09447	
2.66000E-01	3.07672	
2.67000E-01	3.05897	
2.68000E-01	3.04122	
2.69000E-01	3.02348	
2.70000E-01	3.00573	
2.71000E-01	2.98798	
2.71415E-01	2.98061	
2.72000E-01	2.97121	
2.73000E-01	2.95514	
2.74000E-01	2.93906	
2.74658E-01	2.92849	
2.75000E-01	2.92211	
2.76000E-01	2.90349	
2.77000E-01	2.88487	
2.78000E-01	2.86625	
2.79000E-01	2.84763	
2.79751E-01	2.83364	
2.80000E-01	2.82675	
2.81000E-01	2.79907	
2.83000E-01	2.74371	
2.83998E-01	2.71608	
2.85000E-01	2.68834	
2.85305E-01	2.6799	
2.85998E-01	2.64939	
2.87000E-01	2.60531	
2.88000E-01	2.5613	
2.88082E-01	2.5577	
2.90396E-01	2.40318	
2.91322E-01	2.31766	
2.92710E-01	2.14678	
2.93726E-01	1.98363	
2.94743E-01	1.75345	
2.95000E-01	1.67601	
2.95600E-01	1.49557	
2.96000E-01	1.36938	
2.96320E-01	1.26843	
2.96500E-01	1.21901	
2.96680E-01	1.1825	
2.96860E-01	1.1681	
2.96970E-01	1.17066	
2.97000E-01	1.17663	
2.97080E-01	1.19263	
2.97190E-01	1.24096	
2.97301E-01	1.32344	
2.97389E-01	1.42131	
2.97478E-01	1.55414	
2.97567E-01	1.72765	
2.97655E-01	1.94784	
2.97744E-01	2.21985	
2.97833E-01	2.54689	
2.97921E-01	2.92893	
2.98000E-01	3.31307	
2.98165E-01	3.36188	
2.98320E-01	4.19533	
2.98435E-01	5.05591	
2.98550E-01	5.64619	
2.98665E-01	6.14874	
2.98838E-01	6.53932	
2.99000E-01	7.06812	
2.99125E-01	7.07765	
2.99183E-01	7.1473	
2.99302E-01	7.58163	
2.99340E-01	8.02967	
2.99385E-01	8.79797	
2.99476E-01	9.94543	
2.99607E-01	7.16654	
2.99718E-01	6.92222	
2.99865E-01	6.55944	
3.00000E-01	6.09726	
3.00086E-01	5.97698	
3.00308E-01	5.71792	
3.00750E-01	5.29059	
3.01000E-01	5.11709	
3.01134E-01	5.02388	
3.01519E-01	4.81046	
3.02000E-01	4.61255	
3.02288E-01	4.49433	
3.03390E-01	4.18676	
3.03685E-01	4.12171	
3.03981E-01	4.06316	
3.04276E-01	4.01055	
3.04571E-01	3.96405	
3.04718E-01	3.94428	
3.04866E-01	3.93013	
3.04940E-01	3.92932	
3.05013E-01	3.94188	
3.05050E-01	3.96283	
3.05087E-01	4.0131	
3.05161E-01	4.14525	
3.05261E-01	4.57755	
3.05374E-01	3.94724	
3.05418E-01	3.89814	
3.05508E-01	3.87297	
3.05598E-01	3.84561	
3.05777E-01	3.82815	
3.05957E-01	3.80228	
3.06316E-01	3.78047	
3.06675E-01	3.74178	
3.07751E-01	3.70694	
3.08723E-01	3.61804	
3.09000E-01	3.54534	
3.10000E-01	3.50348	
3.11000E-01	3.46162	
3.11785E-01	3.42876	
3.12000E-01	3.42297	
3.13000E-01	3.39603	
3.13500E-01	3.38257	
3.14235E-01	3.36276	
3.14500E-01	3.35841	
3.15000E-01	3.35017	
3.16500E-01	3.32549	
3.19000E-01	3.28435	
3.20000E-01	3.26789	
3.20858E-01	3.25378	
3.22000E-01	3.24346	
3.24000E-01	3.22539	
3.25000E-01	3.21635	
3.26000E-01	3.20731	
3.27000E-01	3.19827	
3.28000E-01	3.18924	
3.29700E-01	3.17387	
3.29999E-01	3.17292	
3.31000E-01	3.16973	
3.32000E-01	3.16653	
3.33000E-01	3.16334	
3.34000E-01	3.16015	
3.35000E-01	3.15696	
3.36248E-01	3.15298	
3.37500E-01	3.14898	
3.37874E-01	3.14778	
3.38437E-01	3.14599	
3.39500E-01	3.1426	
3.40000E-01	3.141	
3.40253E-01	3.14019	
3.40500E-01	3.14097	
3.41000E-01	3.14254	
3.41300E-01	3.14348	
3.41500E-01	3.14411	
3.42000E-01	3.14568	
3.42500E-01	3.14725	
3.43500E-01	3.15039	
3.44000E-01	3.15196	
3.44500E-01	3.15353	
3.49000E-01	3.16766	
3.50000E-01	3.1708	
3.51248E-01	3.17472	
3.52500E-01	3.17865	
3.54530E-01	3.18503	
3.55000E-01	3.19035	
3.57500E-01	3.21869	
3.60000E-01	3.24702	
3.60166E-01	3.2489	
3.62000E-01	3.28198	
3.62500E-01	3.291	
3.63000E-01	3.30002	
3.63500E-01	3.30904	
3.64000E-01	3.31806	
3.64500E-01	3.32707	
3.65000E-01	3.3361	
3.65803E-01	3.35057	
3.66000E-01	3.35608	
3.67500E-01	3.3979	
3.68000E-01	3.41184	
3.69000E-01	3.43972	
3.69500E-01	3.45366	
3.69560E-01	3.45534	
3.70000E-01	3.47314	
3.72000E-01	3.55405	
3.73000E-01	3.59451	
3.73760E-01	3.62525	
3.75000E-01	3.69645	
3.77840E-01	3.8595	
3.78000E-01	3.8731	
3.79000E-01	3.95809	
3.80000E-01	4.04308	
3.80935E-01	4.12255	
3.82000E-01	4.22212	
3.82550E-01	4.27354	
3.83000E-01	4.32285	
3.84000E-01	4.43241	
3.85475E-01	4.59402	
3.87500E-01	4.84923	
3.88400E-01	4.96266	
3.88748E-01	4.99955	
3.90000E-01	5.13228	
3.91000E-01	5.23829	
3.91500E-01	5.2913	
3.92000E-01	5.3443	
3.92320E-01	5.37823	
3.92500E-01	5.38314	
3.93000E-01	5.39678	
3.94000E-01	5.42406	
3.94455E-01	5.43647	
3.96000E-01	5.39759	
3.97100E-01	5.3699	
3.99050E-01	5.18258	
4.02000E-01	4.78686	
4.02950E-01	4.65942	
4.03000E-01	4.65292	
4.03500E-01	4.58793	
4.04000E-01	4.52286	
4.05000E-01	4.3928	
4.06000E-01	4.26274	
4.06500E-01	4.19771	
4.07000E-01	4.14766	
4.09000E-01	3.95013	
4.10746E-01	3.77773	
4.14970E-01	3.46505	
4.17500E-01	3.3856	
4.20000E-01	3.30709	
4.21000E-01	3.27568	
4.21128E-01	3.27168	
4.21500E-01	3.26563	
4.22000E-01	3.25752	
4.22500E-01	3.2494	
4.23000E-01	3.24129	
4.23180E-01	3.23837	
4.25000E-01	3.31636	
4.26453E-01	3.3786	
4.27500E-01	3.4492	
4.27770E-01	3.4674	
4.28620E-01	3.56768	
4.30000E-01	3.69861	
4.30650E-01	3.76025	
4.30900E-01	3.74035	
4.30980E-01	3.73115	
4.31220E-01	3.73915	
4.32000E-01	3.66047	
4.33010E-01	3.55855	
4.33681E-01	3.4722	
4.34000E-01	3.45218	
4.34800E-01	3.40194	
4.34999E-01	3.3878	
4.36000E-01	3.31659	
4.37320E-01	3.2227	
4.37848E-01	3.21985	
4.38000E-01	3.22138	
4.38903E-01	3.23043	
4.40000E-01	3.27709	
4.40590E-01	3.30217	
4.41000E-01	3.33401	
4.41170E-01	3.34722	
4.41750E-01	3.4069	
4.42000E-01	3.45178	
4.42194E-01	3.48668	
4.43000E-01	3.68366	
4.43528E-01	3.81267	
4.44000E-01	3.98293	
4.44416E-01	4.133	
4.44861E-01	4.33709	
4.45000E-01	4.41828	
4.45728E-01	4.84267	
4.46000E-01	5.03393	
4.47000E-01	5.73608	
4.47819E-01	6.31092	
4.48153E-01	6.47905	
4.48486E-01	6.57742	
4.48820E-01	6.58967	
4.49000E-01	6.53362	
4.49583E-01	6.35225	
4.49905E-01	6.17754	
4.50000E-01	6.11148	
4.51000E-01	5.41615	
4.51195E-01	5.28057	
4.51840E-01	4.88246	
4.52335E-01	4.59139	
4.52911E-01	4.30954	
4.53000E-01	4.27443	
4.53487E-01	4.08196	
4.54064E-01	3.89881	
4.55060E-01	3.65053	
4.56320E-01	3.41646	
4.58000E-01	3.20548	
4.59000E-01	3.11573	
4.59310E-01	3.08791	
4.60000E-01	3.03716	
4.60083E-01	3.03109	
4.60855E-01	2.98102	
4.61628E-01	2.9363	
4.62400E-01	2.89586	
4.63000E-01	2.86826	
4.63945E-01	2.82479	
4.64000E-01	2.8226	
4.65000E-01	2.78274	
4.65490E-01	2.76321	
4.66000E-01	2.75027	
4.67641E-01	2.70864	
4.69793E-01	2.66223	
4.70000E-01	2.65827	
4.71000E-01	2.63918	
4.71500E-01	2.62964	
4.71944E-01	2.62117	
4.73000E-01	2.60279	
4.73500E-01	2.5941	
4.74095E-01	2.58374	
4.75000E-01	2.56907	
4.76000E-01	2.55285	
4.76246E-01	2.54886	
4.77000E-01	2.53727	
4.77250E-01	2.53344	
4.77625E-01	2.52767	
4.78000E-01	2.52191	
4.78398E-01	2.5158	
4.79000E-01	2.50706	
4.79500E-01	2.49981	
4.81000E-01	2.47806	
4.82000E-01	2.46356	
4.82500E-01	2.45632	
4.82700E-01	2.45341	
4.83500E-01	2.44606	
4.84000E-01	2.44146	
4.85000E-01	2.43227	
4.85810E-01	2.42483	
4.86000E-01	2.4232	
4.88000E-01	2.40604	
4.89000E-01	2.39746	
4.90000E-01	2.38888	
4.90360E-01	2.38579	
4.91000E-01	2.38061	
4.91500E-01	2.37656	
4.92000E-01	2.36876	
4.92500E-01	2.36095	
4.93000E-01	2.35314	
4.93610E-01	2.34361	
4.94000E-01	2.33771	
4.95000E-01	2.32258	
4.95500E-01	2.31502	
4.95560E-01	2.31411	
4.96000E-01	2.30771	
4.97000E-01	2.29319	
4.97720E-01	2.28273	
5.00000E-01	2.24759	
5.00110E-01	2.23005	
5.01000E-01	2.21755	
5.02000E-01	2.20499	
5.02500E-01	2.19872	
5.03000E-01	2.19243	
5.04000E-01	2.17988	
5.05000E-01	2.16728	
5.06000E-01	2.15467	
5.07000E-01	2.14207	
5.07800E-01	2.13199	
5.08000E-01	2.14966	
5.08170E-01	2.16467	
5.08390E-01	2.50745	
5.08520E-01	2.93005	
5.08600E-01	3.15034	
5.08670E-01	2.98434	
5.08860E-01	2.38482	
5.09000E-01	2.18583	
5.09270E-01	2.17161	
5.10000E-01	2.09548	
5.11400E-01	2.07415	
5.12000E-01	2.06367	
5.13000E-01	2.04621	
5.14000E-01	2.02875	
5.15000E-01	2.01129	
5.16000E-01	1.99383	
5.18000E-01	1.9589	
5.18500E-01	1.95017	
5.19000E-01	1.94144	
5.19460E-01	1.93341	
5.21000E-01	1.96326	
5.22560E-01	1.9935	
5.24000E-01	2.04341	
5.25000E-01	2.07807	
5.26000E-01	2.11272	
5.26940E-01	2.1453	
5.27000E-01	2.15025	
5.27410E-01	2.18407	
5.28000E-01	2.2329	
5.28500E-01	2.27426	
5.29000E-01	2.31567	
5.29820E-01	2.38354	
5.30000E-01	2.4062	
5.31000E-01	2.53211	
5.32000E-01	2.65802	
5.32500E-01	2.72098	
5.33090E-01	2.79526	
5.34000E-01	2.92848	
5.35000E-01	3.07487	
5.36000E-01	3.22126	
5.36790E-01	3.33691	
5.37000E-01	3.36219	
5.38000E-01	3.48259	
5.39000E-01	3.60299	
5.39130E-01	3.61864	
5.40000E-01	3.69001	
5.40500E-01	3.731	
5.41000E-01	3.77204	
5.41060E-01	3.77696	
5.41770E-01	3.83532	
5.42000E-01	3.84554	
5.43000E-01	3.88997	
5.43720E-01	3.92196	
5.44000E-01	3.92862	
5.45000E-01	3.95241	
5.46000E-01	3.97621	
5.46150E-01	3.97978	
5.47000E-01	3.98489	
5.47500E-01	3.9879	
5.48540E-01	3.99416	
5.49000E-01	3.99204	
5.50000E-01	3.98742	
5.51000E-01	3.9828	
5.52000E-01	3.97819	
5.53000E-01	3.97357	
5.53220E-01	3.97256	
5.54000E-01	3.96678	
5.55000E-01	3.95937	
5.56000E-01	3.95196	
5.57000E-01	3.94456	
5.58000E-01	3.93715	
5.58100E-01	3.93641	
5.59000E-01	3.92913	
5.59260E-01	3.92702	
5.62000E-01	3.90485	
5.62950E-01	3.89716	
5.63400E-01	3.9708	
5.63500E-01	4.05764	
5.63680E-01	4.21396	
5.63790E-01	4.50794	
5.63940E-01	4.91648	
5.64080E-01	5.04096	
5.64280E-01	4.89841	
5.64460E-01	4.25664	
5.64800E-01	4.00963	
5.65000E-01	3.88663	
5.65820E-01	3.89706	
5.66260E-01	3.84068	
5.69900E-01	3.84514	
5.70000E-01	3.84646	
5.72910E-01	3.88496	
5.73000E-01	3.88615	
5.74000E-01	3.8994	
5.74590E-01	3.90721	
5.76000E-01	3.94713	
5.77000E-01	3.97544	
5.78000E-01	4.00375	
5.78500E-01	4.0179	
5.79000E-01	4.03206	
5.80000E-01	4.06037	
5.80310E-01	4.06915	
5.82000E-01	4.12268	
5.83410E-01	4.16734	
5.83970E-01	4.20372	
5.86000E-01	4.33591	
5.87000E-01	4.40103	
5.87580E-01	4.4388	
5.88000E-01	4.47708	
5.89000E-01	4.56824	
5.90000E-01	4.65939	
5.90500E-01	4.70495	
5.90560E-01	4.71044	
5.91000E-01	4.74973	
5.92000E-01	4.83902	
5.92420E-01	4.87652	
5.93600E-01	4.9819	
5.95000E-01	5.05836	
5.96000E-01	5.11297	
5.96320E-01	5.13045	
5.96460E-01	5.13809	
5.97000E-01	5.17392	
5.97590E-01	5.21307	
5.98790E-01	5.34632	
5.98920E-01	5.41156	
5.99260E-01	5.58312	
5.99560E-01	6.05112	
5.99740E-01	6.34554	
5.99920E-01	6.00456	
6.00000E-01	5.86988	
6.00160E-01	5.60022	
6.00400E-01	5.30548	
6.00750E-01	5.16693	
6.00870E-01	5.14791	
6.01000E-01	5.12743	
6.01410E-01	5.06283	
6.03000E-01	4.93887	
6.04120E-01	4.85156	
6.05340E-01	4.75656	
6.06000E-01	4.70771	
6.06720E-01	4.65442	
6.07370E-01	4.60637	
6.08000E-01	4.57802	
6.09970E-01	4.48937	
6.11000E-01	4.44306	
6.11480E-01	4.42147	
6.14000E-01	4.32197	
6.14700E-01	4.29433	
6.15820E-01	4.27105	
6.16000E-01	4.26735	
6.18000E-01	4.22618	
6.19000E-01	4.2056	
6.19460E-01	4.19614	
6.20000E-01	4.19918	
6.21000E-01	4.20483	
6.21670E-01	4.20861	
6.22560E-01	4.21356	
6.23000E-01	4.23119	
6.24000E-01	4.27125	
6.24670E-01	4.29809	
6.25000E-01	4.35055	
6.25570E-01	4.44116	
6.26000E-01	4.5094	
6.26620E-01	4.60778	
6.27110E-01	4.7019	
6.27590E-01	4.59863	
6.28000E-01	4.52112	
6.28980E-01	4.33583	
6.30000E-01	4.31497	
6.30120E-01	4.31252	
6.30360E-01	4.3075	
6.31000E-01	4.31392	
6.32000E-01	4.32394	
6.33370E-01	4.33767	
6.34000E-01	4.34411	
6.34100E-01	4.34513	
6.34500E-01	4.35088	
6.35000E-01	4.35807	
6.35500E-01	4.36525	
6.35970E-01	4.37201	
6.36700E-01	4.38264	
6.37000E-01	4.39144	
6.38000E-01	4.42077	
6.39220E-01	4.45655	
6.40000E-01	4.47937	
6.42000E-01	4.53788	
6.42790E-01	4.561	
6.43000E-01	4.56909	
6.47000E-01	4.72323	
6.48000E-01	4.76176	
6.48970E-01	4.79914	
6.50000E-01	4.83883	
6.51000E-01	4.87737	
6.52000E-01	4.91591	
6.52780E-01	4.94597	
6.53000E-01	4.9575	
6.54000E-01	5.00991	
6.55000E-01	5.06233	
6.56000E-01	5.11474	
6.57000E-01	5.16716	
6.57420E-01	5.18917	
6.58000E-01	5.21957	
6.59000E-01	5.27199	
6.60000E-01	5.3244	
6.61000E-01	5.37681	
6.62000E-01	5.42922	
6.63000E-01	5.48162	
6.63350E-01	5.49997	
6.65000E-01	5.59543	
6.66000E-01	5.65329	
6.67000E-01	5.71115	
6.68000E-01	5.769	
6.68220E-01	5.78173	
6.69000E-01	5.84484	
6.69770E-01	5.90714	
6.71000E-01	6.00657	
6.72000E-01	6.08742	
6.73000E-01	6.16826	
6.73910E-01	6.24183	
6.74000E-01	6.24906	
6.75000E-01	6.32941	
6.76000E-01	6.40975	
6.77000E-01	6.49009	
6.78000E-01	6.57043	
6.79000E-01	6.65078	
6.80000E-01	6.73112	
6.81390E-01	6.8428	
6.82000E-01	6.9695	
6.82520E-01	7.07751	
6.83000E-01	7.97882	
6.83420E-01	7.9976	
6.83580E-01	8.81439	
6.84000E-01	7.51891	
6.84070E-01	7.36869	
6.84800E-01	7.19009	
6.86510E-01	7.31218	
6.87000E-01	7.36084	
6.87970E-01	7.45718	
6.88780E-01	7.53762	
6.93000E-01	7.89082	
6.93940E-01	7.96949	
6.95770E-01	8.11652	
6.98000E-01	8.29589	
6.98380E-01	8.32645	
6.99000E-01	8.37088	
7.00000E-01	8.44255	
7.01000E-01	8.51421	
7.01130E-01	8.52353	
7.01500E-01	8.54134	
7.02000E-01	8.56543	
7.02280E-01	8.57892	
7.03000E-01	8.61363	
7.04000E-01	8.66184	
7.04440E-01	8.68306	
7.05000E-01	8.69897	
7.07000E-01	8.7558	
7.07480E-01	8.76944	
7.07750E-01	8.777	
7.09000E-01	8.79507	
7.10000E-01	8.80952	
7.10350E-01	8.81458	
7.11000E-01	8.80063	
7.12000E-01	8.77917	
7.13330E-01	8.75062	
7.13870E-01	8.73942	
7.15000E-01	8.68028	
7.16000E-01	8.62793	
7.17000E-01	8.57559	
7.18000E-01	8.52325	
7.18170E-01	8.51435	
7.18530E-01	8.48645	
7.21000E-01	8.29519	
7.21780E-01	8.2348	
7.22540E-01	8.17609	
7.24000E-01	8.02417	
7.25000E-01	7.92011	
7.25680E-01	7.84935	
7.26060E-01	7.80993	
7.28000E-01	7.55525	
7.29000E-01	7.42398	
7.30000E-01	7.2927	
7.30280E-01	7.25594	
7.31000E-01	7.1586	
7.32000E-01	7.02339	
7.33000E-01	6.88819	
7.33480E-01	6.8233	
7.34000E-01	6.753	
7.35000E-01	6.61782	
7.35490E-01	6.55158	
7.36000E-01	6.48106	
7.38680E-01	6.1105	
7.39000E-01	6.06626	
7.40990E-01	5.7911	
7.44000E-01	5.37483	
7.44860E-01	5.2559	
7.46830E-01	5.07755	
7.47130E-01	5.07433	
7.47680E-01	5.06816	
7.48000E-01	5.42583	
7.48100E-01	5.53761	
7.48730E-01	5.00228	
7.49300E-01	4.85214	
7.50000E-01	4.71949	
7.52000E-01	4.61292	
7.52330E-01	4.59628	
7.54910E-01	4.46624	
7.57260E-01	4.39402	
7.57530E-01	4.3917	
7.58940E-01	4.37956	
7.60000E-01	4.43932	
7.61630E-01	4.53122	
7.62500E-01	4.55168	
7.62730E-01	4.55709	
7.63470E-01	4.57471	
7.65150E-01	5.3113	
7.65660E-01	5.80253	
7.66160E-01	5.91795	
7.66500E-01	6.19248	
7.67000E-01	6.3875	
7.67500E-01	6.36407	
7.68850E-01	6.3008	
7.70000E-01	6.43195	
7.70530E-01	6.49239	
7.71700E-01	6.62601	
7.73210E-01	6.90033	
7.76070E-01	7.08095	
7.77910E-01	7.13146	
7.79590E-01	7.08813	
7.80000E-01	7.07402	
7.80930E-01	7.04201	
7.82950E-01	6.97255	
7.86140E-01	6.83532	
7.86780E-01	6.79815	
7.89500E-01	6.64025	
7.90000E-01	6.60387	
7.96050E-01	6.16359	
8.00000E-01	5.88852	
8.01730E-01	5.768	
8.04450E-01	5.57848	
8.05000E-01	5.54439	
8.10160E-01	5.22457	
8.12780E-01	5.09079	
8.18220E-01	4.81291	
8.20000E-01	4.74771	
8.25000E-01	4.56457	
8.26440E-01	4.51182	
8.27290E-01	4.48073	
8.32660E-01	4.30006	
8.35000E-01	4.24437	
8.40550E-01	4.11229	
8.42690E-01	4.06714	
8.45000E-01	4.01833	
8.50000E-01	3.91266	
8.50460E-01	3.90294	
8.52440E-01	3.88157	
8.55000E-01	3.85405	
8.57850E-01	3.82342	
8.58940E-01	3.82039	
8.60000E-01	3.81747	
8.65740E-01	3.80169	
8.70000E-01	3.82077	
8.71940E-01	3.82945	
8.73800E-01	3.83783	
8.75000E-01	3.85371	
8.80000E-01	3.91988	
8.80350E-01	3.92448	
8.83640E-01	4.05438	
