E(MeV)	j33-k300/In113K3:1
0.000214514	4.62442
0.000214598	4.61873
0.00021467	4.61386
0.00021474	4.60909
0.000214808	4.60449
0.000214876	4.59989
0.000214944	4.5953
0.000215035	4.58917
0.000215197	4.57817
0.000215548	4.55438
0.000218225	4.37319
0.000219469	4.28901
0.000220149	4.24294
0.000221308	4.15141
0.000221625	4.12637
0.000221731	4.11802
0.000221821	4.11089
0.000221953	4.09849
0.000222087	4.08597
0.00022222	4.07345
0.000222337	4.0625
0.00022242	4.05468
0.000222476	4.04946
0.000222532	4.04424
0.000222587	4.03903
0.000222629	4.03512
0.000222671	4.0312
0.000222698	4.0286
0.000222726	4.02599
0.000222754	4.02338
0.000222777	4.02123
0.0002228	4.01908
0.000222823	4.01693
0.000222846	4.01478
0.000222869	4.01262
0.000222892	4.01047
0.000223537	3.94778
0.000223571	3.9443
0.000223604	3.94082
0.000223733	3.92738
0.000223778	3.92274
0.000223811	3.91926
0.000223844	3.91579
0.000223874	3.91266
0.000223907	3.9093
0.000223978	3.90188
0.000224006	3.89898
0.000224036	3.89579
0.000224067	3.89261
0.000224098	3.88936
0.000224125	3.88658
0.000224158	3.8831
0.000224191	3.87963
0.000224249	3.8736
0.000224285	3.86989
0.000224396	3.8583
0.000224429	3.85483
0.000224463	3.85135
0.000224495	3.84805
0.000224518	3.84557
0.000224542	3.84309
0.000224566	3.84061
0.00022459	3.83814
0.00022504	3.79407
0.000225065	3.79222
0.00022509	3.79036
0.000225115	3.78851
0.00022514	3.78666
0.00022519	3.78295
0.000225224	3.78048
0.000225257	3.77801
0.000225304	3.77454
0.000225344	3.77157
0.000225398	3.7676
0.000225451	3.76363
0.000225484	3.76124
0.000225585	3.75892
0.000225666	3.75708
0.000225726	3.7557
0.000225817	3.76022
0.000225877	3.76324
0.000225938	3.76626
0.000225987	3.76868
0.00022606	3.77821
0.000226096	3.78424
0.000226127	3.78938
0.000226165	3.79564
0.000226203	3.80189
0.000226241	3.81205
0.000226281	3.82385
0.000226323	3.83628
0.000226407	3.87068
0.00022648	3.9034
0.000226554	3.95029
0.000226581	3.96777
0.000226636	4.01487
0.000226668	4.04279
0.000226727	4.10404
0.000226749	4.12939
0.000226796	4.1927
0.000226871	4.31446
0.000226938	4.4524
0.000226993	4.4768
0.000227037	4.5914
0.000227081	4.72764
0.000227114	4.89157
0.000227147	5.03758
0.000227179	5.20839
0.000227206	5.60592
0.000227243	5.64978
0.000227293	6.17122
0.000227318	6.47061
0.000228002	113.367
0.000228029	126.499
0.000228096	155.23
0.000228158	178.572
0.00022822	216.213
0.00022826	254.16
0.000228301	277.842
0.000228328	299.767
0.000228355	313.023
0.000228384	324.933
0.000228438	344.697
0.000228468	351.26
0.000228492	356.157
0.000228532	358.743
0.000228559	357.992
0.000228609	351.391
0.000228637	344.542
0.000228664	335.652
0.000228691	325.455
0.000228732	313.757
0.000228776	293.845
0.000228912	269.464
0.000228952	189.045
0.000228979	166.132
0.000229006	151.594
0.000229033	137.77
0.000229059	125.055
0.000229085	113.147
0.000229562	18.7393
0.000229587	17.603
0.000229613	16.6121
0.000229638	15.7462
0.000229663	14.9875
0.000229688	14.3204
0.000229722	13.7317
0.000229789	12.4628
0.000229823	11.955
0.000229857	11.5109
0.000229902	11.119
0.000229931	10.6569
0.000229988	10.3983
0.000230045	9.94113
0.000230102	9.54785
0.000230188	9.20446
0.000230274	8.76195
0.000230365	8.38688
0.000230431	7.83553
0.000230466	7.72162
0.000230567	7.44147
0.000230668	7.19708
0.000230803	6.91562
0.000230951	6.65224
0.000231112	6.40772
0.000231274	6.19804
0.000231468	5.98632
0.000231516	5.93341
0.00023172	5.7471
0.000231923	5.5865
0.000232228	5.38621
0.000232471	5.26035
0.000232682	5.1803
0.000232823	5.14955
0.000232851	5.14755
0.000232894	5.14448
0.000232981	5.1525
0.000233067	5.18475
0.000233137	5.23888
0.000233183	5.29689
0.000233229	5.38059
0.000233275	5.50029
0.00023331	5.62223
0.000233344	5.78057
0.000234001	42.6681
0.000234031	47.8958
0.000234067	53.5039
0.000234103	60.6125
0.000234228	68.1106
0.000234265	95.3669
0.000234305	103.039
0.000234337	110.759
0.000234368	116.268
0.0002344	120.916
0.000234433	124.975
0.000234478	129.578
0.000234511	130.675
0.000234541	131.216
0.000234565	129.57
0.000234601	129.131
0.000234628	127.006
0.000234661	124.195
0.000234693	119.994
0.00023472	114.995
0.000234753	110.311
0.000234791	104.19
0.000234899	96.54
0.000234943	73.6127
0.000234974	64.7687
0.000235005	58.794
0.000235036	53.1673
0.000235121	38.8269
0.000235644	32.3246
0.000235677	35.3831
0.000235722	38.7077
0.000235827	43.5175
0.000235878	55.4743
0.000235919	60.9383
0.000235949	64.8913
0.00023598	67.5116
0.000236013	69.7709
0.000236043	71.7243
0.000236074	73.0824
0.000236105	73.9492
0.000236157	74.1658
0.000236187	73.6885
0.000236216	72.6382
0.000236246	71.1953
0.000236277	69.2781
0.000236307	66.9301
0.000236346	64.2326
0.000236385	60.4055
0.000236519	56.2375
0.000236559	40.8807
0.000236594	36.5472
0.000236628	32.8755
0.000236764	20.7259
0.000236789	19.2048
0.000237056	9.70332
0.000237087	9.20323
0.000237117	8.77933
0.000237148	8.42022
0.000237178	8.11582
0.000237219	7.85731
0.000237259	7.571
0.000237307	7.33785
0.00023736	7.11827
0.000237414	6.91795
0.000237495	6.75603
0.000237575	6.56285
0.000237656	6.41031
0.000237763	6.28604
0.000237869	6.15474
0.000237949	6.05891
0.000238009	6.01405
0.000238082	6.00182
0.000238135	6.02456
0.00023818	6.08017
0.000238214	6.16546
0.000238248	6.26017
0.000238282	6.38861
0.000238316	6.55895
0.000238346	6.78093
0.000238707	16.5593
0.000238732	18.0271
0.000238758	19.6251
0.000238784	21.3528
0.00023881	23.3032
0.000238845	25.3871
0.000238881	28.3563
0.000238938	31.5133
0.000239019	36.989
0.000239059	44.7634
0.000239101	48.4799
0.000239135	52.0881
0.000239165	54.6957
0.000239196	56.7045
0.00023923	58.3954
0.00023926	59.8817
0.00023929	60.7822
0.000239338	61.3755
0.000239368	61.2017
0.000239393	60.6167
0.000239419	59.8242
0.000239449	58.7681
0.000239479	57.1771
0.000239519	55.2671
0.000239549	52.2968
0.000239589	49.8117
0.000239718	46.2483
0.000239759	34.1941
0.00023979	30.5025
0.000239821	27.8784
0.000239852	25.4053
0.000239883	23.1008
0.000239908	20.9765
0.000239933	19.3865
0.000239958	17.9204
0.000239983	16.5771
0.000240008	15.3538
0.000240033	14.2463
0.000240058	13.2494
0.000240084	12.3572
0.000240187	9.69719
0.000240215	9.16976
0.000240244	8.72141
0.000240272	8.34349
0.0002403	8.02818
0.000240328	7.76861
0.000240357	7.55892
0.000240385	7.39433
0.000240411	7.27121
0.000240438	7.19103
0.000240465	7.1443
0.000240518	7.15203
0.000240544	7.2096
0.000240571	7.30697
0.000240598	7.4487
0.000241204	52.8839
0.000241237	59.477
0.000241304	72.2998
0.00024143	83.5573
0.000241477	116.406
0.000241511	127.948
0.000241543	135.481
0.000241576	141.897
0.00024161	147.622
0.000241644	152.341
0.000241697	157.417
0.000241763	158.44
0.000241797	157.239
0.000241829	154.53
0.000241862	150.782
0.000241896	145.801
0.00024193	139.724
0.000241972	132.788
0.000242015	123.046
0.000242105	112.582
0.000242155	89.8106
0.000242192	77.7114
0.000242223	69.1432
0.00024225	62.431
0.000242278	56.7666
0.000242306	51.4845
0.000242774	12.1637
0.000242803	11.6004
0.000242862	10.7585
0.000242898	10.2986
0.000242934	9.91475
0.00024297	9.59181
0.000243018	9.31748
0.000243065	9.01082
0.000243137	8.75586
0.000243213	8.44349
0.000243298	8.17711
0.00024341	7.93433
0.000243523	7.67051
0.000243635	7.45478
0.000243781	7.27389
0.000243974	6.86995
0.000244001	6.84153
0.00024422	6.65523
0.000244445	6.50011
0.000244783	6.31496
0.00024512	6.16934
0.000245444	6.05809
0.000245525	6.03009
0.00024555	6.02315
0.00024571	5.9789
0.000245827	5.94644
0.000245923	5.91989
0.000245987	5.90545
0.000246057	5.89003
0.000246095	5.88161
0.000246172	5.86479
0.000246249	5.84796
0.000246461	5.80123
0.000246519	5.78861
0.00024656	5.77961
0.000246634	5.76709
0.000246684	5.75862
0.000246753	5.74691
0.000246815	5.73646
0.000246878	5.72583
0.000246939	5.71556
0.000247133	5.68259
0.000247216	5.66854
0.000247279	5.658
0.000247341	5.64978
0.000247403	5.64162
0.000247467	5.63331
0.000247546	5.62285
0.000247626	5.61238
0.00024768	5.6054
0.000247786	5.59144
0.000247893	5.57749
0.000248007	5.56246
0.000248122	5.54744
0.000248154	5.54324
0.000248208	5.53775
0.000248294	5.529
0.000248373	5.52095
0.000248438	5.51429
0.000248504	5.50764
0.000248547	5.5032
0.000248591	5.49876
0.000248634	5.49432
0.000248678	5.48988
0.000248722	5.48544
0.000248754	5.48211
0.000248787	5.47878
0.00024882	5.47546
0.000248852	5.47213
0.000249622	5.40514
0.00024973	5.39695
0.000249764	5.39437
0.000249816	5.39039
0.000249903	5.38376
0.000249956	5.37978
0.000249989	5.37726
0.000250022	5.37474
0.000250057	5.37209
0.000250092	5.36944
0.000250118	5.36745
0.000250149	5.36506
0.000250205	5.36082
0.00025026	5.35664
0.000250291	5.35432
0.000250343	5.35034
0.000250373	5.34809
0.000250402	5.34583
0.000250437	5.34318
0.000250472	5.34053
0.000250524	5.33655
0.000250631	5.32846
0.000250678	5.32488
0.000250713	5.32223
0.000250739	5.32024
0.000250765	5.31825
0.000250791	5.31626
0.000250818	5.31427
0.000250844	5.31228
0.00025087	5.31029
0.000251404	5.27818
0.000251436	5.27626
0.000251469	5.27433
0.000251502	5.27241
0.000251534	5.27049
0.000251578	5.26793
0.000251622	5.26537
0.000251665	5.26281
0.000251709	5.26025
0.000251774	5.2564
0.00025184	5.25256
0.000251896	5.24923
0.000251981	5.24424
0.000252066	5.23924
0.000252133	5.23534
0.000252237	5.23054
0.000252337	5.2259
0.000252468	5.21985
0.000252599	5.21379
0.000252729	5.20774
0.000252817	5.20371
0.000252991	5.19563
0.000253165	5.18756
0.00025334	5.17949
0.000253602	5.16738
0.000253828	5.15689
0.000254107	5.14398
0.000254387	5.13106
0.000254557	5.12319
0.000254805	5.11414
0.000255154	5.10144
0.000255677	5.08238
0.000256201	5.06332
0.000256802	5.0414
0.000256981	5.03491
0.000257404	5.02173
0.00025841	4.99044
0.000259618	4.95284
0.000260809	4.91577
0.00026257	4.86097
0.000264685	4.79515
0.000264874	4.78708
0.000265361	4.76622
0.00026558	4.75685
0.000265663	4.7533
0.000265746	4.74974
0.000265808	4.74707
0.00026587	4.7444
0.000265912	4.74263
0.000265953	4.74085
0.000265995	4.73907
0.000266023	4.73788
0.00026605	4.7367
0.000266078	4.73551
0.000266106	4.73433
0.000266133	4.73314
0.000266161	4.73196
0.000266189	4.73077
0.000266216	4.72959
0.000266244	4.7284
0.000266272	4.72722
0.0002663	4.72603
0.000266352	4.72378
0.000266381	4.72253
0.00026641	4.72129
0.000266439	4.72004
0.000266468	4.7188
0.000266497	4.71757
0.00026654	4.71572
0.000266584	4.71387
0.000266716	4.70818
0.000266761	4.70628
0.000266797	4.70472
0.000266832	4.70325
0.000266865	4.70182
0.000266898	4.7004
0.000266934	4.69888
0.000266967	4.69746
0.000267002	4.69594
0.000267047	4.69405
0.00026708	4.69263
0.00026714	4.69003
0.000267173	4.68857
0.000267206	4.68712
0.000267236	4.6858
0.000267274	4.68415
0.000267337	4.68139
0.000267425	4.6775
0.00026747	4.67556
0.000267518	4.67345
0.00026755	4.67204
0.000267582	4.67063
0.000267612	4.66932
0.00026764	4.6681
0.000267667	4.66689
0.000267695	4.66568
0.000267723	4.66446
0.00026775	4.66325
0.000267778	4.66203
0.000267806	4.66082
0.000267833	4.65961
0.000267861	4.65839
0.000267889	4.65718
0.000267916	4.65596
0.000267944	4.65475
0.000267972	4.65354
0.000268013	4.65172
0.000268041	4.6505
0.000268083	4.64868
0.000268124	4.64686
0.000268166	4.64504
0.000268228	4.64231
0.00026829	4.63958
0.000268335	4.6376
0.000268373	4.63721
0.00026841	4.63684
0.000268484	4.63948
0.000268595	4.6434
0.000268728	4.64812
0.000268816	4.66364
0.000268919	4.68167
0.000269038	4.73208
0.00026911	4.7864
0.000269149	4.83348
0.000269182	4.87374
0.000269229	4.96067
0.000269277	5.08136
0.000269313	5.20168
0.000269349	5.35518
0.000269385	5.5504
0.00026992	22.0352
0.00026995	24.4466
0.00026998	27.0573
0.000270008	29.858
0.00027005	32.6579
0.000270093	37.1128
0.000270145	47.8565
0.000270199	53.9734
0.000270241	58.6453
0.000270275	62.1538
0.000270313	65.7563
0.000270345	68.4087
0.000270375	70.546
0.000270405	72.3167
0.000270436	73.7702
0.00027047	74.7809
0.0002705	75.1897
0.000270542	75.2268
0.000270574	74.9911
0.000270602	74.2446
0.000270629	73.1982
0.000270661	71.8001
0.000270693	69.7817
0.000270721	67.3725
0.000270755	65.0083
0.000270793	61.8039
0.000270857	57.8956
0.000270941	50.9461
0.000270987	41.5349
0.000271017	36.7318
0.000271047	33.6912
0.000271075	30.8084
0.000271588	8.02083
0.000271619	7.68216
0.000271651	7.39674
0.000271683	7.15606
0.000271731	6.95275
0.000271771	6.70433
0.00027181	6.53823
0.000271864	6.40085
0.000271943	6.25182
0.000272023	6.08028
0.000272102	5.95017
0.000272208	5.84689
0.000272368	5.73658
0.00027258	5.6088
0.00027285	5.48198
0.000272885	5.35257
0.000273121	5.27583
0.000273494	5.18454
0.00027407	5.08319
0.000274772	4.99845
0.000275184	4.97305
0.000275377	4.98637
0.000275474	5.01587
0.000275557	5.06879
0.000275619	5.13766
0.00027566	5.20439
0.000275702	5.29364
0.000275743	5.41176
0.000275785	5.56636
0.000275818	5.72102
0.000275854	5.93266
0.000275891	6.19364
0.000276213	11.0723
0.000276247	11.9121
0.000276281	12.9786
0.000276315	14.1337
0.000276357	15.3697
0.000276433	17.0012
0.000276511	20.0993
0.00027655	23.2982
0.000276589	24.8134
0.000276632	26.2188
0.000276671	27.5905
0.000276701	28.6389
0.000276732	29.2808
0.000276761	29.8147
0.000276795	30.1648
0.000276851	30.4088
0.00027688	30.2795
0.000276913	30.0035
0.000276952	29.5132
0.000276991	28.7115
0.000277057	26.6789
0.000277116	25.5544
0.000277242	23.3726
0.000277284	18.3755
0.000277327	16.7527
0.000277363	15.2187
0.0002774	13.9859
0.000277436	12.847
0.000277717	7.37578
0.000277753	7.02013
0.00027779	6.72238
0.000277826	6.4746
0.000277863	6.26943
0.000277899	6.10016
0.000277954	5.96083
0.000278009	5.79674
0.000278082	5.67387
0.000278155	5.55519
0.000278253	5.47107
0.000278399	5.39188
0.000278614	5.31186
0.000278828	5.23453
0.000279218	5.18043
0.000279608	5.11217
0.000280544	5.06508
0.000280932	4.9741
0.000281006	4.97063
0.000281193	4.96197
0.000281352	4.95454
0.000281448	4.95009
0.000281523	4.94662
0.000281597	4.94316
0.000281672	4.93969
0.000281746	4.93623
0.000281836	4.93207
0.000281948	4.92685
0.000282053	4.92372
0.000282138	4.92117
0.000282199	4.91936
0.00028226	4.91755
0.000282291	4.9166
0.00028236	4.91456
0.000282415	4.91291
0.000282479	4.911
0.000282539	4.90922
0.000282692	4.90465
0.000282815	4.90096
0.000282898	4.89848
0.000282981	4.896
0.000283061	4.89362
0.000283141	4.89123
0.000283248	4.88806
0.000283407	4.88329
0.000283706	4.87439
0.000283971	4.86645
0.00028569	4.83125
0.000286332	4.8181
0.000286439	4.81591
0.000286733	4.80988
0.000286934	4.80577
0.000287068	4.80303
0.000287191	4.8005
0.000287277	4.79875
0.000287362	4.79701
0.000287419	4.79584
0.000287476	4.79468
0.000287518	4.7938
0.000287561	4.79293
0.000287623	4.79166
0.000287656	4.79098
0.000288345	4.77738
0.000288374	4.77684
0.000288404	4.7763
0.000288445	4.77554
0.000288499	4.77456
0.000288602	4.77267
0.000288654	4.77171
0.000288694	4.77097
0.000288734	4.77024
0.000288764	4.76968
0.000288801	4.76901
0.000288889	4.76739
0.000288941	4.76643
0.000288975	4.76581
0.000289066	4.76414
0.000289106	4.76341
0.000289146	4.76267
0.000289224	4.76125
0.000289355	4.75884
0.000289396	4.75808
0.000289426	4.75754
0.000289455	4.757
0.000289484	4.75646
0.00029011	4.74496
0.000290144	4.74435
0.000290177	4.74373
0.000290211	4.74312
0.000290258	4.74224
0.000290306	4.74137
0.000290338	4.74079
0.000290401	4.73962
0.000290465	4.73845
0.000290528	4.73729
0.000290624	4.73554
0.000290719	4.73379
0.000290846	4.73145
0.000290973	4.72912
0.0002911	4.72679
0.000291299	4.72313
0.000291515	4.71917
0.000291731	4.71521
0.000291904	4.71203
0.000292081	4.70878
0.000292208	4.70645
0.000292334	4.70413
0.000292429	4.70239
0.000292524	4.70064
0.000292587	4.69948
0.00029265	4.69832
0.000292698	4.69745
0.000292756	4.69638
0.000292798	4.69561
0.00029284	4.69483
0.000292872	4.69425
0.000292904	4.69367
0.000292935	4.69309
0.000292967	4.69251
0.00029379	4.67739
0.000293824	4.67677
0.000293863	4.67605
0.000293996	4.67361
0.000294047	4.67268
0.000294094	4.67181
0.000294125	4.67125
0.000294158	4.67063
0.000294192	4.67001
0.000294226	4.66939
0.000294256	4.66883
0.000294347	4.66691
0.000294378	4.66618
0.000294442	4.66463
0.000294479	4.66374
0.000294513	4.66293
0.000294546	4.66212
0.000294597	4.6609
0.000294658	4.65944
0.000294762	4.65692
0.000294813	4.6557
0.000294847	4.65489
0.000294881	4.65408
0.000294914	4.65327
0.00029497	4.65192
0.000295485	4.63953
0.000295517	4.63877
0.000295549	4.63801
0.00029558	4.63725
0.000295612	4.63648
0.000295644	4.63572
0.000295675	4.63496
0.000295718	4.63395
0.00029576	4.63293
0.000295802	4.63192
0.000295865	4.6304
0.000295928	4.62887
0.000295992	4.62735
0.000296055	4.62583
0.000296131	4.624
0.000296207	4.62218
0.000296321	4.61944
0.000296435	4.6167
0.000296511	4.61487
0.000296663	4.61122
0.000296831	4.60716
0.000296973	4.60376
0.000297169	4.59725
0.000297338	4.59166
0.000297557	4.58438
0.000297886	4.57347
0.000298215	4.56256
0.000298539	4.5518
0.000298832	4.54209
0.000299026	4.53278
0.000299513	4.50942
0.000300007	4.48569
0.000300583	4.45805
0.000300714	4.44983
0.00030147	4.40256
0.000301704	4.38791
0.000301793	4.38233
0.000301981	4.37557
0.00030214	4.36982
0.000302285	4.36462
0.000302528	4.37805
0.000302583	4.38957
0.000302657	4.40516
0.000302706	4.42558
0.000302744	4.44127
0.000302809	4.48567
0.000302874	4.55428
0.000302917	4.61997
0.00030296	4.70806
0.000303036	4.82607
0.000303068	4.93996
0.000303101	5.08114
0.000303133	5.25565
0.000303799	35.5757
0.000303837	39.8033
0.000303892	51.4192
0.000303989	52.7977
0.000304028	63.9622
0.000304067	68.7663
0.000304136	77.0519
0.000304171	80.2124
0.000304202	85.0848
0.000304239	85.4046
0.000304272	86.9701
0.000304352	88.4756
0.000304417	87.1528
0.000304449	85.6753
0.000304482	83.691
0.000304514	81.2418
0.000304546	78.3778
0.00030459	75.1556
0.000304633	70.4089
0.000304775	65.287
0.000304811	43.4271
0.000304857	42.3411
0.000304893	38.2267
0.000305424	8.93285
0.000305456	8.48522
0.000305489	8.10531
0.000305521	7.783
0.000305597	7.27668
0.00030564	7.01871
0.000305683	6.80861
0.000305726	6.6359
0.00030578	6.4923
0.000305862	6.34412
0.000305943	6.16874
0.000306051	6.03172
0.000306218	5.88753
0.000306396	5.71802
0.000306563	5.48609
0.000306634	5.44472
0.000306958	5.30787
0.000307123	5.25652
0.000307283	5.20683
0.000307378	5.18444
0.000307506	5.15463
0.000307634	5.12482
0.000307715	5.10593
0.000307751	5.09985
0.000307868	5.08013
0.00030816	5.03102
0.000308264	5.01345
0.000308362	4.99696
0.000308485	4.98187
0.000308583	4.96994
0.000308689	4.95699
0.00030891	4.93017
0.00030901	4.91799
0.00030915	4.90088
0.000309186	4.89648
0.000309286	4.88744
0.000309422	4.87511
0.000309677	4.8519
0.000310784	4.75132
0.000310968	4.73459
0.000311701	4.67759
0.000312072	4.66099
0.000312256	4.6687
0.000312393	4.69945
0.000312485	4.74934
0.000312553	4.81673
0.000312599	4.88407
0.000312645	4.97665
0.000312691	5.10277
0.000312725	5.22557
0.00031276	5.3784
0.000313302	16.6804
0.000313336	18.4458
0.000313371	20.356
0.000313413	22.4005
0.000313456	25.1089
0.000313586	27.9618
0.000313627	36.9644
0.000313678	39.6526
0.000313749	44.4357
0.000313786	46.3988
0.000313823	47.8558
0.000313885	49.6491
0.000313918	50.065
0.000313957	50.1953
0.000314026	49.4487
0.000314127	46.152
0.000314166	44.228
0.000314205	42.0934
0.000314267	39.6944
0.000314324	31.9354
0.000314373	28.6375
0.000314423	25.4244
0.000314457	23.3932
0.000314491	21.4715
0.000314529	19.4365
0.000314917	8.40284
0.00031507	6.89593
0.000315108	6.65145
0.000315146	6.44965
0.000315184	6.28293
0.000315229	6.14484
0.00031528	6.01274
0.000315356	5.89161
0.000315407	5.75313
0.000315509	5.6813
0.000315661	5.56983
0.000315814	5.45113
0.000316018	5.36458
0.000316323	5.27741
0.000316629	5.18228
0.000317205	5.02093
0.00031724	5.01541
0.000317396	4.99861
0.000317613	4.97537
0.000317785	4.95691
0.0003179	4.94461
0.000317973	4.93679
0.000318043	4.93137
0.00031809	4.92781
0.000318142	4.92377
0.000318177	4.92107
0.000318212	4.91838
0.000318247	4.91568
0.000318282	4.91298
0.000319018	4.85765
0.000319082	4.85391
0.000319194	4.84732
0.000319235	4.84492
0.000319281	4.84223
0.000319319	4.83998
0.000319357	4.83773
0.000319395	4.83549
0.000319434	4.83324
0.000319496	4.82957
0.00031961	4.82291
0.000319646	4.82078
0.000319684	4.81857
0.000319722	4.81632
0.00031976	4.81408
0.000319809	4.81123
0.000319857	4.80839
0.000319987	4.80075
0.000320029	4.79828
0.000320071	4.79581
0.000320785	4.75388
0.000320821	4.75177
0.000320869	4.74897
0.000320917	4.74616
0.000320965	4.74335
0.000321036	4.73914
0.000321108	4.73493
0.000321196	4.72978
0.000321323	4.7223
0.000321451	4.71481
0.000321642	4.70358
0.000321833	4.69235
0.000322025	4.68112
0.00032228	4.66615
0.000322662	4.64369
0.000323172	4.61374
0.000323537	4.59232
0.000323682	4.58943
0.000323751	4.58806
0.000323998	4.59962
0.00032413	4.62452
0.000324218	4.65836
0.000324306	4.7189
0.000324372	4.79418
0.000324416	4.86617
0.00032446	4.9624
0.000324537	5.09061
0.00032457	5.21357
0.000324602	5.36502
0.000324635	5.55086
0.000325253	28.1092
0.00032529	31.4075
0.000325342	40.0981
0.000325484	40.1639
0.000325543	54.7518
0.000325587	60.5271
0.000325622	64.3961
0.000325655	67.1495
0.00032569	69.4
0.000325723	71.3994
0.000325756	72.8607
0.000325791	73.8937
0.000325877	74.4363
0.000325945	72.8969
0.000325978	71.1244
0.000326011	69.2222
0.000326046	66.9737
0.000326081	64.2425
0.000326125	61.2247
0.000326169	57.1424
0.000326288	52.8293
0.000326335	40.8785
0.000326408	33.5417
0.000326943	8.60726
0.000326976	8.20558
0.000327008	7.86366
0.000327041	7.57288
0.000327074	7.32559
0.000327116	7.1151
0.000327157	6.89491
0.000327212	6.71355
0.000327267	6.51877
0.000327349	6.36466
0.000327404	6.187
0.000327514	6.09367
0.000327624	5.94638
0.000327789	5.83354
0.000327953	5.70345
0.00032811	5.53078
0.000328195	5.49131
0.000328429	5.40869
0.000328621	5.35733
0.000328759	5.32145
0.000328832	5.3025
0.00032895	5.28068
0.000329054	5.2613
0.000329272	5.22085
0.000329319	5.2148
0.000329417	5.20229
0.000329498	5.19195
0.000329573	5.18229
0.000329681	5.16856
0.000329753	5.15931
0.000329821	5.1506
0.000329949	5.13428
0.000330154	5.1159
0.00033026	5.1069
0.000330366	5.09791
0.000330494	5.08711
0.000330622	5.07632
0.000330782	5.06283
0.000330832	5.05858
0.000331154	5.04046
0.000331952	4.99558
0.000333851	4.92826
0.000333975	4.92563
0.000335338	4.89662
0.000335561	4.89186
0.000335715	4.88857
0.000335835	4.88603
0.000335955	4.88348
0.000336061	4.88121
0.000336168	4.87894
0.000336445	4.87305
0.000336551	4.87079
0.000336634	4.86902
0.000336694	4.86817
0.00033677	4.86717
0.000336858	4.86603
0.00033693	4.86509
0.000337062	4.86337
0.000337249	4.86092
0.00033736	4.85947
0.000337456	4.85822
0.000337552	4.85697
0.000337695	4.8551
0.000337839	4.85322
0.000338109	4.8497
0.000338152	4.84913
0.000338369	4.8463
0.000338496	4.84464
0.000338578	4.84358
0.000338639	4.84278
0.0003387	4.84198
0.000338761	4.84119
0.000338808	4.84057
0.000338849	4.84004
0.000338889	4.83951
0.00033893	4.83898
0.000338971	4.83844
0.000339011	4.83791
0.000339052	4.83738
0.000339093	4.83685
0.000339133	4.83632
0.000339174	4.83579
0.000339215	4.83526
0.000339262	4.83464
0.000339309	4.83403
0.000339384	4.83305
0.00033947	4.83192
0.000339532	4.83111
0.000339588	4.83039
0.000339631	4.82982
0.000339674	4.82926
0.000339722	4.82864
0.000339765	4.82807
0.000339807	4.82752
0.000339852	4.82694
0.000339895	4.82637
0.000339939	4.8258
0.000339982	4.82524
0.000340025	4.82467
0.000340069	4.82411
0.000340112	4.82354
0.000340199	4.82241
0.000340303	4.82105
0.000340358	4.82033
0.000340414	4.81961
0.000340464	4.81895
0.000340505	4.81842
0.000340545	4.81789
0.000340586	4.81735
0.000340627	4.81682
0.000340667	4.81648
0.000340708	4.81615
0.000340749	4.81582
0.000340803	4.81537
0.000340857	4.81493
0.000340908	4.81451
0.000340982	4.81391
0.000341055	4.81331
0.000341128	4.81271
0.000341226	4.81191
0.000341383	4.81062
0.000341708	4.80796
0.000342293	4.80317
0.000343237	4.79544
0.000343707	4.7916
0.000344005	4.78915
0.000344165	4.78784
0.000344277	4.78693
0.000344389	4.78601
0.000344469	4.78535
0.000344549	4.7847
0.000344647	4.7839
0.00034491	4.78175
0.000345008	4.78094
0.000345072	4.78042
0.000345142	4.77984
0.000345196	4.77941
0.000345262	4.77886
0.000345337	4.77825
0.000345422	4.77755
0.000345507	4.77686
0.000345733	4.775
0.00034584	4.77413
0.00034592	4.77348
0.000346027	4.7726
0.000346147	4.77162
0.000346267	4.77064
0.000346405	4.7695
0.000346683	4.76723
0.000347007	4.76458
0.000348784	4.75504
0.000350992	4.74318
0.000352146	4.73698
0.000352409	4.73557
0.000352546	4.73483
0.000352638	4.73434
0.000352706	4.73397
0.000352775	4.73361
0.00035282	4.73336
0.000352866	4.73312
0.000352909	4.73289
0.000352952	4.73266
0.000353457	4.72994
0.000353493	4.72975
0.000353533	4.72953
0.00035358	4.72928
0.000353627	4.72903
0.00035378	4.72821
0.000353842	4.72788
0.00035389	4.72762
0.000353935	4.72737
0.000353977	4.72715
0.000354119	4.72639
0.000354155	4.72619
0.000354338	4.72521
0.000354383	4.72497
0.000354429	4.72472
0.000354498	4.72435
0.000354603	4.72379
0.00035465	4.72354
0.000354688	4.72333
0.000354727	4.72312
0.000354766	4.72291
0.000355243	4.72035
0.000355281	4.72015
0.00035532	4.71994
0.000355397	4.71953
0.000355448	4.71925
0.0003555	4.71897
0.000355577	4.71856
0.000355654	4.71815
0.000355768	4.71753
0.000355939	4.71661
0.000356111	4.71569
0.000356385	4.71422
0.000356574	4.7132
0.000356842	4.71226
0.000357528	4.70986
0.000358608	4.70607
0.000359845	4.70174
0.000360112	4.7008
0.000360324	4.70006
0.000360451	4.69961
0.000360554	4.69925
0.000360631	4.69898
0.000360683	4.6988
0.000360734	4.69862
0.000360773	4.69848
0.000360812	4.69835
0.00036085	4.69821
0.00036155	4.69576
0.000361644	4.69543
0.000361765	4.695
0.000361814	4.69483
0.000361865	4.69465
0.000361904	4.69452
