E(MeV)	Fe-nat
5.008760E-02	4.58269
5.008820E-02	4.58326
5.008880E-02	4.58374
5.008940E-02	4.58406
5.009000E-02	4.58422
5.009050E-02	4.58423
5.009120E-02	4.58408
5.009180E-02	4.58377
5.009230E-02	4.5834
5.009290E-02	4.58285
5.009350E-02	4.58215
5.009430E-02	4.5812
5.009480E-02	4.58044
5.009560E-02	4.57914
5.009820E-02	4.57478
5.009910E-02	4.57343
5.009960E-02	4.57265
5.010030E-02	4.57174
5.010080E-02	4.57107
5.010130E-02	4.57044
5.010170E-02	4.57
5.010210E-02	4.56959
5.010250E-02	4.56921
5.010290E-02	4.56886
5.010320E-02	4.56858
5.010360E-02	4.56826
5.010390E-02	4.56804
5.010430E-02	4.56784
5.010460E-02	4.56765
5.010490E-02	4.56748
5.010520E-02	4.56732
5.010550E-02	4.56718
5.010590E-02	4.56705
5.010620E-02	4.56694
5.010650E-02	4.56684
5.010680E-02	4.56675
5.010710E-02	4.56667
5.010740E-02	4.5666
5.010780E-02	4.56655
5.010810E-02	4.5665
5.010840E-02	4.56645
5.010870E-02	4.56642
5.010890E-02	4.5664
5.010930E-02	4.56637
5.010980E-02	4.56636
5.011010E-02	4.56635
5.011060E-02	4.56635
5.011110E-02	4.56636
5.011150E-02	4.56638
5.011200E-02	4.5664
5.011250E-02	4.56643
5.011300E-02	4.56647
5.011370E-02	4.56652
5.011430E-02	4.56658
5.011500E-02	4.56665
5.011590E-02	4.56676
5.011690E-02	4.56687
5.011820E-02	4.56702
5.011950E-02	4.56719
5.012110E-02	4.56739
5.012410E-02	4.56777
5.012800E-02	4.56828
5.013380E-02	4.56905
5.014150E-02	4.57006
5.015290E-02	4.57159
5.015860E-02	4.57235
5.017500E-02	4.57454
5.018930E-02	4.57646
5.020780E-02	4.59272
5.027720E-02	4.65386
5.036470E-02	4.73085
5.045210E-02	4.80784
5.048120E-02	4.83351
5.053950E-02	4.89204
5.062700E-02	4.97984
5.071440E-02	5.06765
5.074350E-02	5.09692
5.079840E-02	5.16035
5.088290E-02	5.25813
5.093320E-02	5.31628
5.098120E-02	5.37179
5.101260E-02	5.41355
5.102970E-02	5.43634
5.104120E-02	5.45153
5.104970E-02	5.46294
5.105540E-02	5.47055
5.105970E-02	5.47627
5.106280E-02	5.48039
5.106610E-02	5.48483
5.106860E-02	5.48816
5.107030E-02	5.49039
5.107190E-02	5.49263
5.107320E-02	5.49432
5.107440E-02	5.49601
5.107560E-02	5.49758
5.107640E-02	5.49877
5.107730E-02	5.49996
5.107810E-02	5.50117
5.107900E-02	5.50239
5.107960E-02	5.50461
5.108010E-02	5.50684
5.108070E-02	5.50908
5.108130E-02	5.51132
5.108180E-02	5.51359
5.108240E-02	5.51586
5.108300E-02	5.51815
5.108350E-02	5.52046
5.108420E-02	5.52301
5.108480E-02	5.5256
5.108540E-02	5.5282
5.108610E-02	5.53084
5.108670E-02	5.5335
5.108730E-02	5.53619
5.108790E-02	5.5389
5.108860E-02	5.54165
5.108930E-02	5.54467
5.108950E-02	5.54569
5.109020E-02	5.55004
5.109120E-02	5.55676
5.109380E-02	5.5732
5.109470E-02	5.57904
5.109560E-02	5.58482
5.109630E-02	5.5891
5.109700E-02	5.59333
5.109770E-02	5.5975
5.109840E-02	5.6016
5.109900E-02	5.60563
5.109930E-02	5.60695
5.109970E-02	5.6075
5.110000E-02	5.60781
5.110060E-02	5.60848
5.110120E-02	5.60898
5.110130E-02	5.60907
5.110190E-02	5.60707
5.110260E-02	5.60485
5.110330E-02	5.60257
5.110400E-02	5.60022
5.110470E-02	5.59783
5.110560E-02	5.59458
5.110690E-02	5.58962
5.110880E-02	5.58297
5.110980E-02	5.57926
5.111050E-02	5.57685
5.111110E-02	5.57452
5.111180E-02	5.57221
5.111250E-02	5.56993
5.111300E-02	5.56812
5.111360E-02	5.56611
5.111420E-02	5.56412
5.111460E-02	5.56272
5.111480E-02	5.5625
5.111540E-02	5.56177
5.111600E-02	5.56107
5.111660E-02	5.56038
5.111720E-02	5.55972
5.111740E-02	5.55954
5.111780E-02	5.55995
5.111840E-02	5.56055
5.111900E-02	5.56116
5.111950E-02	5.56167
5.112010E-02	5.56227
5.112060E-02	5.56288
5.112150E-02	5.56382
5.112230E-02	5.56477
5.112320E-02	5.56574
5.112380E-02	5.56639
5.112490E-02	5.5677
5.112610E-02	5.56902
5.112720E-02	5.57035
5.112890E-02	5.57233
5.113050E-02	5.57425
5.113270E-02	5.57681
5.113590E-02	5.58068
5.113920E-02	5.58456
5.114350E-02	5.58974
5.114970E-02	5.59711
5.115770E-02	5.60668
5.116170E-02	5.61146
5.116400E-02	5.6142
5.117650E-02	5.63316
5.119140E-02	5.65557
5.122570E-02	5.7073
5.126230E-02	5.76263
5.130030E-02	5.81999
5.133860E-02	5.8778
5.135140E-02	5.89707
5.136410E-02	5.9192
5.138960E-02	5.96348
5.140880E-02	5.99669
5.142150E-02	6.01885
5.143110E-02	6.03548
5.144070E-02	6.05211
5.144870E-02	6.06599
5.145460E-02	6.07641
5.146060E-02	6.08684
5.146300E-02	6.09102
5.146460E-02	6.09488
5.146860E-02	6.10456
5.147260E-02	6.11426
5.147640E-02	6.12358
5.147900E-02	6.12981
5.148150E-02	6.13605
5.148410E-02	6.1423
5.148660E-02	6.14857
5.148850E-02	6.15329
5.149040E-02	6.15803
5.149240E-02	6.16279
5.149380E-02	6.16628
5.149530E-02	6.17009
5.149550E-02	6.1708
5.149680E-02	6.1771
5.149790E-02	6.18292
5.149910E-02	6.18875
5.150020E-02	6.19462
5.150130E-02	6.20052
5.150210E-02	6.20448
5.150280E-02	6.20847
5.150360E-02	6.21248
5.150370E-02	6.2129
5.150440E-02	6.21995
5.150510E-02	6.22787
5.150570E-02	6.23415
5.150630E-02	6.24046
5.150690E-02	6.24681
5.150750E-02	6.2532
5.150800E-02	6.25836
5.150810E-02	6.26065
5.150870E-02	6.27215
5.150930E-02	6.28372
5.150990E-02	6.29536
5.151050E-02	6.30707
5.151110E-02	6.31887
5.151120E-02	6.32045
5.151150E-02	6.3304
5.151200E-02	6.34688
5.151260E-02	6.36344
5.151310E-02	6.38009
5.151360E-02	6.39684
5.151410E-02	6.42111
5.151470E-02	6.44549
5.151520E-02	6.46998
5.151570E-02	6.49458
5.151610E-02	6.51256
5.151620E-02	6.51861
5.151670E-02	6.54898
5.151710E-02	6.57944
5.151760E-02	6.61001
5.151830E-02	6.65091
5.151850E-02	6.66733
5.151890E-02	6.69818
5.151950E-02	6.74976
5.152050E-02	6.82735
5.152210E-02	6.95707
5.152230E-02	6.97782
5.152370E-02	7.08488
5.152460E-02	7.16107
5.152550E-02	7.2318
5.152560E-02	7.23551
5.152620E-02	7.27223
5.152690E-02	7.30866
5.152740E-02	7.34115
5.152750E-02	7.34315
5.152830E-02	7.36668
5.152900E-02	7.38964
5.152920E-02	7.39338
5.152970E-02	7.39745
5.153000E-02	7.40021
5.153040E-02	7.39476
5.153110E-02	7.38542
5.153180E-02	7.37466
5.153240E-02	7.34686
5.153310E-02	7.31869
5.153370E-02	7.29018
5.153430E-02	7.24605
5.153530E-02	7.1794
5.153630E-02	7.11233
5.153820E-02	6.9594
5.153940E-02	6.85747
5.154040E-02	6.78123
5.154070E-02	6.7559
5.154100E-02	6.7346
5.154170E-02	6.69216
5.154240E-02	6.64355
5.154280E-02	6.61619
5.154300E-02	6.60554
5.154370E-02	6.57378
5.154420E-02	6.54581
5.154480E-02	6.51798
5.154510E-02	6.49951
5.154530E-02	6.49252
5.154590E-02	6.47168
5.154640E-02	6.45095
5.154660E-02	6.44409
5.154700E-02	6.43405
5.154760E-02	6.41911
5.154820E-02	6.40429
5.154880E-02	6.38957
5.154940E-02	6.37494
5.154980E-02	6.36525
5.155000E-02	6.36269
5.155060E-02	6.35507
5.155120E-02	6.34753
5.155180E-02	6.34005
5.155240E-02	6.33262
5.155300E-02	6.32524
5.155360E-02	6.3222
5.155420E-02	6.31921
5.155490E-02	6.31625
5.155550E-02	6.31333
5.155620E-02	6.31043
5.155680E-02	6.30756
5.155780E-02	6.30329
5.155870E-02	6.29906
5.155970E-02	6.29811
5.156060E-02	6.29719
5.156190E-02	6.296
5.156320E-02	6.29483
5.156330E-02	6.29469
5.156460E-02	6.29615
5.156590E-02	6.29782
5.156780E-02	6.30009
5.156960E-02	6.30237
5.157140E-02	6.30468
5.157330E-02	6.30701
5.157600E-02	6.31051
5.157880E-02	6.31415
5.158180E-02	6.31801
5.158580E-02	6.32318
5.158980E-02	6.32837
5.159380E-02	6.33357
5.159980E-02	6.3414
5.160020E-02	6.34193
5.160580E-02	6.3531
5.160980E-02	6.3611
5.161930E-02	6.38029
5.162890E-02	6.39951
5.164240E-02	6.42675
5.165600E-02	6.45401
5.167630E-02	6.49492
5.169610E-02	6.53465
5.171550E-02	6.5738
5.173500E-02	6.61297
5.175360E-02	6.65513
5.177220E-02	6.69732
5.179090E-02	6.73952
5.180950E-02	6.78174
5.182810E-02	6.824
5.183430E-02	6.83809
5.184060E-02	6.84598
5.185300E-02	6.86178
5.186540E-02	6.87761
5.187780E-02	6.89346
5.189020E-02	6.90934
5.189950E-02	6.92128
5.190890E-02	6.93324
5.191820E-02	6.94524
5.192750E-02	6.95727
5.193370E-02	6.96533
5.193680E-02	6.97171
5.194300E-02	6.98451
5.194920E-02	6.99734
5.195540E-02	7.0102
5.196160E-02	7.0231
5.196790E-02	7.03604
5.197100E-02	7.04254
5.197410E-02	7.05302
5.198030E-02	7.07403
5.198530E-02	7.09117
5.199110E-02	7.11101
5.199500E-02	7.12428
5.199890E-02	7.1376
5.200280E-02	7.15814
5.200670E-02	7.17874
5.201050E-02	7.1994
5.201440E-02	7.22014
5.201870E-02	7.25496
5.202160E-02	7.27824
5.202450E-02	7.30159
5.202740E-02	7.32501
5.203020E-02	7.34851
5.203070E-02	7.35266
5.203310E-02	7.38149
5.203600E-02	7.41657
5.203850E-02	7.44797
5.204050E-02	7.47231
5.204080E-02	7.47685
5.204300E-02	7.5146
5.204530E-02	7.55245
5.204750E-02	7.59043
5.204800E-02	7.59766
5.204980E-02	7.63947
5.205200E-02	7.69123
5.205430E-02	7.74317
5.205540E-02	7.76923
5.205620E-02	7.79398
5.205850E-02	7.86847
5.206080E-02	7.94326
5.206190E-02	7.9783
5.206240E-02	7.99828
5.206400E-02	8.06505
5.206550E-02	8.13203
5.206660E-02	8.17906
5.206710E-02	8.20414
5.206850E-02	8.28377
5.206970E-02	8.34683
5.206990E-02	8.36209
5.207130E-02	8.45392
5.207270E-02	8.54603
5.207280E-02	8.55116
5.207410E-02	8.65832
5.207550E-02	8.77214
5.207590E-02	8.80388
5.207690E-02	8.90386
5.207820E-02	9.03506
5.207830E-02	9.04428
5.207960E-02	9.19231
5.208060E-02	9.31299
5.208170E-02	9.48199
5.208280E-02	9.64027
5.208290E-02	9.65162
5.208390E-02	9.82622
5.208440E-02	9.92058
5.208500E-02	10.0301
5.208610E-02	10.25
5.208720E-02	10.5104
5.208780E-02	10.6712
5.208800E-02	10.7283
5.208900E-02	11.0054
5.208910E-02	11.0408
5.209000E-02	11.3214
5.209040E-02	11.4699
5.209100E-02	11.6724
5.209160E-02	11.9234
5.209170E-02	11.9713
5.209230E-02	12.2108
5.209310E-02	12.5923
5.209380E-02	12.9523
5.209400E-02	13.0836
5.209440E-02	13.3242
5.209500E-02	13.6397
5.209510E-02	13.7236
5.209570E-02	14.1654
5.209590E-02	14.2709
5.209640E-02	14.6531
5.209680E-02	14.9885
5.209700E-02	15.1514
5.209760E-02	15.696
5.209780E-02	15.8053
5.209830E-02	16.3004
5.209870E-02	16.735
5.209890E-02	16.9459
5.209950E-02	17.651
5.209960E-02	17.7925
5.210010E-02	18.432
5.210060E-02	18.9931
5.210080E-02	19.2642
5.210140E-02	20.1703
5.210150E-02	20.3521
5.210200E-02	21.1682
5.210240E-02	21.8842
5.210260E-02	22.2269
5.210320E-02	23.3722
5.210340E-02	23.6019
5.210390E-02	24.6213
5.210430E-02	25.5154
5.210450E-02	25.9375
5.210510E-02	27.3475
5.210520E-02	27.6301
5.210570E-02	28.8643
5.210620E-02	29.9468
5.210660E-02	31.2841
5.210710E-02	32.4572
5.210760E-02	33.89
5.210800E-02	35.1463
5.210850E-02	36.6724
5.210930E-02	38.9657
5.210980E-02	40.5764
5.211250E-02	49.6461
5.211270E-02	50.0485
5.211380E-02	53.4865
5.211390E-02	53.8674
5.211470E-02	56.1422
5.211480E-02	56.4909
5.211570E-02	58.5157
5.211580E-02	58.8256
5.211660E-02	60.6834
5.211740E-02	61.9648
5.211750E-02	62.1767
5.211810E-02	62.8696
5.211850E-02	63.3258
5.211900E-02	63.7277
5.211930E-02	63.9503
5.211970E-02	64.0389
5.212000E-02	64.1122
5.212070E-02	64.0004
5.212080E-02	63.9466
5.212160E-02	63.3891
5.212220E-02	62.6543
5.212250E-02	62.3304
5.212300E-02	61.5811
5.212320E-02	61.2105
5.212370E-02	60.206
5.212400E-02	59.6406
5.212440E-02	58.59
5.212480E-02	57.7953
5.212550E-02	55.804
5.212600E-02	54.6046
5.212660E-02	52.8238
5.212720E-02	51.0386
5.212790E-02	48.4938
5.213060E-02	39.8955
5.213070E-02	39.5919
5.213190E-02	35.9518
5.213210E-02	35.3464
5.213270E-02	33.6499
5.213310E-02	32.521
5.213350E-02	31.4632
5.213390E-02	30.299
5.213420E-02	29.7259
5.213480E-02	28.2307
5.213500E-02	27.7458
5.213560E-02	26.3208
5.213580E-02	25.9172
5.213640E-02	24.5702
5.213660E-02	24.2398
5.213710E-02	23.2021
5.213730E-02	22.9758
5.213770E-02	22.2349
5.213800E-02	21.7393
5.213820E-02	21.3294
5.213880E-02	20.375
5.213940E-02	19.5198
5.213970E-02	19.1541
5.214000E-02	18.7176
5.214050E-02	18.0643
5.214060E-02	17.9671
5.214120E-02	17.2878
5.214140E-02	17.0942
5.214180E-02	16.6625
5.214230E-02	16.2318
5.214240E-02	16.0782
5.214300E-02	15.5419
5.214310E-02	15.4654
5.214360E-02	15.0734
5.214400E-02	14.7845
5.214420E-02	14.6327
5.214480E-02	14.1789
5.214500E-02	14.0977
5.214570E-02	13.6394
5.214580E-02	13.6159
5.214650E-02	13.1941
5.214700E-02	12.9371
5.214730E-02	12.7977
5.214810E-02	12.4406
5.214830E-02	12.3417
5.214890E-02	12.1214
5.214960E-02	11.8341
5.214970E-02	11.8049
5.215050E-02	11.5143
5.215090E-02	11.3984
5.215140E-02	11.2494
5.215220E-02	11.0019
5.215240E-02	10.9526
5.215310E-02	10.7854
5.215400E-02	10.5771
5.215410E-02	10.5459
5.215480E-02	10.3959
5.215570E-02	10.22
5.215580E-02	10.2024
5.215670E-02	10.0408
5.215790E-02	9.83578
5.215800E-02	9.82119
5.215910E-02	9.66435
5.216020E-02	9.50806
5.216030E-02	9.49811
5.216150E-02	9.35934
5.216270E-02	9.22103
5.216280E-02	9.21118
5.216390E-02	9.10528
5.216520E-02	8.99158
5.216540E-02	8.96728
5.216650E-02	8.88148
5.216810E-02	8.76308
5.216880E-02	8.70407
5.216960E-02	8.65662
5.217120E-02	8.56203
5.217230E-02	8.49393
5.217270E-02	8.47348
5.217430E-02	8.40009
5.217580E-02	8.32694
5.217740E-02	8.25398
5.217750E-02	8.24994
5.217910E-02	8.19158
5.218100E-02	8.12423
5.218260E-02	8.06624
5.218290E-02	8.05912
5.218480E-02	8.00702
5.218670E-02	7.95509
5.218780E-02	7.92449
5.218860E-02	7.90802
5.219040E-02	7.86788
5.219330E-02	7.80788
5.219400E-02	7.79338
5.219600E-02	7.76147
5.219880E-02	7.7191
5.220150E-02	7.67687
5.220330E-02	7.65057
5.220430E-02	7.63933
5.220700E-02	7.60947
5.220980E-02	7.57971
5.221260E-02	7.55003
5.221530E-02	7.52966
5.221880E-02	7.50429
5.222220E-02	7.47901
5.222560E-02	7.45381
5.222630E-02	7.44878
5.222910E-02	7.4354
5.223250E-02	7.41873
5.223600E-02	7.40212
5.224010E-02	7.38225
5.224110E-02	7.37921
5.224580E-02	7.3656
5.225020E-02	7.3528
5.225450E-02	7.34006
5.226040E-02	7.32313
5.226490E-02	7.31023
5.226620E-02	7.30799
5.227210E-02	7.29856
5.227790E-02	7.28917
5.228380E-02	7.27981
5.228960E-02	7.2705
5.229650E-02	7.26535
5.230340E-02	7.26024
5.231030E-02	7.25516
5.232060E-02	7.24759
5.233090E-02	7.24006
5.234130E-02	7.23257
5.234470E-02	7.23009
5.235160E-02	7.22767
5.236530E-02	7.22288
5.237910E-02	7.21813
5.239290E-02	7.21341
5.240800E-02	7.20824
5.242450E-02	7.20263
5.244930E-02	7.19425
5.247410E-02	7.18592
5.249890E-02	7.17761
5.252360E-02	7.16932
5.253190E-02	7.16656
5.254430E-02	7.16016
5.256910E-02	7.14739
5.258150E-02	7.14101
5.259960E-02	7.13168
5.261330E-02	7.12471
5.262330E-02	7.11959
5.263160E-02	7.11542
5.263710E-02	7.11265
5.264200E-02	7.11019
5.264320E-02	7.11116
5.264830E-02	7.11538
5.265160E-02	7.11821
5.265500E-02	7.12108
5.265750E-02	7.12325
5.266010E-02	7.12544
5.266160E-02	7.12683
5.266260E-02	7.13076
5.266510E-02	7.14129
5.266680E-02	7.14834
5.266850E-02	7.15557
5.267020E-02	7.16282
5.267140E-02	7.16793
5.267200E-02	7.173
5.267330E-02	7.18569
5.267450E-02	7.19841
5.267580E-02	7.21116
5.267710E-02	7.22396
5.267800E-02	7.23252
5.267840E-02	7.23992
5.267970E-02	7.26218
5.268100E-02	7.28478
5.268240E-02	7.30802
5.268310E-02	7.32056
5.268370E-02	7.33606
5.268500E-02	7.36969
5.268680E-02	7.4146
5.269180E-02	7.54054
5.269350E-02	7.58183
5.269420E-02	7.59984
5.269500E-02	7.61204
5.269630E-02	7.63303
5.269730E-02	7.64869
5.269760E-02	7.65375
5.269830E-02	7.65708
5.269920E-02	7.66192
5.269990E-02	7.66486
5.270000E-02	7.66404
5.270080E-02	7.6591
5.270180E-02	7.65215
5.270280E-02	7.64579
5.270290E-02	7.64376
5.270400E-02	7.62338
5.270530E-02	7.59778
5.270610E-02	7.58237
5.270640E-02	7.57619
5.270770E-02	7.54106
5.270990E-02	7.48239
5.271310E-02	7.39434
5.271470E-02	7.35036
5.271630E-02	7.30646
5.271720E-02	7.28309
5.271790E-02	7.26912
5.271900E-02	7.24922
5.272010E-02	7.22936
5.272110E-02	7.20953
5.272220E-02	7.18973
5.272330E-02	7.16997
5.272360E-02	7.16405
5.272490E-02	7.1499
5.272650E-02	7.13228
5.272810E-02	7.1147
5.272970E-02	7.09716
5.273000E-02	7.09367
5.273130E-02	7.08598
5.273290E-02	7.0764
5.273450E-02	7.06684
5.273670E-02	7.05414
5.273880E-02	7.04146
5.274080E-02	7.03008
5.274100E-02	7.0294
5.274370E-02	7.02094
5.274690E-02	7.01082
5.275050E-02	6.99955
5.275440E-02	6.98713
5.275790E-02	6.97624
5.275840E-02	6.97531
5.276440E-02	6.96387
5.277080E-02	6.95152
5.277720E-02	6.9392
5.278580E-02	6.92279
5.279870E-02	6.89821
5.281400E-02	6.86905
5.283940E-02	6.82047
5.287960E-02	6.74382
5.293600E-02	6.63653
5.294670E-02	6.61266
5.306460E-02	6.35022
5.310760E-02	6.25479
5.312900E-02	6.23121
5.319280E-02	6.16111
5.323620E-02	6.11342
5.327240E-02	6.07369
5.329410E-02	6.04987
5.331390E-02	6.02804
5.333380E-02	6.00623
5.334710E-02	5.9917
5.336160E-02	5.97586
5.337600E-02	5.96004
5.338690E-02	5.9482
5.339770E-02	5.93637
5.340500E-02	5.9285
5.340740E-02	5.92677
5.341460E-02	5.9216
5.342180E-02	5.91644
5.342910E-02	5.91131
5.343390E-02	5.90791
5.343870E-02	5.90452
5.344360E-02	5.90116
5.344720E-02	5.89865
5.345080E-02	5.89617
5.345440E-02	5.8937
5.345510E-02	5.89321
5.345800E-02	5.89288
5.346160E-02	5.8925
5.346530E-02	5.89215
5.346670E-02	5.89203
5.346800E-02	5.89316
5.347070E-02	5.8956
5.347370E-02	5.89835
5.347610E-02	5.90058
5.347850E-02	5.90285
5.348090E-02	5.90517
5.348330E-02	5.90753
5.348510E-02	5.90934
5.348650E-02	5.91069
5.348700E-02	5.91243
5.348880E-02	5.919
5.349060E-02	5.92562
5.349230E-02	5.93185
5.349370E-02	5.93724
5.349520E-02	5.94268
5.349660E-02	5.94818
5.349800E-02	5.95375
5.349950E-02	5.96571
5.350060E-02	5.97535
5.350180E-02	5.98506
5.350300E-02	5.99484
5.350410E-02	6.00472
5.350510E-02	6.01304
5.350530E-02	6.01472
5.350610E-02	6.02575
5.350700E-02	6.03963
5.350800E-02	6.05364
5.350870E-02	6.06424
5.350910E-02	6.07066
5.350940E-02	6.07706
5.351010E-02	6.09316
5.351090E-02	6.10939
5.351160E-02	6.1258
5.351230E-02	6.14241
5.351280E-02	6.15361
5.351300E-02	6.15815
5.351330E-02	6.16811
5.351380E-02	6.18487
5.351420E-02	6.2018
5.351470E-02	6.21892
5.351520E-02	6.23627
5.351570E-02	6.25388
5.351590E-02	6.26103
5.351610E-02	6.26943
5.351640E-02	6.28761
5.351680E-02	6.306
5.351710E-02	6.32462
5.351750E-02	6.34351
5.351780E-02	6.36013
5.351790E-02	6.36342
5.351820E-02	6.38837
5.351860E-02	6.41368
5.351900E-02	6.43939
5.351930E-02	6.46552
5.351970E-02	6.49213
5.352000E-02	6.52536
5.352040E-02	6.56069
5.352080E-02	6.59664
5.352110E-02	6.63326
5.352150E-02	6.67061
5.352170E-02	6.69096
5.352180E-02	6.71288
5.352220E-02	6.76068
5.352260E-02	6.8094
5.352290E-02	6.85911
5.352310E-02	6.88618
5.352330E-02	6.91421
5.352370E-02	6.9754
5.352400E-02	7.03777
5.352440E-02	7.10137
5.352460E-02	7.13599
5.352470E-02	7.17132
5.352510E-02	7.24832
5.352550E-02	7.32676
5.352580E-02	7.40668
5.352600E-02	7.45012
5.352620E-02	7.49353
5.352650E-02	7.58812
5.352690E-02	7.68431
5.352730E-02	7.78208
5.352750E-02	7.83513
5.352770E-02	7.89332
5.352800E-02	8.01156
5.352840E-02	8.13207
5.352860E-02	8.19728
5.352920E-02	8.39689
5.352980E-02	8.60024
5.353010E-02	8.70363
5.353040E-02	8.81414
5.353120E-02	9.1511
5.353240E-02	9.60709
5.353400E-02	10.2357
5.353410E-02	10.2827
5.353470E-02	10.51
5.353550E-02	10.7742
5.353570E-02	10.8337
5.353640E-02	11.0477
5.353690E-02	11.1979
5.353700E-02	11.2196
5.353770E-02	11.3617
5.353810E-02	11.4467
5.353820E-02	11.4601
5.353890E-02	11.5433
5.353910E-02	11.5637
5.353950E-02	11.5851
5.354000E-02	11.6034
5.354070E-02	11.578
5.354110E-02	11.5565
5.354130E-02	11.5346
5.354190E-02	11.4462
5.354210E-02	11.4284
5.354250E-02	11.3347
5.354310E-02	11.2083
5.354330E-02	11.1636
5.354380E-02	11.0281
5.354420E-02	10.8862
5.354460E-02	10.7726
5.354530E-02	10.5382
5.354580E-02	10.35
5.354600E-02	10.2563
5.354850E-02	9.28733
5.354940E-02	8.94938
5.355000E-02	8.70895
5.355040E-02	8.54523
5.355070E-02	8.4609
5.355120E-02	8.28714
5.355170E-02	8.11634
5.355190E-02	8.05245
5.355220E-02	7.95793
5.355260E-02	7.84373
5.355300E-02	7.71748
5.355330E-02	7.62799
5.355340E-02	7.59741
5.355390E-02	7.48966
5.355430E-02	7.38413
5.355470E-02	7.2808
5.355480E-02	7.27516
5.355510E-02	7.21401
5.355540E-02	7.1491
5.355570E-02	7.08528
5.355610E-02	7.01789
5.355620E-02	6.99051
5.355640E-02	6.95543
5.355680E-02	6.89817
5.355710E-02	6.84199
5.355750E-02	6.78687
5.355770E-02	6.7652
5.355790E-02	6.73783
5.355820E-02	6.69311
5.355860E-02	6.64924
5.355900E-02	6.60614
5.355910E-02	6.58921
5.355930E-02	6.56853
5.355970E-02	6.53477
5.356000E-02	6.5016
5.356040E-02	6.469
5.356080E-02	6.43691
5.356100E-02	6.41372
5.356110E-02	6.4071
5.356150E-02	6.3827
5.356180E-02	6.35868
5.356220E-02	6.33501
5.356260E-02	6.31167
5.356290E-02	6.2886
5.356300E-02	6.28708
5.356330E-02	6.27116
5.356370E-02	6.25433
5.356400E-02	6.23771
5.356450E-02	6.21584
5.356500E-02	6.19425
5.356550E-02	6.17291
5.356580E-02	6.15601
5.356590E-02	6.1531
5.356640E-02	6.13872
5.356690E-02	6.12449
5.356740E-02	6.11041
5.356790E-02	6.09644
5.356860E-02	6.07569
5.356930E-02	6.05513
5.356970E-02	6.04425
5.357000E-02	6.03819
5.357080E-02	6.02534
5.357150E-02	6.0126
5.357220E-02	5.99995
5.357320E-02	5.98321
5.357410E-02	5.96659
5.357510E-02	5.95007
5.357550E-02	5.9435
5.357610E-02	5.9376
5.357700E-02	5.92785
5.357800E-02	5.91816
5.357940E-02	5.90397
5.358080E-02	5.89036
5.358220E-02	5.87684
5.358320E-02	5.86668
5.358350E-02	5.86482
5.358490E-02	5.85728
5.358630E-02	5.84979
5.358770E-02	5.84195
5.358920E-02	5.83417
5.359110E-02	5.82384
5.359300E-02	5.81357
5.359500E-02	5.80336
5.359590E-02	5.79827
5.359690E-02	5.79547
5.359880E-02	5.78991
5.360080E-02	5.78438
5.360320E-02	5.7775
5.360460E-02	5.77339
5.360750E-02	5.76521
5.361040E-02	5.75708
5.361330E-02	5.74897
5.361520E-02	5.74359
5.361620E-02	5.74202
5.361910E-02	5.73734
5.362200E-02	5.73268
5.362610E-02	5.7261
5.362970E-02	5.72032
5.363330E-02	5.71457
5.363690E-02	5.70883
5.364180E-02	5.7012
5.364660E-02	5.69359
5.365140E-02	5.68599
5.365190E-02	5.68524
5.365620E-02	5.68087
5.366350E-02	5.67362
5.366970E-02	5.66736
5.367600E-02	5.6611
5.368540E-02	5.65174
5.369480E-02	5.64241
5.370420E-02	5.63308
5.371360E-02	5.62377
5.372450E-02	5.61303
5.373530E-02	5.6023
5.374980E-02	5.58802
5.376180E-02	5.57612
5.376420E-02	5.57436
5.378590E-02	5.55855
5.380040E-02	5.54801
5.382940E-02	5.52696
5.385830E-02	5.50592
5.388720E-02	5.48488
5.393060E-02	5.45334
5.394510E-02	5.44283
5.397400E-02	5.42754
5.403190E-02	5.39697
5.408980E-02	5.36641
5.414760E-02	5.33585
5.420550E-02	5.31506
5.427300E-02	5.29081
5.435020E-02	5.26311
5.442730E-02	5.24382
5.446590E-02	5.23418
5.449000E-02	5.2207
5.456240E-02	5.18029
5.462020E-02	5.14796
5.467810E-02	5.11564
5.473600E-02	5.08332
5.477460E-02	5.06178
5.481800E-02	5.04249
5.484450E-02	5.03071
5.486440E-02	5.02188
5.487780E-02	5.01593
5.489140E-02	5.00991
5.490150E-02	5.00541
5.491170E-02	5.00091
5.491850E-02	4.99791
5.492530E-02	4.99492
5.493060E-02	4.99259
5.493580E-02	4.99027
5.493940E-02	4.98873
5.494290E-02	4.98719
5.494640E-02	4.98565
5.494990E-02	4.98413
5.495260E-02	4.98299
5.495520E-02	4.98186
5.495790E-02	4.98075
5.495960E-02	4.98001
5.496140E-02	4.97928
5.496320E-02	4.97855
5.496450E-02	4.97802
5.496580E-02	4.9775
5.496710E-02	4.97698
5.496810E-02	4.9766
5.496900E-02	4.97628
5.496990E-02	4.97598
5.497070E-02	4.97569
5.497130E-02	4.97551
5.497190E-02	4.97533
5.497240E-02	4.97517
5.497300E-02	4.97502
5.497340E-02	4.97492
5.497390E-02	4.97484
5.497430E-02	4.97476
5.497470E-02	4.9747
5.497520E-02	4.97466
5.497560E-02	4.97464
5.497600E-02	4.97464
5.497640E-02	4.97467
5.497670E-02	4.97471
5.497680E-02	4.97495
5.497710E-02	4.97566
