E(MeV)	Fe-nat
2.636800E-01	2.47702
2.636810E-01	2.46656
2.636850E-01	2.44046
2.636890E-01	2.4144
2.636900E-01	2.40745
2.636930E-01	2.39152
2.636970E-01	2.36982
2.637010E-01	2.34454
2.637070E-01	2.31774
2.637130E-01	2.2911
2.637180E-01	2.26805
2.637190E-01	2.26371
2.637250E-01	2.23991
2.637320E-01	2.21614
2.637350E-01	2.20318
2.637380E-01	2.19434
2.637440E-01	2.17491
2.637510E-01	2.15462
2.637560E-01	2.13845
2.637580E-01	2.13375
2.637650E-01	2.11614
2.637720E-01	2.09854
2.637820E-01	2.07508
2.637840E-01	2.06961
2.637920E-01	2.05513
2.638010E-01	2.03625
2.638100E-01	2.01927
2.638110E-01	2.01776
2.638200E-01	2.00271
2.638320E-01	1.98516
2.638440E-01	1.96511
2.638480E-01	1.9591
2.638570E-01	1.94812
2.638700E-01	1.93245
2.638830E-01	1.91678
2.638870E-01	1.91208
2.638960E-01	1.90335
2.639080E-01	1.89088
2.639270E-01	1.87218
2.639280E-01	1.87187
2.639430E-01	1.86028
2.639580E-01	1.84845
2.639690E-01	1.8394
2.639730E-01	1.83718
2.639880E-01	1.82774
2.640100E-01	1.81358
2.640250E-01	1.80404
2.640330E-01	1.80054
2.640480E-01	1.79341
2.640650E-01	1.78544
2.640810E-01	1.77747
2.640940E-01	1.7715
2.641020E-01	1.76752
2.641110E-01	1.76355
2.641120E-01	1.76308
2.641180E-01	1.76084
2.641230E-01	1.7588
2.641270E-01	1.75727
2.641300E-01	1.75625
2.641320E-01	1.75524
2.641340E-01	1.75448
2.641360E-01	1.75373
2.641380E-01	1.75323
2.641390E-01	1.75274
2.641410E-01	1.75226
2.641420E-01	1.7519
2.641430E-01	1.75154
2.641440E-01	1.75119
2.641450E-01	1.75085
2.641460E-01	1.75041
2.641470E-01	1.7502
2.641480E-01	1.74979
2.641490E-01	1.7496
2.641500E-01	1.74924
2.641510E-01	1.74907
2.641520E-01	1.74877
2.641530E-01	1.74865
2.641540E-01	1.74848
2.641550E-01	1.74835
2.641560E-01	1.74827
2.641570E-01	1.74824
2.641580E-01	1.74827
2.641590E-01	1.74839
2.641600E-01	1.74851
2.641610E-01	1.74884
2.641620E-01	1.74907
2.641630E-01	1.74967
2.641640E-01	1.75003
2.641650E-01	1.7513
2.641660E-01	1.75209
2.641670E-01	1.75385
2.641680E-01	1.75483
2.641690E-01	1.75699
2.641700E-01	1.75819
2.641710E-01	1.76126
2.641720E-01	1.76196
2.641730E-01	1.76647
2.641740E-01	1.76961
2.641750E-01	1.77291
2.641760E-01	1.77551
2.641770E-01	1.7791
2.641780E-01	1.78286
2.641790E-01	1.78874
2.641810E-01	1.79531
2.641830E-01	1.80556
2.641850E-01	1.81159
2.641870E-01	1.82155
2.641890E-01	1.82937
2.641910E-01	1.83637
2.641920E-01	1.84176
2.641940E-01	1.84706
2.641950E-01	1.85081
2.641960E-01	1.8545
2.641980E-01	1.85703
2.641990E-01	1.85904
2.642000E-01	1.86006
2.642010E-01	1.86041
2.642020E-01	1.85955
2.642030E-01	1.85898
2.642040E-01	1.85701
2.642050E-01	1.85474
2.642060E-01	1.85155
2.642070E-01	1.84793
2.642090E-01	1.8433
2.642100E-01	1.83702
2.642120E-01	1.82839
2.642140E-01	1.82382
2.642160E-01	1.81385
2.642190E-01	1.79876
2.642210E-01	1.78986
2.642220E-01	1.78304
2.642230E-01	1.77803
2.642240E-01	1.77323
2.642250E-01	1.76978
2.642260E-01	1.76645
2.642270E-01	1.76325
2.642280E-01	1.76018
2.642290E-01	1.75724
2.642300E-01	1.75443
2.642310E-01	1.75003
2.642320E-01	1.74854
2.642330E-01	1.74711
2.642340E-01	1.74446
2.642350E-01	1.74323
2.642360E-01	1.74093
2.642370E-01	1.73986
2.642380E-01	1.73787
2.642390E-01	1.73694
2.642400E-01	1.73522
2.642410E-01	1.73402
2.642420E-01	1.73289
2.642430E-01	1.73183
2.642440E-01	1.73083
2.642450E-01	1.72988
2.642460E-01	1.72898
2.642470E-01	1.72812
2.642480E-01	1.72729
2.642490E-01	1.72676
2.642500E-01	1.72586
2.642510E-01	1.72555
2.642520E-01	1.72509
2.642530E-01	1.72486
2.642540E-01	1.7244
2.642550E-01	1.72417
2.642560E-01	1.72374
2.642570E-01	1.72353
2.642580E-01	1.72333
2.642590E-01	1.72302
2.642600E-01	1.72273
2.642610E-01	1.72243
2.642620E-01	1.72214
2.642640E-01	1.72176
2.642650E-01	1.72139
2.642670E-01	1.72083
2.642700E-01	1.72027
2.642720E-01	1.71972
2.642750E-01	1.71899
2.642790E-01	1.71789
2.642850E-01	1.71644
2.642940E-01	1.71426
2.643040E-01	1.71179
2.643160E-01	1.70872
2.643330E-01	1.70465
2.643500E-01	1.70057
2.643510E-01	1.70038
2.643750E-01	1.69634
2.644000E-01	1.69218
2.644330E-01	1.68663
2.644650E-01	1.68135
2.644840E-01	1.67818
2.644970E-01	1.67673
2.645440E-01	1.67131
2.645970E-01	1.66534
2.646520E-01	1.65908
2.647070E-01	1.65283
2.647740E-01	1.64801
2.648420E-01	1.6432
2.649090E-01	1.63838
2.649770E-01	1.63357
2.650450E-01	1.62876
2.651120E-01	1.62593
2.652140E-01	1.62168
2.652590E-01	1.61979
2.653830E-01	1.61461
2.654500E-01	1.61178
2.655180E-01	1.61062
2.655850E-01	1.60946
2.656530E-01	1.6083
2.657200E-01	1.60714
2.657710E-01	1.60627
2.657880E-01	1.60599
2.658220E-01	1.60665
2.658730E-01	1.60764
2.659230E-01	1.60864
2.659650E-01	1.60947
2.660080E-01	1.61031
2.660360E-01	1.61087
2.660650E-01	1.61323
2.660940E-01	1.6156
2.661150E-01	1.61738
2.661370E-01	1.61916
2.661590E-01	1.62095
2.661730E-01	1.62214
2.661800E-01	1.62274
2.661880E-01	1.62387
2.661980E-01	1.62555
2.662090E-01	1.62725
2.662160E-01	1.62833
2.662230E-01	1.62941
2.662280E-01	1.63023
2.662320E-01	1.63078
2.662350E-01	1.63133
2.662380E-01	1.63173
2.662400E-01	1.63209
2.662420E-01	1.63246
2.662440E-01	1.63271
2.662450E-01	1.63296
2.662470E-01	1.63322
2.662480E-01	1.63342
2.662490E-01	1.63363
2.662500E-01	1.63421
2.662510E-01	1.6348
2.662520E-01	1.63539
2.662530E-01	1.636
2.662540E-01	1.63641
2.662550E-01	1.63682
2.662560E-01	1.63724
2.662570E-01	1.63809
2.662580E-01	1.63853
2.662590E-01	1.63897
2.662600E-01	1.63989
2.662610E-01	1.64035
2.662620E-01	1.64086
2.662630E-01	1.64138
2.662640E-01	1.64245
2.662650E-01	1.64373
2.662660E-01	1.64503
2.662670E-01	1.64767
2.662680E-01	1.64902
2.662690E-01	1.65039
2.662700E-01	1.65177
2.662710E-01	1.65459
2.662720E-01	1.65603
2.662730E-01	1.65823
2.662740E-01	1.65897
2.662750E-01	1.66371
2.662760E-01	1.66691
2.662780E-01	1.67177
2.662790E-01	1.67669
2.662810E-01	1.68332
2.662840E-01	1.69343
2.662870E-01	1.70206
2.662890E-01	1.70955
2.662910E-01	1.71567
2.662920E-01	1.71928
2.662940E-01	1.72438
2.662950E-01	1.72887
2.662970E-01	1.73081
2.662980E-01	1.73226
2.662990E-01	1.73369
2.663000E-01	1.73421
2.663010E-01	1.73536
2.663020E-01	1.73637
2.663030E-01	1.73632
2.663040E-01	1.73505
2.663050E-01	1.73356
2.663060E-01	1.73238
2.663080E-01	1.73032
2.663090E-01	1.72866
2.663110E-01	1.72277
2.663130E-01	1.71708
2.663190E-01	1.70255
2.663210E-01	1.69774
2.663220E-01	1.69419
2.663230E-01	1.69094
2.663250E-01	1.68774
2.663260E-01	1.68544
2.663270E-01	1.68388
2.663280E-01	1.68234
2.663290E-01	1.68083
2.663300E-01	1.67934
2.663310E-01	1.67789
2.663320E-01	1.67524
2.663330E-01	1.67404
2.663340E-01	1.67286
2.663350E-01	1.6717
2.663360E-01	1.67061
2.663370E-01	1.67018
2.663380E-01	1.66977
2.663390E-01	1.66936
2.663400E-01	1.66897
2.663410E-01	1.66822
2.663420E-01	1.66785
2.663430E-01	1.66781
2.663440E-01	1.66794
2.663450E-01	1.66821
2.663460E-01	1.66835
2.663470E-01	1.66857
2.663480E-01	1.66881
2.663500E-01	1.66905
2.663510E-01	1.66931
2.663520E-01	1.66956
2.663530E-01	1.66983
2.663550E-01	1.67019
2.663570E-01	1.67055
2.663580E-01	1.67093
2.663600E-01	1.67139
2.663620E-01	1.67192
2.663640E-01	1.67234
2.663660E-01	1.67315
2.663680E-01	1.67427
2.663730E-01	1.67652
2.663770E-01	1.67877
2.663860E-01	1.68329
2.663960E-01	1.68781
2.664020E-01	1.69115
2.664050E-01	1.69282
2.664180E-01	1.70241
2.664320E-01	1.71201
2.664400E-01	1.71783
2.664430E-01	1.72087
2.664550E-01	1.73202
2.664660E-01	1.74318
2.664760E-01	1.75232
2.664780E-01	1.755
2.664890E-01	1.76977
2.664990E-01	1.78276
2.665010E-01	1.78504
2.665120E-01	1.80386
2.665210E-01	1.81799
2.665230E-01	1.82156
2.665300E-01	1.83741
2.665410E-01	1.85904
2.665480E-01	1.87692
2.665540E-01	1.8952
2.665610E-01	1.91348
2.665620E-01	1.91531
2.665680E-01	1.93579
2.665750E-01	1.95857
2.665760E-01	1.96085
2.665810E-01	1.98284
2.665900E-01	2.01586
2.665950E-01	2.04275
2.666010E-01	2.06965
2.666040E-01	2.08311
2.666060E-01	2.09929
2.666120E-01	2.13169
2.666140E-01	2.14384
2.666170E-01	2.16781
2.666230E-01	2.20618
2.666240E-01	2.21579
2.666300E-01	2.26022
2.666340E-01	2.29751
2.666350E-01	2.30181
2.666390E-01	2.34167
2.666430E-01	2.38673
2.666450E-01	2.40579
2.666480E-01	2.43675
2.666520E-01	2.4904
2.666530E-01	2.49824
2.666570E-01	2.55191
2.666610E-01	2.60656
2.666620E-01	2.62556
2.666660E-01	2.69433
2.666700E-01	2.77181
2.666720E-01	2.80749
2.666740E-01	2.85649
2.666780E-01	2.93326
2.666790E-01	2.94855
2.666820E-01	3.01816
2.666840E-01	3.08613
2.666850E-01	3.10939
2.666880E-01	3.20246
2.666890E-01	3.21126
2.666920E-01	3.32607
2.666940E-01	3.37908
2.666960E-01	3.44973
2.666980E-01	3.53053
2.666990E-01	3.55333
2.667010E-01	3.66717
2.667020E-01	3.70135
2.667040E-01	3.79161
2.667060E-01	3.89479
2.667070E-01	3.9241
2.667100E-01	4.07085
2.667110E-01	4.11489
2.667130E-01	4.23224
2.667150E-01	4.36645
2.667180E-01	4.5546
2.667200E-01	4.76136
2.667210E-01	4.80696
2.667230E-01	4.98922
2.667240E-01	5.03947
2.667260E-01	5.24066
2.667290E-01	5.51886
2.667310E-01	5.82697
2.667320E-01	5.89541
2.667340E-01	6.16896
2.667350E-01	6.24484
2.667370E-01	6.52986
2.667390E-01	6.84418
2.667400E-01	6.97087
2.667410E-01	7.18194
2.667420E-01	7.43992
2.667430E-01	7.54421
2.667450E-01	7.93503
2.667470E-01	8.36551
2.667480E-01	8.5387
2.667490E-01	8.82644
2.667510E-01	9.17784
2.667530E-01	9.84702
2.667540E-01	9.88191
2.667550E-01	10.4225
2.667560E-01	10.6543
2.667580E-01	11.2434
2.667590E-01	11.4957
2.667610E-01	12.1327
2.667620E-01	12.4058
2.667640E-01	13.0881
2.667650E-01	13.3803
2.667670E-01	14.1117
2.667690E-01	14.9476
2.667710E-01	15.7248
2.667790E-01	19.0551
2.667800E-01	19.3881
2.667830E-01	20.6379
2.667860E-01	21.6311
2.667890E-01	22.4944
2.667910E-01	22.8982
2.667920E-01	23.1671
2.667930E-01	23.4687
2.667940E-01	23.6693
2.667950E-01	23.7824
2.667970E-01	23.9626
2.667980E-01	24.0091
2.668000E-01	24.0902
2.668020E-01	24.0647
2.668040E-01	23.8814
2.668050E-01	23.7485
2.668070E-01	23.539
2.668090E-01	22.9848
2.668100E-01	22.8419
2.668120E-01	22.268
2.668150E-01	21.4021
2.668160E-01	21.2285
2.668180E-01	20.3374
2.668190E-01	20.0405
2.668220E-01	18.7411
2.668240E-01	18.0912
2.668300E-01	15.4282
2.668310E-01	15.3175
2.668350E-01	13.8442
2.668370E-01	12.8515
2.668380E-01	12.7532
2.668400E-01	11.9213
2.668430E-01	11.0579
2.668460E-01	10.2626
2.668480E-01	9.71536
2.668490E-01	9.46357
2.668500E-01	9.20134
2.668510E-01	8.80827
2.668520E-01	8.719
2.668540E-01	8.27414
2.668560E-01	7.86639
2.668570E-01	7.67892
2.668580E-01	7.48549
2.668600E-01	7.19576
2.668620E-01	6.80376
2.668630E-01	6.76035
2.668640E-01	6.50534
2.668650E-01	6.36833
2.668660E-01	6.2269
2.668680E-01	6.01493
2.668690E-01	5.88734
2.668710E-01	5.69625
2.668720E-01	5.581
2.668740E-01	5.40828
2.668750E-01	5.304
2.668760E-01	5.14781
2.668770E-01	5.05327
2.668790E-01	4.91159
2.668800E-01	4.82571
2.668820E-01	4.69709
2.668830E-01	4.62064
2.668860E-01	4.42968
2.668890E-01	4.26061
2.668900E-01	4.16064
2.668910E-01	4.10213
2.668940E-01	3.95599
2.668970E-01	3.82538
2.668990E-01	3.74815
2.669000E-01	3.70249
2.669020E-01	3.58841
2.669030E-01	3.57704
2.669050E-01	3.48572
2.669070E-01	3.42487
2.669090E-01	3.35316
2.669120E-01	3.26355
2.669130E-01	3.23186
2.669160E-01	3.13679
2.669170E-01	3.12298
2.669210E-01	3.02633
2.669230E-01	2.97111
2.669250E-01	2.92554
2.669290E-01	2.83298
2.669300E-01	2.82564
2.669340E-01	2.75293
2.669370E-01	2.69407
2.669380E-01	2.67689
2.669420E-01	2.60932
2.669440E-01	2.58144
2.669460E-01	2.55367
2.669510E-01	2.48889
2.669560E-01	2.43079
2.669610E-01	2.37985
2.669660E-01	2.32945
2.669700E-01	2.28656
2.669750E-01	2.24427
2.669760E-01	2.23521
2.669800E-01	2.20719
2.669860E-01	2.16645
2.669870E-01	2.15882
2.669920E-01	2.12545
2.669940E-01	2.11434
2.669980E-01	2.08948
2.670040E-01	2.05509
2.670070E-01	2.0379
2.670110E-01	2.02369
2.670170E-01	1.99529
2.670210E-01	1.97479
2.670230E-01	1.96819
2.670290E-01	1.94442
2.670350E-01	1.92199
2.670370E-01	1.91768
2.670450E-01	1.89185
2.670530E-01	1.86604
2.670560E-01	1.85744
2.670610E-01	1.84372
2.670700E-01	1.82315
2.670770E-01	1.80602
2.670780E-01	1.80328
2.670860E-01	1.78683
2.670950E-01	1.77039
2.671020E-01	1.7567
2.671040E-01	1.75231
2.671150E-01	1.73472
2.671260E-01	1.71714
2.671370E-01	1.70334
2.671490E-01	1.68955
2.671600E-01	1.67577
2.671640E-01	1.6706
2.671710E-01	1.66405
2.671820E-01	1.65357
2.671940E-01	1.64179
2.672070E-01	1.63002
2.672080E-01	1.62896
2.672220E-01	1.61841
2.672360E-01	1.60787
2.672370E-01	1.60681
2.672500E-01	1.59921
2.672630E-01	1.59076
2.672770E-01	1.58232
2.672910E-01	1.57388
2.672980E-01	1.56966
2.673060E-01	1.56579
2.673230E-01	1.55803
2.673350E-01	1.55222
2.673470E-01	1.54642
2.673610E-01	1.54013
2.673620E-01	1.53965
2.673650E-01	1.53787
2.673700E-01	1.53615
2.673800E-01	1.53263
2.673860E-01	1.53029
2.673930E-01	1.52795
2.673990E-01	1.52562
2.674040E-01	1.52387
2.674090E-01	1.52213
2.674140E-01	1.52039
2.674170E-01	1.5192
2.674210E-01	1.51798
2.674230E-01	1.51706
2.674260E-01	1.51615
2.674290E-01	1.51524
2.674300E-01	1.51465
2.674320E-01	1.51405
2.674340E-01	1.51347
2.674350E-01	1.51303
2.674360E-01	1.51261
2.674380E-01	1.51219
2.674390E-01	1.51164
2.674400E-01	1.51138
2.674410E-01	1.51113
2.674420E-01	1.51088
2.674430E-01	1.51065
2.674440E-01	1.51026
2.674450E-01	1.51008
2.674460E-01	1.50991
2.674470E-01	1.50971
2.674480E-01	1.50962
2.674490E-01	1.50948
2.674500E-01	1.50939
2.674510E-01	1.50953
2.674520E-01	1.50987
2.674530E-01	1.51028
2.674540E-01	1.51078
2.674550E-01	1.51107
2.674560E-01	1.51189
2.674570E-01	1.51319
2.674580E-01	1.51463
2.674590E-01	1.51624
2.674600E-01	1.51803
2.674610E-01	1.52018
2.674620E-01	1.52142
2.674630E-01	1.52416
2.674640E-01	1.52565
2.674650E-01	1.52972
2.674660E-01	1.53458
2.674670E-01	1.53717
2.674680E-01	1.5427
2.674690E-01	1.54871
2.674700E-01	1.55355
2.674710E-01	1.557
2.674720E-01	1.56867
2.674730E-01	1.57458
2.674740E-01	1.58072
2.674750E-01	1.59034
2.674760E-01	1.59843
2.674780E-01	1.61411
2.674790E-01	1.62723
2.674800E-01	1.6442
2.674830E-01	1.66834
2.674870E-01	1.71536
2.674890E-01	1.73804
2.674910E-01	1.75777
2.674920E-01	1.77105
2.674930E-01	1.77573
2.674950E-01	1.78813
2.674960E-01	1.794
2.674970E-01	1.79981
2.674980E-01	1.80465
2.674990E-01	1.80584
2.675000E-01	1.80576
2.675010E-01	1.80332
2.675030E-01	1.79968
2.675040E-01	1.79457
2.675050E-01	1.78869
2.675060E-01	1.77974
2.675080E-01	1.76793
2.675090E-01	1.75616
2.675100E-01	1.74907
2.675110E-01	1.74043
2.675120E-01	1.71851
2.675160E-01	1.6823
2.675190E-01	1.64583
2.675200E-01	1.62619
2.675220E-01	1.60847
2.675230E-01	1.59386
2.675240E-01	1.58404
2.675250E-01	1.57494
2.675260E-01	1.56621
2.675270E-01	1.55839
2.675280E-01	1.55088
2.675290E-01	1.5437
2.675300E-01	1.53852
2.675310E-01	1.52952
2.675320E-01	1.52577
2.675330E-01	1.52218
2.675340E-01	1.51655
2.675350E-01	1.51062
2.675360E-01	1.50784
2.675370E-01	1.50263
2.675380E-01	1.50019
2.675390E-01	1.49739
2.675400E-01	1.49459
2.675410E-01	1.49213
2.675420E-01	1.4902
2.675430E-01	1.48842
2.675440E-01	1.48678
2.675450E-01	1.48513
2.675460E-01	1.4843
2.675470E-01	1.48272
2.675480E-01	1.48125
2.675490E-01	1.48056
2.675500E-01	1.47965
2.675510E-01	1.47896
2.675520E-01	1.47833
2.675530E-01	1.47804
2.675540E-01	1.47748
2.675550E-01	1.47697
2.675560E-01	1.47672
2.675570E-01	1.47625
2.675580E-01	1.47591
2.675590E-01	1.47559
2.675600E-01	1.47496
2.675610E-01	1.47466
2.675620E-01	1.47437
2.675630E-01	1.47398
2.675650E-01	1.47354
2.675660E-01	1.47311
2.675670E-01	1.47268
2.675690E-01	1.47226
2.675710E-01	1.4717
2.675720E-01	1.47115
2.675750E-01	1.47033
2.675780E-01	1.46951
2.675810E-01	1.4687
2.675830E-01	1.4679
2.675870E-01	1.46682
2.675910E-01	1.46576
2.675950E-01	1.46461
2.675990E-01	1.46338
2.676050E-01	1.46155
2.676120E-01	1.45972
2.676180E-01	1.4579
2.676260E-01	1.45547
2.676330E-01	1.45353
2.676350E-01	1.45313
2.676430E-01	1.45118
2.676560E-01	1.44824
2.676690E-01	1.44519
2.676780E-01	1.44311
2.676960E-01	1.43895
2.677140E-01	1.43479
2.677410E-01	1.42856
2.677680E-01	1.42233
2.678040E-01	1.41404
2.678410E-01	1.40574
2.678770E-01	1.39744
2.679310E-01	1.38665
2.679940E-01	1.37407
2.680610E-01	1.36059
2.681290E-01	1.34711
2.681830E-01	1.33632
2.682550E-01	1.32195
2.682640E-01	1.32035
2.683460E-01	1.30595
2.684180E-01	1.29315
2.684720E-01	1.28355
2.685190E-01	1.27523
2.685480E-01	1.27011
2.685760E-01	1.26601
2.686200E-01	1.25986
2.686630E-01	1.25372
2.687060E-01	1.24757
2.687210E-01	1.24552
2.687500E-01	1.24311
2.687930E-01	1.23949
2.688220E-01	1.23708
2.688360E-01	1.23588
2.688510E-01	1.23557
2.688800E-01	1.23495
2.689080E-01	1.23648
2.689370E-01	1.23802
2.689520E-01	1.23879
2.689590E-01	1.24015
2.689810E-01	1.24422
2.690020E-01	1.2483
2.690090E-01	1.24966
2.690240E-01	1.25478
2.690450E-01	1.26248
2.690530E-01	1.26505
2.690670E-01	1.2727
2.690820E-01	1.28036
2.690870E-01	1.28441
2.691000E-01	1.29407
2.691100E-01	1.30126
2.691140E-01	1.30466
2.691270E-01	1.31792
2.691410E-01	1.33118
2.691540E-01	1.34872
2.691660E-01	1.36537
2.691670E-01	1.36696
2.691790E-01	1.38822
2.691900E-01	1.40727
2.691910E-01	1.40918
2.692010E-01	1.43106
2.692100E-01	1.45133
2.692120E-01	1.45637
2.692210E-01	1.48158
2.692290E-01	1.50376
2.692320E-01	1.5136
2.692420E-01	1.55052
2.692430E-01	1.55298
2.692530E-01	1.59419
2.692580E-01	1.61186
2.692640E-01	1.64299
2.692680E-01	1.66375
2.692710E-01	1.6797
2.692780E-01	1.7196
2.692790E-01	1.72359
2.692860E-01	1.76518
2.692900E-01	1.79291
2.692930E-01	1.8144
2.693000E-01	1.86815
2.693010E-01	1.87352
2.693070E-01	1.93005
2.693120E-01	1.96774
2.693150E-01	1.99723
2.693220E-01	2.07099
2.693230E-01	2.07836
2.693290E-01	2.15449
2.693300E-01	2.16294
2.693360E-01	2.24815
2.693370E-01	2.25762
2.693430E-01	2.35322
2.693440E-01	2.36384
2.693510E-01	2.47134
2.693560E-01	2.57078
2.693590E-01	2.61789
2.693610E-01	2.67869
2.693660E-01	2.76991
2.693670E-01	2.79572
2.693720E-01	2.9247
2.693730E-01	2.94189
2.693780E-01	3.06655
2.693830E-01	3.22269
2.693840E-01	3.24378
2.693890E-01	3.39434
2.693940E-01	3.58297
2.693950E-01	3.60842
2.693990E-01	3.79022
2.694000E-01	3.81821
2.694050E-01	4.0177
2.694100E-01	4.26702
2.694110E-01	4.30063
2.694160E-01	4.53952
2.694210E-01	4.8364
2.694220E-01	4.87645
2.694260E-01	5.15834
2.694270E-01	5.20175
2.694310E-01	5.43258
2.694340E-01	5.63017
2.694380E-01	5.92661
2.694410E-01	6.13965
2.694450E-01	6.45925
2.694530E-01	7.11281
2.694600E-01	7.59577
2.694640E-01	7.96342
2.694680E-01	8.21791
2.694710E-01	8.506
2.694750E-01	8.79402
2.694770E-01	8.88626
2.694810E-01	9.13991
2.694820E-01	9.21808
2.694860E-01	9.43295
2.694880E-01	9.49712
2.694900E-01	9.5933
2.694930E-01	9.70527
2.694950E-01	9.75251
2.694990E-01	9.83903
2.695000E-01	9.86682
2.695040E-01	9.90233
2.695050E-01	9.89877
2.695090E-01	9.87818
2.695100E-01	9.85553
2.695140E-01	9.79068
2.695160E-01	9.73614
2.695190E-01	9.63784
2.695210E-01	9.54749
2.695250E-01	9.41196
2.695270E-01	9.30012
2.695300E-01	9.13233
2.695330E-01	8.9466
2.695380E-01	8.6734
2.695410E-01	8.42826
2.695490E-01	7.88903
2.695560E-01	7.43866
2.695620E-01	6.98841
2.695630E-01	6.94081
2.695690E-01	6.51282
2.695700E-01	6.46817
2.695750E-01	6.1336
2.695760E-01	6.0667
2.695810E-01	5.81934
2.695840E-01	5.65446
2.695860E-01	5.52251
2.695910E-01	5.2776
2.695920E-01	5.24338
2.695970E-01	4.98693
2.695980E-01	4.93566
2.696020E-01	4.75038
2.696050E-01	4.62689
2.696080E-01	4.52955
2.696130E-01	4.34888
2.696190E-01	4.1364
2.696200E-01	4.09893
2.696240E-01	3.96411
2.696270E-01	3.87424
2.696300E-01	3.80349
2.696340E-01	3.67216
2.696350E-01	3.65395
2.696400E-01	3.51748
2.696410E-01	3.4902
2.696460E-01	3.39173
2.696490E-01	3.32609
2.696510E-01	3.27416
2.696560E-01	3.17779
2.696570E-01	3.16435
2.696630E-01	3.04349
2.696640E-01	3.03157
2.696710E-01	2.91249
2.696740E-01	2.86487
2.696780E-01	2.80277
2.696850E-01	2.70963
2.696930E-01	2.61015
2.696960E-01	2.57398
2.697000E-01	2.52631
2.697060E-01	2.45484
2.697070E-01	2.44782
2.697140E-01	2.37769
2.697170E-01	2.34965
2.697220E-01	2.31232
2.697280E-01	2.25633
2.697290E-01	2.25088
2.697360E-01	2.19643
2.697420E-01	2.14743
2.697470E-01	2.11918
2.697570E-01	2.05327
2.697580E-01	2.04917
2.697680E-01	1.98767
2.697710E-01	1.97127
2.697790E-01	1.93172
2.697860E-01	1.89938
2.697880E-01	1.8884
2.697990E-01	1.84139
2.698030E-01	1.82415
2.698100E-01	1.79831
2.698200E-01	1.75887
2.698210E-01	1.75769
2.698320E-01	1.71927
2.698400E-01	1.69469
2.698420E-01	1.68912
2.698520E-01	1.66267
2.698610E-01	1.63623
2.698640E-01	1.62717
2.698710E-01	1.61265
2.698750E-01	1.60345
2.698830E-01	1.58489
2.698880E-01	1.57185
2.698890E-01	1.57081
2.698940E-01	1.56071
2.699000E-01	1.54975
2.699050E-01	1.53879
2.699060E-01	1.53748
2.699090E-01	1.53193
2.699140E-01	1.52533
2.699180E-01	1.51874
2.699210E-01	1.51435
2.699240E-01	1.50978
2.699270E-01	1.50671
2.699300E-01	1.50382
2.699320E-01	1.50165
2.699340E-01	1.4995
2.699370E-01	1.49736
2.699390E-01	1.4963
2.699410E-01	1.49575
2.699420E-01	1.49562
2.699430E-01	1.49615
2.699440E-01	1.497
2.699460E-01	1.49786
2.699470E-01	1.49863
2.699480E-01	1.49937
2.699490E-01	1.50026
2.699510E-01	1.50354
2.699530E-01	1.50685
2.699540E-01	1.50878
2.699550E-01	1.51358
2.699560E-01	1.51785
2.699570E-01	1.52269
2.699590E-01	1.52755
2.699600E-01	1.53479
2.699610E-01	1.54249
2.699630E-01	1.5514
2.699640E-01	1.56352
2.699660E-01	1.57592
2.699670E-01	1.58502
2.699680E-01	1.58934
2.699690E-01	1.60555
2.699710E-01	1.62179
2.699720E-01	1.64025
2.699740E-01	1.66686
2.699750E-01	1.68151
2.699770E-01	1.70327
2.699810E-01	1.76553
2.699820E-01	1.77487
2.699850E-01	1.82883
2.699870E-01	1.86052
2.699880E-01	1.87001
2.699890E-01	1.88869
2.699910E-01	1.9153
2.699920E-01	1.92325
2.699930E-01	1.93195
2.699940E-01	1.94637
2.699950E-01	1.95594
2.699960E-01	1.95951
2.699980E-01	1.96794
2.699990E-01	1.97377
2.700000E-01	1.97501
2.700010E-01	1.97467
2.700020E-01	1.97201
2.700030E-01	1.96974
2.700040E-01	1.9673
2.700060E-01	1.95527
2.700080E-01	1.93942
2.700100E-01	1.91888
2.700120E-01	1.89135
2.700140E-01	1.86299
2.700170E-01	1.81259
2.700220E-01	1.7276
2.700250E-01	1.68513
2.700260E-01	1.65632
2.700270E-01	1.65174
2.700290E-01	1.62137
2.700300E-01	1.59863
2.700320E-01	1.57865
2.700330E-01	1.55913
2.700340E-01	1.54354
2.700350E-01	1.5403
2.700360E-01	1.52416
2.700380E-01	1.50805
2.700390E-01	1.50056
2.700410E-01	1.48041
2.700420E-01	1.46906
2.700430E-01	1.46768
2.700440E-01	1.45734
2.700460E-01	1.44702
2.700470E-01	1.43706
2.700490E-01	1.42943
2.700500E-01	1.42209
2.700520E-01	1.41475
2.700530E-01	1.40744
2.700550E-01	1.4016
2.700560E-01	1.39624
2.700570E-01	1.39089
2.700590E-01	1.38398
2.700600E-01	1.38352
2.700610E-01	1.37893
2.700630E-01	1.37402
2.700650E-01	1.36912
2.700670E-01	1.36422
2.700690E-01	1.35934
2.700700E-01	1.35608
2.700720E-01	1.35377
2.700740E-01	1.34916
2.700770E-01	1.34455
2.700790E-01	1.33995
2.700830E-01	1.33306
2.700840E-01	1.33214
2.700870E-01	1.32758
2.700910E-01	1.32234
2.700950E-01	1.3171
2.700990E-01	1.31186
2.701010E-01	1.30907
2.701040E-01	1.30581
2.701090E-01	1.3004
