E(MeV)	TB-159(N,TOT)
6.51901E-04	14.1179
6.51986E-04	13.9112
6.52079E-04	13.6917
6.52132E-04	13.5674
6.52171E-04	13.4865
6.52264E-04	13.2993
6.52357E-04	13.1154
6.52449E-04	12.9349
6.52498E-04	12.8422
6.52522E-04	12.8002
6.52596E-04	12.6789
6.52669E-04	12.561
6.52715E-04	12.4894
6.52779E-04	12.3928
6.52834E-04	12.3141
6.52889E-04	12.2403
6.52926E-04	12.1946
6.52962E-04	12.1522
6.52985E-04	12.1283
6.52999E-04	12.115
6.53036E-04	12.0845
6.53067E-04	12.0626
6.53099E-04	12.0454
6.53130E-04	12.0336
6.53162E-04	12.0279
6.53185E-04	12.0281
6.53209E-04	12.0327
6.53233E-04	12.0419
6.53256E-04	12.0562
6.53280E-04	12.0762
6.53304E-04	12.1022
6.53327E-04	12.1347
6.53351E-04	12.1742
6.53375E-04	12.2213
6.53399E-04	12.2765
6.53422E-04	12.3404
6.53446E-04	12.4134
6.53469E-04	12.4961
6.53493E-04	12.589
6.53517E-04	12.6926
6.53541E-04	12.8074
6.53566E-04	12.9428
6.53567E-04	12.9474
6.53593E-04	13.1105
6.53619E-04	13.2888
6.53645E-04	13.4824
6.53671E-04	13.6916
6.53697E-04	13.9166
6.53717E-04	14.1083
6.53731E-04	14.2469
6.53766E-04	14.6133
6.53801E-04	15.0063
6.53843E-04	15.5146
6.53844E-04	15.5228
6.53892E-04	16.175
6.53945E-04	16.9202
6.53954E-04	17.055
6.54051E-04	18.5333
6.54116E-04	19.5698
6.54157E-04	20.1682
6.54184E-04	20.5945
6.54239E-04	21.3621
6.54284E-04	21.9188
6.54307E-04	22.1651
6.54322E-04	22.3332
6.54363E-04	22.7146
6.54409E-04	23.0591
6.54448E-04	23.2625
6.54491E-04	23.4004
6.54500E-04	23.4166
6.54532E-04	23.4391
6.54569E-04	23.3986
6.54593E-04	23.3253
6.54607E-04	23.275
6.54639E-04	23.104
6.54678E-04	22.8385
6.54724E-04	22.4303
6.54727E-04	22.4113
6.54772E-04	21.9044
6.54823E-04	21.2626
6.54854E-04	20.8438
6.54891E-04	20.2963
6.54955E-04	19.3313
6.55057E-04	17.7068
6.55083E-04	17.3089
6.55115E-04	16.8045
6.55162E-04	16.1098
6.55197E-04	15.6153
6.55232E-04	15.1461
6.55242E-04	15.0185
6.55267E-04	14.7028
6.55302E-04	14.285
6.55328E-04	13.9899
6.55354E-04	13.7105
6.55380E-04	13.4467
6.55406E-04	13.1983
6.55432E-04	12.9648
6.55458E-04	12.7459
6.55484E-04	12.541
6.55510E-04	12.3495
6.55534E-04	12.1866
6.55557E-04	12.0338
6.55581E-04	11.8905
6.55605E-04	11.7563
6.55628E-04	11.6306
6.55652E-04	11.5129
6.55662E-04	11.4688
6.55676E-04	11.4067
6.55699E-04	11.3102
6.55723E-04	11.2201
6.55747E-04	11.136
6.55770E-04	11.0573
6.55794E-04	10.9836
6.55818E-04	10.9145
6.55841E-04	10.8496
6.55865E-04	10.7885
6.55889E-04	10.731
6.55912E-04	10.6765
6.55927E-04	10.6455
6.55936E-04	10.6272
6.55952E-04	10.5982
6.55983E-04	10.5431
6.56015E-04	10.4918
6.56043E-04	10.4483
6.56072E-04	10.4071
6.56100E-04	10.3678
6.56143E-04	10.312
6.56185E-04	10.2593
6.56228E-04	10.2092
6.56255E-04	10.1789
6.56271E-04	10.1637
6.56327E-04	10.1116
6.56384E-04	10.0618
6.56441E-04	10.0137
6.56526E-04	9.94407
6.56612E-04	9.87669
6.56697E-04	9.81106
6.56810E-04	9.72572
6.56872E-04	9.6806
6.56924E-04	9.64385
6.57044E-04	9.56147
6.57163E-04	9.48117
6.57283E-04	9.40302
6.57402E-04	9.32717
6.57492E-04	9.27197
6.57581E-04	9.21842
6.57671E-04	9.16676
6.57741E-04	9.12795
6.57760E-04	9.11483
6.57850E-04	9.05648
6.57915E-04	9.01651
6.57984E-04	8.97597
6.58036E-04	8.94756
6.58088E-04	8.92128
6.58140E-04	8.89761
6.58158E-04	8.8908
6.58192E-04	8.8711
6.58227E-04	8.85362
6.58262E-04	8.83829
6.58296E-04	8.8255
6.58331E-04	8.81572
6.58366E-04	8.8095
6.58400E-04	8.80751
6.58426E-04	8.80928
6.58435E-04	8.81087
6.58449E-04	8.81133
6.58477E-04	8.816
6.58504E-04	8.82537
6.58532E-04	8.84011
6.58560E-04	8.861
6.58581E-04	8.88123
6.58602E-04	8.9058
6.58622E-04	8.93516
6.58643E-04	8.96978
6.58664E-04	9.01019
6.58685E-04	9.05693
6.58706E-04	9.11061
6.58726E-04	9.17185
6.58747E-04	9.24135
6.58768E-04	9.31983
6.58789E-04	9.40808
6.58796E-04	9.44101
6.58810E-04	9.50948
6.58830E-04	9.6236
6.58851E-04	9.75006
6.58872E-04	9.88978
6.58896E-04	10.0709
6.58914E-04	10.213
6.58921E-04	10.2744
6.58931E-04	10.3702
6.58948E-04	10.5417
6.58966E-04	10.7258
6.58983E-04	10.9231
6.59000E-04	11.1343
6.59004E-04	11.1794
6.59018E-04	11.3654
6.59044E-04	11.7427
6.59063E-04	12.0459
6.59070E-04	12.1591
6.59096E-04	12.6215
6.59115E-04	12.9901
6.59122E-04	13.1281
6.59148E-04	13.6876
6.59170E-04	14.2078
6.59184E-04	14.5512
6.59198E-04	14.9057
6.59226E-04	15.6674
6.59254E-04	16.4829
6.59254E-04	16.4829
6.59281E-04	17.3759
6.59306E-04	18.2051
6.59309E-04	18.3261
6.59337E-04	19.3482
6.59349E-04	19.8322
6.59365E-04	20.4357
6.59398E-04	21.8205
6.59402E-04	22.003
6.59437E-04	23.5556
6.59455E-04	24.4072
6.59485E-04	25.8767
6.59508E-04	27.0006
6.59548E-04	29.0749
6.59562E-04	29.8138
6.59617E-04	32.8192
6.59673E-04	35.869
6.59711E-04	38.0338
6.59756E-04	40.3879
6.59773E-04	41.2775
6.59826E-04	43.9484
6.59871E-04	45.9769
6.59918E-04	47.8427
6.59942E-04	48.6848
6.59958E-04	49.2052
6.60000E-04	50.3725
6.60025E-04	50.909
6.60033E-04	51.0924
6.60067E-04	51.6123
6.60094E-04	51.884
6.60100E-04	51.9314
6.60140E-04	52.0369
6.60153E-04	51.9883
6.60180E-04	51.8435
6.60220E-04	51.3736
6.60222E-04	51.3433
6.60258E-04	50.6568
6.60287E-04	49.9471
6.60300E-04	49.5971
6.60337E-04	48.4535
6.60338E-04	48.4191
6.60380E-04	46.8444
6.60392E-04	46.3417
6.60436E-04	44.4732
6.60439E-04	44.3772
6.60494E-04	41.7501
6.60500E-04	41.4797
6.60577E-04	37.531
6.60633E-04	34.6505
6.60655E-04	33.4792
6.60707E-04	30.8302
6.60749E-04	28.8003
6.60762E-04	28.1888
6.60790E-04	26.8608
6.60830E-04	25.1043
6.60865E-04	23.6687
6.60891E-04	22.6509
6.60917E-04	21.6851
6.60938E-04	20.9428
6.60943E-04	20.7752
6.60969E-04	19.931
6.60995E-04	19.1406
6.61021E-04	18.4041
6.61038E-04	17.9579
6.61047E-04	17.7269
6.61073E-04	17.1138
6.61099E-04	16.5535
6.61114E-04	16.2489
6.61118E-04	16.184
6.61137E-04	15.852
6.61155E-04	15.5466
6.61174E-04	15.2677
6.61193E-04	15.0149
6.61201E-04	14.9207
6.61212E-04	14.7968
6.61230E-04	14.6107
6.61249E-04	14.4503
6.61268E-04	14.3154
6.61287E-04	14.2061
6.61287E-04	14.2051
6.61299E-04	14.1565
6.61319E-04	14.102
6.61338E-04	14.0749
6.61351E-04	14.0752
6.61358E-04	14.0795
6.61377E-04	14.121
6.61396E-04	14.1902
6.61416E-04	14.2874
6.61416E-04	14.2887
6.61435E-04	14.4278
6.61455E-04	14.5967
6.61474E-04	14.7943
6.61486E-04	14.9253
6.61494E-04	15.0282
6.61513E-04	15.3015
6.61533E-04	15.6043
6.61552E-04	15.9366
6.61555E-04	15.9895
6.61572E-04	16.3114
6.61590E-04	16.6968
6.61601E-04	16.9407
6.61626E-04	17.5444
6.61641E-04	17.9377
6.61642E-04	17.9569
6.61672E-04	18.8065
6.61694E-04	19.4924
6.61702E-04	19.7579
6.61733E-04	20.8037
6.61751E-04	21.4632
6.61764E-04	21.9335
6.61794E-04	23.1505
6.61808E-04	23.7324
6.61825E-04	24.4498
6.61865E-04	26.2812
6.61873E-04	26.6698
6.61922E-04	29.0639
6.61928E-04	29.3437
6.61978E-04	31.9756
6.62014E-04	33.9133
6.62033E-04	34.9615
6.62089E-04	38.0062
6.62111E-04	39.2401
6.62144E-04	41.0066
6.62169E-04	42.3457
6.62221E-04	44.929
6.62266E-04	46.986
6.62304E-04	48.5655
6.62344E-04	50.019
6.62368E-04	50.7461
6.62380E-04	51.1134
6.62413E-04	51.9462
6.62447E-04	52.6073
6.62450E-04	52.6555
6.62481E-04	53.054
6.62500E-04	53.2237
6.62521E-04	53.313
6.62534E-04	53.3502
6.62576E-04	53.2102
6.62589E-04	53.0781
6.62618E-04	52.7385
6.62651E-04	52.1597
6.62656E-04	52.06
6.62691E-04	51.1942
6.62722E-04	50.2645
6.62740E-04	49.7076
6.62756E-04	49.1434
6.62783E-04	48.0996
6.62817E-04	46.7122
6.62834E-04	45.9936
6.62872E-04	44.1756
6.62900E-04	42.8422
6.62928E-04	41.446
6.63011E-04	37.1513
6.63067E-04	34.2203
6.63117E-04	31.6825
6.63128E-04	31.1444
6.63167E-04	29.2427
6.63203E-04	27.5488
6.63240E-04	25.9388
6.63276E-04	24.4183
6.63301E-04	23.456
6.63325E-04	22.5355
6.63349E-04	21.6569
6.63355E-04	21.4783
6.63377E-04	20.72
6.63401E-04	19.9745
6.63424E-04	19.2667
6.63447E-04	18.5957
6.63452E-04	18.4781
6.63471E-04	17.9755
6.63494E-04	17.3934
6.63518E-04	16.8445
6.63541E-04	16.3276
6.63556E-04	16.0213
6.63565E-04	15.8485
6.63588E-04	15.4109
6.63612E-04	15.0007
6.63632E-04	14.6577
6.63653E-04	14.334
6.63660E-04	14.2321
6.63674E-04	14.0385
6.63695E-04	13.7652
6.63716E-04	13.5079
6.63737E-04	13.2656
6.63747E-04	13.1514
6.63757E-04	13.0438
6.63778E-04	12.8415
6.63799E-04	12.6513
6.63820E-04	12.4723
6.63841E-04	12.3036
6.63851E-04	12.2241
6.63862E-04	12.1503
6.63883E-04	12.0115
6.63903E-04	11.8808
6.63924E-04	11.7575
6.63945E-04	11.6409
6.63956E-04	11.5859
6.63969E-04	11.5238
6.63992E-04	11.4191
6.64015E-04	11.3208
6.64039E-04	11.2281
6.64062E-04	11.1405
6.64086E-04	11.0575
6.64109E-04	10.9786
6.64112E-04	10.9703
6.64133E-04	10.9131
6.64156E-04	10.852
6.64180E-04	10.7938
6.64211E-04	10.7202
6.64242E-04	10.6505
6.64273E-04	10.5841
6.64305E-04	10.5207
6.64320E-04	10.4902
6.64336E-04	10.4646
6.64367E-04	10.4155
6.64414E-04	10.3451
6.64445E-04	10.3001
6.64490E-04	10.2373
6.64529E-04	10.1859
6.64536E-04	10.178
6.64581E-04	10.1281
6.64648E-04	10.056
6.64716E-04	9.9866
6.64784E-04	9.91925
6.64786E-04	9.91757
6.64852E-04	9.86392
6.64942E-04	9.79267
6.65032E-04	9.72345
6.65123E-04	9.6559
6.65140E-04	9.64321
6.65237E-04	9.58435
6.65342E-04	9.52289
6.65446E-04	9.46269
6.65550E-04	9.40357
6.65612E-04	9.36865
6.65654E-04	9.34953
6.65793E-04	9.28701
6.65932E-04	9.22567
6.66071E-04	9.16532
6.66210E-04	9.10581
6.66279E-04	9.07648
6.66404E-04	9.03219
6.66592E-04	8.96684
6.66780E-04	8.90239
6.66946E-04	8.84575
6.66967E-04	8.83972
6.67155E-04	8.78602
6.67405E-04	8.71525
6.67655E-04	8.64529
6.67905E-04	8.57601
6.68058E-04	8.53402
6.68155E-04	8.51061
6.68530E-04	8.42123
6.68906E-04	8.3328
6.69170E-04	8.27113
6.69281E-04	8.24697
6.69656E-04	8.16615
6.70031E-04	8.08595
6.70281E-04	8.03282
6.70702E-04	7.94403
6.71123E-04	7.85597
6.71543E-04	7.76869
6.71964E-04	7.68225
6.72385E-04	7.59677
6.72652E-04	7.54307
6.72906E-04	7.49253
6.72931E-04	7.48753
6.73160E-04	7.43503
6.73414E-04	7.37734
6.73668E-04	7.32043
6.73922E-04	7.26448
6.74112E-04	7.22332
6.74277E-04	7.18837
6.74302E-04	7.18176
6.74493E-04	7.13324
6.74620E-04	7.10163
6.74747E-04	7.07076
6.74874E-04	7.0408
6.74937E-04	7.02639
6.75001E-04	7.00799
6.75096E-04	6.98137
6.75191E-04	6.95584
6.75286E-04	6.93176
6.75350E-04	6.91678
6.75413E-04	6.90296
6.75445E-04	6.8968
6.75477E-04	6.88766
6.75524E-04	6.87524
6.75572E-04	6.86425
6.75607E-04	6.85731
6.75642E-04	6.85153
6.75677E-04	6.84712
6.75712E-04	6.84435
6.75746E-04	6.84354
6.75781E-04	6.84505
6.75800E-04	6.84716
6.75808E-04	6.84729
6.75834E-04	6.84952
6.75860E-04	6.85374
6.75886E-04	6.86023
6.75912E-04	6.86926
6.75938E-04	6.88116
6.75965E-04	6.89629
6.75978E-04	6.90594
6.75991E-04	6.91423
6.76017E-04	6.93537
6.76043E-04	6.96101
6.76069E-04	6.99166
6.76096E-04	7.02784
6.76122E-04	7.07013
6.76142E-04	7.10661
6.76164E-04	7.15239
6.76186E-04	7.20375
6.76208E-04	7.26112
6.76230E-04	7.32493
6.76253E-04	7.39563
6.76275E-04	7.47365
6.76297E-04	7.55945
6.76319E-04	7.65349
6.76342E-04	7.75623
6.76364E-04	7.8681
6.76386E-04	7.98954
6.76408E-04	8.12097
6.76410E-04	8.13109
6.76430E-04	8.26607
6.76453E-04	8.42216
6.76475E-04	8.58931
6.76500E-04	8.79425
6.76529E-04	9.04296
6.76537E-04	9.11747
6.76557E-04	9.31661
6.76586E-04	9.61205
6.76615E-04	9.92717
6.76643E-04	10.2617
6.76664E-04	10.517
6.76672E-04	10.618
6.76714E-04	11.1971
6.76754E-04	11.7619
6.76768E-04	11.9721
6.76793E-04	12.3641
6.76852E-04	13.3159
6.76872E-04	13.6421
6.76956E-04	15.0633
6.77006E-04	15.9409
6.77034E-04	16.3961
6.77075E-04	17.0722
6.77126E-04	17.8571
6.77170E-04	18.4603
6.77170E-04	18.4634
6.77217E-04	19.0348
6.77256E-04	19.4349
6.77288E-04	19.7166
6.77327E-04	19.9811
6.77370E-04	20.1811
6.77401E-04	20.2645
6.77425E-04	20.2814
6.77441E-04	20.2864
6.77477E-04	20.2219
6.77518E-04	20.0672
6.77546E-04	19.9065
6.77550E-04	19.8816
6.77591E-04	19.5625
6.77631E-04	19.1834
6.77644E-04	19.0352
6.77679E-04	18.6191
6.77735E-04	17.8748
6.77738E-04	17.84
6.77786E-04	17.1144
6.77806E-04	16.8019
6.77875E-04	15.6954
6.77962E-04	14.2442
6.77989E-04	13.8197
6.78020E-04	13.3223
6.78065E-04	12.6123
6.78099E-04	12.1056
6.78127E-04	11.7196
6.78157E-04	11.3175
6.78158E-04	11.2914
6.78190E-04	10.8816
6.78222E-04	10.4958
6.78254E-04	10.1343
6.78285E-04	9.79714
6.78309E-04	9.55999
6.78333E-04	9.33608
6.78357E-04	9.12509
6.78381E-04	8.92664
6.78404E-04	8.74031
6.78428E-04	8.56566
6.78452E-04	8.40216
6.78476E-04	8.24931
6.78479E-04	8.23028
6.78500E-04	8.1103
6.78524E-04	7.98142
6.78547E-04	7.86153
6.78571E-04	7.75008
6.78595E-04	7.64652
6.78619E-04	7.55031
6.78643E-04	7.46092
6.78666E-04	7.37786
6.78690E-04	7.30062
6.78708E-04	7.24791
6.78714E-04	7.22978
6.78738E-04	7.16669
6.78762E-04	7.10811
6.78785E-04	7.05363
6.78809E-04	7.0029
6.78841E-04	6.94048
6.78847E-04	6.92906
6.78873E-04	6.88656
6.78898E-04	6.84742
6.78935E-04	6.7944
6.78972E-04	6.74773
6.79008E-04	6.70498
6.79044E-04	6.66554
6.79093E-04	6.61728
6.79127E-04	6.58651
6.79141E-04	6.57459
6.79190E-04	6.5387
6.79214E-04	6.52178
6.79286E-04	6.47446
6.79359E-04	6.43136
6.79432E-04	6.39165
6.79504E-04	6.35485
6.79601E-04	6.30984
6.79698E-04	6.26926
6.79795E-04	6.23305
6.79893E-04	6.20175
6.79966E-04	6.18185
6.80039E-04	6.16538
6.80112E-04	6.1528
6.80184E-04	6.14471
6.80257E-04	6.14189
6.80282E-04	6.14306
6.80330E-04	6.14883
6.80403E-04	6.16524
6.80452E-04	6.18144
6.80505E-04	6.20519
6.80544E-04	6.22736
6.80549E-04	6.23102
6.80593E-04	6.26991
6.80637E-04	6.31589
6.80681E-04	6.37037
6.80686E-04	6.37756
6.80724E-04	6.44607
6.80754E-04	6.5042
6.80783E-04	6.56859
6.80793E-04	6.59243
6.80812E-04	6.6475
6.80841E-04	6.73822
6.80870E-04	6.83816
6.80873E-04	6.84737
6.80900E-04	6.95949
6.80926E-04	7.08255
6.80929E-04	7.0948
6.80954E-04	7.23457
6.80976E-04	7.36352
6.80980E-04	7.38656
6.80998E-04	7.51212
6.81020E-04	7.67299
6.81033E-04	7.7781
6.81042E-04	7.85082
6.81064E-04	8.04998
6.81082E-04	8.227
6.81086E-04	8.26519
6.81108E-04	8.50876
6.81126E-04	8.72483
6.81129E-04	8.77121
6.81151E-04	9.06654
6.81170E-04	9.32802
6.81173E-04	9.38355
6.81195E-04	9.73667
6.81202E-04	9.86154
6.81217E-04	10.124
6.81235E-04	10.4712
6.81239E-04	10.5443
6.81261E-04	11.0071
6.81268E-04	11.1703
6.81283E-04	11.5124
6.81301E-04	11.9623
6.81302E-04	11.9938
6.81328E-04	12.6906
6.81334E-04	12.8669
6.81353E-04	13.457
6.81367E-04	13.8872
6.81379E-04	14.2958
6.81399E-04	15.031
6.81404E-04	15.2113
6.81430E-04	16.2109
6.81430E-04	16.2109
6.81455E-04	17.3053
6.81459E-04	17.47
6.81481E-04	18.4932
6.81488E-04	18.8518
6.81506E-04	19.779
6.81517E-04	20.3627
6.81532E-04	21.1666
6.81547E-04	22.0084
6.81558E-04	22.6598
6.81576E-04	23.7899
6.81579E-04	23.9763
6.81604E-04	25.6541
6.81605E-04	25.7212
6.81629E-04	27.4485
6.81634E-04	27.8075
6.81655E-04	29.3556
6.81663E-04	30.0435
6.81680E-04	31.3812
6.81702E-04	33.2689
6.81718E-04	34.6229
6.81741E-04	36.7498
6.81756E-04	38.1162
6.81780E-04	40.494
6.81798E-04	42.2483
6.81819E-04	44.4848
6.81846E-04	47.3915
6.81858E-04	48.6886
6.81905E-04	53.9874
6.81916E-04	55.3564
6.81971E-04	61.875
6.81994E-04	64.708
6.82123E-04	80.4918
6.82124E-04	80.5836
6.82187E-04	87.863
6.82193E-04	88.5474
6.82242E-04	93.6869
6.82248E-04	94.3109
6.82288E-04	98.2163
6.82294E-04	98.7727
6.82338E-04	102.485
6.82344E-04	102.967
6.82382E-04	105.67
6.82400E-04	106.857
6.82438E-04	109.02
6.82456E-04	109.92
6.82489E-04	111.308
6.82516E-04	112.216
6.82530E-04	112.626
6.82568E-04	113.449
6.82587E-04	113.766
6.82628E-04	114.121
6.82643E-04	114.201
6.82715E-04	114.064
6.82730E-04	113.954
6.82833E-04	113.242
6.82863E-04	113.152
6.82885E-04	113.129
6.82920E-04	113.25
6.82936E-04	113.381
6.82982E-04	114.014
6.82990E-04	114.163
6.83029E-04	115.163
6.83042E-04	115.596
6.83075E-04	116.832
6.83090E-04	117.502
6.83120E-04	119.039
6.83150E-04	120.761
6.83165E-04	121.732
6.83212E-04	124.983
6.83221E-04	125.715
6.83272E-04	129.806
6.83299E-04	132.184
6.83372E-04	138.645
6.83441E-04	144.809
6.83472E-04	147.35
6.83514E-04	150.572
6.83529E-04	151.564
6.83569E-04	154.033
6.83578E-04	154.505
6.83623E-04	156.518
6.83669E-04	157.645
6.83673E-04	157.697
6.83713E-04	157.885
6.83716E-04	157.866
6.83758E-04	157.202
6.83760E-04	157.167
6.83774E-04	156.697
6.83802E-04	155.564
6.83817E-04	154.831
6.83846E-04	153.06
6.83860E-04	152.024
6.83897E-04	149.013
6.83915E-04	147.336
6.83941E-04	144.682
6.83970E-04	141.413
6.83992E-04	138.721
6.84027E-04	134.082
6.84049E-04	131.013
6.84090E-04	125.002
6.84127E-04	119.363
6.84159E-04	114.198
6.84252E-04	99.1707
6.84265E-04	96.9194
6.84320E-04	88.0979
6.84366E-04	80.9455
6.84375E-04	79.5444
6.84420E-04	72.7676
6.84434E-04	70.7968
6.84454E-04	67.9178
6.84479E-04	64.5037
6.84489E-04	63.2961
6.84523E-04	58.9157
6.84525E-04	58.6338
6.84557E-04	54.8184
6.84571E-04	53.244
6.84591E-04	50.9706
6.84615E-04	48.4718
6.84617E-04	48.2376
6.84642E-04	45.6876
6.84657E-04	44.3166
6.84668E-04	43.2672
6.84694E-04	40.9862
6.84699E-04	40.5455
6.84719E-04	38.8664
6.84741E-04	37.1576
6.84745E-04	36.8584
6.84771E-04	35.0077
6.84783E-04	34.1366
6.84796E-04	33.275
6.84822E-04	31.655
6.84825E-04	31.4467
6.84844E-04	30.3998
6.84867E-04	29.0777
6.84870E-04	28.9592
6.84896E-04	27.6555
6.84910E-04	27.0045
6.84922E-04	26.4474
6.84948E-04	25.3352
6.84957E-04	24.9737
6.84975E-04	24.3211
6.84997E-04	23.5092
6.85001E-04	23.387
6.85027E-04	22.5492
6.85037E-04	22.2445
6.85053E-04	21.7868
6.85077E-04	21.1525
6.85079E-04	21.0899
6.85106E-04	20.4754
6.85117E-04	20.2295
6.85132E-04	19.9268
6.85158E-04	19.4354
6.85170E-04	19.228
6.85184E-04	19.0067
6.85211E-04	18.6355
6.85223E-04	18.4728
6.85237E-04	18.3219
6.85263E-04	18.0628
6.85276E-04	17.9504
6.85290E-04	17.8583
6.85316E-04	17.7108
6.85329E-04	17.6556
6.85343E-04	17.6195
6.85367E-04	17.5871
6.85378E-04	17.5867
6.85389E-04	17.6004
6.85411E-04	17.6559
6.85422E-04	17.6984
6.85433E-04	17.7543
6.85455E-04	17.8969
6.85466E-04	17.9843
6.85477E-04	18.0855
6.85498E-04	18.3219
6.85509E-04	18.4579
6.85520E-04	18.6083
6.85542E-04	18.9465
6.85553E-04	19.1353
6.85564E-04	19.3393
6.85586E-04	19.7886
6.85597E-04	20.0347
6.85608E-04	20.2972
6.85630E-04	20.8673
6.85641E-04	21.1757
6.85652E-04	21.502
6.85674E-04	22.203
6.85685E-04	22.5788
6.85696E-04	22.9723
6.85722E-04	23.9974
6.85746E-04	25.0098
6.85769E-04	26.0856
6.85792E-04	27.2766
6.85816E-04	28.5337
6.85847E-04	30.3851
6.85863E-04	31.3707
6.85878E-04	32.3934
6.85910E-04	34.5581
6.85941E-04	36.9163
6.85956E-04	38.1581
6.85979E-04	39.9953
6.86001E-04	41.9333
6.86024E-04	43.9232
6.86046E-04	46.0102
6.86069E-04	48.147
6.86091E-04	50.3723
6.86125E-04	53.7792
6.86136E-04	54.9537
6.86200E-04	61.8025
6.86287E-04	71.2343
6.86289E-04	71.4876
6.86354E-04	78.3749
6.86408E-04	83.7527
6.86415E-04	84.4639
6.86455E-04	88.0721
6.86479E-04	90.1166
6.86485E-04	90.5328
6.86531E-04	93.9197
6.86549E-04	95.064
6.86569E-04	96.2976
6.86604E-04	98.0496
6.86608E-04	98.229
6.86646E-04	99.6362
6.86659E-04	99.964
6.86689E-04	100.594
6.86699E-04	100.74
6.86712E-04	100.831
6.86736E-04	100.9
6.86762E-04	100.682
6.86782E-04	100.417
6.86808E-04	99.7739
6.86828E-04	99.1914
6.86833E-04	98.9932
6.86864E-04	97.6971
6.86885E-04	96.6397
6.86910E-04	95.2039
6.86936E-04	93.5395
6.86951E-04	92.523
6.86985E-04	89.8915
6.86999E-04	88.788
6.87029E-04	86.181
6.87056E-04	83.7151
6.87083E-04	81.0864
6.87123E-04	77.106
6.87142E-04	75.1381
6.87238E-04	65.0486
6.87274E-04	61.3067
6.87322E-04	56.3544
6.87365E-04	52.0443
6.87399E-04	48.7518
6.87410E-04	47.7695
6.87444E-04	44.7337
6.87465E-04	42.8635
6.87477E-04	41.8437
6.87511E-04	39.1208
6.87531E-04	37.5671
6.87533E-04	37.3854
6.87561E-04	35.3498
6.87589E-04	33.4089
6.87597E-04	32.9338
6.87617E-04	31.6012
6.87645E-04	29.8992
6.87649E-04	29.6688
6.87674E-04	28.3312
6.87702E-04	26.8571
6.87710E-04	26.4567
6.87723E-04	25.8313
6.87744E-04	24.8661
6.87768E-04	23.8161
6.87770E-04	23.7327
6.87788E-04	23.0154
6.87808E-04	22.2542
6.87828E-04	21.5275
6.87830E-04	21.4581
6.87848E-04	20.8636
6.87868E-04	20.2342
6.87888E-04	19.6342
6.87890E-04	19.577
6.87908E-04	19.0892
6.87928E-04	18.5733
6.87948E-04	18.0822
6.87950E-04	18.0355
6.87968E-04	17.639
6.87988E-04	17.2203
6.88008E-04	16.822
6.88016E-04	16.6702
6.88028E-04	16.4572
6.88048E-04	16.1199
6.88068E-04	15.7991
6.88082E-04	15.5859
6.88091E-04	15.4566
6.88111E-04	15.191
6.88126E-04	14.9896
6.88130E-04	14.941
6.88150E-04	14.7156
6.88169E-04	14.5006
6.88195E-04	14.2288
6.88214E-04	14.0415
6.88221E-04	13.9787
6.88247E-04	13.7594
6.88273E-04	13.5523
6.88299E-04	13.3561
6.88303E-04	13.3346
6.88326E-04	13.1872
6.88352E-04	13.0291
6.88378E-04	12.8787
6.88404E-04	12.735
6.88423E-04	12.6343
6.88430E-04	12.6015
6.88456E-04	12.4849
6.88495E-04	12.3187
6.88535E-04	12.1571
6.88543E-04	12.1263
6.88575E-04	12.0182
6.88615E-04	11.8892
6.88655E-04	11.7656
6.88695E-04	11.6463
6.88703E-04	11.6232
6.88735E-04	11.544
6.88795E-04	11.4012
6.88855E-04	11.2641
6.88915E-04	11.1314
6.88943E-04	11.0713
6.88976E-04	11.0118
6.89056E-04	10.8678
6.89136E-04	10.7283
6.89152E-04	10.7012
6.89230E-04	10.5854
6.89324E-04	10.4501
6.89419E-04	10.3182
6.89464E-04	10.2558
6.89513E-04	10.1975
6.89607E-04	10.0871
6.89701E-04	9.97892
6.89777E-04	9.89434
6.89827E-04	9.84441
6.89953E-04	9.72293
6.90079E-04	9.60423
6.90220E-04	9.47351
6.90274E-04	9.42472
6.90338E-04	9.37203
6.90457E-04	9.27703
6.90575E-04	9.18405
6.90693E-04	9.09314
6.90820E-04	8.99791
6.90916E-04	8.92746
6.91013E-04	8.8588
6.91109E-04	8.79218
6.91205E-04	8.72794
6.91302E-04	8.66659
6.91374E-04	8.62291
6.91395E-04	8.6108
6.91447E-04	8.57813
6.91519E-04	8.53501
6.91581E-04	8.50131
6.91604E-04	8.4903
6.91638E-04	8.47139
6.91675E-04	8.45259
6.91713E-04	8.43594
6.91751E-04	8.42185
6.91789E-04	8.41083
6.91827E-04	8.40345
6.91864E-04	8.40046
6.91893E-04	8.4016
6.91921E-04	8.40612
6.91949E-04	8.41451
6.91978E-04	8.42731
6.92006E-04	8.44515
6.92035E-04	8.46875
6.92063E-04	8.49889
6.92091E-04	8.53646
6.92110E-04	8.56611
6.92129E-04	8.59982
6.92148E-04	8.63793
6.92169E-04	8.68535
6.92190E-04	8.73905
6.92208E-04	8.79405
6.92210E-04	8.80022
6.92231E-04	8.87541
6.92252E-04	8.95861
6.92273E-04	9.05047
6.92294E-04	9.15168
6.92314E-04	9.26294
6.92322E-04	9.30733
6.92335E-04	9.38996
6.92356E-04	9.53137
6.92377E-04	9.68518
6.92388E-04	9.77628
6.92398E-04	9.85674
6.92418E-04	10.0479
6.92439E-04	10.2539
6.92460E-04	10.4757
