E(MeV)	TB-159(N,TOT)
1.10531E-04	18.1373
1.10540E-04	18.3393
1.10545E-04	18.4624
1.10558E-04	18.848
1.10571E-04	19.2572
1.10578E-04	19.5324
1.10584E-04	19.7281
1.10594E-04	20.1992
1.10596E-04	20.272
1.10609E-04	20.9001
1.10621E-04	21.6087
1.10627E-04	21.9716
1.10634E-04	22.4184
1.10647E-04	23.3379
1.10650E-04	23.6191
1.10659E-04	24.3845
1.10672E-04	25.5609
1.10673E-04	25.6803
1.10684E-04	26.8974
1.10694E-04	27.9995
1.10696E-04	28.2522
1.10703E-04	29.2101
1.10713E-04	30.5224
1.10719E-04	31.4229
1.10722E-04	31.9461
1.10732E-04	33.4942
1.10736E-04	34.2505
1.10741E-04	35.1703
1.10751E-04	36.9791
1.10753E-04	37.5075
1.10760E-04	38.9344
1.10770E-04	41.2479
1.10773E-04	41.7685
1.10785E-04	44.8861
1.10787E-04	45.5012
1.10798E-04	48.3041
1.10806E-04	50.6608
1.10810E-04	52.0237
1.10823E-04	56.0601
1.10823E-04	56.0602
1.10836E-04	60.437
1.10840E-04	62.1384
1.10848E-04	65.145
1.10857E-04	68.802
1.10861E-04	70.1856
1.10875E-04	76.0893
1.10876E-04	76.8338
1.10892E-04	83.9769
1.10892E-04	83.977
1.10907E-04	91.599
1.10908E-04	91.8979
1.10928E-04	102.44
1.10928E-04	102.759
1.10949E-04	114.304
1.10951E-04	115.336
1.10980E-04	132.493
1.10981E-04	133.172
1.11035E-04	165.73
1.11050E-04	173.765
1.11063E-04	180.976
1.11077E-04	188.518
1.11086E-04	193.179
1.11105E-04	201.413
1.11108E-04	203.034
1.11127E-04	209.938
1.11128E-04	210.277
1.11145E-04	215.552
1.11161E-04	219.261
1.11167E-04	220.106
1.11177E-04	221.701
1.11186E-04	222.403
1.11195E-04	223.02
1.11200E-04	223.094
1.11207E-04	222.974
1.11210E-04	222.912
1.11212E-04	222.771
1.11225E-04	221.743
1.11228E-04	221.27
1.11240E-04	219.308
1.11248E-04	217.67
1.11257E-04	215.543
1.11267E-04	212.55
1.11273E-04	210.589
1.11290E-04	204.539
1.11291E-04	204.196
1.11306E-04	197.459
1.11310E-04	195.853
1.11325E-04	188.58
1.11335E-04	183.518
1.11352E-04	173.907
1.11361E-04	168.8
1.11380E-04	157.942
1.11406E-04	142.525
1.11440E-04	121.803
1.11461E-04	109.865
1.11467E-04	106.611
1.11484E-04	97.3412
1.11485E-04	97.0338
1.11503E-04	88.0045
1.11507E-04	85.8124
1.11520E-04	79.8321
1.11530E-04	75.2655
1.11537E-04	72.2471
1.11548E-04	67.5275
1.11551E-04	66.6333
1.11560E-04	63.0929
1.11571E-04	58.9166
1.11571E-04	58.9165
1.11583E-04	55.0306
1.11592E-04	52.1146
1.11594E-04	51.3947
1.11605E-04	48.1902
1.11613E-04	46.1382
1.11616E-04	45.2033
1.11627E-04	42.4403
1.11633E-04	40.95
1.11638E-04	39.8811
1.11649E-04	37.522
1.11653E-04	36.7158
1.11659E-04	35.3533
1.11670E-04	33.3567
1.11672E-04	33.1624
1.11681E-04	31.5364
1.11690E-04	30.1248
1.11692E-04	29.864
1.11703E-04	28.3447
1.11709E-04	27.5357
1.11714E-04	26.957
1.11725E-04	25.6954
1.11728E-04	25.3299
1.11736E-04	24.5536
1.11747E-04	23.515
1.11753E-04	22.9144
1.11757E-04	22.5722
1.11768E-04	21.7238
1.11779E-04	20.9895
1.11779E-04	20.9446
1.11790E-04	20.2502
1.11804E-04	19.4756
1.11805E-04	19.4198
1.11819E-04	18.7033
1.11829E-04	18.2873
1.11834E-04	18.0757
1.11849E-04	17.5317
1.11857E-04	17.2693
1.11863E-04	17.0574
1.11878E-04	16.6459
1.11887E-04	16.4283
1.11893E-04	16.2879
1.11914E-04	15.8398
1.11932E-04	15.5481
1.11936E-04	15.4722
1.11958E-04	15.1818
1.11973E-04	15.0176
1.11977E-04	14.9831
1.12002E-04	14.7643
1.12022E-04	14.643
1.12035E-04	14.568
1.12069E-04	14.4454
1.12074E-04	14.4332
1.12082E-04	14.4214
1.12104E-04	14.398
1.12143E-04	14.4181
1.12149E-04	14.4295
1.12183E-04	14.5221
1.12216E-04	14.6629
1.12222E-04	14.6935
1.12262E-04	14.9427
1.12266E-04	14.9782
1.12300E-04	15.2567
1.12301E-04	15.2687
1.12341E-04	15.6795
1.12350E-04	15.7958
1.12380E-04	16.1732
1.12388E-04	16.2959
1.12419E-04	16.7659
1.12426E-04	16.8907
1.12458E-04	17.4702
1.12464E-04	17.591
1.12487E-04	18.0837
1.12502E-04	18.4204
1.12517E-04	18.7771
1.12540E-04	19.3889
1.12546E-04	19.5592
1.12568E-04	20.2287
1.12575E-04	20.4497
1.12597E-04	21.179
1.12605E-04	21.4619
1.12625E-04	22.2573
1.12634E-04	22.6159
1.12653E-04	23.4704
1.12678E-04	24.683
1.12680E-04	24.7848
1.12700E-04	25.8879
1.12703E-04	26.0505
1.12720E-04	27.1151
1.12728E-04	27.6038
1.12740E-04	28.4737
1.12753E-04	29.3731
1.12760E-04	29.9743
1.12771E-04	30.8695
1.12780E-04	31.6653
1.12790E-04	32.5346
1.12800E-04	33.5661
1.12809E-04	34.3893
1.12814E-04	34.9652
1.12827E-04	36.471
1.12827E-04	36.471
1.12840E-04	38.1494
1.12846E-04	38.8284
1.12854E-04	39.9607
1.12861E-04	41.0588
1.12867E-04	41.9407
1.12876E-04	43.3068
1.12882E-04	44.2803
1.12890E-04	45.7908
1.12896E-04	46.869
1.12904E-04	48.5437
1.12910E-04	49.7402
1.12919E-04	51.6004
1.12924E-04	52.9309
1.12933E-04	54.9881
1.12934E-04	55.2336
1.12944E-04	57.749
1.12947E-04	58.7818
1.12953E-04	60.4453
1.12962E-04	63.0051
1.12963E-04	63.3106
1.12972E-04	66.4476
1.12976E-04	67.7362
1.12982E-04	69.8134
1.12990E-04	73.0129
1.12991E-04	73.3951
1.13001E-04	77.3192
1.13005E-04	78.9319
1.13010E-04	81.5132
1.13016E-04	84.1647
1.13020E-04	86.0364
1.13028E-04	89.8861
1.13030E-04	91.1602
1.13039E-04	96.1389
1.13040E-04	96.6936
1.13050E-04	102.685
1.13050E-04	102.978
1.13060E-04	109.186
1.13062E-04	110.464
1.13070E-04	116.202
1.13073E-04	118.632
1.13080E-04	123.765
1.13085E-04	127.535
1.13090E-04	131.911
1.13096E-04	137.225
1.13100E-04	140.675
1.13108E-04	147.762
1.13110E-04	150.096
1.13119E-04	159.199
1.13120E-04	160.21
1.13132E-04	172.681
1.13141E-04	183.993
1.13146E-04	189.787
1.13151E-04	195.94
1.13160E-04	208.534
1.13170E-04	222.186
1.13174E-04	229.168
1.13179E-04	236.547
1.13189E-04	251.627
1.13203E-04	276.107
1.13216E-04	300.488
1.13217E-04	302.666
1.13229E-04	326.626
1.13232E-04	331.31
1.13243E-04	354.542
1.13246E-04	362.06
1.13256E-04	384.232
1.13260E-04	394.907
1.13269E-04	415.798
1.13279E-04	441.838
1.13281E-04	444.797
1.13295E-04	482.978
1.13295E-04	484.003
1.13310E-04	523.394
1.13319E-04	551.664
1.13331E-04	586.6
1.13344E-04	623.44
1.13356E-04	661.369
1.13391E-04	772.286
1.13392E-04	774.702
1.13423E-04	873.538
1.13441E-04	929.744
1.13447E-04	948.028
1.13468E-04	1006.58
1.13475E-04	1025.41
1.13493E-04	1071.63
1.13499E-04	1086.37
1.13510E-04	1109.97
1.13515E-04	1119.61
1.13527E-04	1142.85
1.13533E-04	1153.79
1.13542E-04	1167.99
1.13551E-04	1181.12
1.13557E-04	1188.33
1.13569E-04	1200.38
1.13573E-04	1204.01
1.13586E-04	1212.5
1.13589E-04	1213.77
1.13600E-04	1216.78
1.13604E-04	1216.94
1.13616E-04	1215.94
1.13617E-04	1215.7
1.13632E-04	1208.77
1.13635E-04	1207.28
1.13651E-04	1192.88
1.13652E-04	1192.5
1.13668E-04	1171.86
1.13670E-04	1168.39
1.13682E-04	1148.4
1.13689E-04	1137.65
1.13701E-04	1113.57
1.13707E-04	1100.74
1.13721E-04	1069.35
1.13725E-04	1058.34
1.13742E-04	1015.32
1.13745E-04	1007.17
1.13766E-04	946.789
1.13777E-04	915.698
1.13794E-04	865.003
1.13856E-04	672.916
1.13869E-04	636.501
1.13879E-04	605.195
1.13896E-04	557.945
1.13897E-04	554.259
1.13914E-04	509.419
1.13916E-04	502.969
1.13932E-04	463.642
1.13935E-04	454.809
1.13950E-04	420.762
1.13952E-04	415.55
1.13965E-04	386.908
1.13966E-04	384.257
1.13977E-04	360.955
1.13980E-04	355.012
1.13990E-04	336.502
1.13994E-04	327.702
1.14002E-04	313.537
1.14009E-04	302.304
1.14015E-04	292.034
1.14023E-04	278.775
1.14027E-04	271.959
1.14037E-04	257.059
1.14039E-04	253.27
1.14051E-04	237.083
1.14052E-04	235.913
1.14063E-04	221.726
1.14066E-04	218.135
1.14077E-04	204.493
1.14077E-04	204.493
1.14089E-04	191.926
1.14091E-04	188.929
1.14100E-04	180.262
1.14106E-04	174.758
1.14111E-04	169.453
1.14120E-04	161.879
1.14123E-04	159.448
1.14134E-04	150.199
1.14134E-04	150.198
1.14146E-04	141.734
1.14149E-04	139.721
1.14157E-04	133.916
1.14163E-04	130.238
1.14169E-04	126.701
1.14177E-04	121.661
1.14180E-04	120.046
1.14192E-04	113.946
1.14194E-04	112.479
1.14206E-04	106.978
1.14209E-04	105.655
1.14220E-04	100.692
1.14223E-04	99.4912
1.14230E-04	96.8603
1.14237E-04	93.9681
1.14249E-04	89.8913
1.14252E-04	88.9227
1.14266E-04	84.372
1.14268E-04	83.7998
1.14280E-04	80.2701
1.14287E-04	78.4775
1.14295E-04	76.529
1.14306E-04	73.7702
1.14309E-04	73.1129
1.14323E-04	70.0093
1.14325E-04	69.619
1.14340E-04	66.6915
1.14344E-04	65.9464
1.14355E-04	64.0808
1.14370E-04	61.6451
1.14371E-04	61.4121
1.14392E-04	58.4038
1.14395E-04	57.9757
1.14414E-04	55.5422
1.14419E-04	54.9672
1.14436E-04	53.0051
1.14443E-04	52.3214
1.14459E-04	50.7597
1.14475E-04	49.2666
1.14481E-04	48.7357
1.14503E-04	46.9343
1.14506E-04	46.6677
1.14525E-04	45.339
1.14538E-04	44.4709
1.14547E-04	43.9063
1.14569E-04	42.6301
1.14570E-04	42.6006
1.14589E-04	41.6622
1.14602E-04	41.0654
1.14608E-04	40.7954
1.14627E-04	40.0511
1.14646E-04	39.4218
1.14652E-04	39.2575
1.14659E-04	39.0643
1.14676E-04	38.6668
1.14689E-04	38.4231
1.14695E-04	38.3269
1.14714E-04	38.1388
1.14731E-04	38.0832
1.14732E-04	38.0876
1.14750E-04	38.204
1.14764E-04	38.385
1.14775E-04	38.6116
1.14777E-04	38.6599
1.14790E-04	39.0603
1.14803E-04	39.5695
1.14816E-04	40.1991
1.14817E-04	40.2708
1.14829E-04	40.9891
1.14843E-04	41.9291
1.14846E-04	42.2189
1.14856E-04	43.0545
1.14869E-04	44.3664
1.14882E-04	45.8728
1.14895E-04	47.6291
1.14908E-04	49.6158
1.14909E-04	49.7336
1.14921E-04	51.8885
1.14935E-04	54.4311
1.14936E-04	54.726
1.14945E-04	56.6718
1.14955E-04	59.1048
1.14963E-04	61.0583
1.14969E-04	62.6746
1.14977E-04	64.7544
1.14983E-04	66.6538
1.14997E-04	71.0393
1.14997E-04	71.0395
1.15011E-04	75.8766
1.15018E-04	78.5015
1.15025E-04	81.1541
1.15039E-04	86.8793
1.15039E-04	86.8798
1.15051E-04	92.4473
1.15059E-04	96.4241
1.15068E-04	100.438
1.15080E-04	106.902
1.15084E-04	109.076
1.15101E-04	118.333
1.15101E-04	118.333
1.15120E-04	129.916
1.15123E-04	131.583
1.15140E-04	142.203
1.15150E-04	148.618
1.15159E-04	154.982
1.15188E-04	174.773
1.15196E-04	180.276
1.15217E-04	194.638
1.15232E-04	204.519
1.15262E-04	223.824
1.15279E-04	234.346
1.15303E-04	246.747
1.15322E-04	255.772
1.15334E-04	259.925
1.15340E-04	262.377
1.15358E-04	267.422
1.15366E-04	269.144
1.15377E-04	271.181
1.15388E-04	272.327
1.15393E-04	272.858
1.15399E-04	273.074
1.15414E-04	272.883
1.15414E-04	272.805
1.15431E-04	271.089
1.15435E-04	270.221
1.15451E-04	267.061
1.15458E-04	265.086
1.15471E-04	261.048
1.15471E-04	260.831
1.15491E-04	253.129
1.15492E-04	252.681
1.15513E-04	242.432
1.15515E-04	241.338
1.15533E-04	231.451
1.15535E-04	230.096
1.15557E-04	216.407
1.15561E-04	214.331
1.15591E-04	194.259
1.15598E-04	189.568
1.15629E-04	167.564
1.15646E-04	156.164
1.15670E-04	140.152
1.15686E-04	129.926
1.15702E-04	120.138
1.15721E-04	109.131
1.15734E-04	102.408
1.15738E-04	100.18
1.15755E-04	91.861
1.15766E-04	86.648
1.15774E-04	82.7843
1.15777E-04	81.7111
1.15788E-04	77.0693
1.15799E-04	72.689
1.15802E-04	71.6652
1.15813E-04	67.6067
1.15823E-04	64.0552
1.15829E-04	62.0503
1.15834E-04	60.7272
1.15844E-04	57.6214
1.15854E-04	54.7096
1.15857E-04	53.9821
1.15865E-04	52.0062
1.15875E-04	49.4878
1.15885E-04	47.2927
1.15885E-04	47.1383
1.15896E-04	44.9796
1.15906E-04	42.9686
1.15915E-04	41.3383
1.15922E-04	40.168
1.15926E-04	39.4801
1.15937E-04	37.7836
1.15948E-04	36.2149
1.15957E-04	35.0359
1.15960E-04	34.7697
1.15971E-04	33.4579
1.15982E-04	32.2453
1.15993E-04	31.1237
1.15993E-04	31.1236
1.16004E-04	30.1103
1.16015E-04	29.1723
1.16026E-04	28.3029
1.16028E-04	28.1516
1.16037E-04	27.5126
1.16048E-04	26.7824
1.16063E-04	25.8647
1.16065E-04	25.7838
1.16081E-04	24.9119
1.16095E-04	24.2662
1.16111E-04	23.5674
1.16119E-04	23.2476
1.16127E-04	22.9416
1.16143E-04	22.3807
1.16159E-04	21.8637
1.16175E-04	21.3846
1.16183E-04	21.1653
1.16198E-04	20.747
1.16222E-04	20.18
1.16246E-04	19.6623
1.16270E-04	19.2112
1.16294E-04	18.7942
1.16326E-04	18.2819
1.16342E-04	18.0454
1.16354E-04	17.8762
1.16390E-04	17.4082
1.16427E-04	16.9773
1.16439E-04	16.8439
1.16463E-04	16.5921
1.16499E-04	16.2405
1.16536E-04	15.911
1.16584E-04	15.5274
1.16633E-04	15.1724
1.16681E-04	14.8417
1.16730E-04	14.5557
1.16793E-04	14.2115
1.16855E-04	13.8939
1.16918E-04	13.6195
1.16981E-04	13.366
1.17044E-04	13.1472
1.17107E-04	12.9466
1.17170E-04	12.7636
1.17233E-04	12.598
1.17301E-04	12.4493
1.17369E-04	12.322
1.17437E-04	12.2179
1.17488E-04	12.1563
1.17539E-04	12.1103
1.17590E-04	12.0817
1.17641E-04	12.0726
1.17692E-04	12.0784
1.17743E-04	12.1099
1.17777E-04	12.1471
1.17815E-04	12.2079
1.17854E-04	12.2909
1.17893E-04	12.3885
1.17932E-04	12.5158
1.17971E-04	12.678
1.18000E-04	12.8264
1.18009E-04	12.8848
1.18029E-04	12.9964
1.18058E-04	13.1947
1.18087E-04	13.4294
1.18114E-04	13.679
1.18141E-04	13.9728
1.18162E-04	14.2273
1.18182E-04	14.5161
1.18203E-04	14.8446
1.18221E-04	15.1767
1.18223E-04	15.2192
1.18243E-04	15.6457
1.18264E-04	16.1368
1.18284E-04	16.7046
1.18298E-04	17.1329
1.18315E-04	17.7298
1.18321E-04	17.9779
1.18330E-04	18.3384
1.18345E-04	19.0253
1.18360E-04	19.799
1.18373E-04	20.5376
1.18375E-04	20.6739
1.18390E-04	21.6728
1.18406E-04	22.8016
1.18410E-04	23.1862
1.18416E-04	23.6409
1.18426E-04	24.5567
1.18436E-04	25.5506
1.18438E-04	25.7995
1.18446E-04	26.6357
1.18447E-04	26.8171
1.18456E-04	27.8243
1.18466E-04	29.1141
1.18475E-04	30.4128
1.18478E-04	30.7414
1.18489E-04	32.5413
1.18494E-04	33.3296
1.18501E-04	34.5236
1.18511E-04	36.409
1.18513E-04	36.7019
1.18524E-04	39.0992
1.18527E-04	39.622
1.18536E-04	41.7316
1.18542E-04	43.2624
1.18548E-04	44.6142
1.18558E-04	47.3406
1.18559E-04	47.764
1.18571E-04	51.2067
1.18573E-04	51.9515
1.18583E-04	54.9587
1.18589E-04	57.0957
1.18590E-04	57.6347
1.18603E-04	62.2374
1.18604E-04	62.859
1.18615E-04	67.2492
1.18620E-04	69.2762
1.18628E-04	72.6847
1.18635E-04	76.1617
1.18640E-04	78.5614
1.18650E-04	83.5015
1.18652E-04	84.8965
1.18664E-04	91.4865
1.18665E-04	91.7008
1.18677E-04	98.9935
1.18679E-04	100.201
1.18690E-04	106.772
1.18694E-04	109.608
1.18704E-04	116.024
1.18709E-04	119.676
1.18717E-04	125.873
1.18723E-04	130.45
1.18736E-04	139.905
1.18738E-04	141.785
1.18752E-04	153.075
1.18754E-04	154.915
1.18765E-04	164.233
1.18778E-04	175.418
1.18779E-04	175.843
1.18799E-04	194.658
1.18807E-04	201.976
1.18820E-04	213.915
1.18845E-04	238.235
1.18871E-04	263.278
1.18876E-04	267.818
1.18901E-04	290.569
1.18925E-04	310.525
1.18928E-04	313.379
1.18944E-04	325.664
1.18963E-04	338.23
1.18982E-04	348.861
1.18983E-04	349.432
1.19002E-04	357.857
1.19003E-04	358.264
1.19022E-04	364.291
1.19024E-04	364.7
1.19041E-04	367.787
1.19043E-04	367.891
1.19050E-04	368.422
1.19064E-04	368.174
1.19068E-04	368.04
1.19081E-04	366.22
1.19085E-04	365.436
1.19097E-04	362.507
1.19102E-04	360.934
1.19112E-04	357.246
1.19121E-04	353.116
1.19124E-04	351.814
1.19134E-04	346.828
1.19142E-04	342.439
1.19157E-04	333.497
1.19161E-04	330.876
1.19179E-04	317.575
1.19182E-04	315.774
1.19204E-04	297.593
1.19209E-04	293.498
1.19229E-04	275.782
1.19245E-04	261.246
1.19254E-04	253.226
1.19279E-04	230.152
1.19303E-04	206.95
1.19326E-04	186.879
1.19348E-04	167.729
1.19367E-04	152.63
1.19368E-04	151.445
1.19385E-04	138.477
1.19399E-04	128.481
1.19408E-04	122.704
1.19413E-04	119.058
1.19429E-04	109.283
1.19434E-04	106.076
1.19441E-04	101.989
1.19454E-04	95.153
1.19463E-04	90.3412
1.19466E-04	88.7536
1.19479E-04	82.8122
1.19486E-04	79.3451
1.19491E-04	77.2873
1.19503E-04	72.1779
1.19510E-04	69.8037
1.19516E-04	67.4581
1.19526E-04	63.899
1.19533E-04	61.5948
1.19538E-04	60.0795
1.19549E-04	56.5604
1.19556E-04	54.6012
1.19561E-04	53.3138
1.19573E-04	50.3325
1.19580E-04	48.6762
1.19584E-04	47.5893
1.19596E-04	45.076
1.19603E-04	43.6819
1.19608E-04	42.77
1.19619E-04	40.6652
1.19631E-04	38.7205
1.19634E-04	38.2411
1.19642E-04	36.9548
1.19656E-04	35.1284
1.19665E-04	33.9517
1.19670E-04	33.3779
1.19684E-04	31.8121
1.19696E-04	30.543
1.19698E-04	30.3882
1.19712E-04	29.1196
1.19726E-04	27.9595
1.19728E-04	27.7822
1.19740E-04	26.9205
1.19754E-04	25.9714
1.19760E-04	25.5829
1.19767E-04	25.1135
1.19781E-04	24.3348
1.19795E-04	23.6146
1.19807E-04	23.0436
1.19813E-04	22.7962
1.19830E-04	22.0698
1.19848E-04	21.4027
1.19855E-04	21.1426
1.19865E-04	20.8026
1.19883E-04	20.2584
1.19900E-04	19.7524
1.19919E-04	19.2536
1.19924E-04	19.1352
1.19947E-04	18.5926
1.19970E-04	18.0921
1.19990E-04	17.7071
1.19997E-04	17.5611
1.20021E-04	17.1559
1.20044E-04	16.7767
1.20067E-04	16.4237
1.20075E-04	16.312
1.20106E-04	15.8995
1.20137E-04	15.5162
1.20145E-04	15.4266
1.20168E-04	15.174
1.20199E-04	14.8588
1.20230E-04	14.5627
1.20261E-04	14.2852
1.20269E-04	14.2206
1.20308E-04	13.9199
1.20347E-04	13.6386
1.20386E-04	13.3741
1.20389E-04	13.3491
1.20424E-04	13.14
1.20463E-04	12.9206
1.20502E-04	12.7126
1.20518E-04	12.6342
1.20556E-04	12.4523
1.20603E-04	12.2475
1.20650E-04	12.0535
1.20681E-04	11.9306
1.20696E-04	11.8744
1.20758E-04	11.6628
1.20820E-04	11.4639
1.20883E-04	11.276
1.20914E-04	11.1868
1.20945E-04	11.1061
1.21007E-04	10.9532
1.21077E-04	10.7897
1.21147E-04	10.6345
1.21154E-04	10.6188
1.21232E-04	10.47
1.21310E-04	10.3284
1.21387E-04	10.1931
1.21395E-04	10.1801
1.21465E-04	10.0749
1.21543E-04	9.96283
1.21659E-04	9.8025
1.21737E-04	9.70044
1.21752E-04	9.68243
1.21845E-04	9.57881
1.21970E-04	9.44654
1.22094E-04	9.32002
1.22218E-04	9.1984
1.22218E-04	9.1984
1.22342E-04	9.0937
1.22467E-04	8.99264
1.22529E-04	8.9437
1.22591E-04	8.89982
1.22738E-04	8.79918
1.22909E-04	8.68683
1.23080E-04	8.57829
1.23150E-04	8.53523
1.23251E-04	8.48101
1.23422E-04	8.39209
1.23593E-04	8.30565
1.23763E-04	8.22141
1.23857E-04	8.17633
1.24020E-04	8.10724
1.24211E-04	8.02836
1.24401E-04	7.95138
1.24565E-04	7.88732
1.24688E-04	7.84445
1.24974E-04	7.74822
1.25165E-04	7.68604
1.25356E-04	7.6255
1.25547E-04	7.56672
1.25768E-04	7.50122
1.25805E-04	7.49061
1.25958E-04	7.4475
1.26133E-04	7.40096
1.26250E-04	7.3719
1.26366E-04	7.34484
1.26455E-04	7.32616
1.26483E-04	7.31933
1.26570E-04	7.29989
1.26658E-04	7.28284
1.26745E-04	7.26889
1.26800E-04	7.2621
1.26853E-04	7.25749
1.26905E-04	7.25499
1.26957E-04	7.25509
1.27009E-04	7.25843
1.27048E-04	7.26358
1.27057E-04	7.2653
1.27087E-04	7.26799
1.27126E-04	7.27493
1.27166E-04	7.28634
1.27192E-04	7.29707
1.27222E-04	7.31374
1.27245E-04	7.32978
1.27268E-04	7.34957
1.27291E-04	7.37393
1.27300E-04	7.38472
1.27314E-04	7.40141
1.27330E-04	7.42256
1.27345E-04	7.44728
1.27360E-04	7.47611
1.27376E-04	7.5097
1.27391E-04	7.5488
1.27406E-04	7.59425
1.27422E-04	7.64704
1.27437E-04	7.70828
1.27448E-04	7.75685
1.27459E-04	7.81064
1.27469E-04	7.87018
1.27476E-04	7.91345
1.27480E-04	7.93564
1.27491E-04	8.00728
1.27502E-04	8.08645
1.27512E-04	8.17384
1.27523E-04	8.27017
1.27534E-04	8.37622
1.27545E-04	8.49276
1.27555E-04	8.62065
1.27566E-04	8.76072
1.27577E-04	8.9139
1.27588E-04	9.08107
1.27598E-04	9.26318
1.27609E-04	9.46113
1.27619E-04	9.66319
1.27629E-04	9.88092
1.27639E-04	10.1151
1.27650E-04	10.3665
1.27663E-04	10.7295
1.27677E-04	11.1259
1.27690E-04	11.5568
1.27697E-04	11.8112
1.27704E-04	12.0262
1.27717E-04	12.5354
1.27734E-04	13.2107
1.27750E-04	13.9413
1.27767E-04	14.7262
1.27771E-04	14.9431
1.27783E-04	15.5699
1.27800E-04	16.4645
1.27820E-04	17.6184
1.27821E-04	17.6891
1.27845E-04	19.1371
1.27876E-04	21.0699
1.27919E-04	23.8112
1.27927E-04	24.2838
1.27949E-04	25.598
1.27974E-04	27.0191
1.27986E-04	27.6002
1.27997E-04	28.1381
1.28018E-04	29.0197
1.28035E-04	29.6484
1.28053E-04	30.1481
1.28071E-04	30.514
1.28089E-04	30.7358
1.28100E-04	30.7915
1.28117E-04	30.7678
1.28135E-04	30.5895
1.28153E-04	30.2635
1.28171E-04	29.8028
1.28186E-04	29.2795
1.28189E-04	29.1791
1.28210E-04	28.3315
1.28234E-04	27.2042
1.28245E-04	26.5692
1.28261E-04	25.7087
1.28293E-04	23.7984
1.28299E-04	23.4675
1.28313E-04	22.603
1.28355E-04	19.984
1.28364E-04	19.434
1.28379E-04	18.5453
1.28400E-04	17.3116
1.28417E-04	16.4094
1.28433E-04	15.5557
1.28434E-04	15.5261
1.28450E-04	14.7489
1.28466E-04	13.9961
1.28483E-04	13.2985
1.28496E-04	12.7709
1.28510E-04	12.2796
1.28523E-04	11.8236
1.28537E-04	11.4022
1.28550E-04	11.0137
1.28561E-04	10.7433
1.28571E-04	10.4899
1.28581E-04	10.2529
1.28591E-04	10.0315
1.28602E-04	9.81289
1.28612E-04	9.61008
1.28623E-04	9.42212
1.28634E-04	9.24811
1.28645E-04	9.08712
1.28650E-04	9.01484
1.28655E-04	8.94034
1.28666E-04	8.80677
1.28677E-04	8.68367
1.28688E-04	8.57022
1.28698E-04	8.4657
1.28709E-04	8.36937
1.28720E-04	8.28057
1.28731E-04	8.19865
1.28741E-04	8.12303
1.28752E-04	8.05315
1.28767E-04	7.96657
1.28778E-04	7.90425
1.28794E-04	7.82846
1.28800E-04	7.80108
1.28809E-04	7.76285
1.28824E-04	7.7055
1.28840E-04	7.65366
1.28855E-04	7.60659
1.28870E-04	7.56365
1.28886E-04	7.52428
1.28909E-04	7.4709
1.28932E-04	7.42317
1.28955E-04	7.38004
1.28978E-04	7.34066
1.29002E-04	7.30245
1.29008E-04	7.29395
1.29038E-04	7.25759
1.29067E-04	7.22439
1.29096E-04	7.19378
1.29140E-04	7.15179
1.29183E-04	7.11357
1.29227E-04	7.07836
1.29271E-04	7.04558
1.29278E-04	7.04023
1.29329E-04	7.00964
1.29387E-04	6.97725
1.29446E-04	6.94713
1.29505E-04	6.91814
1.29598E-04	6.87659
1.29690E-04	6.83792
1.29782E-04	6.80149
1.29794E-04	6.7969
1.29904E-04	6.76129
1.30027E-04	6.72411
1.30150E-04	6.68878
1.30334E-04	6.63846
1.30457E-04	6.6063
1.30653E-04	6.55667
1.30850E-04	6.50889
1.31046E-04	6.46266
1.31341E-04	6.39584
1.31635E-04	6.33176
1.31930E-04	6.27031
1.32224E-04	6.21157
1.32248E-04	6.20718
1.32516E-04	6.14986
1.32803E-04	6.09191
1.32995E-04	6.05533
1.33056E-04	6.04412
1.33186E-04	6.01593
1.33377E-04	5.9764
1.33568E-04	5.9393
1.33752E-04	5.90635
1.33760E-04	5.90465
1.33951E-04	5.86486
1.34137E-04	5.82996
1.34274E-04	5.80774
1.34324E-04	5.79699
1.34448E-04	5.77316
1.34572E-04	5.75216
1.34697E-04	5.73445
1.34697E-04	5.73445
1.34821E-04	5.71256
1.34945E-04	5.69517
1.35069E-04	5.68328
1.35075E-04	5.68214
1.35162E-04	5.67009
1.35249E-04	5.66164
1.35336E-04	5.65732
1.35423E-04	5.65778
1.35442E-04	5.65907
1.35510E-04	5.65708
1.35597E-04	5.66111
1.35666E-04	5.6699
1.35672E-04	5.67005
1.35734E-04	5.67664
1.35796E-04	5.68849
1.35858E-04	5.70638
1.35889E-04	5.71881
1.35920E-04	5.72728
1.35982E-04	5.75233
1.36045E-04	5.78691
1.36076E-04	5.80984
1.36107E-04	5.82782
1.36160E-04	5.8689
1.36203E-04	5.91126
1.36247E-04	5.96258
1.36262E-04	5.98463
1.36290E-04	6.01932
1.36334E-04	6.08554
1.36377E-04	6.16639
1.36386E-04	6.18698
1.36410E-04	6.23444
1.36442E-04	6.31255
1.36475E-04	6.4045
1.36489E-04	6.45031
1.36501E-04	6.48859
1.36532E-04	6.60097
1.36556E-04	6.69943
1.36579E-04	6.81251
1.36591E-04	6.88211
1.36602E-04	6.94055
1.36625E-04	7.08671
1.36649E-04	7.25815
1.36672E-04	7.46029
1.36688E-04	7.61537
1.36689E-04	7.62929
1.36703E-04	7.78651
1.36719E-04	7.97904
1.36734E-04	8.19622
