E(MeV)	mcnp/Cd:1
0.000100068	32.49797066
0.000100125	26.90893828
0.000100159	23.88177072
0.00010018	22.228444
0.000100218	19.54844602
0.000100235	18.45727325
0.000100265	16.66200223
0.000100293	15.23298288
0.000100318	14.12126152
0.000100335	13.42997008
0.000100358	12.5631605
0.000100375	12.01392369
0.000100404	11.15546491
0.000100425	10.59229735
0.000100441	10.20873806
0.000100466	9.696951892
0.00010049	9.249837915
0.000100518	8.812466564
0.000100545	8.438540042
0.000100566	8.194695314
0.000100586	7.978199152
0.000100617	7.698234842
0.000100648	7.463456305
0.000100679	7.267703488
0.00010071	7.103164347
0.00010074	6.969079609
0.00010077	6.855438384
0.000100808	6.735319855
0.000100846	6.636122533
0.000100884	6.553618384
0.000100922	6.483610339
0.000100979	6.39628372
0.000101036	6.323856876
0.000101122	6.233099651
0.000101251	6.121943331
0.00010138	6.031480473
0.000101517	5.953983278
0.000101655	5.891951352
0.000101792	5.841939075
0.00010193	5.804826165
0.00010195	5.800822219
0.000102035	5.789197381
0.00010212	5.789412724
0.000102163	5.795821664
0.000102205	5.807856463
0.000102248	5.826935622
0.00010229	5.854809786
0.000102326	5.887062218
0.000102358	5.922990927
0.00010239	5.96728275
0.000102437	6.052216295
0.000102473	6.132778611
0.0001025	6.203753818
0.000102526	6.285084982
0.000102553	6.377244216
0.00010258	6.480862388
0.000102625	6.680486177
0.000102686	7.010264298
0.000102757	7.468027831
0.000102822	7.948029559
0.000102958	8.997834815
0.00010302	9.425006957
0.00010306	9.654902012
0.0001031	9.838030303
0.00010315	9.989045081
0.0001032	10.04476497
0.00010325	10.00129825
0.0001033	9.861732012
0.000103348	9.64885794
0.000103383	9.445704567
0.00010349	8.683565185
0.000103611	7.738367627
0.00010366	7.381605834
0.000103728	6.938781387
0.000103751	6.805869222
0.000103794	6.580425724
0.00010382	6.459772051
0.00010385	6.333575045
0.00010388	6.221314312
0.000103916	6.105301813
0.000103951	6.005676142
0.000103982	5.930886051
0.000104013	5.866172252
0.000104041	5.816841412
0.000104068	5.773293147
0.000104122	5.7012309
0.000104163	5.657572034
0.000104204	5.620777742
0.000104266	5.575301386
0.000104312	5.546971863
0.000104358	5.52245946
0.00010445	5.482253528
0.00010449	5.467832625
0.000104565	5.444826414
0.00010464	5.426269517
0.000104715	5.411278351
0.00010479	5.399037022
0.000104903	5.384300061
0.000105015	5.37229111
0.00010524	5.351938001
0.000105465	5.333804409
0.00010571	5.319064431
0.00010579	5.316275825
0.000105972	5.314182263
0.000106109	5.316166906
0.000106246	5.32131496
0.000106383	5.331008887
0.00010652	5.347777853
0.00010666	5.375314149
0.000106765	5.40572732
0.000106843	5.436745569
0.000106922	5.478511052
0.000107001	5.536932539
0.000107041	5.575029417
0.00010708	5.621164728
0.00010711	5.662671132
0.00010717	5.766625894
0.000107215	5.868179738
0.000107249	5.960965051
0.000107282	6.071508574
0.000107316	6.202929802
0.00010735	6.359254576
0.0001074	6.644009608
0.000107445	6.973553446
0.000107484	7.330882835
0.000107518	7.709571783
0.000107549	8.099926711
0.000107575	8.492888878
0.000107598	8.881178856
0.000107639	9.673134918
0.000107669	10.37579253
0.000107692	10.96982644
0.000107726	11.97567999
0.00010776	13.1379512
0.000107783	14.01621788
0.000107825	15.81251457
0.000107862	17.61995453
0.000107924	21.13181593
0.000107972	24.26938329
0.000108009	26.87887339
0.000108183	40.19894492
0.000108261	45.67162056
0.000108296	47.69089371
0.00010834	49.81833759
0.000108395	51.59528723
0.00010845	52.29519182
0.000108505	51.8686246
0.00010856	50.35458243
0.000108613	48.00592274
0.000108652	45.76725176
0.000108726	40.75769944
0.000108862	30.45502662
0.000108904	27.42746632
0.00010896	23.72651929
0.000109002	21.16525017
0.000109049	18.60544002
0.000109072	17.50366252
0.000109115	15.64999733
0.00010914	14.6645822
0.000109182	13.22389459
0.000109222	12.0809309
0.000109259	11.16876685
0.000109294	10.44002124
0.000109327	9.850954872
0.000109358	9.371184748
0.000109387	8.978309124
0.000109416	8.632065224
0.000109466	8.11869073
0.00010951	7.748331266
0.000109549	7.471771853
0.000109583	7.25995809
0.000109612	7.093136032
0.000109664	6.838408209
0.000109703	6.672746863
0.000109762	6.458180395
0.00010982	6.279259821
0.000109878	6.132414715
0.000109921	6.038901669
0.000109964	5.957807881
0.000110007	5.887626006
0.00011005	5.826778959
0.000110131	5.733574347
0.000110212	5.660769351
0.000110334	5.576050256
0.000110425	5.524211364
0.000110517	5.478565143
0.0001107	5.400882028
0.000110822	5.357764285
0.000110945	5.320455539
0.00011119	5.258534087
0.000111375	5.220143614
0.00011156	5.187157569
0.00011168	5.168045528
0.000111895	5.137176084
0.00011211	5.109472226
0.00011242	5.074214255
0.00011272	5.044390243
0.00011302	5.017510058
0.00011333	4.994862688
0.00011352	4.986880665
0.000113615	4.986251015
0.00011371	4.988914235
0.00011379	4.994375146
0.00011387	5.003640213
0.00011393	5.013904289
0.00011399	5.02812494
0.00011408	5.060327854
0.000114125	5.083354928
0.00011417	5.112574721
0.000114215	5.149430532
0.00011426	5.195276255
0.000114305	5.251467039
0.00011435	5.319170931
0.000114394	5.396546734
0.000114465	5.549247618
0.00011452	5.686671158
0.000114624	5.983348763
0.0001147	6.211505281
0.000114783	6.445070749
0.000114837	6.571783496
0.00011489	6.670839289
0.000114945	6.736659718
0.000115	6.761275709
0.000115055	6.742958949
0.00011511	6.683227904
0.00011519	6.532367424
0.0001153	6.24065697
0.000115415	5.900319589
0.000115474	5.736879422
0.000115551	5.545858614
0.000115601	5.440661958
0.00011565	5.350186156
0.000115715	5.25321456
0.00011578	5.178829287
0.000115845	5.123583957
0.00011591	5.083684888
0.000115975	5.055619885
0.00011604	5.036533263
0.00011617	5.0176498
0.00011629	5.01689115
0.000116398	5.026671169
0.000116507	5.044184416
0.00011667	5.081283186
0.000116915	5.158770248
0.000117037	5.211430334
0.00011716	5.278870502
0.00011734	5.415565731
0.00011752	5.61331431
0.00011758	5.695453518
0.000117687	5.864167337
0.000117781	6.035452906
0.000117863	6.204191119
0.000118007	6.546354756
0.000118115	6.855338314
0.000118196	7.132226731
0.000118257	7.377759936
0.000118318	7.668467692
0.000118379	8.020434614
0.00011844	8.455659552
0.000118488	8.869241528
0.000118535	9.365509302
0.000118583	9.963549058
0.00011863	10.68606512
0.000118673	11.46013936
0.000118715	12.37882627
0.000118758	13.47026429
0.0001188	14.76910067
0.000118831	15.87937774
0.000118888	18.31384576
0.000118917	19.81557899
0.000118965	22.74660843
0.000118984	24.13763015
0.000119024	27.36290784
0.000119058	30.722185
0.00011908	33.13555015
0.000119141	41.4904946
0.000119176	47.44888455
0.000119211	54.38068527
0.000119238	60.72700095
0.000119255	65.13102403
0.0001193	78.25775953
0.00011933	88.5669183
0.00011936	100.2014402
0.000119385	110.9783431
0.00011943	133.1717301
0.000119451	144.4488581
0.000119488	166.8696468
0.000119537	199.9045527
0.0001196	248.3965655
0.000119653	293.6331033
0.000119836	461.9550543
0.000119899	513.7469988
0.000119939	542.3110383
0.00011998	565.857633
0.00012004	589.893867
0.0001201	599.4945766
0.00012016	593.9545872
0.00012022	573.8333732
0.000120275	544.0435267
0.000120316	515.8477924
0.000120378	466.4607736
0.000120531	329.891058
0.000120603	268.3796122
0.000120645	236.0258117
0.000120681	209.8400099
0.000120709	191.3156534
0.000120751	166.2857979
0.000120776	152.648955
0.000120807	137.1779477
0.00012084	122.157458
0.000120886	104.4932897
0.000120928	90.52474037
0.000121006	70.64900159
0.000121074	57.80916954
0.000121142	48.23794217
0.000121163	45.73519743
0.000121214	40.54523897
0.000121249	37.5207636
0.000121297	33.87686246
0.000121329	31.80437954
0.000121389	28.40429286
0.000121469	24.77616794
0.00012152	22.9157535
0.00012157	21.32975053
0.000121616	20.09921565
0.000121661	19.04130463
0.000121704	18.18693805
0.000121747	17.44465271
0.000121828	16.30260103
0.000121936	15.130934
0.000122045	14.21137452
0.000122211	13.05628517
0.000122372	12.09315881
0.000122456	11.63714055
0.000122625	10.78714057
0.000122711	10.39453108
0.000122793	10.04719166
0.000122917	9.580076764
0.00012304	9.185833253
0.000123163	8.864395094
0.000123271	8.633052156
0.000123379	8.435529432
0.000123542	8.177491895
0.000123664	8.001235351
0.000123847	7.757867821
0.00012403	7.544813417
0.00012422	7.362167302
0.00012441	7.214636906
0.00012471	7.031456424
0.00012501	6.889327423
0.000125249	6.803835925
0.000125487	6.733488993
0.000125907	6.620563133
0.000126274	6.525422626
0.000126597	6.444511037
0.000127164	6.307113445
0.000127591	6.207097624
0.000127912	6.133766245
0.000128395	6.026340982
0.000128638	5.975678975
0.00012888	5.933004862
0.000129166	5.897570762
0.000130022	5.822022781
0.000130886	5.749011521
0.000132191	5.640530642
0.00013318	5.559990917
0.00013351	5.535337159
0.00013362	5.52810248
0.00013409	5.502003423
0.000134325	5.490265932
0.00013456	5.479423866
0.000134792	5.470003697
0.000135024	5.461726702
0.000135257	5.454718255
0.000135374	5.452105098
0.00013549	5.450443036
0.000135665	5.45027176
0.000135819	5.452746791
0.000135954	5.457044237
0.000136175	5.468806409
0.000136356	5.484443911
0.000136492	5.503672621
0.000136594	5.527348591
0.00013667	5.554411192
0.000136747	5.593773295
0.000136785	5.619676313
0.000136823	5.65072455
0.000136862	5.687804791
0.0001369	5.732058047
0.000136944	5.792406116
0.000136985	5.860748833
0.000137023	5.936863358
0.000137059	6.020794555
0.000137093	6.112340022
0.000137124	6.211861307
0.000137154	6.318440432
0.000137182	6.432838316
0.000137208	6.553884578
0.000137257	6.823869394
0.0001373	7.116015744
0.000137337	7.424220196
0.00013737	7.742009592
0.000137399	8.060682817
0.000137424	8.374786865
0.000137449	8.725211721
0.000137487	9.328479043
0.000137515	9.845184415
0.000137558	10.7336836
0.0001376	11.77296405
0.000137623	12.40380628
0.000137665	13.67368895
0.000137702	14.91755044
0.000137764	17.27645103
0.000137812	19.32556522
0.000137879	22.40585206
0.000138023	29.1682733
0.000138091	32.04925221
0.000138136	33.61321638
0.00013818	34.8805202
0.00013824	36.03761011
0.0001383	36.47702959
0.00013835	36.27101363
0.0001384	35.55678333
0.000138473	33.70383242
0.000138512	32.35698034
0.000138586	29.34563847
0.000138732	22.57038411
0.00013882	18.67805932
0.000138879	16.31341837
0.000138941	14.17154564
0.00013897	13.25135581
0.000139	12.40443275
0.000139023	11.814869
0.000139063	10.85164502
0.000139082	10.45803338
0.000139117	9.786319926
0.000139147	9.268412654
0.000139174	8.863897557
0.000139217	8.288685895
0.000139253	7.893331404
0.00013928	7.633995537
0.0001393	7.458955307
0.00013933	7.225034684
0.00013936	7.02144369
0.000139398	6.804772343
0.000139426	6.665784344
0.000139454	6.544175222
0.000139482	6.437823897
0.00013951	6.344523215
0.000139558	6.21313433
0.000139593	6.132325953
0.000139629	6.063905205
0.000139664	6.005799232
0.0001397	5.956123162
0.000139739	5.910374824
0.000139777	5.871278117
0.000139855	5.808437646
0.000139913	5.770997472
0.000139971	5.739336983
0.000140058	5.699351105
0.000140189	5.650382203
0.00014032	5.610297733
0.000140422	5.583820562
0.000140525	5.561001059
0.000140627	5.541425447
0.00014073	5.524686925
0.000140825	5.511464003
0.00014092	5.500243608
0.000141015	5.490892415
0.00014111	5.483298613
0.000141272	5.474148439
0.000141435	5.470178509
0.000141516	5.471018209
0.000141597	5.475029977
0.000141679	5.484028693
0.00014176	5.500903107
0.00014181	5.516961229
0.00014186	5.538945162
0.00014191	5.568589336
0.00014196	5.608097549
0.000142	5.648662779
0.00014204	5.699083018
0.000142068	5.740549173
0.000142093	5.785113926
0.000142117	5.832877404
0.000142163	5.939555625
0.000142202	6.055370159
0.000142237	6.176700135
0.000142267	6.300321371
0.000142294	6.424123055
0.000142317	6.544945471
0.000142358	6.788919871
0.000142388	7.001937446
0.000142411	7.17946247
0.000142446	7.47646048
0.00014248	7.814135902
0.000142526	8.331659246
0.000142585	9.10578365
0.000142648	10.08498131
0.000142718	11.31444035
0.000142935	15.52476286
0.00014298	16.30573447
0.00014303	17.06274997
0.00014308	17.66994854
0.00014314	18.16112658
0.0001432	18.3623749
0.00014326	18.26108417
0.00014332	17.86686142
0.000143375	17.27383892
0.000143416	16.70634907
0.00014354	14.56977649
0.000143662	12.24723832
0.000143708	11.40553997
0.000143778	10.236155
0.00014385	9.192815209
0.00014392	8.351561888
0.000143965	7.899094309
0.000144007	7.533269915
0.000144047	7.237267831
0.000144084	6.997503059
0.000144118	6.802146736
0.000144151	6.641758414
0.000144181	6.509712912
0.00014421	6.399922615
0.000144237	6.307991923
0.000144264	6.225191138
0.000144311	6.100187072
0.000144352	6.008152666
0.000144388	5.938522952
0.000144419	5.884756588
0.000144474	5.80406873
0.000144516	5.753049611
0.000144547	5.719360447
0.000144593	5.675014511
0.00014464	5.637225909
0.000144685	5.60619563
0.00014473	5.579630525
0.000144819	5.537422236
0.000144898	5.50962681
0.000144976	5.487860356
0.000145114	5.458713916
0.000145234	5.438190731
0.000145445	5.406940396
0.000145723	5.370531387
0.000145901	5.349992442
0.00014608	5.332493032
0.00014631	5.314692605
0.000146539	5.300443834
0.00014677	5.287809987
0.00014704	5.274569577
0.00014752	5.25510582
0.000148	5.237945088
0.000148723	5.216108693
0.000150529	5.163736469
0.00015089	5.153501811
0.000151268	5.143262351
0.000152402	5.113359063
0.000153548	5.083983073
0.00015393	5.074155584
0.000154409	5.061793254
0.00015465	5.055786453
0.00015494	5.048905791
0.000155194	5.043451145
0.000155386	5.039854684
0.000155577	5.036811213
0.000155768	5.034546568
0.00015596	5.033526829
0.000156149	5.034420671
0.000156315	5.037341099
0.00015646	5.041922874
0.000156699	5.054406668
0.000156894	5.070996816
0.00015704	5.090877318
0.00015715	5.114541811
0.000157232	5.140947465
0.000157315	5.178650191
0.000157356	5.203173251
0.000157397	5.232360718
0.000157439	5.266993393
0.00015748	5.30796228
0.000157527	5.364134724
0.000157572	5.427219954
0.000157614	5.497411933
0.000157653	5.574616723
0.000157689	5.658661662
0.000157724	5.74984405
0.000157756	5.847692585
0.000157786	5.952569801
0.000157843	6.188543244
0.000157892	6.448379899
0.000157936	6.726614622
0.000157974	7.017313253
0.000158007	7.31432195
0.000158036	7.610645026
0.000158065	7.945260711
0.000158109	8.528315819
0.000158142	9.036560718
0.000158191	9.923566133
0.00015824	10.97872399
0.000158265	11.58300468
0.000158331	13.40554586
0.000158368	14.5891348
0.00015844	17.14183468
0.000158554	21.8403121
0.00015872	28.96907918
0.00015877	30.87346657
0.000158814	32.33970104
0.00015887	33.87929838
0.000158935	35.06953291
0.000159	35.54927596
0.000159065	35.28552955
0.00015913	34.30274708
0.000159188	32.89570888
0.000159231	31.5610786
0.000159312	28.56984589
0.00015947	21.89322398
0.000159565	18.08827411
0.000159629	15.77730876
0.000159662	14.71053724
0.000159705	13.43036315
0.00015976	11.97640852
0.000159832	10.4090035
0.00015986	9.890865105
0.000159886	9.445965063
0.000159935	8.718369406
0.000159978	8.181870563
0.000160016	7.780373597
0.000160049	7.4747048
0.000160078	7.238985953
0.000160103	7.053350784
0.000160147	6.771486314
0.00016018	6.590793543
0.00016023	6.361808713
0.00016028	6.174947646
0.00016031	6.079670735
0.00016034	5.995032635
0.0001604	5.853740222
0.00016046	5.74291612
0.00016052	5.655803882
0.000160565	5.603055264
0.00016061	5.558981841
0.0001607	5.491148834
0.00016079	5.443142204
0.00016088	5.408721019
0.000160968	5.38432462
0.000161055	5.366321057
0.00016123	5.343572946
0.000161405	5.334388595
0.00016158	5.33964299
0.000161695	5.353074151
0.00016181	5.376341725
0.000161925	5.411543729
0.00016204	5.461471357
0.000162165	5.537552166
0.000162259	5.61533605
0.000162329	5.690058506
0.000162399	5.784096549
0.00016247	5.904854926
0.00016254	6.062847793
0.000162582	6.182193305
0.000162625	6.325396457
0.000162689	6.59732997
0.000162737	6.858991931
0.000162784	7.185032206
0.000162832	7.592213652
0.00016288	8.102330167
0.000162925	8.697090092
0.000162959	9.230935754
0.000163009	10.20390168
0.00016306	11.4276894
0.000163099	12.5632292
0.000163137	13.90305322
0.000163188	16.0216104
0.000163211	17.11723841
0.000163254	19.46377225
0.000163281	21.13614857
0.000163336	25.1810071
0.00016337	28.00424008
0.000163423	33.12453631
0.00016347	38.32057985
0.000163511	43.43090051
0.000163565	50.87010919
0.000163597	55.77298086
0.000163666	67.05121244
0.000163741	80.38160983
0.000163919	112.3304866
0.000164007	125.4594253
0.00016406	131.6226285
0.0001642	139.5545125
0.00016427	138.3953836
0.00016434	133.8835303
0.000164403	127.3380258
0.000164449	121.1435213
0.00016452	110.2742048
0.000164667	84.49520389
0.000164735	72.80224119
0.000164785	64.69159404
0.000164842	56.02445425
0.000164922	45.44230865
0.000164969	40.05837099
0.00016503	34.07625712
0.000165082	29.76611361
0.00016513	26.3378467
0.000165176	23.6008402
0.000165219	21.4054133
0.000165237	20.55035402
0.000165259	19.63590588
0.000165296	18.19676792
0.000165331	17.01418945
0.000165364	16.03433416
0.000165393	15.27848254
0.000165426	14.47784458
0.00016548	13.35924436
0.000165509	12.83657833
0.000165528	12.5286445
0.000165569	11.893888
0.000165606	11.39851117
0.000165669	10.64388058
0.000165717	10.15841408
0.000165753	9.833276822
0.000165806	9.401591237
0.00016586	9.029944929
0.000165912	8.722911897
0.000165963	8.458806887
0.000166012	8.24628297
0.00016606	8.062968977
0.000166151	7.783346699
0.000166236	7.579308613
0.000166322	7.413508737
0.000166471	7.178336641
0.000166602	7.003613776
0.000166716	6.863471438
0.000166816	6.748047751
0.000166904	6.651547589
0.000167058	6.492434163
0.000167173	6.381653029
0.000167347	6.232374341
0.00016752	6.108405013
0.000167658	6.029067993
0.000167797	5.964769671
0.000168005	5.886986276
0.000168161	5.836660195
0.000168395	5.768605042
0.00016863	5.710287401
0.000168904	5.656177406
0.000169317	5.591658039
0.00016973	5.53694285
0.000170057	5.502450907
0.000170548	5.458362277
0.000170794	5.438155818
0.00017104	5.420804116
0.000171477	5.398744012
0.000171914	5.381321592
0.000173455	5.321993789
0.000174619	5.278000304
0.000175498	5.245269751
0.000176824	5.19650494
0.000177492	5.172240139
0.00017816	5.150140726
0.000178616	5.140115494
0.000179984	5.115971718
0.000181365	5.092184289
0.000183455	5.057026911
0.000185041	5.031211134
0.00018557	5.023987419
0.00018571	5.02283692
0.000186086	5.021601271
0.000186652	5.022364693
0.000186936	5.02411332
0.00018722	5.028824993
0.000187599	5.041870007
0.000187884	5.055337992
0.000188097	5.066951301
0.000188418	5.090672431
0.000188579	5.109964224
0.00018874	5.138087436
0.000188882	5.17141102
0.000189139	5.250224574
0.000189373	5.335158425
0.000189579	5.415769083
0.000189758	5.490321653
0.000190053	5.621573471
0.000190294	5.740254191
0.000190476	5.845362471
0.000190612	5.947245557
0.000190714	6.048727045
0.000190816	6.183858293
0.000190918	6.364799379
0.00019102	6.602381426
0.000191091	6.805082199
0.000191158	7.025316254
0.000191279	7.501096823
0.000191437	8.276138095
0.000191527	8.81074546
0.000191606	9.351785377
0.000191675	9.901389604
0.000191736	10.46267386
0.000191789	11.0319313
0.000191842	11.69652866
0.000191921	12.92181273
0.000191981	14.07148598
0.000192026	15.09102661
0.00019207	16.27172968
0.000192115	17.63258765
0.00019216	19.19498813
0.000192198	20.6981506
0.000192267	23.87579441
0.000192328	27.19856516
0.000192385	30.79095871
0.000192453	35.71214092
0.000192512	40.59849984
0.000192557	44.70132611
0.000192625	51.33780879
0.00019277	67.3975547
0.000192943	87.39064497
0.000193047	98.08063275
0.00019311	103.3344613
0.000193205	108.9740705
0.0001933	111.3014534
0.000193395	110.0674487
0.00019349	105.4525473
0.000193533	102.4314715
0.000193639	92.88175651
0.00019383	71.86980722
0.000193969	56.74596755
0.000194026	51.04481883
0.000194105	43.84196894
0.000194146	40.37240446
0.00019422	34.91157776
0.000194281	30.9854096
0.00019435	27.1030725
0.000194395	24.94581752
0.00019444	23.02664683
0.000194511	20.43897664
0.000194578	18.45501353
0.000194699	15.71811782
0.000194754	14.76478054
0.000194831	13.64496745
0.000194857	13.32022205
0.000194947	12.3219302
0.000195018	11.65775729
0.000195156	10.57640499
0.000195341	9.423253849
0.00019549	8.706151913
0.00019558	8.360536909
0.000195651	8.130087836
0.000195722	7.933829778
0.000195855	7.64440137
0.000195979	7.442736721
0.000196096	7.292348503
0.000196214	7.163469487
0.000196419	6.962882702
0.000196717	6.697518629
0.000197134	6.360208113
0.000197316	6.223879197
0.000197452	6.126173982
0.000197656	5.990851432
0.00019786	5.876149049
0.00019806	5.787639211
0.00019836	5.689463059
0.00019866	5.615656106
0.00019884	5.579608857
0.00019902	5.548358439
0.00019938	5.49598523
0.000199756	5.451449553
0.000200322	5.392445464
0.00020089	5.339777126
0.000201298	5.311361184
0.000201705	5.287161207
0.000202934	5.216375316
0.000203552	5.18116677
0.00020417	5.148592034
0.000204514	5.134252773
0.000206922	5.04895957
0.000209013	4.976005658
0.000209361	4.963907498
0.00020971	4.952054664
0.00020983	4.94807581
0.000210097	4.939421728
0.000210364	4.931024246
0.000210632	4.922890488
0.0002109	4.915152861
0.000211194	4.907405175
0.000211415	4.90235554
0.000211747	4.896560124
0.000211914	4.894893055
0.00021208	4.894519421
0.000212191	4.895218093
0.000212401	4.899123215
0.000212584	4.90587596
0.000212744	4.914790415
0.000212884	4.92527927
0.000213115	4.949723139
0.000213304	4.981698022
0.000213445	5.021343092
0.000213551	5.067734407
0.000213631	5.11694404
0.000213711	5.183195926
0.00021379	5.271393033
0.00021387	5.387567503
0.000213926	5.488563341
0.000213978	5.601475612
0.000214026	5.725922287
0.000214072	5.862027341
0.000214115	6.009412525
0.000214155	6.167973175
0.000214193	6.33811792
0.000214229	6.518912334
0.000214262	6.71017854
0.000214324	7.135924074
0.000214378	7.597045484
0.000214426	8.082659504
0.000214468	8.583603532
0.000214504	9.090345576
0.000214536	9.5895258
0.000214568	10.14975273
0.000214616	11.11169708
0.000214652	11.94178649
0.000214706	13.37426639
0.00021476	15.05728282
0.000214819	17.18856117
0.000214867	19.17809929
0.000214911	21.19039798
0.000214968	24.07680356
0.00021503	27.47361043
0.000215097	31.50874202
0.000215298	44.054326
0.000215424	50.88375731
0.0002155	53.94706823
0.000215575	55.93410225
0.00021565	56.74945663
0.000215725	56.33777631
0.0002158	54.73697814
0.000215868	52.38199126
0.000215969	47.55564368
0.000216153	36.63423285
0.000216241	31.31401385
0.000216311	27.3361336
0.000216365	24.52165829
0.000216439	21.00651594
0.000216502	18.43015338
0.00021654	17.05641574
0.000216596	15.26609065
0.000216648	13.81734878
0.000216696	12.6474274
0.000216742	11.69817885
0.000216785	10.92586712
0.000216825	10.29330338
0.000216863	9.769755841
0.000216899	9.334881044
0.000216932	8.970216157
0.000216985	8.464901244
0.000217096	7.635380978
0.000217138	7.389212163
0.000217174	7.195800372
0.000217238	6.901175296
0.000217286	6.710839941
0.000217322	6.582565547
0.000217376	6.411319419
0.00021743	6.261801651
0.000217509	6.077954892
0.000217578	5.944796526
0.000217646	5.833530158
0.000217698	5.762374672
0.00021775	5.700014307
0.000217827	5.620618593
0.000217905	5.554878285
0.000217982	5.499940081
0.00021806	5.45345582
0.000218205	5.383383399
0.000218349	5.328168168
0.000218567	5.261326023
0.000218893	5.177514513
0.000219057	5.139986029
0.00021922	5.105727007
0.00021951	5.054171179
0.000219733	5.021563859
0.000219955	4.99261422
0.0002204	4.940167291
0.0002207	4.90852398
0.00022091	4.888174114
0.00022159	4.829186228
0.00022189	4.806343231
0.00022207	4.7939261
0.000222355	4.777020489
0.000222497	4.770351417
0.00022264	4.765472539
0.0002228	4.763099106
0.00022296	4.765772662
0.000223095	4.774239782
0.00022323	4.791748108
0.00022334	4.816211416
0.000223422	4.843303135
0.000223505	4.880745106
0.000223587	4.932300037
0.00022367	5.003627202
0.000223751	5.10100064
0.000223822	5.218152634
0.000223884	5.354337713
0.000223939	5.508370831
0.000223986	5.677371907
0.000224034	5.886821938
0.00022407	6.075317565
0.000224106	6.29655969
0.000224159	6.699174178
0.000224199	7.067368118
0.00022424	7.502177315
0.00022428	8.013225126
0.00022432	8.612311766
0.000224376	9.613010011
0.000224399	10.08406808
0.000224439	11.00148551
0.00022447	11.7719567
0.000224492	12.40022545
0.000224526	13.42961876
0.00022456	14.56086473
0.00022461	16.4243976
0.000224651	18.13712224
0.000224706	20.71842595
0.000224766	23.80757952
0.000224811	26.38717075
0.000224897	31.69326898
0.00022511	45.96525952
0.00022523	53.48327261
0.0002253	57.28790484
0.000225375	60.73801655
0.00022545	63.4879329
0.00022559	66.92264254
0.00022583	70.79200182
0.000226	75.96813027
0.00022617	85.30881509
0.00022635	98.13186492
0.000226455	105.0154669
0.00022652	108.3335116
0.00022656	109.860122
0.00022663	111.3904719
0.0002267	111.2846645
0.00022677	109.4333773
0.00022684	105.8530219
0.000226908	100.8908328
0.000227009	91.16629584
0.00022714	75.95148187
0.00022723	64.9623032
0.000227307	55.78766482
0.000227369	48.91690765
0.000227416	43.99464829
0.000227507	35.50620637
0.00022757	30.50602754
0.000227598	28.53660792
0.000227649	25.19493284
0.00022768	23.40721203
0.000227727	20.98720503
0.000227771	19.01117994
0.000227812	17.39715017
0.00022785	16.06987528
0.000227887	14.97501762
0.000227921	14.06820304
0.000227954	13.26428499
0.000227984	12.63593683
0.000228014	12.07129721
0.000228055	11.38617551
0.000228111	10.58887244
0.000228151	10.11596562
0.000228186	9.75228606
0.000228221	9.42785289
0.000228273	9.005886691
0.000228312	8.732362765
0.000228371	8.378715152
0.00022843	8.080725692
0.00022849	7.824275575
0.00022855	7.606953956
0.000228607	7.429554541
0.000228665	7.276986391
0.000228751	7.087063408
0.000228837	6.934220349
0.000228924	6.810268468
0.00022901	6.708663224
0.000229098	6.623386663
0.000229185	6.552182748
0.00022936	6.441463828
0.000229563	6.350363587
0.000229765	6.284942626
0.000229968	6.238167796
0.0002302	6.208839474
0.00023034	6.206649911
0.00023048	6.21756713
0.00023064	6.246620605
0.0002308	6.294356224
0.00023096	6.364778866
0.00023112	6.467120795
0.000231225	6.55916742
0.00023133	6.678674478
0.00023139	6.762677102
0.000231495	6.944858676
0.0002316	7.184600328
0.000231682	7.425657031
0.000231744	7.645495587
0.000231806	7.90598075
0.000231868	8.215413528
0.00023193	8.583976114
0.00023199	9.00862259
0.000232042	9.446569415
0.000232088	9.888558623
0.000232169	10.82161728
0.00023232	13.28203142
0.000232365	14.2474931
0.00023241	15.34140578
0.00023249	17.61902207
0.000232566	20.24925637
0.000232629	22.77423217
0.000232691	25.66802449
0.000232762	29.37407112
0.000232841	34.12493063
0.000232968	42.97826951
0.000233149	57.53516359
0.000233322	71.80593096
0.000233418	78.76482717
0.0002337	89.49767599
0.000233805	88.59957452
0.00023391	85.04880769
0.000233959	82.61629406
0.000234076	75.17995452
0.000234237	62.83930262
0.000234421	48.43985626
0.00023449	43.49106625
0.00023458	37.58817006
0.000234631	34.52373817
0.000234715	30.01887315
0.000234791	26.5080297
0.000234855	23.92421358
0.000234915	21.7904744
0.000234939	21.02250237
0.00023499	19.53494234
0.00023507	17.53223739
0.000235146	15.9967001
0.000235217	14.80865182
0.000235283	13.8805979
0.000235312	13.52335788
0.000235407	12.50895169
0.000235516	11.5895737
0.000235612	10.92747979
0.000235695	10.42343457
0.000235832	9.706517058
0.000235917	9.318709138
0.000236028	8.863753337
0.000236091	8.634156212
0.000236185	8.327184876
0.00023628	8.064319418
0.00023636	7.875466991
0.00023644	7.714587197
0.00023659	7.476599066
0.00023673	7.309577881
0.000236871	7.176376947
0.000237118	6.982593237
0.000237333	6.83027837
0.000237688	6.59849538
0.000237833	6.509305129
0.000238087	6.35946083
0.000238277	6.252170283
0.000238564	6.103549932
0.00023885	5.981017443
0.000239038	5.919021231
0.000239227	5.86969227
0.00023951	5.809618836
0.000239934	5.730866914
0.00024036	5.662123669
