E(MeV)	"PR-141(N,TOT)"
7.41761E-03	6.08833
7.41773E-03	6.08386
7.41784E-03	6.07963
7.41793E-03	6.07655
7.41801E-03	6.07357
7.41810E-03	6.0707
7.41818E-03	6.06797
7.41827E-03	6.06546
7.41827E-03	6.06547
7.41835E-03	6.06584
7.41844E-03	6.06641
7.41852E-03	6.0672
7.41861E-03	6.06825
7.41867E-03	6.06911
7.41872E-03	6.0701
7.41878E-03	6.07125
7.41884E-03	6.07256
7.41888E-03	6.07384
7.41889E-03	6.07446
7.41895E-03	6.07922
7.41901E-03	6.08418
7.41906E-03	6.08936
7.41912E-03	6.09478
7.41918E-03	6.10046
7.41923E-03	6.10641
7.41929E-03	6.11266
7.41935E-03	6.11923
7.41940E-03	6.12613
7.41944E-03	6.13108
7.41946E-03	6.13482
7.41952E-03	6.14698
7.41958E-03	6.16129
7.41964E-03	6.17374
7.41969E-03	6.18662
7.41976E-03	6.20449
7.41981E-03	6.21786
7.41983E-03	6.22524
7.41991E-03	6.25198
7.41998E-03	6.2797
7.42005E-03	6.30845
7.42012E-03	6.3383
7.42018E-03	6.36488
7.42019E-03	6.37051
7.42027E-03	6.41115
7.42034E-03	6.45308
7.42041E-03	6.49636
7.42047E-03	6.53467
7.42048E-03	6.54239
7.42056E-03	6.59791
7.42063E-03	6.65496
7.42070E-03	6.71358
7.42078E-03	6.7782
7.42078E-03	6.78263
7.42085E-03	6.85573
7.42093E-03	6.93602
7.42101E-03	7.01829
7.42109E-03	7.10856
7.42111E-03	7.13422
7.42122E-03	7.26616
7.42132E-03	7.40168
7.42136E-03	7.45731
7.42142E-03	7.5497
7.42156E-03	7.75893
7.42167E-03	7.93319
7.42169E-03	7.97313
7.42186E-03	8.26819
7.42206E-03	8.63019
7.42210E-03	8.70563
7.42264E-03	9.72318
7.42271E-03	9.85312
7.42286E-03	10.1215
7.42303E-03	10.4007
7.42304E-03	10.4189
7.42318E-03	10.6104
7.42330E-03	10.7709
7.42332E-03	10.8022
7.42344E-03	10.922
7.42355E-03	11.0284
7.42355E-03	11.0313
7.42370E-03	11.1203
7.42380E-03	11.1721
7.42385E-03	11.1844
7.42397E-03	11.2032
7.42400E-03	11.201
7.42400E-03	11.2005
7.42414E-03	11.1731
7.42421E-03	11.1519
7.42429E-03	11.1069
7.42442E-03	11.0207
7.42443E-03	11.0131
7.42458E-03	10.861
7.42464E-03	10.7883
7.42473E-03	10.6785
7.42489E-03	10.4443
7.42493E-03	10.3825
7.42506E-03	10.1581
7.42523E-03	9.86641
7.42526E-03	9.80355
7.42554E-03	9.25612
7.42594E-03	8.46168
7.42606E-03	8.23091
7.42611E-03	8.13562
7.42627E-03	7.85499
7.42639E-03	7.63487
7.42641E-03	7.59891
7.42652E-03	7.43415
7.42664E-03	7.24119
7.42672E-03	7.1159
7.42676E-03	7.05976
7.42685E-03	6.95033
7.42694E-03	6.82996
7.42703E-03	6.71269
7.42704E-03	6.70109
7.42712E-03	6.61637
7.42720E-03	6.53363
7.42726E-03	6.46898
7.42727E-03	6.45459
7.42735E-03	6.38454
7.42743E-03	6.31633
7.42751E-03	6.24988
7.42758E-03	6.19346
7.42766E-03	6.13868
7.42773E-03	6.08807
7.42775E-03	6.07509
7.42780E-03	6.04916
7.42787E-03	6.01345
7.42793E-03	5.97872
7.42800E-03	5.94491
7.42806E-03	5.91198
7.42813E-03	5.88176
7.42813E-03	5.88029
7.42819E-03	5.85611
7.42826E-03	5.83267
7.42833E-03	5.80992
7.42839E-03	5.78782
7.42846E-03	5.76632
7.42852E-03	5.74538
7.42854E-03	5.74098
7.42859E-03	5.72896
7.42865E-03	5.71412
7.42872E-03	5.69973
7.42879E-03	5.68576
7.42885E-03	5.67218
7.42892E-03	5.65896
7.42895E-03	5.65264
7.42898E-03	5.64791
7.42905E-03	5.63894
7.42912E-03	5.63024
7.42918E-03	5.62164
7.42925E-03	5.61327
7.42932E-03	5.60513
7.42938E-03	5.59718
7.42945E-03	5.58942
7.42952E-03	5.58181
7.42957E-03	5.57608
7.42958E-03	5.57499
7.42965E-03	5.5704
7.42972E-03	5.56593
7.42979E-03	5.56156
7.42985E-03	5.5573
7.42992E-03	5.55312
7.43002E-03	5.547
7.43012E-03	5.54104
7.43022E-03	5.5352
7.43032E-03	5.52947
7.43042E-03	5.52383
7.43052E-03	5.51827
7.43066E-03	5.51096
7.43079E-03	5.50374
7.43093E-03	5.4966
7.43106E-03	5.48952
7.43126E-03	5.47899
7.43149E-03	5.46995
7.43172E-03	5.461
7.43203E-03	5.44915
7.43234E-03	5.43738
7.43265E-03	5.42565
7.43312E-03	5.40815
7.43358E-03	5.39072
7.43404E-03	5.37334
7.43466E-03	5.35024
7.43528E-03	5.3272
7.43590E-03	5.3042
7.43600E-03	5.30058
7.43651E-03	5.28412
7.43741E-03	5.25516
7.43832E-03	5.22626
7.43922E-03	5.19739
7.44043E-03	5.15894
7.44163E-03	5.12054
7.44284E-03	5.08217
7.44456E-03	5.02743
7.44465E-03	5.02492
7.44585E-03	4.99014
7.44736E-03	4.94671
7.44886E-03	4.90331
7.45037E-03	4.85994
7.45188E-03	4.81659
7.45338E-03	4.77328
7.45489E-03	4.72999
7.45639E-03	4.68675
7.45790E-03	4.64354
7.45903E-03	4.61117
7.46016E-03	4.57884
7.46129E-03	4.54654
7.46192E-03	4.52863
7.46242E-03	4.51204
7.46317E-03	4.4872
7.46392E-03	4.46239
7.46487E-03	4.43143
7.46549E-03	4.41082
7.46612E-03	4.39026
7.46643E-03	4.37999
7.46675E-03	4.36735
7.46738E-03	4.34212
7.46800E-03	4.31695
7.46863E-03	4.29184
7.46916E-03	4.27057
7.46960E-03	4.2531
7.46995E-03	4.23941
7.47004E-03	4.23472
7.47048E-03	4.21286
7.47092E-03	4.19108
7.47136E-03	4.16939
7.47169E-03	4.15318
7.47196E-03	4.14011
7.47202E-03	4.13623
7.47235E-03	4.11595
7.47261E-03	4.09958
7.47293E-03	4.08042
7.47324E-03	4.06135
7.47356E-03	4.0424
7.47384E-03	4.02547
7.47387E-03	4.0231
7.47410E-03	4.00545
7.47434E-03	3.9879
7.47458E-03	3.97047
7.47481E-03	3.9532
7.47497E-03	3.94177
7.47503E-03	3.93725
7.47519E-03	3.92388
7.47535E-03	3.90998
7.47552E-03	3.89621
7.47568E-03	3.8826
7.47585E-03	3.86918
7.47601E-03	3.85598
7.47618E-03	3.84307
7.47629E-03	3.83463
7.47640E-03	3.82637
7.47651E-03	3.8183
7.47662E-03	3.81046
7.47673E-03	3.80288
7.47684E-03	3.79509
7.47688E-03	3.79263
7.47696E-03	3.79061
7.47708E-03	3.78805
7.47716E-03	3.78664
7.47724E-03	3.78551
7.47731E-03	3.78467
7.47735E-03	3.78442
7.47739E-03	3.78595
7.47747E-03	3.78938
7.47751E-03	3.79129
7.47755E-03	3.79552
7.47763E-03	3.80442
7.47771E-03	3.81381
7.47778E-03	3.82376
7.47782E-03	3.82903
7.47786E-03	3.83822
7.47794E-03	3.85728
7.47801E-03	3.87504
7.47806E-03	3.88727
7.47807E-03	3.89292
7.47814E-03	3.91607
7.47820E-03	3.93978
7.47822E-03	3.94586
7.47826E-03	3.96893
7.47833E-03	4.00033
7.47837E-03	4.02441
7.47839E-03	4.0344
7.47845E-03	4.07507
7.47851E-03	4.11653
7.47853E-03	4.12711
7.47858E-03	4.16589
7.47864E-03	4.21849
7.47869E-03	4.25865
7.47870E-03	4.27482
7.47876E-03	4.34052
7.47883E-03	4.40727
7.47884E-03	4.42424
7.47889E-03	4.4836
7.47895E-03	4.56391
7.47896E-03	4.57412
7.47903E-03	4.68299
7.47908E-03	4.74899
7.47911E-03	4.80219
7.47918E-03	4.93183
7.47920E-03	4.95105
7.47926E-03	5.07604
7.47929E-03	5.14412
7.47934E-03	5.23323
7.47941E-03	5.40001
7.47941E-03	5.40707
7.47949E-03	5.58727
7.47953E-03	5.70632
7.47956E-03	5.78535
7.47965E-03	6.04361
7.47966E-03	6.07303
7.47974E-03	6.31143
7.47977E-03	6.42205
7.47983E-03	6.61464
7.47989E-03	6.84285
7.47990E-03	6.89742
7.48001E-03	7.30866
7.48002E-03	7.36187
7.48013E-03	7.82025
7.48014E-03	7.87125
7.48026E-03	8.42446
7.48038E-03	9.02858
7.48040E-03	9.13445
7.48051E-03	9.79083
7.48053E-03	9.90586
7.48067E-03	10.7363
7.48068E-03	10.7763
7.48082E-03	11.6654
7.48088E-03	12.0715
7.48100E-03	12.8905
7.48114E-03	13.9603
7.48123E-03	14.6225
7.48152E-03	16.7831
7.48169E-03	18.1057
7.48185E-03	19.2287
7.48191E-03	19.6569
7.48207E-03	20.7814
7.48210E-03	20.9767
7.48225E-03	21.9351
7.48227E-03	22.0605
7.48240E-03	22.7858
7.48247E-03	23.1666
7.48255E-03	23.5431
7.48262E-03	23.8619
7.48270E-03	24.1707
7.48276E-03	24.3927
7.48285E-03	24.6515
7.48293E-03	24.8818
7.48300E-03	24.9983
7.48309E-03	25.1456
7.48313E-03	25.1749
7.48325E-03	25.2441
7.48328E-03	25.2432
7.48330E-03	25.2393
7.48343E-03	25.1398
7.48345E-03	25.1214
7.48358E-03	24.8928
7.48360E-03	24.8548
7.48373E-03	24.5039
7.48375E-03	24.4474
7.48388E-03	23.9839
7.48390E-03	23.9103
7.48405E-03	23.2465
7.48409E-03	23.0766
7.48425E-03	22.2279
7.48427E-03	22.1283
7.48446E-03	21.0304
7.48448E-03	20.9126
7.48468E-03	19.6469
7.48501E-03	17.4579
7.48518E-03	16.35
7.48531E-03	15.5356
7.48535E-03	15.2628
7.48548E-03	14.4518
7.48556E-03	13.9922
7.48560E-03	13.7755
7.48571E-03	13.1312
7.48575E-03	12.8829
7.48582E-03	12.5183
7.48594E-03	11.9279
7.48595E-03	11.8628
7.48601E-03	11.5631
7.48611E-03	11.1174
7.48614E-03	10.9408
7.48620E-03	10.6967
7.48629E-03	10.3142
7.48629E-03	10.2954
7.48639E-03	9.92414
7.48641E-03	9.83229
7.48648E-03	9.57709
7.48656E-03	9.30231
7.48658E-03	9.24587
7.48667E-03	8.94157
7.48671E-03	8.82611
7.48674E-03	8.7256
7.48683E-03	8.47688
7.48685E-03	8.40086
7.48692E-03	8.22676
7.48699E-03	8.06649
7.48700E-03	8.02276
7.48705E-03	7.91883
7.48711E-03	7.7767
7.48715E-03	7.68859
7.48717E-03	7.64109
7.48724E-03	7.51552
7.48730E-03	7.39412
7.48730E-03	7.39133
7.48736E-03	7.28074
7.48742E-03	7.1711
7.48744E-03	7.13576
7.48749E-03	7.07028
7.48755E-03	6.97413
7.48760E-03	6.90262
7.48761E-03	6.88207
7.48767E-03	6.80062
7.48774E-03	6.71988
7.48781E-03	6.62982
7.48783E-03	6.60008
7.48789E-03	6.54234
7.48797E-03	6.46073
7.48804E-03	6.37993
7.48807E-03	6.35591
7.48812E-03	6.30923
7.48820E-03	6.24321
7.48828E-03	6.1778
7.48830E-03	6.15834
7.48836E-03	6.11928
7.48844E-03	6.06398
7.48846E-03	6.04753
7.48851E-03	6.01512
7.48859E-03	5.96923
7.48867E-03	5.92371
7.48875E-03	5.87854
7.48877E-03	5.86508
7.48883E-03	5.83987
7.48891E-03	5.80413
7.48899E-03	5.76864
7.48907E-03	5.72986
7.48910E-03	5.71585
7.48916E-03	5.69299
7.48926E-03	5.65895
7.48935E-03	5.62513
7.48943E-03	5.59712
7.48945E-03	5.59255
7.48959E-03	5.5518
7.48973E-03	5.51137
7.48987E-03	5.47121
7.49001E-03	5.43993
7.49015E-03	5.40884
7.49029E-03	5.37791
7.49044E-03	5.34713
7.49053E-03	5.32669
7.49059E-03	5.31639
7.49078E-03	5.28565
7.49097E-03	5.25506
7.49116E-03	5.22461
7.49141E-03	5.18417
7.49147E-03	5.17411
7.49166E-03	5.1509
7.49191E-03	5.1201
7.49216E-03	5.08941
7.49241E-03	5.05883
7.49270E-03	5.03233
7.49301E-03	5.00301
7.49332E-03	4.97379
7.49364E-03	4.94466
7.49379E-03	4.93013
7.49395E-03	4.91897
7.49426E-03	4.89671
7.49458E-03	4.87452
7.49505E-03	4.84132
7.49530E-03	4.82366
7.49542E-03	4.81682
7.49580E-03	4.79635
7.49630E-03	4.76914
7.49681E-03	4.74199
7.49731E-03	4.71491
7.49781E-03	4.69407
7.49831E-03	4.67327
7.49881E-03	4.65251
7.49938E-03	4.6292
7.49982E-03	4.6111
7.50001E-03	4.60503
7.50063E-03	4.58483
7.50126E-03	4.56467
7.50189E-03	4.54454
7.50252E-03	4.52444
7.50283E-03	4.5144
7.50346E-03	4.499
7.50440E-03	4.47595
7.50534E-03	4.45293
7.50628E-03	4.42994
7.50722E-03	4.40697
7.50810E-03	4.38556
7.50848E-03	4.37845
7.50973E-03	4.35478
7.51099E-03	4.33113
7.51224E-03	4.3075
7.51350E-03	4.28389
7.51412E-03	4.2721
7.51490E-03	4.26005
7.51644E-03	4.23598
7.51799E-03	4.21192
7.52015E-03	4.17832
7.52031E-03	4.17628
7.52262E-03	4.14631
7.52494E-03	4.11636
7.52649E-03	4.0964
7.52888E-03	4.06553
7.53127E-03	4.03469
7.53226E-03	4.02189
7.53366E-03	4.00696
7.53546E-03	3.98783
7.53606E-03	3.98146
7.53765E-03	3.96452
7.53924E-03	3.94759
7.54083E-03	3.93068
7.54189E-03	3.91942
7.54295E-03	3.90817
7.54374E-03	3.89975
7.54454E-03	3.89134
7.54515E-03	3.88494
7.54575E-03	3.87854
7.54636E-03	3.87216
7.54697E-03	3.8658
7.54742E-03	3.86105
7.54788E-03	3.85631
7.54833E-03	3.85159
7.54879E-03	3.8469
7.54909E-03	3.84379
7.54940E-03	3.8407
7.54968E-03	3.83788
7.54976E-03	3.83701
7.54996E-03	3.83542
7.55017E-03	3.83371
7.55038E-03	3.83202
7.55058E-03	3.83037
7.55072E-03	3.8293
7.55086E-03	3.82825
7.55100E-03	3.82724
7.55111E-03	3.82651
7.55121E-03	3.82581
7.55132E-03	3.82514
7.55142E-03	3.82451
7.55153E-03	3.82394
7.55160E-03	3.82359
7.55168E-03	3.8232
7.55176E-03	3.82291
7.55184E-03	3.82266
7.55186E-03	3.82259
7.55191E-03	3.8228
7.55199E-03	3.82318
7.55207E-03	3.82363
7.55215E-03	3.82417
7.55220E-03	3.82458
7.55225E-03	3.82504
7.55230E-03	3.82554
7.55235E-03	3.82611
7.55240E-03	3.82673
7.55245E-03	3.82742
7.55251E-03	3.82818
7.55256E-03	3.82901
7.55261E-03	3.82993
7.55266E-03	3.83093
7.55271E-03	3.83203
7.55276E-03	3.83407
7.55281E-03	3.83622
7.55286E-03	3.83849
7.55292E-03	3.84088
7.55297E-03	3.84341
7.55302E-03	3.84609
7.55307E-03	3.84892
7.55312E-03	3.85193
7.55317E-03	3.85511
7.55322E-03	3.85848
7.55327E-03	3.86206
7.55334E-03	3.86683
7.55335E-03	3.86786
7.55340E-03	3.87373
7.55347E-03	3.88146
7.55353E-03	3.88961
7.55360E-03	3.89821
7.55366E-03	3.9073
7.55372E-03	3.91691
7.55379E-03	3.92706
7.55385E-03	3.9378
7.55392E-03	3.94917
7.55398E-03	3.96119
7.55399E-03	3.96373
7.55405E-03	3.97634
7.55411E-03	3.99283
7.55417E-03	4.01009
7.55424E-03	4.02816
7.55430E-03	4.04707
7.55438E-03	4.07094
7.55446E-03	4.1
7.55453E-03	4.13045
7.55461E-03	4.16235
7.55469E-03	4.19576
7.55476E-03	4.23071
7.55484E-03	4.27211
7.55492E-03	4.31513
7.55500E-03	4.35982
7.55510E-03	4.42201
7.55519E-03	4.47905
7.55520E-03	4.488
7.55532E-03	4.57209
7.55543E-03	4.65988
7.55552E-03	4.73093
7.55555E-03	4.75265
7.55566E-03	4.85367
7.55580E-03	4.9754
7.55595E-03	5.11313
7.55597E-03	5.13799
7.55625E-03	5.41344
7.55663E-03	5.8002
7.55679E-03	5.95551
7.55684E-03	6.0024
7.55702E-03	6.1521
7.55717E-03	6.27137
7.55718E-03	6.28089
7.55733E-03	6.37993
7.55746E-03	6.45603
7.55752E-03	6.48453
7.55761E-03	6.52126
7.55775E-03	6.56599
7.55784E-03	6.5861
7.55790E-03	6.59319
7.55799E-03	6.59858
7.55800E-03	6.59829
7.55815E-03	6.58314
7.55828E-03	6.55762
7.55829E-03	6.55529
7.55841E-03	6.51019
7.55855E-03	6.44173
7.55860E-03	6.41564
7.55868E-03	6.36531
7.55885E-03	6.24974
7.55892E-03	6.19041
7.55900E-03	6.12507
7.55918E-03	5.96249
7.55934E-03	5.81581
7.55939E-03	5.75877
7.55995E-03	5.1902
7.56015E-03	4.99271
7.56026E-03	4.88793
7.56031E-03	4.84096
7.56044E-03	4.72766
7.56052E-03	4.66215
7.56057E-03	4.62118
7.56066E-03	4.55208
7.56075E-03	4.48522
7.56084E-03	4.42063
7.56093E-03	4.35834
7.56095E-03	4.3412
7.56102E-03	4.30287
7.56111E-03	4.25149
7.56120E-03	4.20235
7.56129E-03	4.15542
7.56135E-03	4.1232
7.56139E-03	4.1045
7.56141E-03	4.09358
7.56148E-03	4.06733
7.56154E-03	4.04207
7.56161E-03	4.01778
7.56167E-03	3.99443
7.56174E-03	3.97197
7.56177E-03	3.95901
7.56180E-03	3.95154
7.56186E-03	3.93368
7.56193E-03	3.9166
7.56199E-03	3.90027
7.56206E-03	3.88466
7.56212E-03	3.86971
7.56216E-03	3.86112
7.56219E-03	3.85646
7.56225E-03	3.84539
7.56231E-03	3.83489
7.56238E-03	3.82443
7.56245E-03	3.81452
7.56252E-03	3.80512
7.56258E-03	3.79619
7.56265E-03	3.7877
7.56272E-03	3.77961
7.56279E-03	3.7719
7.56279E-03	3.77155
7.56283E-03	3.76838
7.56288E-03	3.76511
7.56292E-03	3.76198
7.56297E-03	3.75898
7.56301E-03	3.7561
7.56306E-03	3.75334
7.56310E-03	3.75069
7.56315E-03	3.74814
7.56319E-03	3.74568
7.56324E-03	3.74332
7.56330E-03	3.73993
7.56337E-03	3.73671
7.56344E-03	3.73366
7.56350E-03	3.73074
7.56357E-03	3.72795
7.56364E-03	3.72528
7.56371E-03	3.72272
7.56375E-03	3.72106
7.56381E-03	3.71899
7.56387E-03	3.71697
7.56391E-03	3.71566
7.56393E-03	3.7153
7.56398E-03	3.71426
7.56404E-03	3.71326
7.56410E-03	3.7123
7.56419E-03	3.71094
7.56427E-03	3.70964
7.56436E-03	3.7084
7.56445E-03	3.70721
7.56453E-03	3.70607
7.56462E-03	3.70497
7.56468E-03	3.70425
7.56479E-03	3.70285
7.56491E-03	3.7015
7.56502E-03	3.70018
7.56514E-03	3.69889
7.56531E-03	3.697
7.56549E-03	3.69514
7.56560E-03	3.69392
7.56581E-03	3.69177
7.56601E-03	3.68964
7.56632E-03	3.68648
7.56663E-03	3.68336
7.56694E-03	3.68025
7.56725E-03	3.67717
7.56767E-03	3.67308
7.56808E-03	3.66902
7.56849E-03	3.66497
7.56891E-03	3.66094
7.56940E-03	3.65613
7.56990E-03	3.65133
7.57064E-03	3.64416
7.57138E-03	3.63701
7.57187E-03	3.63226
7.57286E-03	3.62276
7.57385E-03	3.61328
7.57484E-03	3.60381
7.57632E-03	3.58963
7.57758E-03	3.57756
7.57835E-03	3.57022
7.57912E-03	3.56306
7.58066E-03	3.54874
7.58296E-03	3.52728
7.58527E-03	3.50584
7.58758E-03	3.48441
7.58911E-03	3.47012
7.59257E-03	3.43799
7.59603E-03	3.40588
7.59949E-03	3.37378
7.60295E-03	3.34169
7.60602E-03	3.3093
7.60910E-03	3.27692
7.61217E-03	3.24456
7.61524E-03	3.21222
7.61759E-03	3.18758
7.61837E-03	3.17937
7.61993E-03	3.15983
7.62227E-03	3.13052
7.62462E-03	3.10124
7.62696E-03	3.07199
7.62774E-03	3.06224
7.62903E-03	3.04256
7.63098E-03	3.01306
7.63227E-03	2.99341
7.63357E-03	2.97378
7.63486E-03	2.95416
7.63551E-03	2.94437
7.63616E-03	2.9324
7.63745E-03	2.9085
7.63858E-03	2.88777
7.63953E-03	2.87019
7.64001E-03	2.86142
7.64049E-03	2.8509
7.64144E-03	2.82989
7.64239E-03	2.8089
7.64335E-03	2.78795
7.64383E-03	2.77749
7.64430E-03	2.76478
7.64526E-03	2.73939
7.64607E-03	2.71767
7.64676E-03	2.69961
7.64710E-03	2.6906
7.64744E-03	2.67952
7.64812E-03	2.65741
7.64880E-03	2.63535
7.64948E-03	2.61334
7.64982E-03	2.60238
7.65016E-03	2.58881
7.65068E-03	2.56852
7.65119E-03	2.54828
7.65163E-03	2.53079
7.65207E-03	2.51334
7.65214E-03	2.51067
7.65252E-03	2.49292
7.65296E-03	2.47201
7.65340E-03	2.45118
7.65357E-03	2.4432
7.65385E-03	2.4281
7.65429E-03	2.40366
7.65473E-03	2.37934
7.65500E-03	2.36444
7.65507E-03	2.35995
7.65541E-03	2.33759
7.65575E-03	2.31533
7.65609E-03	2.29318
7.65637E-03	2.27557
7.65644E-03	2.2703
7.65678E-03	2.24408
7.65712E-03	2.21804
7.65737E-03	2.19865
7.65739E-03	2.19737
7.65770E-03	2.17005
7.65793E-03	2.14897
7.65817E-03	2.12806
7.65834E-03	2.11326
7.65841E-03	2.10625
7.65865E-03	2.08196
7.65889E-03	2.05793
7.65907E-03	2.04011
7.65925E-03	2.0225
7.65926E-03	2.02084
7.65937E-03	2.0096
7.65955E-03	1.98924
7.65974E-03	1.96924
7.65988E-03	1.95452
7.66002E-03	1.94009
7.66016E-03	1.926
7.66030E-03	1.91231
7.66044E-03	1.89911
7.66052E-03	1.89183
7.66058E-03	1.88784
7.66068E-03	1.88193
7.66077E-03	1.87636
7.66087E-03	1.87118
7.66095E-03	1.86692
7.66098E-03	1.86665
7.66110E-03	1.8664
7.66117E-03	1.86671
7.66121E-03	1.86704
7.66125E-03	1.86933
7.66133E-03	1.87394
7.66138E-03	1.87736
7.66140E-03	1.88036
7.66148E-03	1.88991
7.66155E-03	1.89896
7.66156E-03	1.90066
7.66163E-03	1.91663
7.66171E-03	1.93335
7.66172E-03	1.9353
7.66179E-03	1.95594
7.66185E-03	1.97471
7.66186E-03	1.9814
7.66194E-03	2.01249
7.66197E-03	2.02678
7.66202E-03	2.04862
7.66209E-03	2.08909
7.66210E-03	2.09374
7.66218E-03	2.14685
7.66223E-03	2.17858
7.66227E-03	2.21196
7.66231E-03	2.24632
7.66236E-03	2.2886
7.66240E-03	2.32416
7.66245E-03	2.37697
7.66248E-03	2.41312
7.66254E-03	2.47831
7.66257E-03	2.5143
7.66263E-03	2.59388
7.66265E-03	2.62881
7.66272E-03	2.72504
7.66274E-03	2.75786
7.66281E-03	2.87321
7.66283E-03	2.90269
7.66290E-03	3.03986
7.66291E-03	3.06458
7.66299E-03	3.22751
7.66301E-03	3.27183
7.66307E-03	3.42429
7.66310E-03	3.5049
7.66315E-03	3.61386
7.66320E-03	3.76586
7.66322E-03	3.81883
7.66329E-03	4.0412
7.66330E-03	4.0567
7.66334E-03	4.20331
7.66340E-03	4.38046
7.66344E-03	4.54814
7.66349E-03	4.73761
7.66354E-03	4.92914
7.66359E-03	5.13065
7.66364E-03	5.34819
7.66369E-03	5.56134
7.66374E-03	5.8071
7.66378E-03	6.03142
7.66384E-03	6.30748
7.66388E-03	6.54233
7.66395E-03	6.9291
7.66398E-03	7.12514
7.66406E-03	7.6085
7.66410E-03	7.82129
7.66417E-03	8.34525
7.66421E-03	8.57574
7.66429E-03	9.14052
7.66432E-03	9.38861
7.66440E-03	9.99392
7.66443E-03	10.26
7.66455E-03	11.1866
7.66456E-03	11.3054
7.66469E-03	12.4463
7.66474E-03	12.9531
7.66483E-03	13.7201
7.66493E-03	14.7272
7.66500E-03	15.4037
7.66520E-03	17.5291
7.66534E-03	18.9974
7.66561E-03	21.9295
7.66583E-03	24.3112
7.66585E-03	24.4831
7.66603E-03	26.2859
7.66604E-03	26.3934
7.66619E-03	27.8077
7.66620E-03	27.9067
7.66636E-03	29.1823
7.66637E-03	29.2712
7.66652E-03	30.38
7.66653E-03	30.4567
7.66668E-03	31.3793
7.66668E-03	31.3794
7.66683E-03	32.0682
7.66685E-03	32.1373
7.66699E-03	32.6229
7.66700E-03	32.642
7.66713E-03	32.8985
7.66714E-03	32.905
7.66728E-03	32.9873
7.66734E-03	32.9603
7.66745E-03	32.8122
7.66750E-03	32.7253
7.66761E-03	32.4146
7.66766E-03	32.2475
7.66777E-03	31.7846
7.66783E-03	31.5428
7.66794E-03	30.9417
7.66799E-03	30.6317
7.66810E-03	29.9239
7.66813E-03	29.7251
7.66831E-03	28.386
7.66834E-03	28.1145
7.66853E-03	26.556
7.66857E-03	26.1852
7.66881E-03	23.9501
7.66902E-03	22.0329
7.66924E-03	20.0016
7.66936E-03	18.8687
7.66939E-03	18.5669
7.66953E-03	17.3699
7.66956E-03	17.0734
7.66966E-03	16.2285
7.66977E-03	15.3925
7.66980E-03	15.1306
7.66992E-03	14.1983
7.66994E-03	14.0444
7.67001E-03	13.5645
7.67010E-03	12.946
7.67011E-03	12.8988
7.67019E-03	12.3728
7.67027E-03	11.8517
7.67028E-03	11.8116
7.67037E-03	11.296
7.67044E-03	10.9034
7.67046E-03	10.7955
7.67054E-03	10.3332
7.67060E-03	10.0517
7.67063E-03	9.88703
7.67072E-03	9.47027
7.67075E-03	9.34862
7.67081E-03	9.08188
7.67088E-03	8.82181
7.67090E-03	8.71662
7.67099E-03	8.37562
7.67100E-03	8.34351
7.67108E-03	8.06317
7.67113E-03	7.91153
7.67117E-03	7.76978
7.67125E-03	7.52144
7.67126E-03	7.49485
7.67135E-03	7.24416
7.67138E-03	7.17102
7.67144E-03	7.01401
7.67150E-03	6.86703
7.67154E-03	6.75879
7.67158E-03	6.68892
7.67165E-03	6.52523
7.67171E-03	6.40281
7.67173E-03	6.36786
7.67181E-03	6.22646
7.67188E-03	6.09582
7.67188E-03	6.08757
7.67196E-03	5.96546
7.67204E-03	5.84455
7.67204E-03	5.83125
7.67211E-03	5.73753
7.67219E-03	5.63312
7.67221E-03	5.59863
7.67227E-03	5.5379
7.67234E-03	5.44766
7.67238E-03	5.39796
7.67242E-03	5.36285
7.67250E-03	5.28457
7.67256E-03	5.2242
7.67257E-03	5.20933
7.67265E-03	5.14302
7.67273E-03	5.07725
7.67281E-03	5.00474
7.67290E-03	4.94412
7.67298E-03	4.88399
7.67307E-03	4.8243
7.67315E-03	4.77371
7.67328E-03	4.69847
7.67332E-03	4.67361
7.67341E-03	4.63152
7.67353E-03	4.56895
7.67366E-03	4.50687
7.67366E-03	4.50687
7.67379E-03	4.45531
7.67392E-03	4.40411
7.67405E-03	4.35321
7.67405E-03	4.35321
7.67423E-03	4.29309
7.67436E-03	4.24757
7.67443E-03	4.22494
7.67457E-03	4.18642
7.67477E-03	4.12903
7.67494E-03	4.08147
7.67497E-03	4.07334
7.67518E-03	4.02485
7.67538E-03	3.97658
7.67545E-03	3.96056
7.67559E-03	3.9331
7.67586E-03	3.87846
7.67613E-03	3.82408
7.67644E-03	3.7717
7.67661E-03	3.74271
7.67682E-03	3.70804
7.67695E-03	3.68823
7.67729E-03	3.63894
7.67763E-03	3.58985
7.67784E-03	3.5605
7.67797E-03	3.54361
7.67831E-03	3.50154
7.67866E-03	3.45962
7.67883E-03	3.43798
7.67900E-03	3.42014
7.67945E-03	3.37157
7.67989E-03	3.32319
7.68014E-03	3.29694
7.68034E-03	3.27707
7.68079E-03	3.2336
7.68125E-03	3.18947
7.68171E-03	3.14554
7.68217E-03	3.10181
7.68247E-03	3.07278
7.68278E-03	3.04385
7.68308E-03	3.01506
7.68339E-03	2.98564
7.68372E-03	2.95564
7.68404E-03	2.92583
7.68413E-03	2.91695
7.68428E-03	2.9024
7.68452E-03	2.87829
7.68476E-03	2.85435
7.68500E-03	2.83063
7.68524E-03	2.80716
