E(MeV)	"PR-141(N,TOT)"
1.53273E-03	9.72378
1.53285E-03	9.69865
1.53300E-03	9.66591
1.53319E-03	9.62574
1.53339E-03	9.586
1.53353E-03	9.55656
1.53367E-03	9.52757
1.53377E-03	9.5086
1.53387E-03	9.49002
1.53391E-03	9.48096
1.53394E-03	9.4773
1.53401E-03	9.46673
1.53408E-03	9.45666
1.53413E-03	9.4503
1.53418E-03	9.44429
1.53422E-03	9.43869
1.53427E-03	9.43358
1.53432E-03	9.42906
1.53436E-03	9.42611
1.53439E-03	9.4236
1.53443E-03	9.42159
1.53446E-03	9.42016
1.53450E-03	9.41935
1.53453E-03	9.41922
1.53457E-03	9.41986
1.53460E-03	9.42137
1.53464E-03	9.42384
1.53468E-03	9.42738
1.53471E-03	9.43211
1.53475E-03	9.43817
1.53478E-03	9.44519
1.53478E-03	9.44593
1.53482E-03	9.4587
1.53485E-03	9.47325
1.53488E-03	9.48402
1.53490E-03	9.49572
1.53492E-03	9.5084
1.53495E-03	9.52211
1.53497E-03	9.53693
1.53499E-03	9.5529
1.53502E-03	9.57012
1.53505E-03	9.59839
1.53509E-03	9.62982
1.53512E-03	9.66465
1.53516E-03	9.70055
1.53516E-03	9.70351
1.53519E-03	9.75156
1.53522E-03	9.7966
1.53525E-03	9.84492
1.53528E-03	9.89675
1.53532E-03	9.95221
1.53535E-03	10.0115
1.53538E-03	10.0748
1.53541E-03	10.1422
1.53544E-03	10.214
1.53545E-03	10.2374
1.53547E-03	10.295
1.53550E-03	10.3828
1.53553E-03	10.4754
1.53558E-03	10.6233
1.53562E-03	10.7823
1.53567E-03	10.9528
1.53570E-03	11.0966
1.53575E-03	11.2727
1.53576E-03	11.3244
1.53579E-03	11.4659
1.53583E-03	11.6714
1.53589E-03	11.997
1.53596E-03	12.342
1.53601E-03	12.6505
1.53602E-03	12.7053
1.53610E-03	13.1771
1.53625E-03	14.1285
1.53640E-03	15.0614
1.53649E-03	15.5988
1.53656E-03	15.982
1.53657E-03	16.0313
1.53662E-03	16.2664
1.53669E-03	16.5894
1.53675E-03	16.8093
1.53677E-03	16.854
1.53682E-03	16.9974
1.53689E-03	17.1255
1.53692E-03	17.1587
1.53695E-03	17.1876
1.53700E-03	17.191
1.53707E-03	17.1484
1.53712E-03	17.076
1.53714E-03	17.0427
1.53720E-03	16.8863
1.53725E-03	16.716
1.53731E-03	16.4859
1.53733E-03	16.3852
1.53738E-03	16.1339
1.53746E-03	15.7396
1.53754E-03	15.2415
1.53756E-03	15.1229
1.53764E-03	14.5837
1.53788E-03	13.043
1.53795E-03	12.5386
1.53802E-03	12.1403
1.53807E-03	11.7997
1.53809E-03	11.6911
1.53813E-03	11.482
1.53819E-03	11.1841
1.53824E-03	10.903
1.53829E-03	10.6711
1.53834E-03	10.4627
1.53837E-03	10.3156
1.53839E-03	10.2691
1.53842E-03	10.1374
1.53846E-03	10.0125
1.53849E-03	9.89399
1.53853E-03	9.78179
1.53856E-03	9.6758
1.53860E-03	9.5757
1.53861E-03	9.54426
1.53863E-03	9.48556
1.53867E-03	9.40301
1.53870E-03	9.32565
1.53874E-03	9.25324
1.53877E-03	9.18551
1.53881E-03	9.12218
1.53884E-03	9.06303
1.53888E-03	9.00773
1.53889E-03	8.99055
1.53892E-03	8.95938
1.53895E-03	8.91606
1.53897E-03	8.88894
1.53900E-03	8.86313
1.53902E-03	8.83859
1.53904E-03	8.81523
1.53907E-03	8.79299
1.53909E-03	8.77182
1.53912E-03	8.75165
1.53914E-03	8.73243
1.53916E-03	8.7141
1.53919E-03	8.69659
1.53921E-03	8.67988
1.53923E-03	8.66391
1.53924E-03	8.65937
1.53927E-03	8.64364
1.53930E-03	8.62537
1.53934E-03	8.60838
1.53937E-03	8.59253
1.53941E-03	8.57771
1.53944E-03	8.56652
1.53947E-03	8.55587
1.53950E-03	8.54243
1.53954E-03	8.52976
1.53958E-03	8.51778
1.53962E-03	8.5064
1.53965E-03	8.49555
1.53969E-03	8.48516
1.53973E-03	8.47518
1.53977E-03	8.46556
1.53980E-03	8.45626
1.53986E-03	8.44279
1.53992E-03	8.4319
1.53997E-03	8.42142
1.54001E-03	8.41462
1.54009E-03	8.40138
1.54016E-03	8.38853
1.54024E-03	8.37598
1.54035E-03	8.35756
1.54046E-03	8.33952
1.54061E-03	8.31584
1.54079E-03	8.28843
1.54097E-03	8.26132
1.54114E-03	8.23443
1.54141E-03	8.1944
1.54167E-03	8.15464
1.54203E-03	8.10195
1.54238E-03	8.04952
1.54273E-03	7.99729
1.54282E-03	7.98432
1.54326E-03	7.92764
1.54383E-03	7.85507
1.54422E-03	7.8052
1.54501E-03	7.70566
1.54579E-03	7.60631
1.54629E-03	7.54321
1.54696E-03	7.4673
1.54814E-03	7.33567
1.54913E-03	7.22411
1.54931E-03	7.2061
1.55056E-03	7.08021
1.55198E-03	6.93645
1.55226E-03	6.91065
1.55397E-03	6.756
1.55539E-03	6.62723
1.55653E-03	6.53442
1.55881E-03	6.34895
1.55909E-03	6.3285
1.56165E-03	6.14459
1.56393E-03	5.98123
1.56422E-03	5.96345
1.56678E-03	5.80347
1.56905E-03	5.66135
1.56934E-03	5.64567
1.57190E-03	5.50465
1.57418E-03	5.37937
1.57531E-03	5.32346
1.57884E-03	5.15048
1.57930E-03	5.12791
1.58247E-03	4.98809
1.58491E-03	4.88062
1.58616E-03	4.8309
1.58990E-03	4.68184
1.59052E-03	4.65701
1.59364E-03	4.54477
1.59738E-03	4.41016
1.59801E-03	4.38774
1.60113E-03	4.28566
1.60487E-03	4.16324
1.60799E-03	4.06939
1.61111E-03	3.97559
1.61422E-03	3.88185
1.61797E-03	3.77788
1.62171E-03	3.674
1.62545E-03	3.57021
1.62826E-03	3.49245
1.62919E-03	3.46655
1.63106E-03	3.41548
1.63387E-03	3.33897
1.63668E-03	3.26255
1.63902E-03	3.19895
1.64135E-03	3.13544
1.64291E-03	3.09317
1.64369E-03	3.07038
1.64603E-03	3.00216
1.64759E-03	2.95677
1.64915E-03	2.91146
1.65071E-03	2.86626
1.65227E-03	2.8154
1.65344E-03	2.77737
1.65461E-03	2.73944
1.65539E-03	2.71424
1.65575E-03	2.70097
1.65682E-03	2.66134
1.65789E-03	2.62188
1.65825E-03	2.6088
1.65861E-03	2.59362
1.65932E-03	2.5634
1.66004E-03	2.53333
1.66039E-03	2.5184
1.66075E-03	2.5008
1.66136E-03	2.47121
1.66185E-03	2.44716
1.66210E-03	2.43522
1.66235E-03	2.42079
1.66284E-03	2.39214
1.66334E-03	2.36376
1.66358E-03	2.34971
1.66371E-03	2.34117
1.66408E-03	2.31576
1.66445E-03	2.29062
1.66457E-03	2.28235
1.66482E-03	2.26219
1.66518E-03	2.23318
1.66552E-03	2.20626
1.66575E-03	2.18455
1.66598E-03	2.16311
1.66620E-03	2.14199
1.66643E-03	2.11633
1.66666E-03	2.09113
1.66683E-03	2.07258
1.66688E-03	2.06651
1.66697E-03	2.05537
1.66713E-03	2.03343
1.66730E-03	2.01195
1.66744E-03	1.9936
1.66746E-03	1.99039
1.66763E-03	1.96527
1.66775E-03	1.94693
1.66781E-03	1.938
1.66787E-03	1.92717
1.66800E-03	1.9061
1.66812E-03	1.88574
1.66818E-03	1.87591
1.66820E-03	1.87194
1.66831E-03	1.85271
1.66841E-03	1.83434
1.66847E-03	1.82385
1.66849E-03	1.82073
1.66857E-03	1.80583
1.66864E-03	1.7918
1.66872E-03	1.77882
1.66878E-03	1.76948
1.66880E-03	1.7669
1.66885E-03	1.75918
1.66890E-03	1.75231
1.66895E-03	1.74641
1.66900E-03	1.74166
1.66905E-03	1.73853
1.66909E-03	1.7368
1.66913E-03	1.73744
1.66917E-03	1.73936
1.66922E-03	1.74272
1.66924E-03	1.74584
1.66926E-03	1.74853
1.66930E-03	1.75755
1.66933E-03	1.76728
1.66934E-03	1.76902
1.66938E-03	1.78537
1.66942E-03	1.80438
1.66943E-03	1.80709
1.66945E-03	1.82305
1.66948E-03	1.84405
1.66951E-03	1.86226
1.66951E-03	1.86785
1.66955E-03	1.89687
1.66958E-03	1.92826
1.66959E-03	1.94241
1.66961E-03	1.96495
1.66964E-03	2.0064
1.66966E-03	2.03605
1.66967E-03	2.05237
1.66971E-03	2.11361
1.66971E-03	2.11363
1.66974E-03	2.17423
1.66975E-03	2.20646
1.66977E-03	2.24113
1.66980E-03	2.31462
1.66983E-03	2.3981
1.66984E-03	2.44224
1.66986E-03	2.48955
1.66989E-03	2.58926
1.66992E-03	2.70159
1.66994E-03	2.7606
1.66995E-03	2.82333
1.66998E-03	2.92207
1.66998E-03	2.95679
1.67001E-03	3.10232
1.67005E-03	3.26283
1.67005E-03	3.30476
1.67008E-03	3.43719
1.67009E-03	3.52935
1.67011E-03	3.62627
1.67013E-03	3.77772
1.67014E-03	3.83081
1.67017E-03	4.0516
1.67021E-03	4.354
1.67024E-03	4.65214
1.67025E-03	4.6866
1.67028E-03	4.97538
1.67029E-03	5.05043
1.67031E-03	5.32513
1.67032E-03	5.44722
1.67035E-03	5.70057
1.67035E-03	5.72967
1.67038E-03	6.10805
1.67039E-03	6.21757
1.67042E-03	6.54487
1.67043E-03	6.74886
1.67046E-03	7.1745
1.67047E-03	7.32244
1.67051E-03	7.86161
1.67052E-03	7.94166
1.67056E-03	8.60789
1.67060E-03	9.32758
1.67061E-03	9.56095
1.67064E-03	10.0944
1.67066E-03	10.5965
1.67068E-03	10.9087
1.67072E-03	11.7155
1.67072E-03	11.7821
1.67076E-03	12.711
1.67077E-03	12.9247
1.67082E-03	14.0246
1.67083E-03	14.2146
1.67087E-03	15.4293
1.67090E-03	16.1598
1.67094E-03	17.1088
1.67099E-03	18.5528
1.67101E-03	19.0864
1.67107E-03	20.8556
1.67109E-03	21.6706
1.67116E-03	23.7026
1.67131E-03	28.4612
1.67134E-03	29.3741
1.67144E-03	32.5505
1.67148E-03	33.7136
1.67153E-03	34.9562
1.67158E-03	36.3078
1.67161E-03	37.1906
1.67165E-03	38.283
1.67168E-03	38.8933
1.67173E-03	39.8865
1.67175E-03	40.2776
1.67181E-03	41.4076
1.67181E-03	41.4602
1.67188E-03	42.3885
1.67189E-03	42.5084
1.67194E-03	43.0676
1.67196E-03	43.1814
1.67200E-03	43.4289
1.67203E-03	43.563
1.67206E-03	43.6138
1.67211E-03	43.6036
1.67213E-03	43.5526
1.67216E-03	43.4431
1.67219E-03	43.2057
1.67222E-03	42.9988
1.67226E-03	42.6069
1.67229E-03	42.2989
1.67233E-03	41.7002
1.67234E-03	41.5772
1.67239E-03	40.7984
1.67240E-03	40.4865
1.67247E-03	39.102
1.67254E-03	37.5041
1.67256E-03	37.1038
1.67263E-03	35.4295
1.67266E-03	34.5509
1.67271E-03	33.1953
1.67283E-03	29.6766
1.67295E-03	26.3359
1.67304E-03	23.7815
1.67308E-03	22.5165
1.67312E-03	21.6019
1.67318E-03	19.9862
1.67318E-03	19.9339
1.67325E-03	18.36
1.67326E-03	18.0892
1.67330E-03	17.1369
1.67334E-03	16.3258
1.67334E-03	16.2144
1.67338E-03	15.3463
1.67341E-03	14.7122
1.67342E-03	14.5105
1.67346E-03	13.726
1.67349E-03	13.2499
1.67351E-03	12.9787
1.67355E-03	12.2779
1.67357E-03	11.9384
1.67359E-03	11.6181
1.67362E-03	11.113
1.67364E-03	10.7735
1.67366E-03	10.5588
1.67370E-03	10.0742
1.67370E-03	10.0411
1.67374E-03	9.56103
1.67375E-03	9.43726
1.67378E-03	9.11274
1.67380E-03	8.85619
1.67381E-03	8.69357
1.67385E-03	8.32716
1.67385E-03	8.30258
1.67389E-03	7.94772
1.67393E-03	7.62838
1.67393E-03	7.60704
1.67397E-03	7.29912
1.67398E-03	7.21999
1.67401E-03	7.01587
1.67404E-03	6.80135
1.67404E-03	6.76159
1.67408E-03	6.57405
1.67411E-03	6.36214
1.67411E-03	6.35777
1.67415E-03	6.16405
1.67418E-03	6.01593
1.67418E-03	5.97995
1.67422E-03	5.81308
1.67424E-03	5.71548
1.67425E-03	5.65679
1.67429E-03	5.51326
1.67431E-03	5.45501
1.67433E-03	5.38219
1.67436E-03	5.26109
1.67440E-03	5.14405
1.67440E-03	5.1281
1.67443E-03	5.04207
1.67447E-03	4.94529
1.67450E-03	4.86455
1.67451E-03	4.85299
1.67454E-03	4.77227
1.67458E-03	4.69408
1.67459E-03	4.66858
1.67461E-03	4.63205
1.67465E-03	4.55846
1.67468E-03	4.50566
1.67469E-03	4.48929
1.67473E-03	4.42821
1.67477E-03	4.36892
1.67480E-03	4.32837
1.67481E-03	4.31343
1.67485E-03	4.26445
1.67489E-03	4.21675
1.67492E-03	4.18582
1.67494E-03	4.15928
1.67499E-03	4.10792
1.67505E-03	4.05801
1.67509E-03	4.01742
1.67510E-03	4.01039
1.67515E-03	3.96924
1.67521E-03	3.92897
1.67521E-03	3.92679
1.67529E-03	3.87782
1.67537E-03	3.82834
1.67545E-03	3.77997
1.67552E-03	3.74504
1.67562E-03	3.69372
1.67573E-03	3.64346
1.67584E-03	3.60207
1.67594E-03	3.56138
1.67602E-03	3.53468
1.67609E-03	3.51254
1.67623E-03	3.46908
1.67637E-03	3.42629
1.67644E-03	3.40518
1.67651E-03	3.38771
1.67670E-03	3.34188
1.67682E-03	3.31366
1.67688E-03	3.30183
1.67706E-03	3.26686
1.67723E-03	3.23232
1.67729E-03	3.22093
1.67741E-03	3.20262
1.67765E-03	3.16649
1.67789E-03	3.13083
1.67800E-03	3.1132
1.67812E-03	3.09878
1.67836E-03	3.07029
1.67848E-03	3.0562
1.67865E-03	3.03902
1.67901E-03	3.00513
1.67936E-03	2.97167
1.67938E-03	2.97056
1.67972E-03	2.94585
1.68025E-03	2.90804
1.68028E-03	2.90638
1.68078E-03	2.87873
1.68118E-03	2.85782
1.68132E-03	2.85235
1.68198E-03	2.8273
1.68250E-03	2.80796
1.68264E-03	2.80472
1.68331E-03	2.78992
1.68378E-03	2.77958
1.68397E-03	2.77782
1.68463E-03	2.77195
1.68506E-03	2.76836
1.68529E-03	2.76835
1.68548E-03	2.76843
1.68629E-03	2.77647
1.68690E-03	2.78294
1.68700E-03	2.78523
1.68776E-03	2.80386
1.68797E-03	2.8092
1.68851E-03	2.83012
1.68903E-03	2.8504
1.68927E-03	2.86327
1.69003E-03	2.90491
1.69010E-03	2.90886
1.69078E-03	2.95954
1.69116E-03	2.98777
1.69154E-03	3.02295
1.69192E-03	3.05844
1.69230E-03	3.10066
1.69268E-03	3.1432
1.69296E-03	3.18093
1.69344E-03	3.24426
1.69381E-03	3.30389
1.69419E-03	3.36391
1.69438E-03	3.39919
1.69495E-03	3.50558
1.69495E-03	3.50558
1.69552E-03	3.63149
1.69571E-03	3.67369
1.69609E-03	3.77097
1.69628E-03	3.81987
1.69665E-03	3.93027
1.69684E-03	3.98575
1.69722E-03	4.11153
1.69745E-03	4.18741
1.69790E-03	4.35741
1.69836E-03	4.54601
1.69881E-03	4.75548
1.69927E-03	4.98861
1.69972E-03	5.24852
1.70018E-03	5.53871
1.70063E-03	5.86324
1.70103E-03	6.17914
1.70105E-03	6.19561
1.70137E-03	6.47659
1.70143E-03	6.53058
1.70171E-03	6.80147
1.70180E-03	6.89993
1.70205E-03	7.15683
1.70218E-03	7.30793
1.70239E-03	7.54618
1.70256E-03	7.75946
1.70273E-03	7.9735
1.70294E-03	8.26021
1.70307E-03	8.44334
1.70332E-03	8.81677
1.70341E-03	8.96093
1.70370E-03	9.43422
1.70372E-03	9.46588
1.70398E-03	9.94666
1.70404E-03	10.058
1.70425E-03	10.4674
1.70434E-03	10.6687
1.70451E-03	11.0322
1.70464E-03	11.3386
1.70478E-03	11.6459
1.70495E-03	12.0747
1.70504E-03	12.3137
1.70525E-03	12.8852
1.70531E-03	13.0416
1.70555E-03	13.7795
1.70557E-03	13.8364
1.70581E-03	14.6094
1.70586E-03	14.779
1.70612E-03	15.7319
1.70616E-03	15.8836
1.70641E-03	16.8725
1.70643E-03	16.987
1.70664E-03	17.9074
1.70669E-03	18.1331
1.70685E-03	18.903
1.70697E-03	19.5391
1.70706E-03	19.981
1.70726E-03	21.0969
1.70727E-03	21.1502
1.70753E-03	22.7999
1.70754E-03	22.8518
1.70778E-03	24.477
1.70783E-03	24.8363
1.70802E-03	26.336
1.70805E-03	26.5918
1.70827E-03	28.4037
1.70828E-03	28.5285
1.70851E-03	30.6747
1.70851E-03	30.7107
1.70873E-03	33.0193
1.70874E-03	33.0629
1.70890E-03	34.9844
1.70896E-03	35.7418
1.70907E-03	37.1182
1.70913E-03	37.8911
1.70924E-03	39.4409
1.70931E-03	40.4526
1.70941E-03	41.9742
1.70949E-03	43.2641
1.70958E-03	44.7424
1.70967E-03	46.3495
1.70973E-03	47.4235
1.70984E-03	49.4606
1.70989E-03	50.3358
1.70999E-03	52.5529
1.71004E-03	53.5054
1.71014E-03	55.9229
1.71019E-03	56.9615
1.71030E-03	59.6028
1.71034E-03	60.7376
1.71045E-03	63.6291
1.71049E-03	64.8719
1.71060E-03	68.0444
1.71064E-03	69.408
1.71075E-03	72.8965
1.71080E-03	74.3957
1.71090E-03	78.2405
1.71095E-03	79.8928
1.71105E-03	84.1391
1.71110E-03	85.9645
1.71120E-03	90.6652
1.71125E-03	92.686
1.71136E-03	97.8339
1.71136E-03	98.203
1.71148E-03	104.177
1.71151E-03	105.899
1.71159E-03	110.65
1.71166E-03	114.856
1.71170E-03	117.669
1.71181E-03	124.779
1.71182E-03	125.288
1.71192E-03	133.016
1.71193E-03	133.569
1.71204E-03	141.973
1.71204E-03	142.574
1.71215E-03	151.715
1.71216E-03	152.37
1.71226E-03	162.315
1.71227E-03	163.028
1.71238E-03	173.848
1.71239E-03	174.623
1.71249E-03	186.39
1.71250E-03	187.234
1.71261E-03	200.021
1.71261E-03	200.936
1.71272E-03	214.815
1.71273E-03	215.808
1.71283E-03	230.847
1.71284E-03	231.922
1.71295E-03	248.18
1.71295E-03	249.343
1.71306E-03	266.87
1.71307E-03	268.124
1.71317E-03	286.954
1.71318E-03	288.301
1.71329E-03	309.894
1.71332E-03	316.076
1.71345E-03	340.848
1.71348E-03	347.501
1.71360E-03	374.164
1.71363E-03	381.239
1.71375E-03	409.594
1.71385E-03	435.786
1.71398E-03	465.749
1.71431E-03	550.385
1.71435E-03	561.91
1.71446E-03	587.553
1.71453E-03	604.004
1.71461E-03	622.615
1.71468E-03	636.955
1.71476E-03	654.299
1.71482E-03	666.314
1.71492E-03	681.571
1.71498E-03	691.689
1.71503E-03	698.861
1.71509E-03	707.007
1.71514E-03	712.63
1.71519E-03	717.568
1.71526E-03	722.729
1.71531E-03	726.614
1.71539E-03	729.456
1.71540E-03	729.725
1.71543E-03	730.895
1.71549E-03	731.278
1.71550E-03	731.354
1.71561E-03	729.047
1.71561E-03	729.014
1.71573E-03	722.749
1.71575E-03	720.768
1.71584E-03	712.761
1.71586E-03	710.19
1.71592E-03	704.149
1.71598E-03	695.59
1.71607E-03	682.68
1.71612E-03	672.975
1.71619E-03	661.928
1.71627E-03	645.505
1.71637E-03	626.035
1.71645E-03	609.395
1.71655E-03	586.045
1.71682E-03	522.223
1.71705E-03	469.047
1.71708E-03	461.964
1.71720E-03	434.979
1.71731E-03	411.402
1.71735E-03	401.924
1.71746E-03	379.854
1.71751E-03	370.987
1.71761E-03	350.345
1.71766E-03	342.131
1.71776E-03	323.006
1.71781E-03	315.453
1.71791E-03	297.865
1.71792E-03	296.715
1.71804E-03	279.484
1.71807E-03	274.898
1.71815E-03	263.396
1.71822E-03	254.003
1.71826E-03	248.31
1.71837E-03	235.054
1.71838E-03	234.194
1.71849E-03	221.334
1.71852E-03	217.912
1.71860E-03	209.381
1.71867E-03	202.416
1.71872E-03	198.208
1.71882E-03	188.412
1.71883E-03	187.778
1.71894E-03	178.284
1.71897E-03	175.758
1.71910E-03	166.592
1.71913E-03	164.307
1.71925E-03	156.003
1.71928E-03	153.933
1.71940E-03	146.398
1.71943E-03	144.519
1.71955E-03	137.669
1.71958E-03	135.961
1.71970E-03	129.722
1.71973E-03	128.166
1.71985E-03	122.471
1.71988E-03	121.051
1.72000E-03	115.842
1.72004E-03	114.542
1.72016E-03	109.767
1.72019E-03	108.576
1.72031E-03	104.189
1.72034E-03	103.094
1.72046E-03	99.0557
1.72049E-03	98.0483
1.72061E-03	94.393
1.72072E-03	91.2007
1.72076E-03	89.9797
1.72091E-03	85.9175
1.72094E-03	85.1065
1.72107E-03	82.1995
1.72117E-03	79.6611
1.72127E-03	77.4589
1.72140E-03	74.7735
1.72144E-03	73.8943
1.72164E-03	70.0935
1.72167E-03	69.5668
1.72188E-03	65.8898
1.72190E-03	65.6524
1.72213E-03	62.0998
1.72213E-03	62.0997
1.72231E-03	59.5269
1.72237E-03	58.6712
1.72258E-03	55.957
1.72263E-03	55.2801
1.72285E-03	52.7412
1.72290E-03	52.2171
1.72313E-03	49.8363
1.72316E-03	49.4404
1.72340E-03	47.2029
1.72343E-03	46.9147
1.72358E-03	45.5969
1.72369E-03	44.6101
1.72385E-03	43.4035
1.72396E-03	42.5002
1.72411E-03	41.4144
1.72436E-03	39.6534
1.72438E-03	39.5319
1.72464E-03	37.8343
1.72468E-03	37.5921
1.72491E-03	36.2797
1.72506E-03	35.4062
1.72517E-03	34.8169
1.72544E-03	33.4441
1.72544E-03	33.4441
1.72570E-03	32.2061
1.72581E-03	31.6763
1.72600E-03	30.8758
1.72619E-03	30.0767
1.72631E-03	29.6404
1.72657E-03	28.624
1.72661E-03	28.4914
1.72691E-03	27.4326
1.72695E-03	27.3005
1.72737E-03	25.9972
1.72752E-03	25.5243
1.72782E-03	24.69
1.72809E-03	23.9613
1.72812E-03	23.8689
1.72850E-03	22.9464
1.72865E-03	22.5781
1.72888E-03	22.085
1.72922E-03	21.3467
1.72926E-03	21.2731
1.72964E-03	20.5385
1.72979E-03	20.2452
1.73002E-03	19.8487
1.73036E-03	19.2552
1.73059E-03	18.9029
1.73112E-03	18.0828
1.73115E-03	18.0305
1.73165E-03	17.3511
1.73168E-03	17.2989
1.73214E-03	16.7397
1.73254E-03	16.2512
1.73263E-03	16.1488
1.73312E-03	15.6177
1.73339E-03	15.3322
1.73362E-03	15.1155
1.73411E-03	14.6468
1.73424E-03	14.5208
1.73485E-03	14.0083
1.73509E-03	13.8005
1.73542E-03	13.549
1.73585E-03	13.2262
1.73609E-03	13.0669
1.73675E-03	12.6216
1.73699E-03	12.4628
1.73741E-03	12.2127
1.73807E-03	11.8241
1.73812E-03	11.7964
1.73874E-03	11.4788
1.73926E-03	11.2104
1.73940E-03	11.1455
1.74006E-03	10.8429
1.74039E-03	10.6919
1.74077E-03	10.535
1.74115E-03	10.3783
1.74153E-03	10.2377
1.74229E-03	9.95693
1.74267E-03	9.81671
1.74304E-03	9.69452
1.74380E-03	9.45046
1.74418E-03	9.3286
1.74494E-03	9.11448
1.74570E-03	8.90072
1.74607E-03	8.80611
1.74721E-03	8.52274
1.74721E-03	8.52274
1.74835E-03	8.27059
1.74873E-03	8.18666
1.74948E-03	8.03994
1.75062E-03	7.82016
1.75100E-03	7.74699
1.75175E-03	7.62123
1.75294E-03	7.42499
1.75327E-03	7.37011
1.75422E-03	7.23424
1.75549E-03	7.05107
1.75554E-03	7.04429
1.75677E-03	6.88929
1.75781E-03	6.75828
1.75805E-03	6.73241
1.75933E-03	6.59289
1.76084E-03	6.42771
1.76236E-03	6.28567
1.76387E-03	6.14378
1.76539E-03	6.0203
1.76690E-03	5.89693
1.76842E-03	5.78842
1.76993E-03	5.68
1.77220E-03	5.53946
1.77448E-03	5.39909
1.77675E-03	5.27942
1.77902E-03	5.15988
1.78129E-03	5.05631
1.78357E-03	4.95282
1.78641E-03	4.84106
1.78925E-03	4.72941
1.79114E-03	4.66401
1.79417E-03	4.55944
1.79720E-03	4.46691
1.80023E-03	4.37444
1.80326E-03	4.29427
1.80629E-03	4.21414
1.80932E-03	4.13407
1.81235E-03	4.0644
1.81538E-03	3.99477
1.81841E-03	3.92518
1.82144E-03	3.86315
1.82446E-03	3.80116
1.82749E-03	3.73921
1.83052E-03	3.6773
1.83450E-03	3.6004
1.83545E-03	3.5821
1.83904E-03	3.51262
1.84174E-03	3.46055
1.84416E-03	3.41402
1.84643E-03	3.37028
1.84870E-03	3.3266
1.85022E-03	3.29476
1.85173E-03	3.26297
1.85325E-03	3.23123
1.85476E-03	3.19954
1.85476E-03	3.19954
1.85590E-03	3.17256
1.85703E-03	3.14564
1.85817E-03	3.11878
1.85926E-03	3.09315
1.85930E-03	3.09181
1.86044E-03	3.06088
1.86117E-03	3.04098
1.86188E-03	3.0218
1.86219E-03	3.01356
1.86259E-03	3.00084
1.86330E-03	2.97856
1.86401E-03	2.95636
1.86472E-03	2.93426
1.86478E-03	2.93227
1.86525E-03	2.91484
1.86578E-03	2.89511
1.86631E-03	2.87546
1.86691E-03	2.85339
1.86703E-03	2.84887
1.86733E-03	2.83551
1.86776E-03	2.81672
1.86818E-03	2.79802
1.86860E-03	2.77944
1.86887E-03	2.76761
1.86902E-03	2.75953
1.86945E-03	2.73718
1.86987E-03	2.71499
1.87019E-03	2.69831
1.87030E-03	2.69279
1.87051E-03	2.67922
1.87083E-03	2.65902
1.87115E-03	2.63899
1.87147E-03	2.61915
1.87165E-03	2.60826
1.87179E-03	2.59758
1.87211E-03	2.57381
1.87235E-03	2.55618
1.87261E-03	2.53748
1.87265E-03	2.53434
1.87286E-03	2.5157
1.87308E-03	2.49725
1.87329E-03	2.47903
1.87350E-03	2.46106
1.87357E-03	2.45516
1.87372E-03	2.44078
1.87393E-03	2.41954
1.87415E-03	2.39867
1.87429E-03	2.38501
1.87432E-03	2.38088
1.87450E-03	2.36056
1.87468E-03	2.34063
1.87486E-03	2.32112
1.87500E-03	2.30592
1.87504E-03	2.30134
1.87521E-03	2.27904
1.87539E-03	2.25739
1.87553E-03	2.24165
1.87553E-03	2.24064
1.87569E-03	2.21894
1.87582E-03	2.20265
1.87594E-03	2.18691
1.87607E-03	2.17182
1.87619E-03	2.15468
1.87632E-03	2.1384
1.87644E-03	2.1231
1.87657E-03	2.10897
1.87666E-03	2.09975
1.87667E-03	2.09883
1.87676E-03	2.08967
1.87686E-03	2.08169
1.87696E-03	2.07511
1.87703E-03	2.07126
1.87711E-03	2.06853
1.87712E-03	2.06826
1.87718E-03	2.0697
1.87725E-03	2.07298
1.87729E-03	2.07575
1.87733E-03	2.08018
1.87739E-03	2.0905
1.87744E-03	2.09974
1.87745E-03	2.1026
1.87751E-03	2.11873
1.87751E-03	2.12039
1.87757E-03	2.14516
1.87762E-03	2.16648
1.87763E-03	2.1743
1.87769E-03	2.21259
1.87771E-03	2.22327
1.87773E-03	2.24339
1.87777E-03	2.27807
1.87777E-03	2.28011
1.87781E-03	2.32027
1.87784E-03	2.35254
1.87785E-03	2.36696
1.87789E-03	2.4213
1.87791E-03	2.44347
1.87793E-03	2.4837
1.87797E-03	2.55248
1.87797E-03	2.55646
1.87801E-03	2.62818
1.87802E-03	2.64682
1.87805E-03	2.70818
1.87806E-03	2.75059
1.87808E-03	2.79708
1.87811E-03	2.86685
1.87812E-03	2.89576
1.87815E-03	2.99916
1.87815E-03	3.0051
1.87819E-03	3.12788
1.87819E-03	3.15013
1.87822E-03	3.26421
1.87824E-03	3.32135
1.87826E-03	3.41457
1.87828E-03	3.5148
1.87830E-03	3.58016
1.87833E-03	3.7328
1.87833E-03	3.76203
1.87837E-03	3.9628
1.87837E-03	3.9783
1.87840E-03	4.1854
1.87841E-03	4.25457
1.87844E-03	4.42905
1.87846E-03	4.56356
1.87847E-03	4.69504
1.87850E-03	4.90828
1.87851E-03	4.98427
1.87853E-03	5.19276
1.87854E-03	5.30199
1.87857E-03	5.50138
1.87859E-03	5.73885
1.87860E-03	5.8335
