E(MeV)	pendfb7/Kr82:1
1.00000E-11	1058.17073
1.02999E-11	1042.68042
1.06075E-11	1027.48163
1.06087E-11	1027.42256
1.09255E-11	1012.44783
1.09269E-11	1012.38191
1.12532E-11	997.625388
1.12544E-11	997.571327
1.15905E-11	983.034411
1.15920E-11	982.969781
1.19381E-11	968.648248
1.19395E-11	968.590538
1.22960E-11	954.478199
1.22976E-11	954.415104
1.26648E-11	940.508395
1.26662E-11	940.455576
1.30445E-11	926.753274
1.30462E-11	926.691933
1.34357E-11	913.193121
1.34372E-11	913.141335
1.38385E-11	899.839301
1.38403E-11	899.779863
1.42535E-11	886.677697
1.42552E-11	886.623998
1.46808E-11	873.711582
1.46827E-11	873.654158
1.51212E-11	860.929975
1.51229E-11	860.880833
1.55744E-11	848.345696
1.55765E-11	848.287617
1.60416E-11	835.936784
1.60434E-11	835.889167
1.65224E-11	823.720063
1.65246E-11	823.664386
1.70180E-11	811.673194
1.70199E-11	811.627193
1.75281E-11	799.813509
1.75304E-11	799.760248
1.80539E-11	788.117854
1.80559E-11	788.073545
1.85951E-11	776.603487
1.85975E-11	776.552628
1.91528E-11	765.252321
1.91550E-11	765.207723
1.97270E-11	754.07233
1.97295E-11	754.023846
2.03186E-11	743.05266
2.03209E-11	743.00999
2.09277E-11	732.20105
2.09305E-11	732.151364
2.15554E-11	721.503037
2.15579E-11	721.4606
2.22016E-11	710.967011
2.22045E-11	710.919916
2.28675E-11	700.581457
2.28701E-11	700.541069
2.35530E-11	690.354181
2.35561E-11	690.308114
2.42594E-11	680.272765
2.42622E-11	680.232964
2.49866E-11	670.344629
2.49899E-11	670.299755
2.57361E-11	660.556341
2.57390E-11	660.518619
2.65076E-11	650.918516
2.65110E-11	650.87621
2.73026E-11	641.417671
2.73057E-11	641.380771
2.81211E-11	632.061491
2.81247E-11	632.020502
2.89645E-11	622.838623
2.89678E-11	622.80268
2.98328E-11	613.756255
2.98367E-11	613.715623
3.07276E-11	604.803013
3.07311E-11	604.768133
3.16487E-11	595.986558
3.16528E-11	595.94747
3.25980E-11	587.295168
3.26017E-11	587.261427
3.35751E-11	578.73727
3.35795E-11	578.698885
3.45822E-11	570.299834
3.45861E-11	570.267289
3.56188E-11	561.992719
3.56235E-11	561.955204
3.66872E-11	553.802123
3.66913E-11	553.770816
3.77869E-11	545.738607
3.77919E-11	545.70209
3.89203E-11	537.788313
3.89247E-11	537.757571
4.00870E-11	529.960567
4.00923E-11	529.925148
4.12894E-11	522.243616
4.12941E-11	522.213572
4.25271E-11	514.645038
4.25327E-11	514.610794
4.38027E-11	507.153987
4.38076E-11	507.125326
4.51157E-11	499.778734
4.51216E-11	499.745724
4.64689E-11	492.5079
4.64742E-11	492.479536
4.78619E-11	485.348358
4.78681E-11	485.316626
4.93030E-11	478.265337
4.95055E-11	477.309757
5.07818E-11	471.313996
5.12056E-11	469.402148
5.23041E-11	464.468645
5.29641E-11	461.622254
5.38729E-11	457.72019
5.47830E-11	453.967989
5.54878E-11	451.074967
5.66643E-11	446.437977
5.71521E-11	444.523792
5.86103E-11	439.029437
5.88653E-11	438.072784
6.06230E-11	431.741611
6.06310E-11	431.712919
6.24484E-11	425.454701
6.27049E-11	424.606566
6.43215E-11	419.285007
6.48583E-11	417.588164
6.62496E-11	413.209713
6.70857E-11	410.683284
6.82368E-11	407.220328
6.93895E-11	403.890544
7.02822E-11	401.323095
7.17724E-11	397.20808
7.23903E-11	395.509239
7.42372E-11	390.633895
7.45603E-11	389.784674
7.67866E-11	384.166542
7.67967E-11	384.141164
7.90987E-11	378.587906
7.94236E-11	377.835329
8.14712E-11	373.113436
8.21511E-11	371.607946
8.39134E-11	367.722921
8.49723E-11	365.48162
8.64304E-11	362.408872
8.78904E-11	359.454783
8.90212E-11	357.176729
9.09087E-11	353.526003
9.16913E-11	352.018869
9.40307E-11	347.693592
9.44399E-11	346.940272
9.72598E-11	341.956362
9.72725E-11	341.934011
1.00188E-10	337.007743
1.00600E-10	336.3395
1.03193E-10	332.152329
1.04055E-10	330.815804
1.06287E-10	327.370197
1.07628E-10	325.382481
1.09475E-10	322.656652
1.11324E-10	320.036691
1.12756E-10	318.01636
1.15147E-10	314.778692
1.16139E-10	313.441193
1.19102E-10	309.605711
1.19620E-10	308.938023
1.23192E-10	304.517884
1.23208E-10	304.498168
1.26901E-10	300.129941
1.27422E-10	299.538315
1.30707E-10	295.824348
1.31798E-10	294.640292
1.34626E-10	291.584368
1.36324E-10	289.822514
1.38664E-10	287.404984
1.41006E-10	285.082465
1.42820E-10	283.291213
1.45848E-10	280.421097
1.47104E-10	279.235646
1.50857E-10	275.835063
1.51513E-10	275.243163
1.56038E-10	271.324958
1.56058E-10	271.307712
1.60736E-10	267.435466
1.61396E-10	266.911027
1.65557E-10	263.618982
1.66939E-10	262.56939
1.70520E-10	259.861343
1.72672E-10	258.299197
1.75635E-10	256.157478
1.78602E-10	254.098783
1.80899E-10	252.511678
1.84735E-10	249.968067
