E(MeV)	Y-89-nat			
5.71868E-03	6.45484			
5.71876E-03	6.33436			
5.71885E-03	6.22043			
5.71893E-03	6.11283			
5.71901E-03	6.01134			
5.71907E-03	5.94122			
5.71910E-03	5.91716			
5.71918E-03	5.83258			
5.71926E-03	5.75335			
5.71935E-03	5.67918			
5.71943E-03	5.60982			
5.71950E-03	5.5576			
5.71952E-03	5.54111			
5.71956E-03	5.51056			
5.71963E-03	5.46735			
5.71969E-03	5.42664			
5.71976E-03	5.38829			
5.71983E-03	5.35218			
5.71989E-03	5.31817			
5.71996E-03	5.28617			
5.72003E-03	5.25603			
5.72008E-03	5.23237			
5.72009E-03	5.22816			
5.72016E-03	5.20454			
5.72023E-03	5.18247			
5.72029E-03	5.16184			
5.72036E-03	5.14257			
5.72042E-03	5.12455			
5.72049E-03	5.10771			
5.72057E-03	5.08943			
5.72065E-03	5.07251			
5.72072E-03	5.05685			
5.72080E-03	5.04232			
5.72088E-03	5.02883			
5.72096E-03	5.0163			
5.72102E-03	5.00629			
5.72103E-03	5.00493			
5.72111E-03	4.99622			
5.72119E-03	4.98822			
5.72127E-03	4.98086			
5.72134E-03	4.97409			
5.72142E-03	4.96785			
5.72150E-03	4.96209			
5.72158E-03	4.95677			
5.72165E-03	4.95183			
5.72173E-03	4.94725			
5.72183E-03	4.94182			
5.72193E-03	4.93685			
5.72203E-03	4.93228			
5.72213E-03	4.92807			
5.72223E-03	4.92416			
5.72233E-03	4.92053			
5.72248E-03	4.91552			
5.72263E-03	4.91095			
5.72278E-03	4.90674			
5.72279E-03	4.90631			
5.72293E-03	4.90394			
5.72308E-03	4.90152			
5.72323E-03	4.89932			
5.72339E-03	4.89717			
5.72357E-03	4.89493			
5.72375E-03	4.8929			
5.72393E-03	4.89103			
5.72418E-03	4.88877			
5.72442E-03	4.88672			
5.72467E-03	4.88485			
5.72491E-03	4.88315			
5.72515E-03	4.88158			
5.72543E-03	4.87994			
5.72574E-03	4.87826			
5.72605E-03	4.87673			
5.72636E-03	4.87533			
5.72667E-03	4.87404			
5.72698E-03	4.87285			
5.72729E-03	4.87174			
5.72760E-03	4.87071			
5.72795E-03	4.86962			
5.72835E-03	4.86848			
5.72875E-03	4.86744			
5.72915E-03	4.86647			
5.72955E-03	4.86557			
5.72995E-03	4.86473			
5.73035E-03	4.86394			
5.73074E-03	4.8632			
5.73119E-03	4.86242			
5.73167E-03	4.86162			
5.73216E-03	4.86088			
5.73265E-03	4.86017			
5.73314E-03	4.85951			
5.73362E-03	4.85888			
5.73411E-03	4.85828			
5.73484E-03	4.85743			
5.73546E-03	4.85676			
5.73608E-03	4.85611			
5.73670E-03	4.8555			
5.73732E-03	4.85492			
5.73794E-03	4.85436			
5.73856E-03	4.85381			
5.73918E-03	4.85329			
5.73980E-03	4.85279			
5.74054E-03	4.85221			
5.74128E-03	4.85164			
5.74202E-03	4.8511			
5.74276E-03	4.85057			
5.74350E-03	4.85005			
5.74461E-03	4.8493			
5.74571E-03	4.84857			
5.74674E-03	4.84791			
5.74777E-03	4.84727			
5.74880E-03	4.84664			
5.74982E-03	4.84603			
5.75085E-03	4.84542			
5.75188E-03	4.84483			
5.75290E-03	4.84424			
5.75393E-03	4.84366			
5.75521E-03	4.84321			
5.75650E-03	4.84277			
5.75778E-03	4.84233			
5.75906E-03	4.84191			
5.76035E-03	4.84149			
5.76163E-03	4.84108			
5.76356E-03	4.84047			
5.76503E-03	4.84			
5.76670E-03	4.83949			
5.76837E-03	4.83898			
5.77004E-03	4.83847			
5.77171E-03	4.83797			
5.77338E-03	4.83747			
5.77588E-03	4.83673			
5.77845E-03	4.83598			
5.78114E-03	4.8352			
5.78384E-03	4.83442			
5.78653E-03	4.83365			
5.78923E-03	4.83288			
5.79192E-03	4.83211			
5.79462E-03	4.83135			
5.79732E-03	4.83059			
5.80091E-03	4.82958			
5.80450E-03	4.82858			
5.80810E-03	4.82757			
5.81169E-03	4.82657			
5.81529E-03	4.82557			
5.81888E-03	4.82458			
5.82273E-03	4.82351			
5.82684E-03	4.82238			
5.83095E-03	4.82124			
5.83505E-03	4.82011			
5.84121E-03	4.81841			
5.84738E-03	4.81672			
5.85354E-03	4.81503			
5.86124E-03	4.81291			
5.86894E-03	4.8108			
5.87407E-03	4.80939			
5.88229E-03	4.80714			
5.89050E-03	4.80489			
5.89872E-03	4.80264			
5.90693E-03	4.8004			
5.91926E-03	4.79703			
5.93158E-03	4.79366			
5.93979E-03	4.79142			
5.95622E-03	4.78693			
5.97265E-03	4.78244			
5.98908E-03	4.77795			
6.01260E-03	4.77153			
6.03386E-03	4.76573			
6.06043E-03	4.75848			
6.09705E-03	4.74848			
6.12482E-03	4.74091			
6.13870E-03	4.73712			
6.15258E-03	4.73178			
6.19423E-03	4.71576			
6.23588E-03	4.69974			
6.27753E-03	4.68372			
6.31918E-03	4.66771			
6.36083E-03	4.65169			
6.40248E-03	4.63567			
6.41636E-03	4.63034			
6.44412E-03	4.61557			
6.47189E-03	4.6008			
6.49966E-03	4.58603			
6.52664E-03	4.57168			
6.55284E-03	4.55775			
6.57904E-03	4.54382			
6.60523E-03	4.52989			
6.63143E-03	4.51596			
6.65763E-03	4.49716			
6.67073E-03	4.48776			
6.69693E-03	4.46897			
6.72313E-03	4.45018			
6.74932E-03	4.43139			
6.77552E-03	4.4126			
6.80172E-03	4.39381			
6.82792E-03	4.36938			
6.84757E-03	4.35105			
6.86722E-03	4.33273			
6.88687E-03	4.31441			
6.90652E-03	4.29609			
6.92616E-03	4.27777			
6.94107E-03	4.26388			
6.94943E-03	4.25451			
6.96614E-03	4.23576			
6.98286E-03	4.21702			
6.99957E-03	4.19829			
7.01629E-03	4.17956			
7.03300E-03	4.16083			
7.05389E-03	4.13744			
7.06643E-03	4.1234			
7.07896E-03	4.10938			
7.09150E-03	4.09536			
7.10515E-03	4.0801			
7.11573E-03	4.06828			
7.12499E-03	4.05794			
7.13690E-03	4.04465			
7.14846E-03	4.03175			
7.16003E-03	4.02335			
7.16745E-03	4.01797			
7.17487E-03	4.0126			
7.18249E-03	4.00709			
7.19011E-03	4.0016			
7.19638E-03	4.00008			
7.20056E-03	3.99908			
7.20683E-03	3.99759			
7.20887E-03	3.99712			
7.21101E-03	3.99805			
7.21519E-03	3.9999			
7.21832E-03	4.00129			
7.22145E-03	4.0027			
7.22438E-03	4.00404			
7.22689E-03	4.0052			
7.22939E-03	4.00637			
7.23190E-03	4.00758			
7.23357E-03	4.00839			
7.23524E-03	4.00923			
7.23691E-03	4.01009			
7.23867E-03	4.01309			
7.23984E-03	4.01511			
7.24101E-03	4.01715			
7.24218E-03	4.01921			
7.24335E-03	4.0213			
7.24452E-03	4.02343			
7.24540E-03	4.02505			
7.24627E-03	4.02669			
7.24703E-03	4.02813			
7.24778E-03	4.0296			
7.24853E-03	4.0311			
7.24928E-03	4.03264			
7.25004E-03	4.03423			
7.25060E-03	4.03545			
7.25116E-03	4.03672			
7.25173E-03	4.03802			
7.25229E-03	4.03938			
7.25271E-03	4.04043			
7.25313E-03	4.04151			
7.25354E-03	4.04263			
7.25396E-03	4.0438			
7.25438E-03	4.04503			
7.25480E-03	4.04633			
7.25522E-03	4.04771			
7.25553E-03	4.0488			
7.25580E-03	4.0498			
7.25614E-03	4.0511			
7.25647E-03	4.05249			
7.25672E-03	4.05361			
7.25697E-03	4.0548			
7.25722E-03	4.05608			
7.25747E-03	4.05832			
7.25772E-03	4.06071			
7.25789E-03	4.06238			
7.25806E-03	4.06415			
7.25823E-03	4.06602			
7.25837E-03	4.06769			
7.25854E-03	4.06988			
7.25871E-03	4.07226			
7.25883E-03	4.07398			
7.25894E-03	4.07581			
7.25906E-03	4.07778			
7.25917E-03	4.07991			
7.25929E-03	4.08222			
7.25940E-03	4.08474			
7.25952E-03	4.08751			
7.25963E-03	4.09055			
7.25972E-03	4.09303			
7.25980E-03	4.09572			
7.25989E-03	4.09863			
7.25997E-03	4.10178			
7.26006E-03	4.1052			
7.26015E-03	4.10892			
7.26024E-03	4.11336			
7.26034E-03	4.11823			
7.26043E-03	4.12358			
7.26052E-03	4.12948			
7.26059E-03	4.13429			
7.26066E-03	4.13945			
7.26073E-03	4.14501			
7.26080E-03	4.15098			
7.26088E-03	4.15739			
7.26090E-03	4.15969			
7.26095E-03	4.16517			
7.26102E-03	4.1739			
7.26109E-03	4.18318			
7.26116E-03	4.19305			
7.26123E-03	4.20354			
7.26130E-03	4.2147			
7.26137E-03	4.22657			
7.26144E-03	4.23919			
7.26151E-03	4.25261			
7.26158E-03	4.26688			
7.26165E-03	4.28204			
7.26172E-03	4.29754			
7.26179E-03	4.31396			
7.26186E-03	4.33135			
7.26192E-03	4.34976			
7.26203E-03	4.3794			
7.26213E-03	4.4116			
7.26215E-03	4.42055			
7.26223E-03	4.44865			
7.26233E-03	4.48934			
7.26243E-03	4.53309			
7.26253E-03	4.58008			
7.26264E-03	4.63045			
7.26274E-03	4.68437			
7.26284E-03	4.7435			
7.26290E-03	4.78137			
7.26295E-03	4.80786			
7.26305E-03	4.87822			
7.26316E-03	4.95279			
7.26326E-03	5.03168			
7.26336E-03	5.11491			
7.26347E-03	5.20252			
7.26357E-03	5.29536			
7.26362E-03	5.33384			
7.26374E-03	5.45595			
7.26391E-03	5.62804			
7.26408E-03	5.81012			
7.26424E-03	6.00125			
7.26438E-03	6.17092			
7.26444E-03	6.24165			
7.26478E-03	6.66309			
7.26528E-03	7.3026			
7.26553E-03	7.60711			
7.26575E-03	7.86215			
7.26580E-03	7.90514			
7.26595E-03	8.05325			
7.26615E-03	8.23242			
7.26634E-03	8.37063			
7.26647E-03	8.44115			
7.26651E-03	8.46596			
7.26668E-03	8.53117			
7.26685E-03	8.57179			
7.26700E-03	8.58685			
7.26702E-03	8.58591			
7.26719E-03	8.56612			
7.26735E-03	8.52007			
7.26752E-03	8.44963			
7.26761E-03	8.40041			
7.26771E-03	8.34024			
7.26785E-03	8.23562			
7.26806E-03	8.05338			
7.26824E-03	7.87526			
7.26824E-03	7.86751			
7.26845E-03	7.6387			
7.26870E-03	7.33847			
7.26921E-03	6.69577			
7.26955E-03	6.26796			
7.26975E-03	6.02175			
7.26993E-03	5.81252			
7.26993E-03	5.81251			
7.27011E-03	5.61906			
7.27025E-03	5.48172			
7.27039E-03	5.35146			
7.27053E-03	5.22187			
7.27064E-03	5.13166			
7.27072E-03	5.06432			
7.27074E-03	5.04672			
7.27085E-03	4.96913			
7.27095E-03	4.89596			
7.27106E-03	4.82712			
7.27117E-03	4.76252			
7.27127E-03	4.70203			
7.27136E-03	4.65531			
7.27146E-03	4.60376			
7.27148E-03	4.59663			
7.27156E-03	4.55812			
7.27167E-03	4.51618			
7.27177E-03	4.47733			
7.27187E-03	4.44141			
7.27197E-03	4.40824			
7.27207E-03	4.37767			
7.27214E-03	4.35863			
7.27221E-03	4.34063			
7.27228E-03	4.3236			
7.27229E-03	4.32003			
7.27235E-03	4.30871			
7.27244E-03	4.29031			
7.27251E-03	4.27676			
7.27259E-03	4.26412			
7.27266E-03	4.25234			
7.27273E-03	4.24136			
7.27281E-03	4.23114			
7.27288E-03	4.22162			
7.27296E-03	4.21277			
7.27303E-03	4.20453			
7.27310E-03	4.19687			
7.27318E-03	4.18974			
7.27325E-03	4.18311			
7.27332E-03	4.17694			
7.27340E-03	4.17121			
7.27347E-03	4.16587			
7.27355E-03	4.1609			
7.27362E-03	4.15626			
7.27369E-03	4.15195			
7.27375E-03	4.14905			
7.27377E-03	4.14817			
7.27384E-03	4.1453			
7.27394E-03	4.14185			
7.27402E-03	4.13935			
7.27411E-03	4.13677			
7.27420E-03	4.13447			
7.27429E-03	4.13241			
7.27438E-03	4.13058			
7.27447E-03	4.12893			
7.27459E-03	4.12702			
7.27471E-03	4.12537			
7.27484E-03	4.12396			
7.27496E-03	4.12274			
7.27508E-03	4.1217			
7.27520E-03	4.12081			
7.27532E-03	4.12005			
7.27550E-03	4.11912			
7.27568E-03	4.11838			
7.27587E-03	4.11781			
7.27602E-03	4.11744			
7.27619E-03	4.1171			
7.27637E-03	4.11686			
7.27664E-03	4.11663			
7.27691E-03	4.11654			
7.27718E-03	4.11656			
7.27744E-03	4.11667			
7.27771E-03	4.11686			
7.27807E-03	4.11722			
7.27843E-03	4.11766			
7.27878E-03	4.11819			
7.27917E-03	4.11884			
7.27955E-03	4.11955			
7.27980E-03	4.12005			
7.28031E-03	4.12113			
7.28082E-03	4.12229			
7.28133E-03	4.12351			
7.28184E-03	4.12479			
7.28235E-03	4.12719			
7.28287E-03	4.12964			
7.28359E-03	4.13318			
7.28432E-03	4.13678			
7.28505E-03	4.14043			
7.28577E-03	4.14411			
7.28674E-03	4.14909			
7.28771E-03	4.15411			
7.28868E-03	4.15917			
7.28965E-03	4.16427			
7.29106E-03	4.17169			
7.29236E-03	4.17862			
7.29366E-03	4.18557			
7.29496E-03	4.19256			
7.29634E-03	4.19998			
7.29669E-03	4.20273			
7.29843E-03	4.21611			
7.30016E-03	4.22952			
7.30277E-03	4.24966			
7.30450E-03	4.26312			
7.30772E-03	4.28808			
7.30858E-03	4.29482			
7.31093E-03	4.31839			
7.31307E-03	4.33993			
7.31675E-03	4.37687			
7.31736E-03	4.38445			
7.32165E-03	4.43751			
7.32491E-03	4.47795			
7.32573E-03	4.49039			
7.32981E-03	4.55257			
7.33308E-03	4.60234			
7.33389E-03	4.61766			
7.33985E-03	4.72952			
7.34124E-03	4.75558			
7.34549E-03	4.85155			
7.34761E-03	4.89955			
7.35112E-03	4.99326			
7.35398E-03	5.06957			
7.35692E-03	5.16241			
7.36018E-03	5.26561			
7.36084E-03	5.28987			
7.36476E-03	5.43543			
7.36606E-03	5.48396			
7.36867E-03	5.59807			
7.37194E-03	5.74076			
7.37357E-03	5.8242			
7.37717E-03	6.00783			
7.37847E-03	6.08505			
7.38206E-03	6.29746			
7.38337E-03	6.38665			
7.38664E-03	6.60967			
7.38696E-03	6.63198			
7.38990E-03	6.86457			
7.39186E-03	7.01966			
7.39317E-03	7.13679			
7.39513E-03	7.31251			
7.39643E-03	7.44227			
7.39839E-03	7.63694			
7.39970E-03	7.78093			
7.40166E-03	7.99698			
7.40297E-03	8.15708			
7.40492E-03	8.3973			
7.40623E-03	8.57567			
7.40819E-03	8.84328			
7.40950E-03	9.04241			
7.41146E-03	9.34116			
7.41276E-03	9.56393			
7.41472E-03	9.89816			
7.41603E-03	10.1479			
7.41799E-03	10.5227			
7.41929E-03	10.8034			
7.42125E-03	11.2245			
7.42256E-03	11.5359			
7.42370E-03	11.8085			
7.42583E-03	12.3625			
7.42615E-03	12.4477			
7.42828E-03	13.0552			
7.42860E-03	13.1486			
7.43072E-03	13.8155			
7.43105E-03	13.9181			
7.43317E-03	14.6511			
7.43350E-03	14.7639			
7.43562E-03	15.5708			
7.43595E-03	15.695			
7.43807E-03	16.5843			
7.43840E-03	16.7211			
7.44052E-03	17.7024			
7.44085E-03	17.8534			
7.44297E-03	18.9374			
7.44330E-03	19.1042			
7.44542E-03	20.3029			
7.44575E-03	20.4873			
7.44787E-03	21.8138			
7.44820E-03	22.0179			
7.45032E-03	23.4867			
7.45065E-03	23.7127			
7.45277E-03	25.3394			
7.45310E-03	25.5897			
7.45522E-03	27.3912			
7.45554E-03	27.6683			
7.45767E-03	29.6621			
7.45799E-03	29.9688			
7.46012E-03	32.1726			
7.46044E-03	32.5117			
7.46257E-03	34.9427			
7.46289E-03	35.3168			
7.46502E-03	37.9904			
7.46534E-03	38.4018			
7.46747E-03	41.3299			
7.46779E-03	41.7804			
7.46991E-03	44.9689			
7.47024E-03	45.4595			
7.47269E-03	49.4355			
7.47318E-03	50.2864			
7.47514E-03	53.6903			
7.47710E-03	57.3133			
7.47841E-03	59.7288			
7.48232E-03	67.2812			
7.48526E-03	72.945			
7.48624E-03	74.8326			
7.48771E-03	77.4732			
7.48869E-03	79.2332			
7.49016E-03	81.6108			
7.49114E-03	83.1954			
7.49179E-03	84.0975			
7.49337E-03	86.2733			
7.49343E-03	86.3379			
7.49506E-03	88.1848			
7.49516E-03	88.2956			
7.49669E-03	89.6436			
7.49695E-03	89.8658			
7.49787E-03	90.4194			
7.49880E-03	90.9776			
7.49939E-03	91.1592			
7.50061E-03	91.537			
7.50159E-03	91.6213			
7.50367E-03	91.3037			
7.50380E-03	91.2476			
7.50576E-03	90.3481			
7.50616E-03	90.0456			
7.50796E-03	88.714			
7.50861E-03	88.0614			
7.51041E-03	86.2662			
7.51106E-03	85.4748			
7.51286E-03	83.2981			
7.51449E-03	81.0295			
7.51662E-03	78.0802			
7.52184E-03	70.3017			
7.52511E-03	65.4407			
7.52543E-03	64.9547			
7.52756E-03	61.9625			
7.52870E-03	60.3515			
7.53000E-03	58.6286			
7.53196E-03	56.0447			
7.53245E-03	55.4486			
7.53490E-03	52.4682			
7.53523E-03	52.0708			
7.53735E-03	49.7097			
7.53850E-03	48.4385			
7.53980E-03	47.1185			
7.54176E-03	45.1388			
7.54225E-03	44.6908			
7.54470E-03	42.4513			
7.54503E-03	42.1527			
7.54715E-03	40.3999			
7.54829E-03	39.4561			
7.54960E-03	38.4828			
7.55156E-03	37.0229			
7.55205E-03	36.6935			
7.55450E-03	35.0465			
7.55482E-03	34.827			
7.55695E-03	33.5378			
7.55809E-03	32.8437			
7.55940E-03	32.1262			
7.56136E-03	31.0501			
7.56185E-03	30.8064			
7.56430E-03	29.5879			
7.56462E-03	29.4254			
7.56674E-03	28.467			
7.56789E-03	27.951			
7.56919E-03	27.4147			
7.57115E-03	26.6103			
7.57246E-03	26.1216			
7.57442E-03	25.3886			
7.57573E-03	24.9518			
7.57899E-03	23.8602			
7.57932E-03	23.7511			
7.58226E-03	22.8894			
7.58422E-03	22.3151			
7.58552E-03	21.9776			
7.58879E-03	21.1341			
7.58912E-03	21.0497			
7.59206E-03	20.3775			
7.59401E-03	19.9294			
7.59532E-03	19.6637			
7.59859E-03	18.9995			
7.59891E-03	18.9331			
7.60185E-03	18.3991			
7.60381E-03	18.0431			
7.60512E-03	17.8303			
7.60838E-03	17.2981			
7.60871E-03	17.2449			
7.61165E-03	16.8137			
7.61361E-03	16.5262			
7.61655E-03	16.1427			
7.62014E-03	15.6739			
7.62145E-03	15.5241			
7.62471E-03	15.1494			
7.62667E-03	14.9246			
7.62863E-03	14.7272			
7.63255E-03	14.3323			
7.63386E-03	14.2006			
7.63647E-03	13.9702			
7.64039E-03	13.6245			
7.64170E-03	13.5092			
7.64480E-03	13.2699			
7.64921E-03	12.9299			
7.64953E-03	12.9047			
7.65362E-03	12.6273			
7.65737E-03	12.372			
7.65802E-03	12.333			
7.66415E-03	11.967			
7.66619E-03	11.845			
7.67027E-03	11.6325			
7.67599E-03	11.3351			
7.67680E-03	11.2979			
7.68170E-03	11.0745			
7.68578E-03	10.8884			
7.68905E-03	10.7575			
7.69558E-03	10.4957			
7.69640E-03	10.4676			
7.70375E-03	10.2144			
7.71028E-03	9.98934			
7.71109E-03	9.96562			
7.71844E-03	9.7521			
7.72497E-03	9.56232			
7.72579E-03	9.54209			
7.73314E-03	9.36004			
7.73967E-03	9.19824			
7.74049E-03	9.18082			
7.74783E-03	9.02408			
7.75437E-03	8.88477			
7.75518E-03	8.86964			
7.76253E-03	8.73342			
7.76906E-03	8.61235			
7.77233E-03	8.56037			
7.78212E-03	8.40446			
7.78866E-03	8.30053			
7.79192E-03	8.25641			
7.80172E-03	8.12406			
7.80825E-03	8.03583			
7.81152E-03	7.99796			
7.82131E-03	7.88436			
7.82785E-03	7.80863			
7.83111E-03	7.77618			
7.84091E-03	7.67885			
7.85071E-03	7.58152			
7.86377E-03	7.47151			
7.87683E-03	7.36151			
7.88990E-03	7.27144			
7.90296E-03	7.18139			
7.91602E-03	7.09134			
7.91766E-03	7.08232			
7.93235E-03	7.00116			
7.94215E-03	6.94706			
7.95521E-03	6.87493			
7.95684E-03	6.86771			
7.97154E-03	6.8027			
7.98787E-03	6.73047			
8.00420E-03	6.65825			
8.02053E-03	6.60146			
8.03686E-03	6.54468			
8.05319E-03	6.4879			
8.06135E-03	6.45951			
8.06952E-03	6.43725			
8.08584E-03	6.39274			
8.10217E-03	6.34822			
8.11850E-03	6.30371			
8.12667E-03	6.28145			
8.14300E-03	6.24704			
8.16749E-03	6.19543			
8.19198E-03	6.14382			
8.20831E-03	6.10942			
8.21648E-03	6.09622			
8.24097E-03	6.05662			
8.26546E-03	6.01702			
8.28179E-03	5.99062			
8.29812E-03	5.96422			
8.31445E-03	5.94391			
8.34711E-03	5.90327			
8.37977E-03	5.86264			
8.41242E-03	5.82202			
8.44508E-03	5.79168			
8.47774E-03	5.76134			
8.51040E-03	5.73101			
8.54306E-03	5.70067			
8.55938E-03	5.68551			
8.57571E-03	5.67435			
8.60837E-03	5.65202			
8.64103E-03	5.6297			
8.67369E-03	5.60738			
8.70635E-03	5.58507			
8.73900E-03	5.56275			
8.75533E-03	5.55159			
8.77166E-03	5.54351			
8.80432E-03	5.52734			
8.84514E-03	5.50713			
8.86964E-03	5.495			
8.89413E-03	5.48288			
8.91862E-03	5.47076			
8.94312E-03	5.45864			
8.95945E-03	5.45056			
8.97577E-03	5.44248			
8.99210E-03	5.43441			
9.00843E-03	5.42633			
9.01660E-03	5.42359			
9.03293E-03	5.41809			
9.04925E-03	5.41259			
9.06967E-03	5.40573			
9.08191E-03	5.40161			
9.09416E-03	5.3975			
9.10641E-03	5.39339			
9.11865E-03	5.38928			
9.13090E-03	5.38517			
9.14315E-03	5.38107			
9.15131E-03	5.37834			
9.15948E-03	5.37561			
9.16764E-03	5.37288			
9.17580E-03	5.37016			
9.18397E-03	5.36744			
9.19213E-03	5.36472			
9.20030E-03	5.36201			
9.20438E-03	5.36066			
9.21255E-03	5.35796			
9.21867E-03	5.35594			
9.22071E-03	5.35526			
9.22479E-03	5.35483			
9.23092E-03	5.35418			
9.23704E-03	5.35353			
9.24316E-03	5.35289			
9.24928E-03	5.35226			
9.25541E-03	5.35164			
9.26153E-03	5.35103			
9.26328E-03	5.35086			
9.26591E-03	5.35157			
9.27029E-03	5.35276			
9.27467E-03	5.35396			
9.27904E-03	5.35517			
9.28342E-03	5.35639			
9.28780E-03	5.35762			
9.29218E-03	5.35886			
9.29656E-03	5.36012			
9.30093E-03	5.36139			
9.30422E-03	5.36236			
9.30750E-03	5.36334			
9.30882E-03	5.36374			
9.31078E-03	5.36619			
9.31407E-03	5.3703			
9.31726E-03	5.3743			
9.32044E-03	5.37833			
9.32363E-03	5.38237			
9.32682E-03	5.38644			
9.33000E-03	5.39054			
9.33325E-03	5.39476			
9.33456E-03	5.39647			
9.33544E-03	5.39921			
9.33762E-03	5.40606			
9.33981E-03	5.41295			
9.34199E-03	5.41985			
9.34418E-03	5.42679			
9.34636E-03	5.43376			
9.34855E-03	5.44077			
9.35030E-03	5.44641			
9.35205E-03	5.45207			
9.35380E-03	5.46234			
9.35555E-03	5.47263			
9.35729E-03	5.48298			
9.35904E-03	5.49337			
9.36035E-03	5.5012			
9.36079E-03	5.50533			
9.36254E-03	5.52194			
9.36451E-03	5.5407			
9.36582E-03	5.55326			
9.36713E-03	5.56588			
9.36844E-03	5.57855			
9.36866E-03	5.58068			
9.36975E-03	5.59762			
9.37106E-03	5.61803			
9.37238E-03	5.63852			
9.37352E-03	5.65652			
9.37500E-03	5.67979			
9.37522E-03	5.68326			
9.37647E-03	5.7128			
9.37746E-03	5.73602			
9.37844E-03	5.75932			
9.37943E-03	5.78272			
9.37959E-03	5.78664			
9.38041E-03	5.8134			
9.38134E-03	5.84383			
9.38221E-03	5.87259			
9.38287E-03	5.89425			
9.38309E-03	5.904			
9.38396E-03	5.94314			
9.38484E-03	5.98244			
9.38571E-03	6.0219			
9.38615E-03	6.04173			
9.38658E-03	6.06852			
9.38746E-03	6.12231			
9.38823E-03	6.17026			
9.38884E-03	6.20756			
9.38891E-03	6.21364			
9.38959E-03	6.2677			
9.39027E-03	6.32196			
9.39063E-03	6.35096			
9.39095E-03	6.38266			
9.39162E-03	6.45069			
9.39230E-03	6.519			
9.39242E-03	6.53118			
9.39298E-03	6.60124			
9.39358E-03	6.6771			
9.39393E-03	6.72141			
9.39410E-03	6.74827			
9.39463E-03	6.82911			
9.39515E-03	6.91026			
9.39568E-03	7.00834			
9.39620E-03	7.1068			
9.39638E-03	7.13977			
9.39673E-03	7.21809			
9.39725E-03	7.33608			
9.39730E-03	7.34595			
9.39773E-03	7.46162			
9.39817E-03	7.57774			
9.39821E-03	7.5894			
9.39861E-03	7.71301			
9.39904E-03	7.8509			
9.39909E-03	7.86475			
9.39948E-03	8.01254			
9.39992E-03	8.17746			
9.39996E-03	8.19402			
9.40035E-03	8.36862			
9.40062E-03	8.48556			
9.40079E-03	8.57563			
9.40119E-03	8.77917			
9.40127E-03	8.82461			
9.40154E-03	8.98342			
9.40188E-03	9.19602			
9.40193E-03	9.22271			
9.40223E-03	9.44259			
9.40258E-03	9.69499			
9.40293E-03	9.98763			
9.40302E-03	10.0611			
9.40328E-03	10.3103			
9.40346E-03	10.4772			
9.40363E-03	10.6669			
9.40390E-03	10.953			
9.40395E-03	11.0212			
9.40423E-03	11.3775			
9.40433E-03	11.5015			
9.40452E-03	11.7664			
9.40466E-03	11.97			
9.40480E-03	12.1976			
9.40499E-03	12.4966			
9.40509E-03	12.6749			
9.40533E-03	13.1168			
9.40537E-03	13.203			
9.40559E-03	13.6475			
9.40570E-03	13.8832			
9.40580E-03	14.1198			
9.40594E-03	14.4607			
9.40601E-03	14.6399			
9.40619E-03	15.1			
9.40626E-03	15.3145			
9.40643E-03	15.8088			
9.40644E-03	15.8368			
9.40662E-03	16.4138			
9.40668E-03	16.5975			
9.40680E-03	17.0359			
9.40692E-03	17.4759			
9.40698E-03	17.7027			
9.40716E-03	18.4206			
9.40717E-03	18.4557			
9.40734E-03	19.2204			
9.40743E-03	19.6337			
9.40752E-03	20.0748			
9.40769E-03	20.9381			
9.40769E-03	20.9603			
9.40786E-03	21.8927			
9.40789E-03	22.0651			
9.40803E-03	22.9233			
9.40808E-03	23.2731			
9.40820E-03	24.0382			
9.40830E-03	24.747			
9.40837E-03	25.2377			
9.40851E-03	26.3207			
9.40856E-03	26.7159			
9.40869E-03	27.7443			
9.40883E-03	28.9236			
9.40886E-03	29.2516			
9.40904E-03	30.8965			
9.40909E-03	31.3917			
9.40921E-03	32.6718			
9.40935E-03	34.1395			
9.40939E-03	34.5441			
9.40956E-03	36.5737			
9.40961E-03	37.1844			
9.40974E-03	38.7476			
9.40988E-03	40.5393			
9.40991E-03	41.0277			
9.41014E-03	44.2129			
9.41017E-03	44.7436			
9.41040E-03	48.2059			
9.41044E-03	48.7782			
9.41066E-03	52.5115			
9.41070E-03	53.1234			
9.41093E-03	57.1132			
9.41096E-03	57.7664			
9.41128E-03	63.6612			
9.41131E-03	64.3556			
9.41171E-03	72.364			
9.41175E-03	73.0829			
9.41259E-03	90.3567			
9.41262E-03	91.0443			
9.41294E-03	97.2176			
9.41297E-03	97.8519			
9.41329E-03	103.538			
9.41332E-03	104.106			
9.41355E-03	107.781			
9.41358E-03	108.278			
9.41381E-03	111.489			
9.41385E-03	111.907			
9.41406E-03	114.391			
9.41412E-03	114.971			
9.41430E-03	116.689			
9.41441E-03	117.394			
9.41456E-03	118.429			
9.41467E-03	118.825			
9.41481E-03	119.343			
9.41487E-03	119.412			
9.41500E-03	119.557			
9.41515E-03	119.334			
9.41524E-03	119.189			
9.41537E-03	118.648			
9.41551E-03	118.011			
9.41563E-03	117.095			
9.41579E-03	115.898			
9.41584E-03	115.351			
9.41607E-03	112.952			
9.41614E-03	112.041			
9.41633E-03	109.512			
9.41640E-03	108.446			
9.41659E-03	105.497			
9.41666E-03	104.302			
9.41685E-03	101			
