E(MeV)	pendfb7/Gd158:1
1.000000E-11	137.042392
1.029990E-11	135.047746
1.060750E-11	133.090784
1.060870E-11	133.083212
1.092550E-11	131.155273
1.092690E-11	131.146822
1.125320E-11	129.247132
1.125440E-11	129.240203
1.159050E-11	127.368929
1.159200E-11	127.360646
1.193810E-11	125.517288
1.193950E-11	125.509893
1.229600E-11	123.693641
1.229760E-11	123.685557
1.266480E-11	121.895976
1.266620E-11	121.889209
1.304450E-11	120.126086
1.304620E-11	120.118227
1.343570E-11	118.381472
1.343720E-11	118.374839
1.383850E-11	116.663589
1.384030E-11	116.655976
1.425350E-11	114.970599
1.425520E-11	114.963721
1.468080E-11	113.302988
1.468270E-11	113.295635
1.512120E-11	111.659282
1.512290E-11	111.65299
1.557440E-11	110.041161
1.557650E-11	110.033726
1.604160E-11	108.445792
1.604340E-11	108.439696
1.652240E-11	106.875323
1.652460E-11	106.868196
1.701800E-11	105.326923
1.701990E-11	105.321036
1.752810E-11	103.802743
1.753040E-11	103.795928
1.805390E-11	102.299903
1.805590E-11	102.294234
1.859510E-11	100.820543
1.859750E-11	100.814037
1.915280E-11	99.3623645
1.915500E-11	99.3566603
1.972700E-11	97.926415
1.972950E-11	97.9202147
2.031860E-11	96.5112644
2.032090E-11	96.5058084
2.092770E-11	95.1179051
2.093050E-11	95.1115531
2.155540E-11	93.7445107
2.155790E-11	93.7390863
2.220160E-11	92.3921505
2.220450E-11	92.3861317
2.286750E-11	91.0593245
2.287010E-11	91.0541637
2.355300E-11	89.7470544
2.355610E-11	89.7411692
2.425940E-11	88.4537293
2.426220E-11	88.4486454
2.498660E-11	87.1803098
2.498990E-11	87.1745823
2.573900E-11	85.9209706
2.584470E-11	85.7503613
2.651100E-11	84.6852144
2.673230E-11	84.3440047
2.730570E-11	83.4683305
2.765030E-11	82.9608265
2.812470E-11	82.2687994
2.859990E-11	81.6002828
2.896780E-11	81.0875892
2.958200E-11	80.2622322
2.983670E-11	79.9231838
3.059790E-11	78.946128
3.073110E-11	78.7767515
3.164870E-11	77.6516441
3.165280E-11	77.6466636
3.260170E-11	76.5353613
3.273560E-11	76.3841118
3.357950E-11	75.4399803
3.385980E-11	75.137568
3.458610E-11	74.3614238
3.502260E-11	73.9116145
3.562350E-11	73.2982461
3.622530E-11	72.705882
3.669130E-11	72.2515021
3.746930E-11	71.5201014
3.779190E-11	71.2196633
3.875610E-11	70.3538303
3.892470E-11	70.2038365
4.008700E-11	69.2069682
4.009230E-11	69.2024646
4.129410E-11	68.2179685
4.146370E-11	68.0839845
4.253270E-11	67.2475146
4.288760E-11	66.9797379
4.380760E-11	66.2921634
4.436040E-11	65.893813
4.512160E-11	65.3504573
4.588380E-11	64.8258932
4.647420E-11	64.4233751
4.745960E-11	63.7756483
4.786810E-11	63.5096281
4.908940E-11	62.742902
4.930300E-11	62.6100465
5.077520E-11	61.7273683
5.078180E-11	61.7234475
5.230410E-11	60.8517435
5.251890E-11	60.733145
5.387290E-11	59.9926459
5.432250E-11	59.7555794
5.548780E-11	59.1469262
5.618800E-11	58.7943404
5.715210E-11	58.3134179
5.811760E-11	57.849118
5.886530E-11	57.4929053
6.011350E-11	56.9196942
6.063100E-11	56.6842392
6.217780E-11	56.0058562
6.244840E-11	55.8882712
6.431310E-11	55.1073167
6.432150E-11	55.1038308
6.624960E-11	54.3326613
6.652170E-11	54.2277477
6.823680E-11	53.5726891
6.880620E-11	53.3630422
7.028220E-11	52.8246797
7.116910E-11	52.5128666
7.239030E-11	52.0875161
7.361320E-11	51.67697
7.456030E-11	51.3619513
7.614120E-11	50.8551524
7.679670E-11	50.6469434
7.875600E-11	50.0471804
7.909870E-11	49.9432328
8.146060E-11	49.2528687
8.147120E-11	49.2497985
8.391340E-11	48.5681706
8.425810E-11	48.4754425
8.643040E-11	47.8965218
8.715160E-11	47.7112793
8.902120E-11	47.2355219
9.014460E-11	46.9600215
9.169130E-11	46.5842021
9.324030E-11	46.2215068
9.443990E-11	45.9431905
9.644230E-11	45.4955319
9.727250E-11	45.3116167
9.975430E-11	44.781824
1.001880E-10	44.6900757
1.031800E-10	44.0803975
1.031930E-10	44.0777722
1.062870E-10	43.4757897
1.067230E-10	43.3940372
1.094750E-10	42.8827846
1.103880E-10	42.7193426
1.127560E-10	42.2993118
1.141790E-10	42.0561752
1.161390E-10	41.7243241
1.181000E-10	41.4044253
1.196200E-10	41.1588422
1.226740E-10	40.6834872
1.232080E-10	40.6011988
1.269010E-10	40.0530586
1.274220E-10	39.9785572
1.307070E-10	39.5136296
1.323570E-10	39.2886858
1.346260E-10	38.982474
1.374800E-10	38.6114035
1.386640E-10	38.4589948
1.428040E-10	37.9457863
1.428200E-10	37.9438224
1.471040E-10	37.4374652
1.483320E-10	37.2976402
1.515130E-10	36.939068
1.540760E-10	36.6608679
1.560580E-10	36.4478676
1.600400E-10	36.0357283
1.607360E-10	35.9643934
1.655570E-10	35.4886293
1.662370E-10	35.423998
1.705200E-10	35.0209849
1.726720E-10	34.8259838
1.756350E-10	34.5601324
1.793590E-10	34.2383851
1.808990E-10	34.1066203
1.863010E-10	33.6616987
1.863250E-10	33.6597409
1.919110E-10	33.2210692
1.935160E-10	33.0996991
1.976670E-10	32.7888578
2.010060E-10	32.5481404
2.035920E-10	32.3634979
2.087900E-10	32.0062574
2.096990E-10	31.9443744
2.159850E-10	31.5324828
2.168720E-10	31.4765259
2.224630E-10	31.1273953
2.262210E-10	30.9015233
2.291320E-10	30.7283927
2.359740E-10	30.3367348
2.360040E-10	30.335035
2.430790E-10	29.9493247
2.461460E-10	29.78839
2.503700E-10	29.5690468
2.567580E-10	29.2498425
