MeV	Ni-nat
1.83445E-01	13.4434
1.83451E-01	14.487
1.83453E-01	14.8758
1.83462E-01	16.6437
1.83468E-01	17.7272
1.83471E-01	18.2517
1.83475E-01	19.0613
1.83477E-01	19.408
1.83480E-01	19.875
1.83482E-01	20.1861
1.83485E-01	20.5885
1.83487E-01	20.8564
1.83489E-01	21.178
1.83491E-01	21.3922
1.83494E-01	21.6194
1.83496E-01	21.7705
1.83499E-01	21.8764
1.83500E-01	21.9332
1.83501E-01	21.9765
1.83504E-01	22.0104
1.83504E-01	22.0059
1.83508E-01	21.9555
1.83508E-01	21.9204
1.83511E-01	21.7868
1.83513E-01	21.6938
1.83516E-01	21.484
1.83518E-01	21.2892
1.83520E-01	20.9965
1.83522E-01	20.752
1.83525E-01	20.385
1.83527E-01	20.0516
1.83531E-01	19.5273
1.83533E-01	19.1541
1.83539E-01	18.1408
1.83550E-01	16.2899
1.83555E-01	15.4066
1.83556E-01	15.2521
1.83562E-01	14.2744
1.83564E-01	13.9992
1.83567E-01	13.478
1.83571E-01	12.9478
1.83574E-01	12.5399
1.83577E-01	12.0975
1.83578E-01	11.9605
1.83583E-01	11.4224
1.83583E-01	11.3263
1.83587E-01	10.9272
1.83590E-01	10.6302
1.83591E-01	10.4605
1.83596E-01	10.0235
1.83596E-01	10.004
1.83600E-01	9.62998
1.83603E-01	9.4222
1.83605E-01	9.23718
1.83610E-01	8.86735
1.83617E-01	8.37518
1.83624E-01	7.93777
1.83631E-01	7.54811
1.83638E-01	7.20015
1.83646E-01	6.85922
1.83653E-01	6.55651
1.83658E-01	6.37349
1.83661E-01	6.29176
1.83669E-01	6.04668
1.83677E-01	5.83522
1.83679E-01	5.7648
1.83683E-01	5.66616
1.83692E-01	5.46903
1.83700E-01	5.30137
1.83704E-01	5.21759
1.83709E-01	5.1454
1.83717E-01	5.00108
1.83721E-01	4.9386
1.83730E-01	4.81371
1.83734E-01	4.75962
1.83742E-01	4.65152
1.83747E-01	4.60459
1.83755E-01	4.51077
1.83761E-01	4.4574
1.83772E-01	4.35073
1.83775E-01	4.32828
1.83784E-01	4.25347
1.83789E-01	4.21609
1.83803E-01	4.12193
1.83814E-01	4.04667
1.83822E-01	4.0049
1.83837E-01	3.92142
1.83840E-01	3.90624
1.83858E-01	3.82175
1.83859E-01	3.81742
1.83882E-01	3.73082
1.83883E-01	3.72792
1.83907E-01	3.6527
1.83915E-01	3.62668
1.83942E-01	3.56211
1.83949E-01	3.54368
1.83964E-01	3.51301
1.83994E-01	3.45172
1.84009E-01	3.42824
1.84034E-01	3.39011
1.84054E-01	3.36503
1.84073E-01	3.34225
1.84122E-01	3.29985
1.84144E-01	3.28031
1.84189E-01	3.25151
1.84234E-01	3.22275
1.84279E-01	3.20524
1.84309E-01	3.19359
1.84399E-01	3.17602
1.84519E-01	3.1676
1.84564E-01	3.16994
1.84654E-01	3.17465
1.84699E-01	3.18356
1.84820E-01	3.20732
1.84940E-01	3.24489
1.85000E-01	3.2637
1.85180E-01	3.33703
1.85420E-01	3.45714
1.85540E-01	3.52654
1.85720E-01	3.63065
1.86080E-01	3.86139
1.86380E-01	4.04666
1.86680E-01	4.19971
1.86860E-01	4.26624
1.86920E-01	4.28841
1.87100E-01	4.32954
1.87280E-01	4.34515
1.87400E-01	4.33926
1.87460E-01	4.33633
1.87641E-01	4.30539
1.87701E-01	4.288
1.87881E-01	4.23585
1.88001E-01	4.18944
1.88481E-01	4.00392
1.88541E-01	3.98075
1.88721E-01	3.93631
1.88841E-01	3.9282
1.88961E-01	3.93678
1.89051E-01	3.96361
1.89081E-01	3.97965
1.89141E-01	4.01178
1.89201E-01	4.06293
1.89231E-01	4.08853
1.89276E-01	4.13995
1.89291E-01	4.15711
1.89321E-01	4.20364
1.89333E-01	4.22253
1.89358E-01	4.27397
1.89370E-01	4.29972
1.89382E-01	4.33525
1.89394E-01	4.37082
1.89400E-01	4.39498
1.89418E-01	4.46752
1.89435E-01	4.55644
1.89452E-01	4.67024
1.89462E-01	4.73365
1.89477E-01	4.84037
1.89484E-01	4.88301
1.89487E-01	4.89709
1.89496E-01	4.93925
1.89498E-01	4.94711
1.89502E-01	4.95371
1.89510E-01	4.96747
1.89511E-01	4.96683
1.89520E-01	4.9593
1.89523E-01	4.95724
1.89536E-01	4.9202
1.89558E-01	4.85842
1.89563E-01	4.84433
1.89577E-01	4.8206
1.89588E-01	4.80125
1.89595E-01	4.79742
1.89606E-01	4.79235
1.89614E-01	4.79662
1.89636E-01	4.80707
1.89646E-01	4.82111
1.89673E-01	4.85978
1.89681E-01	4.87568
1.89724E-01	4.96586
1.89739E-01	5.00689
1.89787E-01	5.13775
1.89820E-01	5.24918
1.89850E-01	5.34671
1.89873E-01	5.43874
1.89903E-01	5.55591
1.89905E-01	5.56618
1.89926E-01	5.66893
1.89935E-01	5.71005
1.89947E-01	5.78583
1.89985E-01	6.01327
1.89995E-01	6.07006
1.90000E-01	6.09308
1.90003E-01	6.10546
1.90012E-01	6.1432
1.90013E-01	6.1444
1.90064E-01	6.2728
1.90075E-01	6.30039
1.90084E-01	6.33491
1.90110E-01	6.4267
1.90117E-01	6.45994
1.90140E-01	6.55967
1.90170E-01	6.69269
1.90200E-01	6.84241
1.90230E-01	6.99214
1.90350E-01	7.63336
1.90380E-01	7.79974
1.90560E-01	8.79789
1.90650E-01	9.29692
1.90663E-01	9.3643
1.90770E-01	9.92431
1.90860E-01	10.3485
1.90950E-01	10.7246
1.91040E-01	11.049
1.91130E-01	11.3203
1.91160E-01	11.3909
1.91221E-01	11.5323
1.91251E-01	11.5749
1.91326E-01	11.6813
1.91401E-01	11.7505
1.91521E-01	11.8003
1.91581E-01	11.7659
1.91641E-01	11.7315
1.91821E-01	11.5212
1.92001E-01	11.2263
1.92061E-01	11.0947
1.92181E-01	10.8314
1.92301E-01	10.5341
1.92541E-01	9.93959
1.92782E-01	9.32882
1.93022E-01	8.71813
1.93142E-01	8.41281
1.93309E-01	8.00537
1.93376E-01	7.84322
1.93638E-01	7.24514
1.93778E-01	6.92595
1.93848E-01	6.78027
1.94128E-01	6.19762
1.94198E-01	6.06054
1.94396E-01	5.67369
1.94619E-01	5.29128
1.94759E-01	5.06685
1.94829E-01	4.95465
1.95039E-01	4.64551
1.95109E-01	4.55356
1.95249E-01	4.3697
1.95319E-01	4.28831
1.95459E-01	4.17756
1.95529E-01	4.13383
1.95599E-01	4.09011
1.95722E-01	4.03398
1.95793E-01	4.01178
1.95879E-01	4.01962
1.95910E-01	4.02242
1.96019E-01	4.05165
1.96142E-01	4.10704
1.96195E-01	4.14018
1.96230E-01	4.17016
1.96352E-01	4.27506
1.96440E-01	4.36479
1.96510E-01	4.43656
1.96545E-01	4.47898
1.96720E-01	4.69107
1.96807E-01	4.80249
1.97014E-01	5.06538
1.97193E-01	5.22796
1.97350E-01	5.33694
1.97455E-01	5.38206
1.97508E-01	5.40462
1.97613E-01	5.42287
1.97700E-01	5.4381
1.97735E-01	5.43821
1.97840E-01	5.42593
1.97981E-01	5.38196
1.98121E-01	5.31096
1.98261E-01	5.22108
1.98401E-01	5.13123
1.98681E-01	4.90815
1.99031E-01	4.59504
1.99381E-01	4.28198
1.99549E-01	4.13255
1.99849E-01	3.88445
1.99924E-01	3.82244
2.00149E-01	3.65476
2.00374E-01	3.50665
2.00599E-01	3.37738
2.00786E-01	3.28831
2.00899E-01	3.24899
2.01049E-01	3.21256
2.01199E-01	3.18863
2.01274E-01	3.18336
2.01349E-01	3.1781
2.01499E-01	3.18188
2.01649E-01	3.20092
2.01799E-01	3.23619
2.01915E-01	3.27684
2.02099E-01	3.38737
2.02249E-01	3.49986
2.02399E-01	3.63216
2.02587E-01	3.82627
2.02699E-01	3.96351
2.02850E-01	4.16822
2.03000E-01	4.39404
2.03150E-01	4.64058
2.03300E-01	4.9071
2.03450E-01	5.19686
2.03525E-01	5.34173
2.03750E-01	5.813
2.03900E-01	6.14889
2.04050E-01	6.48476
2.04399E-01	7.26344
2.04586E-01	7.68207
2.04950E-01	8.44081
2.05250E-01	9.01538
2.05325E-01	9.14706
2.05353E-01	9.19611
2.05494E-01	9.44272
2.05578E-01	9.5916
2.05635E-01	9.69045
2.05668E-01	9.74907
2.05689E-01	9.79456
2.05727E-01	9.88015
2.05753E-01	9.93726
2.05771E-01	9.97596
2.05775E-01	9.99232
2.05794E-01	10.0562
2.05813E-01	10.1201
2.05822E-01	10.1512
2.05832E-01	10.2019
2.05847E-01	10.2823
2.05857E-01	10.3375
2.05859E-01	10.3472
2.05870E-01	10.4376
2.05879E-01	10.5009
2.05879E-01	10.5071
2.05888E-01	10.5992
2.05894E-01	10.6668
2.05896E-01	10.6837
2.05903E-01	10.7914
2.05910E-01	10.8896
2.05911E-01	10.9025
2.05919E-01	11.0473
2.05925E-01	11.1628
2.05926E-01	11.2006
2.05932E-01	11.3532
2.05936E-01	11.4437
2.05936E-01	11.4469
2.05944E-01	11.6653
2.05948E-01	11.7961
2.05951E-01	11.9066
2.05958E-01	12.1748
2.05968E-01	12.5272
2.05973E-01	12.6829
2.05980E-01	12.933
2.05980E-01	12.9605
2.05985E-01	13.0817
2.05989E-01	13.2028
2.05990E-01	13.2175
2.05994E-01	13.2725
2.05998E-01	13.3332
2.05998E-01	13.334
2.06001E-01	13.3482
2.06003E-01	13.3593
2.06006E-01	13.3454
2.06010E-01	13.3192
2.06011E-01	13.3121
2.06014E-01	13.2578
2.06019E-01	13.1689
2.06019E-01	13.1617
2.06024E-01	13.0333
2.06024E-01	13.0262
2.06032E-01	12.7945
2.06040E-01	12.5271
2.06049E-01	12.2285
2.06055E-01	12.0386
2.06056E-01	11.9918
2.06064E-01	11.7816
2.06065E-01	11.7427
2.06071E-01	11.6012
2.06076E-01	11.4856
2.06079E-01	11.4415
2.06086E-01	11.3094
2.06092E-01	11.2117
2.06095E-01	11.1768
2.06103E-01	11.0722
2.06107E-01	11.0165
2.06111E-01	10.9819
2.06119E-01	10.9079
2.06124E-01	10.8684
2.06131E-01	10.8288
2.06142E-01	10.7628
2.06146E-01	10.7364
2.06153E-01	10.7135
2.06164E-01	10.6753
2.06178E-01	10.6258
2.06180E-01	10.6232
2.06195E-01	10.6
2.06217E-01	10.5658
2.06226E-01	10.5522
2.06242E-01	10.5463
2.06268E-01	10.5367
2.06288E-01	10.5295
2.06303E-01	10.5342
2.06346E-01	10.5473
2.06395E-01	10.5627
2.06435E-01	10.575
2.06476E-01	10.5949
2.06586E-01	10.6489
2.06752E-01	10.73
2.06940E-01	10.8219
2.07106E-01	10.8699
2.07327E-01	10.9338
2.07714E-01	10.9692
2.07742E-01	10.9717
2.08267E-01	10.9268
2.08488E-01	10.8762
2.08931E-01	10.775
2.09333E-01	10.6379
2.09625E-01	10.5382
2.10462E-01	10.1852
2.10537E-01	10.1535
2.11516E-01	9.72458
2.12571E-01	9.26273
2.12736E-01	9.19016
2.13098E-01	9.03185
2.13203E-01	8.9857
2.13308E-01	8.95137
2.13432E-01	8.9112
2.13504E-01	8.88773
2.13507E-01	8.88751
2.13537E-01	8.88535
2.13549E-01	8.88888
2.13580E-01	8.89775
2.13609E-01	8.90655
2.13610E-01	8.90691
2.13640E-01	8.93827
2.13686E-01	8.98692
2.13703E-01	9.00414
2.13705E-01	9.00426
2.13725E-01	8.99039
2.13757E-01	8.96774
2.13780E-01	8.95213
2.13796E-01	8.94073
2.13801E-01	8.94401
2.13814E-01	8.95389
2.13830E-01	8.96492
2.13841E-01	8.99035
2.13851E-01	9.01411
2.13858E-01	9.02942
2.13862E-01	9.04434
2.13872E-01	9.08915
2.13882E-01	9.13435
2.13890E-01	9.19146
2.13896E-01	9.24222
2.13901E-01	9.27396
2.13903E-01	9.29765
2.13909E-01	9.36875
2.13914E-01	9.42148
2.13916E-01	9.45905
2.13921E-01	9.53424
2.13926E-01	9.60949
2.13928E-01	9.64715
2.13930E-01	9.69219
2.13937E-01	9.82739
2.13941E-01	9.93792
2.13945E-01	10.0485
2.13952E-01	10.2472
2.13954E-01	10.3135
2.13958E-01	10.4658
2.13962E-01	10.6181
2.13966E-01	10.7605
2.13974E-01	11.0454
2.13979E-01	11.2679
2.13982E-01	11.3479
2.13984E-01	11.4112
2.13988E-01	11.5447
2.13992E-01	11.6146
2.13995E-01	11.6844
2.13999E-01	11.7074
2.14001E-01	11.7236
2.14002E-01	11.7308
2.14004E-01	11.7171
2.14008E-01	11.6972
2.14008E-01	11.6929
2.14011E-01	11.6413
2.14015E-01	11.5767
2.14015E-01	11.5681
2.14019E-01	11.4453
2.14023E-01	11.3429
2.14024E-01	11.2995
2.14031E-01	11.039
2.14043E-01	10.6047
2.14049E-01	10.3789
2.14050E-01	10.3638
2.14056E-01	10.16
2.14058E-01	10.1072
2.14060E-01	10.0366
2.14065E-01	9.92128
2.14066E-01	9.87647
2.14071E-01	9.77483
2.14077E-01	9.63774
2.14079E-01	9.60224
2.14082E-01	9.55715
2.14089E-01	9.44454
2.14093E-01	9.38454
2.14096E-01	9.34403
2.14102E-01	9.26887
2.14103E-01	9.26448
2.14107E-01	9.225
2.14115E-01	9.14612
2.14119E-01	9.11109
2.14125E-01	9.07408
2.14134E-01	9.01248
2.14138E-01	8.98785
2.14143E-01	8.96538
2.14157E-01	8.90582
2.14165E-01	8.87016
2.14170E-01	8.85338
2.14184E-01	8.8115
2.14195E-01	8.78081
2.14206E-01	8.76071
2.14231E-01	8.7138
2.14248E-01	8.68221
2.14258E-01	8.67139
2.14293E-01	8.63091
2.14312E-01	8.60935
2.14332E-01	8.59524
2.14397E-01	8.54967
2.14470E-01	8.4991
2.14475E-01	8.49692
2.14561E-01	8.46064
2.14646E-01	8.42491
2.14768E-01	8.37325
2.14818E-01	8.36141
2.14965E-01	8.32595
2.15014E-01	8.31416
2.15063E-01	8.31169
2.15137E-01	8.32353
2.15208E-01	8.33502
2.15213E-01	8.33854
2.15265E-01	8.3755
2.15292E-01	8.39489
2.15316E-01	8.42546
2.15353E-01	8.47138
2.15358E-01	8.48064
2.15395E-01	8.55021
2.15402E-01	8.56413
2.15432E-01	8.64865
2.15449E-01	8.69798
2.15456E-01	8.72911
2.15481E-01	8.83295
2.15483E-01	8.84334
2.15505E-01	8.97103
2.15520E-01	9.05621
2.15524E-01	9.08438
2.15541E-01	9.21592
2.15542E-01	9.22532
2.15557E-01	9.37204
2.15564E-01	9.43663
2.15574E-01	9.55534
2.15589E-01	9.73347
2.15591E-01	9.76118
2.15607E-01	10.0107
2.15618E-01	10.2106
2.15624E-01	10.3217
2.15631E-01	10.4542
2.15641E-01	10.6795
2.15643E-01	10.7268
2.15655E-01	11.0424
2.15658E-01	11.1055
2.15667E-01	11.4018
2.15674E-01	11.6055
2.15678E-01	11.7549
2.15689E-01	12.1389
2.15691E-01	12.1816
2.15702E-01	12.6109
2.15706E-01	12.7967
2.15722E-01	13.4809
2.15746E-01	14.5751
2.15754E-01	14.9311
2.15758E-01	15.1096
2.15766E-01	15.4058
2.15767E-01	15.4678
2.15777E-01	15.7779
2.15778E-01	15.8192
2.15786E-01	16.0241
2.15787E-01	16.0556
2.15795E-01	16.1928
2.15795E-01	16.1962
2.15801E-01	16.2504
2.15805E-01	16.2831
2.15807E-01	16.2903
2.15810E-01	16.2791
2.15817E-01	16.2503
2.15818E-01	16.2333
2.15827E-01	16.1182
2.15827E-01	16.1139
2.15836E-01	15.9111
2.15839E-01	15.8241
2.15848E-01	15.5485
2.15852E-01	15.4303
2.15863E-01	15.009
2.15868E-01	14.8218
2.15894E-01	13.7481
2.15904E-01	13.3492
2.15911E-01	13.1
2.15922E-01	12.6932
2.15924E-01	12.6039
2.15933E-01	12.3252
2.15942E-01	12.0233
2.15945E-01	11.9407
2.15957E-01	11.5952
2.15960E-01	11.5177
2.15969E-01	11.2856
2.15977E-01	11.0912
2.15982E-01	11.0012
2.15994E-01	10.7442
2.15998E-01	10.6686
2.16015E-01	10.3769
2.16016E-01	10.3553
2.16032E-01	10.1249
2.16041E-01	10.0008
2.16051E-01	9.88484
2.16065E-01	9.71089
2.16069E-01	9.67506
2.16087E-01	9.49597
2.16090E-01	9.4721
2.16112E-01	9.30137
2.16127E-01	9.1876
2.16136E-01	9.12938
2.16161E-01	8.98391
2.16163E-01	8.96936
2.16191E-01	8.84531
2.16208E-01	8.7694
2.16226E-01	8.70698
2.16254E-01	8.61156
2.16261E-01	8.59495
2.16296E-01	8.51199
2.16307E-01	8.48712
2.16326E-01	8.46042
2.16338E-01	8.44345
2.16356E-01	8.41923
2.16363E-01	8.41647
2.16384E-01	8.40823
2.16389E-01	8.41263
2.16416E-01	8.4347
2.16428E-01	8.44504
2.16446E-01	8.47769
2.16468E-01	8.51656
2.16484E-01	8.5445
2.16486E-01	8.54512
2.16495E-01	8.54818
2.16496E-01	8.547
2.16509E-01	8.52934
2.16518E-01	8.51713
2.16525E-01	8.49239
2.16544E-01	8.4243
2.16545E-01	8.42058
2.16581E-01	8.2681
2.16593E-01	8.21618
2.16606E-01	8.17713
2.16632E-01	8.09922
2.16644E-01	8.06204
2.16658E-01	8.03399
2.16693E-01	7.96394
2.16697E-01	7.95694
2.16746E-01	7.89204
2.16784E-01	7.84109
2.16816E-01	7.81378
2.16928E-01	7.71676
2.16970E-01	7.68115
2.17079E-01	7.61446
2.17343E-01	7.4545
2.17360E-01	7.44611
2.17817E-01	7.22797
2.18080E-01	7.10215
2.18541E-01	6.90774
2.19063E-01	6.68764
2.19310E-01	6.58373
2.19359E-01	6.56296
2.19458E-01	6.5302
2.19556E-01	6.49748
2.19615E-01	6.47788
2.19630E-01	6.47561
2.19680E-01	6.46809
2.19684E-01	6.46734
2.19721E-01	6.47423
2.19756E-01	6.48072
2.19761E-01	6.48168
2.19781E-01	6.4996
2.19805E-01	6.52075
2.19808E-01	6.52341
2.19820E-01	6.54499
2.19833E-01	6.57021
2.19838E-01	6.57923
2.19847E-01	6.60905
2.19857E-01	6.64222
2.19866E-01	6.67212
2.19867E-01	6.67757
2.19877E-01	6.7321
2.19884E-01	6.77305
2.19886E-01	6.78125
2.19892E-01	6.82947
2.19899E-01	6.88982
2.19900E-01	6.90191
2.19906E-01	6.96659
2.19910E-01	7.00976
2.19914E-01	7.05754
2.19919E-01	7.12585
2.19920E-01	7.13952
2.19926E-01	7.24205
2.19929E-01	7.29336
2.19932E-01	7.3726
2.19937E-01	7.46774
2.19937E-01	7.4836
2.19941E-01	7.58017
2.19946E-01	7.71544
2.19948E-01	7.76139
2.19954E-01	7.96835
2.19956E-01	8.00668
2.19961E-01	8.2104
2.19975E-01	8.71532
2.19976E-01	8.73303
2.19982E-01	8.9339
2.19984E-01	8.99006
2.19987E-01	9.0631
2.19990E-01	9.15429
2.19991E-01	9.17248
2.19994E-01	9.21576
2.19997E-01	9.26107
2.19998E-01	9.26601
2.20001E-01	9.27895
2.20002E-01	9.28544
2.20005E-01	9.27147
2.20008E-01	9.25134
2.20009E-01	9.25001
2.20012E-01	9.19151
2.20016E-01	9.12871
2.20020E-01	9.00883
2.20024E-01	8.90881
2.20027E-01	8.80295
2.20038E-01	8.42584
2.20043E-01	8.24023
2.20050E-01	8.01251
2.20051E-01	7.97038
2.20057E-01	7.80937
2.20060E-01	7.70699
2.20063E-01	7.62628
2.20068E-01	7.51462
2.20069E-01	7.48363
2.20074E-01	7.3703
2.20078E-01	7.29823
2.20079E-01	7.28125
2.20084E-01	7.1964
2.20087E-01	7.14552
2.20091E-01	7.08618
2.20099E-01	6.98738
2.20102E-01	6.94789
2.20106E-01	6.90415
2.20113E-01	6.83133
2.20116E-01	6.80222
2.20118E-01	6.78821
2.20128E-01	6.7182
2.20136E-01	6.66225
2.20138E-01	6.65221
2.20148E-01	6.60207
2.20155E-01	6.56702
2.20162E-01	6.54043
2.20176E-01	6.49265
2.20183E-01	6.46436
2.20190E-01	6.44841
2.20210E-01	6.40262
2.20225E-01	6.36874
2.20225E-01	6.36841
2.20255E-01	6.32349
2.20279E-01	6.28734
2.20285E-01	6.28159
2.20315E-01	6.25283
2.20357E-01	6.21266
2.20371E-01	6.20369
2.20447E-01	6.15517
2.20503E-01	6.11945
2.20527E-01	6.10896
2.20659E-01	6.05133
2.20664E-01	6.05057
2.20768E-01	6.0308
2.20824E-01	6.02018
2.20944E-01	6.02964
2.20982E-01	6.01972
2.20996E-01	6.01606
2.21024E-01	6.00872
2.21068E-01	5.97205
2.21100E-01	5.94537
2.21232E-01	5.81906
2.21256E-01	5.79611
2.21393E-01	5.69927
2.21449E-01	5.65941
2.21713E-01	5.51355
2.21801E-01	5.46494
2.21865E-01	5.42958
2.22602E-01	5.04082
2.22763E-01	4.95232
2.23323E-01	4.64256
2.23724E-01	4.39705
2.23864E-01	4.31112
2.24578E-01	3.85704
2.24806E-01	3.70078
2.25707E-01	3.02351
2.26008E-01	2.79778
2.26300E-01	2.56563
2.26705E-01	2.2442
2.26862E-01	2.12425
2.27018E-01	2.00431
2.27279E-01	1.81772
2.27435E-01	1.71452
2.27488E-01	1.68013
2.27644E-01	1.58529
2.27811E-01	1.49468
2.27874E-01	1.46485
2.27936E-01	1.43502
2.27999E-01	1.41154
2.28124E-01	1.37649
2.28218E-01	1.3578
2.28291E-01	1.35014
2.28301E-01	1.35078
2.28369E-01	1.35494
2.28405E-01	1.3616
2.28447E-01	1.36919
2.28486E-01	1.38121
2.28501E-01	1.38919
2.28517E-01	1.39715
2.28570E-01	1.43774
2.28574E-01	1.44176
2.28605E-01	1.47094
2.28625E-01	1.49426
2.28637E-01	1.50899
2.28666E-01	1.55129
2.28668E-01	1.55431
2.28700E-01	1.61106
2.28708E-01	1.62959
2.28720E-01	1.65741
2.28739E-01	1.70718
2.28741E-01	1.71271
2.28762E-01	1.77954
2.28771E-01	1.81137
2.28778E-01	1.83924
2.28791E-01	1.89988
2.28793E-01	1.90921
2.28809E-01	1.99181
2.28812E-01	2.01143
2.28825E-01	2.08998
2.28833E-01	2.15063
2.28835E-01	2.1658
2.28846E-01	2.25137
2.28849E-01	2.28037
2.28856E-01	2.34805
2.28864E-01	2.43092
2.28867E-01	2.45721
2.28876E-01	2.56714
2.28879E-01	2.60739
2.28885E-01	2.68867
2.28894E-01	2.81263
2.28895E-01	2.82196
2.28904E-01	2.96727
2.28909E-01	3.04608
2.28914E-01	3.14316
2.28923E-01	3.30686
2.28925E-01	3.33368
2.28955E-01	3.92606
2.28958E-01	3.98333
2.28965E-01	4.09782
2.28969E-01	4.16476
2.28975E-01	4.26513
2.28979E-01	4.31979
2.28983E-01	4.36758
2.28989E-01	4.42793
2.28989E-01	4.429
2.28995E-01	4.47866
2.28998E-01	4.4889
2.29002E-01	4.50225
2.29004E-01	4.5093
2.29006E-01	4.51195
2.29010E-01	4.50425
2.29015E-01	4.4965
2.29021E-01	4.45943
2.29023E-01	4.44704
2.29031E-01	4.36492
2.29033E-01	4.34926
2.29043E-01	4.21835
2.29045E-01	4.17956
2.29056E-01	4.01153
2.29086E-01	3.51316
2.29087E-01	3.48956
2.29101E-01	3.28198
2.29101E-01	3.27217
2.29111E-01	3.14228
2.29116E-01	3.07411
2.29120E-01	3.01558
2.29130E-01	2.90148
2.29131E-01	2.89839
2.29145E-01	2.75197
2.29145E-01	2.74996
2.29160E-01	2.62846
2.29160E-01	2.62548
2.29174E-01	2.52898
2.29175E-01	2.52241
2.29188E-01	2.4457
2.29191E-01	2.42742
2.29202E-01	2.37583
2.29211E-01	2.33569
2.29212E-01	2.33346
2.29230E-01	2.26912
2.29239E-01	2.24505
2.29252E-01	2.21049
2.29266E-01	2.18319
2.29274E-01	2.16792
2.29289E-01	2.14671
2.29307E-01	2.12915
2.29318E-01	2.1182
2.29348E-01	2.10445
2.29366E-01	2.10183
2.29402E-01	2.10824
2.29407E-01	2.10905
2.29448E-01	2.1299
2.29484E-01	2.1581
2.29493E-01	2.16515
2.29547E-01	2.22101
2.29565E-01	2.24386
2.29620E-01	2.31242
2.29692E-01	2.41919
2.29765E-01	2.53927
2.29837E-01	2.67001
2.29946E-01	2.88474
2.30055E-01	3.11811
2.30193E-01	3.43866
2.30345E-01	3.82204
2.30490E-01	4.20996
2.30700E-01	4.78932
2.30800E-01	5.06557
2.31010E-01	5.65885
2.31300E-01	6.43342
2.31500E-01	6.92237
2.31600E-01	7.14815
2.31700E-01	7.3739
2.31900E-01	7.77915
2.32000E-01	7.95578
2.32100E-01	8.1324
2.32290E-01	8.41628
2.32440E-01	8.60615
2.32501E-01	8.6831
2.32750E-01	8.93431
2.33001E-01	9.13221
2.33101E-01	9.18428
2.33269E-01	9.27176
2.33501E-01	9.35734
2.33651E-01	9.38838
2.33801E-01	9.41943
2.34001E-01	9.43353
2.34401E-01	9.41852
2.34602E-01	9.38492
2.35002E-01	9.31777
2.35202E-01	9.27188
2.35677E-01	9.16293
2.35827E-01	9.12855
2.35952E-01	9.11899
2.36113E-01	9.14598
2.36176E-01	9.15659
2.36184E-01	9.15372
2.36255E-01	9.12789
2.36271E-01	9.12215
2.36445E-01	8.9905
2.36509E-01	8.94266
2.36604E-01	8.89867
2.36865E-01	8.77775
2.36960E-01	8.74485
2.37698E-01	8.48883
2.37963E-01	8.39725
2.38051E-01	8.36673
2.38219E-01	8.32976
2.38331E-01	8.30515
2.38372E-01	8.30349
2.38380E-01	8.30501
2.38460E-01	8.32025
2.38492E-01	8.32636
2.38540E-01	8.35837
2.38648E-01	8.43039
2.38660E-01	8.43839
2.38692E-01	8.44527
2.38698E-01	8.44227
2.38744E-01	8.41917
2.38756E-01	8.41313
2.38924E-01	8.20759
2.38940E-01	8.18803
2.39045E-01	8.09889
2.39093E-01	8.05776
2.39205E-01	7.99633
2.39373E-01	7.90423
2.39541E-01	7.83321
2.39841E-01	7.70669
2.40443E-01	7.45282
2.40744E-01	7.32592
2.40864E-01	7.26468
2.41165E-01	7.1116
2.41225E-01	7.08099
2.41406E-01	6.96716
2.41526E-01	6.8913
2.41586E-01	6.84422
2.41706E-01	6.75008
2.41767E-01	6.70303
2.41827E-01	6.64447
2.41947E-01	6.5274
2.42037E-01	6.42108
2.42067E-01	6.38566
2.42097E-01	6.34187
2.42158E-01	6.25434
2.42188E-01	6.2106
2.42218E-01	6.15697
2.42278E-01	6.04977
2.42334E-01	5.93057
2.42361E-01	5.87498
2.42374E-01	5.84016
2.42400E-01	5.77054
2.42413E-01	5.73576
2.42427E-01	5.69248
2.42466E-01	5.5627
2.42492E-01	5.46273
2.42519E-01	5.36281
2.42532E-01	5.31288
2.42545E-01	5.25388
2.42565E-01	5.16543
2.42571E-01	5.13598
2.42584E-01	5.06302
2.42598E-01	4.99013
2.42604E-01	4.9469
2.42624E-01	4.81732
2.42635E-01	4.74332
2.42641E-01	4.7015
2.42658E-01	4.57614
2.42675E-01	4.42879
2.42680E-01	4.37972
2.42692E-01	4.26924
2.42703E-01	4.15883
2.42714E-01	4.03567
2.42718E-01	3.98952
2.42723E-01	3.93614
2.42731E-01	3.82947
2.42744E-01	3.64722
2.42748E-01	3.58653
2.42757E-01	3.45606
2.42769E-01	3.2605
2.42782E-01	3.0651
2.42795E-01	2.86148
2.42801E-01	2.76356
2.42803E-01	2.72262
2.42812E-01	2.57537
2.42812E-01	2.56722
2.42820E-01	2.41663
2.42823E-01	2.3547
2.42828E-01	2.25392
2.42841E-01	2.0069
2.42845E-01	1.93379
2.42853E-01	1.77828
2.42862E-01	1.63396
2.42865E-01	1.58985
2.42867E-01	1.54578
2.42873E-01	1.46535
2.42876E-01	1.42957
2.42879E-01	1.39383
2.42883E-01	1.34681
2.42887E-01	1.30611
2.42891E-01	1.27623
2.42891E-01	1.27251
2.42896E-01	1.24707
2.42900E-01	1.23094
2.42903E-01	1.22603
2.42904E-01	1.22549
2.42907E-01	1.22846
2.42910E-01	1.23717
2.42913E-01	1.25656
