MeV	Ni-nat
5.14814E-02	4.18874
5.14817E-02	4.19092
5.14820E-02	4.19327
5.14823E-02	4.19738
5.14826E-02	4.2017
5.14829E-02	4.20624
5.14832E-02	4.21103
5.14835E-02	4.21606
5.14838E-02	4.22137
5.14841E-02	4.22697
5.14844E-02	4.23287
5.14847E-02	4.23909
5.14850E-02	4.24565
5.14853E-02	4.25257
5.14856E-02	4.25986
5.14859E-02	4.27058
5.14862E-02	4.28174
5.14865E-02	4.29337
5.14869E-02	4.30546
5.14872E-02	4.31804
5.14876E-02	4.33558
5.14879E-02	4.34933
5.14883E-02	4.36844
5.14887E-02	4.38847
5.14888E-02	4.39297
5.14893E-02	4.41794
5.14897E-02	4.44576
5.14903E-02	4.48432
5.14909E-02	4.52442
5.14916E-02	4.5751
5.14921E-02	4.60644
5.14928E-02	4.65756
5.14944E-02	4.77617
5.14953E-02	4.84515
5.14960E-02	4.88954
5.14966E-02	4.93105
5.14967E-02	4.93533
5.14972E-02	4.95789
5.14977E-02	4.9798
5.14983E-02	5.00074
5.14988E-02	5.01857
5.14991E-02	5.0261
5.14994E-02	5.02976
5.15000E-02	5.03384
5.15001E-02	5.03386
5.15005E-02	5.02919
5.15011E-02	5.01926
5.15017E-02	5.00613
5.15023E-02	4.98719
5.15024E-02	4.98479
5.15029E-02	4.95968
5.15035E-02	4.92834
5.15041E-02	4.88862
5.15049E-02	4.83986
5.15058E-02	4.77682
5.15081E-02	4.59903
5.15089E-02	4.54439
5.15095E-02	4.50204
5.15101E-02	4.46115
5.15106E-02	4.42575
5.15107E-02	4.42195
5.15110E-02	4.40322
5.15114E-02	4.38206
5.15118E-02	4.36173
5.15122E-02	4.34224
5.15126E-02	4.32461
5.15130E-02	4.30771
5.15134E-02	4.29153
5.15136E-02	4.28172
5.15138E-02	4.277
5.15142E-02	4.26479
5.15145E-02	4.25323
5.15149E-02	4.24228
5.15153E-02	4.23192
5.15155E-02	4.22674
5.15156E-02	4.22565
5.15158E-02	4.22084
5.15161E-02	4.21625
5.15163E-02	4.21187
5.15166E-02	4.20698
5.15169E-02	4.20235
5.15172E-02	4.19797
5.15175E-02	4.19382
5.15178E-02	4.18989
5.15181E-02	4.18617
5.15184E-02	4.18263
5.15187E-02	4.17926
5.15190E-02	4.17605
5.15193E-02	4.17299
5.15196E-02	4.17006
5.15199E-02	4.16726
5.15202E-02	4.16511
5.15202E-02	4.16485
5.15205E-02	4.16365
5.15208E-02	4.16254
5.15211E-02	4.16152
5.15215E-02	4.16032
5.15219E-02	4.15923
5.15223E-02	4.15824
5.15227E-02	4.15734
5.15231E-02	4.15651
5.15236E-02	4.1554
5.15242E-02	4.1544
5.15248E-02	4.15351
5.15254E-02	4.15269
5.15262E-02	4.15169
5.15269E-02	4.15078
5.15279E-02	4.14969
5.15292E-02	4.14844
5.15304E-02	4.14727
5.15322E-02	4.14559
5.15347E-02	4.14344
5.15372E-02	4.14136
5.15411E-02	4.13812
5.15421E-02	4.13733
5.15450E-02	4.13619
5.15510E-02	4.13401
5.15565E-02	4.132
5.15673E-02	4.12819
5.15816E-02	4.12321
5.16056E-02	4.11499
5.16295E-02	4.10681
5.17061E-02	4.08076
5.18338E-02	4.0374
5.24722E-02	3.82071
5.24977E-02	3.81205
5.28807E-02	3.66528
5.29829E-02	3.62617
5.31106E-02	3.56976
5.32484E-02	3.50891
5.32791E-02	3.4954
5.33404E-02	3.46129
5.34017E-02	3.42723
5.34451E-02	3.40316
5.34834E-02	3.38198
5.35089E-02	3.36641
5.35344E-02	3.3509
5.35559E-02	3.33793
5.35773E-02	3.32502
5.35916E-02	3.31647
5.36059E-02	3.30798
5.36213E-02	3.29896
5.36356E-02	3.29065
5.36447E-02	3.28939
5.36550E-02	3.28806
5.36590E-02	3.28757
5.36652E-02	3.29041
5.36728E-02	3.29405
5.36805E-02	3.29778
5.36836E-02	3.29931
5.36882E-02	3.30617
5.36958E-02	3.31774
5.36989E-02	3.32242
5.37009E-02	3.32787
5.37060E-02	3.34157
5.37091E-02	3.34986
5.37129E-02	3.36538
5.37175E-02	3.38411
5.37188E-02	3.38934
5.37221E-02	3.40885
5.37270E-02	3.43747
5.37280E-02	3.44352
5.37321E-02	3.47763
5.37372E-02	3.52043
5.37423E-02	3.5777
5.37441E-02	3.59781
5.37471E-02	3.64121
5.37510E-02	3.6956
5.37517E-02	3.70929
5.37563E-02	3.79155
5.37586E-02	3.83276
5.37632E-02	3.93197
5.37637E-02	3.94301
5.37714E-02	4.13699
5.37775E-02	4.31536
5.37798E-02	4.38217
5.37826E-02	4.46779
5.37865E-02	4.58434
5.37877E-02	4.62309
5.37903E-02	4.69671
5.37929E-02	4.77011
5.37941E-02	4.80196
5.37980E-02	4.89713
5.37994E-02	4.93253
5.38010E-02	4.96323
5.38049E-02	5.03483
5.38051E-02	5.03958
5.38087E-02	5.08313
5.38102E-02	5.10165
5.38124E-02	5.11413
5.38153E-02	5.13078
5.38158E-02	5.13148
5.38174E-02	5.13348
5.38204E-02	5.12507
5.38227E-02	5.11863
5.38250E-02	5.09981
5.38291E-02	5.06618
5.38383E-02	4.94714
5.38403E-02	4.9154
5.38455E-02	4.83622
5.38506E-02	4.7572
5.38557E-02	4.67838
5.38608E-02	4.59975
5.38633E-02	4.56052
5.38659E-02	4.52635
5.38710E-02	4.45819
5.38758E-02	4.39358
5.38771E-02	4.37661
5.38804E-02	4.3408
5.38850E-02	4.29131
5.38896E-02	4.24192
5.38919E-02	4.21727
5.38944E-02	4.19604
5.39018E-02	4.13251
5.39067E-02	4.0898
5.39091E-02	4.0732
5.39164E-02	4.02332
5.39205E-02	3.99488
5.39236E-02	3.97853
5.39307E-02	3.93998
5.39384E-02	3.89891
5.39410E-02	3.88524
5.39461E-02	3.86403
5.39563E-02	3.82169
5.39614E-02	3.80056
5.39665E-02	3.78451
5.39767E-02	3.75248
5.39920E-02	3.70453
5.40053E-02	3.67286
5.40186E-02	3.64125
5.40245E-02	3.63051
5.40421E-02	3.59837
5.40605E-02	3.56489
5.40656E-02	3.55792
5.40911E-02	3.52315
5.41115E-02	3.49538
5.41294E-02	3.47728
5.41677E-02	3.43856
5.41881E-02	3.41794
5.42137E-02	3.39887
5.42903E-02	3.34177
5.43107E-02	3.32656
5.43822E-02	3.28551
5.44894E-02	3.224
5.44946E-02	3.22108
5.45661E-02	3.18524
5.46299E-02	3.15329
5.46682E-02	3.13417
5.46937E-02	3.12148
5.47129E-02	3.11203
5.47227E-02	3.10726
5.47328E-02	3.10236
5.47396E-02	3.09916
5.47447E-02	3.09681
5.47484E-02	3.09514
5.47524E-02	3.0934
5.47554E-02	3.09215
5.47584E-02	3.09096
5.47614E-02	3.08985
5.47635E-02	3.08915
5.47652E-02	3.08864
5.47669E-02	3.08821
5.47680E-02	3.08799
5.47691E-02	3.08782
5.47703E-02	3.08774
5.47711E-02	3.08776
5.47714E-02	3.08779
5.47718E-02	3.0884
5.47726E-02	3.08971
5.47732E-02	3.09078
5.47738E-02	3.09194
5.47744E-02	3.09322
5.47750E-02	3.09464
5.47754E-02	3.09568
5.47758E-02	3.09682
5.47762E-02	3.09805
5.47766E-02	3.09941
5.47770E-02	3.1009
5.47775E-02	3.10254
5.47779E-02	3.10437
5.47782E-02	3.10726
5.47785E-02	3.11027
5.47788E-02	3.11342
5.47791E-02	3.11671
5.47794E-02	3.12017
5.47797E-02	3.12381
5.47800E-02	3.12764
5.47803E-02	3.13168
5.47803E-02	3.13266
5.47806E-02	3.13755
5.47809E-02	3.14412
5.47812E-02	3.15097
5.47815E-02	3.1581
5.47818E-02	3.16554
5.47821E-02	3.17331
5.47824E-02	3.18143
5.47826E-02	3.18807
5.47827E-02	3.19046
5.47830E-02	3.20045
5.47832E-02	3.21077
5.47835E-02	3.22145
5.47838E-02	3.23249
5.47840E-02	3.24652
5.47843E-02	3.26094
5.47846E-02	3.27579
5.47850E-02	3.29889
5.47854E-02	3.32303
5.47857E-02	3.33985
5.47858E-02	3.34999
5.47862E-02	3.38153
5.47866E-02	3.41427
5.47870E-02	3.4482
5.47871E-02	3.45406
5.47874E-02	3.48458
5.47877E-02	3.52281
5.47881E-02	3.56214
5.47882E-02	3.57566
5.47885E-02	3.6055
5.47891E-02	3.67478
5.47896E-02	3.74637
5.47897E-02	3.7537
5.47903E-02	3.84037
5.47910E-02	3.94469
5.47916E-02	4.03539
5.47920E-02	4.09716
5.47941E-02	4.44309
5.47951E-02	4.59453
5.47954E-02	4.63333
5.47959E-02	4.70309
5.47965E-02	4.78585
5.47968E-02	4.82173
5.47971E-02	4.85321
5.47978E-02	4.91216
5.47981E-02	4.94244
5.47984E-02	4.95825
5.47990E-02	4.98935
5.47994E-02	5.00458
5.47996E-02	5.00983
5.48000E-02	5.01423
5.48002E-02	5.01478
5.48006E-02	5.00795
5.48012E-02	4.98973
5.48014E-02	4.98244
5.48018E-02	4.95518
5.48024E-02	4.90999
5.48027E-02	4.88895
5.48030E-02	4.85852
5.48036E-02	4.79633
5.48043E-02	4.71282
5.48051E-02	4.59178
5.48060E-02	4.45461
5.48061E-02	4.44613
5.48083E-02	4.08695
5.48091E-02	3.95766
5.48093E-02	3.92552
5.48099E-02	3.84801
5.48105E-02	3.76375
5.48109E-02	3.71361
5.48111E-02	3.68478
5.48115E-02	3.63656
5.48119E-02	3.58957
5.48123E-02	3.54384
5.48123E-02	3.53939
5.48127E-02	3.50397
5.48131E-02	3.46774
5.48134E-02	3.43444
5.48138E-02	3.40392
5.48138E-02	3.40239
5.48142E-02	3.37581
5.48145E-02	3.35016
5.48149E-02	3.3254
5.48153E-02	3.3015
5.48156E-02	3.28225
5.48156E-02	3.27901
5.48160E-02	3.26083
5.48163E-02	3.24383
5.48166E-02	3.22987
5.48167E-02	3.22789
5.48170E-02	3.21505
5.48173E-02	3.20275
5.48177E-02	3.19097
5.48180E-02	3.17966
5.48184E-02	3.1688
5.48187E-02	3.15866
5.48187E-02	3.15843
5.48191E-02	3.15125
5.48194E-02	3.14441
5.48197E-02	3.1379
5.48201E-02	3.13167
5.48204E-02	3.12571
5.48208E-02	3.11999
5.48211E-02	3.1145
5.48211E-02	3.11434
5.48215E-02	3.11088
5.48217E-02	3.10904
5.48221E-02	3.10555
5.48225E-02	3.10225
5.48229E-02	3.09914
5.48233E-02	3.09618
5.48237E-02	3.09336
5.48241E-02	3.09067
5.48245E-02	3.08807
5.48249E-02	3.08557
5.48252E-02	3.08413
5.48255E-02	3.08312
5.48261E-02	3.08157
5.48267E-02	3.08014
5.48273E-02	3.0788
5.48280E-02	3.07734
5.48289E-02	3.07558
5.48299E-02	3.07391
5.48308E-02	3.07233
5.48320E-02	3.0703
5.48332E-02	3.06834
5.48350E-02	3.0655
5.48368E-02	3.06274
5.48374E-02	3.06184
5.48390E-02	3.06064
5.48406E-02	3.05948
5.48439E-02	3.05724
5.48471E-02	3.05508
5.48519E-02	3.05194
5.48568E-02	3.04888
5.48632E-02	3.04489
5.48697E-02	3.04096
5.48761E-02	3.03707
5.48887E-02	3.02953
5.49006E-02	3.0225
5.49014E-02	3.02216
5.49267E-02	3.01076
5.49570E-02	2.99715
5.50134E-02	2.97194
5.51436E-02	2.91387
5.51783E-02	2.89839
5.56346E-02	2.69498
5.59919E-02	2.53577
5.61147E-02	2.48107
5.61751E-02	2.45421
5.62021E-02	2.44229
5.62211E-02	2.43391
5.62307E-02	2.42975
5.62402E-02	2.42566
5.62471E-02	2.42278
5.62517E-02	2.4209
5.62562E-02	2.41909
5.62601E-02	2.41764
5.62632E-02	2.41653
5.62655E-02	2.41578
5.62671E-02	2.41532
5.62686E-02	2.41491
5.62702E-02	2.41459
5.62709E-02	2.41449
5.62715E-02	2.41498
5.62725E-02	2.41605
5.62733E-02	2.41693
5.62741E-02	2.4179
5.62748E-02	2.41897
5.62754E-02	2.41976
5.62759E-02	2.42063
5.62764E-02	2.42158
5.62769E-02	2.42264
5.62772E-02	2.42323
5.62774E-02	2.4247
5.62780E-02	2.42777
5.62783E-02	2.43018
5.62787E-02	2.4327
5.62791E-02	2.43533
5.62795E-02	2.43828
5.62800E-02	2.4415
5.62804E-02	2.44492
5.62808E-02	2.45087
5.62812E-02	2.45707
5.62817E-02	2.46353
5.62821E-02	2.47028
5.62825E-02	2.47736
5.62827E-02	2.47983
5.62830E-02	2.4869
5.62834E-02	2.49788
5.62838E-02	2.50925
5.62842E-02	2.51902
5.62845E-02	2.5291
5.62848E-02	2.53604
5.62849E-02	2.54061
5.62852E-02	2.55467
5.62856E-02	2.5691
5.62859E-02	2.58389
5.62863E-02	2.59906
5.62867E-02	2.61462
5.62871E-02	2.64072
5.62876E-02	2.66753
5.62880E-02	2.69005
5.62884E-02	2.71317
5.62886E-02	2.72649
5.62892E-02	2.7675
5.62897E-02	2.8095
5.62899E-02	2.8238
5.62903E-02	2.85579
5.62910E-02	2.9092
5.62919E-02	2.99414
5.62927E-02	3.05846
5.62938E-02	3.15682
5.62949E-02	3.24553
5.62950E-02	3.25592
5.62955E-02	3.2957
5.62963E-02	3.35047
5.62966E-02	3.37318
5.62969E-02	3.39125
5.62976E-02	3.42334
5.62981E-02	3.44983
5.62982E-02	3.45232
5.62989E-02	3.46893
5.62995E-02	3.48226
5.62996E-02	3.4831
5.63000E-02	3.48529
5.63000E-02	3.48533
5.63006E-02	3.47937
5.63012E-02	3.4697
5.63014E-02	3.46708
5.63019E-02	3.44884
5.63025E-02	3.42167
5.63028E-02	3.40901
5.63032E-02	3.3881
5.63039E-02	3.33892
5.63043E-02	3.31284
5.63045E-02	3.29489
5.63055E-02	3.21895
5.63063E-02	3.14951
5.63066E-02	3.12399
5.63085E-02	2.95854
5.63091E-02	2.90061
5.63093E-02	2.88302
5.63101E-02	2.82722
5.63106E-02	2.78619
5.63111E-02	2.74594
5.63111E-02	2.74362
5.63115E-02	2.71761
5.63121E-02	2.68524
5.63126E-02	2.6537
5.63128E-02	2.6364
5.63129E-02	2.63154
5.63133E-02	2.61269
5.63137E-02	2.59431
5.63141E-02	2.57637
5.63145E-02	2.55886
5.63147E-02	2.5469
5.63148E-02	2.54291
5.63152E-02	2.52999
5.63156E-02	2.5173
5.63160E-02	2.50491
5.63164E-02	2.49289
5.63168E-02	2.48121
5.63168E-02	2.48046
5.63172E-02	2.47258
5.63176E-02	2.46446
5.63179E-02	2.45661
5.63183E-02	2.44902
5.63186E-02	2.44364
5.63187E-02	2.44224
5.63191E-02	2.43721
5.63195E-02	2.43239
5.63198E-02	2.42831
5.63202E-02	2.42435
5.63205E-02	2.42052
5.63209E-02	2.41679
5.63210E-02	2.4159
5.63213E-02	2.41345
5.63218E-02	2.41061
5.63222E-02	2.4079
5.63227E-02	2.40531
5.63232E-02	2.40283
5.63236E-02	2.40044
5.63241E-02	2.39813
5.63241E-02	2.39811
5.63248E-02	2.39646
5.63254E-02	2.39493
5.63261E-02	2.39349
5.63268E-02	2.39214
5.63277E-02	2.39043
5.63286E-02	2.3888
5.63298E-02	2.38673
5.63310E-02	2.38474
5.63315E-02	2.38396
5.63329E-02	2.38296
5.63341E-02	2.3821
5.63365E-02	2.38045
5.63396E-02	2.37844
5.63427E-02	2.37649
5.63469E-02	2.37397
5.63531E-02	2.37029
5.63606E-02	2.36597
5.63718E-02	2.35959
5.63830E-02	2.35328
5.63930E-02	2.34771
5.64064E-02	2.3416
5.64455E-02	2.32401
5.65097E-02	2.29522
5.66860E-02	2.21616
5.67660E-02	2.18035
5.68053E-02	2.16284
5.68241E-02	2.15447
5.68367E-02	2.14894
5.68457E-02	2.145
5.68512E-02	2.14264
5.68568E-02	2.14033
5.68609E-02	2.13865
5.68637E-02	2.13757
5.68663E-02	2.1366
5.68682E-02	2.13595
5.68701E-02	2.13538
5.68714E-02	2.13508
5.68723E-02	2.13492
5.68733E-02	2.13484
5.68739E-02	2.13485
5.68745E-02	2.13492
5.68752E-02	2.13507
5.68758E-02	2.13534
5.68762E-02	2.13559
5.68767E-02	2.1359
5.68769E-02	2.1361
5.68771E-02	2.13663
5.68775E-02	2.13779
5.68780E-02	2.13905
5.68784E-02	2.14043
5.68788E-02	2.14195
5.68791E-02	2.14319
5.68795E-02	2.14453
5.68798E-02	2.14598
5.68801E-02	2.14755
5.68804E-02	2.14924
5.68808E-02	2.15107
5.68811E-02	2.15305
5.68814E-02	2.15519
5.68817E-02	2.15751
5.68821E-02	2.16002
5.68823E-02	2.16354
5.68826E-02	2.16723
5.68829E-02	2.1711
5.68832E-02	2.17516
5.68835E-02	2.17942
5.68838E-02	2.18389
5.68841E-02	2.18858
5.68844E-02	2.19351
5.68847E-02	2.19867
5.68849E-02	2.20409
5.68852E-02	2.20977
5.68855E-02	2.21578
5.68857E-02	2.21955
5.68861E-02	2.23148
5.68865E-02	2.24407
5.68869E-02	2.25462
5.68873E-02	2.26749
5.68877E-02	2.28097
5.68881E-02	2.29505
5.68883E-02	2.30239
5.68885E-02	2.31074
5.68889E-02	2.32801
5.68895E-02	2.35499
5.68900E-02	2.38044
5.68906E-02	2.40691
5.68907E-02	2.4158
5.68916E-02	2.46183
5.68941E-02	2.59926
5.68951E-02	2.65023
5.68959E-02	2.68914
5.68960E-02	2.69766
5.68965E-02	2.71693
5.68971E-02	2.73941
5.68977E-02	2.75865
5.68984E-02	2.77571
5.68984E-02	2.77608
5.68990E-02	2.78552
5.68997E-02	2.79148
5.69000E-02	2.79328
5.69001E-02	2.79339
5.69006E-02	2.78967
5.69013E-02	2.78178
5.69018E-02	2.77303
5.69019E-02	2.77051
5.69023E-02	2.7601
5.69029E-02	2.73898
5.69037E-02	2.712
5.69041E-02	2.69536
5.69044E-02	2.67714
5.69051E-02	2.64525
5.69062E-02	2.5867
5.69078E-02	2.49312
5.69084E-02	2.46187
5.69092E-02	2.41842
5.69099E-02	2.38476
5.69103E-02	2.3603
5.69103E-02	2.3603
5.69109E-02	2.33262
5.69113E-02	2.31487
5.69118E-02	2.2977
5.69120E-02	2.28943
5.69122E-02	2.28201
5.69126E-02	2.26778
5.69130E-02	2.25416
5.69134E-02	2.24115
5.69137E-02	2.23086
5.69141E-02	2.2192
5.69145E-02	2.20808
5.69149E-02	2.19803
5.69149E-02	2.19759
5.69153E-02	2.18944
5.69157E-02	2.18177
5.69161E-02	2.17455
5.69164E-02	2.16775
5.69168E-02	2.16135
5.69172E-02	2.15533
5.69176E-02	2.14964
5.69179E-02	2.14564
5.69180E-02	2.14484
5.69183E-02	2.14137
5.69187E-02	2.13813
5.69191E-02	2.13509
5.69194E-02	2.13224
5.69198E-02	2.12957
5.69201E-02	2.12706
5.69205E-02	2.12469
5.69208E-02	2.12245
5.69210E-02	2.12167
5.69212E-02	2.12081
5.69216E-02	2.11955
5.69219E-02	2.11839
5.69223E-02	2.11731
5.69227E-02	2.116
5.69232E-02	2.1148
5.69237E-02	2.11371
5.69242E-02	2.1127
5.69246E-02	2.11176
5.69254E-02	2.11047
5.69261E-02	2.10929
5.69268E-02	2.1082
5.69278E-02	2.10667
5.69289E-02	2.10524
5.69303E-02	2.10343
5.69305E-02	2.10319
5.69317E-02	2.10243
5.69339E-02	2.10119
5.69367E-02	2.09962
5.69401E-02	2.09784
5.69434E-02	2.09611
5.69501E-02	2.09273
5.69602E-02	2.08777
5.69708E-02	2.08263
5.69924E-02	2.0722
5.70213E-02	2.05838
5.70709E-02	2.03474
5.71204E-02	2.01114
5.72855E-02	1.93738
5.76487E-02	1.77519
5.77478E-02	1.73387
5.79789E-02	1.63749
5.82101E-02	1.54985
5.82431E-02	1.53734
5.84412E-02	1.47096
5.86063E-02	1.42416
5.86394E-02	1.41481
5.88045E-02	1.37832
5.89365E-02	1.3573
5.89696E-02	1.35427
5.90686E-02	1.34521
5.91677E-02	1.34274
5.92668E-02	1.34852
5.92998E-02	1.35293
5.93658E-02	1.36179
5.94649E-02	1.38447
5.95309E-02	1.40483
5.95639E-02	1.41741
5.95970E-02	1.43001
5.96630E-02	1.46045
5.97290E-02	1.49659
5.97951E-02	1.53893
5.98281E-02	1.56348
5.98611E-02	1.58805
5.98942E-02	1.6147
5.99602E-02	1.67568
6.00262E-02	1.7455
6.00593E-02	1.78493
6.00923E-02	1.82438
6.01583E-02	1.91312
6.02244E-02	2.01255
6.02904E-02	2.12359
6.03448E-02	2.225
6.04225E-02	2.38735
6.04885E-02	2.54186
6.05546E-02	2.71249
6.06206E-02	2.90052
6.06867E-02	3.10738
6.07527E-02	3.33463
6.08187E-02	3.58383
6.08848E-02	3.85668
6.09508E-02	4.15501
6.10169E-02	4.48064
6.10829E-02	4.83549
6.11489E-02	5.22263
6.12150E-02	5.64537
6.12810E-02	6.1033
6.13471E-02	6.59841
6.14131E-02	7.13254
6.14792E-02	7.70741
6.15122E-02	8.01596
6.15452E-02	8.32454
6.16112E-02	8.98516
6.16773E-02	9.69042
6.17433E-02	10.4414
6.18094E-02	11.2369
6.18754E-02	12.076
6.19745E-02	13.4115
6.20735E-02	14.8317
6.21066E-02	15.331
6.22056E-02	16.829
6.22717E-02	17.8598
6.24037E-02	19.9213
6.25358E-02	21.9827
6.26679E-02	23.9117
6.27835E-02	25.44
6.27868E-02	25.4837
6.28991E-02	26.7728
6.29981E-02	27.7287
6.30312E-02	27.9853
6.30972E-02	28.4984
6.31632E-02	28.8834
6.31963E-02	29.0758
6.32953E-02	29.4629
6.33283E-02	29.5317
6.33944E-02	29.6692
6.34604E-02	29.7128
6.35595E-02	29.6499
6.35925E-02	29.5832
6.36586E-02	29.4499
6.37906E-02	29.0059
6.38567E-02	28.6952
6.39557E-02	28.2292
6.40218E-02	27.8474
6.41539E-02	27.0838
6.42529E-02	26.4367
6.43470E-02	25.8225
6.43850E-02	25.5742
6.44511E-02	25.143
6.45171E-02	24.712
6.45666E-02	24.3888
6.46162E-02	24.0657
6.46657E-02	23.7428
6.47152E-02	23.4201
6.47482E-02	23.2333
6.47813E-02	23.0467
6.48143E-02	22.8602
6.48473E-02	22.7103
6.48803E-02	22.5606
6.49051E-02	22.4934
6.49299E-02	22.4263
6.49464E-02	22.3817
6.49546E-02	22.3774
6.49794E-02	22.3645
6.50000E-02	22.4053
6.50207E-02	22.4462
6.50412E-02	22.5666
6.50613E-02	22.6852
6.50814E-02	22.8975
6.50881E-02	22.9684
6.51018E-02	23.1752
6.51156E-02	23.3822
6.51224E-02	23.524
6.51430E-02	23.9498
6.51705E-02	24.7031
6.51980E-02	25.6456
6.52245E-02	26.7161
6.52333E-02	27.0727
6.52421E-02	27.443
6.52554E-02	27.9981
6.52686E-02	28.5528
6.52758E-02	28.8524
6.52829E-02	29.1039
6.52937E-02	29.4807
6.53012E-02	29.7437
6.53024E-02	29.7757
6.53130E-02	30.0637
6.53157E-02	30.1382
6.53235E-02	30.2864
6.53353E-02	30.5081
6.53383E-02	30.5339
6.53530E-02	30.6623
6.53549E-02	30.6793
6.53628E-02	30.6938
6.53804E-02	30.6013
6.53863E-02	30.5704
6.53981E-02	30.4032
6.54079E-02	30.2637
6.54354E-02	29.6955
6.54423E-02	29.5198
6.54638E-02	28.9678
6.54844E-02	28.4412
6.55050E-02	27.915
6.55257E-02	27.3892
6.55315E-02	27.239
6.55463E-02	26.8946
6.55669E-02	26.4127
6.55865E-02	25.954
6.55875E-02	25.9346
6.56081E-02	25.5277
6.56287E-02	25.1211
6.56414E-02	24.8695
6.56493E-02	24.7383
6.56699E-02	24.394
6.56905E-02	24.0498
6.56964E-02	23.9515
6.57111E-02	23.743
6.57317E-02	23.4513
6.57513E-02	23.1737
6.57591E-02	23.082
6.57866E-02	22.7612
6.58141E-02	22.4406
6.58337E-02	22.2117
6.58416E-02	22.136
6.58828E-02	21.7386
6.59161E-02	21.4171
6.59240E-02	21.3533
6.59652E-02	21.0186
6.59985E-02	20.7478
6.60064E-02	20.6936
6.60613E-02	20.3141
6.61084E-02	19.989
6.61241E-02	19.8979
6.61790E-02	19.5791
6.62418E-02	19.2148
6.62530E-02	19.1498
6.63203E-02	18.8184
6.63988E-02	18.4319
6.65165E-02	17.935
6.65950E-02	17.6039
6.66343E-02	17.4612
6.67520E-02	17.0332
6.67912E-02	16.8905
6.69090E-02	16.5176
6.70267E-02	16.1448
6.71052E-02	15.9293
6.73014E-02	15.3908
6.73493E-02	15.2764
6.73666E-02	15.2351
6.73752E-02	15.2145
6.73905E-02	15.1781
6.76153E-02	14.6434
6.76938E-02	14.4819
6.79685E-02	13.9167
6.80727E-02	13.7322
6.80984E-02	13.6866
6.82923E-02	13.3412
6.83413E-02	13.2538
6.87338E-02	12.6493
6.89300E-02	12.3833
6.91262E-02	12.1174
6.96167E-02	11.5361
6.97148E-02	11.4366
7.02054E-02	10.9393
7.07940E-02	10.4286
7.10883E-02	10.2048
7.11898E-02	10.1277
7.12031E-02	10.1176
7.12267E-02	10.0997
7.12446E-02	10.0862
7.12556E-02	10.0781
7.12614E-02	10.0738
7.12653E-02	10.0711
7.12673E-02	10.0698
7.12692E-02	10.0686
7.12707E-02	10.0678
7.12717E-02	10.0674
7.12727E-02	10.067
7.12734E-02	10.0669
7.12741E-02	10.0668
7.12749E-02	10.0669
7.12756E-02	10.0672
7.12761E-02	10.0675
7.12766E-02	10.0678
7.12771E-02	10.0683
7.12776E-02	10.0711
7.12782E-02	10.0741
7.12786E-02	10.0762
7.12790E-02	10.0784
7.12794E-02	10.0808
7.12798E-02	10.0833
7.12802E-02	10.086
7.12806E-02	10.0888
7.12810E-02	10.0919
7.12813E-02	10.0951
7.12817E-02	10.0985
7.12821E-02	10.1021
7.12825E-02	10.1059
7.12829E-02	10.11
7.12833E-02	10.1144
7.12838E-02	10.12
7.12842E-02	10.1261
7.12847E-02	10.1325
7.12852E-02	10.1394
7.12857E-02	10.1468
7.12861E-02	10.1546
7.12866E-02	10.1628
7.12871E-02	10.1715
7.12876E-02	10.1849
7.12882E-02	10.1989
7.12889E-02	10.2184
7.12896E-02	10.2386
7.12905E-02	10.2637
7.12925E-02	10.3247
7.12938E-02	10.3635
7.12948E-02	10.3905
7.12955E-02	10.4088
7.12963E-02	10.4285
7.12971E-02	10.4462
7.12979E-02	10.4613
7.12986E-02	10.4726
7.12992E-02	10.4816
7.12993E-02	10.4817
7.13000E-02	10.4835
7.13000E-02	10.4835
7.13007E-02	10.478
7.13014E-02	10.4701
7.13020E-02	10.4612
7.13025E-02	10.4531
7.13032E-02	10.4392
7.13041E-02	10.4213
7.13048E-02	10.4034
7.13058E-02	10.3783
7.13069E-02	10.3474
7.13070E-02	10.3432
7.13095E-02	10.2682
7.13104E-02	10.2406
7.13111E-02	10.2197
7.13118E-02	10.1996
7.13124E-02	10.1852
7.13129E-02	10.1713
7.13134E-02	10.159
7.13139E-02	10.1472
7.13144E-02	10.1359
7.13149E-02	10.1251
7.13154E-02	10.1148
7.13159E-02	10.105
7.13164E-02	10.0957
7.13169E-02	10.0868
7.13174E-02	10.0792
7.13174E-02	10.0787
7.13179E-02	10.0743
7.13184E-02	10.0703
7.13189E-02	10.0666
7.13194E-02	10.0633
7.13199E-02	10.0602
7.13204E-02	10.0574
7.13209E-02	10.0549
7.13214E-02	10.0526
7.13219E-02	10.0504
7.13222E-02	10.0491
7.13228E-02	10.0472
7.13233E-02	10.0454
7.13238E-02	10.0438
7.13243E-02	10.0423
7.13249E-02	10.0408
7.13256E-02	10.0389
7.13264E-02	10.0371
7.13272E-02	10.0354
7.13280E-02	10.0339
7.13290E-02	10.0319
7.13306E-02	10.0291
7.13326E-02	10.0258
7.13345E-02	10.0227
7.13384E-02	10.0165
7.13393E-02	10.0151
7.13442E-02	10.0117
7.13544E-02	10.0048
7.13708E-02	9.99382
7.13984E-02	9.97557
7.14893E-02	9.91556
7.20490E-02	9.5465
7.24880E-02	9.29687
7.28392E-02	9.09719
7.37611E-02	8.64688
7.45074E-02	8.33378
