E(MeV)	pendfb7/Kr86:1
1.00000E-11	34.241683
3.45861E-11	18.8958432
3.56235E-11	18.6386219
3.66913E-11	18.3856098
3.77919E-11	18.1364396
3.89247E-11	17.8913689
4.00923E-11	17.6500281
4.12941E-11	17.4126842
4.25327E-11	17.1789644
4.38076E-11	16.949132
4.51216E-11	16.7228341
4.64742E-11	16.5003017
4.78681E-11	16.2819421
4.93030E-11	16.0670093
5.07818E-11	15.855218
5.50214E-11	15.2955478
5.69109E-11	15.0678497
5.88653E-11	14.8444112
6.06310E-11	14.6529195
6.24484E-11	14.4645183
6.43215E-11	14.2789346
6.62496E-11	14.0963651
6.73776E-11	13.9919684
6.96915E-11	13.7888704
7.20848E-11	13.5896561
7.45603E-11	13.3942661
7.67967E-11	13.2268977
7.90987E-11	13.0623034
8.14712E-11	12.9002476
8.25086E-11	12.8304719
8.39134E-11	12.7409002
8.53421E-11	12.6498104
8.64304E-11	12.5840381
8.82729E-11	12.4726924
9.13043E-11	12.2990648
9.44399E-11	12.1288748
9.72725E-11	11.9831887
1.00188E-10	11.8400187
1.03193E-10	11.6990939
1.04507E-10	11.6384218
1.06287E-10	11.5605799
1.08096E-10	11.4814748
1.09475E-10	11.4243664
1.11809E-10	11.3277148
1.15648E-10	11.1770943
1.19620E-10	11.0295657
1.23208E-10	10.9033722
1.26901E-10	10.7794296
1.27977E-10	10.7436032
1.30707E-10	10.6575541
1.32372E-10	10.605077
1.34626E-10	10.5378339
1.36918E-10	10.4694616
1.38664E-10	10.4201659
1.41620E-10	10.3367132
1.42820E-10	10.3046512
1.46483E-10	10.2067886
1.51513E-10	10.0796453
1.56058E-10	9.97099504
1.60736E-10	9.86435778
1.62099E-10	9.83353733
1.65557E-10	9.7595742
1.67665E-10	9.71448926
1.70520E-10	9.65675681
1.73423E-10	9.59805776
1.75635E-10	9.55577135
1.79379E-10	9.48420294
1.80899E-10	9.45673353
1.85539E-10	9.37288545
1.91911E-10	9.26406631
1.97667E-10	9.17116737
2.03592E-10	9.08008575
2.05318E-10	9.05377136
2.09699E-10	8.99067203
2.12369E-10	8.95221887
2.15985E-10	8.90320622
2.20593E-10	8.84075212
2.22463E-10	8.81698922
2.29132E-10	8.73224958
2.36004E-10	8.65039813
2.38005E-10	8.6265662
2.43079E-10	8.56993064
2.47217E-10	8.52374601
2.50370E-10	8.4907774
2.56791E-10	8.42364272
2.57875E-10	8.41302588
2.65610E-10	8.33727402
2.66731E-10	8.32629644
2.73572E-10	8.26355748
2.77060E-10	8.23157134
2.81777E-10	8.19107217
2.87784E-10	8.13950126
2.90224E-10	8.11989524
2.98929E-10	8.04995379
3.07890E-10	7.98258569
3.10500E-10	7.9629654
3.17125E-10	7.91637182
3.22524E-10	7.87840366
3.26631E-10	7.85139199
3.35008E-10	7.79630099
3.36428E-10	7.78756921
3.46513E-10	7.72556021
3.47981E-10	7.71653471
3.56906E-10	7.66524388
3.61451E-10	7.63912644
3.67605E-10	7.60607803
3.75448E-10	7.56396273
3.78631E-10	7.54799534
3.89981E-10	7.49106331
4.01678E-10	7.43626642
4.05083E-10	7.42031634
4.13719E-10	7.38268948
4.22546E-10	7.34423368
4.26128E-10	7.3297783
4.38901E-10	7.27823659
4.40762E-10	7.2707277
4.52066E-10	7.2284935
4.59763E-10	7.19973831
4.65617E-10	7.17949412
4.79583E-10	7.13120146
4.93959E-10	7.08520645
5.00258E-10	7.06505502
5.08775E-10	7.03985083
5.21824E-10	7.00123871
5.24026E-10	6.99521354
5.39744E-10	6.95220961
5.44319E-10	6.93969369
5.55923E-10	6.91034859
5.67785E-10	6.88035385
5.72598E-10	6.86915193
5.89762E-10	6.8292078
5.94762E-10	6.81757286
6.07452E-10	6.79050983
