E(MeV)	pendfb7/La139:1	
6.69682E-05	4.54619261	
6.71808E-05	4.54167264	
6.73225E-05	4.54027587	
6.74643E-05	4.5403461	
6.76060E-05	4.54206102	
6.76115E-05	4.54219506	
6.77369E-05	4.54056548	
6.79168E-05	4.54113573	
6.80367E-05	4.54365335	
6.81566E-05	4.54813227	
6.82766E-05	4.55481212	
6.83965E-05	4.5639626	
6.85165E-05	4.57589997	
6.86364E-05	4.59099683	
6.87345E-05	4.60600285	
6.88327E-05	4.62369481	
6.89308E-05	4.64439336	
6.90289E-05	4.66846854	
6.91271E-05	4.69634945	
6.92252E-05	4.7285358	
6.93233E-05	4.76561246	
6.94215E-05	4.80826733	
6.95278E-05	4.86171724	
6.95986E-05	4.90211692	
6.96695E-05	4.94681747	
6.97268E-05	4.98678504	
6.97404E-05	4.99693044	
6.98113E-05	5.05502455	
6.98821E-05	5.11910497	
6.99530E-05	5.18993517	
7.00157E-05	5.25893471	
7.00212E-05	5.26561384	
7.00975E-05	5.36489195	
7.01793E-05	5.48452807	
7.02120E-05	5.53745493	
7.02338E-05	5.57481451	
7.02883E-05	5.67586736	
7.03428E-05	5.78546579	
7.03592E-05	5.82121701	
7.03973E-05	5.91005849	
7.04491E-05	6.04057785	
7.04982E-05	6.17425567	
7.05227E-05	6.24656251	
7.05473E-05	6.32350788	
7.05963E-05	6.48967343	
7.06318E-05	6.61966924	
7.06454E-05	6.67272031	
7.06944E-05	6.87934074	
7.07408E-05	7.09125106	
7.07435E-05	7.10445508	
7.07926E-05	7.3623731	
7.08226E-05	7.53330749	
7.08362E-05	7.61531207	
7.08744E-05	7.86186612	
7.09043E-05	8.06957001	
7.09125E-05	8.12900347	
7.09507E-05	8.42636282	
7.09589E-05	8.49492054	
7.09888E-05	8.75664343	
7.10134E-05	8.98723062	
7.10270E-05	9.12115266	
7.10652E-05	9.52527494	
7.10679E-05	9.55652327	
7.11033E-05	9.98163926	
7.11224E-05	10.2282403	
7.11360E-05	10.4122397	
7.11633E-05	10.8044521	
7.11906E-05	11.2378044	
7.12042E-05	11.4682689	
7.12178E-05	11.7086872	
7.12451E-05	12.2204549	
7.12723E-05	12.7913424	
7.12860E-05	13.0964916	
7.12996E-05	13.4138003	
7.13132E-05	13.7535159	
7.13269E-05	14.104743	
7.13405E-05	14.4808943	
7.13528E-05	14.8314934	
7.13677E-05	15.2897183	
7.13773E-05	15.5923144	
7.13950E-05	16.1933875	
7.14018E-05	16.433864	
7.14223E-05	17.20717	
7.14264E-05	17.3684906	
7.14495E-05	18.3508086	
7.14509E-05	18.4109031	
7.14700E-05	19.3178725	
7.14754E-05	19.5863543	
7.14904E-05	20.3772973	
7.14938E-05	20.5639137	
7.15109E-05	21.5564019	
7.15122E-05	21.6390508	
7.15306E-05	22.8287347	
7.15313E-05	22.8757115	
7.15463E-05	23.9521762	
7.15517E-05	24.3713411	
7.15654E-05	25.4618448	
7.15686E-05	25.7420797	
7.15797E-05	26.722989	
7.15838E-05	27.1093061	
7.15940E-05	28.1111797	
7.15989E-05	28.6238661	
7.16083E-05	29.6454737	
7.16140E-05	30.3102048	
7.16226E-05	31.3492766	
7.16292E-05	32.1978482	
7.16369E-05	33.2505462	
7.16443E-05	34.3224714	
7.16512E-05	35.3739709	
7.16544E-05	35.8853527	
7.16645E-05	37.5827117	
7.16655E-05	37.7725461	
7.16745E-05	39.4637595	
7.16799E-05	40.4978727	
7.16846E-05	41.5010005	
7.16932E-05	43.3699079	
7.16947E-05	43.720724	
7.17047E-05	46.1315495	
7.17048E-05	46.1669341	
7.17149E-05	48.8796655	
