E(MeV)	pendfb7/La139:1	
2.16735E-03	7.26635312	
2.16771E-03	7.17496585	
2.16782E-03	7.14898372	
2.16834E-03	7.03557085	
2.16886E-03	6.9224197	
2.16923E-03	6.843392	
2.16938E-03	6.81439249	
2.16990E-03	6.71798761	
2.17042E-03	6.62185695	
2.17061E-03	6.58556735	
2.17081E-03	6.5551303	
2.17120E-03	6.49388247	
2.17171E-03	6.41264546	
2.17200E-03	6.36769131	
2.17222E-03	6.33391922	
2.17239E-03	6.30879671	
2.17244E-03	6.30051653	
2.17255E-03	6.28668305	
2.17266E-03	6.2730881	
2.17277E-03	6.25977574	
2.17285E-03	6.25004633	
2.17293E-03	6.24061202	
2.17299E-03	6.23452879	
2.17304E-03	6.22864863	
2.17310E-03	6.22301062	
2.17315E-03	6.21766088	
2.17321E-03	6.21265362	
2.17326E-03	6.20805227	
2.17330E-03	6.20491151	
2.17332E-03	6.20396655	
2.17334E-03	6.20379715	
2.17338E-03	6.20388787	
2.17342E-03	6.20436721	
2.17347E-03	6.2052842	
2.17351E-03	6.20669274	
2.17355E-03	6.20865233	
2.17359E-03	6.21122766	
2.17363E-03	6.21449168	
2.17367E-03	6.21852219	
2.17371E-03	6.22340451	
2.17375E-03	6.22922976	
2.17378E-03	6.23421112	
2.17381E-03	6.23980852	
2.17384E-03	6.24606783	
2.17387E-03	6.25303496	
2.17390E-03	6.26076528	
2.17393E-03	6.26930696	
2.17397E-03	6.28286028	
2.17400E-03	6.29733704	
2.17403E-03	6.31280751	
2.17406E-03	6.3293246	
2.17409E-03	6.3469647	
2.17412E-03	6.36578394	
2.17415E-03	6.38586466	
2.17418E-03	6.40726562	
2.17421E-03	6.43007481	
2.17424E-03	6.45435283	
2.17427E-03	6.48514545	
2.17430E-03	6.51755988	
2.17433E-03	6.55169704	
2.17436E-03	6.58761477	
2.17439E-03	6.62541759	
2.17442E-03	6.66516153	
2.17445E-03	6.70695359	
2.17448E-03	6.7513918	
2.17450E-03	6.77633551	
2.17454E-03	6.85614027	
2.17459E-03	6.94124388	
2.17463E-03	7.03187441	
2.17466E-03	7.09611781	
2.17468E-03	7.13189377	
2.17472E-03	7.24511313	
2.17476E-03	7.3512453	
2.17480E-03	7.46234628	
2.17486E-03	7.61842104	
2.17491E-03	7.78367876	
2.17494E-03	7.87092906	
2.17497E-03	7.9656606	
2.17502E-03	8.16433041	
2.17508E-03	8.37206485	
2.17513E-03	8.58860712	
2.17516E-03	8.70153531	
2.17520E-03	8.87262663	
2.17527E-03	9.22951457	
2.17537E-03	9.69510487	
2.17539E-03	9.79282812	
2.17575E-03	11.6580691	
2.17588E-03	12.2608687	
2.17598E-03	12.7049493	
2.17606E-03	13.0304722	
2.17608E-03	13.1035407	
2.17615E-03	13.3203506	
2.17621E-03	13.5159655	
2.17625E-03	13.5996681	
2.17629E-03	13.6838943	
2.17637E-03	13.7925638	
2.17645E-03	13.8609434	
2.17646E-03	13.8679263	
2.17650E-03	13.8677442	
2.17658E-03	13.8287688	
2.17661E-03	13.7960216	
2.17666E-03	13.7275544	
2.17674E-03	13.5539154	
2.17678E-03	13.4759069	
2.17685E-03	13.2655067	
2.17691E-03	13.0610982	
2.17693E-03	12.9592873	
2.17702E-03	12.6202105	
2.17711E-03	12.1905186	
2.17723E-03	11.6022757	
2.17758E-03	9.69539881	
2.17768E-03	9.19322926	
2.17770E-03	9.11687493	
2.17777E-03	8.76424411	
2.17783E-03	8.45712429	
2.17790E-03	8.16213056	
2.17791E-03	8.11152329	
2.17797E-03	7.89087126	
2.17802E-03	7.69314974	
2.17807E-03	7.5035949	
2.17808E-03	7.4794143	
2.17812E-03	7.3309996	
2.17817E-03	7.16791452	
2.17822E-03	7.01286704	
2.17827E-03	6.88540368	
2.17832E-03	6.73845037	
2.17836E-03	6.65676478	
2.17839E-03	6.5783278	
2.17843E-03	6.50300095	
2.17846E-03	6.4307308	
2.17847E-03	6.40993945	
2.17849E-03	6.36576924	
2.17854E-03	6.2879553	
2.17858E-03	6.22014937	
2.17862E-03	6.15603105	
2.17866E-03	6.09537365	
2.17867E-03	6.076267	
2.17870E-03	6.04204193	
2.17874E-03	5.99379741	
2.17878E-03	5.948459	
2.17882E-03	5.90581636	
2.17885E-03	5.87879792	
2.17888E-03	5.85285769	
2.17890E-03	5.83417395	
2.17893E-03	5.80848553	
2.17896E-03	5.78904407	
2.17899E-03	5.7704791	
2.17901E-03	5.75273075	
2.17904E-03	5.73576742	
2.17907E-03	5.71953352	
2.17909E-03	5.70399948	
2.17912E-03	5.68911928	
2.17915E-03	5.67485462	
2.17918E-03	5.66116384	
2.17920E-03	5.64802189	
2.17923E-03	5.6353855	
2.17926E-03	5.62323196	
2.17927E-03	5.61738337	
2.17928E-03	5.61282433	
2.17931E-03	5.60413842	
2.17934E-03	5.59584369	
2.17937E-03	5.58791406	
2.17940E-03	5.5791204	
2.17943E-03	5.56961608	
2.17947E-03	5.56060932	
2.17951E-03	5.55205872	
2.17954E-03	5.54391674	
2.17958E-03	5.53614857	
2.17961E-03	5.52871378	
2.17965E-03	5.52158346	
2.17969E-03	5.51472345	
2.17972E-03	5.50811004	
2.17976E-03	5.50171452	
2.17979E-03	5.4955177	
2.17985E-03	5.48654555	
2.17987E-03	5.48316496	
2.17990E-03	5.47921566	
2.17996E-03	5.47300855	
2.18001E-03	5.46703881	
2.18006E-03	5.46126952	
2.18014E-03	5.4538343	
2.18021E-03	5.44663687	
2.18028E-03	5.43962552	
2.18039E-03	5.42937642	
2.18049E-03	5.4193637	
2.18060E-03	5.40951965	
2.18075E-03	5.39657806	
2.18089E-03	5.38378491	
2.18111E-03	5.36478137	
2.18132E-03	5.34593167	
2.18154E-03	5.32719374	
2.18183E-03	5.30202121	
2.18194E-03	5.29278662	
2.18213E-03	5.27873904	
2.18257E-03	5.24577848	
2.18301E-03	5.21296899	
2.18345E-03	5.18027269	
2.18404E-03	5.13680753	
2.18463E-03	5.09853802	
2.18552E-03	5.04128831	
2.18641E-03	4.98417722	
2.18688E-03	4.95377193	
2.18727E-03	4.93178019	
2.18814E-03	4.88347648	
2.18944E-03	4.81113283	
2.19019E-03	4.76954021	
2.19074E-03	4.74305388	
2.19204E-03	4.68070637	
2.19333E-03	4.61842866	
2.19396E-03	4.58826235	
2.19475E-03	4.55558789	
2.19617E-03	4.49683198	
2.19774E-03	4.43161151	
2.19806E-03	4.4205062	
2.19995E-03	4.35394842	
2.20184E-03	4.28745276	
2.20341E-03	4.23208403	
2.20373E-03	4.22280577	
2.20562E-03	4.16718532	
2.20845E-03	4.08382854	
2.20908E-03	4.06532089	
2.21129E-03	4.00987455	
2.21412E-03	3.93864919	
2.21475E-03	3.92283281	
2.21691E-03	3.8766054	
2.21962E-03	3.81879943	
2.22196E-03	3.76868013	
2.22232E-03	3.76218619	
2.22512E-03	3.71140666	
2.22798E-03	3.65976519	
2.22919E-03	3.63780337	
2.23083E-03	3.61237251	
2.23406E-03	3.56222172	
2.23729E-03	3.51209722	
2.24053E-03	3.46947472	
2.24376E-03	3.42687293	
2.24684E-03	3.38629681	
2.24807E-03	3.37231216	
2.25208E-03	3.32678536	
2.25608E-03	3.2812791	
2.26009E-03	3.24209069	
2.26410E-03	3.20291805	
2.26810E-03	3.16375933	
2.27211E-03	3.12996047	
2.27612E-03	3.09617288	
2.28012E-03	3.0623956	
2.28064E-03	3.05800228	
2.28517E-03	3.02520619	
2.29022E-03	2.98864753	
2.29527E-03	2.95210103	
2.30032E-03	2.91556583	
2.30537E-03	2.8837707	
2.31042E-03	2.85198594	
2.31546E-03	2.82021152	
2.32051E-03	2.78844781	
2.32556E-03	2.7566957	
2.33061E-03	2.72495644	
2.33465E-03	2.69957631	
2.33869E-03	2.67420888	
2.34146E-03	2.65683337	
2.34515E-03	2.63368084	
2.34787E-03	2.61661617	
2.34967E-03	2.60534221	
2.35147E-03	2.59407766	
2.35232E-03	2.58875844	
2.35327E-03	2.58156593	
2.35518E-03	2.56711883	
2.35661E-03	2.55629667	
2.35804E-03	2.54548809	
2.35939E-03	2.53532465	
2.35947E-03	2.53453229	
2.36043E-03	2.52546764	
2.36163E-03	2.51404605	
2.36272E-03	2.5037227	
2.36345E-03	2.49685386	
2.36418E-03	2.48999786	
2.36490E-03	2.48315702	
2.36545E-03	2.47804	
2.36563E-03	2.475728	
2.36636E-03	2.466502	
2.36698E-03	2.45867431	
2.36749E-03	2.45223755	
2.36800E-03	2.44581891	
2.36851E-03	2.43942145	
2.36893E-03	2.43409009	
2.36902E-03	2.43262537	
2.36953E-03	2.4236893	
2.36991E-03	2.41701005	
2.37029E-03	2.41035349	
2.37067E-03	2.40372312	
2.37110E-03	2.39629775	
2.37141E-03	2.39109886	
2.37171E-03	2.38592574	
2.37181E-03	2.38421126	
2.37201E-03	2.37937492	
2.37231E-03	2.37215421	
2.37262E-03	2.3649732	
2.37292E-03	2.35783805	
2.37322E-03	2.35075651	
2.37332E-03	2.34841359	
2.37344E-03	2.34458876	
2.37367E-03	2.33758025	
2.37389E-03	2.33061484	
2.37411E-03	2.32369868	
2.37433E-03	2.31683905	
2.37455E-03	2.31004474	
2.37471E-03	2.30505394	
2.37477E-03	2.30255303	
2.37499E-03	2.29291611	
2.37515E-03	2.2860957	
2.37531E-03	2.27933581	
2.37546E-03	2.27264478	
2.37562E-03	2.26603307	
2.37578E-03	2.25951204	
2.37589E-03	2.25515002	
2.37594E-03	2.25213974	
2.37610E-03	2.24285839	
2.37621E-03	2.23599529	
2.37632E-03	2.23012653	
2.37644E-03	2.22302405	
2.37657E-03	2.2160824	
2.37666E-03	2.21100596	
2.37676E-03	2.20606764	
2.37685E-03	2.20007881	
2.37695E-03	2.19430245	
2.37701E-03	2.19059639	
2.37707E-03	2.18703075	
2.37714E-03	2.18363155	
2.37720E-03	2.18043039	
2.37726E-03	2.17746556	
2.37731E-03	2.17529461	
2.37736E-03	2.17333247	
2.37741E-03	2.17161168	
2.37746E-03	2.17016993	
2.37752E-03	2.16905072	
2.37757E-03	2.17039878	
2.37760E-03	2.17168877	
2.37764E-03	2.17324791	
2.37768E-03	2.17510641	
2.37772E-03	2.17729696	
2.37776E-03	2.1798574	
2.37779E-03	2.18282757	
2.37782E-03	2.18510883	
2.37783E-03	2.18720661	
2.37787E-03	2.19399227	
2.37791E-03	2.2013351	
2.37794E-03	2.20929119	
2.37797E-03	2.21504222	
2.37798E-03	2.21912635	
2.37802E-03	2.23210353	
2.37806E-03	2.24589877	
2.37809E-03	2.2580812	
2.37812E-03	2.27100427	
2.37813E-03	2.27433081	
2.37817E-03	2.29532552	
2.37820E-03	2.31747463	
2.37822E-03	2.32918192	
2.37824E-03	2.34331104	
2.37828E-03	2.3729326	
2.37832E-03	2.40406078	
2.37835E-03	2.44123477	
2.37839E-03	2.48106629	
2.37840E-03	2.48803159	
2.37843E-03	2.52741981	
2.37847E-03	2.57675403	
2.37851E-03	2.63374338	
2.37854E-03	2.69421855	
2.37855E-03	2.70472035	
2.37858E-03	2.76274349	
2.37861E-03	2.81100194	
2.37862E-03	2.83739065	
2.37866E-03	2.91947404	
2.37867E-03	2.94782661	
2.37869E-03	2.99819393	
2.37873E-03	3.10657076	
2.37878E-03	3.22948261	
2.37880E-03	3.29096965	
2.37882E-03	3.36293879	
2.37886E-03	3.50152106	
2.37890E-03	3.66884405	
2.37892E-03	3.74317937	
2.37895E-03	3.8435446	
2.37899E-03	4.01637988	
2.37903E-03	4.23879861	
2.37905E-03	4.32602071	
2.37907E-03	4.46220914	
2.37911E-03	4.67256861	
2.37912E-03	4.70072187	
2.37916E-03	4.94179727	
2.37918E-03	5.06095202	
2.37921E-03	5.27273472	
2.37924E-03	5.49117922	
2.37926E-03	5.63059374	
2.37930E-03	5.96546926	
2.37931E-03	6.01621201	
2.37936E-03	6.4333396	
2.37941E-03	6.8828059	
2.37943E-03	7.05671549	
2.37946E-03	7.36201915	
2.37949E-03	7.67433864	
2.37951E-03	7.87103418	
2.37955E-03	8.34119451	
2.37957E-03	8.55261179	
2.37963E-03	9.16572005	
2.37971E-03	10.1343719	
2.37978E-03	11.1303802	
2.37979E-03	11.2578105	
2.37987E-03	12.3621556	
2.37998E-03	13.950957	
2.38000E-03	14.2409846	
2.38010E-03	15.9071413	
2.38029E-03	18.8949189	
2.38038E-03	20.3055935	
2.38041E-03	20.6460882	
2.38051E-03	22.1559537	
2.38060E-03	23.3658331	
2.38062E-03	23.5593341	
2.38068E-03	24.2753584	
2.38072E-03	24.7293586	
2.38076E-03	25.1417582	
2.38080E-03	25.5252794	
2.38085E-03	25.9524469	
2.38088E-03	26.1670516	
2.38092E-03	26.4476176	
2.38096E-03	26.7110895	
2.38100E-03	26.8787621	
2.38105E-03	27.0620303	
2.38110E-03	27.1598004	
2.38114E-03	27.2072266	
2.38118E-03	27.2087325	
2.38120E-03	27.1939072	
2.38125E-03	27.090192	
2.38128E-03	27.0323742	
2.38132E-03	26.8796298	
2.38135E-03	26.7207141	
2.38141E-03	26.3995506	
2.38144E-03	26.169738	
2.38148E-03	25.8582877	
2.38152E-03	25.562964	
2.38157E-03	25.0430917	
2.38159E-03	24.8423433	
2.38166E-03	24.1783614	
2.38169E-03	23.7594734	
2.38175E-03	23.087174	
2.38179E-03	22.5847904	
2.38187E-03	21.4672151	
2.38190E-03	21.0784336	
2.38224E-03	16.0357844	
2.38233E-03	14.6556632	
2.38234E-03	14.5652963	
2.38242E-03	13.4202474	
2.38243E-03	13.247678	
2.38249E-03	12.4121219	
2.38253E-03	12.0036496	
2.38257E-03	11.4546516	
2.38262E-03	10.8413808	
2.38263E-03	10.7683013	
2.38269E-03	10.054915	
2.38272E-03	9.77605285	
2.38274E-03	9.51259987	
2.38279E-03	8.99737919	
2.38281E-03	8.80847065	
2.38284E-03	8.5103059	
2.38287E-03	8.21927682	
2.38289E-03	8.05262479	
2.38294E-03	7.67367861	
2.38299E-03	7.22097719	
2.38300E-03	7.17223953	
2.38304E-03	6.84855038	
2.38306E-03	6.71332337	
2.38308E-03	6.56426373	
2.38313E-03	6.29445951	
2.38318E-03	5.97015257	
2.38319E-03	5.91481735	
2.38323E-03	5.70663162	
2.38325E-03	5.57198568	
2.38327E-03	5.4615302	
2.38331E-03	5.30778203	
2.38332E-03	5.26261061	
2.38334E-03	5.16412633	
2.38337E-03	5.02634958	
2.38338E-03	4.98589263	
2.38340E-03	4.89791465	
2.38343E-03	4.7749055	
2.38344E-03	4.73880276	
2.38346E-03	4.6618781	
2.38350E-03	4.55442187	
2.38353E-03	4.449328	
2.38354E-03	4.41848017	
2.38356E-03	4.35427917	
2.38359E-03	4.25144717	
2.38363E-03	4.16630994	
2.38366E-03	4.09074006	
2.38369E-03	4.01852307	
2.38372E-03	3.94791947	
2.38373E-03	3.93021677	
2.38375E-03	3.88452755	
2.38378E-03	3.82452385	
2.38381E-03	3.76585108	
2.38384E-03	3.71452202	
2.38387E-03	3.6645083	
2.38390E-03	3.62564167	
2.38393E-03	3.57504531	
2.38396E-03	3.5342229	
2.38399E-03	3.49428745	
2.38401E-03	3.47525429	
2.38403E-03	3.45810296	
2.38406E-03	3.42544177	
2.38409E-03	3.39351969	
2.38412E-03	3.36226491	
2.38415E-03	3.33530397	
2.38418E-03	3.30971789	
2.38421E-03	3.28468147	
2.38424E-03	3.26329701	
2.38428E-03	3.23474483	
2.38432E-03	3.21099241	
2.38436E-03	3.18781477	
2.38439E-03	3.16515737	
2.38441E-03	3.15776361	
2.38443E-03	3.14591049	
2.38447E-03	3.12855072	
2.38451E-03	3.11157399	
2.38455E-03	3.09494239	
2.38458E-03	3.08134521	
2.38462E-03	3.06615957	
2.38466E-03	3.05343393	
2.38471E-03	3.03681444	
2.38476E-03	3.02054256	
2.38481E-03	3.00778846	
2.38486E-03	2.99529465	
2.38491E-03	2.98302602	
2.38496E-03	2.97095228	
2.38501E-03	2.95904968	
2.38507E-03	2.94886938	
2.38513E-03	2.93774079	
2.38520E-03	2.92677819	
2.38526E-03	2.9159542	
2.38535E-03	2.89993391	
2.38539E-03	2.89361021	
2.38545E-03	2.88650401	
2.38554E-03	2.87483081	
2.38564E-03	2.86329257	
2.38573E-03	2.85186808	
2.38586E-03	2.83677908	
2.38596E-03	2.82481666	
2.38598E-03	2.8225526	
2.38614E-03	2.80855686	
2.38628E-03	2.79608439	
2.38643E-03	2.78371298	
2.38657E-03	2.77142532	
2.38659E-03	2.76952553	
2.38671E-03	2.76158702	
2.38690E-03	2.74915291	
2.38709E-03	2.73681687	
2.38728E-03	2.72456607	
2.38737E-03	2.71847686	
2.38747E-03	2.71378246	
2.38770E-03	2.70226519	
2.38791E-03	2.69204789	
2.38812E-03	2.68188852	
2.38831E-03	2.67282234	
2.38833E-03	2.67201603	
2.38854E-03	2.66425465	
2.38882E-03	2.65396536	
2.38910E-03	2.643734	
2.38937E-03	2.63355299	
2.38949E-03	2.62944542	
2.38965E-03	2.62501364	
2.39017E-03	2.6111798	
2.39056E-03	2.60111135	
2.39094E-03	2.59108847	
2.39132E-03	2.58110469	
2.39162E-03	2.57314417	
2.39170E-03	2.57170932	
2.39208E-03	2.56456451	
2.39246E-03	2.55744411	
2.39285E-03	2.5503453	
2.39340E-03	2.5400841	
2.39395E-03	2.5298556	
2.39441E-03	2.52141307	
2.39451E-03	2.52009347	
2.39506E-03	2.51246357	
2.39561E-03	2.50485296	
2.39644E-03	2.49346769	
2.39727E-03	2.48211297	
2.39812E-03	2.47056591	
2.39872E-03	2.46233306	
2.39897E-03	2.4597735	
2.39981E-03	2.45083196	
2.40108E-03	2.43744637	
2.40235E-03	2.42408727	
2.40362E-03	2.41074964	
2.40501E-03	2.39616215	
2.40598E-03	2.38602516	
2.40767E-03	2.36830397	
2.40936E-03	2.35060397	
2.41105E-03	2.33292319	
2.41275E-03	2.31525997	
2.41456E-03	2.29635441	
2.41637E-03	2.27746916	
2.41819E-03	2.25860507	
2.41903E-03	2.24981246	
2.42000E-03	2.23857401	
2.42181E-03	2.21752622	
2.42362E-03	2.19650645	
2.42544E-03	2.17551826	
2.42580E-03	2.17132692	
2.42680E-03	2.15803829	
2.42810E-03	2.14074393	
2.42937E-03	2.12387421	
2.43064E-03	2.10702956	
2.43088E-03	2.10382634	
2.43190E-03	2.08792707	
2.43317E-03	2.06831872	
2.43444E-03	2.04874693	
2.43571E-03	2.02921729	
2.43595E-03	2.02550652	
2.43698E-03	2.00717199	
2.43825E-03	1.98457979	
2.43910E-03	1.96955442	
2.43934E-03	1.96527069	
2.43994E-03	1.95300589	
2.44079E-03	1.93587151	
2.44188E-03	1.91390214	
2.44272E-03	1.89687635	
2.44297E-03	1.89131381	
2.44369E-03	1.87467653	
2.44442E-03	1.858084	
2.44514E-03	1.84154234	
2.44562E-03	1.83055335	
2.44587E-03	1.82430453	
2.44659E-03	1.8056242	
2.44720E-03	1.79011316	
2.44780E-03	1.77465898	
2.44840E-03	1.75926819	
2.44853E-03	1.75620442	
2.44901E-03	1.74192023	
2.44961E-03	1.72414489	
2.45022E-03	1.70645924	
2.45082E-03	1.68887501	
2.45143E-03	1.67140621	
2.45191E-03	1.65752437	
2.45239E-03	1.64373637	
2.45288E-03	1.63005294	
2.45336E-03	1.61648674	
2.45384E-03	1.60305244	
2.45433E-03	1.58976701	
2.45481E-03	1.5766502	
2.45529E-03	1.56372497	
2.45584E-03	1.54944662	
2.45593E-03	1.54711123	
2.45620E-03	1.54129892	
2.45656E-03	1.53370933	
2.45693E-03	1.52629877	
2.45696E-03	1.52569796	
2.45729E-03	1.52127559	
2.45765E-03	1.51667789	
2.45789E-03	1.51378333	
2.45801E-03	1.51368422	
2.45832E-03	1.51365644	
2.45868E-03	1.51392121	
2.45885E-03	1.51421156	
2.45904E-03	1.51746038	
2.45940E-03	1.52388103	
2.45946E-03	1.52503248	
2.45977E-03	1.53522341	
2.45992E-03	1.54055485	
2.46013E-03	1.55152499	
2.46037E-03	1.56442319	
2.46061E-03	1.58287688	
2.46082E-03	1.59934368	
2.46086E-03	1.60238767	
2.46110E-03	1.62715398	
2.46113E-03	1.63030814	
2.46134E-03	1.65719016	
2.46143E-03	1.66890503	
2.46158E-03	1.69240025	
2.46171E-03	1.7124451	
2.46182E-03	1.73389049	
2.46196E-03	1.76023349	
2.46206E-03	1.78306881	
2.46221E-03	1.81716178	
2.46234E-03	1.84914287	
2.46247E-03	1.88477457	
2.46252E-03	1.89998468	
2.46270E-03	1.95757997	
2.46272E-03	1.96534333	
2.46288E-03	2.02337789	
2.46291E-03	2.03578607	
2.46306E-03	2.09821763	
2.46310E-03	2.11623986	
2.46324E-03	2.18325548	
2.46329E-03	2.20827159	
2.46342E-03	2.28004336	
2.46348E-03	2.31374235	
2.46359E-03	2.38308911	
2.46369E-03	2.44528051	
2.46375E-03	2.48930639	
2.46385E-03	2.56035651	
2.46391E-03	2.60996488	
2.46400E-03	2.69002683	
2.46406E-03	2.74607088	
2.46416E-03	2.83652401	
2.46422E-03	2.90002632	
2.46432E-03	3.00252436	
2.46438E-03	3.07360489	
2.46444E-03	3.14175159	
2.46454E-03	3.2714279	
2.46455E-03	3.29523713	
2.46467E-03	3.46513482	
2.46469E-03	3.49987248	
2.46483E-03	3.73011663	
2.46487E-03	3.79067149	
2.46495E-03	3.95228063	
2.46499E-03	4.02207002	
2.46507E-03	4.20332183	
2.46511E-03	4.28160587	
2.46519E-03	4.48276365	
2.46520E-03	4.49726004	
2.46529E-03	4.7338864	
2.46532E-03	4.80281034	
2.46538E-03	4.99382255	
2.46544E-03	5.16502202	
2.46547E-03	5.28004775	
2.46556E-03	5.5748418	
2.46565E-03	5.92308007	
2.46574E-03	6.31015912	
2.46584E-03	6.77096116	
2.46592E-03	7.22357138	
2.46593E-03	7.29518984	
2.46600E-03	7.72770428	
2.46603E-03	7.8856877	
2.46607E-03	8.14422317	
2.46613E-03	8.55339112	
2.46619E-03	9.090502	
2.46620E-03	9.11602701	
2.46626E-03	9.62958769	
2.46627E-03	9.74123368	
2.46632E-03	10.2186826	
2.46634E-03	10.4326887	
2.46639E-03	10.8631769	
2.46642E-03	11.1981974	
2.46645E-03	11.5690127	
2.46649E-03	12.0468672	
2.46651E-03	12.3424776	
2.46655E-03	12.8636906	
2.46657E-03	13.0652793	
2.46662E-03	13.847949	
2.46663E-03	13.9887629	
2.46668E-03	14.6967432	
2.46671E-03	15.256996	
2.46673E-03	15.6156775	
2.46678E-03	16.6110423	
2.46679E-03	16.6708976	
2.46684E-03	17.690846	
2.46685E-03	17.852838	
2.46689E-03	18.8609205	
2.46690E-03	19.1414124	
2.46695E-03	20.1281426	
2.46696E-03	20.5461477	
2.46700E-03	21.5004933	
2.46702E-03	22.0763532	
2.46706E-03	22.9853201	
2.46708E-03	23.7483577	
2.46712E-03	24.9650594	
2.46714E-03	25.5541908	
2.46718E-03	26.9348557	
2.46720E-03	27.5760471	
2.46724E-03	29.0786716	
2.46726E-03	29.7756071	
2.46730E-03	31.4087209	
2.46732E-03	32.1650877	
2.46736E-03	33.9372935	
2.46738E-03	34.7567702	
2.46742E-03	36.6766452	
2.46744E-03	37.562854	
2.46749E-03	39.6388381	
2.46750E-03	40.5952907	
2.46755E-03	42.8355588	
2.46756E-03	43.861993	
2.46760E-03	45.9221643	
2.46762E-03	47.3976544	
2.46767E-03	50.3617348	
2.46771E-03	52.5661728	
2.46775E-03	55.1832938	
2.46779E-03	58.221002	
2.46782E-03	60.4002281	
2.46787E-03	64.3787178	
2.46789E-03	66.0238973	
2.46795E-03	71.0495562	
2.46796E-03	72.0586513	
2.46803E-03	78.2693362	
2.46805E-03	79.6243205	
2.46813E-03	87.7410781	
2.46822E-03	96.3989598	
2.46823E-03	97.7049065	
2.46830E-03	105.562461	
2.46835E-03	111.085667	
2.46841E-03	118.009074	
2.46848E-03	126.775399	
2.46855E-03	135.559024	
2.46886E-03	173.688354	
2.46894E-03	184.337898	
2.46903E-03	195.166352	
2.46910E-03	203.075194	
2.46914E-03	207.739319	
2.46920E-03	213.706808	
2.46925E-03	218.698833	
2.46929E-03	223.29736	
2.46934E-03	228.053082	
2.46939E-03	231.699669	
2.46944E-03	235.704731	
2.46947E-03	238.289498	
2.46952E-03	241.568364	
2.46959E-03	245.397538	
2.46962E-03	246.675673	
2.46968E-03	249.6023	
2.46971E-03	250.36239	
2.46979E-03	252.313138	
2.46980E-03	252.398747	
2.46988E-03	253.005002	
2.46990E-03	252.876812	
2.46996E-03	252.30517	
2.46999E-03	251.633762	
2.47005E-03	250.240878	
2.47009E-03	248.603011	
2.47013E-03	247.303709	
2.47018E-03	244.678165	
2.47022E-03	242.524009	
2.47028E-03	238.485048	
2.47033E-03	235.384067	
2.47039E-03	230.545758	
2.47044E-03	226.069971	
2.47050E-03	220.904157	
2.47056E-03	214.560059	
2.47061E-03	209.453069	
2.47068E-03	201.762672	
2.47079E-03	189.327266	
2.47086E-03	181.022926	
2.47111E-03	152.530443	
2.47120E-03	141.156932	
2.47123E-03	137.749772	
2.47131E-03	128.919539	
2.47136E-03	123.756959	
2.47145E-03	114.433659	
2.47147E-03	112.026403	
2.47155E-03	103.930268	
2.47156E-03	103.631475	
2.47163E-03	96.3210368	
2.47164E-03	96.0419118	
2.47172E-03	89.1963702	
2.47173E-03	88.1476575	
2.47180E-03	82.5328264	
2.47182E-03	80.8307146	
2.47188E-03	76.331684	
2.47191E-03	74.0902125	
2.47195E-03	71.615259	
2.47200E-03	67.9164869	
2.47201E-03	67.1637164	
2.47208E-03	63.0393325	
2.47209E-03	62.2918791	
2.47215E-03	59.207991	
2.47217E-03	57.8419625	
2.47221E-03	55.6355699	
2.47224E-03	54.0655343	
2.47228E-03	52.324802	
2.47231E-03	50.5907271	
2.47234E-03	49.2577582	
2.47239E-03	47.3988019	
2.47241E-03	46.4208598	
2.47246E-03	44.472181	
2.47247E-03	43.9116963	
2.47253E-03	41.7917855	
2.47254E-03	41.5865074	
2.47260E-03	39.4417461	
2.47266E-03	37.4717331	
2.47268E-03	37.0993856	
2.47273E-03	35.6475507	
2.47275E-03	35.0520233	
2.47279E-03	33.958841	
2.47282E-03	33.1809484	
2.47286E-03	32.3954068	
2.47289E-03	31.4711125	
2.47292E-03	30.9539185	
2.47298E-03	29.60147	
2.47299E-03	29.5375538	
2.47305E-03	28.3826616	
2.47308E-03	27.807581	
2.47311E-03	27.1853138	
2.47317E-03	26.2557951	
2.47318E-03	25.9758089	
2.47326E-03	24.8610208	
2.47333E-03	23.8557053	
2.47335E-03	23.6053226	
2.47340E-03	22.9235957	
2.47344E-03	22.4709524	
2.47347E-03	22.0649436	
2.47356E-03	21.1217495	
2.47357E-03	21.0022477	
2.47367E-03	20.0509314	
2.47368E-03	19.9324795	
2.47376E-03	19.1937553	
2.47380E-03	18.8783527	
2.47386E-03	18.40747	
2.47392E-03	17.9382959	
2.47395E-03	17.7269577	
2.47404E-03	17.0952195	
2.47416E-03	16.3355705	
2.47428E-03	15.6626258	
2.47435E-03	15.3274591	
2.47441E-03	15.0338777	
2.47453E-03	14.4489671	
2.47465E-03	13.9340535	
2.47471E-03	13.6774499	
2.47477E-03	13.4447926	
2.47483E-03	13.2129572	
2.47490E-03	12.9601195	
2.47502E-03	12.5402324	
2.47505E-03	12.4651671	
2.47519E-03	12.0165014	
2.47522E-03	11.9419767	
2.47534E-03	11.6069392	
2.47541E-03	11.4065365	
2.47548E-03	11.2254335	
2.47560E-03	10.9244817	
2.47563E-03	10.8710303	
2.47577E-03	10.551367	
2.47589E-03	10.285696	
2.47592E-03	10.2392895	
2.47609E-03	9.91534579	
2.47618E-03	9.73081012	
2.47628E-03	9.56500032	
2.47638E-03	9.39972277	
2.47647E-03	9.25044929	
2.47667E-03	8.95286512	
2.47686E-03	8.68808764	
2.47697E-03	8.54014343	
